Date,Average of GDP and GDI,Business current transfer payments (net),Capital consumption allowances,"Contributions for government social insurance, domestic",Corporate profits with inventory valuation and capital consumption adjustments,Current surplus of government enterprises,Domestic business,Equals: Gross national product,Equals: National income,Equals: Net national product,Equals: Personal income,General government,Government,Government enterprises,Gross domestic income (GDI),Gross domestic product (GDP),Gross national factor income,Gross national income,Households and institutions,Less: Capital consumption adjustment,Less: Consumption of fixed capital,Less: Income payments to the rest of the world,Less: Statistical discrepancy,Net domestic income,Net domestic product,Net domestic purchases,Net interest and miscellaneous payments on assets,Net national factor income,Plus: Income receipts from the rest of the world,Plus: Personal current transfer receipts,Plus: Personal income receipts on assets,Private,Taxes on production and imports less subsidies
2019-04-01,21383666.0,164621.0,2690037.0,1418895.0,2456629.0,-14919.0,2256863.0,21690852.0,18199520.0,18228063.0,18292676.0,516029.0,595808.0,79779.0,21369395.0,21397938.0,20051277.0,21662309.0,610118.0,433174.0,3462789.0,905470.0,28543.0,17906606.0,17935149.0,18553111.0,524581.0,16588488.0,1198385.0,3142800.0,2961493.0,2866981.0,1461330.0
2019-07-01,21637432.0,167456.0,2720645.0,1425554.0,2499116.0,-12946.0,2280638.0,21996917.0,18337641.0,18497120.0,18417362.0,520000.0,600571.0,80570.0,21557692.0,21717171.0,20210547.0,21837438.0,618589.0,440008.0,3499797.0,893931.0,159479.0,18057896.0,18217374.0,18802921.0,497494.0,16710750.0,1173677.0,3166112.0,2962663.0,2899226.0,1472381.0
2019-10-01,21863320.0,142815.0,2751934.0,1443248.0,2513104.0,-7390.0,2299069.0,22195823.0,18526870.0,18666663.0,18589913.0,523378.0,604601.0,81223.0,21793424.0,21933217.0,20450889.0,22056029.0,625490.0,452866.0,3529160.0,888706.0,139794.0,18264264.0,18404058.0,18917416.0,504329.0,16921730.0,1151312.0,3173418.0,2955446.0,2924558.0,1469716.0
2020-01-01,21743905.0,134476.0,2590164.0,1468097.0,2262828.0,-966.0,2328015.0,21998949.0,18461290.0,18428794.0,18769151.0,527974.0,609803.0,81828.0,21760154.0,21727657.0,20421400.0,22031445.0,632337.0,262148.0,3570155.0,800078.0,-32497.0,18189999.0,18157502.0,18671080.0,502750.0,16851245.0,1071370.0,3219140.0,2932441.0,2960352.0,1476535.0
2020-04-01,19862692.0,135777.0,2620712.0,1397893.0,2100684.0,-1029.0,2348211.0,20113855.0,16367603.0,16513108.0,20194227.0,532588.0,614691.0,82102.0,19789939.0,19935444.0,19447996.0,19968350.0,637846.0,272502.0,3600747.0,704160.0,145505.0,16189192.0,16334697.0,16871222.0,540484.0,15847249.0,882571.0,5512031.0,2874008.0,2986057.0,385607.0
2020-07-01,21473260.0,153562.0,2656511.0,1447593.0,2760036.0,-5975.0,2362646.0,21894428.0,17835272.0,18257854.0,19834254.0,538620.0,621989.0,83369.0,21261970.0,21684551.0,20948750.0,21471847.0,651940.0,293865.0,3636575.0,777085.0,422581.0,17625395.0,18047976.0,18744375.0,533665.0,17312176.0,986962.0,4400474.0,2862899.0,3014586.0,375510.0
2020-10-01,22121298.0,160420.0,2705406.0,1485342.0,2521575.0,-1467.0,2389868.0,22255575.0,18674110.0,18569048.0,19682696.0,545692.0,630184.0,84492.0,22173830.0,22068767.0,21148314.0,22360638.0,666476.0,315539.0,3686528.0,828547.0,-105063.0,18487302.0,18382239.0,19140547.0,536197.0,17461786.0,1015355.0,3783682.0,2980341.0,3056343.0,1053371.0
2021-01-01,22671677.0,170204.0,2767147.0,1502810.0,2863080.0,-10877.0,2405683.0,22840255.0,19139313.0,19109545.0,22155483.0,553047.0,639487.0,86440.0,22686561.0,22656793.0,21633049.0,22870024.0,685541.0,361464.0,3730710.0,867573.0,-29768.0,18955851.0,18926083.0,19721841.0,507048.0,17902339.0,1051036.0,6078041.0,3048040.0,3091223.0,1077646.0
2021-04-01,23353861.0,186840.0,2830035.0,1538769.0,3130701.0,-14180.0,2449962.0,23498853.0,19655635.0,19685633.0,21034799.0,564255.0,653444.0,89188.0,23338862.0,23368861.0,22422067.0,23468854.0,709814.0,380073.0,3813220.0,925685.0,29999.0,19525642.0,19555641.0,20390723.0,467001.0,18608847.0,1055677.0,4404295.0,3158127.0,3159776.0,874128.0
2021-07-01,23934831.0,200309.0,2893913.0,1575750.0,3138945.0,-11713.0,2511344.0,24057411.0,20168646.0,20142965.0,21148824.0,576526.0,668333.0,91808.0,23947672.0,23921991.0,22846435.0,24083092.0,734769.0,382570.0,3914446.0,966042.0,-25681.0,20033225.0,20007545.0,20896225.0,442455.0,18931989.0,1101463.0,4148596.0,3225390.0,3246113.0,1048061.0
2021-10-01,24761127.0,212311.0,2957845.0,1620738.0,3177634.0,-7355.0,2584387.0,24938771.0,20879863.0,20911686.0,21338885.0,592040.0,686622.0,94582.0,24745215.0,24777038.0,23340940.0,24906947.0,756075.0,373459.0,4027084.0,963991.0,31823.0,20718131.0,20749954.0,21670550.0,451971.0,19313855.0,1125724.0,3984025.0,3291348.0,3340462.0,1361051.0
2022-01-01,25285352.0,217339.0,3011971.0,1660336.0,3132260.0,-1755.0,2659938.0,25333142.0,21317908.0,21178185.0,21557386.0,608635.0,706623.0,97988.0,25355214.0,25215491.0,23596307.0,25472865.0,788395.0,352033.0,4154957.0,1009314.0,-139723.0,21200257.0,21060534.0,22137578.0,487231.0,19441351.0,1126965.0,4062303.0,3333559.0,3448333.0,1660974.0
2022-04-01,25859221.0,260053.0,3075959.0,1683164.0,3318347.0,-3613.0,2736723.0,25966766.0,21794947.0,21688088.0,21852965.0,626563.0,728214.0,101651.0,25912650.0,25805791.0,24093942.0,26073625.0,813741.0,339236.0,4278678.0,1033196.0,-106859.0,21633972.0,21527114.0,22549226.0,500830.0,19815264.0,1194170.0,4115191.0,3424852.0,3550464.0,1723242.0
2022-07-01,26363340.0,247891.0,3133446.0,1729930.0,3422354.0,-8613.0,2802248.0,26448575.0,22251964.0,22069305.0,22299823.0,640409.0,744354.0,103946.0,26454670.0,26272011.0,24642591.0,26631234.0,832668.0,331198.0,4379270.0,1080929.0,-182659.0,22075400.0,21892741.0,22778638.0,451586.0,20263320.0,1257494.0,4130857.0,3509515.0,3634916.0,1749365.0
2022-10-01,26670829.0,255630.0,3182790.0,1745881.0,3393975.0,-17488.0,2845743.0,26876174.0,22308700.0,22435597.0,22645503.0,649718.0,755237.0,105519.0,26607380.0,26734277.0,24755717.0,26749277.0,839597.0,337046.0,4440577.0,1156238.0,126897.0,22166803.0,22293700.0,23144385.0,406330.0,20315140.0,1298136.0,4248349.0,3628201.0,3685340.0,1755418.0
2023-01-01,27064425.0,224791.0,3110554.0,1775994.0,3405386.0,-25324.0,2905600.0,27264425.0,22553991.0,22753860.0,22981216.0,659507.0,766523.0,107016.0,26964490.0,27164359.0,25092134.0,27064555.0,838442.0,204955.0,4510565.0,1246994.0,199869.0,22453925.0,22653794.0,23467443.0,394465.0,20581569.0,1347060.0,4245640.0,3729853.0,3744041.0,1772955.0
2023-04-01,27341555.0,227116.0,3153230.0,1804512.0,3443698.0,-31582.0,2943334.0,27558547.0,22775091.0,22999610.0,23288788.0,664619.0,772624.0,108005.0,27229296.0,27453815.0,25355762.0,27334028.0,842979.0,209897.0,4558937.0,1283769.0,224519.0,22670359.0,22894878.0,23698357.0,347826.0,20796825.0,1388501.0,4281632.0,3806367.0,3786313.0,1782733.0
2023-07-01,27797806.0,247605.0,3195566.0,1833236.0,3586981.0,-35943.0,2975637.0,28068197.0,23115374.0,23455156.0,23532369.0,671202.0,780356.0,109154.0,27627915.0,27967697.0,25725216.0,27728416.0,857048.0,219929.0,4613042.0,1355160.0,339782.0,23014873.0,23354655.0,24135746.0,264182.0,21112174.0,1455661.0,4268348.0,3836246.0,3832686.0,1791538.0
2023-10-01,28189813.0,245275.0,3237027.0,1852835.0,3749878.0,-38185.0,3016439.0,28391849.0,23509089.0,23723397.0,23807765.0,677710.0,787857.0,110147.0,28082659.0,28296967.0,26156465.0,28177541.0,864155.0,220588.0,4668451.0,1359298.0,214308.0,23414207.0,23628515.0,24419667.0,273124.0,21488014.0,1454180.0,4276502.0,3919087.0,3880594.0,1813986.0
2024-01-01,28561640.0,311668.0,3171254.0,1882852.0,3684751.0,-40482.0,3051863.0,28706261.0,23867319.0,23992176.0,24344193.0,685152.0,796110.0,110958.0,28499212.0,28624069.0,26469113.0,28581403.0,866111.0,119391.0,4714085.0,1410835.0,124857.0,23785127.0,23909985.0,24751553.0,228284.0,21755029.0,1493026.0,4446104.0,3938948.0,3917974.0,1841104.0
2024-04-01,28919296.0,259838.0,3212125.0,1889868.0,3817243.0,-41758.0,3100450.0,29076614.0,24100763.0,24295598.0,24574012.0,692315.0,804071.0,111756.0,28821879.0,29016714.0,26803372.0,28881779.0,876495.0,111675.0,4781017.0,1444069.0,194835.0,24040862.0,24235697.0,25142568.0,203782.0,22022356.0,1503970.0,4512333.0,3950216.0,3976945.0,1860327.0
2024-07-01,29215137.0,282372.0,3254200.0,1897678.0,3802229.0,-40215.0,3150832.0,29388064.0,24214618.0,24534171.0,24716749.0,702484.0,815053.0,112569.0,29055361.0,29374914.0,26943265.0,29068512.0,888009.0,103368.0,4853893.0,1428894.0,319552.0,24201468.0,24521020.0,25464704.0,181884.0,22089372.0,1442045.0,4570399.0,3938769.0,4038841.0,1883090.0
2024-10-01,29634084.0,308186.0,3295814.0,1918239.0,4006964.0,-39661.0,3197225.0,29801493.0,24705888.0,24885449.0,24998417.0,711695.0,824835.0,113140.0,29544303.0,29723864.0,27443445.0,29621932.0,893984.0,98590.0,4916043.0,1438615.0,179561.0,24628260.0,24807821.0,25727905.0,188701.0,22527402.0,1516244.0,4626617.0,3958303.0,4091208.0,1909961.0
