Date,Average of GDP and GDI,Business current transfer payments (net),Capital consumption allowances,"Contributions for government social insurance, domestic",Corporate profits with inventory valuation and capital consumption adjustments,Current surplus of government enterprises,Domestic business,Equals: Gross national product,Equals: National income,Equals: Net national product,Equals: Personal income,General government,Government,Government enterprises,Gross domestic income (GDI),Gross domestic product (GDP),Gross national factor income,Gross national income,Households and institutions,Less: Capital consumption adjustment,Less: Consumption of fixed capital,Less: Income payments to the rest of the world,Less: Statistical discrepancy,Net domestic income,Net domestic product,Net domestic purchases,Net interest and miscellaneous payments on assets,Net national factor income,Plus: Income receipts from the rest of the world,Plus: Personal current transfer receipts,Plus: Personal income receipts on assets,Private,Taxes on production and imports less subsidies
1983-07-01,3651384.0,21883.0,391044.0,227655.0,289441.0,-1704.0,364248.0,3727046.0,3085286.0,3160877.0,3002204.0,114006.0,125521.0,11515.0,3613588.0,3689179.0,3385978.0,3651455.0,76400.0,26796.0,566169.0,67374.0,75591.0,3047419.0,3123010.0,3188210.0,293186.0,2819809.0,105241.0,382490.0,610188.0,440648.0,245298.0
1983-10-01,3760198.0,23636.0,402462.0,234292.0,307152.0,-1170.0,368610.0,3834386.0,3192437.0,3261454.0,3088124.0,115145.0,126754.0,11610.0,3725690.0,3794706.0,3490713.0,3765369.0,77568.0,33852.0,572932.0,70010.0,69016.0,3152758.0,3221774.0,3293159.0,305035.0,2917781.0,109690.0,387046.0,629776.0,446177.0,252191.0
1984-01-01,3887095.0,26685.0,414018.0,249459.0,335741.0,-1639.0,373678.0,3945094.0,3320932.0,3362848.0,3176237.0,117872.0,129636.0,11764.0,3866136.0,3908054.0,3617712.0,3903178.0,78932.0,40340.0,582246.0,77795.0,41918.0,3283890.0,3325808.0,3420812.0,310766.0,3035466.0,114835.0,393892.0,642846.0,452610.0,260420.0
1984-04-01,3986224.0,28648.0,427294.0,255466.0,337676.0,-1110.0,379295.0,4047140.0,3408894.0,3455647.0,3258656.0,119972.0,131947.0,11976.0,3962847.0,4009601.0,3706096.0,4000386.0,80251.0,47999.0,591493.0,85669.0,46754.0,3371354.0,3418108.0,3522409.0,328278.0,3114603.0,123208.0,398264.0,667208.0,459545.0,266752.0
1984-07-01,4062322.0,30141.0,442213.0,260496.0,333129.0,-772.0,385459.0,4121606.0,3474577.0,3518430.0,3332632.0,124015.0,136191.0,12176.0,4040395.0,4084250.0,3777091.0,4077752.0,81526.0,56753.0,603176.0,89935.0,43855.0,3437219.0,3481074.0,3584920.0,342361.0,3173915.0,127291.0,401000.0,693703.0,466985.0,271292.0
1984-10-01,4131972.0,31162.0,458756.0,264460.0,342526.0,54.0,392172.0,4181775.0,3531951.0,3565106.0,3387186.0,129384.0,141741.0,12357.0,4115393.0,4148551.0,3841035.0,4148620.0,82756.0,66583.0,616669.0,88901.0,33158.0,3498725.0,3531882.0,3639638.0,342779.0,3224366.0,122125.0,409388.0,703196.0,474928.0,276368.0
1985-01-01,4210594.0,32203.0,476839.0,274338.0,346957.0,778.0,399433.0,4255859.0,3593064.0,3632209.0,3451504.0,127700.0,140275.0,12575.0,4191020.0,4230168.0,3903805.0,4216713.0,83941.0,77406.0,623649.0,86944.0,39147.0,3567371.0,3606518.0,3697816.0,342140.0,3280155.0,112635.0,420042.0,714742.0,483375.0,279928.0
1985-04-01,4271617.0,38146.0,490786.0,278330.0,350273.0,2107.0,406667.0,4322557.0,3641457.0,3687995.0,3492955.0,129871.0,142594.0,12722.0,4248348.0,4294887.0,3951057.0,4276018.0,85301.0,84119.0,634561.0,86663.0,46539.0,3613786.0,3660325.0,3774770.0,338776.0,3316496.0,114332.0,422622.0,721215.0,491968.0,284707.0
1985-07-01,4356291.0,32787.0,500474.0,283194.0,367277.0,2409.0,413873.0,4409267.0,3703138.0,3764101.0,3541678.0,131597.0,144458.0,12860.0,4325809.0,4386773.0,4022590.0,4348304.0,86835.0,86601.0,645165.0,87525.0,60964.0,3680643.0,3741607.0,3858503.0,335935.0,3377424.0,110019.0,427938.0,722722.0,500708.0,290518.0
1985-10-01,4409270.0,33104.0,505830.0,289618.0,347805.0,2189.0,421052.0,4469698.0,3742872.0,3812520.0,3605428.0,134520.0,147583.0,13063.0,4374446.0,4444094.0,4072817.0,4400050.0,88543.0,84778.0,657178.0,88056.0,69648.0,3717268.0,3786916.0,3920350.0,342238.0,3415640.0,113660.0,430886.0,738563.0,509594.0,291939.0
1986-01-01,4473744.0,42051.0,507465.0,296703.0,338526.0,2460.0,428203.0,4530053.0,3793562.0,3861864.0,3668708.0,136287.0,149562.0,13275.0,4439594.0,4507894.0,4122849.0,4461751.0,90424.0,79262.0,668189.0,94320.0,68300.0,3771405.0,3839705.0,3965719.0,357385.0,3454660.0,116479.0,443237.0,763424.0,518627.0,294390.0
1986-04-01,4507059.0,34517.0,509669.0,300423.0,324827.0,2518.0,435037.0,4560834.0,3804355.0,3880918.0,3709144.0,138961.0,152498.0,13537.0,4468777.0,4545340.0,4151949.0,4484271.0,92381.0,74632.0,679916.0,96633.0,76563.0,3788861.0,3865423.0,3994295.0,357309.0,3472032.0,112127.0,449074.0,770597.0,527418.0,295288.0
1986-07-01,4561453.0,33248.0,513117.0,305477.0,314959.0,2534.0,441554.0,4625847.0,3842462.0,3934894.0,3754920.0,141236.0,154986.0,13749.0,4515237.0,4607669.0,4196929.0,4533415.0,94413.0,71563.0,690953.0,91031.0,92432.0,3824284.0,3916716.0,4055677.0,354777.0,3505976.0,109209.0,456077.0,768080.0,535968.0,300704.0
1986-10-01,4616579.0,34027.0,517877.0,311149.0,315948.0,2652.0,447754.0,4669623.0,3885407.0,3967502.0,3792002.0,143843.0,157846.0,14003.0,4575530.0,4657627.0,4247319.0,4587528.0,96521.0,70123.0,702121.0,95484.0,82097.0,3873409.0,3955506.0,4089134.0,346895.0,3545198.0,107480.0,457833.0,762963.0,544275.0,303530.0
1987-01-01,4687312.0,34011.0,522874.0,315921.0,329707.0,3067.0,453637.0,4736524.0,3954227.0,4023924.0,3843018.0,146101.0,160260.0,14159.0,4652468.0,4722156.0,4321995.0,4666827.0,98703.0,69237.0,712600.0,98015.0,69687.0,3939868.0,4009556.0,4150790.0,342006.0,3609395.0,112383.0,463135.0,758122.0,552340.0,307754.0
1987-04-01,4782776.0,34350.0,529385.0,320028.0,368167.0,2845.0,460330.0,4824292.0,4053754.0,4100522.0,3901266.0,148231.0,162617.0,14387.0,4759392.0,4806160.0,4426403.0,4777524.0,100823.0,69056.0,723770.0,103245.0,46767.0,4035622.0,4082390.0,4229367.0,346001.0,3702633.0,121378.0,468093.0,764737.0,561153.0,313926.0
1987-07-01,4874853.0,32481.0,536321.0,324781.0,391926.0,2571.0,467832.0,4902321.0,4146839.0,4166245.0,3972105.0,150723.0,165362.0,14639.0,4865151.0,4884555.0,4526791.0,4882915.0,102881.0,68488.0,736076.0,108132.0,19404.0,4129076.0,4148480.0,4293944.0,351554.0,3790715.0,125897.0,469178.0,780473.0,570713.0,321072.0
1987-10-01,4988713.0,32327.0,543740.0,331722.0,393448.0,2511.0,476145.0,5027678.0,4240030.0,4278592.0,4070838.0,153232.0,168064.0,14831.0,4969432.0,5007994.0,4627977.0,4989116.0,104877.0,67594.0,749086.0,113801.0,38562.0,4220346.0,4258908.0,4404313.0,356950.0,3878892.0,133485.0,472157.0,801909.0,581022.0,326300.0
1988-01-01,5070790.0,31117.0,552070.0,351077.0,396780.0,2215.0,485697.0,5098360.0,4329402.0,4334558.0,4153166.0,156869.0,171940.0,15071.0,5068209.0,5073372.0,4725017.0,5093204.0,106165.0,66373.0,763802.0,120482.0,5163.0,4304406.0,4309570.0,4433556.0,366664.0,3961215.0,145471.0,489929.0,816544.0,591862.0,334856.0
1988-04-01,5183235.0,31675.0,559934.0,358309.0,410038.0,6155.0,494903.0,5212852.0,4421566.0,4435172.0,4231439.0,159676.0,175061.0,15385.0,5176433.0,5190036.0,4818758.0,5199247.0,107716.0,65031.0,777680.0,123659.0,13603.0,4398753.0,4412356.0,4518982.0,365134.0,4041078.0,146475.0,493527.0,830315.0,602619.0,342658.0
1988-07-01,5284187.0,33166.0,567669.0,364503.0,416437.0,6585.0,503762.0,5302996.0,4514327.0,4511625.0,4324764.0,162399.0,178079.0,15680.0,5285539.0,5282835.0,4917658.0,5305698.0,109531.0,63907.0,791371.0,133291.0,-2704.0,4494168.0,4491463.0,4590726.0,379210.0,4126287.0,153453.0,499611.0,859015.0,613292.0,348289.0
1988-10-01,5401891.0,35066.0,575143.0,372039.0,441716.0,7273.0,512274.0,5422172.0,4621801.0,4617037.0,4410708.0,165298.0,181253.0,15955.0,5404274.0,5399509.0,5030550.0,5426936.0,111608.0,62869.0,805134.0,140403.0,-4765.0,4599139.0,4594375.0,4702069.0,394011.0,4225416.0,163066.0,506772.0,886288.0,623882.0,354047.0
1989-01-01,5502578.0,37233.0,583251.0,378034.0,427210.0,7115.0,520440.0,5533649.0,4697880.0,4715220.0,4533757.0,167871.0,184041.0,16170.0,5493904.0,5511253.0,5108904.0,5516308.0,113948.0,62811.0,818428.0,149043.0,17349.0,4675475.0,4692825.0,4793789.0,413029.0,4290476.0,171439.0,531446.0,930108.0,634387.0,363056.0
1989-04-01,5577499.0,37665.0,588614.0,382609.0,420362.0,7048.0,528569.0,5634129.0,4732517.0,4802446.0,4588028.0,170515.0,187001.0,16486.0,5542536.0,5612463.0,5149392.0,5564200.0,116113.0,60045.0,831683.0,158098.0,69927.0,4710853.0,4780780.0,4868939.0,422105.0,4317709.0,179764.0,538802.0,956593.0,644682.0,370096.0
1989-07-01,5650785.0,39130.0,592211.0,387190.0,421556.0,7259.0,536663.0,5719661.0,4785611.0,4874773.0,4643319.0,173292.0,190122.0,16829.0,5606205.0,5695365.0,5207268.0,5630499.0,118104.0,55548.0,844888.0,154362.0,89160.0,4761317.0,4850477.0,4925552.0,428613.0,4362380.0,178658.0,547876.0,970422.0,654766.0,376843.0
1989-10-01,5699799.0,39039.0,594088.0,393091.0,405744.0,7614.0,544720.0,5778036.0,4825125.0,4920003.0,4718934.0,176325.0,193393.0,17069.0,5652361.0,5747237.0,5260747.0,5683158.0,119920.0,49368.0,858033.0,150135.0,94876.0,4794328.0,4889204.0,4971969.0,425647.0,4402714.0,180934.0,558839.0,981863.0,664640.0,375758.0
1990-01-01,5820267.0,39375.0,593000.0,401638.0,417801.0,5179.0,552741.0,5902220.0,4927329.0,5032199.0,4815422.0,178387.0,195719.0,17331.0,5767833.0,5872701.0,5360374.0,5797350.0,121562.0,40259.0,870021.0,154244.0,104868.0,4897812.0,5002680.0,5091216.0,431047.0,4490353.0,183763.0,579492.0,996063.0,674302.0,392423.0
1990-04-01,5912463.0,38970.0,594223.0,406858.0,436576.0,3515.0,560683.0,5991651.0,5014294.0,5109421.0,4897517.0,180723.0,198424.0,17702.0,5864899.0,5960028.0,5461539.0,5896524.0,123122.0,33539.0,882230.0,152892.0,95129.0,4982669.0,5077798.0,5146631.0,430251.0,4579310.0,184516.0,590463.0,1001428.0,683805.0,392500.0
1990-07-01,5963052.0,38873.0,596545.0,414575.0,408711.0,3377.0,568547.0,6042253.0,5043115.0,5147240.0,4958909.0,183808.0,201865.0,18057.0,5910988.0,6015116.0,5496058.0,5938128.0,124601.0,27998.0,895014.0,157585.0,104127.0,5015975.0,5120102.0,5195055.0,429273.0,4601044.0,184722.0,600004.0,1010421.0,693148.0,399821.0
1990-10-01,5966084.0,39502.0,600100.0,417361.0,414230.0,2842.0,576333.0,6055220.0,5071059.0,5148354.0,4981352.0,186290.0,204534.0,18243.0,5927434.0,6004733.0,5528338.0,5977925.0,125999.0,23767.0,906865.0,151900.0,77299.0,5020569.0,5097868.0,5176963.0,437521.0,4621472.0,202387.0,617509.0,1011483.0,702332.0,407243.0
1991-01-01,6004125.0,39753.0,605337.0,420996.0,451174.0,5871.0,584040.0,6074636.0,5093564.0,5155665.0,4997771.0,189155.0,207615.0,18460.0,5973071.0,6035178.0,5550040.0,6012536.0,127315.0,21297.0,918971.0,147315.0,62107.0,5054100.0,5116207.0,5163347.0,411934.0,4631069.0,186772.0,641638.0,1009169.0,711356.0,416872.0
1991-04-01,6080677.0,38655.0,609792.0,427662.0,447811.0,8088.0,590424.0,6155420.0,5134104.0,5226474.0,5060332.0,191227.0,209940.0,18713.0,6034491.0,6126862.0,5591967.0,6063049.0,128581.0,19368.0,928946.0,139437.0,92371.0,5105545.0,5197916.0,5221104.0,399091.0,4663021.0,167995.0,661400.0,1010474.0,719005.0,424339.0
1991-07-01,6152061.0,38483.0,613834.0,433494.0,446342.0,8663.0,595485.0,6231047.0,5185511.0,5293267.0,5112310.0,193503.0,212500.0,18996.0,6098185.0,6205937.0,5642380.0,6123292.0,129796.0,18349.0,937781.0,136423.0,107752.0,5160404.0,5268156.0,5289230.0,395278.0,4704600.0,161533.0,670778.0,1012045.0,725281.0,433766.0
1991-10-01,6210230.0,38666.0,617425.0,438576.0,449641.0,10249.0,599222.0,6297761.0,5245267.0,5353888.0,5189236.0,194545.0,213691.0,19146.0,6155919.0,6264540.0,5696791.0,6189140.0,130960.0,18202.0,943873.0,123931.0,108621.0,5212046.0,5320667.0,5343721.0,377322.0,4752918.0,157152.0,698754.0,1003103.0,730182.0,443434.0
1992-01-01,6323901.0,38625.0,620632.0,450376.0,479412.0,9779.0,601636.0,6395836.0,5369263.0,5447666.0,5297293.0,195170.0,214459.0,19290.0,6284700.0,6363102.0,5821198.0,6317433.0,132074.0,18995.0,948169.0,122058.0,78403.0,5336530.0,5414933.0,5435469.0,369233.0,4873029.0,154791.0,727000.0,996286.0,733710.0,447830.0
1992-04-01,6423049.0,38363.0,625014.0,455970.0,483440.0,10454.0,605226.0,6502819.0,5452208.0,5547638.0,5391292.0,196778.0,216390.0,19612.0,6375336.0,6470763.0,5906575.0,6407389.0,133564.0,19788.0,955181.0,125038.0,95427.0,5420155.0,5515582.0,5548370.0,363582.0,4951394.0,157094.0,745591.0,997298.0,738791.0,451996.0
1992-07-01,6496820.0,38880.0,630618.0,459087.0,470601.0,11383.0,609992.0,6595851.0,5492862.0,5632499.0,5451662.0,198019.0,217927.0,19909.0,6427000.0,6566641.0,5950367.0,6456214.0,135432.0,20626.0,963352.0,119691.0,139640.0,5463649.0,5603289.0,5641777.0,355727.0,4987016.0,148901.0,757598.0,992462.0,745424.0,455584.0
1992-10-01,6606515.0,43012.0,637359.0,454371.0,491707.0,10159.0,615933.0,6711112.0,5588251.0,5736835.0,5529732.0,200430.0,220665.0,20235.0,6532228.0,6680803.0,6051619.0,6562527.0,137678.0,21426.0,974276.0,117112.0,148575.0,5557951.0,5706526.0,5753666.0,359180.0,5077343.0,147421.0,761959.0,995688.0,753611.0,457736.0
1993-01-01,6637732.0,40204.0,645332.0,473801.0,489316.0,9608.0,623051.0,6766665.0,5597049.0,5780499.0,5555707.0,202188.0,222815.0,20627.0,6546005.0,6729459.0,6079122.0,6583216.0,140300.0,22282.0,986166.0,114746.0,183454.0,5559839.0,5743293.0,5798997.0,358423.0,5092956.0,151953.0,781622.0,1002669.0,763351.0,454281.0
1993-04-01,6736601.0,39302.0,653950.0,474228.0,517640.0,11745.0,630356.0,6839590.0,5697380.0,5842054.0,5630884.0,203351.0,224345.0,20993.0,6664264.0,6808939.0,6183875.0,6694915.0,142835.0,23594.0,997536.0,123743.0,144675.0,5666728.0,5811403.0,5874590.0,352074.0,5186339.0,154394.0,786043.0,1002443.0,773191.0,459993.0
1993-07-01,6799616.0,38700.0,663223.0,478782.0,532435.0,11867.0,637850.0,6918254.0,5744586.0,5909558.0,5672419.0,204427.0,225565.0,21138.0,6717134.0,6882098.0,6235510.0,6753282.0,145281.0,25373.0,1008696.0,121255.0,164964.0,5708439.0,5873403.0,5941757.0,344293.0,5226814.0,157411.0,799949.0,1001166.0,783131.0,467205.0
1993-10-01,6949434.0,39346.0,673155.0,482890.0,583479.0,12501.0,645531.0,7034356.0,5884155.0,6012756.0,5752449.0,206972.0,228429.0,21457.0,6885130.0,7013738.0,6369604.0,6905755.0,147640.0,27623.0,1021600.0,138024.0,128608.0,5863530.0,5992138.0,6065587.0,335043.0,5348004.0,158642.0,804342.0,1001514.0,793171.0,484304.0
1994-01-01,7035940.0,40710.0,683751.0,498048.0,592611.0,12832.0,653401.0,7143011.0,5950303.0,6109726.0,5802145.0,208129.0,229974.0,21846.0,6956227.0,7115652.0,6432149.0,6983588.0,149910.0,30350.0,1033285.0,138049.0,159425.0,5922942.0,6082367.0,6162962.0,333661.0,5398864.0,165407.0,818144.0,1009457.0,803311.0,497896.0
1994-04-01,7172574.0,39702.0,695148.0,505134.0,616490.0,12748.0,662803.0,7269779.0,6074093.0,6222809.0,5906380.0,209812.0,231925.0,22113.0,7098217.0,7246931.0,6556594.0,7121063.0,152241.0,32345.0,1046970.0,153281.0,148713.0,6051247.0,6199961.0,6290532.0,334019.0,5509624.0,176130.0,822856.0,1029543.0,815045.0,512019.0
1994-07-01,7268459.0,41265.0,707346.0,511021.0,651205.0,12739.0,673738.0,7352370.0,6164875.0,6290099.0,5972219.0,211529.0,233897.0,22369.0,7205842.0,7331075.0,6654576.0,7227146.0,154635.0,33607.0,1062270.0,169657.0,125232.0,6143572.0,6268804.0,6365672.0,336296.0,5592306.0,190952.0,826877.0,1051559.0,828373.0,518565.0
1994-10-01,7393475.0,41182.0,720344.0,518517.0,676059.0,12304.0,686205.0,7475650.0,6272112.0,6395742.0,6082932.0,213978.0,236612.0,22634.0,7331661.0,7455288.0,6776116.0,7352020.0,157090.0,34138.0,1079907.0,185322.0,123628.0,6251753.0,6375381.0,6477294.0,350655.0,5696209.0,205683.0,847973.0,1083982.0,843295.0,522418.0
1995-01-01,7462115.0,43617.0,734142.0,525522.0,677704.0,16423.0,700205.0,7552116.0,6332609.0,6452966.0,6174104.0,216360.0,239339.0,22979.0,7401941.0,7522289.0,6850361.0,7431759.0,159607.0,33937.0,1099150.0,191425.0,120348.0,6302790.0,6423138.0,6528468.0,353422.0,5751211.0,221252.0,873953.0,1105588.0,859812.0,521357.0
1995-04-01,7530978.0,44901.0,747568.0,530004.0,702518.0,16159.0,712861.0,7613638.0,6397839.0,6497886.0,6243196.0,217656.0,240968.0,23312.0,7480960.0,7580997.0,6933553.0,7513592.0,161924.0,34707.0,1115753.0,199055.0,100037.0,6365207.0,6465244.0,6574736.0,348873.0,5817800.0,231696.0,883461.0,1123329.0,874785.0,518979.0
1995-07-01,7646804.0,45836.0,760623.0,535357.0,736949.0,16592.0,724173.0,7701977.0,6498573.0,6571215.0,6321037.0,218907.0,242547.0,23640.0,7610482.0,7683125.0,7043108.0,7629335.0,164042.0,36450.0,1130762.0,211015.0,72644.0,6479720.0,6552363.0,6626807.0,345503.0,5912346.0,229867.0,890388.0,1136112.0,888215.0,523799.0
1995-10-01,7734786.0,45511.0,773311.0,540318.0,749539.0,16853.0,734141.0,7803073.0,6583619.0,6659214.0,6395096.0,219763.0,243758.0,23995.0,7696985.0,7772586.0,7136886.0,7727478.0,165960.0,39170.0,1143859.0,206030.0,75600.0,6553127.0,6628727.0,6698507.0,343258.0,5993027.0,236517.0,886017.0,1149167.0,900101.0,528227.0
1996-01-01,7844364.0,46809.0,785636.0,543196.0,784501.0,17206.0,742765.0,7905735.0,6701949.0,6750159.0,6510708.0,220876.0,245131.0,24255.0,7820260.0,7868468.0,7258594.0,7857524.0,167679.0,42871.0,1155575.0,203264.0,48209.0,6664684.0,6712893.0,6801687.0,341148.0,6103019.0,240530.0,916037.0,1160497.0,910444.0,534915.0
1996-04-01,8000038.0,48195.0,799647.0,551624.0,798142.0,17385.0,752509.0,8061846.0,6828681.0,6894286.0,6638633.0,221054.0,245512.0,24458.0,7967235.0,8032840.0,7388413.0,7996242.0,169540.0,47139.0,1167560.0,210209.0,65605.0,6799675.0,6865280.0,6958989.0,346099.0,6220853.0,239215.0,936385.0,1177260.0,922048.0,542249.0
1996-07-01,8099087.0,48922.0,815337.0,559000.0,804678.0,18150.0,763372.0,8157220.0,6910691.0,6975340.0,6712828.0,222254.0,246967.0,24713.0,8066765.0,8131408.0,7478939.0,8092572.0,171542.0,51966.0,1181881.0,219953.0,64643.0,6884884.0,6949528.0,7063707.0,350000.0,6297058.0,245765.0,931785.0,1197663.0,934914.0,546561.0
1996-10-01,8234942.0,66653.0,832695.0,566492.0,826965.0,18273.0,775355.0,8291163.0,7045287.0,7094953.0,6802631.0,222210.0,247168.0,24958.0,8210113.0,8259771.0,7598222.0,8241497.0,173687.0,57341.0,1196210.0,228714.0,49658.0,7013904.0,7063561.0,7152383.0,358386.0,6402012.0,260106.0,932606.0,1219857.0,949041.0,558349.0
1997-01-01,8356303.0,46902.0,851708.0,574362.0,856653.0,17897.0,788457.0,8385773.0,7159764.0,7172471.0,6922179.0,223647.0,248872.0,25225.0,8349950.0,8362655.0,7746927.0,8373065.0,175973.0,63251.0,1213302.0,247058.0,12705.0,7136649.0,7149353.0,7258192.0,364854.0,6533625.0,270176.0,950228.0,1234195.0,964430.0,561340.0
1997-04-01,8496826.0,47357.0,869428.0,581891.0,880888.0,18582.0,801466.0,8549503.0,7274268.0,7318278.0,7003300.0,225724.0,251310.0,25585.0,8474827.0,8518825.0,7862804.0,8505493.0,178449.0,67962.0,1231224.0,252349.0,43998.0,7243602.0,7287601.0,7372802.0,371012.0,6631580.0,283027.0,949995.0,1255516.0,979915.0,576749.0
1997-07-01,8655879.0,53500.0,885886.0,590522.0,917601.0,18013.0,814381.0,8685903.0,7424218.0,7438098.0,7116409.0,226485.0,252309.0,25824.0,8648935.0,8662823.0,8017363.0,8672024.0,181115.0,71505.0,1247806.0,263022.0,13888.0,7401129.0,7415017.0,7511849.0,377176.0,6769557.0,286102.0,956173.0,1275978.0,995497.0,583148.0
1997-10-01,8780700.0,52492.0,901102.0,602188.0,904323.0,17822.0,827204.0,8782231.0,7546854.0,7517259.0,7254018.0,227730.0,253798.0,26068.0,8795494.0,8765907.0,8151533.0,8811827.0,183971.0,73898.0,1264973.0,264654.0,-29587.0,7530521.0,7500934.0,7617948.0,389466.0,6886561.0,280978.0,963061.0,1300373.0,1011175.0,589979.0
1998-01-01,8880427.0,58938.0,915083.0,610261.0,837258.0,16851.0,839933.0,8891834.0,7638387.0,7610488.0,7416471.0,228112.0,254396.0,26283.0,8894375.0,8866480.0,8248701.0,8919733.0,187017.0,75150.0,1281346.0,264495.0,-27895.0,7613029.0,7585134.0,7720349.0,413905.0,6967355.0,289849.0,974685.0,1335856.0,1026950.0,595243.0
1998-04-01,9008096.0,60412.0,931210.0,619679.0,835598.0,17225.0,853090.0,8992195.0,7768947.0,7692161.0,7544404.0,230157.0,256688.0,26531.0,9046494.0,8969699.0,8390831.0,9068981.0,190256.0,78120.0,1300034.0,270780.0,-76795.0,7746460.0,7669665.0,7831996.0,434098.0,7090797.0,293276.0,981068.0,1361914.0,1043346.0,600513.0
1998-07-01,9165956.0,62611.0,949471.0,629462.0,845144.0,17248.0,866676.0,9130667.0,7901589.0,7811898.0,7650410.0,231516.0,258406.0,26890.0,9210815.0,9121097.0,8534255.0,9220358.0,193687.0,82796.0,1318769.0,272592.0,-89718.0,7892047.0,7802329.0,7976963.0,442034.0,7215487.0,282162.0,984507.0,1367056.0,1060363.0,606243.0
1998-10-01,9309575.0,74344.0,969836.0,639203.0,822666.0,16172.0,880690.0,9306215.0,7998605.0,7967418.0,7742145.0,233487.0,260796.0,27309.0,9325159.0,9293991.0,8636467.0,9337402.0,197311.0,89146.0,1338797.0,269604.0,-31168.0,7986362.0,7955194.0,8133857.0,434120.0,7297670.0,281829.0,995380.0,1345084.0,1078001.0,610418.0
1999-01-01,9448862.0,65421.0,992246.0,650155.0,876474.0,17811.0,895132.0,9437614.0,8153286.0,8078927.0,7836645.0,234700.0,262428.0,27728.0,9486042.0,9411682.0,8813661.0,9511974.0,201127.0,97114.0,1358687.0,271213.0,-74360.0,8127355.0,8052995.0,8265554.0,432990.0,7454973.0,297144.0,1014552.0,1326739.0,1096259.0,615081.0
1999-04-01,9547034.0,67085.0,1013825.0,655719.0,870933.0,17309.0,912465.0,9557130.0,8215571.0,8173923.0,7896804.0,237103.0,265264.0,28161.0,9567858.0,9526210.0,8892344.0,9598778.0,205479.0,101360.0,1383208.0,282732.0,-41648.0,8184650.0,8143002.0,8390532.0,424496.0,7509136.0,313653.0,1017836.0,1320979.0,1117943.0,622041.0
1999-07-01,9691249.0,67883.0,1034613.0,663026.0,856218.0,16829.0,932687.0,9715248.0,8313837.0,8304592.0,8007984.0,239047.0,267603.0,28555.0,9695871.0,9686626.0,9007227.0,9724492.0,210366.0,101925.0,1410656.0,305541.0,-9245.0,8285216.0,8275971.0,8552374.0,437476.0,7596572.0,334162.0,1030925.0,1337207.0,1143053.0,632554.0
1999-10-01,9896173.0,70345.0,1054640.0,676240.0,863407.0,15367.0,955800.0,9938310.0,8487124.0,8495115.0,8172960.0,242496.0,271607.0,29111.0,9892178.0,9900169.0,9200780.0,9930319.0,215788.0,98840.0,1443195.0,315483.0,7991.0,8448983.0,8456974.0,8758682.0,446146.0,7757586.0,353624.0,1041385.0,1359784.0,1171588.0,643826.0
2000-01-01,10079121.0,81004.0,1073930.0,696009.0,845969.0,14849.0,981803.0,10035263.0,8710178.0,8556294.0,8408372.0,245846.0,275421.0,29575.0,10156063.0,10002179.0,9439812.0,10189148.0,221746.0,92127.0,1478970.0,336206.0,-153884.0,8677094.0,8523209.0,8879792.0,465296.0,7960842.0,369290.0,1056726.0,1398078.0,1203549.0,653483.0
2000-04-01,10267538.0,84301.0,1090499.0,698441.0,837646.0,13619.0,1001305.0,10283391.0,8816894.0,8777258.0,8549721.0,248454.0,278614.0,30160.0,10287356.0,10247720.0,9563264.0,10323027.0,226214.0,89195.0,1506133.0,357611.0,-39636.0,8781223.0,8741587.0,9104088.0,496862.0,8057132.0,393281.0,1083723.0,1441816.0,1227519.0,661843.0
2000-07-01,10380258.0,86337.0,1104343.0,711600.0,822080.0,10093.0,1014306.0,10348645.0,8947868.0,8823682.0,8711735.0,250857.0,281464.0,30607.0,10442351.0,10318165.0,9710960.0,10472831.0,229193.0,90037.0,1524963.0,357676.0,-124186.0,8917388.0,8793202.0,9187068.0,516829.0,8185997.0,388156.0,1098014.0,1478233.0,1243499.0,665441.0
2000-10-01,10468412.0,89039.0,1115452.0,717309.0,799947.0,7253.0,1020807.0,10490430.0,9020923.0,8955586.0,8815359.0,252328.0,283355.0,31026.0,10501081.0,10435744.0,9789380.0,10555767.0,230683.0,94645.0,1534844.0,357136.0,-65337.0,8966237.0,8900900.0,9312243.0,537159.0,8254536.0,411823.0,1110775.0,1504464.0,1251489.0,670095.0
2001-01-01,10574826.0,98571.0,1139972.0,732326.0,782044.0,6247.0,1043296.0,10510297.0,9153043.0,8943853.0,8975381.0,253873.0,285223.0,31350.0,10679421.0,10470231.0,9945721.0,10719487.0,237925.0,96676.0,1566444.0,333060.0,-209190.0,9112977.0,8903787.0,9306440.0,540006.0,8379277.0,373126.0,1155645.0,1494835.0,1281221.0,668947.0
2001-04-01,10665553.0,100197.0,1158312.0,733123.0,808069.0,4542.0,1062348.0,10647427.0,9186513.0,9053407.0,9012371.0,255296.0,286927.0,31631.0,10732106.0,10599000.0,10013661.0,10780533.0,244745.0,95964.0,1594020.0,303077.0,-133106.0,9138086.0,9004980.0,9368995.0,540290.0,8419641.0,351504.0,1187394.0,1486817.0,1307093.0,662133.0
2001-07-01,10658347.0,100466.0,1189117.0,732370.0,773204.0,9156.0,1072194.0,10623039.0,9132113.0,9011460.0,8997117.0,256821.0,288741.0,31920.0,10718673.0,10598020.0,9979892.0,10743692.0,250644.0,116923.0,1611579.0,300458.0,-120653.0,9107094.0,8986441.0,9357075.0,520198.0,8368313.0,325476.0,1192200.0,1462376.0,1322838.0,654177.0
