Date,Change in private inventories,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,"Entertainment, literary, and artistic originals",Equipment,Exports,Farm,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Fixed investment,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross investment,Gross output of nonprofit institutions,Gross private domestic investment,Health care,Household consumption expenditures (for services),Housing and utilities,Imports,Industrial equipment,Information processing equipment,Intellectual property products,Less: Receipts from sales of goods and services by nonprofit institutions,Motor vehicles and parts,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonfarm,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1972-04-01,2.88,0.42,-0.04,0.06999999999999999,0.91,0.04,0.64,-0.65,0.8,0.48,0.04,0.09,1.27,1.23,0.23,0.14,0.08,1.2033333333333334,0.41,0.06666666666666665,0.16,4.15,0.32,1.48,0.6,0.87,0.29,0.01,0.11,0.12,0.43,0.3,0.22,0.18,2.18,2.08,0.84,0.05,0.08,0.24,0.46,0.11,4.61,0.06,0.26,0.04,0.43,0.4066666666666667,0.03,-0.07,0.09,0.1,0.07
1972-07-01,0.29,0.51,0.06,-0.31666666666666665,0.92,-0.01,0.62,1.26,-0.54,-2.08,-0.04,0.29,0.8,0.17,0.28,0.31,0.17,0.7166666666666667,-1.72,-0.25333333333333335,0.06,1.09,0.26,1.69,0.44,-0.46,0.26,0.14,0.05,0.1,0.28,-2.01,0.79,-0.07,1.1,0.82,0.71,0.08,0.06,0.32,0.25,0.27,3.67,0.08,0.27,0.04,0.1,0.77,0.03,0.36,0.03,-0.09,0.08
1972-10-01,-2.43,0.48,-0.07,0.003333333333333327,1.92,-0.01,1.88,0.93,-1.29,0.14,0.23,0.15,3.0,0.34,0.17,0.25,0.38,1.2433333333333334,0.77,0.25333333333333335,0.24,0.57,0.29,1.98,0.81,-1.03,0.19,0.2,0.08,0.01,1.2,0.14,-0.11,0.0,1.52,-1.15,2.2,0.27,0.12,0.4,0.32,0.38,5.64,0.11,0.35,0.1,0.8,0.6,0.0,0.62,0.24,1.08,0.07
1973-01-01,1.63,0.47,0.03,0.006666666666666672,2.38,-0.06,1.4,1.68,-0.21,0.62,-0.09,0.23,2.76,-0.58,0.46,0.57,0.21,1.1566666666666667,0.84,0.2733333333333334,0.13,4.39,0.52,1.68,0.16,-1.1,0.27,0.32,0.08,0.22,1.26,0.45,0.58,0.18,0.49,1.84,1.97,0.29,0.19,0.48,0.39,0.12,4.46,0.17,0.36,0.1,0.79,0.5233333333333333,0.04,0.22,0.49,0.33,0.03
1973-04-01,2.72,-0.05,0.07,-0.016666666666666663,-0.45,0.0,1.18,1.17,3.2,-0.66,0.05,0.09,0.52,-0.78,-0.14,0.11,-0.07,0.1633333333333334,-0.59,-0.18000000000000002,0.17,3.24,0.34,0.98,0.5,0.73,0.45,0.26,0.09,0.12,-0.5,-0.61,1.9,-0.06,-0.69,-0.48,1.74,0.19,0.09,0.08,0.21,0.1,-0.11,0.1,-0.15,0.06,-1.23,0.43,0.04,0.07,0.47,0.4,0.0
1973-07-01,-2.44,0.03,-0.02,-0.1366666666666667,-0.33,0.0,0.31,0.06,-0.98,-1.46,-0.14,0.05,-0.24,-0.01,0.18,0.05,0.04,0.09666666666666666,-1.0,-0.19666666666666666,-0.25,-2.67,0.18,0.93,0.59,0.69,0.26,0.16,0.07,-0.11,-0.54,-1.47,0.75,0.01,0.37,-1.46,0.73,0.18,0.07,-0.02,0.3,-0.09,0.83,0.03,0.09,0.03,-0.97,0.43,0.04,0.46,0.35,-0.08,0.0
1973-10-01,3.42,0.11,0.14,0.18666666666666668,-0.84,0.01,0.42,1.34,-0.69,0.09,0.02,0.11,-0.62,-0.53,-0.03,0.12,-0.15,0.12,0.63,0.02666666666666667,0.17,2.8,0.13,0.43,0.31,-0.21,0.36,0.37,0.08,0.15,-0.96,0.21,1.12,-0.12,-0.32,4.11,0.36,0.23,0.11,-0.22,0.25,-0.15,-0.7,0.09,-0.11,0.02,-0.99,0.023333333333333345,0.05,0.55,-0.15,-0.09,-0.01
1974-01-01,-2.76,0.06,0.0,0.29333333333333333,-0.8,0.02,0.02,0.37,-0.87,0.95,0.0,-0.31,-1.4,-0.18,-0.24,0.14,-1.19,-0.24333333333333326,1.52,0.21333333333333335,-0.01,-4.15,0.17,-0.21,0.3,0.98,0.13,0.11,0.01,-0.01,-0.96,0.48,1.35,0.46,-1.09,-1.89,-0.06,0.11,0.02,0.02,0.23,-0.27,-2.1,0.06,0.0,-0.03,-1.34,-0.01,0.02,0.57,-0.09,-0.24,0.08
1974-04-01,0.63,-0.2,-0.03,-0.05000000000000001,0.19,0.01,-0.05,1.51,0.68,-0.14,-0.01,0.2,-0.87,-0.32,0.08,-0.02,0.36,-0.19666666666666666,0.43,0.19000000000000003,0.2,-0.24,0.19,1.26,0.77,-1.65,0.08,-0.02,0.03,0.2,-0.07,0.31,-0.14,-0.46,-0.54,-0.05,-0.09,0.01,0.08,0.08,-0.38,-0.08,0.9,0.1,0.2,0.01,-0.78,0.45,0.02,0.58,-0.06,-0.2,-0.01
1974-07-01,-2.7,-0.28,0.36,0.19000000000000003,0.21,-0.01,0.15,-1.81,0.17,0.28,-0.04,0.42,-1.09,0.81,-0.05,-0.25,0.23,-0.25000000000000006,0.2,-0.12,-0.04,-3.79,0.07,0.72,0.52,0.59,-0.13,0.4,0.06,0.0,0.37,-0.5,-1.22,0.79,0.2,-2.86,-0.48,0.05,-0.03,-0.05,-0.56,-0.34,1.08,0.13,0.11,0.02,-0.61,0.20000000000000004,0.06,-0.08,-0.69,-0.08,-0.03
1974-10-01,3.92,-0.67,0.02,0.22999999999999998,-3.3,-0.03,-1.1,0.85,-2.0,0.42,0.03,0.37,-3.62,-0.68,0.12,-0.7,0.36,-1.2700000000000002,0.45,-0.07999999999999999,0.11,0.29,0.15,1.27,0.44,0.35,-0.33,0.14,0.0,0.08,-2.11,0.12,1.2,0.3,-1.48,5.92,-1.28,0.12,-0.13,0.13,-0.48,0.09,-3.48,0.14,-0.36,-0.05,-2.34,0.51,0.08,0.03,-0.18,-1.04,-0.04
1975-01-01,-7.92,0.53,-0.08,0.17666666666666667,0.69,-0.04,-1.94,0.24,3.44,-0.4,-0.05,0.5,-3.65,0.05,0.15,-0.11,-0.22,1.37,1.03,0.16666666666666666,0.2,-11.57,0.52,1.25,-0.01,3.46,-0.72,-0.27,-0.04,0.25,0.48,-0.24,3.7,-0.16,0.17,-11.36,-2.78,-0.19,0.13,-0.76,-0.19,0.04,2.06,0.04,0.19,-0.08,-0.88,0.5499999999999999,0.09,1.44,-0.8,-0.2,0.0
1975-04-01,-1.2,0.54,-0.13,0.13999999999999999,0.64,-0.02,-0.53,-1.01,-1.31,-0.39,0.04,0.07,-0.7,1.05,0.39,0.1,0.1,1.0833333333333333,-0.74,-0.3866666666666667,0.25,-1.9,0.33,1.53,0.55,2.48,-0.25,-0.23,-0.04,0.21,0.02,-0.54,1.47,0.16,1.84,0.11,-1.14,-0.1,0.08,0.13,0.15,0.14,4.05,-0.03,0.43,-0.02,0.44,0.7600000000000001,0.01,-0.35,-0.57,-0.19,0.08
1975-07-01,3.01,0.27,-0.03,0.09333333333333334,2.08,0.05,0.32,-0.55,-0.66,1.1,0.06,0.03,1.53,0.29,-0.01,0.2,-0.09,0.38000000000000017,1.75,0.49000000000000005,-0.05,4.54,-0.1,0.57,0.26,-2.26,-0.03,-0.03,0.1,-0.11,1.5,1.06,-2.8,0.04,0.84,3.66,0.5,0.0,0.19,-0.05,0.37,0.16,3.55,0.09,0.18,0.07,1.03,-0.13333333333333333,-0.02,0.64,0.09,0.44,0.14
1975-10-01,0.56,0.11,0.08,-2.8912057932946786e-18,1.0,0.08,0.36,1.76,0.47,0.16,0.1,0.24,1.22,-0.46,0.56,0.17,-0.06,0.33666666666666667,0.82,0.2733333333333334,0.51,1.78,0.49,1.75,0.0,-1.51,-0.06,0.02,0.16,0.41,0.52,-0.04,0.25,0.19,-0.2,0.09,0.53,-0.06,0.1,0.25,0.21,0.25,2.65,0.11,0.21,0.09,0.69,0.63,-0.01,0.66,0.01,0.14,0.1
1976-01-01,3.73,0.19,0.09,-0.10333333333333333,1.75,0.14,0.3,-0.22,-0.24,-0.38,0.11,0.2,2.53,0.93,0.27,0.18,0.35,0.47000000000000003,0.18,0.16,0.29,6.26,0.21,1.39,0.3,-1.84,0.16,0.17,0.28,0.18,1.3,-0.35,-2.06,-0.03,1.66,3.98,0.96,0.08,0.12,-0.19,0.19,0.23,4.92,0.06,0.16,0.11,1.57,0.48333333333333334,0.02,0.56,0.38,0.16,0.13
1976-04-01,1.72,0.03,0.2,0.013333333333333336,0.16,0.09,0.45,0.31,-0.18,-0.13,0.01,0.13,1.01,0.8,0.1,0.04,0.21,0.09666666666666661,-0.98,-0.34,0.03,2.73,0.21,0.83,0.26,-1.33,0.0,0.39,0.18,0.02,0.02,-0.11,-1.02,-0.02,1.23,1.9,0.58,0.19,0.07,-0.04,0.19,-0.05,2.23,0.1,0.02,0.02,0.44,0.3033333333333333,0.06,-0.85,-0.05,0.1,0.06
1976-07-01,-0.46,0.21,0.07,-0.023333333333333334,0.4,0.09,0.68,0.92,0.79,0.08,0.01,0.17,0.71,0.18,0.27,0.15,0.15,0.18000000000000002,-0.24,-0.05666666666666668,0.17,0.25,0.2,1.54,0.48,-1.3,-0.04,0.38,0.17,0.17,0.09,0.05,-0.38,0.02,0.62,-1.24,1.0,0.31,0.06,0.21,0.08,0.22,2.57,0.19,0.1,0.04,-0.29,0.5533333333333333,0.05,-0.31,0.14,0.14,0.02
1976-10-01,-2.62,0.17,0.14,0.11333333333333333,0.57,0.05,0.74,0.33,-1.58,0.11,0.02,0.22,3.1,0.3,-0.07,0.27,0.3,0.30666666666666664,-0.02,-0.12,0.13,0.49,0.21,1.76,0.68,-1.08,0.03,0.51,0.13,0.11,0.11,-0.07,-0.75,0.18,0.86,-1.04,0.92,0.37,0.01,-0.14,0.09,0.48,3.21,0.11,0.19,0.03,2.19,0.5133333333333333,0.05,-0.14,0.04,0.34,0.12
1977-01-01,0.75,0.03,0.03,0.11333333333333333,1.39,0.06,1.74,-0.51,0.19,0.31,-0.01,0.22,2.39,0.11,0.7,0.31,-0.22,-0.19999999999999996,0.76,0.14,0.18,3.14,0.24,1.64,0.09,-1.54,0.15,0.14,0.08,0.18,1.32,0.27,-2.05,0.03,-0.03,0.57,1.78,0.11,-0.27,0.61,0.04,0.17,2.98,-0.02,0.02,0.06,0.61,0.5133333333333333,-0.03,0.46,-0.04,0.85,0.25
1977-04-01,1.53,0.3,0.12,0.15333333333333335,0.89,0.02,0.75,0.85,1.9,0.53,0.01,0.11,3.69,-0.2,-0.26,0.21,-0.01,0.46,0.81,0.11666666666666665,0.25,5.22,0.5,0.49,-0.21,-0.3,0.0,0.39,0.12,0.25,0.04,0.25,0.55,0.27,0.03,-0.38,1.4,0.27,0.38,0.18,-0.06,0.12,1.41,0.11,0.26,0.1,2.29,0.19666666666666666,0.0,0.28,0.53,0.18,0.13
1977-07-01,2.97,0.24,0.11,0.21000000000000005,0.55,0.02,0.76,0.24,0.48,0.4,0.04,0.21,0.98,-0.07,-0.28,0.14,0.13,0.48,0.35,-0.09333333333333334,-0.02,3.95,0.24,1.36,0.68,0.51,0.35,0.31,0.07,-0.06,0.08,0.15,0.75,0.25,0.41,2.49,1.05,0.21,0.18,0.12,0.1,0.22,2.35,0.13,0.15,0.06,-0.07,0.5533333333333333,0.0,-0.05,0.22,-0.04,0.16
1977-10-01,-3.18,0.74,0.17,0.016666666666666673,0.76,-0.02,1.4,-1.0,-0.75,-0.28,0.16,0.26,1.29,0.54,-0.07,0.26,0.05,0.3233333333333334,-0.23,-0.09333333333333334,0.31,-1.89,0.07,1.05,0.28,-0.49,0.29,0.5,0.06,0.15,0.12,-0.58,-1.49,0.3,1.65,-2.43,1.57,0.33,0.22,0.27,0.32,0.39,3.61,0.11,0.15,0.06,-0.28,0.38666666666666666,0.02,0.06,0.1,0.33,0.01
1978-01-01,0.97,0.16,0.17,0.07333333333333333,-1.0,-0.07,0.5,0.66,-1.0,0.0,-0.01,0.04,0.72,-0.19,0.38,-0.18,0.09,-0.79,-0.03,-0.08,0.25,1.69,0.4,2.0,0.81,-2.36,0.13,0.45,0.05,0.26,-0.62,0.04,-1.7,-0.05,0.33,1.97,0.52,0.28,-0.23,-0.01,0.27,0.37,1.32,0.03,0.03,0.06,0.2,0.6666666666666666,0.05,-0.03,-0.03,-0.07,-0.02
1978-04-01,0.41,0.58,0.33,0.12,2.74,0.0,2.46,3.19,0.68,0.77,0.05,0.34,5.27,-0.54,0.47,0.48,0.09,2.1566666666666667,2.13,0.59,0.39,5.68,0.36,2.0,0.49,-0.07,0.33,0.76,0.21,0.34,1.99,0.42,3.12,0.35,0.66,-0.27,4.13,0.43,0.09,0.48,0.53,0.18,5.45,0.02,0.17,0.14,1.13,0.6999999999999998,0.07,1.36,1.46,0.89,0.14
1978-07-01,0.4,0.23,0.22,0.08,-0.5,0.04,0.61,0.34,1.54,0.23,-0.01,-0.04,2.09,0.11,0.36,-0.01,-0.12,-0.04999999999999999,0.73,0.16666666666666666,0.04,2.48,0.04,0.93,0.33,-0.47,0.26,0.44,0.18,0.06,-0.55,0.12,-0.13,0.12,0.59,-1.14,1.82,0.22,0.06,0.06,0.37,0.14,1.0,0.1,-0.01,0.07,0.27,0.34,0.07,0.5,1.02,-0.15,0.01
1978-10-01,0.32,0.35,0.22,0.09666666666666668,0.29,0.08,0.81,1.28,-1.6,0.31,0.08,0.01,1.7,0.34,0.11,0.13,-0.06,0.63,0.73,0.15,0.13,2.02,0.14,0.6,0.49,-0.49,0.02,0.39,0.24,0.05,-0.06,0.14,0.79,0.17,0.97,1.92,1.74,0.18,-0.02,0.29,0.34,-0.11,1.95,0.02,0.23,0.08,-0.04,0.27999999999999997,0.08,0.42,0.69,0.11,-0.06
1979-01-01,-0.5,0.0,0.11,0.08333333333333333,-0.42,0.13,1.07,0.03,1.22,-0.05,0.13,-0.01,0.64,-0.05,0.21,-0.04,0.28,-0.03333333333333333,-0.79,-0.3433333333333333,0.13,0.14,0.13,1.21,0.54,0.1,0.35,0.32,0.25,0.0,-0.28,0.03,0.13,-0.08,0.32,-1.72,1.21,0.21,-0.17,-0.1,0.1,0.03,1.23,0.11,0.07,0.07,-0.57,0.48666666666666664,0.05,-0.73,-0.1,0.49,0.19
1979-04-01,0.44,0.09,0.13,0.006666666666666664,-0.8,0.04,-0.51,0.09,-0.19,0.37,-0.01,0.49,-0.52,0.06,-0.25,0.16,-0.54,-0.35666666666666663,0.77,0.25333333333333335,0.15,-0.07,0.32,0.8,0.13,-0.18,-0.1,0.09,0.16,0.16,-1.24,0.36,-0.1,0.01,-0.16,0.63,-0.11,-0.04,0.1,-0.04,0.23,-0.03,-0.18,0.06,0.18,0.06,-0.41,0.26666666666666666,0.06,0.4,0.24,-0.46,0.08
1979-07-01,-2.73,0.49,0.18,-0.20666666666666667,0.94,0.01,0.66,1.22,0.24,0.09,-0.17,0.04,1.33,0.35,0.06,0.29,-0.19,1.22,0.24,0.2866666666666667,-0.13,-1.39,0.23,0.65,0.09,0.62,-0.02,0.38,0.15,0.05,0.63,0.01,1.84,0.08,0.9,-2.96,1.62,0.2,0.07,-0.01,0.24,0.19,2.32,0.06,-0.05,0.09,-0.28,0.16333333333333333,0.06,0.15,0.8,0.31,-0.03
1979-10-01,-0.66,0.08,0.22,0.17,-0.9,-0.07,-0.52,2.19,-0.95,0.04,0.12,-0.17,-0.8,0.39,0.36,-0.12,-0.23,0.24,0.52,0.003333333333333336,0.25,-1.46,0.2,0.94,0.44,-0.81,0.29,0.4,0.09,0.13,-0.55,0.18,1.38,-0.13,0.41,0.29,0.11,0.18,-0.11,-0.58,0.16,0.1,0.56,0.05,-0.12,0.1,-0.91,0.4033333333333333,0.06,0.48,0.54,-0.64,-0.04
1980-01-01,0.55,-0.09,0.04,0.18000000000000002,-0.54,-0.02,0.22,1.0,0.34,0.99,0.06,0.13,-1.11,0.35,-0.16,-0.23,-0.37,0.18666666666666665,1.18,0.21,0.09,-0.56,0.04,0.13,0.49,0.04,-0.17,0.33,0.1,0.02,0.0,0.58,1.05,0.4,-0.05,0.21,0.59,0.29,-0.12,0.43,0.07,-0.2,-0.4,0.05,-0.19,0.08,-1.69,0.030000000000000002,0.04,0.19,0.27,-0.37,-0.22
1980-04-01,-0.3,-0.07,0.25,0.2933333333333334,-3.58,-0.07,-2.25,0.73,-0.54,0.77,0.02,-0.31,-6.39,-0.24,-0.22,-0.42,-0.49,-0.37666666666666676,0.18,-0.23,-0.06,-6.68,-0.17,-0.84,0.35,3.25,-0.32,0.08,0.0,-0.08,-2.59,-0.05,3.99,0.82,-1.08,0.25,-2.68,-0.17,-0.34,-0.99,-0.29,-0.13,-5.48,-0.04,-0.22,0.02,-3.71,-0.11666666666666664,0.05,-0.59,-0.42,-1.02,-0.31
1980-07-01,-5.81,0.37,0.36,-0.21333333333333335,1.34,-0.07,0.21,-0.07,-0.93,-0.45,0.2,0.29,0.86,-0.48,0.04,0.01,-0.23,1.29,-1.15,-0.16666666666666666,0.5,-4.95,0.57,1.33,0.41,3.03,-0.21,0.42,0.06,0.3,1.14,0.05,2.96,-0.5,-0.2,-4.88,0.35,0.06,0.0,-0.18,0.14,-0.09,2.66,0.08,0.18,0.05,0.51,0.5833333333333334,0.07,-0.7,0.09,0.17,0.02
1980-10-01,3.73,0.29,0.15,-0.043333333333333335,0.96,-0.01,0.43,-0.19,1.09,0.22,0.12,0.39,2.81,-0.34,0.27,0.31,0.0,-0.22999999999999998,0.0,0.04333333333333334,0.24,6.54,0.51,1.97,0.37,-2.07,0.14,0.08,0.2,0.12,0.16,0.37,-2.26,-0.16,0.33,2.64,1.19,-0.06,0.2,0.29,0.38,0.31,3.38,0.19,0.29,0.14,1.62,0.6033333333333333,0.07,-0.21,0.57,-0.09,-0.07
1981-01-01,6.21,0.38,0.24,0.17,0.91,0.25,0.78,0.82,1.61,0.76,0.02,-0.4,0.75,0.12,0.17,-0.07,0.1,0.1633333333333334,1.11,0.19999999999999998,0.07,6.96,0.24,-0.76,-0.43,-1.71,-0.04,0.39,0.38,0.05,1.15,0.59,-0.89,0.17,0.72,4.6,1.18,0.15,-0.01,0.19,0.12,-0.4,0.89,0.09,-0.16,0.09,-0.43,-0.16666666666666666,0.04,0.35,0.02,0.25,-0.02
1981-04-01,-3.94,0.07,0.07,0.24333333333333332,-1.22,0.1,0.26,0.26,-0.13,0.98,-0.02,-0.05,0.62,0.36,-0.05,-0.12,-0.04,-0.24,0.16,-0.18999999999999997,0.2,-3.32,0.44,0.93,0.66,-0.07,-0.02,0.28,0.18,0.22,-1.21,0.63,0.18,0.35,0.35,-3.8,1.17,0.21,0.03,0.24,-0.04,-0.08,0.04,0.19,0.07,0.04,-0.55,0.31333333333333335,0.04,-0.82,0.73,-0.24,-0.18
1981-07-01,4.25,0.17,0.21,0.016666666666666673,0.93,-0.01,0.73,-0.8,0.47,-0.14,0.18,-0.04,0.08,-0.07,-0.2,-0.13,-0.02,0.2066666666666667,-0.26,-0.10666666666666667,0.11,4.33,0.06,-0.14,-0.05,0.46,0.02,0.41,0.15,-0.06,0.87,0.13,-0.34,-0.28,0.18,3.79,1.4,0.19,0.02,0.12,0.1,-0.1,1.15,0.15,0.16,0.11,-1.32,0.06333333333333334,0.05,-0.12,0.51,0.18,0.03
1981-10-01,-2.64,-0.03,0.41,0.18333333333333335,-2.21,0.09,-0.29,0.17,-0.98,0.72,0.23,0.29,-0.17,0.37,-0.1,-0.28,-0.01,-0.9199999999999999,1.05,0.16666666666666666,0.18,-2.81,-0.24,0.05,0.21,-1.08,-0.05,0.48,0.2,-0.05,-1.63,0.71,-0.9,0.01,0.3,-1.66,1.44,0.07,-0.11,-0.36,-0.02,-0.03,-1.63,0.01,-0.19,0.03,-1.61,0.07666666666666667,0.08,0.33,1.54,-0.36,-0.09
1982-01-01,-5.33,0.15,0.09,0.11666666666666668,0.93,-0.06,-0.57,-1.62,0.04,0.07,0.2,0.38,-2.0,-0.05,-0.02,-0.18,0.16,0.29000000000000004,-0.05,-0.13333333333333333,0.16,-7.33,-0.16,0.52,0.22,1.13,-0.25,0.38,0.14,-0.03,1.2,0.31,-0.49,-0.24,0.15,-5.37,-1.19,0.28,-0.02,-0.6,-0.1,0.09,1.8,0.11,-0.08,0.09,-0.81,0.13999999999999999,0.1,-0.11,-0.76,-0.09,-0.11
1982-04-01,2.27,-0.24,-0.32,0.013333333333333345,0.11,-0.03,-1.2,0.19,0.16,0.19,0.16,0.2,-2.32,0.15,0.26,0.03,0.03,0.3833333333333333,0.34,0.09999999999999999,0.33,-0.05,0.18,0.61,-0.31,0.61,-0.23,-0.43,0.08,0.17,-0.15,0.54,0.81,-0.35,-0.13,2.11,-1.88,-0.11,0.11,-0.17,-0.06,0.25,0.75,0.05,0.12,0.07,-0.44,0.13333333333333333,0.04,0.15,-0.77,-0.37,-0.02
1982-07-01,1.11,0.25,0.04,0.22333333333333336,0.24,0.0,-0.55,-1.57,0.52,0.68,0.16,0.34,-1.73,0.19,0.17,0.06,-0.22,-0.87,0.68,1.734723475976807e-18,0.17,-0.62,0.13,0.92,-0.01,-1.65,-0.24,0.07,0.06,0.01,0.13,0.61,-3.22,0.08,0.32,0.59,-1.71,0.03,-0.01,0.03,0.1,0.16,1.64,0.07,0.05,0.07,-0.02,0.3433333333333333,0.0,0.0,-1.23,-0.4,0.06
1982-10-01,-5.34,0.25,-0.01,0.25333333333333335,1.35,0.02,-0.57,-1.53,-0.43,0.98,0.18,0.84,-0.04,0.53,0.14,0.18,-0.04,0.8166666666666668,1.3,0.18666666666666668,0.28,-5.38,0.29,2.02,0.16,1.43,-0.35,-0.22,0.0,0.1,1.01,0.62,-0.1,0.36,0.78,-4.92,-1.05,-0.21,0.04,-0.36,0.04,0.38,4.34,0.08,0.13,0.0,1.01,0.5966666666666668,-0.01,0.32,-0.48,0.37,0.14
1983-01-01,0.91,0.11,0.55,0.24333333333333332,0.31,0.01,-0.27,0.49,-0.96,0.67,0.21,0.76,1.44,-0.12,0.16,0.2,0.27,0.05666666666666672,0.81,0.026666666666666672,0.17,2.34,0.2,1.76,0.04,-0.79,-0.4,0.58,0.16,-0.03,-0.31,0.28,-0.3,0.39,0.24,1.87,-0.93,0.03,0.12,-0.44,-0.02,0.25,2.52,0.17,0.29,0.05,2.36,0.6833333333333332,0.09,0.15,-0.81,-0.01,0.19
1983-04-01,3.42,0.46,0.39,0.18333333333333335,2.27,0.04,1.24,0.1,-0.43,0.81,0.07,0.38,2.53,0.2,0.04,0.16,-0.05,0.24333333333333332,0.73,0.060000000000000005,0.13,5.95,0.31,1.98,0.52,-2.58,0.0,0.59,0.29,0.07,1.72,0.65,-2.47,0.16,0.9,3.85,0.67,0.2,0.08,0.41,0.29,0.44,5.21,0.21,0.31,0.13,1.86,0.67,0.12,-0.08,-0.86,0.25,0.08
1983-07-01,0.57,0.17,0.37,0.27,1.25,0.05,1.43,0.47,-2.03,1.12,0.21,0.43,3.83,0.4,0.22,0.34,0.25,0.12333333333333323,1.49,0.22666666666666668,0.07,4.4,0.07,1.99,0.77,-2.73,0.28,0.38,0.31,-0.14,0.49,0.31,-2.26,0.81,1.15,2.6,2.13,0.0,0.11,0.18,0.33,0.12,4.6,0.16,0.32,0.11,1.7,0.66,0.15,0.38,0.39,0.59,0.22
1983-10-01,3.01,0.52,0.18,-0.5533333333333333,1.64,0.07,2.32,0.63,2.43,-1.34,0.25,-0.06,3.93,0.1,-0.01,0.26,0.12,0.5166666666666667,-1.3,0.12333333333333334,0.23,6.95,0.1,1.3,0.52,-1.76,0.18,0.84,0.35,-0.02,0.92,0.69,-1.14,-2.02,0.92,0.58,3.14,0.66,0.1,0.48,0.18,0.4,4.1,0.11,0.35,0.17,0.79,0.4666666666666666,0.11,0.04,0.47,0.83,0.23
1984-01-01,4.94,0.22,0.39,0.1466666666666667,1.29,0.09,0.46,0.65,1.18,0.38,0.11,-0.31,2.29,-0.19,0.27,0.2,-0.08,-0.23666666666666658,0.92,0.16333333333333333,0.16,7.23,0.18,0.6,-0.04,-2.96,0.38,0.29,0.3,0.05,0.65,0.13,-2.31,0.25,0.21,3.76,1.71,-0.1,0.09,0.07,0.26,0.16,2.21,0.09,0.34,0.11,0.58,0.20333333333333334,0.09,0.54,0.96,-0.29,0.26
1984-04-01,-0.29,0.47,0.41,0.4366666666666666,0.8,0.03,1.36,0.76,-0.02,1.26,0.19,0.07,2.87,0.55,-0.08,0.26,0.18,0.5166666666666667,1.82,0.17,0.19,2.57,0.0,0.97,0.62,-1.63,0.16,0.73,0.29,0.0,0.24,0.37,-0.87,0.88,1.61,-0.28,2.53,0.32,0.15,0.08,0.41,0.06,3.57,0.07,0.16,0.17,0.34,0.3833333333333333,0.1,0.56,0.87,0.39,0.23
1984-07-01,0.21,-0.2,0.42,0.12666666666666668,0.02,0.0,0.89,0.66,0.09,-0.02,0.18,0.28,1.48,0.11,0.28,0.06,0.07,0.07333333333333332,0.69,0.10666666666666667,0.16,1.7,0.12,1.62,0.24,-1.02,0.16,0.47,0.25,-0.01,-0.22,-0.02,-0.36,0.0,0.07,0.13,1.7,0.05,0.05,0.11,0.08,0.42,1.88,0.11,0.12,0.12,-0.22,0.4366666666666667,0.13,0.71,0.56,0.14,0.18
1984-10-01,-2.43,0.25,0.37,0.21666666666666665,1.09,0.0,0.86,0.6,-0.35,1.32,0.22,0.04,1.36,0.1,0.0,0.14,0.09,0.4566666666666666,1.74,0.3666666666666667,0.26,-1.07,0.12,1.35,0.48,-1.16,0.19,0.59,0.29,0.04,0.55,1.21,-0.56,0.11,0.55,-2.09,1.34,0.22,0.13,0.03,0.11,0.37,3.22,0.11,0.26,0.15,0.02,0.43,0.14,0.42,0.19,0.05,0.24
1985-01-01,-2.86,0.11,-0.07,0.22666666666666668,1.18,-0.05,-0.23,0.07,0.47,0.39,-0.05,0.87,0.72,0.11,0.04,0.04,0.01,0.86,0.92,0.07666666666666667,0.05,-2.14,0.22,2.65,0.81,0.87,-0.04,-0.14,0.14,0.11,0.9,0.2,0.94,0.19,0.44,-3.33,0.67,-0.06,0.01,0.02,0.2,0.31,4.22,0.13,0.24,0.11,0.05,0.8633333333333333,0.08,0.52,0.76,-0.07,0.26
1985-04-01,0.35,0.19,0.3,0.2833333333333333,0.41,0.01,0.65,-0.08,-0.49,1.09,0.09,0.31,0.99,0.31,0.16,0.08,0.05,-0.3366666666666667,1.85,0.33666666666666667,0.13,1.34,0.21,1.24,-0.21,-1.83,0.17,0.3,0.2,0.03,0.21,0.9,-1.91,0.19,0.55,0.84,0.83,-0.01,0.03,0.01,0.0,0.42,2.29,0.13,0.1,0.1,0.16,0.4633333333333334,0.09,0.76,-0.01,0.17,0.21
1985-07-01,-0.15,0.18,-0.13,0.43333333333333335,2.22,0.02,-0.38,-0.43,0.54,1.26,0.06,0.35,-0.28,0.31,-0.09,0.23,0.03,0.8766666666666666,1.93,0.21333333333333335,0.28,-0.43,0.42,1.91,0.69,0.42,-0.13,-0.15,0.13,0.22,1.78,1.12,-0.01,0.13,0.58,-0.69,-0.62,-0.02,0.12,-0.19,0.05,0.34,4.76,0.1,0.09,0.09,0.34,0.7066666666666667,0.02,0.68,-0.37,0.08,0.09
