Date,Commercial and health care,Computers and peripheral equipment,"Entertainment, literary, and artistic originals",Equipment,Industrial equipment,Information processing equipment,Intellectual property products,Manufacturing,"Mining exploration, shafts, and wells",Multifamily,Nonresidential,Nonresidential structures,Other,Other equipment,Other structures,Permanent site,Power and communication,Private fixed investment,Private fixed investment in information processing equipment and software,Private fixed investment in new structures,Private fixed investment in structures,Research and development,Residential,Residential structures,Single family,Software,Structures,Transportation equipment
1952-01-01,,,9.416,3.3440000000000003,22.906,0.085,1.122,,,,5.236,,0.852,18.485,,,,8.01,0.066,,27.247,2.367,25.246,,,,27.6465,11.038
1952-04-01,,,9.906,3.507,24.585,0.095,1.2,,,,5.319,,0.947,18.828,,,,8.145,0.073,,27.609,2.557,25.714,,,,27.976,10.114
1952-07-01,,,10.292,3.013,20.917,0.082,1.279,,,,4.905,,0.824,16.255,,,,7.702,0.064,,27.582,2.767,25.465,,,,28.0015,8.433
1952-10-01,,,10.728,3.5505,21.507,0.091,1.374,,,,5.34,,0.911,18.164,,,,8.288,0.07,,28.844,3.024,26.84,,,,29.238500000000002,10.593
1953-01-01,,,11.017,3.679,23.473,0.097,1.435,,,,5.629,,0.967,18.85,,,,8.625,0.075,,29.476,3.187,27.273,,,,29.9285,11.518
1953-04-01,,,11.451,3.6525,24.544,0.098,1.501,,,,5.685,,0.979,17.047,,,,8.691,0.076,,29.765,3.343,27.363,,,,30.281999999999996,11.913
1953-07-01,,,11.412,3.59,25.393,0.102,1.529,,,,5.812,,1.022,17.723,,,,8.707,0.079,,29.184,3.447,26.339,,,,29.848,12.197
1953-10-01,,,11.371,3.472,25.616,0.092,1.547,,,,5.759,,0.922,16.49,,,,8.631,0.071,,29.27,3.515,26.125,,,,30.028,12.15
1954-01-01,,,11.389,3.3345000000000002,25.095,0.09,1.562,,,,5.607,,0.903,15.305,,,,8.51,0.07,,29.59,3.564,26.411,,,,30.3515,11.006
1954-04-01,,,11.439,3.41,25.043,0.085,1.571,,,,5.557,,0.853,16.121,,,,8.646,0.066,,30.786,3.589,28.133,,,,31.363,10.003
1954-07-01,,,11.862,3.6559999999999997,26.721,0.087,1.586,,,,5.699,,0.87,17.069,,,,8.975,0.067,,31.858,3.571,29.846,,,,32.2115,10.256
1954-10-01,,,12.354,3.7435,25.223,0.087,1.61,,,,5.691,,0.876,17.515,,,,9.171,0.068,,33.022,3.575,31.714,,,,33.119,10.608
1955-01-01,,,13.22,3.707,23.167,0.085,1.626,,,,5.789,,0.847,17.555,,,,9.523,0.065,,34.961,3.488,34.045,,,,34.881,12.086
1955-04-01,,,13.666,4.0225,24.49,0.094,1.677,,,,6.134,,0.939,19.165,,,,9.922,0.073,,35.573,3.592,34.535,,,,35.541,13.407
1955-07-01,,,13.874,4.109500000000001,25.845,0.108,1.737,,,,6.438,,1.087,19.756,,,,10.147,0.084,,35.532,3.767,33.799,,,,35.736999999999995,14.248
1955-10-01,,,13.957,4.25,27.801,0.115,1.826,,,,6.63,,1.152,20.951,,,,10.188,0.089,,34.923,4.063,32.381,,,,35.418499999999995,13.536
1956-01-01,,,13.351,4.3260000000000005,26.76,0.108,1.911,,,,6.549,,1.083,20.601,,,,10.018,0.084,,34.787,4.459,31.553,,,,35.524,12.364
1956-04-01,,,13.168,4.3205,27.256,0.122,1.985,,,,6.666,,1.222,19.652,,,,10.121,0.094,,35.204,4.747,31.39,,,,36.1195,12.077
1956-07-01,,,13.358,4.393,29.331,0.116,2.031,,,,6.733,,1.164,20.347,,,,10.126,0.09,,34.906,4.876,30.797,,,,35.922,11.335
1956-10-01,,,13.78,4.083,28.506,0.119,2.076,,,,6.734,,1.191,19.29,,,,10.079,0.092,,34.629,4.964,30.338,,,,35.676500000000004,12.094
1957-01-01,,,13.95,4.422499999999999,28.574,0.121,2.055,,,,6.769,,1.214,19.694,,,,10.072,0.094,,34.178,4.864,29.922,,,,35.241,12.497
1957-04-01,,,14.354,4.355,28.464,0.133,2.059,,,,6.756,,1.327,18.582,,,,9.985,0.103,,33.728,4.809,29.214,,,,34.8595,12.47
1957-07-01,,,14.635,4.38,28.672,0.143,2.084,,,,6.892,,1.437,18.755,,,,10.087,0.111,,33.495,4.849,28.829,,,,34.6655,13.307
1957-10-01,,,14.572,4.219,27.546,0.129,2.094,,,,6.733,,1.297,18.542,,,,9.919,0.1,,33.393,4.895,28.791,,,,34.543499999999995,12.883
1958-01-01,25.528,,14.248,3.487,25.07,0.121,2.1,47.075,80.167,38.695,6.305,40.941,1.214,18.125,23.6,46.994,32.608,9.361,0.094,37.852,32.47,4.97,27.659,35.791,48.094,,33.6505,10.144
1958-04-01,25.809,,14.467,3.945,23.566,0.113,2.13,38.524,76.412,38.308,6.073,39.62,1.134,18.912,23.8495,46.513,32.584,9.13,0.088,37.062,31.934,5.04,27.758,35.405,47.6,,32.983999999999995,8.883
1958-07-01,26.143,,14.629,4.333,22.474,0.116,2.185,32.927,72.435,40.839,6.009,38.738,1.162,19.732,24.948,49.537,31.883,9.267,0.09,37.94,32.805,5.206,29.759,37.658,50.685,,33.562,8.504
1958-10-01,26.301,,15.442,4.831,23.277,0.121,2.261,31.038,74.866,45.247,6.234,39.357,1.204,19.887,26.5615,54.775,32.429,9.816,0.093,40.353,34.93,5.337,32.856,41.488,56.026,,35.427499999999995,9.779
1959-01-01,26.347,0.0,16.483,4.861000000000001,23.949,0.122,2.33,29.761,78.651,51.833,6.429,39.332,1.226,20.144,26.956,62.832,31.675,10.394,0.095,42.849,37.264,5.403,36.565,45.964,64.281,0.001,37.3425,11.319
1959-04-01,28.548,0.0,16.607,4.9045000000000005,23.418,0.125,2.371,31.357,78.937,54.036,6.614,40.59,1.247,20.483,27.994500000000002,64.89,31.0,10.715,0.096,44.236,38.529,5.531,37.842,47.466,66.277,0.001,38.591499999999996,12.537
1959-07-01,29.376,0.0,16.222,4.6075,23.496,0.128,2.359,35.099,77.22,53.015,6.792,41.837,1.271,20.744,29.033,63.36,30.71,10.829,0.099,44.289,38.586,5.552,37.134,46.59,64.659,0.001,38.833,13.586
1959-10-01,28.319,0.0,15.677,4.4715,24.952,0.14,2.377,37.169,77.173,50.922,6.773,41.568,1.384,20.96,28.5785,60.886,30.776,10.703,0.109,43.408,37.822,5.684,36.082,45.224,62.139,0.004,38.1465,12.003
1960-01-01,29.262,0.0,14.623,4.7095,25.474,0.147,2.415,42.181,74.282,48.983,7.008,43.271,1.419,19.842,30.2725,62.195,31.434,11.06,0.115,44.822,39.133,5.949,37.19,46.428,64.136,0.009,39.516999999999996,13.556
1960-04-01,29.165,0.0,14.084,4.678,27.356,0.156,2.446,43.634,73.109,44.742,7.111,43.789,1.504,19.714,30.438499999999998,55.469,31.978,10.859,0.123,42.953,37.387,6.099,34.145,42.687,56.971,0.015,38.1485,12.941
1960-07-01,29.266,0.0,15.498,4.663,25.687,0.152,2.548,46.299,73.233,44.482,6.986,43.906,1.446,18.115,30.51,52.937,30.718,10.626,0.121,42.28,36.746,6.171,33.125,41.402,53.982,0.019,37.6335,12.935
1960-10-01,32.152,0.0,16.294,4.4885,24.794,0.163,2.605,48.677,72.223,46.397,6.97,45.607,1.527,17.926,31.207,52.007,31.168,10.605,0.13,43.027,37.346,6.211,33.09,41.428,52.444,0.021,38.4065,11.503
1961-01-01,33.86,0.0,17.527,4.379,23.207,0.154,2.68,47.777,71.765,49.932,6.87,45.428,1.442,18.509,30.9765,52.233,29.556,10.516,0.123,43.07,37.363,6.269,33.225,41.644,51.944,0.02,38.3875,11.053
1961-04-01,33.607,0.0,18.464,4.564500000000001,24.12,0.169,2.766,44.738,72.956,54.533,7.024,44.734,1.592,19.022,30.3215,52.974,29.427,10.688,0.135,42.84,37.158,6.404,33.357,41.769,51.832,0.021,38.0935,11.524
1961-07-01,34.449,0.0,18.698,4.6705000000000005,24.308,0.172,2.818,42.457,75.681,60.864,7.092,44.825,1.589,18.742,30.307499999999997,56.546,29.566,10.944,0.137,44.111,38.323,6.542,35.177,43.955,54.75,0.021,39.06,12.03
1961-10-01,34.811,0.0,18.333,4.769,26.157,0.177,2.85,41.881,77.832,67.24,7.308,44.658,1.635,18.555,29.9195,59.638,28.823,11.29,0.141,44.826,39.012,6.701,36.374,45.353,57.078,0.024,39.590999999999994,13.542
1962-01-01,34.309,0.0,17.706,4.76,26.243,0.19,2.854,42.41,79.758,74.79,7.454,45.544,1.743,18.732,30.966,60.878,29.725,11.507,0.151,45.677,39.732,6.821,37.008,46.187,56.921,0.025,40.3245,14.029
1962-04-01,36.345,0.0,17.343,4.952500000000001,26.517,0.185,2.885,47.846,80.317,82.663,7.656,47.213,1.699,19.869,31.536500000000004,63.301,29.176,11.833,0.148,47.155,41.043,6.982,38.154,47.532,58.121,0.027,41.680499999999995,14.645
1962-07-01,42.964,0.0,17.297,5.085,25.451,0.181,2.918,41.991,78.004,88.706,7.751,48.468,1.619,20.356,30.7565,64.234,29.309,11.928,0.145,47.578,41.45,7.077,38.124,47.317,57.925,0.03,42.221000000000004,15.316
1962-10-01,38.751,0.0,17.672,5.1585,24.606,0.186,2.984,46.388,74.744,92.036,7.722,47.334,1.614,20.88,30.3985,64.069,29.885,11.892,0.151,46.98,40.977,7.185,38.064,47.127,57.001,0.037,41.6385,15.374
1963-01-01,36.833,0.0,18.417,5.264,25.982,0.199,3.081,40.239,73.93,101.193,7.74,45.722,1.664,21.862,30.772000000000002,66.3,29.948,12.047,0.162,47.198,41.232,7.328,39.407,48.762,57.688,0.044,41.5835,14.4
1963-04-01,37.95,0.0,19.103,5.397,27.255,0.211,3.187,43.298,74.044,112.485,7.981,47.812,1.723,22.672,32.7315,70.901,32.041,12.584,0.174,50.038,43.805,7.478,42.233,52.21,60.762,0.056,44.069,13.684
1963-07-01,37.145,0.0,18.975,5.558,28.511,0.221,3.244,46.368,73.963,118.213,8.2,48.126,1.769,23.692,33.259,73.26,31.394,12.894,0.183,50.664,44.43,7.609,43.041,53.088,62.35,0.067,44.643,14.182
1963-10-01,35.619,0.0,18.808,5.673,29.321,0.223,3.283,49.422,71.666,122.036,8.44,49.083,1.768,24.584,34.9735,75.951,32.676,13.28,0.187,51.973,45.644,7.718,44.392,54.688,64.753,0.074,45.8125,15.201
1964-01-01,36.404,0.0,17.873,5.8335,29.87,0.235,3.27,48.397,74.355,122.115,8.617,50.367,1.838,24.802,36.466499999999996,81.926,33.425,13.739,0.196,54.502,47.823,7.836,47.12,58.222,71.924,0.076,47.8335,15.615
1964-04-01,39.639,0.0,17.569,5.9435,29.951,0.239,3.302,50.704,79.225,113.927,8.818,52.027,1.866,25.415,35.7435,76.141,34.187,13.714,0.199,53.61,46.951,8.011,44.775,55.312,66.75,0.076,47.370000000000005,16.211
1964-07-01,42.045,0.0,17.769,6.0995,31.53,0.24,3.363,56.513,79.029,110.481,9.102,53.665,1.861,25.392,35.391,74.684,34.526,13.937,0.199,53.867,47.112,8.211,44.059,54.483,65.749,0.074,47.772,17.379
1964-10-01,42.303,0.001,18.097,6.156499999999999,34.179,0.259,3.435,59.927,81.982,104.369,9.296,54.0,2.0,27.189,34.4155,72.952,35.056,14.059,0.214,53.483,46.777,8.426,43.277,53.531,65.0,0.073,47.559,15.808
1965-01-01,45.038,0.001,19.068,6.6265,34.633,0.262,3.586,66.602,77.667,104.725,9.888,56.654,2.002,27.709,35.9595,72.39,36.244,14.694,0.218,54.632,47.889,8.72,43.489,53.509,64.245,0.081,48.9245,19.854
1965-04-01,46.158,0.001,19.611,6.722,36.135,0.279,3.704,74.359,83.774,103.615,10.252,60.452,2.099,27.249,38.9215,72.982,37.333,15.11,0.233,56.525,49.576,8.974,43.869,53.919,65.201,0.089,50.955,19.728
1965-07-01,46.984,0.001,20.165,6.955,38.238,0.293,3.827,73.97,75.426,101.101,10.624,60.994,2.197,29.043,39.676,74.514,38.274,15.519,0.246,56.944,49.935,9.209,44.077,54.244,67.596,0.101,51.354,20.516
1965-10-01,49.84,0.001,20.568,7.3095,38.987,0.313,3.957,83.101,73.884,95.842,11.056,63.657,2.26,30.209,39.6525,72.419,39.924,15.878,0.264,57.427,50.391,9.495,43.213,53.015,66.223,0.114,52.178,21.347
1966-01-01,48.494,0.001,21.46,7.4915,40.295,0.339,4.093,89.246,76.025,99.292,11.52,65.159,2.406,31.578,40.4945,74.881,41.672,16.47,0.286,58.811,51.639,9.704,44.297,54.318,68.432,0.127,53.460499999999996,22.823
1966-04-01,44.229,0.001,21.666,7.4719999999999995,42.785,0.365,4.214,94.0,72.275,89.436,11.709,63.87,2.511,32.113,39.167,67.689,42.984,16.309,0.309,55.827,49.014,9.991,40.851,49.979,61.929,0.141,51.068,22.769
1966-07-01,46.192,0.002,21.708,7.6305,43.349,0.385,4.328,96.717,75.431,81.625,11.864,65.222,2.564,32.192,39.585,61.303,44.624,16.327,0.327,55.655,48.658,10.293,39.494,48.611,55.95,0.155,50.998999999999995,21.967
1966-10-01,44.637,0.002,21.69,7.484,43.767,0.402,4.437,90.464,70.747,69.442,11.863,62.951,2.596,32.544,38.805,52.603,43.78,15.893,0.343,51.926,45.238,10.577,35.351,43.715,48.141,0.17,47.793000000000006,22.009
1967-01-01,45.526,0.002,21.608,7.322,44.178,0.39,4.515,88.722,69.876,64.831,11.671,63.546,2.511,30.006,38.342999999999996,52.765,44.975,15.593,0.335,51.418,44.862,10.867,34.378,42.344,49.342,0.173,47.585,20.445
1967-04-01,43.867,0.002,21.119,7.4175,43.292,0.394,4.547,78.231,72.202,66.65,11.643,61.711,2.523,30.647,39.448499999999996,57.371,47.083,15.978,0.338,53.283,46.7,11.084,38.341,47.116,54.489,0.175,48.828,21.315
1967-07-01,42.947,0.002,21.41,7.519,41.246,0.387,4.625,82.478,70.317,76.39,11.623,62.3,2.479,29.806,39.025999999999996,64.86,47.731,16.17,0.332,54.73,48.213,11.341,40.38,49.244,61.376,0.172,50.1935,22.225
1967-10-01,44.165,0.002,21.737,8.014,42.16,0.412,4.706,76.408,69.108,87.284,11.857,62.366,2.614,30.858,39.463,69.489,49.585,16.656,0.352,56.289,49.681,11.538,42.719,51.98,64.565,0.176,51.432500000000005,22.625
1968-01-01,47.258,0.002,21.833,8.3,42.821,0.419,4.793,79.762,71.751,95.852,12.206,63.598,2.658,29.847,37.7545,69.404,51.157,17.028,0.359,57.075,50.195,11.797,42.845,52.421,62.587,0.183,52.056,25.737
1968-04-01,48.809,0.002,22.589,8.2405,41.671,0.412,4.915,76.961,68.584,103.52,12.056,63.078,2.566,29.779,36.784,71.826,51.47,16.986,0.355,57.598,50.653,12.019,43.891,53.757,63.828,0.191,52.3485,24.665
1968-07-01,48.308,0.003,22.798,8.6495,41.072,0.423,4.998,75.25,70.754,112.262,12.222,62.713,2.599,30.734,35.841,72.799,53.617,17.25,0.366,57.824,51.02,12.223,44.778,54.448,63.089,0.199,52.588499999999996,26.093
1968-10-01,48.808,0.003,22.651,8.818999999999999,41.922,0.419,5.07,81.81,72.104,114.774,12.555,64.005,2.568,32.465,36.015,73.262,54.233,17.657,0.364,58.701,51.883,12.449,45.398,55.01,63.099,0.209,53.514,27.645
1969-01-01,51.924,0.003,21.948,9.137,43.434,0.452,5.105,83.726,69.949,127.052,12.876,64.992,2.76,33.218,36.4,76.836,52.529,18.148,0.393,60.389,53.195,12.631,46.923,57.257,64.716,0.224,54.765,28.265
1969-04-01,53.686,0.003,21.807,9.440000000000001,44.324,0.49,5.204,81.014,73.343,135.702,13.017,65.522,2.941,32.574,36.579,75.845,52.138,18.244,0.427,60.218,53.07,12.852,46.483,56.544,61.629,0.248,54.7465,27.664
1969-07-01,58.553,0.004,20.705,9.564,45.66,0.522,5.242,83.484,76.503,134.551,13.313,68.633,3.115,32.446,38.4145,73.12,52.222,18.505,0.458,61.35,53.97,13.036,46.115,56.143,58.6,0.277,55.9945,26.96
1969-10-01,58.724,0.004,20.279,9.67,45.194,0.544,5.298,81.714,75.355,133.143,13.243,68.192,3.221,32.887,35.732,69.783,53.56,18.093,0.48,58.685,51.768,13.145,42.944,51.709,54.894,0.304,54.0795,25.411
1970-01-01,59.454,0.005,19.316,9.689499999999999,46.264,0.559,5.272,78.549,71.507,130.101,13.15,67.7,3.212,33.294,36.418,66.163,54.509,18.003,0.496,58.652,51.587,13.107,42.969,52.016,51.204,0.326,53.8355,23.296
1970-04-01,56.091,0.004,18.691,9.7295,45.547,0.565,5.236,81.393,70.051,121.242,13.064,67.053,3.278,33.853,34.913,61.471,56.984,17.633,0.504,56.227,49.67,12.998,40.339,48.152,47.494,0.342,52.1165,22.778
1970-07-01,55.542,0.004,18.265,9.9055,45.478,0.544,5.2,81.536,65.986,129.721,13.109,67.358,3.221,35.178,34.768,67.018,59.739,17.931,0.488,57.661,51.212,12.972,42.666,50.481,52.317,0.342,53.442499999999995,23.288
1970-10-01,54.724,0.004,18.002,9.897,43.859,0.555,5.116,77.093,70.121,138.135,12.66,66.624,3.26,34.459,36.6625,72.734,59.02,17.927,0.494,60.388,53.564,12.785,46.965,56.038,57.356,0.332,55.317,19.498
1971-01-01,56.46,0.004,17.786,10.0655,41.749,0.546,5.121,74.372,67.764,146.679,12.764,66.496,3.188,33.565,35.876000000000005,79.681,59.066,18.295,0.487,61.915,55.012,12.88,49.403,58.913,63.846,0.329,56.515,23.087
1971-04-01,60.35,0.005,17.927,10.3795,41.042,0.592,5.179,68.219,61.097,158.303,12.938,66.354,3.298,34.272,36.333,88.405,59.266,18.982,0.525,65.237,57.872,12.942,54.143,65.076,71.805,0.346,58.912499999999994,23.686
1971-07-01,64.702,0.006,18.405,10.504,41.216,0.605,5.246,60.143,63.402,173.561,12.995,66.135,3.29,34.5,35.971999999999994,94.12,57.476,19.309,0.539,66.992,59.318,12.95,56.632,68.456,75.35,0.364,60.1035,23.645
1971-10-01,65.198,0.007,19.16,11.0105,42.365,0.63,5.361,60.354,64.648,182.222,13.26,65.98,3.35,34.023,36.176,98.106,56.329,19.816,0.563,68.283,60.56,13.02,58.813,70.943,78.257,0.389,61.135,25.554
1972-01-01,66.335,0.009,19.428,11.6325,42.132,0.664,5.48,57.591,67.753,198.317,13.683,67.7,3.365,35.882,37.252,105.873,60.386,20.66,0.593,71.659,63.529,13.307,62.651,75.722,84.088,0.404,63.915499999999994,26.955
1972-04-01,67.513,0.009,19.92,11.905999999999999,44.112,0.663,5.573,58.191,68.576,208.797,13.906,68.077,3.4,37.311,37.1495,109.114,59.573,21.016,0.594,72.641,64.384,13.449,63.838,77.219,85.699,0.416,64.7015,27.067
1972-07-01,67.326,0.009,19.817,12.393,45.906,0.679,5.619,57.531,67.728,206.265,14.11,68.227,3.462,39.347,37.5965,109.003,60.419,21.254,0.609,72.552,64.571,13.569,64.12,76.931,86.118,0.429,64.8825,26.543
1972-10-01,68.299,0.009,19.708,13.0585,47.238,0.705,5.693,56.426,71.533,213.949,14.786,69.301,3.69,41.996,38.9995,111.894,61.689,22.185,0.629,74.459,66.352,13.891,66.386,79.541,87.919,0.427,66.5545,30.931
1973-01-01,69.726,0.009,18.885,13.7345,49.044,0.749,5.759,64.917,69.979,220.181,15.406,71.505,3.949,45.22,39.787000000000006,116.22,62.711,23.055,0.666,76.803,68.539,14.239,68.603,82.02,91.764,0.444,68.74199999999999,32.415
1973-04-01,71.33,0.009,18.827,14.067499999999999,52.226,0.786,5.842,67.745,71.138,218.502,15.979,73.706,4.121,45.788,38.343,114.083,64.591,23.231,0.698,75.524,67.174,14.443,65.048,77.887,89.558,0.464,67.90899999999999,34.24
1973-07-01,71.194,0.009,18.802,14.1575,54.082,0.811,5.907,74.941,75.523,215.676,16.225,75.345,4.292,45.592,38.31,107.34,65.857,23.162,0.722,74.487,66.071,14.546,62.259,74.66,82.064,0.486,67.2205,33.919
1973-10-01,69.366,0.011,18.97,14.387,56.734,0.866,5.982,77.139,77.685,196.2,16.347,74.63,4.508,43.982,39.794,96.228,64.41,22.963,0.77,72.088,64.052,14.621,59.436,70.852,72.945,0.511,65.4015,33.508
1974-01-01,69.169,0.011,19.254,14.6615,57.741,0.885,5.995,80.334,80.093,172.791,16.33,74.196,4.615,44.088,38.615,86.812,63.337,22.506,0.786,68.57,61.481,14.517,55.571,64.765,66.725,0.524,63.1515,32.342
1974-04-01,69.024,0.01,19.332,14.7745,58.347,0.883,6.02,81.312,89.576,148.864,16.302,73.87,4.626,44.652,37.364999999999995,82.898,61.14,22.224,0.787,66.722,59.979,14.54,53.328,61.627,67.242,0.532,61.820499999999996,31.44
1974-07-01,64.295,0.015,19.176,14.5155,57.364,0.944,6.078,77.21,89.587,127.319,16.136,70.665,4.66,44.285,36.9525,77.101,60.137,21.859,0.84,64.202,57.697,14.594,51.542,59.634,64.967,0.565,59.4095,31.095
1974-10-01,61.516,0.015,18.743,13.4985,54.925,0.963,6.077,85.628,90.554,98.686,15.712,69.78,4.761,45.244,34.5595,67.107,56.625,20.684,0.864,59.456,53.38,14.435,44.831,51.537,59.185,0.607,55.554,26.488
1975-01-01,56.735,0.014,18.147,12.997,49.886,0.918,6.041,78.578,96.136,79.614,14.815,66.209,4.569,40.324,33.5865,59.285,55.598,19.51,0.84,55.748,50.472,14.14,42.301,47.651,53.927,0.657,52.553,25.63
1975-04-01,49.765,0.012,17.829,12.975999999999999,48.21,0.881,6.006,78.383,99.236,58.651,14.459,63.74,4.47,41.209,36.039500000000004,56.039,54.689,19.288,0.812,54.762,50.218,14.07,43.493,47.921,54.589,0.66,52.004999999999995,24.839
1975-07-01,49.849,0.012,18.475,13.204,47.957,0.875,6.093,77.828,105.14,52.32,14.613,64.113,4.468,40.931,36.698,60.244,55.281,19.76,0.806,56.774,52.074,14.308,46.36,51.371,61.02,0.649,53.667,26.726
1975-10-01,49.372,0.013,19.591,13.420000000000002,47.585,0.879,6.246,76.248,107.918,53.69,14.788,64.17,4.414,42.599,36.4715,64.753,56.705,20.154,0.808,57.911,53.28,14.625,48.346,53.447,66.14,0.645,54.72,27.361
1976-01-01,51.573,0.015,21.633,13.515,48.654,0.911,6.509,79.241,111.689,53.683,15.104,65.92,4.504,41.39,39.137,71.673,55.38,20.977,0.835,61.912,56.724,15.026,52.93,59.427,74.465,0.658,57.937,28.041
1976-04-01,50.455,0.018,23.036,13.721499999999999,48.672,0.979,6.683,72.901,106.358,54.06,15.305,65.753,4.702,41.134,38.3625,76.716,60.558,21.323,0.895,62.832,57.431,15.11,54.235,61.279,80.448,0.695,58.521,28.491
1976-07-01,50.364,0.02,24.298,14.0225,48.491,1.047,6.854,68.318,109.771,59.699,15.64,66.415,5.018,42.445,36.394000000000005,80.966,63.396,21.563,0.953,62.339,57.159,15.257,53.388,59.799,84.327,0.726,58.3745,29.105
1976-10-01,50.539,0.023,25.109,14.288499999999999,48.776,1.138,6.984,66.845,113.048,69.165,15.942,66.604,5.399,41.442,40.4585,86.519,63.064,22.587,1.029,66.895,61.164,15.362,59.85,68.093,88.94,0.758,61.854,30.61
1977-01-01,51.636,0.023,26.003,14.2105,49.859,1.163,7.062,69.683,119.488,74.384,16.523,66.322,5.518,45.258,39.662,92.997,58.133,23.366,1.044,67.816,62.208,15.564,61.63,70.038,95.592,0.735,62.7205,34.425
1977-04-01,53.004,0.026,26.242,15.219999999999999,49.917,1.233,7.179,73.254,124.152,81.086,16.979,68.732,5.792,46.312,41.7025,105.054,60.848,24.583,1.098,73.513,67.194,15.918,68.392,78.582,108.619,0.738,67.356,35.223
1977-07-01,54.949,0.029,26.481,16.012,52.274,1.29,7.252,74.2,126.513,81.018,17.318,69.737,5.988,46.978,41.85850000000001,104.902,60.226,24.897,1.141,73.708,67.412,16.141,68.189,78.093,108.456,0.736,67.685,35.032
1977-10-01,54.158,0.034,26.23,16.7735,54.186,1.386,7.32,77.901,127.725,77.212,17.845,70.254,6.307,48.678,41.862,104.62,59.492,25.325,1.217,73.236,67.072,16.379,67.381,76.783,108.955,0.748,67.4625,36.599
