Date,"Automotive vehicles, engines, and parts","Capital goods, except automotive",Charges for the use of intellectual property n.e.c.,"Civilian aircraft, engines, and parts","Computers, peripherals, and parts","Consumer goods, except food and automotive",Durable goods,Exports of goods,Exports of services,"Foods, feeds, and beverages",Government goods and services n.e.c.,Imports of goods,Imports of services,Industrial supplies and materials,Nondurable goods,"Nondurable goods, excluding petroleum and products",Other,Other business services,Petroleum and products,Transport,Travel (for all purposes including education)
2018-01-01,0.8200000000000001,1.6,-0.36,0.605,0.42000000000000004,1.17,0.0925,1.24,1.37,0.0,0.03,3.34,-1.68,-0.405,0.28500000000000003,-0.07500000000000001,-0.10833333333333332,-0.7850000000000001,-0.425,0.505,0.48
2018-04-01,-0.9249999999999999,1.5150000000000001,-0.75,0.35,0.275,-0.8300000000000001,-0.5325,5.74,-3.55,1.22,0.15,0.7,-0.18,1.475,0.8525,0.26,0.5499999999999999,-0.7250000000000001,1.44,0.0,-0.515
2018-07-01,0.20499999999999996,0.0050000000000000044,-0.22999999999999998,-0.185,-0.015000000000000013,0.55,0.37,-5.25,0.35,-0.025000000000000022,-0.010000000000000002,5.91,-0.16,0.11499999999999999,-0.030000000000000034,0.13,-0.11333333333333334,0.455,-0.030000000000000027,-0.0050000000000000044,-0.09999999999999999
2018-10-01,0.57,0.20500000000000002,-0.2,0.56,-0.22999999999999998,2.3,0.46,2.5,-0.82,-1.105,0.045000000000000005,2.32,1.93,-0.0050000000000001155,0.6875,0.225,0.105,0.665,-0.365,0.145,-0.09500000000000003
2019-01-01,1.115,-0.28,0.6,0.635,-0.1,0.355,-0.20249999999999999,2.37,1.44,0.4,-0.095,-1.73,1.49,-0.275,0.245,-0.255,-0.5983333333333333,0.635,0.715,0.1,0.205
2019-04-01,-0.009999999999999981,-1.6600000000000001,0.63,-1.825,0.485,-0.505,-0.7474999999999999,-4.98,2.97,0.32,0.085,1.58,0.65,-1.22,-0.11750000000000005,-0.36000000000000004,0.35333333333333333,0.84,-0.435,-0.020000000000000004,0.27
2019-07-01,-0.63,-0.365,-0.075,-0.03,-1.005,0.06,-0.07,2.04,-1.96,0.395,0.175,-1.25,-0.48,0.5800000000000001,0.3925,0.29,0.3383333333333334,-0.1,0.24500000000000002,-0.315,-0.885
2019-10-01,-1.63,-0.19,-0.6649999999999999,0.04,0.49500000000000005,-2.0749999999999997,-0.65,1.14,1.32,-0.6499999999999999,-0.175,-6.94,-0.35,0.53,-0.125,-0.455,0.1216666666666667,0.815,1.515,-0.08,0.625
2020-01-01,-0.635,-2.6900000000000004,0.37499999999999994,-1.0750000000000002,-0.46,-2.325,-1.2475,-2.8,-13.25,0.39,0.065,-7.98,-5.74,0.9500000000000001,0.56,0.365,-0.77,-1.24,0.535,-1.275,-7.36
2020-04-01,-16.8,-11.26,-1.45,-5.359999999999999,1.68,-4.695,-3.625,-46.67,-14.61,-0.08499999999999999,-0.085,-37.56,-15.19,-7.4399999999999995,-2.445,-0.7100000000000001,-3.1666666666666665,1.065,-3.965,-4.635,-9.71
2020-07-01,28.0,13.615,1.83,2.64,0.915,16.625,8.3325,57.91,2.3,3.16,0.075,80.13,5.6,4.95,2.455,0.485,4.248333333333334,1.12,1.3599999999999999,1.5899999999999999,-0.6750000000000002
2020-10-01,4.4350000000000005,5.345,1.105,0.020000000000000018,0.96,5.77,3.55,19.12,7.65,0.865,-0.095,26.54,5.75,6.115,2.3925,3.08,1.5650000000000002,2.465,0.8999999999999999,1.345,1.8450000000000002
2021-01-01,-1.7200000000000002,3.6050000000000004,-0.445,0.265,0.685,2.01,0.9525,-0.72,1.05,-0.935,0.045,6.82,1.48,0.5049999999999999,0.31,0.12499999999999997,0.7599999999999999,0.34500000000000003,-0.7699999999999999,0.545,0.74
2021-04-01,-1.915,4.455,-0.065,1.025,-0.33999999999999997,1.37,0.4475,0.95,2.27,-1.0,-0.03,4.67,3.63,-0.42500000000000004,0.024999999999999967,-1.98,1.3716666666666668,0.455,1.53,0.9199999999999999,1.665
2021-07-01,-1.5,-0.385,1.21,-0.03,0.155,1.125,0.09249999999999997,-1.77,2.67,-0.475,-0.055,1.0,7.54,0.8699999999999999,0.905,1.2349999999999999,-0.18000000000000002,1.22,-0.9450000000000001,0.785,1.9649999999999999
2021-10-01,1.84,2.37,0.315,0.32,0.625,6.6,2.1625,18.76,6.76,2.335,0.155,17.88,2.89,3.865,3.0725,0.52,0.9083333333333333,0.13,2.215,1.585,2.66
2022-01-01,1.73,2.765,0.7850000000000001,0.31,0.595,1.605,0.47750000000000004,-6.66,2.04,-1.2550000000000001,0.225,11.28,2.1,-1.35,-0.35,0.41000000000000003,0.21000000000000008,-0.73,-1.385,0.76,1.0750000000000002
2022-04-01,0.765,0.78,-1.205,0.17,-0.5700000000000001,0.895,0.43000000000000005,7.64,5.03,1.23,-0.27,2.7,3.24,1.95,0.995,1.14,0.23500000000000001,1.105,0.12,1.035,3.495
2022-07-01,0.415,1.92,-0.365,0.26,0.37,-3.5900000000000003,-1.335,13.59,0.9,-0.665,0.325,-6.8,1.36,4.3149999999999995,1.6975000000000002,1.605,0.7583333333333333,0.56,2.93,-0.395,1.01
2022-10-01,1.12,-0.18000000000000002,-0.525,0.23,-1.065,-2.0549999999999997,-1.4975,-3.76,2.62,-0.8300000000000001,0.365,-3.14,-1.38,-1.88,-0.4675,-0.875,0.345,-0.13999999999999999,-0.225,-0.52,1.435
2023-01-01,1.01,-0.91,-0.45499999999999996,0.255,-0.475,1.4649999999999999,0.3425,3.45,-1.49,-0.015000000000000013,-0.245,0.17,-0.98,-0.31,0.235,-0.93,-0.033333333333333326,-1.13,1.1,-0.03,0.6
2023-04-01,0.98,-0.835,0.075,0.22999999999999998,0.31,-2.3,-0.33249999999999996,-7.63,2.83,-1.2850000000000001,0.08499999999999999,-4.04,0.91,-2.08,-1.8575000000000002,-0.9650000000000001,-0.5533333333333333,0.47000000000000003,-1.135,0.0,1.225
2023-07-01,1.29,1.3650000000000002,-0.195,0.5,0.13,1.21,-0.2,4.84,0.03,0.36,-0.155,4.14,0.51,-0.42,0.5974999999999999,-0.515,0.4766666666666666,-0.16000000000000003,0.61,0.04000000000000001,0.73
2023-10-01,-0.9349999999999999,1.03,0.355,0.45999999999999996,0.43500000000000005,-0.8049999999999999,-0.14,3.5,2.69,0.89,-0.27999999999999997,1.46,2.76,2.24,0.86,0.17,0.06666666666666667,1.095,1.9849999999999999,0.25,1.3
2024-01-01,-0.12999999999999998,1.835,0.27,-0.185,1.595,0.745,0.17500000000000004,-0.15,2.07,0.675,-0.385,5.18,0.96,0.06999999999999995,0.23250000000000004,0.0050000000000000044,-0.08166666666666668,0.635,-0.615,0.73,0.265
2024-04-01,0.4,3.16,0.21000000000000002,-0.25,2.525,1.475,-0.49,0.6,0.43,-0.87,-0.19999999999999998,6.69,0.88,-1.32,0.5700000000000001,-0.615,0.5616666666666666,0.020000000000000004,-0.12000000000000005,0.28500000000000003,0.33
2024-07-01,-1.44,5.955,0.315,1.155,2.205,1.475,0.4025,6.67,2.94,0.755,1.21,8.57,2.18,1.165,0.9175,0.665,0.7716666666666666,0.46499999999999997,0.31,0.365,0.195
2024-10-01,-0.9450000000000001,-4.145,0.565,-0.81,-1.9249999999999998,0.36,-0.075,-3.05,2.89,0.675,-0.105,-3.98,2.1,0.4849999999999999,0.5,-0.37,-0.445,0.395,1.1099999999999999,0.43,1.19
