Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Personal consumption expenditures (PCE),Recreation services,Recreational goods and vehicles,Services,Transportation services
1950-07-01,9.4,34.7,,,,2.8,,33.3,7.6,13.2,,,,,,,,,38.4,5.9,10.5,9.4,,,,,10.2,,45.6,5.7,
1950-10-01,0.6,13.5,,,,1.8,,-0.7,3.8,4.9,,,,,,,,,27.9,1.9,4.4,2.6,,,,,5.4,,21.2,6.1,
1951-01-01,2.9,12.8,,,,0.2,,13.3,7.3,5.2,,,,,,,,,14.6,2.5,6.3,5.6,,,,,6.1,,10.2,7.7,
1951-04-01,-2.6,-4.2,,,,-0.5,,-2.7,2.7,-1.2,,,,,,,,,-8.1,-0.2,2.9,2.0,,,,,1.5,,-0.3,5.7,
1951-07-01,-4.0,-24.0,,,,1.1,,-23.5,3.3,-7.1,,,,,,,,,-31.2,0.2,-1.4,1.4,,,,,-2.3,,-16.1,5.4,
1951-10-01,1.9,-13.5,,,,1.4,,-2.0,8.1,-1.1,,,,,,,,,-30.8,3.7,5.5,9.7,,,,,1.3,,0.3,5.0,
1952-01-01,-1.0,-15.7,,,,0.3,,-13.2,3.6,-3.7,,,,,,,,,-27.1,0.9,3.9,3.6,,,,,-0.9,,0.3,3.5,
1952-04-01,6.4,0.4,,,,3.3,,4.5,5.5,3.7,,,,,,,,,-9.5,4.8,8.1,6.7,,,,,4.0,,13.0,4.4,
1952-07-01,7.4,-3.9,,,,2.9,,3.6,4.4,2.5,,,,,,,,,-19.5,4.5,8.6,5.4,,,,,3.3,,10.9,4.4,
1952-10-01,8.2,13.1,,,,4.4,,5.7,3.5,6.8,,,,,,,,,23.5,4.8,8.9,2.6,,,,,6.3,,12.0,5.6,
1953-01-01,5.2,16.2,,,,7.2,,4.1,4.3,8.7,,,,,,,,,33.1,6.3,8.3,6.5,,,,,7.3,,13.8,5.4,
1953-04-01,4.1,13.3,,,,4.4,,5.4,2.8,6.5,,,,,,,,,24.9,4.4,4.7,5.5,,,,,5.9,,12.1,5.0,
1953-07-01,-0.9,19.7,,,,2.3,,4.0,2.4,5.8,,,,,,,,,51.1,1.6,1.3,2.4,,,,,5.1,,10.1,4.2,
1953-10-01,-4.4,-0.7,,,,1.5,,-1.0,0.9,0.0,,,,,,,,,-2.1,0.3,-2.8,2.3,,,,,0.9,,4.8,2.0,
1954-01-01,0.2,-6.9,,,,1.2,,-0.8,1.1,-1.3,,,,,,,,,-16.0,0.6,-4.3,-0.5,,,,,0.1,,1.9,2.0,
1954-04-01,-2.1,-1.9,,,,0.7,,-2.2,1.7,-0.5,,,,,,,,,-4.6,-0.1,1.1,-0.8,,,,,0.7,,4.9,2.5,
1954-07-01,-0.6,-0.8,,,,3.6,,-0.6,2.7,1.4,,,,,,,,,-6.9,2.1,7.9,0.9,,,,,2.4,,9.7,3.7,
1954-10-01,3.0,8.3,,,,5.3,,3.5,5.6,4.8,,,,,,,,,10.5,3.7,10.9,-0.9,,,,,5.2,,13.7,5.7,
1955-01-01,3.0,21.8,,,,4.1,,11.5,6.7,8.1,,,,,,,,,39.0,3.8,9.5,1.9,,,,,7.2,,14.3,5.9,
1955-04-01,5.8,22.5,,,,6.1,,13.1,9.0,10.1,,,,,,,,,37.7,6.0,8.7,4.0,,,,,7.8,,14.4,4.9,
1955-07-01,5.4,25.9,,,,4.6,,15.6,8.0,10.4,,,,,,,,,47.6,5.3,3.5,5.6,,,,,7.7,,12.6,4.2,
1955-10-01,5.3,15.5,,,,4.5,,10.7,8.1,8.2,,,,,,,,,24.7,5.7,5.1,7.9,,,,,6.8,,10.2,5.0,
1956-01-01,4.1,1.1,,,,5.5,,6.3,7.4,4.5,,,,,,,,,-6.1,5.8,6.1,7.6,,,,,4.6,,7.6,4.8,
1956-04-01,1.7,-4.0,,,,3.4,,8.2,5.0,1.5,,,,,,,,,-17.7,3.6,3.6,5.5,,,,,3.0,,7.0,5.0,
1956-07-01,3.5,-8.6,,,,2.6,,2.4,2.7,-0.3,,,,,,,,,-23.2,3.0,5.3,3.6,,,,,2.0,,4.2,5.1,
1956-10-01,1.2,-3.1,,,,1.9,,2.8,2.2,0.4,,,,,,,,,-11.4,1.8,3.6,1.7,,,,,2.1,,3.2,4.4,
1957-01-01,-0.1,3.4,,,,1.1,,0.5,2.6,1.8,,,,,,,,,6.6,1.2,2.8,2.1,,,,,2.7,,1.1,3.8,
1957-04-01,-0.9,0.8,,,,2.5,,-2.7,1.1,1.6,,,,,,,,,6.2,1.9,-1.2,3.6,,,,,2.5,,-3.4,3.7,
1957-07-01,0.3,1.9,,,,3.5,,-1.4,4.4,2.9,,,,,,,,,6.5,3.2,2.3,5.0,,,,,3.1,,-1.9,3.3,
1957-10-01,-2.1,-2.4,,,,2.4,,-4.0,1.9,0.6,,,,,,,,,-0.4,1.7,-0.4,4.0,,,,,1.7,,-5.2,3.1,
1958-01-01,-1.9,-10.5,,,,0.9,,-3.0,1.1,-2.7,,,,,,,,,-21.4,0.2,0.4,0.0,,,,,-0.4,,-2.8,2.5,
1958-04-01,0.4,-9.8,,,,-0.2,,-4.5,5.3,-2.0,,,,,,,,,-19.2,0.7,2.4,0.5,,,,,0.3,,-2.8,3.2,
1958-07-01,0.6,-7.3,,,,-0.2,,-0.6,5.2,-1.0,,,,,,,,,-16.6,1.2,-0.6,2.9,,,,,1.1,,-0.9,3.8,
1958-10-01,5.0,-2.7,,,,1.2,,3.3,6.4,1.7,,,,,,,,,-11.3,3.2,2.1,4.6,,,,,2.5,,4.8,3.4,
1959-01-01,6.4,9.9,,,,3.9,,5.3,6.0,6.6,,,,,,,,,15.9,5.5,2.5,8.6,,,,,5.8,,10.7,4.9,
1959-04-01,7.1,15.8,,,,4.6,,9.4,3.1,8.0,,,,,,,,,24.8,5.4,5.1,7.3,,,,,6.6,,15.2,4.9,
1959-07-01,4.0,15.6,,,,4.3,,6.3,0.9,6.8,,,,,,,,,29.7,3.9,2.8,4.8,,,,,5.9,,11.4,4.9,
1959-10-01,3.2,6.2,,,,3.7,,5.2,0.0,3.9,,,,,,,,,7.2,3.2,2.5,3.6,,,,,4.6,,8.6,5.4,
1960-01-01,3.1,3.9,2.0,8.3,7.4,1.5,3.0,1.5,0.7,2.6,-0.1,2.2,4.9,5.6,5.7,-4.3,,,7.3,2.1,2.4,3.3,4.5,4.6,4.4,5.3,3.7,6.8,1.0,5.1,5.5
1960-04-01,1.3,2.5,4.2,12.5,5.1,1.5,3.1,0.2,2.8,2.4,4.7,2.2,4.4,5.3,5.7,0.9,,,4.9,2.4,2.2,5.2,3.4,3.8,3.5,4.2,3.4,5.4,0.6,4.6,4.1
1960-07-01,0.3,-0.3,2.4,14.6,3.3,0.3,-0.4,-3.3,1.4,0.9,5.1,-0.8,2.8,4.9,4.9,0.6,,,2.8,1.4,0.1,4.9,2.5,2.3,1.6,2.0,1.9,5.1,-2.5,3.1,2.3
1960-10-01,-1.0,2.1,3.0,10.7,0.7,-0.5,-1.4,-4.2,1.4,1.1,6.6,1.5,2.7,5.0,5.1,4.6,,,10.3,0.8,-1.7,5.5,2.3,2.4,1.8,1.4,2.0,4.9,-2.1,2.9,1.2
1961-01-01,-0.4,-6.5,0.4,1.8,5.4,0.7,1.1,-2.7,-0.6,-0.8,1.4,1.2,3.0,5.0,4.5,1.3,,,-13.1,1.2,-0.3,5.0,2.0,1.1,0.1,2.0,0.9,3.5,-0.2,3.0,0.5
1961-04-01,-0.1,-6.7,2.0,1.8,6.6,1.1,-1.2,-2.3,-0.4,-0.7,3.8,3.3,3.4,4.9,5.1,4.8,,,-13.9,1.4,-0.8,4.6,2.6,1.1,0.2,2.3,1.2,3.5,1.2,3.3,0.9
1961-07-01,2.4,-3.7,1.4,1.6,3.5,1.5,-0.1,2.5,-0.9,0.6,6.0,6.9,3.8,4.8,4.9,8.3,,,-13.0,2.1,2.8,4.8,3.7,2.3,1.7,3.2,2.1,4.3,7.2,3.8,1.1
1961-10-01,5.6,3.6,1.5,5.3,5.5,2.2,1.5,5.2,-0.7,3.5,6.5,6.4,4.6,5.0,5.1,7.1,,,0.3,3.4,6.4,6.3,4.7,4.7,4.6,4.4,4.0,5.8,8.1,4.6,2.4
1962-01-01,5.2,12.0,5.5,9.0,-0.8,1.3,1.7,5.7,3.4,5.7,8.8,7.8,4.4,4.9,5.6,8.7,,,20.5,3.6,8.5,7.6,4.8,6.1,6.4,4.0,5.1,4.8,6.9,4.5,3.4
1962-04-01,5.2,12.7,2.2,4.2,-1.1,0.1,3.5,5.5,1.0,5.1,4.4,7.7,4.6,5.7,5.5,4.5,,,21.9,2.7,10.9,7.1,3.9,6.3,6.5,4.1,4.9,7.5,6.1,4.6,4.1
1962-07-01,4.9,10.8,4.5,1.6,0.7,1.1,4.9,6.3,3.2,5.2,4.7,9.8,5.3,5.8,6.0,6.3,,,16.6,3.4,9.3,7.3,4.4,6.3,6.4,4.7,5.2,4.1,6.5,5.2,3.9
1962-10-01,2.9,10.3,6.0,-2.5,-0.3,0.1,4.3,4.9,5.4,4.6,3.4,10.6,4.9,5.8,6.0,6.4,,,16.3,2.6,8.3,6.2,2.7,5.5,5.5,3.8,4.6,3.1,7.1,4.6,3.5
1963-01-01,2.0,10.1,5.9,-3.5,0.5,0.2,3.4,6.5,5.0,4.3,3.2,9.4,4.4,5.3,5.7,6.6,,,14.4,2.3,5.4,5.6,1.3,5.0,5.0,3.3,4.2,4.5,9.2,4.1,3.8
1963-04-01,1.5,9.6,3.5,0.8,0.6,0.9,2.8,6.2,3.6,4.2,5.2,7.4,3.8,4.4,4.4,7.2,,,13.1,2.2,3.4,5.0,3.2,4.7,4.7,3.4,3.9,1.2,10.8,3.7,3.7
1963-07-01,2.8,10.1,4.5,6.1,5.0,0.7,1.8,6.3,3.4,4.4,6.5,5.3,4.5,4.4,4.9,6.6,,,14.9,2.4,4.5,5.0,4.2,5.4,5.6,4.5,4.5,8.1,8.7,4.6,4.8
1963-10-01,1.1,7.1,2.0,11.3,8.6,1.4,2.0,7.2,1.9,3.1,8.1,4.6,4.5,3.9,3.9,6.6,,,8.0,1.7,1.3,2.7,5.9,4.6,4.8,5.3,3.9,2.6,8.2,4.7,5.2
1964-01-01,5.6,9.1,1.9,16.4,8.6,2.0,4.2,10.3,1.2,4.6,10.2,7.3,5.6,4.5,4.3,7.5,,,7.4,2.9,6.2,3.0,6.8,6.2,6.7,6.8,5.2,5.2,13.9,5.9,5.3
1964-04-01,7.8,9.6,5.6,13.7,8.2,3.2,5.2,12.8,4.8,5.9,8.8,10.5,6.0,4.8,5.1,6.7,,,5.8,4.5,7.1,3.9,5.2,6.7,7.2,6.9,6.1,3.8,16.4,6.2,5.5
1964-07-01,7.4,11.9,6.9,9.3,7.6,4.1,5.8,11.2,8.3,7.3,7.3,13.5,5.7,4.7,4.6,6.4,,,10.6,5.5,10.0,5.4,3.3,7.1,7.7,6.4,6.6,0.0,18.8,5.8,5.7
1964-10-01,9.5,6.7,7.1,5.7,3.9,4.2,5.3,11.1,7.0,6.1,5.1,13.8,5.8,5.1,5.3,4.8,,,-1.4,5.9,11.0,5.5,2.8,6.3,6.6,6.1,6.0,7.5,20.2,5.8,5.3
1965-01-01,5.3,12.3,4.1,0.4,6.5,4.7,5.3,6.2,4.7,7.1,3.5,11.3,5.5,5.3,4.9,4.9,,,16.3,5.1,10.9,5.8,3.3,6.8,7.1,5.6,6.3,4.0,14.9,5.4,4.7
1965-04-01,2.4,9.6,5.4,2.8,6.3,3.7,6.9,4.1,4.8,5.7,4.7,6.8,5.6,5.4,5.5,5.6,,,12.7,4.1,7.3,6.1,3.9,6.0,6.1,5.4,5.6,4.7,14.2,5.5,5.0
1965-07-01,3.0,9.8,4.4,7.4,5.2,3.6,7.6,6.0,4.0,5.4,6.7,1.4,5.5,5.7,5.6,6.3,,,11.2,3.6,7.2,4.0,7.3,5.9,6.0,5.5,5.4,4.0,15.0,5.5,5.1
1965-10-01,5.9,18.0,5.1,10.5,8.9,7.9,8.8,9.8,5.6,10.2,8.9,-0.6,5.7,5.3,5.2,8.1,,,23.7,7.3,15.7,8.3,8.4,8.4,9.1,6.2,8.1,2.3,21.8,5.8,5.5
1966-01-01,8.0,13.1,5.9,11.8,8.1,6.2,8.3,11.6,6.2,8.8,8.9,-0.5,5.5,5.0,5.0,7.6,,,8.8,7.0,20.6,8.3,8.4,7.7,8.3,6.1,7.3,2.3,25.3,5.7,5.8
1966-04-01,8.6,8.4,5.7,6.5,5.9,5.6,5.5,9.9,6.1,7.4,7.9,3.3,5.2,4.6,4.6,8.5,,,0.1,7.0,19.5,8.9,7.2,6.6,7.1,5.6,6.4,5.3,23.4,5.3,6.5
1966-07-01,7.6,8.3,5.3,0.2,3.0,4.5,4.6,10.0,5.1,6.8,5.6,8.1,4.9,4.4,4.4,8.1,,,-0.3,6.2,15.6,9.0,4.1,6.1,6.5,4.8,5.8,7.6,25.5,4.7,4.6
1966-10-01,2.7,3.8,5.1,-4.4,-2.4,-0.4,1.7,3.7,4.5,2.6,4.0,11.1,4.4,4.1,4.3,7.9,,,-1.9,2.1,5.5,5.6,4.0,4.0,4.0,3.9,3.3,8.8,18.8,4.1,6.1
1967-01-01,0.7,-2.8,4.5,-3.3,0.7,2.0,-1.0,2.4,4.2,1.0,3.4,9.5,4.2,4.1,4.1,6.6,,,-12.3,2.5,-2.5,4.4,4.7,2.3,1.9,3.8,2.4,9.0,13.3,4.0,6.3
1967-04-01,1.1,5.6,4.0,1.3,3.1,2.3,-2.0,3.7,2.6,3.3,4.6,6.0,3.9,4.3,4.5,6.1,,,6.0,2.3,2.1,3.2,6.2,3.8,3.6,3.5,3.5,3.5,10.5,3.9,4.5
1967-07-01,0.4,1.5,2.2,7.7,7.8,1.5,-1.5,0.6,1.1,1.5,7.1,3.0,4.3,4.5,4.4,6.8,,,-0.1,1.5,0.3,2.7,6.9,3.3,3.0,4.4,2.9,5.3,7.2,4.4,6.1
1967-10-01,0.7,1.8,3.9,13.3,9.1,3.3,0.4,2.4,2.4,2.1,8.7,0.6,3.9,4.8,5.0,6.8,,,-2.4,2.2,3.7,1.5,5.7,3.0,2.6,3.7,3.1,-3.8,9.0,4.1,4.4
1968-01-01,3.4,10.2,6.0,11.7,3.8,2.5,5.1,3.8,4.7,5.1,8.6,3.0,4.6,5.2,5.6,7.3,,,16.1,3.1,6.4,3.1,4.7,5.4,5.4,4.4,5.0,1.1,10.8,4.8,5.1
1968-04-01,3.4,7.9,3.3,7.6,7.8,3.8,6.9,5.1,3.9,4.8,8.0,6.7,5.4,5.0,4.5,8.2,,,8.3,3.6,9.5,3.3,2.9,5.6,5.7,5.9,5.1,7.0,10.9,5.4,6.4
1968-07-01,4.7,13.6,5.6,2.9,4.9,6.2,6.9,8.5,5.2,7.7,5.8,9.4,5.4,4.9,5.0,7.0,,,18.3,5.3,12.2,4.3,2.4,6.7,7.1,5.5,6.5,4.1,13.1,5.3,6.8
1968-10-01,4.5,12.7,3.6,-0.5,5.8,5.2,6.0,6.6,3.1,7.1,5.2,11.9,5.8,5.0,4.9,7.7,,,20.3,4.9,10.9,5.5,1.0,6.9,7.3,6.0,6.4,13.4,8.3,5.6,7.2
1969-01-01,2.7,8.1,4.1,-1.4,4.1,5.2,2.0,5.6,3.2,5.2,5.3,10.9,5.1,5.0,5.1,8.1,,,9.2,4.0,10.2,3.2,2.0,5.1,5.1,4.8,5.0,8.8,8.8,4.9,6.9
1969-04-01,2.4,5.5,4.7,0.0,-0.2,2.9,3.3,4.3,4.4,3.7,4.8,8.1,4.7,5.8,5.7,6.7,,,5.4,3.0,4.0,2.8,2.5,4.3,4.0,4.0,4.1,7.2,9.0,4.6,6.8
1969-07-01,1.2,0.7,4.4,1.7,-0.2,1.1,1.5,-0.9,3.7,1.4,5.3,6.2,4.2,5.7,5.7,6.7,,,0.5,1.7,1.1,2.5,2.9,2.9,2.3,3.3,2.7,4.6,3.9,4.1,6.4
1969-10-01,1.4,0.9,6.0,3.7,1.1,1.8,1.9,-0.4,6.1,2.0,5.4,4.7,4.2,5.3,5.4,6.0,,,0.0,2.4,0.8,2.5,4.3,3.1,2.6,3.7,3.1,3.3,5.2,4.2,6.6
1970-01-01,-0.8,-2.5,4.9,5.8,3.6,1.9,4.3,-1.2,5.5,0.8,5.5,4.8,4.4,4.4,4.4,5.4,,,-9.0,2.1,1.8,3.5,4.3,2.5,2.1,4.5,2.6,4.1,7.9,4.4,4.9
1970-04-01,-1.4,-1.1,4.3,6.7,3.3,2.5,3.2,-1.8,3.2,1.0,4.4,4.1,3.7,3.6,4.0,3.6,,,-4.3,1.8,1.9,2.9,3.7,2.2,1.9,3.7,2.4,2.5,5.6,3.8,3.7
1970-07-01,-2.3,-0.4,4.6,8.0,4.1,3.4,4.1,0.3,4.4,1.4,5.5,5.4,4.0,3.3,3.6,4.5,,,-6.4,2.2,7.3,2.9,3.6,2.5,2.3,4.4,2.8,4.3,7.7,4.1,3.7
1970-10-01,-0.1,-6.7,2.2,4.6,3.8,3.4,2.3,2.1,2.3,0.0,5.0,7.1,3.3,3.4,3.3,5.1,,,-22.4,2.7,8.4,4.1,1.4,1.3,0.8,3.5,1.7,3.4,6.6,3.4,1.8
1971-01-01,1.7,5.0,2.7,4.2,5.9,2.5,-0.9,2.7,2.6,3.0,5.3,6.3,2.9,4.0,3.8,5.7,,,9.0,2.2,4.3,2.0,0.2,3.1,2.9,2.6,3.0,1.6,0.7,3.0,2.7
1971-04-01,4.6,6.1,4.7,4.8,4.7,2.1,-1.3,3.5,5.2,3.6,7.5,7.7,3.3,4.5,4.3,8.5,,,9.1,2.5,6.3,0.4,0.3,3.7,3.5,2.9,3.5,2.8,3.9,3.4,4.2
1971-07-01,5.4,8.5,2.2,4.6,3.0,0.4,-0.5,5.1,3.1,3.6,7.5,7.9,3.2,4.9,4.2,8.7,,,15.0,1.6,4.2,0.0,-0.5,4.1,3.9,2.7,3.4,3.0,3.2,3.2,4.1
1971-10-01,5.1,21.2,3.2,9.7,1.4,-0.2,2.3,6.5,3.2,6.6,8.2,6.8,4.1,5.3,4.9,7.6,,,50.1,1.1,3.5,-0.7,1.7,6.7,7.1,3.9,5.4,6.2,6.0,4.3,5.9
1972-01-01,5.3,12.0,2.7,7.2,3.2,-1.6,6.7,9.7,3.4,4.2,7.7,7.4,5.2,5.5,5.0,7.8,,,15.3,1.0,4.6,1.4,3.2,6.2,6.4,5.5,4.8,5.4,12.7,5.3,6.9
1972-04-01,5.4,12.3,3.1,6.2,4.1,2.1,7.5,9.9,2.7,6.1,6.2,7.2,5.5,5.4,5.3,6.3,,,14.8,3.5,5.0,5.2,3.5,6.8,7.1,5.7,5.8,5.2,14.2,5.5,5.9
1972-07-01,8.1,12.1,5.2,2.6,6.9,3.5,8.4,11.2,5.0,7.3,4.6,6.5,6.0,5.1,5.3,5.3,,,12.0,5.2,4.7,5.9,5.1,7.3,7.8,6.3,6.6,5.9,17.6,5.9,5.5
1972-10-01,9.6,13.3,9.5,4.6,8.3,4.0,7.9,10.7,9.2,8.5,4.5,6.3,6.2,4.9,5.8,4.4,,,13.7,6.4,7.5,7.0,5.6,7.8,8.4,6.4,7.3,4.7,19.2,6.2,4.8
1973-01-01,11.7,17.8,7.6,3.3,6.6,3.3,7.6,12.7,9.3,10.1,4.0,7.6,5.8,4.8,4.9,4.2,,,21.9,6.7,13.3,7.7,4.5,8.7,9.6,6.2,7.8,8.4,18.7,5.7,3.3
1973-04-01,8.6,13.5,5.9,3.5,6.7,-2.3,5.1,12.3,7.6,6.2,4.1,7.7,5.4,5.0,4.7,4.3,,,15.0,3.0,13.5,6.4,4.5,7.4,7.9,5.7,5.8,9.4,12.2,5.4,2.4
1973-07-01,5.5,9.7,5.9,0.8,4.6,-2.7,4.4,9.5,6.1,4.4,1.9,7.2,4.8,5.1,5.2,2.3,,,9.0,2.1,13.9,6.7,2.6,5.9,6.0,4.4,4.5,8.3,9.4,4.7,1.3
1973-10-01,3.3,1.7,-0.5,-4.0,4.3,-5.0,3.0,8.1,0.4,0.4,1.5,6.3,3.4,5.0,3.9,3.6,,,-5.5,-0.2,13.6,6.4,-0.1,3.4,3.1,2.9,1.8,8.0,2.7,3.2,0.1
1974-01-01,0.9,-6.6,-8.9,-1.8,-0.6,-3.9,-1.5,3.9,-12.6,-3.5,0.6,4.4,1.8,5.4,4.2,1.5,,,-18.6,-2.1,8.5,5.5,-2.2,0.5,-0.6,0.5,-0.9,5.6,-2.4,1.7,0.9
1974-04-01,0.0,-5.0,-5.3,-3.1,0.4,-2.6,-0.1,2.6,-9.0,-2.9,0.8,3.5,2.0,5.5,4.9,2.2,,,-16.5,-1.9,8.1,2.2,-3.1,0.4,-0.7,0.4,-0.5,5.5,2.5,1.9,0.8
1974-07-01,-1.9,-3.6,-4.7,-0.7,3.5,-0.5,-1.5,-0.2,-7.6,-2.6,2.2,2.9,1.8,5.4,4.7,3.2,,,-11.0,-2.2,5.1,-2.5,-4.4,0.0,-1.1,0.3,-0.4,7.5,2.7,1.7,0.4
1974-10-01,-6.6,-10.6,-0.5,-0.7,5.7,-0.9,-0.6,-7.8,-3.2,-5.6,1.7,3.0,2.5,5.1,5.0,2.5,,,-20.0,-3.5,-1.5,-6.3,-3.2,-1.8,-3.3,1.1,-1.6,8.3,-1.0,2.4,0.1
1975-01-01,-3.8,-6.6,7.1,-2.0,13.2,-0.4,2.0,-10.0,6.6,-3.4,3.0,4.7,3.7,3.7,4.3,4.8,,,-10.4,-2.0,1.4,-8.4,-1.6,-0.4,-1.2,3.2,0.2,7.7,1.9,3.5,-1.0
1975-04-01,0.7,-5.2,5.5,-0.9,11.7,3.3,3.8,-8.8,4.1,-1.0,3.3,5.3,3.9,2.9,3.7,4.8,,,-9.7,0.8,1.3,-5.8,-0.4,0.7,0.2,3.7,1.4,5.1,5.3,3.7,0.0
1975-07-01,4.2,0.1,3.0,1.7,8.0,1.8,4.0,-4.9,1.3,1.1,3.2,4.5,3.7,2.5,3.0,3.8,,,-1.1,1.6,7.2,-1.0,2.2,2.5,2.5,4.0,2.4,4.3,6.2,3.7,2.3
1975-10-01,9.5,13.8,-1.4,3.5,6.8,2.4,6.8,3.6,-2.3,6.1,5.8,6.1,4.1,2.3,1.9,6.6,,,22.3,3.2,13.6,2.8,3.1,6.2,7.1,5.1,5.1,3.7,15.2,4.1,4.2
1976-01-01,7.2,17.0,2.8,7.8,4.2,4.9,7.5,6.6,2.6,8.5,6.4,4.4,4.2,2.7,2.6,5.9,,,28.7,5.0,12.9,5.0,4.1,6.9,7.8,5.1,6.3,4.1,14.4,4.3,5.8
1976-04-01,3.9,15.3,1.3,7.1,5.0,4.4,5.7,5.9,3.6,7.5,4.9,3.9,3.7,3.0,2.0,4.2,,,28.6,4.4,12.6,5.2,3.1,6.2,6.9,4.6,5.5,6.6,8.0,3.8,5.6
1976-07-01,3.5,9.8,4.1,5.7,6.2,4.1,7.5,5.5,5.9,5.8,6.4,5.3,4.5,2.9,2.5,6.6,,,14.8,4.1,8.9,3.7,3.4,5.4,6.0,5.4,5.1,8.4,6.9,4.6,4.1
1976-10-01,4.0,8.4,10.5,3.8,6.1,6.2,3.5,6.5,9.3,6.4,3.9,3.9,4.5,2.7,4.2,3.9,,,11.3,5.5,6.5,3.0,4.7,4.7,5.1,4.5,5.4,8.4,6.5,4.5,4.4
1977-01-01,2.9,7.1,6.2,0.6,6.2,3.9,6.1,7.9,4.0,4.5,3.1,4.0,4.7,2.6,3.7,4.0,,,10.6,3.3,-3.3,2.2,4.4,4.5,4.9,4.9,4.5,6.8,4.6,4.5,5.9
1977-04-01,4.7,9.1,2.7,0.4,5.9,0.9,3.8,9.6,2.0,4.0,4.5,5.3,4.4,2.3,2.5,5.9,,,10.7,1.8,4.5,0.8,5.2,4.9,5.4,5.0,4.1,6.8,8.0,4.2,6.8
1977-07-01,4.9,9.5,3.7,1.1,6.2,0.2,0.5,9.4,1.7,3.9,3.3,5.4,4.2,2.3,3.0,4.0,,,10.5,1.5,7.7,0.9,5.2,4.8,5.3,4.6,4.0,5.8,8.6,4.1,8.5
1977-10-01,8.9,10.1,-0.6,4.8,6.5,1.0,0.5,9.4,-0.4,4.9,4.4,4.7,3.6,2.7,2.0,4.3,,,10.5,2.6,13.5,2.3,4.8,5.3,5.9,4.4,4.2,5.9,8.2,3.7,7.0
1978-01-01,9.9,3.2,2.9,5.1,5.0,0.2,-1.3,4.3,2.3,3.1,5.0,5.5,4.0,3.9,3.8,4.9,,,-2.6,3.1,15.1,3.6,6.0,4.3,4.4,4.0,3.6,6.9,8.5,4.0,3.5
1978-04-01,11.8,8.4,5.5,6.1,6.7,-0.8,3.1,7.1,3.3,5.3,5.8,4.8,5.1,4.9,5.5,5.7,,,10.1,3.9,6.9,7.0,6.3,6.3,6.6,5.0,5.2,5.2,7.2,5.2,3.6
