Date,Business current transfer payments (net),Capital consumption adjustment,Compensation of employees,Consumption of fixed capital,Corporate profits with IVA,Corporate profits with IVA and CCAdj,Current surplus of government enterprises,Employer contributions for employee pension and insurance funds,Employer contributions for government social insurance,Farm,Government,Inventory valuation adjustment,Less: Capital transfers paid (net),Less: Subsidies,National income,Net cash flow with IVA,Net dividends,Net interest and miscellaneous payments,Nonfarm,Other,Profits after tax (without IVA and CCAdj),Profits after tax with IVA and CCAdj,Profits before tax (without IVA and CCAdj),Proprietors' income (without IVA and CCAdj),Proprietors' income with IVA,Proprietors' income with IVA and CCAdj,Rental income of persons (without CCAdj),Rental income of persons with CCAdj,Supplements to wages and salaries,Taxes on corporate income,Taxes on production and imports,To government (net),To persons (net),To the rest of the world (net),Undistributed profits (without IVA and CCAdj),Undistributed profits with IVA and CCAdj,Wages and salaries
1965-07-01,3486.0,1529.0,408340.0,37509.0,81757.0,89261.0,765.0,28965.0,13160.0,12207.0,70488.0,-845.5,-64.0,2988.0,662383.0,75210.0,21864.0,19533.0,51759.0,295727.0,53517.0,59501.0,83277.0,52244.0,12729.0,63967.0,20058.0,19504.0,42125.0,29760.0,60516.0,1243.0,2244.0,,31653.0,37637.0,366215.0
1965-10-01,3444.0,1541.5,420463.0,38398.0,86373.0,94005.0,635.0,29910.0,13432.0,12518.0,73152.0,-1117.5,-80.0,3144.0,681757.0,78183.0,22564.0,19505.0,53041.0,303969.0,56577.0,62269.0,88313.0,53705.0,13047.0,65560.0,20062.0,19492.0,43342.0,31736.0,61796.0,1261.0,2184.0,,34013.0,39705.0,377121.0
1966-01-01,3419.0,1556.5,433109.0,39363.0,89630.0,97376.0,582.0,30874.0,16472.0,14857.0,74928.0,-696.5,-80.0,3564.0,702017.0,81383.0,22728.0,20671.0,54369.0,310835.0,58118.0,64668.0,90826.0,54962.0,15394.0,69225.0,20421.0,19834.0,47346.0,32708.0,61365.0,1268.0,2152.0,,35390.0,41940.0,385763.0
1966-04-01,3379.0,1561.25,444412.0,40347.0,88540.0,96371.0,453.0,31769.0,16740.0,12675.0,76876.0,-1462.0,-100.0,3928.0,711801.0,81735.0,22456.0,21327.0,54529.0,319027.0,58576.0,63743.0,91204.0,55224.0,13223.0,67204.0,20360.0,19757.0,48509.0,32628.0,62827.0,1272.0,2108.0,,36120.0,41287.0,395903.0
1966-07-01,3365.0,1559.75,455669.0,41352.0,86941.0,94828.0,204.0,32537.0,17000.0,12304.0,79800.0,-2010.0,-64.0,4064.0,723075.0,81841.0,22248.0,22141.0,54857.0,326332.0,58397.0,62672.0,90553.0,55735.0,12864.0,67161.0,20641.0,20021.0,49537.0,32156.0,63748.0,1278.0,2088.0,,36149.0,40424.0,406132.0
1966-10-01,3401.0,1550.5,463804.0,42378.0,87997.0,95912.0,312.0,33147.0,17172.0,12238.0,81952.0,-494.5,-88.0,4240.0,735467.0,85098.0,21844.0,23201.0,55906.0,331533.0,57517.0,64476.0,88953.0,56441.0,12813.0,68143.0,20664.0,20029.0,50319.0,31436.0,64904.0,1298.0,2104.0,,35673.0,42632.0,413485.0
1967-01-01,3468.0,1539.75,470007.0,43423.0,85412.0,93326.0,263.0,33610.0,17556.0,11927.0,83452.0,-174.0,-88.0,3992.0,741750.0,83273.0,22932.0,23957.0,56974.0,335389.0,55152.0,62694.0,85784.0,57462.0,12519.0,68901.0,20906.0,20255.0,51166.0,30632.0,65564.0,1312.0,2156.0,,32220.0,39762.0,418841.0
1967-04-01,3567.0,1517.0,475649.0,44510.0,84278.0,92153.0,369.0,34253.0,17792.0,11144.0,84996.0,-752.0,-84.0,3872.0,748411.0,82863.0,23540.0,24843.0,57353.0,338608.0,55258.0,61809.0,85602.0,58062.0,11752.0,68497.0,21043.0,20373.0,52045.0,30344.0,66832.0,1351.0,2216.0,,31718.0,38269.0,423604.0
1967-07-01,3689.0,1489.0,485272.0,45640.0,85420.0,93216.0,395.0,35107.0,18156.0,11959.0,87068.0,-1002.0,-84.0,3684.0,763832.0,84384.0,23948.0,25244.0,58566.0,344941.0,56540.0,62608.0,87148.0,59367.0,12582.0,70525.0,21122.0,20430.0,53263.0,30608.0,68746.0,1392.0,2296.0,,32592.0,38660.0,432009.0
1967-10-01,3790.0,1458.0,496236.0,46811.0,89089.0,96768.0,84.0,36081.0,18572.0,11535.0,90416.0,-1588.0,-84.0,3696.0,779744.0,88031.0,23248.0,25657.0,58438.0,351167.0,59497.0,64384.0,91881.0,59312.0,12173.0,69973.0,21045.0,20327.0,54653.0,32384.0,70606.0,1409.0,2380.0,,36249.0,41136.0,441583.0
1968-01-01,3912.0,1408.75,510872.0,48025.0,90600.0,98123.0,459.0,37222.0,19440.0,11605.0,92760.0,-2552.0,-100.0,4036.0,800451.0,84916.0,24876.0,25997.0,60076.0,361450.0,58820.0,61667.0,95276.0,60992.0,12257.0,71681.0,20822.0,20076.0,56662.0,36456.0,73367.0,1409.0,2504.0,,33944.0,36791.0,454210.0
1968-04-01,4127.0,1389.5,523992.0,49298.0,94666.0,102114.0,488.0,38301.0,19768.0,11237.0,95204.0,-1640.0,-116.0,4204.0,821517.0,88659.0,25804.0,26327.0,61940.0,370719.0,60526.0,65050.0,97590.0,62735.0,11907.0,73177.0,20853.0,20072.0,58069.0,37064.0,75424.0,1408.0,2720.0,,34722.0,39246.0,465923.0
1968-07-01,4271.0,1383.25,537821.0,50628.0,95188.0,102643.0,497.0,39367.0,20124.0,11786.0,98740.0,-1670.0,-144.0,4220.0,840995.0,89783.0,26516.0,27129.0,63165.0,379590.0,61024.0,65527.0,98140.0,63958.0,12479.0,74951.0,21035.0,20212.0,59491.0,37116.0,77693.0,1384.0,2888.0,,34508.0,39011.0,478330.0
1968-10-01,4418.0,1389.5,550317.0,52017.0,96567.0,104110.0,368.0,40426.0,20468.0,12000.0,100052.0,-2265.5,-88.0,4236.0,858006.0,91395.0,26800.0,28353.0,63506.0,389371.0,62599.0,66090.0,100619.0,64377.0,12721.0,75507.0,20898.0,20025.0,60894.0,38020.0,79144.0,1379.0,3040.0,,35799.0,39290.0,489423.0
1969-01-01,4716.0,1429.0,562766.0,53464.0,95762.0,103475.0,172.0,41610.0,22088.0,11565.0,101284.0,-2810.0,-80.0,4340.0,874604.0,91595.0,26724.0,31377.0,64065.0,397784.0,61994.0,64775.0,100694.0,65068.0,12318.0,75630.0,21148.0,20219.0,63698.0,38700.0,80589.0,1456.0,3260.0,,35270.0,38051.0,499068.0
1969-04-01,4827.0,1412.25,576719.0,54939.0,92583.0,100332.0,158.0,42825.0,22512.0,12549.0,103112.0,-2810.0,-76.0,4464.0,890053.0,90795.0,27084.0,32183.0,64562.0,408270.0,60335.0,62864.0,97803.0,65308.0,13332.0,77111.0,21258.0,20286.0,65337.0,37468.0,82901.0,1471.0,3356.0,,33251.0,35780.0,511382.0
1969-07-01,4837.0,1366.75,593435.0,56441.0,89766.0,97418.0,124.0,43988.0,23016.0,13142.0,108164.0,-2554.0,-72.0,4668.0,908081.0,90524.0,27340.0,33305.0,64825.0,418267.0,58634.0,61350.0,94702.0,65372.0,13953.0,77967.0,21446.0,20446.0,67004.0,36068.0,85217.0,1469.0,3368.0,,31294.0,34010.0,526431.0
1969-10-01,4812.0,1292.25,604917.0,57971.0,85019.0,92440.0,197.0,45066.0,23400.0,14078.0,109840.0,-4494.5,-80.0,4664.0,916267.0,87012.0,27884.0,34099.0,63235.0,426611.0,57815.0,56844.0,93411.0,64232.0,14914.0,77312.0,21452.0,20437.0,68466.0,35596.0,86717.0,1472.0,3340.0,,29931.0,28960.0,536451.0
1970-01-01,4617.0,1189.5,614953.0,59529.0,77607.0,84663.0,-516.0,46159.0,23696.0,13524.0,114360.0,-4638.0,-104.0,4736.0,921112.0,85320.0,27900.0,36167.0,63547.0,430738.0,55323.0,53587.0,86399.0,64454.0,14383.0,77071.0,21443.0,20428.0,69855.0,31076.0,88466.0,1493.0,3124.0,,27423.0,25687.0,545098.0
1970-04-01,4463.0,1080.0,620233.0,61062.0,81770.0,88470.0,-1128.0,47307.0,23860.0,12380.0,116516.0,-2462.5,-128.0,4820.0,933222.0,90749.0,27756.0,38543.0,64331.0,432550.0,55194.0,57314.0,86350.0,65140.0,13267.0,76710.0,21243.0,20214.0,71167.0,31156.0,90535.0,1495.0,2968.0,,27438.0,29558.0,549066.0
1970-07-01,4225.0,963.75,628194.0,62571.0,82028.0,88384.0,-1110.0,48528.0,23944.0,13171.0,118332.0,-3418.0,-108.0,4740.0,947735.0,91098.0,27820.0,40933.0,65312.0,437390.0,56132.0,56240.0,88276.0,66426.0,14092.0,78483.0,21908.0,20854.0,72472.0,32144.0,92512.0,1377.0,2848.0,,28312.0,28420.0,555722.0
1970-10-01,4123.0,840.75,630007.0,64054.0,77438.0,83458.0,-1382.0,49797.0,23856.0,12500.0,119720.0,-3652.5,-160.0,4812.0,948014.0,89268.0,27728.0,42379.0,66444.0,436634.0,53350.0,52782.0,84026.0,67766.0,13461.0,78943.0,22250.0,21160.0,73653.0,30676.0,94139.0,1359.0,2764.0,,25622.0,25054.0,556354.0
1971-01-01,4132.0,586.75,647901.0,65513.0,90928.0,96622.0,-1772.0,51324.0,26064.0,13090.0,123876.0,-2076.0,-164.0,4764.0,984615.0,99427.0,28488.0,43439.0,67226.0,446637.0,60152.0,62238.0,94536.0,68972.0,14096.0,80316.0,22228.0,21089.0,77388.0,34384.0,97652.0,1455.0,2676.0,,31664.0,33750.0,570513.0
1971-04-01,4105.0,649.0,659794.0,66939.0,93068.0,98739.0,-1246.0,52941.0,26404.0,13268.0,125608.0,-2674.5,-120.0,4812.0,1004372.0,102274.0,28208.0,44324.0,69580.0,454841.0,62420.0,63423.0,97736.0,71100.0,14317.0,82847.0,22859.0,21674.0,79345.0,35316.0,98947.0,1448.0,2656.0,,34212.0,35215.0,580449.0
1971-07-01,4154.0,762.75,670109.0,68333.0,95488.0,101436.0,-1564.0,54819.0,26500.0,12964.0,128024.0,-3068.0,-124.0,4512.0,1022350.0,106809.0,28532.0,44410.0,71631.0,460766.0,66544.0,66884.0,101096.0,72739.0,14053.0,84595.0,23277.0,22049.0,81319.0,34552.0,101674.0,1457.0,2696.0,,38012.0,38352.0,588790.0
1971-10-01,4241.0,933.25,682175.0,69694.0,99263.0,105790.0,-1480.0,56917.0,26816.0,14221.0,129612.0,-2463.5,-148.0,4612.0,1044664.0,112345.0,28308.0,44494.0,73637.0,468830.0,68735.0,70810.0,103715.0,74511.0,15349.0,87859.0,23766.0,22498.0,83733.0,34980.0,103699.0,1484.0,2756.0,,40427.0,42502.0,598442.0
1972-01-01,4540.0,1166.75,708353.0,71023.0,104109.0,111517.0,-1388.0,59250.0,30632.0,13130.0,134152.0,-3187.5,-172.0,6103.0,1077865.0,116240.0,29332.0,45379.0,74775.0,484319.0,72785.0,74377.0,109925.0,75606.0,14295.0,87906.0,24405.0,23101.0,89882.0,37140.0,104560.0,1624.0,2916.0,,43453.0,45045.0,618471.0
1972-04-01,4695.0,1309.0,722472.0,72521.0,105437.0,113410.0,-1040.0,61059.0,31040.0,15423.0,135668.0,-3200.5,-212.0,6203.0,1098237.0,119055.0,29628.0,46639.0,75904.0,494705.0,73825.0,75950.0,111285.0,76653.0,16612.0,91326.0,21502.0,20152.0,92099.0,37460.0,106786.0,1659.0,3036.0,,44197.0,46322.0,630373.0
1972-07-01,4873.0,1365.0,735743.0,74189.0,109952.0,118171.0,-897.0,62258.0,31160.0,17182.0,138428.0,-3290.0,-268.0,7175.0,1127893.0,123572.0,30288.0,48906.0,78353.0,503897.0,77004.0,79403.0,115772.0,79268.0,18381.0,95535.0,25280.0,23875.0,93418.0,38768.0,108862.0,1686.0,3188.0,,46716.0,49115.0,642325.0
1972-10-01,5006.0,1338.0,758765.0,76027.0,117600.0,125749.0,-420.0,62999.0,31796.0,22364.0,143300.0,-4984.0,-124.0,7063.0,1174015.0,127808.0,31020.0,51109.0,83250.0,520670.0,83484.0,82677.0,126556.0,84395.0,23559.0,105614.0,25219.0,23750.0,94795.0,43072.0,111504.0,1699.0,3308.0,,52464.0,51657.0,663970.0
1973-01-01,5576.0,1231.0,785410.0,78035.0,125735.0,133496.0,-1356.0,63311.0,38748.0,21762.0,145044.0,-8889.0,-156.0,5944.0,1211000.0,133555.0,32116.0,51583.0,82383.0,538307.0,95547.0,87480.0,141563.0,84448.0,22940.0,104144.0,25033.0,23491.0,102059.0,46016.0,114600.0,1948.0,3628.0,,63431.0,55364.0,683351.0
1973-04-01,5889.0,1067.25,803214.0,80416.0,124017.0,131249.0,-1757.0,63678.0,39348.0,27587.0,147184.0,-11646.5,-148.0,5704.0,1235742.0,132297.0,33480.0,53380.0,82355.0,553004.0,99033.0,85213.0,145069.0,84735.0,28791.0,109942.0,24964.0,23343.0,103026.0,46036.0,116185.0,2025.0,3864.0,,65553.0,51733.0,700188.0
1973-07-01,5648.0,847.5,820407.0,83171.0,126465.0,133029.0,-2175.0,64299.0,39944.0,29471.0,149576.0,-10119.0,-148.0,4717.0,1263995.0,137352.0,35012.0,57278.0,84318.0,566588.0,101161.0,89045.0,145145.0,86070.0,30744.0,113788.0,24047.0,22340.0,104243.0,43984.0,118397.0,1583.0,4064.0,,66149.0,54033.0,716164.0
1973-10-01,5849.0,572.25,841697.0,86299.0,130029.0,135784.0,-2544.0,65262.0,41092.0,37480.0,153392.0,-12258.5,-176.0,4555.0,1301928.0,139382.0,36384.0,60503.0,84726.0,581951.0,106253.0,89292.0,152745.0,86809.0,38865.0,122206.0,25089.0,23291.0,106354.0,46492.0,119698.0,1644.0,4204.0,,69869.0,52908.0,735343.0
1974-01-01,6297.0,245.25,858334.0,89800.0,125492.0,130297.0,-2460.0,66557.0,43596.0,28616.0,155640.0,-17265.5,-196.0,3556.0,1313905.0,138005.0,37684.0,64936.0,87118.0,592541.0,112656.0,85693.0,157260.0,90270.0,30155.0,115735.0,25413.0,23517.0,110153.0,44604.0,120806.0,1966.0,4332.0,,74972.0,48009.0,748181.0
1974-04-01,6569.0,-200.75,878489.0,93696.0,125463.0,128925.0,-1892.0,68712.0,44480.0,20097.0,158176.0,-19872.0,-232.0,2892.0,1334637.0,137389.0,38800.0,69813.0,88540.0,607121.0,115543.0,82261.0,162207.0,92091.0,21815.0,108637.0,24916.0,22920.0,113192.0,46664.0,124068.0,2058.0,4512.0,,76743.0,43461.0,765297.0
1974-07-01,6971.0,-764.0,900196.0,97988.0,122556.0,124284.0,-2461.0,71777.0,45288.0,21479.0,161300.0,-27337.5,-212.0,3172.0,1360551.0,131592.0,39380.0,73406.0,89520.0,621831.0,121060.0,72772.0,172572.0,94945.0,23400.0,111000.0,25372.0,23273.0,117065.0,51512.0,127054.0,2092.0,4880.0,,81680.0,33392.0,783131.0
1974-10-01,7311.0,-1447.25,913838.0,102675.0,119712.0,119313.0,-2971.0,75907.0,45412.0,23681.0,166932.0,-18752.0,-252.0,3608.0,1376536.0,136869.0,39212.0,78481.0,89800.0,625587.0,107908.0,73153.0,154068.0,93985.0,25830.0,113481.0,25216.0,23011.0,121319.0,46160.0,127680.0,2084.0,5228.0,,68696.0,33941.0,792519.0
1975-01-01,8356.0,-2237.5,918380.0,107758.0,120667.0,117750.0,-3694.0,80748.0,45712.0,19741.0,170508.0,-6787.0,-256.0,4220.0,1383375.0,149040.0,38412.0,82586.0,92994.0,621412.0,94707.0,79438.0,133019.0,95533.0,22143.0,112735.0,24976.0,22662.0,126460.0,38312.0,128821.0,2208.0,6148.0,,56295.0,41026.0,791920.0
1975-04-01,9097.0,-2864.0,931175.0,112094.0,133846.0,128940.0,-3884.0,84808.0,46000.0,20136.0,174460.0,-3963.5,-236.0,4264.0,1413848.0,161802.0,38048.0,83052.0,94182.0,625907.0,99406.0,87520.0,140826.0,96673.0,22734.0,114317.0,24811.0,22405.0,130808.0,41420.0,133011.0,2197.0,6900.0,,61358.0,49472.0,800367.0
1975-07-01,9276.0,-3310.0,955990.0,115684.0,156127.0,149763.0,-4272.0,87689.0,47008.0,23773.0,177804.0,-6465.0,-236.0,4564.0,1471682.0,175623.0,38036.0,84335.0,96935.0,643489.0,115831.0,97739.0,167855.0,99791.0,26511.0,120708.0,24730.0,22247.0,134697.0,52024.0,138199.0,2180.0,7096.0,,77795.0,59703.0,821293.0
1975-10-01,9415.0,-3573.5,983379.0,118528.0,166275.0,158982.0,-4423.0,89431.0,48176.0,24349.0,182188.0,-6083.5,-236.0,4928.0,1515281.0,185575.0,38872.0,84668.0,100846.0,663584.0,124091.0,105682.0,177391.0,103531.0,27171.0,125194.0,24400.0,21856.0,137607.0,53300.0,141137.0,2183.0,7232.0,,85219.0,66810.0,845772.0
1976-01-01,9549.0,-3670.25,1014715.0,120626.0,182802.0,175111.0,-2422.0,90385.0,53112.0,19425.0,184780.0,-5765.0,-236.0,5136.0,1565621.0,193193.0,41936.0,84099.0,106969.0,686438.0,132702.0,114267.0,193546.0,109307.0,22274.0,126395.0,24226.0,21636.0,143497.0,60844.0,141674.0,2501.0,7048.0,,90766.0,72331.0,871218.0
1976-04-01,9394.0,-3714.5,1035504.0,123226.0,181031.0,173151.0,-2420.0,92174.0,53948.0,17016.0,187276.0,-8026.0,-204.0,4836.0,1591347.0,193290.0,43912.0,86616.0,111612.0,702106.0,136551.0,113771.0,195931.0,114192.0,19911.0,128627.0,23110.0,20455.0,146122.0,59380.0,144856.0,2414.0,6980.0,,92639.0,69859.0,889382.0
1976-07-01,9049.0,-3723.5,1058375.0,126328.0,182604.0,174747.0,-2310.0,95067.0,54856.0,16117.0,189484.0,-8131.5,-180.0,5068.0,1623620.0,196439.0,45836.0,88426.0,116568.0,718968.0,138840.0,115767.0,197820.0,118952.0,19078.0,132685.0,22762.0,20023.0,149923.0,58980.0,147693.0,2394.0,6656.0,,93004.0,69931.0,908452.0
1976-10-01,8550.0,-3694.25,1084794.0,129932.0,181967.0,174343.0,-2389.0,99190.0,55676.0,16284.0,194084.0,-8423.0,-172.0,5460.0,1656929.0,198127.0,47852.0,90449.0,119907.0,735844.0,139091.0,115875.0,197559.0,122424.0,19330.0,136192.0,21965.0,19122.0,154866.0,58468.0,151329.0,2459.0,6092.0,,91239.0,68023.0,929928.0
1977-01-01,8160.0,-3614.5,1113279.0,134037.0,191303.0,184122.0,-2613.0,104164.0,59072.0,15965.0,196748.0,-11546.5,-112.0,5820.0,1704135.0,206791.0,48560.0,97134.0,122627.0,753295.0,149831.0,121202.0,212751.0,125430.0,19116.0,138592.0,19413.0,16446.0,163236.0,62920.0,154836.0,2692.0,5468.0,,101271.0,72642.0,950043.0
1977-04-01,7823.0,-3594.5,1150291.0,138247.0,211847.0,204911.0,-2722.0,108783.0,60600.0,14074.0,199664.0,-8138.5,-224.0,5856.0,1770298.0,225058.0,49904.0,100997.0,126437.0,781244.0,158751.0,136491.0,227171.0,128470.0,17330.0,140511.0,19420.0,16315.0,169383.0,68420.0,158028.0,2819.0,5004.0,,108847.0,86587.0,980908.0
1977-07-01,8029.0,-3622.75,1182109.0,142561.0,226531.0,219642.0,-3216.0,112871.0,61732.0,11772.0,203664.0,-5096.0,-180.0,6416.0,1824999.0,240003.0,51540.0,105347.0,130595.0,803842.0,165143.0,148802.0,235983.0,132317.0,15135.0,142368.0,18861.0,15605.0,174603.0,70840.0,161532.0,3169.0,4860.0,,113603.0,97262.0,1007506.0
1977-10-01,8312.0,-3696.5,1217622.0,146979.0,221499.0,214459.0,-3280.0,116435.0,63012.0,22043.0,210276.0,-8836.5,-128.0,10308.0,1871938.0,236909.0,52820.0,109280.0,134453.0,827899.0,166231.0,142623.0,238067.0,136411.0,25513.0,156496.0,18520.0,15097.0,179447.0,71836.0,164260.0,3284.0,5028.0,,113411.0,89803.0,1038175.0
1978-01-01,9353.0,-3834.5,1250911.0,151500.0,217327.0,209938.0,-3203.0,119427.0,67639.0,18484.0,213593.0,-10232.0,-144.0,8680.0,1910465.0,240818.0,54572.0,110821.0,140040.0,850252.0,171939.0,143746.0,238131.0,140468.0,22062.0,158524.0,19493.0,15891.0,187066.0,66192.0,166912.0,3709.0,5644.0,,117367.0,89174.0,1063845.0
1978-04-01,10035.0,-3963.75,1299127.0,156419.0,247550.0,239724.0,-2718.0,122640.0,70444.0,20908.0,217286.0,-12691.5,-168.0,8368.0,2006335.0,260239.0,56064.0,113737.0,145206.0,888756.0,190742.0,159716.0,270750.0,147943.0,24605.0,166115.0,19403.0,15625.0,193085.0,80008.0,173059.0,3859.0,6176.0,,134678.0,103652.0,1106042.0
1978-07-01,10732.0,-4105.0,1336859.0,161735.0,254575.0,246225.0,-1381.0,126274.0,72589.0,20785.0,222381.0,-13168.5,-180.0,8288.0,2054768.0,268936.0,58976.0,115444.0,147558.0,915615.0,197659.0,165997.0,277887.0,150873.0,24611.0,168342.0,21077.0,17124.0,198862.0,80228.0,169711.0,3984.0,6748.0,,138683.0,107021.0,1137996.0
1978-10-01,11380.0,-4261.25,1380158.0,167449.0,267351.0,258389.0,-2208.0,130323.0,75439.0,19509.0,226811.0,-15100.0,-164.0,10408.0,2119073.0,279438.0,61584.0,119393.0,151406.0,947584.0,209891.0,173409.0,294871.0,154078.0,23475.0,170915.0,21669.0,17545.0,205762.0,84980.0,173910.0,4096.0,7284.0,,148307.0,111825.0,1174396.0
1979-01-01,12283.0,-4368.0,1422516.0,173560.0,259690.0,250028.0,-2290.0,134735.0,79216.0,23755.0,231331.0,-17765.0,-200.0,8352.0,2172732.0,278250.0,63614.0,124782.0,156302.0,977234.0,212834.0,168104.0,294758.0,156164.0,27872.0,180057.0,21560.0,17267.0,213951.0,81924.0,176441.0,4431.0,7852.0,,149220.0,104490.0,1208565.0
1979-04-01,12699.0,-4713.25,1454749.0,179921.0,263325.0,252438.0,-2439.0,138995.0,81374.0,21836.0,233495.0,-20699.0,-228.0,8776.0,2212452.0,284623.0,65853.0,130482.0,157345.0,1000885.0,221197.0,170326.0,303309.0,157943.0,26147.0,179181.0,20095.0,15625.0,220369.0,82112.0,178493.0,4507.0,8192.0,,155344.0,104473.0,1234381.0
1979-07-01,12958.0,-5229.0,1496720.0,186533.0,262924.0,250288.0,-2597.0,143458.0,83876.0,22254.0,239391.0,-23403.0,-268.0,8132.0,2264919.0,288201.0,67852.0,138680.0,158479.0,1029995.0,226008.0,169252.0,307044.0,160239.0,26802.0,180733.0,20024.0,15366.0,227334.0,81036.0,180902.0,4562.0,8396.0,,158157.0,101400.0,1269386.0
1979-10-01,13069.0,-5912.25,1534939.0,193394.0,259020.0,244109.0,-3469.0,148133.0,85882.0,20753.0,244327.0,-23683.5,-276.0,8864.0,2311411.0,289145.0,70757.0,153171.0,157025.0,1056597.0,222524.0,166233.0,300400.0,162065.0,25582.0,177777.0,20966.0,16112.0,234014.0,77876.0,184568.0,4609.0,8460.0,,151766.0,95476.0,1300925.0
1980-01-01,13159.0,-6903.5,1573594.0,200505.0,255111.0,237401.0,-3554.0,152943.0,86874.0,13310.0,250174.0,-30185.0,-292.0,9200.0,2353289.0,278528.0,74282.0,169018.0,154255.0,1083603.0,223179.0,152013.0,308567.0,160860.0,18463.0,167566.0,20853.0,15792.0,239817.0,85388.0,189513.0,4982.0,8176.0,,148897.0,77731.0,1333777.0
1980-04-01,13392.0,-7172.5,1599170.0,207983.0,225341.0,206769.0,-4186.0,157663.0,87627.0,3120.0,260578.0,-17312.0,-284.0,9624.0,2356528.0,272779.0,77325.0,176706.0,157190.0,1093301.0,194437.0,141837.0,259369.0,157192.0,8578.0,160309.0,22348.0,17096.0,245291.0,64932.0,196896.0,5063.0,8328.0,,117112.0,64512.0,1353879.0
1980-07-01,13709.0,-6867.25,1628599.0,215827.0,231570.0,214074.0,-4518.0,162231.0,89066.0,11741.0,264243.0,-21725.5,-204.0,10072.0,2422799.0,282118.0,75843.0,183446.0,161660.0,1113059.0,201722.0,141930.0,273866.0,161615.0,17484.0,173401.0,25296.0,19867.0,251298.0,72144.0,204294.0,4996.0,8712.0,,125879.0,66087.0,1377302.0
1980-10-01,15728.0,-5996.5,1687627.0,224037.0,248741.0,234259.0,-5668.0,166706.0,92192.0,18659.0,270849.0,-20823.0,-324.0,10304.0,2542552.0,302602.0,76547.0,202128.0,166345.0,1157881.0,208021.0,154787.0,287493.0,167142.0,24669.0,185005.0,28752.0,23160.0,258898.0,79472.0,210617.0,6423.0,9304.0,,131474.0,78240.0,1428729.0
1981-01-01,16441.0,-4344.0,1739612.0,232614.0,252663.0,243132.0,-6143.0,171036.0,100913.0,17631.0,277320.0,-19055.5,-188.0,10556.0,2630760.0,318557.0,79238.0,205256.0,170583.0,1190342.0,211951.0,164992.0,290091.0,167113.0,23889.0,188213.0,29702.0,23963.0,271949.0,78140.0,230842.0,6084.0,10356.0,,132713.0,85755.0,1467662.0
1981-04-01,16560.0,-3263.0,1774750.0,240951.0,244865.0,239325.0,-4136.0,175345.0,102721.0,18179.0,282625.0,-13175.5,-156.0,10704.0,2676696.0,328723.0,82634.0,225703.0,158189.0,1214059.0,200097.0,170249.0,269173.0,155382.0,24664.0,176367.0,29210.0,23335.0,278067.0,69076.0,235496.0,5586.0,10972.0,,117463.0,87616.0,1496683.0
1981-07-01,17106.0,-2537.25,1815085.0,249049.0,258604.0,256094.0,-4638.0,179683.0,104833.0,23347.0,288644.0,-9607.5,-184.0,11120.0,2770024.0,347771.0,85907.0,254660.0,158940.0,1241925.0,205120.0,184446.0,276768.0,154936.0,30039.0,182286.0,29084.0,23085.0,284517.0,71648.0,237466.0,5620.0,11484.0,,119212.0,98539.0,1530569.0
1981-10-01,17548.0,-2168.5,1840652.0,256906.0,245467.0,245026.0,-3952.0,184102.0,105972.0,16951.0,294807.0,-9925.5,-280.0,13512.0,2782684.0,352062.0,87754.0,261561.0,154898.0,1255770.0,201675.0,182630.0,264071.0,151386.0,23829.0,171848.0,30853.0,24740.0,290075.0,62396.0,238772.0,5659.0,11888.0,,113921.0,94876.0,1550577.0
1982-01-01,18641.0,-2363.5,1864663.0,264523.0,219172.0,219839.0,-3438.0,188512.0,108613.0,14386.0,300760.0,-6868.0,-264.0,13996.0,2786195.0,346450.0,87563.0,274343.0,150809.0,1266778.0,181460.0,169227.0,232072.0,148508.0,21430.0,165195.0,29761.0,23548.0,297125.0,50612.0,237401.0,6608.0,12032.0,,93896.0,81664.0,1567538.0
1982-04-01,19152.0,-1856.0,1884363.0,270769.0,231272.0,234129.0,-3349.0,193153.0,109471.0,12768.0,305394.0,-2560.0,-240.0,13604.0,2833779.0,365182.0,87220.0,284333.0,156644.0,1276345.0,183280.0,181393.0,236016.0,153870.0,19914.0,169412.0,27365.0,21080.0,302624.0,52736.0,238262.0,6856.0,12296.0,,96060.0,94173.0,1581739.0
1982-07-01,19522.0,-844.75,1904756.0,275643.0,225405.0,231535.0,-3497.0,198002.0,110316.0,11934.0,309538.0,-3506.0,-164.0,13040.0,2853112.0,365917.0,88213.0,276983.0,158764.0,1286900.0,178589.0,178323.0,231801.0,155381.0,19118.0,170698.0,30704.0,24379.0,308319.0,53212.0,241777.0,7041.0,12480.0,,90376.0,90110.0,1596438.0
1982-10-01,19954.0,685.75,1918147.0,279146.0,215036.0,225521.0,-3385.0,203116.0,110676.0,14169.0,314457.0,-3082.0,-128.0,19428.0,2865663.0,365243.0,90936.0,272778.0,165290.0,1289897.0,172400.0,176905.0,221016.0,159721.0,21328.0,179459.0,32660.0,26324.0,313793.0,48616.0,246292.0,7218.0,12736.0,,81464.0,85969.0,1604354.0
