Date,Change in private inventories,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,"Entertainment, literary, and artistic originals",Equipment,Exports,Farm,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Fixed investment,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross investment,Gross output of nonprofit institutions,Gross private domestic investment,Health care,Household consumption expenditures (for services),Housing and utilities,Imports,Industrial equipment,Information processing equipment,Intellectual property products,Less: Receipts from sales of goods and services by nonprofit institutions,Motor vehicles and parts,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonfarm,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1974-10-01,20446.0,61776.0,4403.0,93252.66666666667,127148.0,5283.0,107770.0,136585.0,-8722.0,167370.0,16021.0,47434.0,260893.0,149127.0,63477.0,40406.0,46369.0,227325.33333333334,359228.0,1599679.0,26490.333333333332,61535.0,281339.0,80436.0,485001.0,165599.0,136552.0,31674.0,24894.0,26585.0,45514.0,45364.0,114235.0,33.0,53136.0,330908.0,29168.0,197569.0,20491.0,14760.0,27038.0,73636.0,76027.0,959079.0,22414.0,26618.0,16928.0,63324.0,183413.0,4374.0,191858.0,63214.0,24164.0,29615.0
1975-01-01,-10028.0,64117.0,4084.0,95699.66666666667,131787.0,5203.0,104513.0,141369.0,7096.0,168635.0,16263.0,50191.0,254335.0,151461.0,65538.0,40847.0,45653.0,227955.0,370138.0,1616116.0,27680.0,63777.0,244306.0,84534.0,500935.0,169970.0,124888.0,30543.0,24282.0,26942.0,47515.0,47653.0,115068.0,16481.0,53566.0,336206.0,-17124.0,193137.0,20198.0,15502.0,25724.0,74975.0,77188.0,985190.0,23057.0,27786.0,16936.0,61197.0,189194.0,4803.0,201504.0,61682.0,23963.0,30457.0
1975-04-01,-13954.0,66474.0,3535.0,98080.33333333333,136692.0,5307.0,105582.0,136827.0,3118.0,169392.0,16568.0,51320.0,257235.0,154808.0,68029.0,41939.0,46948.0,227423.0,373408.0,1651853.0,26389.0,65922.0,243281.0,87719.0,515473.0,174897.0,115245.0,30935.0,23627.0,27285.0,49355.0,48550.0,114248.0,21582.0,55144.0,344849.0,-17072.0,193276.0,20091.0,16024.0,27164.0,76618.0,78932.0,1013582.0,23159.0,30179.0,17151.0,63959.0,194461.66666666666,4827.0,204016.0,60409.0,23856.0,31418.0
1975-07-01,-1388.0,68076.0,3273.0,99956.0,146788.0,5568.0,108527.0,134098.0,768.0,176118.0,17364.0,51843.0,266579.0,159768.0,68957.0,43149.0,49400.0,237105.33333333334,385394.0,1709820.0,28508.666666666668,67900.0,265192.0,89523.0,527076.0,178720.0,122055.0,31726.0,23476.0,28006.0,50536.0,55500.0,119996.0,12043.0,56123.0,355964.0,-2156.0,197807.0,20202.0,17027.0,27476.0,78720.0,81626.0,1047192.0,23801.0,31110.0,17688.0,68772.0,197343.0,4749.0,209275.0,61275.0,25849.0,32607.0
1975-10-01,348.0,68801.0,3452.0,101897.33333333333,153392.0,5992.0,111840.0,142531.0,2460.0,180772.0,17858.0,53895.0,275888.0,160227.0,72759.0,44513.0,50079.0,244615.66666666666,395571.0,1761831.0,29959.666666666668,71171.0,276236.0,94224.0,545315.0,182518.0,128730.0,32111.0,23638.0,29010.0,53314.0,58868.0,122592.0,13801.0,58180.0,359659.0,-2112.0,202883.0,20185.0,17636.0,29088.0,80552.0,83628.0,1076223.0,24595.0,32374.0,18277.0,73005.0,204545.66666666666,4741.0,214799.0,62034.0,27003.0,33695.0
1976-01-01,14693.0,70257.0,3677.0,102796.33333333333,163297.0,6640.0,115026.0,143588.0,-503.0,181601.0,18838.0,55112.0,289945.0,163337.0,75095.0,45847.0,51134.0,253763.0,401291.0,1820487.0,30967.333333333332,73925.0,304638.0,97328.0,560336.0,186962.0,138938.0,33292.0,24606.0,30379.0,55087.0,65798.0,122920.0,4650.0,58681.0,367436.0,15196.0,209504.0,20928.0,18364.0,28782.0,82708.0,85774.0,1109908.0,25173.0,33288.0,18921.0,80441.0,210381.33333333334,4818.0,219691.0,64099.0,28346.0,34891.0
1976-04-01,22448.0,71014.0,4391.0,104004.33333333333,165900.0,7182.0,118315.0,146621.0,-1840.0,182502.0,18824.0,55323.0,299855.0,165833.0,76753.0,46408.0,51593.0,259792.33333333334,400985.0,1852332.0,29657.666666666668,75037.0,322303.0,100338.0,571747.0,190901.0,147116.0,33805.0,26525.0,31636.0,56213.0,66961.0,123427.0,-496.0,59075.0,373070.0,24288.0,215008.0,22134.0,18864.0,28978.0,84630.0,86809.0,1129540.0,25893.0,33666.0,19366.0,84847.0,214633.33333333334,5088.0,218482.0,65057.0,29007.0,35730.0
1976-07-01,20807.0,73007.0,4512.0,104934.66666666667,169845.0,7686.0,123099.0,151775.0,2027.0,184874.0,18876.0,57364.0,307501.0,168542.0,79296.0,47418.0,53228.0,267357.6666666667,403517.0,1886558.0,29571.0,77199.0,328307.0,103355.0,589477.0,196503.0,155848.0,34263.0,28327.0,32845.0,58323.0,68709.0,125164.0,-4073.0,59710.0,380608.0,18780.0,222627.0,23815.0,19446.0,30341.0,85831.0,89418.0,1158806.0,27098.0,34273.0,19829.0,84874.0,221452.0,5330.0,218643.0,66683.0,30168.0,36443.0
1976-10-01,10518.0,74485.0,5028.0,107608.33333333333,175455.0,8042.0,128525.0,156076.0,-3034.0,190224.0,19392.0,59220.0,327132.0,171476.0,80061.0,49015.0,56097.0,275647.6666666667,410818.0,1934273.0,29331.333333333332,79081.0,337650.0,106375.0,607953.0,204287.0,162680.0,35124.0,30589.0,33897.0,59688.0,71220.0,128298.0,-6603.0,61926.0,389607.0,13552.0,230244.0,25561.0,19760.0,30377.0,87549.0,92476.0,1192408.0,27977.0,35460.0,20276.0,96888.0,228073.66666666666,5580.0,220595.0,67821.0,32435.0,37557.0
1977-01-01,14822.0,75695.0,5210.0,109931.33333333333,183931.0,8370.0,139000.0,155354.0,-1310.0,194230.0,19977.0,60735.0,345491.0,175038.0,84800.0,51128.0,56562.0,284782.0,421202.0,1988648.0,30469.666666666668,81895.0,360313.0,109720.0,627837.0,210162.0,176433.0,36849.0,31373.0,34546.0,61918.0,78285.0,131586.0,-21079.0,62644.0,396467.0,16132.0,243278.0,26163.0,18662.0,33923.0,89172.0,94806.0,1228212.0,28177.0,35855.0,20721.0,102213.0,235218.0,5454.0,226972.0,69732.0,36855.0,39437.0
1977-04-01,19469.0,77390.0,5629.0,112381.66666666667,189223.0,8536.0,144640.0,161906.0,5313.0,198930.0,19938.0,63181.0,370233.0,178888.0,85598.0,52557.0,57323.0,292472.3333333333,431362.0,2055909.0,31405.666666666668,84371.0,389703.0,114804.0,643115.0,213281.0,183042.0,37774.0,33094.0,35478.0,64433.0,78729.0,134126.0,-21136.0,64804.0,403704.0,14156.0,253749.0,27465.0,20632.0,35415.0,90103.0,96397.0,1255980.0,29022.0,37305.0,21459.0,116485.0,241170.33333333334,5483.0,232431.0,73631.0,38357.0,40832.0
1977-07-01,30884.0,79847.0,5753.0,114795.33333333333,193992.0,8713.0,150611.0,162325.0,4372.0,201899.0,20757.0,66663.0,383251.0,180282.0,85665.0,53904.0,57899.0,295903.0,438014.0,2118473.0,31209.0,85861.0,414134.0,117979.0,662246.0,221138.0,182904.0,40415.0,34181.0,36249.0,65104.0,79879.0,135347.0,-20579.0,66552.0,409909.0,26512.0,263268.0,28428.0,21834.0,36732.0,91881.0,98463.0,1286905.0,30023.0,38375.0,22082.0,119982.0,248141.66666666666,5454.0,236115.0,76409.0,39283.0,42313.0
1977-10-01,24121.0,84288.0,6068.0,117784.33333333333,200706.0,8717.0,160407.0,157809.0,9757.0,206299.0,21869.0,69789.0,398179.0,184875.0,86595.0,55831.0,59482.0,302073.6666666667,446749.0,2164270.0,31132.0,88513.0,422299.0,120260.0,678626.0,226642.0,187391.0,42733.0,36106.0,36997.0,66645.0,82290.0,136574.0,-29582.0,69725.0,423604.0,14364.0,275943.0,30038.0,23201.0,38954.0,94958.0,101315.0,1324804.0,31026.0,39384.0,22768.0,122235.0,254594.33333333334,5512.0,240450.0,78540.0,42613.0,42999.0
1978-01-01,25453.0,84709.0,6271.0,119695.33333333333,198168.0,8634.0,164610.0,164601.0,-599.0,208795.0,22168.0,72777.0,409346.0,188633.0,90231.0,55322.0,60204.0,309806.6666666667,452589.0,2202760.0,31167.666666666668,91775.0,434799.0,125249.0,702643.0,234466.0,203282.0,44284.0,37969.0,37796.0,69607.0,80468.0,138730.0,-38681.0,70065.0,431073.0,26052.0,282424.0,31698.0,22332.0,39271.0,97527.0,104536.0,1354053.0,31664.0,40046.0,23436.0,126921.0,264171.6666666667,5726.0,243794.0,80018.0,43087.0,43720.0
1978-04-01,24257.0,89074.0,7343.0,122445.33333333333,216187.0,8760.0,179682.0,186215.0,373.0,217004.0,22688.0,77086.0,446328.0,193791.0,95186.0,59033.0,60596.0,328912.3333333333,472288.0,2331633.0,34983.666666666664,95571.0,470584.0,129525.0,727699.0,241254.0,208840.0,46855.0,41675.0,39410.0,72883.0,92443.0,144166.0,-22624.0,72837.0,444812.0,23884.0,309351.0,34332.0,23162.0,42789.0,101351.0,107377.0,1411385.0,32279.0,41549.0,24547.0,136976.0,273234.3333333333,6103.0,255284.0,90259.0,48364.0,44992.0
1978-07-01,24966.0,90497.0,7955.0,124849.0,216740.0,9156.0,185477.0,191302.0,7194.0,222073.0,23275.0,77571.0,467401.0,198478.0,99992.0,59849.0,61166.0,335131.0,484229.0,2395053.0,36560.666666666664,98237.0,492368.0,132784.0,746581.0,246731.0,215062.0,49294.0,43846.0,41063.0,74961.0,91180.0,147310.0,-23760.0,74763.0,455620.0,17772.0,325100.0,35891.0,24016.0,44075.0,105479.0,110292.0,1442217.0,33381.0,41695.0,25387.0,142302.0,281062.3333333333,6520.0,262155.0,98559.0,48262.0,45830.0
1978-10-01,28487.0,92990.0,8683.0,127369.66666666667,222299.0,9738.0,192766.0,205415.0,-1485.0,227818.0,23943.0,79422.0,487269.0,203545.0,103005.0,61813.0,63846.0,347326.6666666667,496241.0,2476949.0,38043.666666666664,101055.0,515755.0,137250.0,765745.0,254663.0,221815.0,50488.0,45878.0,43164.0,77112.0,92601.0,150519.0,-16400.0,77299.0,469367.0,29972.0,341428.0,37196.0,24371.0,46826.0,108985.0,111070.0,1481354.0,34077.0,43514.0,26394.0,145840.0,288868.0,7032.0,268423.0,105498.0,49574.0,46257.0
1979-01-01,23852.0,93176.0,9300.0,130697.66666666667,223278.0,10554.0,203430.0,211669.0,4232.0,231682.0,25333.0,76272.0,501957.0,210921.0,107068.0,62543.0,68799.0,356972.6666666667,501818.0,2526610.0,36575.666666666664,104624.0,525809.0,141660.0,783940.0,262397.0,229828.0,54136.0,48089.0,45386.0,79291.0,92680.0,153738.0,-18159.0,77944.0,484590.0,19620.0,356695.0,38788.0,23583.0,47092.0,111694.0,113141.0,1517141.0,35263.0,44471.0,27379.0,145262.0,295907.0,7452.0,270136.0,107879.0,54114.0,48140.0
1979-04-01,27401.0,94669.0,9827.0,133194.0,222101.0,10996.0,204185.0,220908.0,3129.0,237578.0,25921.0,85333.0,511892.0,215701.0,108528.0,64337.0,75076.0,368383.3333333333,516508.0,2591247.0,38975.333333333336,107755.0,539293.0,146077.0,809547.0,268138.0,243097.0,54875.0,48806.0,47239.0,81833.0,86786.0,158616.0,-22189.0,78962.0,500067.0,24272.0,364268.0,38979.0,24652.0,48022.0,114621.0,115210.0,1557635.0,36344.0,46325.0,28337.0,147625.0,305496.3333333333,7906.0,278929.0,112844.0,52482.0,49917.0
1979-07-01,12131.0,98109.0,10408.0,135908.33333333334,230932.0,11142.0,212114.0,234277.0,6627.0,243694.0,25904.0,86824.0,533490.0,220077.0,111431.0,66868.0,86106.0,387101.6666666667,533106.0,2667565.0,41793.666666666664,110061.0,545621.0,151006.0,832685.0,275989.0,257306.0,56194.0,51004.0,49074.0,84157.0,91801.0,162687.0,-23029.0,81006.0,522347.0,5504.0,383003.0,40596.0,25832.0,49561.0,118055.0,118845.0,1611867.0,37281.0,46431.0,29582.0,150488.0,314048.3333333333,8351.0,289412.0,121814.0,55354.0,51310.0
1979-10-01,8553.0,99530.0,11117.0,139807.33333333334,229049.0,10825.0,212490.0,253664.0,285.0,249342.0,27321.0,85799.0,539323.0,226781.0,116657.0,67269.0,91569.0,404863.3333333333,547775.0,2723883.0,42784.333333333336,114985.0,547875.0,156615.0,859278.0,287089.0,280466.0,59415.0,53496.0,50574.0,87664.0,89432.0,167308.0,-26802.0,82034.0,539388.0,8268.0,391332.0,42379.0,26236.0,46973.0,121508.0,121651.0,1655035.0,38013.0,46112.0,30919.0,147990.0,324859.0,8831.0,298433.0,128268.0,52606.0,53454.0
1980-01-01,9899.0,100219.0,10947.0,144356.66666666666,232055.0,10733.0,219621.0,268508.0,-601.0,261064.0,28324.0,87706.0,544663.0,232795.0,118460.0,67446.0,101648.0,424544.6666666667,568781.0,2789842.0,45237.333333333336,119378.0,554562.0,162440.0,881977.0,296449.0,304311.0,60258.0,56260.0,52314.0,91054.0,91768.0,175177.0,-35803.0,85887.0,559946.0,10500.0,404492.0,45313.0,27301.0,51400.0,125284.0,123668.0,1702302.0,39066.0,45539.0,32439.0,140171.0,333829.0,9142.0,307717.0,132557.0,51703.0,54188.0
1980-04-01,7750.0,100589.0,11872.0,151285.0,211917.0,10342.0,209102.0,277389.0,-5230.0,276514.0,29481.0,87423.0,511544.0,235963.0,119476.0,65971.0,102881.0,418000.0,588547.0,2797352.0,44897.666666666664,122297.0,519294.0,165680.0,897411.0,306343.0,292600.0,59837.0,57197.0,53279.0,92816.0,74693.0,181961.0,-15211.0,94553.0,565914.0,12980.0,394680.0,45325.0,26614.0,46435.0,126480.0,124756.0,1704723.0,39900.0,44638.0,33393.0,116864.0,340237.3333333333,9544.0,312033.0,132299.0,45633.0,53833.0
1980-07-01,-33855.0,103932.0,13477.0,152599.33333333334,225363.0,10108.0,215242.0,284673.0,-12495.0,276086.0,30497.0,92007.0,528927.0,241285.0,122103.0,67350.0,100975.0,422842.0,592169.0,2856483.0,44790.0,128544.0,495071.0,174673.0,931412.0,317755.0,279202.0,60106.0,60617.0,54706.0,98047.0,84157.0,183794.0,5471.0,92291.0,576499.0,-21360.0,405717.0,47140.0,27323.0,46390.0,130308.0,127585.0,1763771.0,41255.0,46534.0,34543.0,123210.0,353040.0,10055.0,316083.0,135769.0,48128.0,56035.0
1980-10-01,-9118.0,107268.0,13796.0,156625.66666666666,236230.0,10179.0,221582.0,292517.0,-6130.0,285815.0,31830.0,99500.0,560590.0,246625.0,126847.0,70607.0,102086.0,439669.0,608893.0,2985557.0,46339.0,134181.0,551472.0,183849.0,972563.0,329267.0,299200.0,62765.0,61665.0,57117.0,102350.0,87104.0,192687.0,-6682.0,93128.0,591250.0,-2988.0,422755.0,47869.0,29270.0,49076.0,135270.0,132561.0,1831874.0,43129.0,49250.0,36335.0,137835.0,368194.6666666667,10603.0,323079.0,144056.0,48075.0,57412.0
1981-01-01,38755.0,110921.0,15397.0,162316.0,246047.0,12296.0,231960.0,305467.0,6823.0,297218.0,32508.0,99168.0,580626.0,250608.0,131637.0,71451.0,113447.0,459173.6666666667,633350.0,3124206.0,48800.666666666664,138626.0,619381.0,191413.0,993134.0,334179.0,319726.0,63986.0,65433.0,61048.0,106118.0,96734.0,200158.0,-14259.0,97060.0,614044.0,31932.0,443025.0,50036.0,29331.0,52072.0,139069.0,132756.0,1885734.0,44682.0,48531.0,37665.0,137601.0,377802.0,11087.0,336132.0,150017.0,50469.0,59299.0
1981-04-01,11713.0,112453.0,15858.0,167802.66666666666,240936.0,13152.0,238318.0,308455.0,9865.0,311910.0,33497.0,98460.0,598129.0,253984.0,133861.0,71805.0,114407.0,461435.6666666667,648673.0,3162532.0,48422.0,143449.0,609843.0,199025.0,1020242.0,347936.0,321963.0,65062.0,67977.0,63536.0,109951.0,89827.0,210235.0,-13508.0,101675.0,622849.0,1848.0,462864.0,52119.0,29661.0,55284.0,142005.0,135578.0,1917524.0,46548.0,49642.0,38900.0,135265.0,387878.3333333333,11485.0,336763.0,161010.0,49995.0,58834.0
1981-07-01,43960.0,114727.0,17247.0,170689.0,251925.0,13286.0,246606.0,302339.0,11824.0,317448.0,34513.0,97083.0,608337.0,256699.0,134591.0,71999.0,112599.0,461082.3333333333,657774.0,3260609.0,48569.0,147629.0,652297.0,206166.0,1042534.0,357638.0,309900.0,66247.0,70884.0,65760.0,113116.0,98766.0,216164.0,-7561.0,101284.0,629127.0,32136.0,482109.0,53637.0,29995.0,57476.0,145103.0,138361.0,1958099.0,48199.0,51165.0,40435.0,126228.0,395696.6666666667,12038.0,340326.0,169743.0,51999.0,60497.0
1981-10-01,24807.0,114610.0,20010.0,175247.0,236844.0,14247.0,246525.0,304695.0,6527.0,329343.0,36043.0,99090.0,618589.0,260063.0,135573.0,70589.0,113320.0,461493.3333333333,677727.0,3280818.0,50661.666666666664,152898.0,643395.0,211047.0,1065858.0,368532.0,319445.0,66645.0,74181.0,68745.0,116855.0,86737.0,226930.0,-14750.0,102413.0,635702.0,18280.0,503755.0,54171.0,29343.0,55937.0,147710.0,142014.0,1974447.0,49074.0,50175.0,41729.0,114834.0,404702.3333333333,12770.0,348384.0,188485.0,49761.0,60527.0
1982-01-01,-21466.0,116066.0,20802.0,179290.0,246439.0,13780.0,242825.0,293202.0,5054.0,334857.0,36834.0,104469.0,609784.0,262257.0,137129.0,70093.0,111964.0,458740.6666666667,688104.0,3274302.0,50078.0,156927.0,588318.0,215363.0,1091029.0,378474.0,309478.0,64590.0,76486.0,70637.0,120093.0,97178.0,232589.0,-16276.0,102269.0,639854.0,-26520.0,500083.0,55684.0,29242.0,52234.0,149566.0,144880.0,2014155.0,50676.0,49926.0,43117.0,109701.0,413537.3333333333,13739.0,353247.0,186622.0,49515.0,60037.0
1982-04-01,-4166.0,114873.0,18118.0,182235.0,249226.0,13713.0,235435.0,294729.0,4330.0,342920.0,37413.0,108293.0,597786.0,265873.0,141017.0,71284.0,106082.0,455889.0,703093.0,3331972.0,52129.0,161278.0,593621.0,221097.0,1114284.0,382215.0,299115.0,63914.0,73394.0,72185.0,123864.0,96917.0,242237.0,-4386.0,100683.0,638721.0,-8496.0,490069.0,55276.0,29906.0,51309.0,151893.0,149090.0,2039645.0,51654.0,51119.0,44336.0,107717.0,421940.0,14136.0,360173.0,182450.0,46818.0,60918.0
1982-07-01,5798.0,117179.0,18343.0,186647.33333333334,252107.0,13849.0,232297.0,279634.0,9018.0,351509.0,38465.0,115477.0,587157.0,268586.0,144566.0,71925.0,108679.0,459182.6666666667,717344.0,3366322.0,52467.0,166131.0,592954.0,228280.0,1145380.0,389515.0,309282.0,62375.0,74168.0,73500.0,127666.0,98652.0,249191.0,-29647.0,102318.0,649719.0,-3220.0,478723.0,55825.0,29995.0,51869.0,155275.0,152005.0,2085671.0,53141.0,51534.0,45458.0,108433.0,432346.6666666667,14193.0,365835.0,172926.0,43885.0,62396.0
1982-10-01,-39820.0,118863.0,18221.0,191199.66666666666,264356.0,14089.0,228891.0,265274.0,4616.0,364058.0,39142.0,126481.0,589062.0,271846.0,147322.0,73941.0,106675.0,456030.6666666667,737351.0,3402561.0,54584.0,170884.0,549242.0,235990.0,1185317.0,399789.0,294861.0,59798.0,72825.0,74374.0,131743.0,107309.0,257601.0,-29587.0,106457.0,656740.0,-44436.0,471521.0,54604.0,30540.0,49201.0,159356.0,157745.0,2145554.0,54426.0,52566.0,46193.0,117540.0,445866.0,14091.0,373293.0,168257.0,47066.0,63564.0
1983-01-01,-35060.0,120499.0,21312.0,194379.66666666666,268908.0,14451.0,227091.0,270703.0,-7308.0,370501.0,39543.0,135487.0,600580.0,270915.0,150098.0,76084.0,102964.0,459371.3333333333,747852.0,3473413.0,54904.666666666664,174343.0,565520.0,243577.0,1219135.0,405991.0,295251.0,56892.0,77282.0,76435.0,134800.0,106025.0,261538.0,-24548.0,108964.0,657003.0,-27752.0,462106.0,55970.0,31930.0,45724.0,162625.0,162636.0,2184589.0,56375.0,54869.0,47156.0,138473.0,457476.3333333333,14828.0,377351.0,158581.0,47193.0,64970.0
1983-04-01,-7672.0,125300.0,23297.0,198003.0,289584.0,14970.0,237585.0,272514.0,-12952.0,380323.0,40082.0,134365.0,621454.0,275722.0,151971.0,77863.0,105309.0,478164.0,761061.0,3578848.0,55684.333333333336,177649.0,613783.0,250172.0,1246725.0,415877.0,317949.0,57264.0,81602.0,79369.0,137567.0,121549.0,268573.0,-45434.0,111750.0,673049.0,5280.0,466455.0,58305.0,32967.0,49369.0,166718.0,168417.0,2249438.0,58815.0,57204.0,48629.0,155000.0,468469.6666666667,15770.0,380739.0,149502.0,49349.0,67107.0
1983-07-01,-4204.0,127905.0,25166.0,202575.0,302362.0,15623.0,249810.0,278181.0,-32384.0,394447.0,41029.0,148163.0,656472.0,279786.0,155080.0,81235.0,109281.0,496989.0,782216.0,3689179.0,58163.666666666664,180332.0,652269.0,256246.0,1288068.0,426531.0,343381.0,59828.0,84285.0,82913.0,139302.0,127089.0,274538.0,-65200.0,119909.0,688437.0,28180.0,485371.0,59119.0,34344.0,50930.0,171464.0,171374.0,2319895.0,60333.0,59694.0,50271.0,171101.0,483496.6666666667,17018.0,387769.0,152648.0,54768.0,70341.0
1983-10-01,23932.0,132079.0,25789.0,198900.0,319270.0,16334.0,271388.0,286587.0,-8776.0,384159.0,42370.0,145884.0,694564.0,281722.0,157049.0,83900.0,108270.0,512821.3333333333,775099.0,3794706.0,59466.333333333336,184540.0,718496.0,262504.0,1314335.0,436508.0,357972.0,61535.0,91564.0,86654.0,142170.0,137119.0,283571.0,-71385.0,100588.0,696522.0,32708.0,514687.0,65775.0,35399.0,55555.0,174451.0,177016.0,2372496.0,62194.0,62853.0,52400.0,179877.0,492863.3333333333,17920.0,390940.0,156644.0,62734.0,73179.0
1984-01-01,72982.0,134380.0,27681.0,203304.0,331439.0,17190.0,275598.0,292975.0,5502.0,392404.0,43133.0,142762.0,717890.0,285441.0,161618.0,85802.0,108041.0,528231.3333333334,794021.0,3908054.0,61369.666666666664,188458.0,790872.0,269179.0,1337136.0,440690.0,387978.0,65362.0,93322.0,90132.0,145324.0,143396.0,287855.0,-95004.0,104549.0,706457.0,67480.0,531465.0,65641.0,36424.0,56517.0,178595.0,182497.0,2418165.0,63641.0,65816.0,54216.0,186425.0,504808.0,18726.0,401617.0,165735.0,60397.0,76750.0
1984-04-01,69321.0,138196.0,30127.0,209887.0,341269.0,17753.0,288951.0,302200.0,5573.0,408298.0,44891.0,148878.0,749573.0,290613.0,162686.0,88769.0,109584.0,543841.6666666666,819132.0,4009601.0,63157.0,192743.0,818894.0,273637.0,1367341.0,453367.0,406501.0,67302.0,99555.0,93516.0,147852.0,147234.0,293927.0,-104301.0,114371.0,722374.0,63748.0,558274.0,69428.0,38135.0,57666.0,183982.0,184488.0,2475876.0,65115.0,67130.0,56105.0,191299.0,517684.0,19658.0,410833.0,175807.0,64428.0,79170.0
1984-07-01,71338.0,137286.0,32938.0,213988.66666666666,342075.0,18076.0,297338.0,305744.0,6822.0,413986.0,45994.0,155604.0,767514.0,293516.0,167009.0,89392.0,106992.0,546966.3333333334,835720.0,4084250.0,64585.0,196075.0,838852.0,278738.0,1400888.0,463056.0,409591.0,68943.0,103280.0,96775.0,150081.0,146100.0,298336.0,-103847.0,115650.0,724567.0,64516.0,576642.0,70342.0,38627.0,59033.0,186773.0,189154.0,2513523.0,66967.0,67956.0,57827.0,190872.0,529320.0,20872.0,421734.0,182528.0,66082.0,80360.0
1984-10-01,47979.0,140626.0,35690.0,219124.0,353840.0,18174.0,305614.0,308603.0,5015.0,432530.0,47517.0,155779.0,783762.0,294838.0,168352.0,91367.0,108186.0,556030.3333333334,862769.0,4148551.0,68465.33333333333,200454.0,831741.0,284352.0,1427658.0,472927.0,416359.0,70950.0,108553.0,99770.0,152937.0,152036.0,314936.0,-107756.0,117593.0,732781.0,42964.0,590903.0,72863.0,39965.0,59388.0,189132.0,193720.0,2561797.0,68745.0,70472.0,59404.0,192860.0,539556.0,22192.0,430240.0,185519.0,66724.0,83784.0
1985-01-01,16230.0,143070.0,33313.0,222439.0,368007.0,17978.0,302612.0,306010.0,7898.0,434778.0,46831.0,173445.0,793636.0,297822.0,170547.0,91975.0,108141.0,555961.0,875592.0,4230168.0,69424.66666666667,202968.0,809865.0,290984.0,1478785.0,487032.0,397308.0,70446.0,105850.0,101930.0,156137.0,162848.0,313912.0,-91298.0,120866.0,742385.0,8332.0,599417.0,72537.0,40185.0,59895.0,193352.0,198434.0,2636008.0,70987.0,72999.0,60951.0,194219.0,557147.6666666666,23002.0,440814.0,194875.0,66421.0,87355.0
1985-04-01,21646.0,145660.0,35044.0,227377.66666666666,373251.0,18229.0,309543.0,304126.0,4214.0,447306.0,47450.0,175746.0,805394.0,300540.0,174569.0,93435.0,111510.0,566393.6666666666,900527.0,4294887.0,72798.0,206400.0,827040.0,297708.0,1508304.0,491708.0,418571.0,72613.0,107651.0,104310.0,158950.0,165666.0,323695.0,-114445.0,123611.0,752760.0,17432.0,609088.0,72607.0,40803.0,60355.0,195050.0,205795.0,2681764.0,73147.0,73346.0,62338.0,196306.0,568427.0,23742.0,453221.0,195236.0,68924.0,89632.0
1985-07-01,16303.0,148005.0,32405.0,233702.33333333334,396451.0,18648.0,306093.0,297273.0,6563.0,463111.0,48270.0,183819.0,805854.0,303773.0,175366.0,95133.0,111049.0,573209.6666666666,927363.0,4386773.0,75418.33333333333,211291.0,822157.0,306086.0,1548943.0,505290.0,414168.0,71896.0,104832.0,106129.0,163021.0,185418.0,337653.0,-116895.0,125458.0,760485.0,9740.0,604432.0,72427.0,42194.0,58861.0,197658.0,212551.0,2754148.0,74789.0,73706.0,63630.0,201422.0,581987.3333333334,23850.0,464252.0,192210.0,70504.0,91043.0
1985-10-01,33119.0,150646.0,34174.0,237334.66666666666,383752.0,19390.0,313379.0,305433.0,4343.0,466441.0,49078.0,179977.0,826426.0,309677.0,176715.0,97936.0,111428.0,582292.0,938584.0,4444094.0,75526.66666666667,216454.0,859545.0,314004.0,1573224.0,518409.0,438867.0,74919.0,108014.0,108937.0,167375.0,166329.0,342744.0,-133434.0,123697.0,773345.0,28776.0,618067.0,73840.0,43237.0,60478.0,201594.0,214661.0,2779400.0,76909.0,76249.0,65094.0,208359.0,592274.6666666666,24453.0,472143.0,195751.0,69968.0,92550.0
1986-01-01,30397.0,153433.0,33662.0,239269.0,391626.0,20417.0,310777.0,313404.0,2589.0,463966.0,50783.0,188989.0,833060.0,314516.0,181356.0,100123.0,106606.0,584356.3333333334,946803.0,4507894.0,76332.33333333333,221659.0,863457.0,320588.0,1601988.0,522927.0,439418.0,74660.0,108245.0,111076.0,170877.0,169549.0,339119.0,-126014.0,124847.0,779252.0,27808.0,613525.0,74583.0,44213.0,60521.0,204696.0,216320.0,2823648.0,78434.0,77740.0,65905.0,219534.0,607800.0,24755.0,482837.0,191672.0,67352.0,93374.0
