Date,Air,All other electric,Alternative electric,Amusement and recreation,Brokers' commissions and other ownership transfer costs,Brokers' commissions on sale of structures,Commercial and health care,Communication,Dormitories,Educational and vocational,Electric,Farm,Food and beverage establishments,Health care,Hospitals,Hospitals and special care,Improvements,Land,Lodging,Manufactured homes,Manufacturing,Medical buildings,Mining,"Mining exploration, shafts, and wells",Multifamily structures,Multimerchandise shopping,Nonresidential,Nonresidential structures,Office,Other,Other commercial,Other power,Other structures,Permanent site,Petroleum and natural gas,Power,Power and communication,Private fixed investment in new structures,Private fixed investment in structures,Religious,Residential,Residential structures,Single-family structures,Special care,Transportation,Warehouses
1940-01-01,-18.1,,,-16.6,11.3,20.1,16.2,25.4,-3.5,25.7,1.0,-20.5,17.5,8.3,3.8,3.8,1.2,8.4,-20.1,,62.3,17.5,,12.5,,17.5,13.5,13.8,17.5,2.9,17.5,12.0,7.6000000000000005,10.9,,4.6,8.2,11.3,12.7,20.5,12.2,9.3,,4.0,7.6,17.5
1941-01-01,2.4,,,1.5,-2.1,26.7,11.0,37.8,-3.3,7.7,-8.1,23.0,9.1,22.7,30.2,30.2,2.7,11.7,3.5,,64.1,9.2,,3.5,,9.1,18.8,17.3,9.2,-5.6,9.2,9.9,4.050000000000001,9.1,,-1.7,6.3,12.1,11.0,-1.9,5.5,8.0,,30.2,11.5,9.1
1942-01-01,-55.0,,,-54.5,-3.1,-49.6,-64.3,-20.0,-50.8,-62.9,-21.9,-10.7,-66.7,-50.8,-43.4,-43.4,-43.8,6.1,-55.7,,-62.6,-66.7,,-31.9,,-66.7,-38.2,-38.3,-66.7,-47.8,-66.7,-16.7,-22.5,-54.3,,-19.8,-19.9,-46.0,-43.8,-55.2,-48.4,-52.8,,-43.4,4.7,-66.7
1943-01-01,-65.1,,,-65.1,3.4,-29.3,-77.9,-62.9,-72.3,-76.9,-45.4,21.6,-80.3,-68.3,-65.0,-65.0,-33.9,18.8,-65.0,,-58.4,-80.3,,-8.9,,-80.3,-27.3,-27.3,-80.3,-65.0,-80.3,-16.8,-3.0500000000000003,-51.0,,-33.6,-41.4,-37.1,-32.6,-82.1,-37.8,-48.5,,-65.0,18.0,-80.3
1944-01-01,73.4,,,73.1,9.1,16.2,81.2,35.6,52.3,73.7,12.9,-1.3,65.9,118.6,126.8,126.7,26.8,24.0,74.0,,38.7,65.8,,36.6,,65.8,30.9,30.7,65.8,71.2,65.8,50.1,13.950000000000001,-26.5,,32.2,32.7,13.0,10.4,73.8,-12.5,-15.2,,126.8,24.2,65.6
1945-01-01,85.4,,,84.2,-0.9,70.4,184.2,33.9,50.7,173.6,47.7,-8.3,253.1,58.3,36.6,36.6,60.9,-3.0,87.0,,192.9,252.9,,10.3,,253.2,34.8,31.3,253.1,69.3,253.2,-14.9,14.350000000000001,11.5,,10.9,15.0,30.0,26.6,131.1,13.3,26.9,,36.6,-2.6,253.4
1946-01-01,162.0,,,159.0,37.6,146.4,342.5,135.2,234.6,240.0,66.8,297.2,387.3,161.3,96.6,96.6,218.3,-16.9,166.1,,116.9,387.4,,15.4,,387.3,97.5,83.5,387.2,131.9,387.3,10.3,122.75,488.2,,39.6,59.0,172.4,168.5,149.0,303.1,386.9,,96.5,-15.3,387.2
1947-01-01,-38.2,,,-36.2,-14.2,-28.4,-34.6,36.1,-29.0,5.6,52.8,-5.2,-36.9,-17.3,-3.5,-3.5,24.6,-7.8,-40.9,95.4,-14.9,-36.9,25.1,11.6,,-36.9,-9.1,-4.4,-36.9,-3.9,-36.9,65.0,-2.25,33.0,10.8,57.8,51.3,13.9,9.7,23.6,27.6,31.1,,-3.5,-8.7,-36.9
1948-01-01,51.6,,,46.4,-14.3,-16.6,28.2,33.1,14.2,30.6,22.4,-6.5,31.1,11.8,2.9,2.9,16.0,-1.4,59.2,18.3,-26.3,31.1,0.5,22.8,,31.1,5.2,8.5,31.1,-0.9,31.1,5.0,5.1,24.1,24.3,14.8,19.7,16.5,13.9,78.9,19.8,22.0,,2.9,-0.3,31.1
1949-01-01,19.4,,,19.6,4.1,-20.2,-6.8,-27.0,17.9,9.3,22.5,-2.8,-13.2,36.0,64.8,64.8,-11.7,-6.4,19.3,-48.8,-28.5,-13.2,-9.7,1.2,,-13.2,-3.3,-2.1,-13.2,20.6,-13.2,12.4,-5.4,-5.6,1.8,18.3,5.2,-5.4,-5.8,47.4,-7.4,-7.5,,64.8,-5.6,-13.2
1950-01-01,-1.5,,,0.7,14.5,1.8,28.0,-17.4,-7.1,9.9,-10.4,1.1,20.6,59.4,71.3,71.3,6.5,-10.7,-4.4,18.6,9.9,20.6,23.1,18.7,,20.6,7.1,7.8,20.6,35.6,20.6,25.8,3.0500000000000003,47.1,18.5,3.6,-0.5,26.0,25.3,14.3,36.6,37.7,,71.3,-10.4,20.6
1951-01-01,-1.0,,,-4.3,6.5,-1.8,-3.8,1.5,1.0,3.5,-4.7,-5.8,-6.5,4.9,7.4,7.4,-3.1,8.2,3.7,6.5,75.8,-6.5,6.8,5.1,,-6.5,7.7,8.2,-6.5,-37.7,-6.5,5.6,-1.7000000000000002,-20.1,5.0,0.1,0.3,-8.5,-8.3,-2.6,-16.2,-17.0,,7.4,7.8,-6.5
1952-01-01,-7.7,,,-6.3,12.5,-5.7,-22.1,14.4,-5.6,-0.8,14.9,5.8,-25.8,-11.1,-8.3,-8.3,8.6,7.4,-9.4,60.7,6.8,-25.8,-5.9,11.3,,-25.8,-0.4,-0.4,-25.8,13.4,-25.8,-19.4,5.75,-5.8,12.2,-1.6,0.9,-1.6,-1.2,-14.0,-1.7,-2.4,,-8.3,6.8,-25.8
1953-01-01,16.0,,,17.2,5.5,13.9,37.0,6.0,43.0,20.8,11.0,-10.4,56.3,-9.8,-19.9,-19.9,4.6,-4.4,14.4,2.7,-4.4,56.3,10.3,9.3,,56.3,8.9,8.9,56.3,33.4,56.3,10.7,4.2,3.3,9.2,10.9,10.0,5.9,5.8,17.7,3.7,3.7,,-19.9,-3.8,56.3
1954-01-01,21.3,,,20.2,15.2,4.0,24.2,5.2,10.8,27.6,-7.6,-3.5,26.9,13.3,9.2,9.2,1.4,-17.9,22.8,8.9,-6.4,26.9,-11.8,10.6,,26.9,3.4,3.4,26.9,9.1,26.9,-17.5,5.05,10.0,11.6,-11.5,-8.6,6.1,6.4,29.1,8.5,8.0,,9.2,-16.6,26.9
1955-01-01,-16.8,,,-14.8,8.9,17.4,30.4,12.4,11.5,-13.3,-15.9,-5.6,35.3,7.2,-2.5,-2.5,9.2,-7.6,-19.7,63.1,9.5,35.3,0.9,7.6,,35.3,7.2,5.7,35.3,15.2,35.3,3.3,5.35,18.2,7.8,-9.0,-4.8,12.2,12.6,15.5,16.1,16.8,,-2.5,-8.1,35.3
1956-01-01,14.8,,,12.0,-2.7,-1.7,13.2,38.6,28.5,11.0,10.8,3.3,15.2,1.6,-4.9,-4.9,6.1,6.3,18.9,48.5,31.4,15.2,-5.7,-3.2,,15.2,10.5,12.6,15.2,-15.8,15.2,9.8,2.9,-13.4,-3.2,10.4,16.8,-0.2,-1.0,6.6,-8.2,-8.4,,-4.9,6.7,15.2
1957-01-01,7.2,,,9.5,-1.6,1.7,-5.2,-4.4,11.6,-10.2,13.1,-7.2,-9.8,25.7,46.3,46.3,4.9,-7.7,4.1,8.2,6.1,-9.8,-8.5,-5.6,,-9.8,-0.1,-0.4,-9.8,35.2,-9.8,-2.6,0.6,-9.1,-5.5,6.7,3.8,-3.1,-3.4,3.6,-6.0,-5.3,,46.3,-6.9,-9.8
1958-01-01,27.1,,,25.2,10.0,13.3,5.3,-14.9,27.9,12.5,3.2,13.7,1.0,13.9,17.5,17.6,-1.6,-27.0,30.0,-1.9,-31.1,3.5,38.1,-6.5,,0.9,-5.5,-5.5,3.4,3.9,11.1,-6.5,1.15,2.5,-7.9,-0.4,-3.8,-1.7,-2.0,2.3,1.0,1.6,,17.8,-24.1,1.0
1959-01-01,17.6,,,17.1,22.2,3.2,8.5,2.4,6.3,-7.7,-14.6,33.7,10.4,-0.6,-4.2,-4.2,12.9,-8.0,30.3,12.9,-10.8,10.5,10.4,2.7,28.6,10.3,2.4,2.9,10.5,12.5,11.4,10.9,15.5,27.4,2.3,-5.8,-4.1,14.1,15.2,10.7,25.3,23.2,27.1,-4.2,-5.8,10.4
1960-01-01,20.9,,,21.7,-3.8,14.9,6.4,11.5,-2.8,7.9,0.5,7.8,6.8,6.3,6.3,6.3,6.7,2.8,20.2,-2.0,35.5,6.4,7.9,-6.1,-12.0,6.9,7.9,8.1,6.5,32.6,5.5,-5.9,7.75,-11.7,-6.8,-2.1,0.9,-1.0,-1.0,7.1,-6.8,-7.2,-11.6,6.3,4.7,6.8
1961-01-01,-4.2,,,-4.6,3.7,5.9,14.1,-11.9,35.1,7.9,-5.8,-3.4,12.5,23.6,27.8,27.8,2.0,-14.0,18.3,-0.8,-2.2,12.1,8.3,1.8,26.0,12.5,1.4,1.7,12.1,-9.3,11.2,-2.3,0.0,-0.5,1.5,-4.4,-6.3,1.0,0.8,-0.7,0.4,0.5,-5.2,27.8,-12.8,12.5
1962-01-01,3.1,,,3.4,14.6,7.4,11.4,5.2,63.9,10.3,-0.2,9.7,8.6,22.0,26.2,26.2,-8.1,0.5,-6.8,26.8,1.0,8.8,5.4,4.9,45.4,8.6,4.6,5.0,8.8,6.5,10.6,-1.7,1.65,14.0,4.9,-0.8,0.6,7.2,7.5,1.8,9.6,8.9,6.7,26.2,0.9,8.6
1963-01-01,9.1,,,9.1,14.0,-1.8,-3.2,10.1,-13.8,-2.1,7.7,1.1,-5.0,1.1,2.7,2.7,3.6,12.3,25.2,28.1,0.4,-4.4,5.0,-6.1,34.2,-5.0,1.2,1.2,-4.5,9.3,-1.7,2.5,6.9,13.4,-6.8,5.6,6.7,6.7,7.3,-4.9,11.7,10.9,6.8,2.7,11.8,-5.0
1964-01-01,-3.2,,,-2.6,7.4,9.2,8.7,15.2,23.2,8.5,4.4,-1.3,5.9,19.3,22.8,22.8,-0.1,6.1,53.2,36.9,20.2,5.8,0.5,7.1,-0.7,6.0,10.4,10.1,5.8,4.3,5.6,10.4,7.0,6.7,7.6,6.6,8.8,7.8,7.7,-2.9,6.0,6.1,9.7,22.8,4.8,6.0
1965-01-01,31.3,,,30.5,5.6,24.0,17.2,8.5,8.3,1.4,13.2,0.9,20.8,7.4,4.5,4.5,-2.4,6.4,-1.2,21.2,38.3,20.2,-0.1,-1.2,-10.1,20.7,15.9,15.1,20.2,23.4,18.9,8.4,6.65,-4.4,-1.3,11.4,10.6,4.7,4.8,17.2,-2.8,-3.1,-2.3,4.5,9.7,20.8
1966-01-01,1.5,,,2.1,-2.7,6.2,-2.4,4.5,-7.5,20.9,17.3,3.1,-2.7,-1.8,-1.6,-1.6,2.5,12.8,-7.8,11.5,24.3,-2.6,-0.7,-5.2,-16.2,-2.6,6.8,6.4,-2.6,8.9,-1.9,18.1,1.75,-12.3,-5.6,17.6,14.0,-1.5,-1.6,-8.1,-8.6,-8.4,-10.9,-1.6,10.9,-2.7
1967-01-01,-3.2,,,-3.6,5.0,-6.4,-3.8,-3.0,-21.6,3.0,18.3,11.2,-2.7,-7.9,-9.2,-9.2,1.2,-8.9,-13.7,13.8,-12.0,-2.8,-0.7,-4.4,-13.1,-2.8,-2.5,-2.8,-2.8,-7.9,-2.4,5.5,-0.45000000000000007,-4.7,-4.7,13.7,9.4,-2.9,-2.6,-10.0,-2.7,-3.0,-2.0,-9.2,-8.1,-2.8
1968-01-01,-53.2,,,-48.9,11.8,-14.4,9.4,1.6,-18.1,4.3,8.7,-10.6,9.2,12.0,12.9,12.9,-2.4,13.6,-7.2,41.8,-3.7,8.7,19.1,0.6,44.5,9.2,1.4,1.4,8.8,-2.5,7.7,24.8,-3.05,17.5,-0.8,13.9,11.1,7.2,7.5,-3.3,13.4,13.1,9.9,12.9,3.0,9.3
1969-01-01,18.1,,,18.4,2.2,-12.0,15.4,23.6,-21.8,-12.2,1.2,-1.7,13.3,25.0,28.1,28.1,-1.5,2.0,3.8,26.3,5.1,12.8,11.6,4.2,24.4,13.3,5.4,5.5,12.8,20.8,11.5,-19.2,1.0499999999999998,2.9,3.5,-6.1,0.0,4.1,4.1,-14.4,2.9,2.8,-5.1,28.1,3.2,13.2
1970-01-01,0.8,,,3.5,9.7,-19.2,1.3,21.3,-34.6,-19.6,11.5,4.4,-1.4,11.1,14.0,14.0,3.5,-14.5,-7.0,-4.4,-3.4,-1.6,10.1,-5.9,-2.1,-1.4,0.3,0.5,-1.6,14.8,-2.0,-8.6,-1.7,-9.5,-7.6,5.3,9.4,-3.2,-2.8,-11.0,-5.5,-6.8,-13.1,14.0,-13.2,-1.5
1971-01-01,-5.0,,,-4.7,22.1,-18.4,9.3,0.9,-32.2,0.4,2.6,-5.8,10.1,7.6,7.2,7.2,4.9,3.7,-5.0,36.2,-17.4,9.8,5.3,-7.5,27.3,10.0,-1.6,-1.4,9.8,-2.4,9.2,-4.2,3.4999999999999996,34.8,-9.1,0.8,0.8,12.7,13.0,-19.1,27.0,27.4,38.8,7.2,2.8,10.1
1972-01-01,0.7,,,-1.4,11.7,-10.9,9.2,5.8,-39.9,-2.5,4.8,-13.9,23.2,3.4,4.9,4.9,1.9,3.7,33.5,27.6,-12.7,-4.3,2.6,7.3,25.2,23.2,3.1,3.1,-2.7,-9.1,22.3,0.4,5.25,21.0,8.0,3.7,4.3,11.0,11.2,-3.3,17.3,17.5,18.9,4.9,3.4,23.2
1973-01-01,7.3,,,5.4,0.8,50.0,4.5,11.8,15.0,-14.4,5.8,30.9,7.3,-3.7,-5.6,-5.5,-7.9,4.9,9.0,6.1,23.9,6.5,11.2,6.8,2.8,7.3,8.2,8.0,6.5,-3.0,7.4,0.1,2.9,-0.5,6.2,4.4,6.4,2.6,2.7,-10.6,-0.9,-1.3,-2.2,-5.6,5.1,7.3
1974-01-01,-13.1,,,-11.1,-1.5,18.4,-6.3,-6.8,-22.3,-32.5,-9.7,15.8,-6.3,-6.4,-6.4,-6.4,8.2,0.5,-35.4,-30.7,14.0,-6.5,32.9,18.9,-35.6,-6.3,-2.2,-2.3,-6.5,-6.6,-5.3,5.9,-5.0,-27.6,16.9,-6.2,-6.3,-13.4,-12.5,2.0,-20.1,-22.2,-23.3,-6.4,-0.7,-6.3
1975-01-01,-12.9,,,-11.0,7.2,-11.3,-22.1,-14.8,66.5,-19.3,-11.7,4.6,-27.2,-9.3,-6.5,-6.5,13.4,-14.5,-40.4,-31.9,-4.1,-23.2,15.0,16.8,-55.4,-27.2,-10.5,-10.5,-23.5,-4.1,-26.4,14.1,-1.9000000000000004,-23.4,17.0,-5.3,-7.9,-13.0,-11.4,-13.7,-12.2,-15.6,-8.7,-6.5,-14.4,-27.2
1976-01-01,13.5,,,11.4,13.2,-3.9,-1.4,-0.7,-44.9,6.1,9.9,2.8,-1.2,2.4,3.8,3.8,9.2,24.9,-18.5,20.1,-7.6,-5.3,25.9,7.9,-3.1,-1.2,2.4,2.5,-5.0,3.5,-0.3,17.3,8.2,31.4,5.6,12.1,9.1,12.8,12.8,6.7,22.6,24.1,39.3,3.8,24.1,-1.2
1977-01-01,2.5,,,4.2,13.1,30.1,5.3,6.4,-56.4,-3.1,11.6,4.5,12.1,-5.1,-6.6,-6.6,4.4,6.7,-1.4,19.4,2.7,4.7,16.0,12.9,32.6,12.1,4.1,3.9,5.2,12.7,10.1,-37.1,6.95,29.0,12.5,-3.7,-1.5,13.5,13.5,3.1,20.8,22.1,28.5,-6.6,6.4,12.1
1978-01-01,16.1,,,14.9,11.0,-7.1,13.9,16.9,53.5,8.1,5.3,7.4,18.6,-1.1,-4.3,-4.3,11.1,17.6,27.1,3.2,33.3,17.4,-12.5,14.0,12.7,18.6,14.4,14.4,17.5,15.3,20.7,-15.1,11.95,4.6,17.5,1.1,4.8,9.6,9.7,14.6,6.6,6.0,3.3,-4.3,17.5,18.6
1979-01-01,8.2,,,9.4,-4.1,-8.7,19.2,9.6,-43.6,11.6,-0.9,0.1,18.2,3.6,-2.4,-2.4,2.6,-1.1,67.9,0.4,22.9,31.6,-7.7,6.5,22.1,18.2,12.7,12.8,30.6,16.7,19.5,13.6,5.05,-6.4,7.8,1.7,3.8,3.4,2.8,15.3,-4.0,-4.1,-11.4,-2.4,-0.4,18.2
1980-01-01,4.9,,,2.7,-18.8,-9.3,10.0,1.2,35.0,30.8,-2.1,-19.1,-1.0,10.1,5.1,5.1,1.3,-8.1,24.2,-17.0,-16.4,27.6,18.2,40.5,-10.5,-1.0,5.9,5.9,25.6,-8.1,-0.3,13.3,-5.4,-29.7,42.3,0.9,1.0,-8.3,-9.2,-1.5,-21.4,-21.6,-34.3,5.1,-7.2,-1.0
1981-01-01,-1.5,,,-0.7,-16.0,-7.3,8.2,3.6,89.2,-1.2,2.4,-17.1,-5.2,14.8,12.6,12.6,-7.3,-3.9,17.0,2.5,13.5,21.3,28.3,16.3,-3.8,-5.2,8.0,8.1,19.9,-0.3,-3.2,1.4,-6.25,-7.8,15.5,2.2,2.6,1.4,0.2,-3.2,-8.4,-7.1,-9.0,12.6,-3.7,-5.2
1982-01-01,13.7,,,12.2,-17.6,-6.8,8.9,1.7,25.2,6.6,-4.7,-25.0,-16.7,29.0,30.4,30.4,-13.4,-10.0,-4.3,-5.6,-3.5,25.0,-22.3,-7.6,-18.5,-16.7,-1.6,-1.7,23.2,4.2,-16.1,-20.7,-9.85,-22.1,-6.7,-8.2,-5.6,-8.3,-8.8,-9.6,-18.5,-18.5,-23.3,30.4,-8.1,-16.7
1983-01-01,10.3,,,10.6,46.4,2.1,-2.9,-7.8,23.9,6.6,-13.1,-15.3,4.2,4.0,9.4,9.4,5.5,-6.8,22.9,29.1,-27.7,-10.9,-27.7,-17.2,36.9,4.2,-10.8,-10.7,-10.5,14.7,3.5,-30.1,12.75,63.4,-16.6,-16.4,-14.0,7.8,9.8,13.2,43.0,42.0,73.6,9.4,-5.1,4.2
1984-01-01,23.4,,,23.8,10.9,26.6,21.7,9.5,19.1,2.2,-1.2,-4.4,39.3,0.1,-5.8,-5.8,12.9,15.1,25.0,1.3,3.4,20.4,7.6,13.7,22.2,39.3,13.9,13.9,21.0,30.9,38.3,1.4,14.0,17.5,14.0,-0.8,2.2,14.7,14.4,15.3,14.9,15.6,16.0,-5.8,16.0,39.3
1985-01-01,15.6,,,19.2,13.1,17.5,15.5,1.6,-10.5,14.9,-6.9,-32.9,22.2,-3.5,-11.6,-11.6,6.9,13.8,6.2,-4.5,11.9,18.3,-6.1,-10.9,-2.6,22.2,7.1,7.0,18.5,37.9,21.9,21.1,8.85,-1.3,-11.2,-2.3,-1.1,4.0,4.6,10.3,2.2,0.6,-0.9,-11.6,14.0,22.2
1986-01-01,-5.2,,,-7.7,13.1,-2.0,-7.1,9.7,11.0,16.6,7.4,-8.4,-2.2,-7.1,-4.8,-4.8,19.9,-26.6,0.0,-13.7,-16.0,-11.7,-38.4,-41.4,3.0,-2.2,-11.0,-10.9,-11.3,-17.4,-2.3,-2.8,3.9000000000000004,11.6,-41.6,5.4,6.7,0.1,0.9,8.4,12.5,12.9,14.5,-4.8,-23.8,-2.2
1987-01-01,3.9,,,5.1,-0.2,2.7,-3.6,2.5,43.2,40.3,-21.0,17.5,2.1,-0.1,4.8,4.8,4.6,-15.2,-2.2,-2.2,-2.5,-10.8,-27.3,-2.2,-21.1,2.1,-2.9,-2.9,-10.3,10.4,2.0,-0.7,4.35,1.3,-0.2,-17.3,-11.0,-0.2,-0.2,3.2,1.9,2.2,8.0,4.8,-12.0,2.1
1988-01-01,10.9,,,5.4,2.4,5.4,3.0,2.9,-7.6,-22.5,-15.3,-11.4,1.6,9.7,12.9,12.9,1.3,-6.7,-9.5,-5.8,5.5,1.6,3.2,9.7,-14.7,1.6,0.7,0.6,1.6,-17.0,1.5,7.0,-2.05,-3.6,10.1,-10.4,-5.7,-1.0,-0.3,2.5,-1.0,-2.3,-1.2,12.9,-3.3,1.6
1989-01-01,-15.6,,,-12.2,-6.0,7.3,-1.3,-7.6,3.7,9.4,10.8,2.2,0.2,-2.1,-1.9,-1.9,-2.8,7.6,9.3,-6.6,19.8,-2.6,10.6,-9.6,-0.3,0.2,2.0,2.0,-2.4,8.8,0.3,11.9,-1.2,-2.5,-10.7,11.1,3.8,-0.5,-1.1,4.6,-3.3,-2.6,-2.9,-1.9,2.4,0.2
1990-01-01,1.0,,,3.4,-5.4,2.9,-4.0,-0.7,12.4,8.8,-16.8,7.3,-3.5,2.9,6.6,6.6,-8.1,-3.7,16.6,-6.9,13.3,-7.9,11.7,15.5,-12.8,-3.5,1.5,1.6,-7.6,13.9,-3.3,7.7,-0.5,-9.7,15.8,-10.3,-7.0,-3.9,-4.2,-7.5,-8.6,-9.1,-9.1,6.6,-2.8,-3.5
1991-01-01,-7.9,,,-6.9,2.0,-13.7,-22.3,-9.4,-65.2,1.3,43.4,-3.1,-28.5,-10.6,-7.4,-7.4,-4.3,-9.0,-31.9,-12.9,-7.9,-21.1,13.4,-2.2,-22.9,-28.5,-11.1,-11.0,-21.5,-3.5,-27.9,18.5,-7.949999999999999,-13.9,-3.3,35.5,18.8,-11.1,-10.0,-8.8,-9.0,-11.2,-12.4,-7.4,-8.8,-28.5
1992-01-01,-6.0,,,-1.1,10.0,-3.6,-7.1,0.3,30.1,3.4,3.4,-13.4,-2.3,0.0,4.3,4.3,10.6,19.5,-39.3,24.8,-8.2,-16.6,-4.0,-17.2,-15.0,-2.3,-6.0,-6.0,-15.9,17.2,-3.4,20.8,1.8999999999999995,16.6,-18.3,8.2,6.0,4.3,4.9,-10.7,14.1,14.9,21.5,4.3,14.5,-2.3
1993-01-01,12.9,,,7.6,5.1,-0.7,4.0,5.2,47.8,0.2,-4.3,36.9,7.5,4.3,5.2,5.2,12.6,-0.6,20.4,26.9,-21.5,-0.2,3.1,16.2,-19.4,7.5,-0.3,-0.4,0.3,-7.1,5.7,-16.6,9.05,6.7,17.5,-8.2,-4.6,4.8,4.8,7.9,8.3,9.2,9.5,5.2,1.5,7.5
1994-01-01,4.2,,,0.6,1.9,7.6,4.6,3.4,-42.1,-0.4,-12.7,-8.4,-6.1,-4.2,-3.7,-5.4,5.8,4.3,-1.7,21.1,18.4,2.1,28.5,-2.8,29.2,1.1,1.8,1.7,2.6,-12.4,34.5,-18.9,1.7999999999999998,12.0,-5.6,-14.5,-9.3,6.5,6.3,-4.1,9.1,10.2,10.7,-12.6,4.2,15.4
1995-01-01,1.0,,,3.0,-1.3,10.5,5.9,3.1,45.1,9.2,-6.8,-10.2,13.1,-7.8,-15.5,-11.8,-0.1,2.4,47.0,14.0,17.9,11.0,-30.7,-15.1,23.9,-5.3,6.4,6.3,10.9,11.8,3.8,23.9,6.15,-6.6,-13.2,1.5,2.0,0.3,0.2,7.5,-3.5,-3.8,-9.2,4.9,2.2,42.9
1996-01-01,22.1,,,6.5,11.2,9.8,7.7,2.0,15.0,19.7,-22.5,18.7,3.6,3.3,-7.1,2.4,4.3,17.8,50.0,10.5,5.1,6.4,12.5,6.6,10.6,10.5,5.7,5.5,6.7,-17.2,5.1,-21.3,12.350000000000001,9.4,6.0,-22.1,-14.0,6.8,7.3,2.5,8.3,7.9,9.2,37.4,18.5,22.3
