Date,Durable goods,Equipment,Exports,Federal,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross national product,Gross private domestic investment,Imports,Intellectual property products,National defense,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Services,State and local,Structures
1947-01-01,51.874,35.346,19.617,9.665,14.817,20.17533333333333,7.185,11.141,11.113,15.778,13.96,22.294,9.615,9.191,14.928,19.178,11.556,7.154,11.079666666666668,5.184,5.237
1947-04-01,52.351,36.843,21.059,9.552,15.377,21.44666666666667,7.166,11.299,11.273,16.444,14.942,22.52,9.571,8.744,15.073,19.76,11.648,7.553,10.876666666666667,5.266,5.304
1947-07-01,52.644,37.673,22.112,9.166,15.765,22.464,7.028,11.489,11.464,17.141,15.739,22.985,8.824,9.804,15.346,20.282,11.865,7.725,10.834666666666669,5.377,5.489
1947-10-01,53.33,38.028,22.631,9.18,16.093,23.168000000000003,7.116,11.772,11.746,17.793,16.267,23.508,8.819,9.949,15.81,20.65,12.161,7.925,10.878666666666666,5.548,5.671
1948-01-01,53.739,37.828,22.746,9.255,16.259,23.439000000000004,7.249,11.865,11.84,17.612,16.633,23.568,9.039,9.335,16.069,20.759,12.295,8.077,11.058,5.752,5.82
1948-04-01,54.448,38.944,22.606,9.333,16.62,23.461,7.345,11.972,11.946,17.687,16.683,23.96,9.186,9.163,16.23,21.339,12.423,8.173,11.135,5.878,5.979
1948-07-01,56.35,40.562,22.324,9.43,17.127,23.361666666666668,7.492,12.193,12.165,18.266,16.519,24.303,9.326,9.128,16.388,22.07,12.613,8.367,11.207666666666666,6.09,6.134
1948-10-01,56.463,41.293,21.968,9.436,17.314,23.004,7.54,12.23,12.202,18.751,16.258,24.196,9.367,9.033,16.219,22.369,12.574,8.416,11.219333333333333,6.186,6.192
1949-01-01,56.286,41.225,21.575,9.734,17.282,22.573333333333334,7.657,12.165,12.137,18.524,15.9,24.138,9.54,9.676,15.972,22.218,12.476,8.482,11.154000000000002,6.123,6.089
1949-04-01,55.935,41.458,21.173,9.727,17.255,22.21066666666667,7.608,12.043,12.015,17.948,15.732,24.06,9.512,9.722,15.766,22.182,12.4,8.471,11.149333333333333,6.03,6.005
1949-07-01,55.257,41.301,20.84,9.649,17.063,21.917,7.564,11.988,11.96,18.086,15.651,24.014,9.459,9.57,15.587,22.09,12.328,8.27,11.155000000000001,6.016,5.974
1949-10-01,55.173,40.82,20.622,9.835,16.993,21.77333333333333,7.63,11.989,11.961,18.021,15.688,24.006,9.615,9.816,15.469,21.952,12.316,8.268,11.183,5.976,5.983
1950-01-01,54.973,40.918,20.297,9.893,16.98,21.707000000000004,7.625,11.97,11.943,18.171,15.948,24.009,9.648,9.925,15.37,21.965,12.294,8.248,11.14,5.917,5.968
1950-04-01,55.372,41.595,20.342,9.779,17.248,21.90233333333333,7.593,12.011,11.983,18.36,16.272,24.272,9.595,9.654,15.441,22.172,12.352,8.456,11.199666666666667,5.956,5.949
1950-07-01,56.113,42.463,20.531,9.894,17.733,22.406666666666666,7.733,12.272,12.243,18.96,16.801,24.803,9.803,9.448,15.884,22.642,12.61,8.777,11.309,6.123,6.077
1950-10-01,57.066,43.713,20.904,9.839,18.072,23.095,7.799,12.502,12.472,19.634,17.608,25.377,9.838,9.034,16.248,23.395,12.836,8.767,11.433,6.298,6.337
1951-01-01,59.222,45.13,22.134,10.339,18.683,24.664,8.141,12.953,12.92,20.636,19.127,25.663,10.113,10.547,16.934,24.183,13.246,9.064,11.677999999999999,6.512,6.595
1951-04-01,59.629,45.728,22.935,10.149,18.975,25.590999999999998,8.085,13.039,13.007,21.043,20.197,26.06,9.94,10.219,17.088,24.605,13.354,9.175,11.819666666666668,6.621,6.759
1951-07-01,59.66,45.953,23.602,10.179,19.129,26.165333333333333,8.143,13.047,13.015,20.894,20.804,26.279,9.96,10.259,17.052,24.834,13.372,9.226,11.949666666666667,6.736,6.873
1951-10-01,60.24,46.508,23.995,10.329,19.324,26.480999999999998,8.257,13.196,13.164,20.909,20.885,26.497,10.107,10.379,17.267,25.102,13.549,9.309,12.076,6.82,6.937
1952-01-01,60.659,46.656,23.407,10.187,19.408,25.700333333333333,8.181,13.19,13.158,20.752,20.009,26.391,9.912,10.714,17.285,25.211,13.606,9.351,12.203000000000001,6.829,6.993
1952-04-01,59.945,46.927,23.344,10.311,19.491,25.44366666666667,8.283,13.206,13.174,20.464,19.672,26.384,10.037,10.824,17.22,25.267,13.602,9.429,12.253,6.915,6.969
1952-07-01,60.561,46.749,23.305,10.393,19.522,25.282666666666668,8.379,13.354,13.321,20.968,19.323,26.495,10.114,10.947,17.25,25.2,13.691,9.516,12.291333333333332,7.059,6.955
1952-10-01,59.122,46.692,23.273,10.546,19.482,25.096666666666668,8.467,13.39,13.357,20.761,19.003,26.553,10.264,11.091,17.321,25.206,13.714,9.459,12.295333333333332,7.054,6.969
1953-01-01,59.679,46.62,23.363,10.415,19.5,25.06233333333333,8.413,13.393,13.361,20.634,18.831,26.799,10.113,11.148,17.247,25.231,13.766,9.467,12.305,7.125,6.99
1953-04-01,59.738,46.827,23.323,10.457,19.608,24.943,8.43,13.42,13.387,20.667,18.642,26.909,10.144,11.264,17.174,25.427,13.786,9.479,12.295333333333334,7.102,7.088
1953-07-01,59.357,47.04,23.249,10.42,19.761,24.887,8.407,13.476,13.443,20.878,18.554,26.987,10.086,11.392,17.21,25.614,13.861,9.562,12.293333333333335,7.1,7.18
1953-10-01,59.487,46.954,23.151,10.485,19.715,24.867333333333335,8.439,13.501,13.468,20.676,18.556,26.987,10.153,11.434,17.205,25.579,13.922,9.522,12.283333333333331,7.083,7.169
1954-01-01,59.989,47.702,23.043,10.596,19.732,24.945999999999998,8.492,13.544,13.511,20.557,18.77,27.143,10.29,11.336,17.262,25.689,13.992,9.468,12.323,7.058,7.071
1954-04-01,58.493,48.44,22.962,10.644,19.808,24.93133333333333,8.577,13.556,13.524,20.506,18.857,27.098,10.326,11.463,17.319,25.805,13.973,9.493,12.302333333333332,7.217,7.0
1954-07-01,57.533,47.846,22.916,10.723,19.807,24.918000000000003,8.635,13.574,13.542,20.805,18.977,27.105,10.42,11.421,17.251,25.638,13.927,9.604,12.292,7.256,7.003
1954-10-01,57.184,47.941,22.91,10.824,19.825,24.881333333333334,8.707,13.611,13.579,21.001,18.99,27.114,10.526,11.476,17.17,25.678,13.912,9.601,12.299,7.299,7.012
1955-01-01,57.517,47.554,22.978,10.941,19.839,24.82466666666667,8.751,13.675,13.643,21.11,18.753,27.564,10.614,11.778,17.169,25.629,13.957,9.647,12.288666666666666,7.249,7.029
1955-04-01,57.783,47.766,23.076,11.203,19.972,24.87033333333333,8.901,13.731,13.7,21.055,18.765,27.638,10.879,11.982,17.12,25.77,13.971,9.73,12.307,7.279,7.085
1955-07-01,58.325,48.631,23.192,11.281,20.212,24.97,8.994,13.827,13.796,21.324,18.804,27.81,11.012,11.698,17.137,26.164,14.025,9.797,12.336,7.402,7.18
1955-10-01,58.48,49.649,23.348,11.414,20.473,25.066666666666666,9.101,13.964,13.933,21.994,18.863,27.997,11.147,11.798,17.126,26.686,14.063,9.803,12.379666666666667,7.492,7.34
1956-01-01,58.71,50.575,23.524,11.565,20.895,25.209,9.251,14.104,14.072,22.474,18.919,28.383,11.318,11.785,17.167,27.414,14.121,9.882,12.391333333333334,7.663,7.666
1956-04-01,58.842,51.412,23.765,11.757,21.123,25.441666666666666,9.393,14.187,14.155,22.281,19.066,28.684,11.502,12.008,17.327,27.657,14.216,10.033,12.463333333333333,7.763,7.644
1956-07-01,59.697,52.674,24.035,11.816,21.475,25.691,9.48,14.365,14.332,22.846,19.181,28.979,11.565,12.029,17.493,28.323,14.355,10.05,12.562333333333333,7.893,7.852
1956-10-01,60.479,53.525,24.318,11.857,21.635,25.930333333333333,9.533,14.423,14.39,22.73,19.36,29.177,11.621,11.949,17.546,28.691,14.439,10.005,12.673666666666668,7.968,7.932
1957-01-01,60.967,54.543,24.662,12.116,21.841,26.136,9.701,14.621,14.587,23.262,19.441,29.486,11.878,12.199,17.707,29.124,14.569,9.976,12.872333333333335,8.048,8.016
1957-04-01,61.811,54.568,24.854,12.203,21.939,26.267,9.797,14.723,14.689,23.34,19.453,29.67,11.944,12.44,17.803,29.281,14.662,10.001,12.976666666666667,8.168,8.117
1957-07-01,61.806,54.998,24.929,12.289,22.087,26.29733333333333,9.858,14.811,14.777,23.236,19.339,29.842,12.039,12.427,17.993,29.478,14.781,10.069,13.049999999999999,8.207,8.16
1957-10-01,61.926,55.828,24.898,12.446,22.178,26.221666666666664,9.939,14.821,14.788,22.54,19.149,29.918,12.171,12.736,18.065,29.699,14.858,10.03,13.066333333333333,8.208,8.14
1958-01-01,63.024,55.756,24.65,12.587,22.001,26.06833333333333,10.006,14.982,14.947,22.703,18.698,30.266,12.307,12.89,18.354,29.423,15.041,9.984,12.984666666666667,8.199,7.92
1958-04-01,62.769,56.091,24.55,12.702,22.098,25.941999999999997,10.098,15.025,14.991,22.591,18.503,30.41,12.399,13.162,18.389,29.598,15.069,9.994,12.945,8.276,7.97
1958-07-01,62.703,56.146,24.537,12.805,22.132,25.907333333333337,10.17,15.117,15.083,23.217,18.471,30.505,12.532,13.055,18.334,29.665,15.08,9.994,12.924,8.321,8.001
1958-10-01,62.479,56.24,24.587,12.885,22.174,25.909666666666666,10.22,15.189,15.154,23.771,18.512,30.609,12.599,13.228,18.24,29.735,15.074,10.003,12.923666666666668,8.344,8.025
1959-01-01,63.568,56.639,24.433,12.873,22.208,26.021666666666665,10.256,15.224,15.19,23.434,18.534,30.641,12.535,13.546,18.295,29.777,15.176,10.018,12.775333333333334,8.436,7.97
1959-04-01,63.809,56.984,24.473,12.85,22.303,26.039,10.247,15.248,15.215,23.368,18.623,30.908,12.528,13.44,18.3,29.963,15.238,10.025,12.894666666666666,8.441,8.015
1959-07-01,63.798,57.268,24.681,12.845,22.373,26.132,10.243,15.307,15.273,23.367,18.712,31.144,12.554,13.275,18.379,30.11,15.33,10.022,13.069666666666665,8.437,8.046
1959-10-01,63.77,57.404,24.943,12.853,22.414,26.353333333333335,10.251,15.367,15.333,23.42,18.894,31.348,12.566,13.261,18.447,30.182,15.414,10.029,13.163000000000002,8.446,8.053
1960-01-01,63.679,57.311,24.975,12.838,22.446,26.310000000000002,10.283,15.428,15.395,23.729,18.84,31.411,12.549,13.25,18.422,30.2,15.434,10.06,13.200333333333333,8.528,8.081
1960-04-01,63.603,57.601,24.933,12.823,22.485,26.33,10.292,15.467,15.434,23.623,18.835,31.431,12.528,13.262,18.554,30.222,15.515,10.098,13.218333333333334,8.564,8.033
1960-07-01,63.407,57.701,25.048,12.981,22.48,26.40433333333333,10.389,15.52,15.487,23.488,18.931,31.516,12.646,13.626,18.609,30.21,15.573,10.1,13.315666666666667,8.607,7.996
1960-10-01,63.295,57.645,24.97,13.127,22.447,26.352,10.479,15.566,15.532,23.23,18.881,31.572,12.8,13.715,18.714,30.129,15.642,10.111,13.359333333333334,8.647,7.942
1961-01-01,63.302,57.49,25.087,13.081,22.404,26.441000000000003,10.482,15.6,15.566,23.362,18.899,31.595,12.729,13.814,18.742,30.089,15.671,10.079,13.357333333333335,8.7,7.941
1961-04-01,63.6,57.32,25.42,13.12,22.421,26.536333333333335,10.542,15.636,15.602,23.428,18.879,31.626,12.77,13.842,18.612,30.068,15.669,10.117,13.424333333333331,8.785,7.956
1961-07-01,63.89,57.162,25.373,13.065,22.414,26.509,10.54,15.676,15.643,23.498,18.859,31.725,12.7,13.868,18.646,30.049,15.726,10.12,13.467333333333334,8.839,7.964
1961-10-01,63.812,57.053,25.562,13.119,22.416,26.570999999999998,10.596,15.725,15.692,23.628,18.851,31.802,12.753,13.927,18.611,30.066,15.742,10.111,13.511333333333333,8.9,7.993
1962-01-01,63.825,57.022,25.607,13.188,22.433,26.444,10.675,15.806,15.773,23.66,18.635,31.8,12.81,14.055,18.683,30.074,15.81,10.129,13.629666666666665,8.996,8.005
1962-04-01,63.91,57.021,25.358,13.261,22.453,26.30633333333333,10.723,15.832,15.799,23.515,18.665,31.859,12.887,14.098,18.732,30.115,15.866,10.128,13.707666666666668,9.023,8.031
1962-07-01,64.12,57.036,25.344,13.317,22.447,26.253,10.755,15.865,15.833,23.47,18.599,31.855,12.952,14.107,18.751,30.108,15.909,10.125,13.761333333333333,9.033,8.022
1962-10-01,63.867,56.837,25.385,13.343,22.425,26.27933333333333,10.795,15.898,15.866,23.391,18.695,31.858,12.912,14.434,18.848,30.084,15.957,10.111,13.883666666666665,9.091,8.046
