Date,Compensation of general government employees,Consumption of general government fixed capital,Defense consumption expenditures,Durable goods,Federal consumption expenditures,Government consumption expenditures,Gross output of general government,Health and hospital charges,Intermediate goods and services purchased,Less: Own-account investment,Less: Sales to other sectors,Nondefense consumption expenditures,Nondurable goods,Other nondurable goods,Other sales,Services,State and local consumption expenditures,Tuition and related educational charges,Value added
2011-07-01,-2.3,1.7399999999999998,-5.4,-2.8,-9.7,-6.1,-3.9,1.6,-8.28,-0.9,2579.9800000000005,-17.6,8.450000000000001,-6.2,1.1,-11.459999999999999,-3.6,-3.1,-1.1800000000000002
2011-10-01,-0.5800000000000001,1.56,-3.0,-0.4,3.1,0.0,-1.7600000000000002,0.8,-4.54,-0.7,-41.96,16.1,-12.75,2.0,-1.0,-4.279999999999999,-2.0,-2.7,-0.020000000000000018
2012-01-01,-0.32,1.42,-0.5,0.38,1.7,-0.1,0.6599999999999999,0.8,1.6600000000000001,-1.72,-25.54,6.1,-2.4499999999999997,-22.1,-1.8,4.319999999999999,-1.3,-0.7,0.10000000000000009
2012-04-01,-1.6,1.3,-6.0,-3.22,-4.1,-2.1,-2.1399999999999997,0.4,-4.34,-0.47999999999999987,33.86,-0.4,5.425,9.9,-0.7,-6.5200000000000005,-0.8,0.0,-0.7
2012-07-01,-1.44,1.2,2.7,0.44000000000000006,2.4,0.8,0.86,1.2,3.3,0.14000000000000004,-25.96,1.9,0.625,-6.8,-1.5,4.88,-0.2,-0.7,-0.5800000000000001
2012-10-01,-1.3,1.1199999999999999,-12.4,-8.58,-8.4,-3.5,-4.779999999999999,2.7,-11.379999999999999,-0.72,-6.4799999999999995,-0.3,-20.55,1.9,-2.7,-11.22,-0.2,-1.2,-0.52
2013-01-01,-1.4,1.42,-9.2,-16.0,-7.6,-2.6,-4.1,4.0,-10.24,0.5599999999999999,4.4399999999999995,-4.7,6.9750000000000005,-14.7,4.8,-12.4,0.8,2.0,-0.4600000000000001
2013-04-01,-2.32,1.2,-1.0,-2.6,-2.0,-0.3,-1.1199999999999999,3.7,-1.3,-0.45999999999999996,-1.08,-3.8,-2.9749999999999996,-12.9,1.1,-0.2600000000000001,0.8,-2.4,-1.1
2013-07-01,-4.32,1.0,-9.9,-0.82,-7.1,-2.7,-4.08,2.2,-7.2,-1.24,0.45999999999999996,-2.2,-7.199999999999999,-3.8,0.0,-8.620000000000001,0.1,-1.7,-2.4400000000000004
2013-10-01,-5.62,0.8,-6.7,-8.78,-7.5,-3.0,-4.9399999999999995,3.1,-7.0200000000000005,-1.6800000000000002,0.9,-8.9,-0.7999999999999999,-12.4,0.3,-7.3,-0.2,-0.8,-3.44
2014-01-01,6.82,0.6,0.1,-0.31999999999999995,3.3,0.3,2.3800000000000003,5.4,-1.56,-1.6800000000000002,7.659999999999999,9.2,0.8749999999999999,1.9,0.3,-1.94,-1.4,-1.1,4.24
2014-04-01,-1.12,0.6199999999999999,-5.5,-4.14,-4.8,-1.3,-1.86,5.4,-4.34,-1.08,122.78,-3.7,-9.65,-4.7,0.1,-3.1,0.8,0.0,-0.5199999999999999
2014-07-01,-1.5799999999999998,0.6,7.8,-8.879999999999999,6.3,3.0,3.88,4.6,14.16,0.9200000000000002,-16.240000000000002,3.8,5.25,17.4,1.6,20.24,1.1,1.7,-0.8800000000000001
2014-10-01,-1.34,0.58,-13.6,11.3,-8.4,-1.4,-3.2399999999999998,5.9,-6.919999999999999,1.42,18.2,1.2,5.8500000000000005,1.3,2.0,-11.42,3.0,0.7,-0.64
2015-01-01,0.9400000000000001,0.6,1.4,-0.019999999999999928,3.5,3.7,3.54,4.1,9.76,6.0200000000000005,-15.64,6.9,12.0,13.2,5.6,10.82,3.9,2.0,0.76
2015-04-01,-0.19999999999999996,0.66,-1.4,1.42,-0.7,2.0,1.46,3.7,4.5200000000000005,3.62,58.019999999999996,0.3,0.7,-0.7,4.3,5.7,3.6,2.7,0.10000000000000002
2015-07-01,0.2,0.74,-3.5,1.4800000000000002,-0.3,2.0,0.6599999999999999,3.7,1.6000000000000003,3.9200000000000004,-29.3,5.0,9.8,9.7,3.8,-0.22000000000000028,3.4,2.6,0.36
2015-10-01,0.7,0.78,2.3,15.319999999999999,2.3,2.6,2.34,3.4,6.0200000000000005,2.8,-9.1,2.4,8.825,0.5,2.9,4.38,2.8,2.1,0.6799999999999999
2016-01-01,2.1,0.8800000000000001,-1.4,-2.2600000000000002,-0.5,2.0,1.3800000000000001,2.8,0.9400000000000001,0.35999999999999976,52.1,1.0,8.95,4.9,2.4,0.15999999999999998,3.5,3.3,1.64
2016-04-01,0.82,1.0,-2.3,-4.98,-1.6,0.5,-0.039999999999999945,2.9,-1.7400000000000002,3.16,15.8,-0.4,2.3,-7.5,2.7,-1.48,1.8,2.0,0.8400000000000001
2016-07-01,1.3,1.1199999999999999,6.3,10.48,3.0,2.3,2.62,2.7,5.4799999999999995,0.5599999999999999,29.1,-1.9,1.5750000000000002,-3.9,2.3,5.76,1.8,2.7,1.24
2016-10-01,-0.18,1.24,-0.2,1.72,0.2,-0.1,-0.4600000000000001,3.4,-2.0200000000000005,-0.5000000000000001,-25.52,0.8,-1.025,-4.0,2.5,-2.62,-0.3,0.5,0.22000000000000003
2017-01-01,0.33999999999999997,1.3599999999999999,-3.8,-0.5800000000000001,-3.6,-2.0,-2.4,4.7,-8.7,-0.5999999999999999,-2.54,-3.3,-0.34999999999999987,-7.6,0.8,-11.24,-1.1,0.2,0.6
2017-04-01,-0.44000000000000006,1.44,4.2,7.3,0.4,0.1,0.6199999999999999,3.5,1.16,-0.4800000000000001,61.67999999999999,-5.2,-1.975,-7.8,2.4,1.0800000000000005,-0.1,0.1,0.18000000000000002
2017-07-01,0.68,1.58,-2.1,-1.9599999999999997,-0.8,0.0,-0.05999999999999996,3.0,-1.8799999999999997,1.0,-2.2,1.4,2.625,3.7,2.4,-2.6799999999999997,0.4,0.6,0.9400000000000001
2017-10-01,0.48,1.7,4.2,8.74,4.0,1.8,2.98,1.6,8.059999999999999,2.8,7.159999999999999,3.7,4.825,16.0,2.8,8.16,0.6,2.0,0.82
2018-01-01,-0.25999999999999995,1.8199999999999998,0.0,-0.6199999999999999,2.9,0.7,1.5399999999999998,2.8,4.58,4.18,-29.98,7.7,3.8000000000000003,11.5,5.3,5.76,-0.6,0.5,0.34
2018-04-01,1.52,1.8199999999999998,4.7,14.4,2.9,1.9,2.6,3.6,4.66,3.08,45.02,0.0,-2.2750000000000004,-3.2,1.9,4.34,1.3,0.2,1.56
2018-07-01,1.02,1.8,6.3,10.54,4.9,3.3,3.44,4.9,7.9799999999999995,3.06,-19.080000000000002,2.7,4.325,2.0,1.4,8.26,2.4,-2.4,1.22
2018-10-01,-2.02,1.8399999999999999,3.5,-8.84,-0.8,1.8,0.9800000000000001,5.3,4.3,1.06,147.56,-7.3,1.775,0.3,0.2,7.4799999999999995,3.2,-1.5,-0.72
2019-01-01,-4.0600000000000005,2.2600000000000002,5.6,9.48,2.1,3.9,1.4,-1.0,8.620000000000001,2.06,-32.160000000000004,-3.3,5.65,8.7,2.1,8.540000000000001,4.9,-1.0,-1.9400000000000002
2019-04-01,10.459999999999999,2.2800000000000002,8.8,5.58,10.7,7.1,9.4,2.2,13.26,12.18,80.91999999999999,13.8,3.2,12.4,1.6,16.119999999999997,5.2,-1.4,7.139999999999999
2019-07-01,2.42,2.42,0.9,5.86,1.5,4.2,2.8,4.5,3.5799999999999996,10.059999999999999,-12.42,2.5,4.324999999999999,-0.4,-1.3,3.3,5.8,-0.9,2.42
2019-10-01,1.44,2.54,1.2,21.58,0.2,3.8,2.6399999999999997,6.0,4.42,11.4,78.38000000000001,-1.4,2.325,-12.7,-5.3,3.0200000000000005,5.9,-0.9,1.8799999999999997
2020-01-01,0.6399999999999999,2.6399999999999997,3.3,-9.6,2.8,2.7,1.8399999999999999,-2.2,3.2,12.36,-31.660000000000004,2.0,2.825,-16.0,-8.4,7.26,2.6,-3.9,0.9800000000000001
2020-04-01,-4.180000000000001,2.7600000000000002,-1.8,520.3000000000001,38.0,10.0,29.060000000000002,-45.9,207.9,11.7,-36.96,128.8,4.5,23.4,-24.2,298.58000000000004,-3.4,-0.8,-3.34
2020-07-01,7.640000000000001,2.8600000000000003,-0.5,-26.32,-16.9,-7.2,-8.64,80.2,-25.18,21.4,18.4,-35.5,6.1,15.0,8.6,-28.479999999999997,-1.1,0.7,6.140000000000001
2020-10-01,-4.24,2.98,11.4,-7.460000000000001,-1.5,-3.0,-1.2,10.3,0.40000000000000024,22.22,19.44,-18.7,5.675000000000001,14.1,6.2,0.6600000000000006,-3.8,1.3,-2.12
2021-01-01,0.5,3.06,-4.2,75.44,26.2,8.9,23.759999999999998,1.3,121.69999999999997,19.98,17.54,90.1,42.5,401.0,9.9,130.0,-0.1,1.3,1.28
2021-04-01,1.04,3.04,-2.7,-17.8,-10.9,-3.7,-5.52,5.5,-15.66,11.540000000000001,217.9,-21.2,-1.5499999999999996,14.6,6.3,-18.660000000000004,0.9,-0.3,1.7399999999999998
2021-07-01,1.4800000000000002,3.0,-5.7,13.1,-10.7,-0.9,-5.840000000000001,3.6,-18.14,2.56,-27.6,-17.4,-9.175,-39.0,5.8,-20.86,5.0,-0.9,2.3600000000000003
2021-10-01,-1.46,2.96,-5.9,40.459999999999994,2.8,0.1,3.9199999999999995,8.5,13.579999999999998,-1.9400000000000002,420.34,17.1,7.5,51.2,5.6,10.94,-1.3,-1.5,-0.039999999999999994
2022-01-01,-0.4600000000000001,2.92,-11.5,-23.419999999999998,-9.8,-3.8,-5.48,8.9,-15.26,-8.22,76.36,-7.2,-9.05,-36.7,3.9,-13.5,-0.4,2.0,0.7
2022-04-01,-2.18,2.9200000000000004,0.0,-9.940000000000001,-5.9,-1.6,0.16,5.5,1.3400000000000003,-4.0,541.4,-13.9,-8.6,-21.9,3.3,7.280000000000001,0.8,-1.0,-0.34
2022-07-01,1.0,2.94,-0.7,13.559999999999999,0.8,2.3,3.04,2.8,5.4399999999999995,2.04,351.47999999999996,3.1,8.55,54.7,2.8,1.1199999999999999,3.1,-0.7,1.86
2022-10-01,1.44,2.92,0.9,7.380000000000001,5.1,3.9,1.86,2.5,1.3800000000000001,6.22,-39.28,11.5,4.4750000000000005,28.6,1.1,-2.2199999999999998,3.3,-2.0,2.16
2023-01-01,4.54,2.9400000000000004,6.5,-11.58,4.7,5.0,1.42,1.1,-2.9999999999999996,17.6,-47.7,2.1,-10.375,-49.2,2.2,4.36,5.1,-2.9,4.279999999999999
2023-04-01,1.3800000000000001,2.9400000000000004,-1.6,2.2399999999999998,-3.6,0.8,0.9800000000000001,2.1,-1.14,10.180000000000001,682.14,-6.6,-2.05,-7.7,4.1,-1.38,3.2,-0.8,2.12
2023-07-01,2.5,2.9400000000000004,8.2,1.4,7.1,4.6,3.1,1.6,3.62,10.08,-53.64,5.6,1.0250000000000001,-11.8,1.0,5.42,3.3,-0.8,2.84
2023-10-01,0.4999999999999999,2.9200000000000004,-1.8,-0.1,-1.3,1.1,0.06000000000000005,3.5,-2.6,6.42,-16.400000000000002,-0.5,4.675000000000001,-4.4,0.5,-3.8200000000000003,2.5,1.9,1.5
2024-01-01,2.56,2.8600000000000003,-0.3,-15.559999999999999,1.7,1.9,2.12,4.1,0.9400000000000001,3.54,-5.94,4.7,4.8,17.5,6.9,2.6,2.1,3.6,2.7399999999999998
2024-04-01,1.3599999999999999,2.8600000000000003,3.6,7.92,2.7,2.1,2.2399999999999998,1.9,2.7,2.62,-12.1,1.5,1.25,-0.1,1.6,2.04,1.8,3.7,1.9
2024-07-01,1.1400000000000001,2.9,11.9,28.48,8.2,4.5,5.9399999999999995,-0.4,14.180000000000001,1.56,55.239999999999995,3.1,50.550000000000004,12.3,2.4,8.78,2.5,3.6,1.7600000000000002
2024-10-01,1.9,2.9,5.2,19.96,4.4,2.9,3.28,2.7,5.040000000000001,-0.52,-3.3400000000000007,3.2,3.35,4.2,2.9,2.7199999999999998,2.1,3.7,2.2
