Date,Compensation of general government employees,Consumption of general government fixed capital,Defense consumption expenditures,Durable goods,Federal consumption expenditures,Government consumption expenditures,Gross output of general government,Health and hospital charges,Intermediate goods and services purchased,Less: Own-account investment,Less: Sales to other sectors,Nondefense consumption expenditures,Nondurable goods,Other nondurable goods,Other sales,Services,State and local consumption expenditures,Tuition and related educational charges,Value added
1954-07-01,-1.9200000000000004,4.7,-7.9,-30.22,-8.6,-3.8,-8.6,8.1,-19.52,-8.040000000000001,-57.339999999999996,-13.0,-2.6500000000000004,-35.1,10.8,8.040000000000001,8.6,8.9,-0.2799999999999999
1954-10-01,1.8599999999999999,4.08,-13.2,-0.4800000000000001,-2.0,-0.5,14.920000000000002,5.0,42.52,-5.2,165.26,87.2,20.199999999999996,40.4,10.5,-38.8,3.2,15.6,2.7199999999999998
1955-01-01,-2.3600000000000003,3.4,3.1,-15.12,-5.7,0.0,-4.0,10.9,4.0200000000000005,0.35999999999999976,18617.36,-41.0,-47.375,-39.3,15.6,741.1400000000001,14.0,14.7,-0.82
1955-04-01,-4.5600000000000005,3.38,-17.6,111.97999999999999,-12.2,-7.7,32.22,16.5,138.16000000000003,-0.5200000000000001,7752.325,23.5,99.60000000000001,606.0,9.1,67.68,2.8,4.8,-2.38
1955-07-01,3.3,3.4200000000000004,12.7,-35.68,13.4,10.2,-6.9,15.3,-7.780000000000001,4.76,-44.64,17.2,-25.5,-96.8,5.0,135.82,3.8,10.3,3.6
1955-10-01,1.2799999999999998,3.44,-10.8,-17.759999999999998,-13.3,-8.1,-10.120000000000001,18.4,-29.3,-0.76,-0.7600000000000001,-25.0,-31.45,104.0,2.3,2.6999999999999993,4.1,25.4,1.9599999999999997
1956-01-01,0.4999999999999999,3.4,-2.8,99.38000000000001,-5.5,-3.8,-6.180000000000001,14.1,-19.54,11.559999999999999,-32.86,-18.7,-26.724999999999998,458.8,-5.7,56.65999999999999,-0.2,8.7,1.4
1956-04-01,-0.4799999999999997,3.72,11.3,52.019999999999996,9.0,8.2,9.940000000000001,13.1,35.940000000000005,15.48,553.6,-3.5,8.549999999999999,0.9,-0.6,31.9,6.6,11.3,0.8000000000000002
1956-07-01,4.62,4.12,-7.6,-24.6,-14.7,-8.5,-16.16,12.2,-42.92,15.939999999999998,-62.82000000000001,-49.2,-30.175,4.3,0.8,-20.84,5.5,15.5,4.58
1956-10-01,3.1,4.46,10.1,15.84,13.1,10.6,13.84,8.2,50.239999999999995,-5.24,29.78,36.2,43.25,-32.8,3.1,19.82,5.7,20.9,3.6
1957-01-01,1.48,4.84,6.1,29.46,11.6,8.2,20.52,8.5,92.18,12.919999999999998,586.16,53.8,112.30000000000001,76.8,4.0,32.0,1.8,16.6,2.5
1957-04-01,2.3600000000000003,4.88,9.1,34.9,-4.4,-1.1,-7.7,19.1,-14.4,10.56,104.96,-62.1,-34.824999999999996,53.5,5.0,31.419999999999998,5.8,9.1,3.1
1957-07-01,1.64,4.9799999999999995,0.0,-9.719999999999999,-2.6,1.1,-2.4600000000000004,20.1,-12.799999999999999,12.920000000000002,146.9,-20.7,-19.9,-38.6,5.9,5.74,8.5,18.5,2.5
1957-10-01,-7.88,5.08,-4.3,-11.2,8.7,8.2,32.38,24.1,755.78,5.76,7.24,175.3,2775.225,-77.8,5.4,-20.46,7.4,14.6,-4.32
1958-01-01,0.39999999999999947,5.18,-4.1,-9.12,-17.2,-8.9,-19.080000000000002,35.8,-28.24,2.22,-26.939999999999998,-71.9,-35.724999999999994,-87.4,4.2,-17.4,8.9,11.0,2.1999999999999997
1958-04-01,1.7,5.12,2.4,162.78,13.9,12.0,58.04,27.8,41.45,5.2,8868.18,155.7,614.0,660.0,6.4,49.7,8.7,13.6,2.7199999999999998
1958-07-01,6.140000000000001,5.1,-2.1,-49.6,-3.1,0.1,-9.459999999999999,17.8,-32.220000000000006,16.68,-69.1,-10.2,-11.15,-84.8,3.8,-10.499999999999998,6.3,16.1,5.9
1958-10-01,0.9800000000000001,5.04,-2.6,37.42,5.9,5.2,18.740000000000002,22.1,162.57999999999998,20.66,714.0400000000001,80.2,62.0,124.7,6.7,4.4,4.0,17.9,2.06
1959-01-01,-5.28,5.76,-27.3,-29.1,-20.7,-13.6,-1.1600000000000004,-5.7,24.999999999999996,24.44,1548.3799999999999,26.3,18.825,269.6,5.4,250.42,0.2,36.6,-2.28
1959-04-01,0.5000000000000001,5.6,-8.2,13.040000000000001,9.8,7.0,19.06,-0.5,72.22,16.619999999999997,-49.32,143.5,112.45,-8.0,7.6,-32.040000000000006,2.5,-0.7,1.94
1959-07-01,1.2,5.7,5.8,-0.9399999999999998,5.1,5.0,4.9799999999999995,-2.9,12.920000000000002,0.4199999999999996,43.88,2.8,19.775,-26.0,7.9,7.5,4.7,-0.1,2.4799999999999995
1959-10-01,1.3400000000000003,5.8,1.5,20.020000000000003,-1.7,0.8,0.8000000000000002,-9.1,-1.8199999999999998,0.5600000000000002,283.9,-14.0,-17.85,239.4,8.4,40.84,5.3,7.1,2.58
1960-01-01,6.839999999999999,5.9799999999999995,-5.8,-37.22,-19.3,-10.3,-17.86,0.1,-43.92,-6.26,-11.579999999999998,-61.0,-37.525,-57.7,17.0,-17.68,6.1,18.7,7.1
1960-04-01,10.26,6.0,3.8,-9.76,4.2,6.1,6.08,-17.6,-2.54,19.36,-0.9199999999999999,7.0,-4.7749999999999995,-55.4,7.5,7.959999999999999,9.0,14.8,9.18
1960-07-01,-2.6999999999999997,6.0600000000000005,9.7,27.8,9.6,6.8,7.260000000000001,-10.7,42.260000000000005,2.0,-2.9999999999999996,9.3,21.2,99.9,5.5,57.779999999999994,2.7,13.2,-0.3999999999999998
1960-10-01,0.76,6.1,-3.1,8.919999999999998,2.5,3.8,8.040000000000001,-7.5,34.32,8.180000000000001,-22.32,35.1,32.65,72.6,8.6,-2.84,5.8,5.4,2.16
1961-01-01,3.7,6.159999999999999,-0.5,-30.2,-11.9,-4.0,-10.540000000000001,2.2,-31.259999999999998,18.56,-2.1400000000000006,-52.9,23.624999999999996,26.8,15.8,13.76,8.8,8.5,4.54
1961-04-01,2.68,6.38,0.5,10.48,8.2,7.3,13.879999999999999,12.3,98.64,-14.24,75.97999999999999,59.4,31.999999999999996,167.8,14.1,24.18,5.9,11.0,3.6399999999999997
1961-07-01,6.14,6.640000000000001,11.9,37.14,11.8,6.5,8.64,17.2,18.7,14.819999999999999,-0.28000000000000186,11.3,53.95,7.0,6.6,7.980000000000001,-0.7,7.6,6.159999999999999
1961-10-01,9.72,6.88,10.4,1.72,8.1,6.2,5.459999999999999,21.7,-2.7399999999999998,30.96,-26.54,-2.6,10.475,82.5,1.7,-5.2,3.4,13.1,8.08
1962-01-01,4.220000000000001,7.12,16.9,61.44,17.1,10.1,13.02,25.4,47.18,-6.9799999999999995,93.64,17.9,65.35000000000001,356.3,24.3,22.520000000000003,0.4,16.2,4.82
1962-04-01,2.7600000000000002,7.279999999999999,-1.0,0.9999999999999998,3.7,4.1,7.92,14.4,22.520000000000003,3.9000000000000012,110.36000000000001,30.6,47.675000000000004,-59.5,7.4,-18.080000000000002,4.7,9.5,4.1
1962-07-01,1.72,7.460000000000001,6.9,23.14,13.2,9.4,16.36,8.8,63.78000000000001,40.42,0.21999999999999886,47.5,102.3,0.8,2.1,28.7,3.7,18.0,3.4799999999999995
1962-10-01,-1.8800000000000001,7.56,5.9,-9.72,3.3,3.7,2.46,3.7,10.319999999999999,13.98,2.76,-7.3,4.7,18.8,6.8,32.44,4.2,14.6,0.76
1963-01-01,4.26,7.6,-10.3,23.119999999999997,-13.5,-7.2,-5.6,-0.2,-27.96,-0.7600000000000009,1839.0800000000004,-26.9,-40.125,37.0,30.6,-1.02,3.3,12.5,5.380000000000001
1963-04-01,4.42,7.580000000000001,-0.8,-15.14,-3.6,0.0,-5.96,2.6,-26.959999999999997,20.16,21.039999999999992,-16.2,-43.550000000000004,-24.3,12.4,-5.9399999999999995,5.4,15.2,5.06
1963-07-01,3.9,7.519999999999999,15.2,24.759999999999998,24.7,17.4,29.160000000000004,1.8,213.95999999999998,16.48,111.92,80.4,288.725,-14.9,11.0,96.5,7.3,14.5,4.779999999999999
1963-10-01,-0.5,7.5,-3.8,8.98,-7.6,-2.5,-5.76,6.9,-21.080000000000002,0.4999999999999999,-17.84,-23.0,-10.6,52.5,12.0,-17.64,5.4,13.6,1.56
1964-01-01,2.2399999999999998,7.459999999999999,-8.3,-11.0,-5.6,-0.4,3.4,7.4,3.5200000000000005,6.960000000000001,350.24,8.1,18.0,81.2,6.0,6.099999999999999,7.6,21.2,3.7
1964-04-01,3.88,7.260000000000001,-2.9,3.4,1.0,3.1,2.32,11.4,-4.779999999999999,9.02,-44.519999999999996,19.6,-17.775,-35.1,11.9,-0.8999999999999997,6.1,18.0,4.64
1964-07-01,3.2600000000000002,7.06,0.9,-10.98,-2.7,0.6,-0.060000000000000143,13.2,-9.8,8.959999999999999,205.56,-16.9,38.8,-70.3,9.2,-17.5,5.4,15.0,4.0200000000000005
1964-10-01,1.5799999999999998,6.859999999999999,-5.7,9.28,-5.7,-0.5,-1.4999999999999998,11.5,-14.959999999999999,8.04,1.7199999999999993,-5.4,-13.8,92.3,11.6,-10.219999999999999,7.1,18.5,2.96
1965-01-01,-1.28,6.6,-3.0,6.08,-0.9,1.5,3.28,15.9,12.38,1.8399999999999999,37.00000000000001,9.1,19.775,17.2,11.0,-5.680000000000001,4.9,16.9,0.8
1965-04-01,3.5,6.580000000000001,3.8,32.14,3.3,5.4,4.4399999999999995,14.3,6.08,15.26,-17.7,1.5,-43.2,20.0,8.7,46.040000000000006,8.2,12.1,4.34
1965-07-01,5.8,6.640000000000001,13.4,-10.24,17.3,12.8,17.68,15.9,71.22,9.86,206.3,35.2,529.275,50.1,5.8,29.860000000000003,7.2,18.4,5.86
1965-10-01,6.74,6.639999999999999,19.1,14.1,12.7,9.9,7.260000000000001,15.9,14.7,4.14,-18.779999999999998,-10.9,30.799999999999997,-3.8,6.9,20.44,6.2,14.2,6.24
1966-01-01,5.4399999999999995,6.68,7.1,53.239999999999995,1.3,3.0,1.6800000000000002,15.0,-6.9,6.3,285.38,-22.0,-18.424999999999997,-35.3,1.1,0.6600000000000001,5.3,15.7,5.18
1966-04-01,8.5,6.760000000000001,18.1,92.62,20.3,13.6,16.72,13.5,52.4,7.720000000000001,64.06,31.4,86.75000000000001,85.8,12.1,24.200000000000003,5.2,9.9,7.7
1966-07-01,11.8,6.840000000000001,18.8,-15.180000000000001,11.9,9.3,4.24,12.2,-7.26,0.9399999999999998,-46.2,-16.4,-33.05,-4.0,6.4,68.56,5.8,9.4,10.02
1966-10-01,9.379999999999999,6.9799999999999995,8.8,64.2,3.6,4.9,1.2399999999999998,10.3,-17.52,8.8,-17.720000000000002,-20.3,-23.05,-53.6,11.1,-30.26,6.8,11.7,8.4
1967-01-01,6.8,7.159999999999999,25.2,15.02,37.3,20.6,36.480000000000004,10.9,1006.32,4.9399999999999995,6.879999999999998,120.6,815.7249999999999,456.2,10.8,98.28,0.4,13.2,6.319999999999999
1967-04-01,1.7200000000000002,6.88,5.6,-20.6,0.3,1.9,-2.04,15.7,-9.879999999999999,-6.640000000000001,22.580000000000005,-22.4,22.125,-88.4,7.6,-10.939999999999998,4.4,9.8,3.14
1967-07-01,5.24,6.540000000000001,4.0,12.680000000000001,1.6,3.9,3.18,16.7,-4.88,-0.1400000000000002,668.94,-10.2,-3.5,161.5,1.0,31.200000000000006,7.2,13.4,5.58
1967-10-01,0.16000000000000014,6.24,0.3,8.219999999999999,3.6,4.5,5.640000000000001,21.3,28.2,1.0400000000000003,-2.2800000000000002,22.9,-0.5750000000000002,147.9,5.9,24.08,5.9,11.2,1.86
1968-01-01,5.14,5.959999999999999,17.9,48.459999999999994,14.5,11.9,9.6,21.5,19.8,1.8800000000000001,-13.24,-1.8,80.775,-73.3,3.9,-14.460000000000003,8.3,19.8,5.5
1968-04-01,5.14,5.56,1.6,-14.12,-1.6,1.1,-1.42,15.2,-18.82,5.36,25.520000000000003,-17.3,7.1499999999999995,-86.3,5.1,-23.759999999999998,5.0,11.3,5.16
1968-07-01,1.9200000000000004,5.16,-6.8,16.36,-1.4,2.2,6.2,10.8,75.22,-1.6199999999999999,2.1999999999999993,33.9,-9.625,119.0,4.2,29.060000000000002,7.4,5.3,2.82
1968-10-01,-3.2600000000000002,4.76,0.1,5.840000000000001,0.9,3.0,3.4799999999999995,5.3,20.5,8.34,103.12,5.1,12.0,106.5,3.1,24.0,6.0,8.2,-0.96
1969-01-01,3.44,4.34,-11.7,-9.9,-7.6,-1.5,-0.34,1.7,-6.480000000000001,8.36,-31.18,15.7,-9.95,99.6,3.6,-1.3199999999999996,7.2,10.1,3.7
1969-04-01,2.94,4.06,4.1,-10.62,4.9,5.4,6.3,-0.1,18.119999999999997,7.359999999999999,90.72,8.9,8.675,-63.8,0.5,30.18,6.0,9.7,3.2
1969-07-01,2.8600000000000003,3.72,-4.2,-7.679999999999998,-1.3,1.9,2.96,0.4,6.9,4.779999999999999,-9.860000000000003,13.1,8.1,-53.3,1.6,-21.380000000000003,6.2,13.0,3.08
1969-10-01,-0.2,3.44,0.9,-7.92,-2.7,1.5,-2.1599999999999993,-1.7,-9.8,-2.3,-20.339999999999996,-17.5,-25.3,106.3,0.0,54.839999999999996,7.0,17.7,0.9199999999999999
1970-01-01,-4.38,3.1599999999999997,-17.0,5.8999999999999995,-12.4,-4.4,-3.2599999999999993,-2.5,-4.92,-2.58,212.21999999999997,11.5,-29.325,190.1,1.5,9.360000000000001,6.3,20.5,-2.12
1970-04-01,-1.9799999999999998,2.7600000000000002,-14.6,17.580000000000002,-9.5,-3.2,-2.0800000000000005,3.0,0.07999999999999652,-1.72,-23.240000000000002,14.9,-28.775,-4.3,3.9,8.06,4.6,18.3,-0.5199999999999999
1970-07-01,-1.98,2.3,-3.7,4.02,-3.2,1.3,-0.36000000000000015,10.1,0.08000000000000043,2.9200000000000004,-28.72,-1.2,-0.4250000000000007,-20.0,2.2,5.24,6.7,13.5,-0.64
1970-10-01,-1.2,1.94,-4.9,13.12,-3.2,1.0,0.76,15.9,4.2,-5.3,13.8,3.5,32.449999999999996,84.9,2.8,0.019999999999999397,5.7,11.6,-0.2
1971-01-01,1.52,1.52,-4.5,-26.4,-3.5,0.3,-0.4800000000000001,22.5,-7.74,0.8000000000000002,-5.94,0.6,-25.275,28.0,3.4,39.02,4.5,17.8,1.5
1971-04-01,-2.6399999999999997,1.1,-12.3,4.4799999999999995,-3.6,0.0,4.22,18.3,68.24,-0.76,22.22,35.2,14.625,99.6,0.7,19.22,4.0,11.8,-1.52
1971-07-01,-1.42,0.64,-12.4,-1.5000000000000007,-5.9,-0.7,0.8399999999999999,17.0,11.58,-1.86,561.48,18.7,7.7749999999999995,-31.3,4.0,-9.620000000000001,5.1,6.0,-0.7399999999999999
1971-10-01,-1.12,0.22000000000000003,-2.9,-25.8,-5.8,-0.7,-3.1399999999999997,16.0,-9.360000000000001,6.640000000000001,-9.54,-14.5,-13.325,-34.8,1.8,4.92,4.7,5.3,-0.6399999999999999
1972-01-01,-2.1799999999999997,0.5800000000000001,-0.7,367.52000000000004,6.1,4.3,10.16,13.4,67.74,8.52,9357.4,31.1,70.375,168.1,2.7,39.06,2.4,5.0,-1.4600000000000002
1972-04-01,-2.04,0.7,-3.8,2.5200000000000005,-1.6,1.1,1.48,15.4,10.66,2.02,126.64000000000001,5.6,-6.6000000000000005,11.5,2.8,24.16,3.9,7.1,-1.1600000000000001
1972-07-01,1.22,0.8400000000000002,-17.7,-13.38,-13.7,-5.3,-6.5,10.4,-25.36,-6.14,-14.1,-0.4,-26.3,34.9,2.2,-20.8,3.9,4.2,1.12
1972-10-01,2.38,0.9799999999999999,-3.5,-9.360000000000001,-3.0,-0.1,0.1,14.3,-6.4,7.32,52.86,-1.5,-10.15,-25.8,2.9,-5.96,2.9,9.9,1.9600000000000002
1973-01-01,-2.92,1.1199999999999999,-3.2,18.06,-2.4,-0.2,-0.9400000000000001,12.9,2.9200000000000004,-1.6600000000000001,-14.059999999999999,0.2,-13.625,11.5,-5.6,10.6,1.9,25.7,-1.7399999999999998
1973-04-01,-2.48,1.1,-5.6,-0.7399999999999997,-4.4,-0.4,-0.78,8.2,1.6400000000000001,-5.5,356.52,-0.8,-14.375,12.9,-5.3,17.259999999999998,3.5,3.3,-1.4
1973-07-01,-2.04,1.06,-15.7,-29.639999999999997,-10.9,-2.5,-4.859999999999999,8.2,-15.339999999999998,0.0,-23.8,4.4,-17.049999999999997,-40.0,-5.1,-24.18,5.9,-25.0,-1.06
1973-10-01,1.9600000000000002,1.0,4.7,10.32,2.2,3.4,2.02,5.0,4.04,4.64,-10.64,-4.5,22.95,-25.5,-0.3,-5.48,4.6,39.8,1.7
1974-01-01,7.340000000000001,1.1,-0.5,3.4800000000000013,6.7,5.5,9.68,1.2,30.159999999999997,-1.2,178.32,29.3,2.5249999999999995,70.2,-5.6,48.0,4.5,-3.3,5.38
1974-04-01,0.8400000000000001,1.1800000000000002,2.4,20.4,-6.0,-0.8,-4.7,2.2,-17.020000000000003,9.9,-4.16,-26.2,-13.375,-15.6,0.8,-3.5200000000000005,4.0,-15.6,0.9199999999999999
1974-07-01,0.62,1.22,-11.9,-26.24,2.5,3.3,7.4,0.1,83.53999999999999,-3.6,-28.68,55.0,55.574999999999996,52.2,-3.3,3.46,3.9,-5.4,0.78
1974-10-01,1.1400000000000001,1.22,1.5,57.6,3.1,4.0,3.72,-1.2,13.120000000000001,-6.16,1.1799999999999997,7.1,-3.925,24.9,-4.8,7.120000000000002,4.8,27.1,1.1400000000000001
1975-01-01,1.7799999999999998,1.2799999999999998,-1.5,-1.6999999999999997,-2.9,2.9,0.9399999999999998,3.8,-0.41999999999999993,3.1399999999999997,74.28,-6.3,10.625,-50.7,3.5,-3.3400000000000007,8.1,4.2,1.7600000000000002
1975-04-01,0.18000000000000002,1.4,-2.7,-9.379999999999999,-0.2,2.3,1.0000000000000002,5.7,2.5000000000000004,-9.3,-19.28,6.2,5.625,-15.4,3.4,1.18,4.5,-7.0,0.52
1975-07-01,0.5199999999999999,1.4600000000000002,-0.7,28.360000000000003,-0.9,1.4,-2.0,3.9,-10.52,3.22,-50.5,-1.3,-40.075,-1.0,2.2,3.84,3.4,-29.1,0.76
1975-10-01,0.58,1.52,-1.2,15.479999999999999,-0.1,0.0,1.26,5.1,2.8600000000000003,1.6599999999999997,130.82,2.5,50.75,60.5,4.7,-7.88,0.1,37.2,0.76
1976-01-01,1.52,1.5399999999999998,-5.2,-33.4,-4.4,-1.8,-2.6,10.4,-15.02,-9.059999999999999,-17.4,-2.5,-6.95,-40.1,9.1,-13.74,0.5,9.5,1.4599999999999997
1976-04-01,0.8399999999999999,1.5799999999999998,2.0,18.240000000000002,0.0,0.3,1.72,7.1,4.8,6.279999999999999,180.74,-4.9,-12.35,47.2,6.9,12.2,0.6,-2.2,1.0
1976-07-01,1.6,1.6800000000000002,-5.9,-0.8400000000000001,-4.1,-0.4,-0.8799999999999999,3.6,-9.26,2.6000000000000005,18.860000000000003,0.4,3.375,7.5,9.1,-5.86,2.6,-11.2,1.64
1976-10-01,1.2399999999999998,1.72,-1.5,15.6,1.1,1.9,-0.96,2.3,-8.98,-7.640000000000001,-51.760000000000005,7.6,-19.2,-48.2,6.7,-11.379999999999999,2.5,30.6,1.3800000000000001
1977-01-01,-0.24,1.8,2.5,50.980000000000004,1.9,1.9,4.42,-2.5,22.0,-6.94,526.8,0.3,17.625,9.8,1.4,11.34,1.9,4.7,0.34
1977-04-01,0.5,1.9,3.4,44.12,4.7,2.6,3.8,-0.3,15.02,1.58,245.1,8.0,-11.049999999999999,-3.7,3.5,14.059999999999999,1.0,-4.7,0.8
1977-07-01,1.94,1.92,5.4,-9.16,4.8,3.8,4.720000000000001,5.9,14.74,-1.58,16.64,3.5,71.55,5.8,5.6,15.120000000000001,3.0,-6.9,1.9600000000000002
1977-10-01,0.36,1.9799999999999998,-7.4,8.26,-1.4,0.5,-0.3999999999999998,8.5,-2.6599999999999993,-7.1,-42.879999999999995,14.2,-5.35,128.2,5.0,-11.879999999999999,2.0,22.5,0.8600000000000001
1978-01-01,3.7,2.04,3.6,24.080000000000002,0.6,1.5,1.4,11.6,-3.6,-0.6,32.28,-6.2,-18.775,31.0,-2.1,-0.2000000000000001,2.2,1.9,3.1399999999999997
1978-04-01,1.1800000000000002,2.08,2.2,8.739999999999998,4.4,2.1,4.58,6.3,17.0,22.36,60.9,9.8,17.975,93.5,2.8,13.419999999999998,0.2,4.2,1.3599999999999999
1978-07-01,2.1599999999999997,2.16,1.4,3.38,-0.1,1.6,1.58,3.6,-0.6200000000000001,15.9,38.62,-3.8,36.325,21.3,7.1,-11.319999999999999,3.0,6.7,2.2800000000000002
1978-10-01,0.8800000000000001,2.22,-4.8,-5.4799999999999995,0.0,1.8,2.4799999999999995,3.2,7.539999999999999,13.3,69.42,12.2,-9.625,24.4,6.0,6.540000000000001,3.2,10.8,1.4600000000000002
1979-01-01,-0.22000000000000003,2.2600000000000002,4.8,20.46,2.6,1.6,1.64,24.8,5.779999999999999,-6.6800000000000015,-7.219999999999999,-2.3,-7.075,-0.5,-6.9,17.22,0.8,-5.3,0.5199999999999999
