Date,Durable goods,Farm,Final sales of domestic business,Final sales of goods and structures of domestic business,Manufacturing,Merchant wholesalers,Motor vehicle dealers,Nondurable goods,Nonfarm,Nonmerchant wholesalers,Other,Private inventories,Retail trade,Wholesale trade
1991-04-01,170376.14285714287,130143.0,353910.0,220020.0,389000.0,198420.0,59086.0,126991.28571428571,924447.0,34258.0,65821.0,1054590.0,233004.0,232678.0
1991-07-01,170046.7142857143,124305.0,356724.0,220738.0,385159.0,199703.0,61359.0,128227.14285714286,926728.0,34758.0,66195.5,1051033.0,236996.0,234461.0
1991-10-01,170730.2857142857,124451.0,357312.0,219306.0,384126.0,204193.0,60955.0,130291.71428571429,933999.0,34963.0,66540.0,1058450.0,240188.0,239156.0
1992-01-01,169332.0,133823.0,365719.0,223468.0,380500.0,205396.0,61120.0,130916.14285714286,930946.0,34449.0,66358.0,1064769.0,239843.0,239845.0
1992-04-01,170408.57142857142,136518.0,370408.0,225993.0,379819.0,208601.0,63012.0,132768.14285714287,939389.0,34858.0,67329.0,1075907.0,243998.0,243459.0
1992-07-01,170683.7142857143,140314.0,375582.0,228630.0,381347.0,209257.0,63365.0,134473.42857142858,945589.0,35665.0,67846.5,1085903.0,246249.0,244922.0
1992-10-01,170595.42857142858,133060.0,383096.0,232666.0,377580.0,213379.0,64161.0,136168.14285714287,949517.0,34932.0,68812.0,1082577.0,249373.0,248311.0
1993-01-01,173106.2857142857,128659.0,384811.0,232787.0,378343.0,215761.0,69382.0,137630.2857142857,962137.0,35121.0,69067.5,1090796.0,259866.0,250882.0
1993-04-01,174699.42857142858,128775.0,390893.0,236620.0,381098.0,216981.0,71660.0,139028.85714285713,972148.0,34821.0,70768.0,1100923.0,263531.0,251802.0
1993-07-01,176171.85714285713,127882.0,396298.0,238683.0,381054.0,220400.0,70462.0,139167.2857142857,976169.0,34636.0,71491.0,1104051.0,264601.0,255036.0
1993-10-01,178356.14285714287,132283.0,404598.0,245297.0,380068.0,223848.0,70743.0,139642.0,983693.0,34753.0,73483.5,1115976.0,268551.0,258601.0
1994-01-01,180681.85714285713,140345.0,408611.0,247290.0,383414.0,223982.0,73386.0,139995.57142857142,992706.0,35348.0,74581.0,1133051.0,272258.0,259330.0
1994-04-01,185280.57142857142,132372.0,414287.0,250706.0,389317.0,229639.0,75683.0,142621.14285714287,1015002.0,35669.0,76387.0,1147374.0,281684.0,265308.0
1994-07-01,189131.0,131142.0,420704.0,255120.0,395136.0,235443.0,78239.0,144989.0,1033416.0,36565.0,77325.0,1164558.0,287291.0,272008.0
1994-10-01,194185.2857142857,134524.0,427572.0,259963.0,404319.0,243902.0,81289.0,148896.2857142857,1060021.0,37627.0,79025.5,1194545.0,293619.0,281529.0
1995-01-01,199990.7142857143,132731.0,432089.0,262575.0,417030.0,252175.0,85550.0,153607.57142857142,1092127.0,38759.0,80658.0,1224858.0,301511.0,290934.0
1995-04-01,203214.0,129267.0,437069.0,263887.0,422924.0,257392.0,87942.0,157036.7142857143,1112165.0,40033.0,82064.0,1241432.0,308130.0,297425.0
1995-07-01,204407.2857142857,128522.0,445749.0,269530.0,425095.0,260722.0,86685.0,158339.42857142858,1119060.0,40385.0,82768.0,1247582.0,309964.0,301107.0
1995-10-01,206326.0,131115.0,451340.0,273254.0,424526.0,262624.0,89103.0,158800.7142857143,1126077.0,41109.0,83902.5,1257192.0,312212.0,303733.0
1996-01-01,205879.2857142857,130607.0,458393.0,277671.0,424864.0,263333.0,84911.0,159813.57142857142,1127221.0,42075.0,85327.0,1257828.0,309188.0,305408.0
1996-04-01,207073.7142857143,137622.0,467647.0,283931.0,423334.0,264231.0,88073.0,159957.2857142857,1131495.0,41996.0,85979.5,1269117.0,313789.0,306227.0
1996-07-01,209997.0,143730.0,472289.0,287076.0,425942.0,262755.0,91890.0,159271.7142857143,1139805.0,42516.0,86355.5,1283535.0,320276.0,305271.0
1996-10-01,209982.7142857143,136550.0,481769.0,292320.0,428918.0,262445.0,91212.0,161644.57142857142,1148115.0,42716.0,88458.0,1284665.0,321961.0,305161.0
1997-01-01,211686.57142857142,138442.0,487318.0,295587.0,428951.0,267284.0,90903.0,162763.42857142858,1155482.0,42904.0,89500.0,1293924.0,322055.0,310188.0
1997-04-01,214707.57142857142,138103.0,493729.0,299191.0,432003.0,273031.0,91354.0,163835.57142857142,1167025.0,42722.0,89842.0,1305128.0,324883.0,315753.0
1997-07-01,215849.0,138375.0,505461.0,307465.0,434520.0,275874.0,91837.0,165888.85714285713,1176730.0,42831.0,91007.0,1315105.0,327373.0,318705.0
1997-10-01,218484.7142857143,136895.0,509891.0,308880.0,439838.0,280716.0,92875.0,168137.2857142857,1191013.0,43612.0,92070.5,1327908.0,328767.0,324328.0
