Date,Consumption expenditures,Consumption of fixed capital,Contributions for government social insurance,Current expenditures,Current receipts,Current surplus of government enterprises,Current tax receipts,Current transfer payments,Current transfer payments to the rest of the world,Current transfer receipts,Federal grants-in-aid,From business (net),From persons,From the rest of the world,Government social benefit payments to persons,Gross government investment,Income receipts on assets,Interest payments,Net state and local government saving,Personal current taxes,Subsidies,Taxes on corporate income,Taxes on production and imports,To persons and business,To the rest of the world
1947-01-01,2695.0,448.0,44.0,3317.0,3278.0,83.0,2870.0,410.0,,174.0,120.0,14.0,41.0,,410.0,529.0,106.0,213.0,-40.0,243.0,,155.0,2472.0,213.0,
1947-04-01,2829.0,458.0,45.0,3519.0,3457.0,89.0,2945.0,475.0,,271.0,213.0,15.0,43.0,,475.0,722.0,107.0,215.0,-62.0,247.0,,146.0,2552.0,215.0,
1947-07-01,2701.0,476.0,43.0,3511.0,3695.0,84.0,3053.0,593.0,,407.0,345.0,16.0,46.0,,593.0,850.0,108.0,218.0,184.0,254.0,,145.0,2654.0,218.0,
1947-10-01,2977.0,493.0,43.0,3765.0,3747.0,80.0,3175.0,567.0,,340.0,273.0,17.0,50.0,,567.0,788.0,109.0,221.0,-19.0,253.0,,158.0,2765.0,221.0,
1948-01-01,3076.0,511.0,51.0,4012.0,3841.0,75.0,3304.0,709.0,,295.0,221.0,19.0,55.0,,709.0,718.0,116.0,226.0,-171.0,285.0,,164.0,2856.0,226.0,
1948-04-01,3218.0,527.0,51.0,4156.0,4014.0,70.0,3395.0,707.0,,381.0,303.0,20.0,59.0,,707.0,1009.0,117.0,231.0,-142.0,285.0,,173.0,2936.0,231.0,
1948-07-01,3030.0,546.0,50.0,3952.0,4182.0,65.0,3480.0,686.0,,470.0,387.0,20.0,63.0,,686.0,1208.0,117.0,236.0,230.0,286.0,,170.0,3024.0,236.0,
1948-10-01,3321.0,553.0,49.0,4155.0,4309.0,64.0,3531.0,593.0,,547.0,460.0,21.0,66.0,,593.0,1134.0,119.0,242.0,154.0,284.0,,164.0,3083.0,242.0,
1949-01-01,3450.0,552.0,50.0,4314.0,4390.0,77.0,3646.0,616.0,,494.0,404.0,21.0,69.0,,616.0,1002.0,123.0,248.0,76.0,333.0,,164.0,3149.0,248.0,
1949-04-01,3562.0,544.0,48.0,4456.0,4431.0,79.0,3705.0,640.0,,475.0,383.0,22.0,71.0,,640.0,1384.0,124.0,254.0,-25.0,338.0,,144.0,3224.0,254.0,
1949-07-01,3336.0,541.0,49.0,4275.0,4650.0,83.0,3792.0,678.0,,603.0,509.0,23.0,72.0,,678.0,1589.0,123.0,261.0,375.0,343.0,,150.0,3299.0,261.0,
1949-10-01,3640.0,539.0,47.0,4630.0,4705.0,85.0,3853.0,723.0,,598.0,502.0,24.0,72.0,,723.0,1422.0,122.0,267.0,75.0,344.0,,147.0,3362.0,267.0,
1950-01-01,3770.0,523.0,54.0,4839.0,4740.0,87.0,3938.0,795.0,,532.0,435.0,27.0,70.0,,795.0,1168.0,128.0,274.0,-99.0,367.0,,146.0,3426.0,274.0,
1950-04-01,3863.0,525.0,55.0,5067.0,4864.0,90.0,4036.0,923.0,,553.0,455.0,28.0,70.0,,923.0,1512.0,130.0,281.0,-203.0,370.0,,175.0,3492.0,281.0,
1950-07-01,3600.0,549.0,56.0,4645.0,5065.0,87.0,4226.0,757.0,,562.0,462.0,29.0,71.0,,757.0,1697.0,135.0,289.0,420.0,371.0,,215.0,3640.0,289.0,
1950-10-01,3939.0,584.0,58.0,4951.0,5146.0,90.0,4266.0,715.0,,589.0,487.0,30.0,72.0,,715.0,1547.0,144.0,296.0,195.0,373.0,,234.0,3659.0,296.0,
1951-01-01,4043.0,625.0,59.0,5038.0,5379.0,95.0,4485.0,690.0,,582.0,478.0,30.0,74.0,,690.0,1376.0,159.0,305.0,341.0,411.0,,257.0,3817.0,305.0,
1951-04-01,4171.0,650.0,59.0,5147.0,5368.0,99.0,4450.0,663.0,,593.0,488.0,30.0,75.0,,663.0,1819.0,167.0,312.0,222.0,416.0,,218.0,3816.0,312.0,
1951-07-01,3875.0,667.0,62.0,4840.0,5441.0,102.0,4533.0,646.0,,575.0,468.0,31.0,77.0,,646.0,2032.0,169.0,320.0,601.0,424.0,,197.0,3912.0,320.0,
1951-10-01,4229.0,679.0,62.0,5200.0,5636.0,104.0,4650.0,645.0,,653.0,544.0,32.0,77.0,,645.0,1811.0,167.0,326.0,436.0,429.0,,211.0,4010.0,326.0,
1952-01-01,4270.0,675.0,67.0,5309.0,5652.0,107.0,4752.0,707.0,,562.0,452.0,33.0,77.0,,707.0,1506.0,164.0,332.0,344.0,454.0,,211.0,4087.0,332.0,
1952-04-01,4538.0,693.0,68.0,5626.0,5782.0,102.0,4857.0,749.0,,593.0,481.0,34.0,78.0,,749.0,1920.0,162.0,339.0,155.0,461.0,,199.0,4197.0,339.0,
1952-07-01,4098.0,718.0,69.0,5169.0,5963.0,97.0,4960.0,723.0,,675.0,561.0,35.0,80.0,,723.0,2111.0,162.0,347.0,794.0,462.0,,198.0,4301.0,347.0,
1952-10-01,4464.0,710.0,74.0,5554.0,6138.0,97.0,5096.0,734.0,,705.0,589.0,35.0,81.0,,734.0,1860.0,166.0,357.0,583.0,461.0,,218.0,4416.0,357.0,
1953-01-01,4625.0,725.0,74.0,5717.0,6073.0,105.0,5184.0,725.0,,530.0,412.0,34.0,84.0,,725.0,1559.0,180.0,367.0,356.0,478.0,,216.0,4491.0,367.0,
1953-04-01,4692.0,721.0,75.0,5819.0,6366.0,110.0,5258.0,750.0,,738.0,617.0,35.0,86.0,,750.0,2044.0,185.0,377.0,547.0,481.0,,217.0,4561.0,377.0,
1953-07-01,4418.0,729.0,78.0,5576.0,6417.0,115.0,5346.0,770.0,,689.0,565.0,37.0,88.0,,770.0,2309.0,189.0,388.0,840.0,488.0,,211.0,4647.0,388.0,
1953-10-01,4761.0,719.0,79.0,5887.0,6474.0,123.0,5351.0,727.0,,731.0,603.0,38.0,90.0,,727.0,2084.0,190.0,399.0,587.0,490.0,,165.0,4696.0,399.0,
1954-01-01,4905.0,712.0,79.0,6064.0,6515.0,133.0,5434.0,749.0,,668.0,534.0,42.0,92.0,,749.0,1783.0,200.0,410.0,451.0,514.0,,180.0,4740.0,410.0,
1954-04-01,5077.0,743.0,81.0,6260.0,6578.0,140.0,5510.0,761.0,,646.0,510.0,43.0,93.0,,761.0,2399.0,200.0,422.0,318.0,522.0,,185.0,4803.0,422.0,
1954-07-01,4758.0,745.0,82.0,5966.0,6760.0,145.0,5599.0,772.0,,734.0,596.0,44.0,94.0,,772.0,2721.0,201.0,435.0,795.0,527.0,,197.0,4875.0,435.0,
1954-10-01,5177.0,761.0,82.0,6412.0,6886.0,152.0,5703.0,785.0,,748.0,609.0,44.0,95.0,,785.0,2392.0,202.0,449.0,475.0,529.0,,211.0,4964.0,449.0,
1955-01-01,5409.0,753.0,83.0,6673.0,6990.0,170.0,5891.0,800.0,,644.0,508.0,42.0,93.0,,800.0,1979.0,202.0,464.0,317.0,591.0,,234.0,5066.0,464.0,
1955-04-01,5558.0,767.0,84.0,6861.0,7152.0,183.0,6003.0,825.0,,675.0,539.0,42.0,94.0,,825.0,2616.0,206.0,479.0,290.0,590.0,,237.0,5176.0,479.0,
1955-07-01,5172.0,809.0,84.0,6481.0,7440.0,191.0,6175.0,815.0,,779.0,641.0,43.0,95.0,,815.0,2939.0,212.0,494.0,960.0,602.0,,245.0,5328.0,494.0,
1955-10-01,5660.0,832.0,86.0,6981.0,7596.0,195.0,6327.0,812.0,,769.0,628.0,43.0,98.0,,812.0,2611.0,219.0,509.0,614.0,606.0,,252.0,5469.0,509.0,
1956-01-01,5817.0,866.0,89.0,7159.0,7726.0,192.0,6537.0,817.0,,675.0,529.0,45.0,101.0,,817.0,2216.0,234.0,525.0,567.0,666.0,,261.0,5610.0,525.0,
1956-04-01,6038.0,895.0,91.0,7391.0,7912.0,191.0,6689.0,812.0,,698.0,547.0,46.0,105.0,,812.0,2934.0,243.0,541.0,521.0,667.0,,267.0,5755.0,541.0,
1956-07-01,5627.0,925.0,94.0,7002.0,8190.0,191.0,6818.0,817.0,,837.0,680.0,47.0,111.0,,817.0,3309.0,250.0,558.0,1187.0,672.0,,252.0,5893.0,558.0,
1956-10-01,6198.0,945.0,96.0,7621.0,8331.0,189.0,6950.0,846.0,,840.0,676.0,47.0,117.0,,846.0,2926.0,256.0,577.0,711.0,673.0,,264.0,6013.0,577.0,
1957-01-01,6374.0,960.0,98.0,7839.0,8487.0,187.0,7135.0,869.0,,801.0,630.0,46.0,125.0,,869.0,2466.0,267.0,595.0,648.0,717.0,,272.0,6146.0,595.0,
1957-04-01,6637.0,988.0,98.0,8137.0,8565.0,187.0,7236.0,887.0,,774.0,598.0,47.0,130.0,,887.0,3272.0,270.0,613.0,428.0,722.0,,260.0,6253.0,613.0,
1957-07-01,6196.0,1000.0,100.0,7736.0,8841.0,196.0,7320.0,912.0,,952.0,770.0,49.0,133.0,,912.0,3678.0,273.0,628.0,1105.0,726.0,,255.0,6339.0,628.0,
1957-10-01,6846.0,1002.0,101.0,8421.0,8891.0,193.0,7337.0,933.0,,987.0,801.0,52.0,134.0,,933.0,3239.0,273.0,641.0,471.0,727.0,,232.0,6378.0,641.0,
1958-01-01,7131.0,994.0,98.0,8769.0,8803.0,189.0,7424.0,992.0,,802.0,607.0,60.0,135.0,,992.0,2715.0,290.0,646.0,34.0,756.0,,222.0,6447.0,646.0,
1958-04-01,7427.0,1019.0,99.0,9095.0,8984.0,186.0,7518.0,1005.0,,891.0,698.0,60.0,134.0,,1005.0,3570.0,291.0,663.0,-111.0,757.0,,227.0,6534.0,663.0,
1958-07-01,6875.0,1044.0,98.0,8563.0,9324.0,187.0,7712.0,1001.0,,1035.0,849.0,55.0,131.0,,1001.0,3963.0,292.0,687.0,761.0,769.0,,258.0,6685.0,687.0,
1958-10-01,7501.0,1061.0,100.0,9257.0,9752.0,192.0,7935.0,1037.0,,1229.0,1055.0,47.0,128.0,,1037.0,3436.0,295.0,719.0,495.0,782.0,,297.0,6856.0,719.0,
1959-01-01,7663.0,1072.0,101.0,9510.0,9722.0,241.0,8175.0,1084.0,,928.0,829.0,26.0,73.0,,1084.0,2842.0,277.0,762.0,212.0,902.0,0.0,290.0,6984.0,762.0,
1959-04-01,7880.0,1077.0,102.0,9742.0,9836.0,259.0,8296.0,1081.0,,902.0,807.0,26.0,69.0,,1081.0,3706.0,277.0,780.0,94.0,924.0,0.0,318.0,7054.0,780.0,
1959-07-01,7248.0,1086.0,104.0,9147.0,10441.0,269.0,8589.0,1081.0,,1195.0,1101.0,27.0,67.0,,1081.0,4067.0,284.0,818.0,1294.0,992.0,0.0,282.0,7316.0,818.0,
1959-10-01,8001.0,1095.0,106.0,9941.0,10431.0,277.0,8766.0,1093.0,,988.0,893.0,28.0,67.0,,1093.0,3471.0,294.0,848.0,489.0,1006.0,0.0,272.0,7488.0,848.0,
1960-01-01,8251.0,1109.0,112.0,10247.0,10717.0,282.0,8994.0,1106.0,,997.0,889.0,41.0,67.0,,1106.0,2863.0,332.0,889.0,470.0,1038.0,0.0,345.0,7611.0,889.0,
1960-04-01,8629.0,1123.0,111.0,10669.0,11001.0,289.0,9174.0,1125.0,,1076.0,962.0,42.0,72.0,,1125.0,3672.0,352.0,914.0,333.0,1053.0,0.0,316.0,7805.0,914.0,
1960-07-01,7895.0,1139.0,119.0,9940.0,11221.0,294.0,9323.0,1155.0,,1164.0,1043.0,43.0,78.0,,1155.0,4030.0,322.0,889.0,1281.0,1066.0,0.0,301.0,7956.0,889.0,
1960-10-01,8762.0,1154.0,119.0,10819.0,11252.0,298.0,9463.0,1175.0,,1054.0,926.0,44.0,84.0,,1175.0,3541.0,317.0,882.0,432.0,1073.0,0.0,287.0,8103.0,882.0,
1961-01-01,9084.0,1171.0,121.0,11200.0,11570.0,303.0,9607.0,1213.0,,1195.0,1041.0,58.0,97.0,,1213.0,3027.0,345.0,902.0,371.0,1087.0,0.0,290.0,8230.0,902.0,
1961-04-01,9468.0,1188.0,117.0,11666.0,11764.0,306.0,9793.0,1230.0,,1193.0,1030.0,58.0,105.0,,1230.0,3974.0,355.0,968.0,98.0,1121.0,0.0,311.0,8361.0,968.0,
1961-07-01,8578.0,1205.0,124.0,10854.0,12119.0,310.0,10016.0,1258.0,,1313.0,1144.0,57.0,112.0,,1258.0,4411.0,357.0,1017.0,1265.0,1162.0,0.0,330.0,8524.0,1017.0,
1961-10-01,9475.0,1225.0,130.0,11818.0,12281.0,312.0,10238.0,1281.0,,1241.0,1067.0,56.0,118.0,,1281.0,3841.0,360.0,1062.0,463.0,1187.0,0.0,359.0,8692.0,1062.0,
1962-01-01,9656.0,1250.0,131.0,12068.0,12648.0,311.0,10454.0,1305.0,,1384.0,1206.0,57.0,121.0,,1305.0,3209.0,369.0,1107.0,581.0,1213.0,0.0,372.0,8869.0,1107.0,
1962-04-01,9940.0,1274.0,135.0,12387.0,12716.0,317.0,10598.0,1328.0,,1281.0,1102.0,56.0,124.0,,1328.0,4156.0,386.0,1119.0,329.0,1240.0,0.0,368.0,8990.0,1119.0,
1962-07-01,9054.0,1294.0,139.0,11550.0,13100.0,328.0,10785.0,1337.0,,1451.0,1271.0,57.0,124.0,,1337.0,4631.0,397.0,1160.0,1550.0,1276.0,0.0,380.0,9129.0,1160.0,
1962-10-01,10022.0,1318.0,143.0,12559.0,13152.0,343.0,10943.0,1370.0,,1337.0,1157.0,57.0,123.0,,1370.0,4101.0,386.0,1167.0,593.0,1298.0,0.0,382.0,9264.0,1167.0,
1963-01-01,10284.0,1339.0,149.0,12872.0,13483.0,364.0,11106.0,1393.0,,1479.0,1299.0,64.0,117.0,,1393.0,3528.0,385.0,1193.0,610.0,1317.0,2.0,385.0,9403.0,1193.0,
1963-04-01,10666.0,1364.0,156.0,13310.0,13626.0,379.0,11304.0,1416.0,,1384.0,1203.0,64.0,117.0,,1416.0,4670.0,404.0,1225.0,316.0,1326.0,3.0,412.0,9567.0,1225.0,
1963-07-01,9745.0,1387.0,160.0,12443.0,14149.0,391.0,11583.0,1432.0,,1595.0,1413.0,64.0,118.0,,1432.0,5166.0,419.0,1263.0,1706.0,1374.0,3.0,423.0,9786.0,1263.0,
1963-10-01,10854.0,1416.0,164.0,13633.0,14278.0,396.0,11774.0,1456.0,,1515.0,1330.0,63.0,122.0,,1456.0,4406.0,429.0,1319.0,645.0,1397.0,4.0,433.0,9945.0,1319.0,
1964-01-01,11187.0,1440.0,166.0,14015.0,14795.0,401.0,12071.0,1494.0,,1701.0,1503.0,64.0,134.0,,1494.0,3617.0,457.0,1331.0,780.0,1441.0,3.0,457.0,10173.0,1331.0,
1964-04-01,11610.0,1465.0,168.0,14516.0,15008.0,405.0,12308.0,1522.0,,1639.0,1438.0,64.0,137.0,,1522.0,5114.0,489.0,1381.0,492.0,1500.0,3.0,457.0,10352.0,1381.0,
1964-07-01,10595.0,1489.0,172.0,13491.0,15464.0,409.0,12621.0,1549.0,,1786.0,1584.0,65.0,137.0,,1549.0,5755.0,476.0,1345.0,1973.0,1554.0,2.0,468.0,10599.0,1345.0,
1964-10-01,11840.0,1516.0,176.0,14805.0,15481.0,412.0,12773.0,1589.0,,1630.0,1428.0,66.0,137.0,,1589.0,4788.0,489.0,1374.0,676.0,1590.0,2.0,462.0,10722.0,1374.0,
1965-01-01,12217.0,1553.0,181.0,15252.0,15856.0,416.0,13038.0,1616.0,,1699.0,1488.0,85.0,126.0,,1616.0,3886.0,522.0,1418.0,604.0,1615.0,2.0,469.0,10954.0,1418.0,
1965-04-01,12734.0,1591.0,188.0,15859.0,16454.0,418.0,13294.0,1653.0,,1995.0,1783.0,85.0,127.0,,1653.0,5392.0,559.0,1468.0,595.0,1637.0,4.0,485.0,11172.0,1468.0,
1965-07-01,11655.0,1624.0,191.0,14819.0,16647.0,417.0,13598.0,1680.0,,1895.0,1679.0,84.0,132.0,,1680.0,6317.0,547.0,1479.0,1829.0,1655.0,5.0,495.0,11448.0,1479.0,
1965-10-01,13087.0,1660.0,198.0,16301.0,16938.0,412.0,13925.0,1702.0,,1833.0,1610.0,81.0,142.0,,1702.0,5571.0,570.0,1504.0,637.0,1689.0,7.0,528.0,11708.0,1504.0,
1966-01-01,13594.0,1697.0,200.0,16909.0,17826.0,402.0,14229.0,1758.0,,2372.0,2131.0,80.0,161.0,,1758.0,4544.0,624.0,1550.0,917.0,1784.0,7.0,564.0,11881.0,1550.0,
1966-04-01,14217.0,1755.0,204.0,17683.0,18502.0,395.0,14512.0,1877.0,,2753.0,2501.0,77.0,175.0,,1877.0,6064.0,638.0,1583.0,820.0,1892.0,6.0,564.0,12056.0,1583.0,
1966-07-01,13002.0,1796.0,207.0,16580.0,18827.0,393.0,14870.0,1931.0,,2685.0,2419.0,76.0,190.0,,1931.0,6764.0,673.0,1641.0,2247.0,2005.0,6.0,558.0,12307.0,1641.0,
1966-10-01,14578.0,1843.0,210.0,18295.0,19038.0,392.0,15158.0,2055.0,,2594.0,2315.0,76.0,204.0,,2055.0,6107.0,684.0,1658.0,743.0,2096.0,5.0,544.0,12518.0,1658.0,
1967-01-01,15019.0,1880.0,213.0,18760.0,19590.0,391.0,15394.0,2092.0,,2894.0,2564.0,113.0,217.0,,2092.0,5113.0,698.0,1643.0,830.0,2080.0,6.0,645.0,12669.0,1643.0,
1967-04-01,15666.0,1911.0,217.0,19601.0,19931.0,390.0,15636.0,2237.0,,2991.0,2649.0,114.0,228.0,,2237.0,6743.0,698.0,1692.0,330.0,2074.0,6.0,644.0,12918.0,1692.0,
1967-07-01,14377.0,1963.0,222.0,18605.0,20882.0,387.0,16205.0,2381.0,,3291.0,2940.0,115.0,236.0,,2381.0,7328.0,777.0,1840.0,2277.0,2169.0,7.0,650.0,13386.0,1840.0,
1967-10-01,16228.0,2013.0,225.0,20742.0,21313.0,382.0,16739.0,2522.0,,3138.0,2781.0,115.0,242.0,,2522.0,6538.0,828.0,1984.0,571.0,2253.0,7.0,686.0,13801.0,1984.0,
1968-01-01,16919.0,2082.0,229.0,21539.0,22036.0,375.0,17547.0,2654.0,,3049.0,2684.0,121.0,244.0,,2654.0,5613.0,836.0,1960.0,497.0,2433.0,7.0,811.0,14303.0,1960.0,
1968-04-01,17762.0,2127.0,231.0,22632.0,23398.0,371.0,18074.0,2841.0,,3875.0,3506.0,121.0,248.0,,2841.0,7425.0,847.0,2022.0,765.0,2568.0,7.0,826.0,14680.0,2022.0,
1968-07-01,16313.0,2157.0,238.0,21328.0,23301.0,369.0,18646.0,2920.0,,3174.0,2802.0,121.0,251.0,,2920.0,8048.0,874.0,2088.0,1973.0,2711.0,7.0,827.0,15107.0,2088.0,
1968-10-01,18442.0,2234.0,244.0,23644.0,23877.0,363.0,19131.0,3031.0,,3221.0,2846.0,121.0,255.0,,3031.0,7042.0,919.0,2165.0,233.0,2840.0,6.0,846.0,15445.0,2165.0,
1969-01-01,19179.0,2301.0,245.0,24503.0,24705.0,357.0,19744.0,3154.0,,3364.0,2972.0,133.0,259.0,,3154.0,6126.0,996.0,2164.0,202.0,2965.0,6.0,952.0,15827.0,2164.0,
1969-04-01,20182.0,2383.0,254.0,25636.0,25956.0,356.0,20266.0,3208.0,,4023.0,3627.0,133.0,264.0,,3208.0,7723.0,1057.0,2241.0,320.0,3081.0,6.0,917.0,16268.0,2241.0,
1969-07-01,18586.0,2437.0,260.0,24274.0,26531.0,355.0,20967.0,3351.0,,3833.0,3432.0,132.0,269.0,,3351.0,8093.0,1116.0,2331.0,2258.0,3341.0,6.0,879.0,16747.0,2331.0,
1969-10-01,21027.0,2523.0,267.0,26973.0,27317.0,358.0,21483.0,3504.0,,4037.0,3629.0,132.0,276.0,,3504.0,6875.0,1172.0,2435.0,343.0,3420.0,7.0,862.0,17201.0,2435.0,
1970-01-01,21956.0,2600.0,268.0,28201.0,28449.0,365.0,22096.0,3676.0,,4482.0,4057.0,141.0,284.0,,3676.0,5980.0,1238.0,2564.0,247.0,3504.0,6.0,939.0,17653.0,2564.0,
1970-04-01,23069.0,2690.0,270.0,29676.0,29919.0,365.0,22579.0,3909.0,,5426.0,4992.0,141.0,293.0,,3909.0,7437.0,1280.0,2692.0,243.0,3537.0,6.0,934.0,18108.0,2692.0,
1970-07-01,21303.0,2776.0,273.0,28275.0,30122.0,358.0,23118.0,4138.0,,5063.0,4620.0,140.0,303.0,,4138.0,8491.0,1310.0,2828.0,1847.0,3579.0,6.0,958.0,18581.0,2828.0,
1970-10-01,24112.0,2879.0,278.0,31466.0,30571.0,343.0,23496.0,4378.0,,5125.0,4673.0,138.0,314.0,,4378.0,7427.0,1329.0,2970.0,-894.0,3597.0,6.0,909.0,18991.0,2970.0,
1971-01-01,25018.0,2954.0,283.0,32746.0,31704.0,324.0,24263.0,4581.0,,5474.0,4996.0,153.0,325.0,,4581.0,6492.0,1360.0,3140.0,-1043.0,3678.0,7.0,1022.0,19563.0,3140.0,
1971-04-01,26229.0,3026.0,291.0,34275.0,33546.0,313.0,25012.0,4765.0,,6562.0,6073.0,150.0,339.0,,4765.0,7925.0,1368.0,3273.0,-729.0,3902.0,8.0,1054.0,20057.0,3273.0,
1971-07-01,24059.0,3085.0,296.0,32392.0,33627.0,313.0,25798.0,4911.0,,5844.0,5341.0,148.0,355.0,,4911.0,8500.0,1376.0,3413.0,1235.0,4004.0,9.0,1093.0,20702.0,3413.0,
1971-10-01,26973.0,3163.0,304.0,35618.0,34869.0,317.0,26614.0,5075.0,,6251.0,5732.0,147.0,372.0,,5075.0,7794.0,1383.0,3561.0,-749.0,4319.0,10.0,1115.0,21180.0,3561.0,
1972-01-01,27838.0,3230.0,314.0,36863.0,36318.0,337.0,27715.0,5302.0,,6541.0,5975.0,170.0,396.0,,5302.0,6705.0,1411.0,3711.0,-545.0,4875.0,12.0,1248.0,21592.0,3711.0,
1972-04-01,28991.0,3282.0,327.0,38279.0,40112.0,357.0,28634.0,5405.0,,9354.0,8774.0,170.0,410.0,,5405.0,7848.0,1441.0,3870.0,1833.0,5242.0,13.0,1261.0,22132.0,3870.0,
1972-07-01,26739.0,3356.0,334.0,36420.0,38229.0,371.0,29198.0,5629.0,,6830.0,6240.0,171.0,420.0,,5629.0,8668.0,1496.0,4038.0,1809.0,5304.0,14.0,1306.0,22588.0,4038.0,
1972-10-01,29633.0,3445.0,345.0,39480.0,42454.0,377.0,30035.0,5617.0,,10121.0,9524.0,172.0,425.0,,5617.0,8120.0,1576.0,4215.0,2974.0,5462.0,15.0,1437.0,23136.0,4215.0,
1973-01-01,30514.0,3542.0,356.0,40751.0,42252.0,375.0,30749.0,5812.0,,9040.0,8407.0,214.0,419.0,,5812.0,7260.0,1732.0,4408.0,1501.0,5475.0,17.0,1509.0,23765.0,4408.0,
1973-04-01,31874.0,3647.0,367.0,42470.0,43283.0,367.0,31181.0,5990.0,,9506.0,8867.0,217.0,422.0,,5990.0,8575.0,1862.0,4587.0,812.0,5579.0,19.0,1518.0,24083.0,4587.0,
1973-07-01,29380.0,3755.0,380.0,40206.0,43407.0,353.0,31910.0,6043.0,,8761.0,8111.0,222.0,428.0,,6043.0,9388.0,2004.0,4762.0,3201.0,5778.0,21.0,1464.0,24667.0,4762.0,
1973-10-01,32824.0,3896.0,389.0,44018.0,44090.0,331.0,32436.0,6239.0,,8769.0,8104.0,227.0,438.0,,6239.0,8766.0,2164.0,4931.0,72.0,5994.0,24.0,1537.0,24906.0,4931.0,
1974-01-01,34202.0,4129.0,399.0,45181.0,44614.0,291.0,32654.0,5857.0,,8913.0,8187.0,268.0,458.0,,5857.0,8260.0,2358.0,5096.0,-567.0,5816.0,26.0,1582.0,25256.0,5096.0,
1974-04-01,36069.0,4441.0,411.0,47555.0,46581.0,235.0,33677.0,6180.0,,9753.0,9006.0,272.0,476.0,,6180.0,10568.0,2506.0,5278.0,-974.0,6021.0,28.0,1658.0,25998.0,5278.0,
1974-07-01,33736.0,4771.0,421.0,45706.0,47563.0,161.0,34819.0,6463.0,,9540.0,8770.0,273.0,497.0,,6463.0,11419.0,2622.0,5476.0,1858.0,6291.0,30.0,1820.0,26709.0,5476.0,
