Date,Accommodations,Accounting and other business services,Admissions to specified spectator amusements,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Amusements parks, campgrounds, and related recreational services",Children's and infants' clothing,"Cleaning, repair, and rental of clothing",Clothing,"Clothing repair, rental, and alterations","Clothing, footwear, and related services",Commercial and vocational schools,Communication,Dental services,Education,Educational books,Electricity,"Electricity, gas, and other fuels",Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,First-class postal service by U.S. Postal Service (USPS),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Footwear,Foreign travel by U.S. residents,Fuel oil and other fuels,Funeral and burial services,"Furnishings, household equipment, and routine household maintenance","Furniture, furnishings, and floor coverings",Gambling,Garments,"Glassware, tableware, and household utensils",Gross output of nonprofit institutions,Ground transportation,Group housing,Health,Higher education,Home health care,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures,Household textiles,Household utilities and fuels,Housing,"Housing, utilities, and fuels",Imputed rental of owner-occupied nonfarm housing,Income loss,Information processing equipment,Insurance,Internet access,Labor organization dues,Laundry and dry cleaning services,Legal services,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,"Live entertainment, excluding sports","Magazines, newspapers, books, and stationery",Maintenance and repair of recreational vehicles and sports equipment,Medical care and hospitalization,Medical laboratories,"Medical products, appliances, and equipment",Membership clubs and participant sports centers,"Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,Motion picture theaters,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle operation,Motor vehicle parts and accessories,Motor vehicles,Museums and libraries,Natural gas,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials,Other delivery services (by non-USPS facilities),Other goods and services,Other household goods and services,Other medical products,Other motor vehicle services,Other professional medical services,Other sporting and recreational goods,Outpatient services,Package tours,Paramedical services,Personal care,Personal consumption expenditures,Personal items,"Pets, pet products, and related services",Pharmaceutical and other medical products,Pharmaceutical products,Photographic goods and services,Physician services,Postal and delivery services,Professional and other services,Professional association dues,Public transportation,Purchased meals and beverages,Recreation,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services related to video and audio goods and computers,Social services and religious activities,Spectator sports,Sports and recreational goods and related services,Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation,Video and audio equipment,"Video and audio equipment, computers, and related services",Water supply and sanitation,Water transportation,Women's and girls' clothing,Workers' compensation
1992-01-01,41.907,56.603,46.748,35.181,46.726,65.579,31.497,119.761,49.148,184.3,47.208,66.99,19.797,76.663,96.022,243.609,73.483,87.098,29.85,26.723,37.547,52.637,51.215,192.695,64.905,68.188,55.249,174.896,63.949,60.19,39.328,52.547,156.002,101.681,36.6,29.853,33.912,45.848,35.789,50.246,53.95,54.578,48.676,90.401,38.74,56.825,54.905,33.135,50.473,16.443,86.588,62.017,65.625,58.591,33.733,0.167,81.573,0.25,129.15,97.317,107.985,59.092,59.711,129.675,31.165,88.143,32.264,58.959,29.209,33.794,46.512,52.578,49.47,78.371,81.001,83.658,66.007,46.262,46.029,37.925,106.167,61.228,64.259,84.611,36.389,51.956,125.648,66.795,106.848,49.692,63.31,68.144,33.191,24.712,43.384,19.172,46.5,47.898,40.179,42.939,49.799,40.7,35.085,32.366,32.295,109.67,44.559,122.263,96.617,61.004,38.788,64.231,22.744,73.01,91.526,49.318,46.528,51.697,21.239,27.998,31.844,0.556,40.44,161.179,26.93,54.316,8.962,5.846,84.461,2.884,45.393,71.057
1993-01-01,41.305,59.945,51.48,37.79,47.856,67.355,33.048,119.758,51.159,178.689,49.101,68.722,20.818,76.659,95.08,252.643,77.679,91.169,32.298,30.611,41.983,56.623,56.205,197.642,65.435,68.604,56.057,160.87,65.665,61.525,40.725,55.489,159.941,101.664,38.528,31.197,39.175,47.875,37.951,51.492,55.698,56.891,49.069,88.727,44.293,57.121,54.961,34.419,52.182,17.534,90.656,63.41,67.405,60.261,42.808,0.268,84.091,0.371,129.204,99.295,106.907,61.488,60.272,138.071,36.423,91.377,34.719,60.496,29.326,34.782,45.928,54.582,52.058,79.377,83.03,84.924,68.84,50.417,48.343,41.321,109.237,62.356,60.055,84.394,36.854,55.353,122.17,68.644,108.131,51.901,64.81,71.895,32.503,29.211,45.683,20.65,46.728,50.931,43.257,44.527,51.534,43.389,37.858,33.435,33.396,111.98,43.111,125.725,96.727,62.721,41.216,65.977,24.718,73.487,91.201,50.858,48.676,57.736,23.062,31.398,33.479,0.604,41.032,157.847,28.982,56.902,9.891,6.677,88.508,5.886,47.158,67.468
1994-01-01,42.869,63.487,52.95,44.065,50.548,68.902,34.732,123.209,53.797,176.16,51.759,71.432,22.223,78.128,95.664,261.129,79.297,92.644,35.128,32.771,45.376,57.96,61.173,207.583,67.258,70.248,56.794,163.937,66.488,62.468,43.512,58.858,167.838,98.15,40.944,32.986,45.646,50.496,40.325,52.598,57.697,56.12,49.692,88.721,48.982,57.421,55.15,35.327,54.152,19.134,92.678,65.663,69.628,62.83,40.359,0.391,80.802,0.827,129.079,104.87,105.582,62.262,60.498,123.729,37.702,96.667,34.297,61.096,30.098,36.417,45.369,55.359,56.076,80.547,84.063,88.534,72.318,55.545,51.071,41.604,108.352,62.223,60.398,85.536,39.5,58.13,120.912,69.666,105.331,54.784,66.466,77.005,31.582,34.818,46.267,22.198,47.235,56.16,45.202,46.782,53.531,45.04,41.148,34.906,34.912,113.981,42.627,132.145,96.191,63.24,46.43,66.803,26.878,74.715,91.613,51.122,50.365,59.657,24.899,34.777,35.544,0.678,43.442,159.823,31.077,60.304,11.313,7.632,92.502,12.002,49.095,64.581
1995-01-01,43.322,61.828,55.148,48.381,52.009,73.661,35.812,130.015,55.984,183.318,53.91,75.841,23.457,80.124,96.941,263.856,80.371,93.564,36.805,35.33,49.172,59.791,66.541,203.049,67.604,70.383,57.527,153.906,66.532,62.58,45.542,58.32,172.821,98.714,42.825,34.333,51.095,52.649,42.899,53.3,58.98,58.58,50.933,89.344,54.62,57.926,55.206,37.215,55.729,20.569,94.168,67.88,71.746,64.96,41.407,0.594,78.458,1.737,129.537,111.572,103.17,66.025,60.722,118.682,39.275,98.928,38.979,59.87,29.528,38.405,48.356,58.581,58.507,82.27,85.53,91.266,75.414,58.025,49.808,42.303,107.523,59.865,56.821,86.338,40.639,55.312,120.518,73.088,94.812,57.176,68.157,79.639,30.198,40.864,48.606,23.474,48.87,58.678,48.233,49.486,55.11,46.457,44.481,37.299,37.375,115.593,43.351,130.511,94.925,66.919,50.14,66.825,29.194,77.326,91.716,54.59,52.164,63.058,26.46,37.337,37.387,0.734,43.488,162.154,32.318,61.41,12.448,8.874,95.966,19.479,51.211,56.814
1996-01-01,45.267,63.688,58.714,56.839,54.157,74.29,36.024,133.119,58.505,181.104,56.44,81.456,25.574,80.658,99.341,257.18,81.687,95.991,38.906,40.248,53.903,61.795,70.839,210.289,68.283,70.787,57.7,142.466,66.578,62.946,48.144,60.517,167.221,96.681,44.485,35.96,55.088,55.12,45.287,54.661,57.391,62.907,52.321,91.785,57.323,58.778,55.873,37.907,57.637,22.368,96.754,69.314,73.346,66.735,44.248,1.0,75.101,2.804,129.142,116.565,106.375,70.074,61.725,106.917,39.827,100.73,39.005,60.423,31.224,41.167,51.084,60.708,61.413,85.222,87.343,92.922,78.976,61.87,52.083,41.09,115.989,58.512,57.656,86.737,44.79,56.284,120.351,75.085,96.866,57.957,70.542,81.085,29.118,48.642,50.239,24.932,50.215,62.657,50.23,51.955,57.022,49.936,46.821,39.927,40.072,114.74,44.394,134.735,96.577,65.876,55.839,66.867,31.453,77.567,92.172,55.853,53.284,71.527,28.062,39.635,40.653,0.782,46.871,164.448,33.245,64.663,13.363,10.378,99.087,26.807,53.697,48.414
1997-01-01,48.841,66.186,60.221,62.609,56.001,69.893,37.542,135.486,60.373,181.311,58.239,86.658,28.163,82.135,101.895,256.723,81.444,94.449,35.812,44.789,58.509,65.138,75.374,214.37,68.878,71.154,57.761,124.654,67.464,64.291,49.662,66.138,155.029,93.91,46.646,38.157,58.467,56.947,47.255,55.448,58.47,61.76,54.372,94.94,56.075,60.987,58.003,38.175,59.954,23.9,96.056,71.132,74.816,68.853,53.251,1.683,76.027,3.606,130.587,119.703,108.789,71.934,64.341,107.578,40.579,104.213,42.147,62.269,35.018,44.952,58.86,62.307,64.225,89.846,89.995,93.682,82.96,64.659,55.79,41.45,112.898,59.534,52.212,88.504,49.452,59.289,118.003,77.725,98.727,57.037,72.592,84.805,28.827,58.79,51.975,26.4,51.402,61.407,51.276,54.424,59.169,52.044,49.407,43.689,43.908,110.998,45.589,136.638,98.125,67.492,60.277,67.779,33.817,78.284,94.941,56.917,54.863,72.366,29.916,43.155,44.986,0.822,50.75,164.909,34.799,68.644,13.997,12.099,101.272,31.588,54.973,46.431
1998-01-01,49.336,72.625,64.951,66.772,58.757,70.468,41.031,140.665,63.913,186.416,61.711,93.287,30.468,84.501,104.836,262.581,87.245,96.256,39.323,54.119,66.081,70.819,80.355,213.607,69.837,71.77,58.102,129.157,69.387,65.968,52.887,71.573,152.924,99.642,49.781,41.058,59.057,60.326,51.0,58.11,64.653,64.843,56.796,98.176,54.162,62.989,60.01,41.671,63.084,25.273,97.822,73.466,77.081,71.44,59.2,2.646,78.227,4.583,123.95,124.922,111.398,70.14,66.553,103.412,44.255,105.962,50.645,68.835,40.418,50.286,58.798,64.124,66.616,96.186,92.888,97.013,85.42,65.778,62.374,45.229,101.635,64.18,59.544,90.756,55.867,65.896,115.083,79.664,108.778,61.191,75.486,88.728,32.96,60.084,54.406,29.057,53.052,62.881,52.674,57.374,62.312,57.947,51.824,49.25,49.488,114.753,47.24,137.71,101.126,69.857,64.9,69.754,36.924,79.674,97.913,59.785,57.001,77.721,32.982,47.406,48.563,0.947,54.965,158.948,37.987,73.453,16.346,14.737,102.898,33.308,58.943,45.5
1999-01-01,50.397,77.942,66.151,71.017,62.217,68.889,43.385,144.844,67.803,185.977,65.636,95.417,33.942,86.438,107.444,275.08,88.094,97.535,42.381,67.671,76.376,77.654,86.122,207.409,72.672,74.486,58.769,123.685,71.129,67.593,57.017,67.793,160.577,101.838,53.737,45.337,64.455,64.074,58.674,60.088,68.453,65.23,58.487,101.23,51.186,63.765,61.144,46.595,66.445,27.09,99.583,75.824,79.372,74.144,65.25,3.899,79.176,7.72,119.404,130.732,113.732,70.212,67.954,100.236,45.333,111.822,59.95,72.408,44.596,55.765,59.07,64.212,68.822,99.608,94.79,100.378,88.855,68.766,68.52,47.858,102.669,66.83,59.921,92.075,59.66,73.538,115.036,78.349,121.478,61.185,78.401,90.758,36.945,65.74,55.81,33.095,54.079,65.899,52.998,60.608,65.665,66.597,54.565,55.193,55.459,117.994,48.52,134.364,103.501,73.411,68.962,71.531,40.979,80.822,99.462,64.956,59.44,77.806,37.179,51.457,53.171,1.229,58.142,148.302,41.2,78.375,19.499,17.997,106.17,35.827,63.82,45.188
2000-01-01,53.172,82.264,67.805,77.15,66.373,68.453,45.531,147.201,70.993,180.319,68.683,100.769,38.472,89.852,110.849,271.578,91.12,99.24,45.923,83.863,87.099,85.815,89.927,204.078,74.459,75.829,59.556,106.421,74.265,70.672,59.481,76.347,141.012,103.072,57.207,49.908,67.591,67.183,65.644,62.368,71.646,64.791,61.017,105.452,48.913,65.23,62.862,50.36,69.742,28.582,101.135,78.218,81.665,77.006,72.001,5.162,83.197,12.004,114.694,135.921,113.42,72.811,69.544,106.615,46.457,117.286,70.565,77.411,50.788,60.694,58.477,64.6,70.565,101.469,93.216,103.396,89.895,69.723,70.863,51.693,105.982,71.324,59.694,92.501,59.504,77.546,114.389,78.376,131.931,63.512,81.115,91.771,41.185,69.027,58.368,36.906,56.631,64.354,54.43,63.863,68.973,73.555,57.012,60.392,60.67,119.007,51.547,133.457,104.114,76.445,74.348,74.744,44.478,81.564,101.549,68.593,62.002,80.131,41.181,55.421,59.106,1.562,61.668,144.768,42.973,80.572,22.744,20.985,107.24,42.626,67.905,47.705
2001-01-01,49.735,85.294,68.274,72.681,68.733,66.303,47.812,142.248,71.599,168.623,69.158,101.211,40.432,94.163,112.499,262.164,89.422,97.7,49.714,80.812,82.598,83.303,83.839,190.95,75.484,76.608,60.324,89.707,74.844,70.54,59.379,73.238,140.146,108.096,58.704,51.734,68.11,67.914,71.018,65.35,75.177,62.104,64.247,108.372,50.585,68.083,66.201,52.764,71.371,29.443,100.173,80.856,83.817,79.978,78.066,6.409,83.763,12.228,107.405,133.354,115.733,64.447,72.041,101.282,48.005,114.169,77.37,79.857,57.2,64.798,57.528,63.838,70.552,102.212,93.172,104.958,89.294,67.191,75.3,53.134,104.753,74.264,59.427,94.082,59.306,85.116,114.783,78.566,138.184,59.039,82.139,90.513,43.457,66.069,61.776,38.96,59.838,57.041,57.652,64.821,70.681,71.196,58.297,65.646,65.971,116.663,54.506,124.721,106.237,80.377,72.609,75.318,46.005,83.096,102.85,69.871,65.63,78.807,42.957,55.364,62.539,1.842,59.857,142.133,44.541,82.158,25.038,23.188,108.241,48.881,68.895,51.524
2002-01-01,50.753,87.824,71.387,74.196,69.845,62.061,50.39,134.546,73.68,148.068,70.933,96.979,40.891,98.261,109.983,256.893,93.573,100.33,54.824,82.798,83.002,82.855,82.525,177.858,75.818,76.789,60.971,101.815,75.92,71.606,59.831,68.741,144.914,104.066,61.434,55.035,70.93,70.213,79.367,69.228,72.717,56.408,68.075,106.426,51.216,71.653,70.224,55.761,73.044,31.068,102.445,80.92,84.181,80.364,81.205,8.429,82.036,13.761,102.798,130.21,116.575,59.487,75.208,89.368,49.74,113.477,84.688,83.331,59.911,68.719,58.702,64.243,72.178,105.721,93.691,103.517,87.582,66.679,79.816,60.832,102.403,77.21,56.823,92.553,60.895,91.617,112.714,79.7,151.475,53.921,83.344,90.391,45.888,59.352,66.556,41.728,63.852,53.394,60.816,66.892,72.478,75.576,60.288,69.545,69.892,115.242,58.953,115.748,106.406,83.674,72.915,76.407,48.33,82.004,103.918,67.943,67.254,83.722,45.703,57.47,62.41,2.256,63.866,135.267,46.301,83.542,27.788,25.653,109.317,50.85,71.571,52.668
2003-01-01,54.575,92.408,74.421,78.93,69.876,61.92,55.69,129.926,76.813,140.841,74.08,93.812,42.34,97.207,109.018,246.945,95.138,102.365,58.881,83.556,82.64,82.973,81.004,175.184,77.583,78.885,63.387,87.739,78.455,74.363,63.082,65.916,146.234,113.775,65.335,58.814,75.959,73.639,85.444,70.847,70.94,58.702,70.409,107.222,54.465,72.252,70.397,59.464,75.272,35.448,103.999,82.063,85.384,82.164,84.758,11.624,82.868,16.554,105.342,126.502,119.104,55.837,75.627,88.534,55.187,114.739,84.007,87.424,64.624,73.486,60.872,65.951,74.837,103.741,93.707,105.55,87.943,69.898,81.992,62.864,105.822,79.15,59.026,92.296,59.803,96.031,109.562,82.633,152.343,61.112,86.94,92.939,50.704,56.244,68.135,43.966,66.875,53.817,63.335,70.721,74.771,83.438,63.414,74.381,74.725,116.457,62.939,117.141,110.315,85.932,75.59,78.947,51.662,80.817,104.727,68.792,69.384,85.972,48.913,65.076,62.475,3.267,68.236,133.623,49.149,84.982,30.269,28.907,109.3,57.117,75.222,47.68
2004-01-01,58.946,98.892,77.225,83.802,71.15,61.758,61.76,125.406,79.769,133.915,77.161,90.407,44.847,99.142,106.635,236.535,96.98,102.758,59.799,85.655,86.014,85.853,85.624,180.967,79.379,80.772,65.605,97.45,81.324,77.493,66.734,70.18,139.447,112.661,70.148,64.854,81.963,76.973,89.347,72.62,74.495,58.84,73.042,105.681,56.94,74.165,72.429,66.017,78.154,39.972,103.783,84.517,87.478,84.86,85.967,15.486,84.994,18.811,104.496,122.824,116.821,59.618,77.771,100.882,61.38,117.071,82.843,82.829,68.895,76.987,65.838,68.45,76.69,100.994,95.0,106.747,89.805,74.288,83.899,65.373,104.567,75.306,64.014,97.503,63.09,96.991,106.652,83.885,145.489,65.879,90.332,94.919,57.327,58.361,69.866,46.894,69.869,57.426,65.623,75.171,77.59,91.597,66.74,77.626,77.914,118.946,66.517,122.132,110.07,85.332,80.012,81.837,56.145,82.558,104.22,72.498,71.453,86.817,52.649,72.541,64.723,4.331,73.15,137.062,52.252,87.158,35.139,33.749,107.049,61.563,79.107,46.104
2005-01-01,64.772,97.465,79.269,80.74,72.895,63.147,68.79,120.993,83.576,125.292,80.93,90.169,47.142,99.112,106.268,224.747,101.379,103.548,59.632,90.001,90.133,90.425,89.483,186.0,82.408,84.03,71.297,108.891,83.627,80.415,70.369,71.822,120.962,118.914,73.684,70.277,84.783,81.186,92.881,74.415,75.945,58.962,75.396,106.347,59.704,76.57,74.872,68.188,80.998,44.066,104.176,88.333,90.807,88.977,86.677,19.861,90.204,19.269,102.861,119.918,115.454,62.0,80.407,106.695,68.255,117.681,84.595,86.938,71.372,79.177,70.504,71.318,79.235,95.766,95.731,107.864,91.407,77.955,82.07,72.135,102.901,80.349,65.099,103.224,61.299,95.159,104.14,86.081,140.856,70.154,92.753,95.968,62.69,61.44,71.537,51.157,72.229,59.019,67.746,78.568,80.338,99.292,71.121,79.3,79.53,116.178,69.435,126.597,109.955,88.147,78.601,84.031,60.306,85.511,104.341,72.041,73.111,85.786,56.784,76.324,67.713,5.26,78.235,135.634,52.962,87.05,41.088,38.554,106.081,61.733,83.985,54.251
2006-01-01,69.276,99.388,84.739,77.753,76.299,63.599,74.382,118.677,85.665,117.82,83.518,92.099,51.067,98.1,106.882,209.054,98.97,99.973,66.96,97.582,93.385,92.204,88.55,198.727,84.932,86.377,79.07,133.563,86.007,83.174,75.028,74.779,112.995,117.055,76.586,74.773,88.986,83.527,98.25,77.215,79.443,61.43,77.743,107.602,61.772,78.295,76.693,69.254,83.16,48.595,101.806,89.871,91.753,90.993,89.574,25.248,89.752,22.876,103.666,119.493,115.817,61.129,81.275,110.209,74.857,118.478,85.587,83.045,74.631,84.558,73.963,74.246,80.933,98.505,96.013,105.0,92.004,79.094,78.412,71.018,98.16,78.332,62.747,102.34,60.368,89.674,103.321,87.267,135.906,78.354,95.347,95.718,69.521,67.433,72.146,55.024,73.923,59.615,69.147,81.426,82.666,105.874,74.887,84.774,84.981,113.624,71.81,136.796,110.558,92.462,77.991,86.238,64.734,85.444,104.337,73.717,74.732,91.093,60.116,77.818,70.859,7.68,83.071,138.581,53.024,85.869,47.822,44.351,108.088,64.295,86.308,58.256
2007-01-01,71.873,105.418,89.948,79.766,77.551,64.918,80.453,114.024,86.661,110.619,84.967,96.146,55.657,98.892,107.803,188.429,100.411,102.074,68.867,101.454,96.223,94.442,90.389,198.123,86.07,87.507,80.937,105.823,86.934,84.401,78.342,73.367,114.192,116.745,77.958,77.097,90.784,84.837,98.205,79.04,80.373,66.008,80.03,108.554,65.854,80.672,79.041,66.856,85.172,51.879,103.188,91.853,93.643,93.178,92.195,31.357,91.048,35.899,104.829,115.77,115.834,65.4,83.062,111.439,82.2,115.141,86.452,79.705,74.978,88.998,79.431,77.688,80.916,99.491,95.744,104.809,92.326,80.485,79.997,64.903,102.162,76.6,74.913,111.004,62.763,90.674,103.79,89.804,130.19,85.148,96.761,98.185,76.572,69.709,74.196,57.441,75.18,64.987,71.625,83.143,84.675,107.764,79.19,88.769,88.929,120.99,72.388,139.63,111.919,95.071,79.692,87.135,68.925,86.806,104.261,77.678,77.235,95.512,62.439,79.955,71.721,10.572,90.064,135.242,49.931,86.805,54.791,50.858,106.827,67.793,87.819,61.771
2008-01-01,74.336,105.118,89.788,76.929,75.663,66.542,83.417,106.599,85.529,102.239,83.811,96.711,58.2,98.672,106.998,179.198,98.961,98.733,78.98,108.116,101.393,96.74,94.094,210.847,84.623,86.141,79.338,103.689,85.624,83.756,77.087,70.113,98.918,111.88,74.763,70.963,88.627,84.016,90.022,82.094,79.14,67.529,81.697,107.752,69.066,82.128,80.463,65.016,84.98,52.887,100.667,95.168,96.029,96.719,92.34,34.822,88.93,42.304,109.124,108.674,111.911,68.204,83.265,110.927,83.572,107.493,78.454,74.987,81.366,89.441,79.483,78.199,79.145,99.33,92.753,97.959,88.809,75.328,68.989,65.448,99.189,72.962,78.514,110.318,61.638,73.137,102.736,91.454,127.116,82.683,94.668,96.735,77.61,70.298,74.989,57.606,77.586,71.224,73.851,83.371,84.802,98.989,77.709,89.553,89.708,121.081,75.417,144.741,109.08,89.058,77.491,85.834,69.3,89.521,104.018,81.687,78.41,93.173,60.338,69.955,72.144,13.181,88.535,127.237,50.435,80.817,58.01,54.576,107.375,68.318,87.099,61.794
2009-01-01,74.821,92.909,90.051,78.122,73.921,64.876,80.249,98.824,81.236,90.882,79.5,92.395,57.477,96.095,105.837,165.94,96.969,100.985,81.882,111.158,105.35,95.79,98.92,188.319,84.048,85.773,79.129,102.014,82.137,80.939,72.695,71.917,111.463,104.143,68.879,62.995,86.108,79.876,80.839,84.153,74.777,69.444,83.256,108.408,72.874,84.73,83.353,60.047,83.748,52.711,101.908,95.491,96.501,96.474,91.743,36.628,81.088,45.682,107.575,102.245,104.86,66.223,84.999,98.185,85.444,97.646,70.185,68.482,86.035,90.024,77.216,77.023,75.516,104.073,92.398,89.657,84.627,69.141,64.265,63.889,108.267,66.835,68.47,104.248,62.764,64.704,100.323,92.469,124.765,86.008,90.165,90.457,75.704,61.102,76.164,55.761,78.418,64.833,76.257,80.641,83.695,90.711,73.813,90.556,90.754,112.299,75.95,135.168,101.679,88.077,76.72,82.242,67.42,91.821,103.605,85.354,79.431,88.816,55.495,54.411,68.492,16.547,86.632,115.329,47.503,76.82,58.765,56.545,104.993,66.829,82.52,56.822
2010-01-01,78.389,90.138,91.91,78.239,76.811,67.773,81.82,96.424,84.838,86.889,83.04,95.616,60.166,95.729,107.461,163.231,102.793,102.935,84.537,106.363,102.424,95.647,97.975,178.639,85.308,86.741,75.634,101.349,83.7,82.831,75.992,73.582,100.819,102.911,71.675,66.28,86.406,83.817,80.641,85.817,73.282,71.278,84.344,110.674,75.438,86.216,84.647,63.92,85.311,58.832,103.06,97.718,98.56,98.31,88.687,42.404,84.662,50.825,103.368,100.459,100.979,75.343,86.297,96.63,88.004,96.514,74.196,77.701,87.392,90.299,79.942,79.405,79.734,106.479,92.668,89.858,85.398,72.614,66.59,64.723,103.756,75.127,68.616,100.453,60.775,69.796,98.332,95.016,124.476,82.66,90.383,90.686,81.633,62.141,77.88,59.388,79.412,72.368,78.191,83.718,85.29,92.977,75.916,90.302,90.413,113.391,76.632,128.739,98.526,87.095,76.398,83.969,70.745,95.511,103.058,90.386,81.454,89.411,58.094,53.326,69.703,20.867,90.125,107.885,51.252,78.025,64.54,62.425,103.571,71.452,86.595,62.129
2011-01-01,81.539,89.672,88.775,85.234,78.032,69.935,82.509,91.414,86.773,74.046,85.49,94.608,63.15,94.754,105.945,154.297,100.857,99.662,88.552,109.318,105.096,98.135,100.341,153.17,85.439,86.69,80.194,82.194,85.755,85.066,80.461,73.799,87.028,101.778,74.483,68.668,85.375,86.147,79.723,87.479,75.597,76.907,85.655,109.574,80.026,87.102,85.791,66.764,86.686,64.625,100.275,98.468,98.748,98.445,89.699,49.599,86.854,57.604,98.942,98.54,101.924,78.126,87.118,100.262,82.038,94.342,79.871,80.724,89.513,91.791,82.468,80.034,82.005,97.494,91.367,93.261,85.867,75.149,68.376,70.707,101.895,78.043,68.761,98.773,53.778,77.424,95.855,94.468,122.461,76.252,91.401,93.189,85.794,63.136,79.207,63.577,81.11,66.948,80.609,86.714,86.741,96.513,77.494,91.608,91.68,108.291,78.427,113.145,98.512,88.108,81.507,85.942,73.315,98.392,102.464,90.623,82.175,93.294,61.594,54.388,72.046,23.697,92.788,103.434,55.193,79.444,70.479,67.768,102.308,67.69,89.169,64.715
2012-01-01,85.618,86.68,88.434,84.98,80.26,73.224,75.799,88.168,86.22,68.232,85.508,90.358,65.031,93.809,102.278,142.77,98.811,95.769,96.619,113.627,106.038,96.921,97.646,125.422,86.173,87.168,79.484,82.52,87.378,87.092,82.742,77.189,76.657,99.775,76.766,70.968,86.654,85.727,78.855,90.468,76.985,87.299,87.014,105.861,83.923,88.408,87.224,66.985,87.671,71.262,97.059,98.635,98.378,97.819,90.797,56.464,82.667,64.874,97.895,96.325,99.964,82.177,88.318,98.137,79.679,88.982,84.178,73.694,89.703,92.295,84.195,81.552,82.047,103.994,90.789,93.982,86.39,76.353,74.028,72.609,95.964,72.758,65.785,95.182,53.788,86.763,94.426,95.067,122.178,79.069,91.479,94.751,91.419,67.45,81.913,67.862,82.902,70.223,83.385,88.317,87.928,98.532,79.872,92.157,92.162,108.314,80.175,101.437,96.679,91.008,81.954,87.641,76.557,101.214,102.067,94.455,83.272,92.145,65.802,58.392,70.43,31.308,93.004,99.012,59.189,81.627,76.085,73.649,101.114,73.446,89.254,66.662
2013-01-01,88.452,90.003,89.548,91.313,81.518,77.372,81.406,90.989,87.457,71.197,86.966,89.992,69.16,92.033,100.527,128.601,100.257,99.289,97.392,109.949,104.459,96.642,98.383,116.105,87.786,88.833,80.12,99.992,88.689,88.652,85.077,74.185,83.412,100.305,80.364,74.452,88.942,86.959,81.0,91.456,80.876,94.583,88.069,103.731,86.897,89.384,88.219,72.553,89.227,76.16,99.419,99.531,99.504,98.802,92.391,63.988,84.265,70.082,96.992,99.087,96.792,90.163,89.381,95.214,79.343,88.592,85.855,77.22,90.552,94.558,86.598,84.408,83.373,105.134,92.872,93.901,88.974,80.977,77.97,81.307,104.593,76.558,71.515,95.135,58.203,90.368,94.738,95.935,116.54,80.118,92.106,96.37,92.075,74.76,82.782,72.787,83.508,70.257,84.89,89.587,89.461,99.178,82.637,94.55,94.577,106.547,80.73,97.549,95.688,91.973,87.379,88.975,80.411,101.883,100.81,95.668,85.544,95.225,71.441,66.593,73.328,38.995,94.419,97.77,65.614,84.957,80.445,78.649,100.167,76.417,89.881,71.886
2014-01-01,91.524,93.831,92.461,93.927,85.864,82.426,85.371,94.777,90.444,77.007,90.194,93.611,78.268,92.925,99.568,121.044,100.812,101.054,97.198,105.371,101.46,97.64,97.156,116.246,90.087,90.784,83.908,109.387,91.579,91.571,89.252,77.95,89.596,99.631,85.741,80.292,90.668,90.0,85.855,92.943,87.176,103.901,91.035,101.596,89.904,91.888,90.798,79.51,91.837,80.819,100.679,99.313,99.521,98.292,92.992,70.994,91.328,76.911,98.205,102.038,96.957,93.009,91.447,97.7,84.296,89.473,90.444,88.399,92.296,98.379,88.973,88.049,88.024,103.769,93.463,95.962,91.253,84.957,83.571,87.74,107.738,86.911,83.064,97.376,65.097,95.095,94.336,98.01,110.559,83.374,94.229,100.1,93.486,83.008,86.684,79.027,86.611,75.548,88.279,92.29,91.993,102.492,87.054,98.809,98.873,106.982,84.132,99.315,96.543,92.38,91.355,91.835,84.666,102.598,100.465,97.125,89.231,97.578,77.944,74.071,81.495,56.222,95.35,96.646,73.525,88.516,84.077,83.194,99.999,83.87,91.811,79.309
