Date,Accommodations,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Audio-video, photographic, and information processing equipment services",Children's and infants' clothing,Clothing and footwear,Commercial and vocational schools,Communication,Dental services,Durable goods,Education services,Educational books,Electricity,Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Foreign travel by U.S. residents,Fuel oil and other fuels,Furnishings and durable household equipment,Furniture and furnishings,Gambling,Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils",Goods,Gross output of nonprofit institutions,Ground transportation,Group housing,Health care,Higher education,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures (for services),Household maintenance,Household supplies,Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing,Insurance,Internet access,Jewelry and watches,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,Luggage and similar personal items,"Magazines, newspapers, and stationery","Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle parts and accessories,Motor vehicle services,Motor vehicles and parts,Musical instruments,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,Nondurable goods,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials and footwear,Other durable goods,Other motor vehicle services,Other nondurable goods,Other recreational services,Other services,Outpatient services,Paramedical services,Personal care and clothing services,Personal care products,Pharmaceutical and other medical products,Physician services,Postal and delivery services,Professional and other services,Public transportation,Purchased meals and beverages,Recreation services,Recreational books,Recreational goods and vehicles,Recreational items,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services,Social services and religious activities,"Sporting equipment, supplies, guns, and ammunition",Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation services,"Video, audio, photographic, and information processing equipment and media",Water supply and sanitation,Water transportation,Women's and girls' clothing
1965-10-01,0.0,0.0,0.03,-0.01,0.0,0.09,0.01,0.0,0.01,-0.33,0.05,0.0,0.01,0.04,0.06,0.03,0.09,0.21,0.05,-0.02,-0.08,0.01,0.03,0.25,0.24,0.04,0.1,-0.01,0.03,0.01,0.01,0.19,0.0,0.0,0.14,0.01,0.0,0.16,0.03,0.03,0.03,-0.04,1.16,0.05,0.01,0.07,0.18,0.25,0.1,0.12,,-0.09,-0.01,0.08,0.03,0.01,0.02,0.03,0.06,0.09,0.05,0.01,0.05,-0.16,0.0,0.02,0.01,0.04,0.03,0.01,0.05,0.16,-0.33,0.34,0.01,0.0,0.08,-0.07,0.0,0.08,0.0,0.22,0.12,0.03,0.05,-0.07,0.0,0.08,0.01,0.02,0.01,0.23,0.03,0.02,-0.09,0.0,0.06,0.02,1.22,0.02,0.01,0.0,-0.01,0.0,0.0,0.11,-0.01,0.06,-0.12,0.03,0.0,-0.06
1966-01-01,-0.01,0.0,0.03,0.0,0.0,0.24,0.01,-0.26,0.01,-0.08,0.04,0.01,-0.01,0.0,0.06,0.14,0.26,0.38,0.12,1.56,1.49,0.02,0.04,0.17,0.16,0.07,0.01,0.02,0.03,0.01,0.17,0.01,0.01,1.92,0.15,0.01,0.0,0.22,0.02,0.06,0.05,-0.01,1.15,0.06,0.03,0.01,0.28,0.3,0.2,0.13,,-0.03,-0.01,0.09,0.05,0.01,0.03,0.05,0.06,0.0,-0.02,0.0,-0.02,-0.08,0.0,0.01,0.01,0.06,0.04,0.0,0.03,-0.02,-0.06,2.0,0.01,0.01,0.08,-0.01,0.0,0.18,0.01,0.04,0.16,0.04,0.1,-0.01,0.01,0.11,-0.01,0.03,0.01,0.15,0.07,0.02,-0.02,0.02,0.04,0.04,1.21,0.01,0.01,0.01,-0.25,0.0,0.0,0.1,-0.01,-0.01,-0.05,0.01,0.0,0.11
1966-04-01,0.02,0.0,0.02,0.01,0.0,0.25,0.01,0.12,0.02,0.26,0.08,0.0,0.01,0.01,0.07,0.11,0.22,0.31,0.11,0.74,0.75,0.02,-0.02,0.28,0.29,-0.01,0.02,0.08,0.06,0.01,0.15,0.04,0.02,1.53,0.23,0.02,0.0,0.32,0.05,0.1,0.08,-0.01,1.7,0.05,0.04,0.03,0.22,0.26,0.15,0.08,,0.0,-0.01,0.16,0.05,0.05,0.05,0.05,0.05,0.02,0.02,0.03,0.02,0.14,0.0,0.0,0.01,-0.02,0.02,0.01,0.01,-0.01,0.12,1.27,0.02,0.01,0.1,0.05,0.0,0.24,0.01,0.42,0.23,0.06,0.13,0.02,0.0,0.15,0.0,0.04,0.02,0.26,0.07,-0.01,0.0,0.02,0.08,-0.01,1.77,0.02,0.0,0.01,0.12,0.0,0.01,0.1,-0.01,0.04,-0.02,0.02,0.0,0.1
1966-07-01,0.03,0.0,0.01,-0.01,0.0,0.3,0.01,0.14,0.03,0.26,0.07,-0.01,-0.01,-0.01,0.06,0.06,0.15,0.25,0.09,0.33,0.32,0.02,0.0,0.33,0.35,-0.01,0.01,0.15,0.12,0.01,0.22,0.22,0.03,1.32,0.23,0.07,0.0,0.39,0.04,0.14,0.11,0.01,1.71,0.07,0.07,-0.01,0.13,0.12,0.05,0.1,,0.01,-0.01,0.17,0.04,0.01,0.04,0.03,0.07,0.21,0.05,0.02,0.05,0.07,0.0,0.0,0.01,-0.03,0.02,0.01,0.03,0.03,0.02,1.05,0.01,0.02,0.09,0.02,0.0,0.2,0.0,0.44,0.26,0.06,0.12,0.02,0.0,0.16,0.01,0.06,0.07,0.31,0.02,0.0,0.02,0.01,0.02,0.06,1.77,0.02,0.03,0.0,0.13,0.0,0.01,0.06,0.0,0.13,-0.02,0.0,0.0,0.14
1966-10-01,0.02,0.01,-0.01,0.02,0.0,0.3,0.01,0.0,0.03,0.27,0.05,0.0,0.0,0.0,0.07,-0.01,0.07,0.16,0.09,0.22,0.23,0.02,-0.01,0.29,0.31,0.01,0.01,0.15,0.12,0.01,0.22,0.22,0.03,1.2,0.27,0.04,0.0,0.44,0.03,0.2,0.17,-0.01,1.85,0.09,0.08,0.0,0.4,0.4,0.24,0.08,,0.02,-0.02,0.2,0.04,0.03,0.05,0.05,0.08,0.21,0.07,0.02,0.07,0.05,0.0,0.0,0.01,-0.01,0.02,0.0,0.02,0.04,-0.01,0.93,0.01,0.03,0.08,0.06,0.0,0.19,0.01,0.33,0.24,0.05,0.13,0.01,0.0,0.15,0.01,0.04,0.05,0.27,0.08,0.0,0.02,0.03,0.12,0.03,1.91,0.02,0.01,0.01,0.0,0.0,0.01,0.02,0.0,0.12,-0.01,0.0,0.0,0.13
1967-01-01,0.02,-0.01,0.03,0.01,0.0,0.33,0.01,0.0,0.03,-0.12,0.04,0.01,0.02,0.02,0.01,-0.11,-0.06,-0.07,0.05,-0.68,-0.68,0.02,-0.03,0.37,0.39,-0.05,0.07,0.07,0.07,0.0,0.27,0.12,0.01,-0.17,0.19,0.01,0.0,0.39,0.02,0.18,0.15,-0.01,1.33,0.01,0.06,0.03,0.3,0.33,0.24,-0.01,,0.0,0.0,0.18,0.01,0.03,0.04,0.05,0.07,0.05,0.08,0.0,0.08,-0.27,0.0,0.0,0.01,-0.05,-0.04,0.0,0.02,-0.14,-0.13,-0.05,0.01,0.03,0.06,0.05,0.0,0.18,0.0,0.14,0.21,0.05,0.07,0.01,-0.02,0.12,0.01,0.06,0.01,0.35,0.06,0.01,0.03,0.03,0.04,0.02,1.34,0.01,0.02,0.01,0.0,0.0,0.01,0.05,0.0,0.09,0.0,0.01,0.0,0.2
1967-04-01,0.01,0.0,0.02,0.01,0.0,0.27,0.01,0.0,0.02,0.26,0.06,0.0,0.01,0.0,0.07,-0.06,-0.05,-0.01,0.01,-0.28,-0.31,0.02,0.0,0.34,0.35,0.02,0.0,0.07,0.05,0.01,0.21,0.12,0.02,0.49,0.25,0.04,0.0,0.34,0.05,0.17,0.14,0.01,1.36,0.03,0.03,0.02,0.2,0.22,0.1,0.04,,0.01,-0.01,0.18,0.04,-0.02,0.01,0.06,0.09,0.12,0.07,0.01,0.07,0.19,0.0,-0.01,0.01,0.0,-0.02,0.01,0.02,0.09,0.09,0.23,0.01,0.02,0.06,0.0,0.0,0.12,0.0,0.27,0.17,0.03,0.1,0.04,-0.02,0.12,0.0,0.06,0.04,0.32,0.08,0.02,-0.01,0.02,0.08,0.02,1.43,0.01,0.03,0.01,0.0,0.0,0.01,0.04,-0.01,0.11,-0.06,0.01,0.0,0.13
1967-07-01,0.02,0.01,0.07,0.02,0.01,0.33,0.01,0.01,0.03,0.66,0.03,0.01,0.03,0.04,0.04,0.0,0.0,0.15,0.01,0.78,0.7,0.01,0.02,0.23,0.25,0.02,0.05,0.14,0.11,0.01,0.28,0.1,0.01,2.21,0.25,0.03,0.0,0.41,0.02,0.23,0.19,0.02,1.51,0.03,0.03,0.06,0.24,0.3,0.15,0.15,,0.02,-0.01,0.2,0.06,0.0,0.08,0.06,0.11,0.05,0.07,0.04,0.08,0.5,0.0,0.01,0.01,0.01,0.07,0.01,0.02,0.2,0.26,1.55,0.0,0.04,0.06,0.03,0.0,0.34,0.01,0.2,0.18,0.04,0.05,0.03,0.0,0.11,0.01,0.05,0.03,0.21,0.1,0.02,-0.01,0.05,0.06,0.03,1.55,0.02,-0.02,0.01,0.01,0.0,0.01,0.14,0.0,0.11,-0.03,0.02,0.0,0.16
1967-10-01,0.01,0.01,0.06,0.03,0.0,0.29,0.01,-0.03,0.05,0.6,0.05,0.0,0.03,0.03,0.06,0.14,0.13,0.31,-0.01,0.26,0.19,0.02,0.0,0.29,0.3,0.02,0.03,0.12,0.08,0.01,0.24,0.05,0.02,1.59,0.26,0.02,0.0,0.4,0.04,0.2,0.17,0.02,1.84,0.1,0.05,0.05,0.33,0.38,0.25,0.18,,0.02,-0.01,0.2,0.06,0.0,0.08,0.07,0.07,0.02,0.07,0.05,0.07,0.38,0.0,0.0,0.01,0.01,0.1,0.0,0.02,0.09,0.24,1.0,0.0,0.04,0.05,0.03,0.0,0.39,0.01,0.23,0.2,0.03,0.01,0.03,0.01,0.12,0.0,0.07,0.02,0.27,0.13,0.02,0.06,0.05,0.06,0.02,1.9,0.02,0.03,0.02,-0.04,0.0,0.0,0.17,0.0,0.09,0.0,0.02,0.0,0.17
1968-01-01,0.03,0.01,0.04,0.03,0.0,0.45,0.01,0.07,0.04,0.39,0.06,0.0,0.01,0.01,0.07,0.17,0.1,0.37,-0.07,0.63,0.58,0.02,0.01,0.29,0.32,0.06,0.02,0.29,0.15,0.01,0.35,0.12,0.08,1.92,0.31,0.04,0.0,0.41,0.04,0.24,0.2,0.03,2.33,0.16,0.07,0.03,0.37,0.4,0.25,0.26,,0.01,-0.02,0.24,0.07,0.0,0.05,0.08,0.14,0.11,0.1,0.04,0.1,0.0,0.0,0.01,0.01,0.05,0.16,0.0,0.03,-0.03,-0.01,1.53,0.01,0.04,0.1,0.03,0.0,0.33,0.01,0.55,0.17,0.03,0.13,0.02,0.0,0.1,0.08,0.05,0.05,0.27,0.13,0.02,0.08,0.05,0.13,0.0,2.4,0.03,0.04,0.01,-0.01,0.0,0.01,0.13,0.02,0.15,0.01,0.02,0.0,0.21
1968-04-01,0.03,0.01,0.02,0.02,0.01,0.55,0.01,0.07,0.02,0.37,0.05,0.0,0.0,0.02,0.06,0.2,0.24,0.48,0.04,0.5,0.47,0.02,0.01,0.3,0.33,0.03,0.04,0.21,0.1,0.01,0.47,-0.02,0.07,1.77,0.28,0.04,0.0,0.38,0.03,0.23,0.2,0.02,2.32,0.11,0.08,0.04,0.42,0.46,0.29,0.23,,0.0,-0.02,0.22,0.06,-0.01,0.07,0.06,0.14,-0.06,0.09,0.0,0.09,0.13,0.01,0.02,0.01,0.01,0.17,0.0,0.0,0.05,0.09,1.4,0.01,0.03,0.08,0.0,0.0,0.36,0.01,0.44,0.14,0.03,0.13,0.05,-0.01,0.1,0.03,0.04,0.05,0.28,0.1,0.0,0.04,0.06,0.12,0.01,2.38,0.02,0.02,0.01,0.03,0.0,0.0,0.11,0.02,0.14,0.0,0.02,0.0,0.32
1968-07-01,0.02,0.02,0.02,0.01,0.0,0.49,0.01,0.03,0.04,0.52,0.08,0.0,0.0,0.02,0.07,0.16,0.28,0.47,0.12,0.5,0.47,0.02,0.01,0.36,0.38,0.06,0.04,0.15,0.09,0.01,0.39,0.16,0.03,1.92,0.3,0.01,0.0,0.38,0.06,0.22,0.17,0.02,2.22,0.05,0.06,0.04,0.35,0.39,0.24,0.19,,0.06,-0.02,0.23,0.07,0.01,0.03,0.06,0.18,0.12,0.09,0.02,0.09,0.2,0.01,0.02,0.01,0.04,0.12,0.0,0.0,0.06,0.12,1.4,0.01,0.04,0.1,0.08,0.0,0.25,0.01,0.37,0.16,0.03,0.09,0.04,0.0,0.1,0.01,0.05,0.03,0.34,0.1,0.01,0.08,0.09,0.1,0.01,2.29,0.02,0.04,0.02,0.02,0.0,0.01,0.02,0.01,0.12,0.01,0.02,0.0,0.21
1968-10-01,0.02,0.0,0.02,0.01,0.0,0.39,0.01,0.04,0.03,0.57,0.07,0.01,0.0,0.01,0.09,0.07,0.26,0.39,0.18,0.77,0.74,0.02,0.01,0.31,0.33,0.0,0.0,0.17,0.07,0.01,0.3,0.05,0.04,2.09,0.33,0.06,0.0,0.44,0.04,0.23,0.19,0.04,2.32,0.1,0.06,0.06,0.43,0.49,0.28,0.13,,0.07,-0.01,0.25,0.05,0.01,0.03,0.05,0.16,0.05,0.1,0.04,0.11,0.23,0.01,0.0,0.01,-0.01,0.06,0.0,0.02,0.02,0.16,1.52,0.02,0.04,0.09,0.1,0.0,0.31,0.01,0.42,0.21,0.04,0.11,0.07,0.02,0.14,0.02,0.07,0.06,0.29,0.08,0.02,0.08,0.08,0.12,0.03,2.41,0.04,0.03,0.02,0.02,0.0,0.01,0.04,0.01,0.17,0.0,0.05,0.0,0.13
1969-01-01,0.03,0.03,0.03,0.0,0.0,0.39,0.01,0.02,0.06,0.36,0.07,0.0,0.03,0.03,0.12,0.03,0.39,0.45,0.35,0.27,0.24,0.02,0.0,0.29,0.32,0.02,0.01,0.17,0.13,0.01,0.31,0.19,0.01,1.44,0.35,0.03,0.0,0.48,0.04,0.21,0.18,0.02,2.37,0.09,0.0,0.07,0.41,0.47,0.27,0.06,,0.04,-0.02,0.23,0.03,0.05,0.05,0.07,0.16,0.18,0.12,0.03,0.12,0.02,0.0,0.0,0.01,0.0,-0.05,0.0,0.08,0.07,-0.08,1.08,0.02,0.03,0.08,0.1,0.0,0.23,0.01,0.39,0.27,0.04,0.09,0.05,0.02,0.18,0.0,0.08,0.07,0.27,0.08,0.02,0.07,0.04,0.1,0.03,2.49,0.04,0.03,0.03,0.02,0.0,0.01,0.07,0.01,0.19,-0.01,0.04,0.0,0.15
1969-04-01,0.03,0.09,0.04,0.01,0.01,0.35,0.01,0.02,0.08,0.47,0.09,0.01,0.07,0.08,0.12,0.02,0.25,0.34,0.23,1.0,0.92,0.02,0.04,0.33,0.36,0.0,0.02,0.19,0.15,0.02,0.27,0.31,0.01,2.48,0.42,0.04,0.0,0.57,0.05,0.27,0.23,0.02,2.59,0.06,0.05,0.1,0.48,0.58,0.28,0.09,,0.04,-0.03,0.3,0.06,0.01,0.05,0.07,0.1,0.3,0.1,0.03,0.1,0.14,0.01,0.01,0.02,-0.03,0.0,0.0,0.02,0.01,0.11,2.01,0.02,0.04,0.08,0.06,0.0,0.35,0.01,0.41,0.3,0.05,0.09,0.06,0.02,0.17,-0.01,0.14,0.13,0.31,0.11,0.02,0.08,0.07,0.14,0.06,2.71,0.04,0.01,0.03,0.03,0.0,0.01,0.08,0.01,0.23,0.01,0.02,0.0,0.16
1969-07-01,0.04,0.03,0.08,-0.02,0.01,0.37,0.01,0.01,0.03,0.3,0.1,0.0,0.06,0.08,0.1,-0.01,0.18,0.27,0.19,1.28,1.2,0.03,0.0,0.4,0.44,0.02,0.02,0.15,0.09,0.01,0.28,-0.04,0.02,2.31,0.38,0.04,0.0,0.46,0.05,0.26,0.21,0.02,2.57,0.06,0.06,0.11,0.63,0.73,0.41,0.09,,0.01,-0.02,0.28,0.05,0.01,0.02,0.09,0.13,-0.06,0.1,0.02,0.1,0.08,0.01,0.02,0.01,0.0,-0.02,0.01,0.05,-0.06,0.12,2.01,0.03,0.05,0.09,0.04,0.0,0.39,0.01,0.41,0.2,0.04,0.07,0.04,0.0,0.13,0.01,0.14,0.06,0.38,0.1,0.03,0.04,0.05,0.18,0.04,2.67,0.03,0.0,0.0,0.01,0.0,0.01,0.21,0.02,0.16,-0.01,0.03,0.0,0.15
1969-10-01,0.04,0.02,0.09,0.0,0.0,0.31,0.01,0.01,0.05,0.38,0.09,0.0,0.05,0.11,0.08,0.0,0.14,0.3,0.15,0.91,0.81,0.03,0.01,0.49,0.53,-0.01,0.02,0.12,0.08,0.02,0.21,-0.04,0.02,1.91,0.4,0.03,0.0,0.54,0.04,0.32,0.27,0.02,2.71,0.1,0.04,0.12,0.58,0.7,0.37,0.16,,0.01,-0.02,0.31,0.06,0.02,0.05,0.07,0.09,-0.06,0.12,0.04,0.12,0.22,0.0,0.06,0.01,-0.02,0.01,0.01,0.08,0.04,0.14,1.53,0.04,0.05,0.09,0.05,0.0,0.35,0.01,0.36,0.23,0.04,0.08,0.0,0.02,0.14,0.01,0.08,0.05,0.46,0.09,0.01,0.0,0.04,0.18,0.03,2.79,0.03,0.0,-0.02,0.0,0.0,0.01,0.19,0.0,0.18,0.0,0.01,0.0,0.12
1970-01-01,0.03,0.07,0.03,-0.01,0.0,0.22,0.01,-0.04,0.02,0.12,0.1,0.0,0.0,0.06,0.06,-0.04,0.04,0.19,0.08,1.25,1.21,0.02,0.01,0.41,0.44,-0.03,0.01,0.08,0.04,0.02,0.15,-0.05,0.02,1.96,0.4,0.15,0.0,0.55,0.06,0.36,0.3,0.04,2.7,0.09,0.12,0.09,0.62,0.71,0.41,0.15,,0.01,-0.03,0.34,0.08,0.0,0.09,0.08,0.08,-0.06,0.16,0.04,0.16,0.05,0.0,0.06,0.02,-0.06,-0.01,0.0,0.08,-0.02,0.02,1.84,0.03,0.06,0.07,0.03,0.0,0.42,0.0,0.33,0.19,0.03,0.1,0.03,0.02,0.14,0.0,0.11,0.22,0.39,0.09,0.03,-0.04,0.04,0.15,0.06,2.75,0.02,-0.01,-0.06,-0.03,0.0,0.01,0.11,-0.01,0.38,-0.01,0.03,0.0,0.07
1970-04-01,0.04,-0.01,0.07,0.0,0.0,0.18,0.01,0.08,0.05,0.23,0.08,0.01,0.03,0.08,0.05,-0.02,0.02,0.17,0.03,0.54,0.49,0.03,-0.02,0.56,0.6,0.07,0.03,0.08,0.02,0.01,0.11,0.31,0.02,1.64,0.35,0.03,0.0,0.59,0.05,0.32,0.26,0.04,2.81,0.08,0.06,0.12,0.58,0.7,0.4,0.15,,0.01,-0.03,0.3,0.06,0.01,0.04,0.09,0.09,0.28,0.12,0.02,0.12,0.15,0.0,0.05,0.02,0.05,0.05,0.0,0.04,0.05,0.07,1.41,0.03,0.06,0.06,0.04,0.0,0.38,0.0,0.5,0.28,0.05,0.09,0.03,0.05,0.18,-0.01,0.11,0.03,0.53,0.1,-0.01,-0.03,0.05,0.17,0.0,2.86,0.01,0.02,-0.06,0.09,0.0,0.01,0.13,0.0,0.15,0.01,0.04,0.0,0.02
1970-07-01,0.03,0.03,0.07,0.01,0.0,0.25,0.01,0.02,0.05,0.41,0.1,0.01,0.07,0.12,0.05,0.03,0.04,0.19,0.0,0.41,0.36,0.01,-0.01,0.31,0.34,0.03,0.05,0.03,0.02,0.01,0.21,-0.1,0.01,1.38,0.3,0.05,0.0,0.45,0.07,0.21,0.18,0.01,2.51,0.07,0.05,0.22,0.58,0.8,0.4,0.15,,0.0,-0.01,0.25,0.05,0.01,0.11,0.08,0.05,-0.15,0.13,0.1,0.14,0.33,0.0,0.05,0.01,0.02,0.05,0.0,0.05,0.04,0.19,0.97,0.03,0.04,0.04,0.03,0.0,0.4,0.01,0.4,0.24,0.04,0.07,0.04,0.03,0.15,0.0,0.1,0.08,0.29,0.1,0.01,0.01,0.06,0.15,0.03,2.56,0.01,-0.01,0.0,0.02,0.0,0.02,0.1,-0.01,0.22,0.0,0.1,0.0,0.16
1970-10-01,0.02,0.05,0.04,0.02,0.0,0.36,0.01,0.08,0.05,0.9,0.1,0.01,0.18,0.23,0.12,0.14,0.1,0.31,-0.03,0.3,0.28,0.01,-0.02,0.29,0.32,0.03,0.07,0.11,0.06,0.02,0.31,0.32,0.02,2.2,0.35,0.07,0.0,0.42,0.07,0.17,0.13,0.03,2.97,0.09,0.05,0.29,0.72,1.01,0.45,0.21,,0.01,-0.02,0.22,0.06,0.0,0.11,0.07,0.09,0.25,0.11,0.05,0.12,0.63,0.0,0.05,0.02,0.01,0.09,0.0,0.05,0.07,0.51,1.3,0.02,0.04,0.05,0.03,0.0,0.31,0.01,0.55,0.25,0.04,0.06,0.03,-0.01,0.16,0.03,0.16,0.12,0.28,0.12,0.05,0.13,0.05,0.23,0.04,3.1,0.04,-0.01,0.08,0.05,0.0,0.01,0.06,0.0,0.24,0.01,0.06,0.0,0.22
1971-01-01,0.02,0.01,0.06,0.02,0.0,0.26,0.0,0.12,0.05,0.76,0.05,0.01,0.1,0.18,0.12,0.11,0.0,0.27,-0.11,-0.33,-0.4,0.02,0.01,0.4,0.42,0.11,0.04,0.09,0.06,0.01,0.21,0.01,0.01,1.01,0.24,0.04,0.0,0.3,0.04,0.06,0.05,0.03,2.71,0.05,0.09,0.23,0.7,0.94,0.49,0.26,,0.02,-0.01,0.12,0.03,0.0,0.06,0.06,0.05,-0.03,0.12,0.01,0.12,0.48,0.0,0.08,0.01,0.1,0.09,0.0,0.14,0.15,0.32,0.25,0.01,0.02,0.05,0.04,0.0,0.31,0.01,0.5,0.24,0.03,0.05,0.04,0.01,0.15,0.01,0.09,0.05,0.38,0.11,0.03,0.14,0.05,0.19,0.02,2.83,0.03,-0.01,0.12,0.11,0.0,0.01,0.04,0.0,0.18,0.0,0.06,0.0,0.15
1971-04-01,0.01,0.05,0.06,0.02,0.0,0.27,0.01,0.15,0.05,0.39,0.06,0.01,0.06,0.14,0.08,0.11,0.08,0.36,-0.04,1.13,1.06,0.01,0.01,0.23,0.24,0.1,0.03,0.09,0.03,0.01,0.23,-0.26,0.02,1.87,0.26,0.05,0.0,0.39,0.04,0.16,0.13,0.03,2.69,0.04,0.1,0.18,0.71,0.89,0.48,0.29,,0.02,-0.02,0.19,0.04,0.0,0.04,0.04,0.08,-0.29,0.17,-0.01,0.18,0.11,0.01,0.08,0.02,0.09,0.16,0.01,0.07,0.12,0.0,1.48,0.02,0.03,0.04,0.04,0.01,0.33,0.01,0.45,0.23,0.03,0.04,0.05,0.02,0.15,0.11,0.03,0.1,0.22,0.08,0.01,0.16,0.06,0.2,0.02,2.77,0.04,0.02,0.11,0.04,0.0,0.01,0.05,-0.01,0.28,0.01,0.04,0.0,0.15
1971-07-01,0.01,0.06,0.06,0.01,0.0,0.14,0.0,0.24,0.04,-0.14,0.08,0.01,0.12,0.18,0.1,0.12,0.12,0.39,0.0,0.5,0.44,0.01,0.0,0.29,0.3,0.05,0.04,0.08,0.04,0.01,0.12,0.3,0.02,1.07,0.31,0.07,0.0,0.36,0.06,0.18,0.15,0.02,2.81,0.06,0.03,0.22,0.63,0.85,0.43,0.27,,0.01,-0.01,0.21,0.05,0.03,0.03,0.05,0.01,0.26,0.15,0.06,0.15,-0.36,0.0,0.05,0.01,0.03,0.17,0.01,0.04,-0.03,-0.39,1.21,0.02,0.03,0.02,0.06,0.0,0.26,0.01,0.55,0.18,0.03,0.02,0.03,0.01,0.11,0.06,0.09,0.13,0.28,0.08,0.01,0.08,0.03,0.15,0.05,2.92,0.03,0.0,0.05,0.17,0.0,0.01,0.12,0.0,0.28,0.02,0.04,0.0,0.11
1971-10-01,0.01,0.0,0.02,0.0,0.0,0.09,0.0,0.02,0.04,-0.31,0.06,0.0,0.06,0.09,0.05,0.05,0.08,0.27,0.03,0.4,0.35,0.01,0.03,0.18,0.2,0.15,-0.01,0.02,0.01,0.01,0.05,0.19,0.02,0.56,0.25,0.01,0.0,0.33,0.04,0.19,0.16,-0.01,1.89,0.04,0.02,0.1,0.43,0.53,0.26,0.19,,0.0,-0.01,0.19,0.05,0.03,0.02,0.02,0.02,0.2,0.06,0.04,0.06,-0.37,0.0,0.03,0.01,0.14,0.13,0.0,0.01,-0.03,-0.37,0.87,0.01,0.03,0.04,0.04,0.0,0.18,0.0,0.45,0.15,0.02,0.03,0.02,0.01,0.08,0.01,0.14,0.01,0.18,0.04,0.0,0.0,0.03,0.13,0.04,1.95,0.03,0.01,-0.01,0.01,0.0,0.01,0.07,0.0,0.07,0.0,0.01,0.0,0.03
1972-01-01,0.01,0.0,0.04,0.01,0.0,0.16,0.01,0.16,0.03,0.53,0.08,0.02,0.06,0.12,0.07,0.05,0.19,0.39,0.14,1.28,1.21,0.01,0.02,0.16,0.18,0.03,-0.04,0.05,0.04,0.01,0.13,-0.2,0.01,2.01,0.31,0.04,0.0,0.34,0.05,0.25,0.21,0.01,2.2,0.06,0.02,0.14,0.54,0.67,0.38,0.2,,0.02,-0.01,0.24,0.07,0.02,0.01,0.05,0.0,-0.16,0.08,-0.01,0.08,0.39,0.0,0.06,-0.01,0.02,0.15,0.0,-0.01,0.06,0.34,1.48,0.01,0.05,0.03,0.06,0.0,0.24,0.01,0.43,0.09,0.01,0.02,0.02,-0.01,0.05,0.0,0.07,0.04,0.15,0.07,0.01,0.03,0.06,0.14,0.01,2.27,0.03,-0.02,0.02,0.16,0.0,0.01,0.15,-0.01,0.12,0.02,0.01,0.0,0.13
1972-04-01,0.01,-0.01,0.02,0.0,0.0,0.07,0.01,0.05,0.02,0.31,0.04,0.01,0.08,0.09,0.04,0.03,0.07,0.18,0.04,0.2,0.17,0.01,0.01,0.27,0.28,0.0,0.02,0.06,0.03,0.01,0.04,-0.11,0.02,0.63,0.2,0.0,0.0,0.23,0.02,0.16,0.13,0.01,1.67,0.05,0.03,0.1,0.41,0.51,0.25,0.11,,0.02,-0.01,0.16,0.04,0.0,0.0,0.03,0.03,-0.13,0.05,-0.01,0.05,0.2,0.0,0.01,-0.01,-0.02,0.05,0.0,0.02,0.14,0.08,0.32,0.01,0.02,0.03,0.03,0.0,0.16,0.0,0.38,0.08,0.01,0.03,0.06,0.0,0.05,-0.02,0.2,0.0,0.26,0.04,0.05,0.02,0.0,0.14,0.01,1.7,0.02,-0.03,0.0,0.07,0.0,0.0,0.08,0.0,0.05,0.0,0.01,0.0,0.01
