Date,Accommodations,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Audio-video, photographic, and information processing equipment services",Children's and infants' clothing,Clothing and footwear,Commercial and vocational schools,Communication,Dental services,Durable goods,Education services,Educational books,Electricity,Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Foreign travel by U.S. residents,Fuel oil and other fuels,Furnishings and durable household equipment,Furniture and furnishings,Gambling,Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils",Goods,Gross output of nonprofit institutions,Ground transportation,Group housing,Health care,Higher education,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures (for services),Household maintenance,Household supplies,Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing,Insurance,Internet access,Jewelry and watches,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,Luggage and similar personal items,"Magazines, newspapers, and stationery","Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle parts and accessories,Motor vehicle services,Motor vehicles and parts,Musical instruments,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,Nondurable goods,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials and footwear,Other durable goods,Other motor vehicle services,Other nondurable goods,Other recreational services,Other services,Outpatient services,Paramedical services,Personal care and clothing services,Personal care products,Pharmaceutical and other medical products,Physician services,Postal and delivery services,Professional and other services,Public transportation,Purchased meals and beverages,Recreation services,Recreational books,Recreational goods and vehicles,Recreational items,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services,Social services and religious activities,"Sporting equipment, supplies, guns, and ammunition",Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation services,"Video, audio, photographic, and information processing equipment and media",Water supply and sanitation,Water transportation,Women's and girls' clothing
1993-01-01,-0.04,0.09,0.0,0.09,-0.02,-0.06,0.01,0.04,0.04,-0.02,0.14,0.0,-0.01,-0.02,-0.13,0.0,0.05,0.34,0.05,0.07,0.06,0.0,0.0,0.13,0.08,0.02,-0.02,-0.05,0.0,0.01,-0.04,-0.01,-0.05,0.28,0.26,0.01,0.0,0.74,0.11,0.47,0.42,0.0,2.25,0.01,0.01,0.01,0.51,0.53,0.37,0.29,0.0,-0.03,-0.02,0.39,0.03,-0.01,0.01,0.0,0.0,0.01,0.06,0.0,0.08,0.16,0.0,-0.01,-0.01,0.0,0.15,0.0,0.11,0.08,0.08,0.3,0.02,0.05,-0.02,-0.01,0.02,0.3,0.0,0.28,0.27,0.04,0.02,0.01,0.05,0.19,0.0,0.05,0.11,0.12,0.1,0.01,-0.12,0.06,0.12,0.02,2.12,0.03,-0.02,0.0,0.04,0.0,0.02,0.18,0.0,0.19,-0.11,0.03,0.0,-0.02
1993-04-01,0.09,-0.06,-0.02,0.05,0.0,-0.14,-0.01,0.0,0.05,0.26,0.09,0.01,0.12,0.18,0.01,0.18,0.31,0.56,0.13,0.25,0.27,0.0,0.0,0.13,0.22,0.05,0.01,0.09,0.04,0.02,-0.14,-0.33,0.02,0.14,0.32,0.0,0.0,0.66,0.07,0.32,0.27,0.02,2.56,0.02,0.03,0.21,0.45,0.67,0.34,0.25,0.0,0.02,-0.02,0.31,0.05,-0.03,0.05,0.05,0.0,-0.34,0.06,-0.02,0.06,0.27,0.0,0.06,0.01,0.02,0.12,0.0,0.07,0.18,0.11,-0.12,0.02,0.05,0.0,0.01,0.0,0.1,0.01,0.32,0.34,0.08,0.03,0.02,0.02,0.21,0.0,0.13,-0.06,0.13,0.13,0.0,-0.1,-0.06,0.09,0.02,2.57,0.03,0.01,0.01,0.0,0.0,0.01,0.02,0.01,0.0,-0.12,0.03,0.0,-0.13
1993-07-01,0.01,0.02,-0.01,0.03,-0.01,0.01,0.01,0.03,0.03,0.24,0.1,0.01,0.02,0.09,-0.1,0.02,0.15,0.4,0.14,0.07,0.08,0.0,0.0,0.1,0.11,-0.04,-0.02,0.02,0.03,0.01,0.02,-0.32,-0.01,-0.16,0.22,0.0,0.0,0.64,0.07,0.34,0.31,-0.01,2.01,0.02,-0.02,0.13,0.3,0.42,0.2,0.25,0.0,0.0,0.0,0.32,0.03,0.0,0.03,0.06,-0.02,-0.3,0.04,-0.02,0.04,0.28,0.0,0.07,0.0,-0.04,0.1,0.01,0.1,0.17,0.13,-0.4,0.02,0.03,-0.01,0.01,0.0,-0.16,0.01,0.27,0.31,0.09,0.04,0.04,0.07,0.19,0.0,0.09,0.02,0.1,0.11,0.0,-0.07,-0.05,0.07,0.02,1.91,0.03,0.01,0.0,0.04,0.0,0.01,-0.22,0.01,0.06,-0.08,0.04,0.0,0.04
1993-10-01,0.03,-0.01,0.02,0.02,0.0,-0.01,0.01,0.04,0.03,0.33,0.1,0.0,-0.01,0.0,0.01,-0.16,-0.11,0.05,0.05,0.29,0.28,0.0,0.0,0.08,0.11,0.04,-0.02,0.09,0.03,0.02,-0.04,0.26,0.04,0.8,0.26,-0.02,0.0,0.49,0.08,0.25,0.21,0.0,1.51,0.01,0.04,0.05,0.37,0.42,0.26,0.16,0.0,-0.02,-0.04,0.25,0.04,0.05,0.03,0.07,0.01,0.28,0.04,-0.01,0.06,0.27,0.0,0.01,-0.01,0.0,0.07,0.0,0.04,0.17,0.11,0.47,0.02,0.05,0.02,0.03,0.03,-0.07,0.01,0.28,0.24,0.05,0.03,0.0,0.02,0.16,0.0,0.06,-0.02,0.07,0.13,0.01,-0.06,0.07,0.09,0.02,1.52,0.04,0.01,0.0,0.04,0.0,0.0,-0.22,0.02,0.04,-0.09,0.04,0.0,-0.04
1994-01-01,-0.02,-0.07,-0.01,-0.01,-0.02,-0.26,0.0,0.07,0.04,0.12,0.1,0.01,-0.05,0.0,-0.03,-0.28,-0.23,-0.1,0.05,0.03,0.04,0.0,0.0,0.09,0.07,0.06,0.01,0.03,0.03,0.01,-0.24,-0.14,0.0,-0.15,0.23,0.02,0.0,0.63,0.07,0.25,0.2,0.01,1.62,0.01,-0.01,0.04,0.52,0.56,0.38,0.14,0.0,0.03,-0.01,0.26,0.03,-0.01,0.03,0.08,-0.13,-0.15,0.05,0.01,0.08,0.13,0.0,0.05,0.0,0.06,0.05,0.0,0.05,0.0,0.11,-0.27,0.02,0.05,-0.02,0.03,0.02,0.1,0.01,0.32,0.39,0.09,0.01,0.0,0.04,0.26,0.0,0.05,-0.04,0.09,0.09,0.0,-0.07,0.0,0.11,0.03,1.59,0.02,0.0,0.01,0.08,0.0,0.0,0.06,-0.01,0.04,-0.07,0.04,0.0,-0.09
1994-04-01,0.07,-0.02,0.0,-0.01,0.01,0.09,0.01,0.02,0.06,0.31,0.1,0.01,-0.01,-0.03,0.01,0.06,0.16,0.27,0.1,0.12,0.12,0.0,0.0,0.1,0.17,-0.04,-0.01,0.08,0.06,0.02,0.08,-0.15,-0.01,0.52,0.25,0.0,0.0,0.53,0.07,0.25,0.22,0.01,1.72,0.01,-0.01,0.01,0.45,0.46,0.35,0.11,0.0,-0.01,-0.02,0.24,0.04,0.02,0.02,-0.02,0.05,-0.14,0.04,0.0,0.09,0.24,0.0,-0.02,0.01,-0.06,0.06,0.0,0.0,0.11,0.12,0.21,0.02,0.03,0.01,0.01,0.04,0.16,0.0,0.23,0.28,0.11,0.05,0.04,0.05,0.12,0.0,0.07,-0.02,0.1,-0.01,0.01,-0.02,0.01,0.08,0.02,1.73,0.03,0.04,0.02,0.02,0.0,0.0,0.04,0.01,0.07,-0.08,0.04,0.0,0.01
1994-07-01,0.0,-0.03,0.0,-0.02,0.0,-0.1,0.01,0.0,0.04,0.37,0.1,0.01,0.04,-0.01,0.05,-0.09,-0.11,0.05,-0.01,0.38,0.37,0.0,0.0,0.08,0.08,0.12,0.01,0.04,0.02,0.03,-0.06,0.6,0.02,1.37,0.37,-0.01,0.0,0.59,0.06,0.36,0.31,0.0,1.48,0.01,0.01,0.02,0.35,0.37,0.26,0.15,0.0,0.04,0.01,0.32,0.05,-0.02,0.01,0.01,0.04,0.59,0.05,-0.01,0.06,0.32,0.0,-0.05,0.01,0.13,0.09,0.01,0.01,0.19,0.14,1.01,0.02,0.05,-0.03,0.06,0.02,0.13,0.01,0.35,0.23,0.09,0.02,0.0,0.03,0.1,0.0,0.03,-0.04,0.08,0.03,0.01,-0.05,0.04,0.08,0.01,1.53,0.04,-0.01,0.0,0.01,0.0,0.03,0.03,0.0,0.02,-0.06,0.03,0.0,-0.11
1994-10-01,0.01,-0.11,-0.01,0.01,0.02,-0.17,0.03,-0.01,0.05,0.09,0.11,0.0,0.02,-0.03,0.08,-0.03,0.02,0.21,0.05,0.04,0.05,0.0,0.0,0.13,0.15,0.07,-0.02,-0.1,-0.09,0.02,-0.12,0.13,-0.02,0.19,0.32,0.0,0.0,0.52,0.06,0.23,0.18,0.0,1.62,0.01,-0.01,0.0,0.42,0.42,0.31,0.19,0.0,-0.02,-0.01,0.24,0.03,0.0,0.06,0.05,-0.06,0.15,0.04,0.0,0.07,0.32,0.0,-0.05,0.0,0.06,0.09,0.01,0.06,0.26,0.07,0.1,0.02,0.05,-0.04,-0.01,0.03,0.1,0.01,0.27,0.3,0.07,0.01,0.01,0.03,0.18,0.0,0.06,-0.11,0.13,0.08,0.0,-0.12,0.0,0.09,0.01,1.7,0.04,0.0,0.03,-0.01,0.0,0.02,0.0,0.01,-0.04,-0.14,0.03,0.0,-0.09
1995-01-01,-0.01,-0.03,0.0,0.03,-0.01,-0.2,0.0,0.05,0.05,0.21,0.09,0.01,0.07,0.05,-0.13,0.1,-0.05,0.12,-0.15,0.2,0.2,0.0,0.0,0.13,0.12,-0.11,0.0,0.01,0.03,0.02,-0.22,-0.1,0.0,0.18,0.2,0.0,0.0,0.72,0.06,0.41,0.31,-0.01,1.92,0.05,0.05,0.08,0.5,0.58,0.41,0.17,0.0,-0.02,-0.01,0.33,0.03,0.03,0.04,0.03,-0.03,-0.1,0.02,0.01,0.07,0.23,0.0,-0.01,0.0,-0.13,0.13,0.01,0.01,0.17,0.05,-0.03,0.03,0.1,0.02,0.04,0.05,0.07,0.01,0.24,0.31,0.04,0.05,0.0,-0.01,0.23,0.06,0.07,-0.03,0.13,0.09,0.0,-0.07,-0.02,0.09,0.0,1.79,0.05,0.01,0.02,-0.01,0.0,0.01,0.01,-0.01,0.04,-0.1,0.02,0.0,-0.18
1995-04-01,0.1,0.2,0.02,0.03,-0.02,-0.1,0.01,-0.02,0.03,-0.05,0.09,0.01,0.01,-0.03,0.03,0.13,0.01,0.21,-0.12,0.31,0.29,0.0,0.0,0.15,0.24,0.2,0.01,-0.04,0.01,0.03,-0.09,0.01,-0.04,0.31,0.23,0.01,0.0,0.37,0.06,0.21,0.14,-0.01,2.01,0.01,0.02,-0.01,0.51,0.5,0.41,0.2,0.0,-0.02,-0.07,0.21,0.05,0.03,0.07,0.05,-0.03,0.0,0.05,0.01,0.05,0.14,0.0,-0.04,0.02,0.13,0.11,0.01,0.03,0.05,0.09,0.36,0.02,0.07,-0.01,0.01,0.0,0.14,0.01,0.32,0.16,0.03,0.01,0.0,-0.03,0.1,0.0,0.07,0.21,0.14,0.11,0.0,-0.17,0.01,0.09,0.01,2.04,0.04,-0.03,0.0,-0.02,0.0,0.0,0.04,0.0,0.26,-0.14,0.02,0.0,-0.04
1995-07-01,0.03,0.08,0.0,0.03,0.02,-0.03,0.0,-0.01,0.04,-0.16,0.08,0.0,0.06,0.02,0.04,0.07,0.02,0.23,-0.05,0.1,0.1,0.0,0.0,0.12,0.15,-0.01,0.01,0.08,0.08,0.02,-0.04,-0.13,0.01,0.04,0.22,0.01,0.0,0.3,0.06,0.2,0.14,-0.01,1.56,0.02,0.07,0.04,0.48,0.51,0.39,0.21,0.0,0.01,-0.02,0.18,0.05,0.03,0.06,0.03,-0.03,-0.14,0.04,0.0,0.04,-0.02,0.0,-0.04,0.0,-0.03,0.12,0.0,0.05,-0.06,0.04,0.2,0.02,0.06,0.01,0.06,0.0,0.26,0.01,0.16,0.1,-0.01,0.0,0.01,0.05,0.07,0.0,0.06,0.09,0.12,0.08,0.01,-0.27,0.03,0.08,0.01,1.6,0.03,-0.01,0.0,-0.01,0.0,0.01,0.04,0.0,0.13,-0.28,0.02,0.0,-0.02
1995-10-01,0.01,-0.05,0.01,0.04,0.0,-0.02,0.0,-0.02,0.04,-0.11,0.07,0.01,0.08,0.04,-0.02,0.06,0.09,0.32,0.03,0.17,0.16,0.0,0.0,0.12,0.13,-0.03,-0.02,-0.01,0.0,0.02,0.0,-0.17,-0.02,0.04,0.26,0.01,0.0,0.45,0.06,0.35,0.26,0.0,1.76,0.02,0.01,0.06,0.54,0.6,0.44,0.23,0.0,-0.01,-0.02,0.29,0.06,0.0,0.06,0.06,0.01,-0.16,0.04,0.0,0.04,0.12,0.0,-0.04,0.0,-0.05,0.13,0.0,0.04,0.06,0.07,0.15,0.02,0.09,-0.02,0.01,0.01,0.17,0.01,0.13,0.1,0.03,0.01,0.04,0.04,0.03,0.0,0.06,-0.04,0.11,0.13,0.02,-0.23,0.0,0.09,0.01,1.73,0.03,-0.01,0.0,-0.02,0.0,0.01,0.02,0.01,0.01,-0.25,0.02,0.0,-0.02
1996-01-01,0.01,-0.3,0.04,0.04,0.02,0.0,0.02,0.0,0.04,0.04,0.1,0.01,0.01,0.08,0.02,-0.11,-0.13,0.13,-0.03,0.27,0.23,0.0,0.0,0.11,0.12,0.03,0.1,0.02,0.02,0.03,0.0,0.52,0.0,0.98,0.24,0.05,0.0,0.27,0.06,0.25,0.14,0.0,1.25,0.02,0.02,0.13,0.45,0.58,0.33,0.27,0.0,-0.04,-0.06,0.22,0.08,-0.02,0.05,0.05,0.02,0.42,0.04,0.0,0.05,0.22,0.0,0.07,0.0,-0.03,0.12,0.0,0.06,0.17,0.06,0.94,0.02,0.1,0.0,-0.03,0.0,0.14,0.01,0.23,0.03,0.04,0.03,-0.02,0.06,-0.05,0.0,0.06,-0.25,0.11,0.12,0.02,-0.17,0.01,0.1,0.01,1.26,0.04,0.01,0.03,0.0,0.0,0.01,0.03,0.0,-0.2,-0.23,0.05,0.0,-0.04
1996-04-01,0.07,0.07,0.04,0.04,0.0,-0.08,0.01,0.0,0.04,-0.34,0.09,0.01,0.0,0.08,0.1,0.11,0.09,0.3,-0.02,0.36,0.32,0.0,0.0,0.16,0.23,0.02,0.05,-0.02,-0.02,0.03,-0.09,0.61,0.0,0.66,0.31,0.05,0.0,0.34,0.06,0.21,0.12,-0.01,1.94,0.02,0.0,0.14,0.41,0.55,0.31,0.21,0.0,-0.05,-0.04,0.2,0.08,0.0,0.0,0.06,0.0,0.57,0.04,0.0,0.03,0.01,0.0,0.08,-0.01,-0.02,0.13,0.01,0.0,-0.04,0.05,1.0,0.02,0.09,0.01,-0.04,-0.01,0.1,0.01,0.23,0.14,0.04,0.02,0.0,0.03,0.05,0.0,0.09,0.11,0.15,0.14,0.0,-0.29,0.05,0.1,0.0,2.04,0.03,-0.01,0.0,0.0,0.0,0.0,0.04,0.01,0.14,-0.28,0.06,0.0,-0.08
1996-07-01,0.04,0.02,0.04,0.07,-0.02,-0.26,0.01,0.06,0.05,-0.13,0.08,0.01,0.04,0.09,0.04,-0.04,0.14,0.39,0.18,0.39,0.35,0.0,0.0,0.15,0.19,0.06,-0.03,0.03,0.0,0.02,-0.22,-0.34,0.01,-0.27,0.21,0.0,0.0,0.31,0.06,0.14,0.09,0.01,1.94,0.03,-0.01,0.05,0.43,0.48,0.32,0.24,0.0,-0.04,-0.04,0.16,0.06,0.02,0.02,0.04,-0.04,-0.31,0.06,-0.01,0.1,0.07,0.0,0.05,0.0,0.02,0.12,0.01,0.05,0.02,0.07,-0.14,0.01,0.05,-0.03,0.0,0.04,0.07,0.01,0.33,0.17,0.08,0.05,0.0,0.04,0.04,0.0,0.06,0.02,0.14,0.13,0.01,-0.23,-0.02,0.11,0.0,1.98,0.03,-0.03,-0.01,0.05,0.0,0.0,0.02,0.01,0.12,-0.2,-0.04,0.0,-0.16
1996-10-01,0.02,0.17,0.02,0.05,0.0,0.08,0.06,0.03,0.05,-0.22,0.13,0.01,0.0,0.05,0.08,-0.07,0.07,0.31,0.14,0.3,0.28,0.01,0.0,0.21,0.22,0.05,0.11,-0.05,-0.02,0.03,0.09,0.42,-0.04,0.67,0.27,0.0,0.0,0.37,0.06,0.16,0.1,0.0,2.01,0.02,0.0,0.07,0.38,0.45,0.3,0.23,0.0,-0.02,-0.02,0.19,0.06,-0.05,0.03,0.04,0.05,0.31,0.06,0.0,0.02,0.12,0.0,0.05,-0.01,0.03,0.13,0.0,0.04,0.06,0.06,0.89,0.02,0.06,-0.01,-0.06,-0.03,0.08,0.01,0.33,0.21,0.08,0.05,-0.02,0.03,0.08,0.0,0.04,0.16,0.2,0.14,0.0,-0.23,0.03,0.09,-0.01,2.08,0.04,0.0,-0.02,0.02,0.0,0.0,0.03,0.01,0.19,-0.22,0.02,0.0,0.04
1997-01-01,0.02,-0.05,0.02,0.04,0.0,0.04,-0.01,0.03,0.04,-0.19,0.07,0.01,0.03,0.19,0.11,0.12,0.15,0.27,0.03,0.03,0.02,0.0,0.0,0.15,0.17,-0.05,-0.02,0.02,-0.01,0.02,0.05,0.19,0.01,0.19,0.22,0.0,0.0,0.23,0.06,0.06,0.0,0.01,1.48,0.0,0.01,0.21,0.4,0.61,0.32,0.12,-0.01,-0.03,-0.04,0.12,0.04,0.0,0.03,0.05,-0.01,0.21,0.03,0.0,0.0,0.07,0.0,0.16,-0.02,-0.09,0.11,0.0,-0.03,0.05,0.02,0.38,0.02,0.06,0.0,0.0,-0.03,0.11,0.01,0.14,0.17,0.12,0.04,0.01,0.04,0.01,0.0,0.06,-0.05,0.14,0.12,0.0,-0.27,-0.01,0.1,-0.02,1.59,0.03,0.01,0.01,0.04,0.0,0.01,0.04,0.01,-0.05,-0.3,0.02,0.0,0.07
1997-04-01,0.06,0.05,0.01,0.04,0.03,0.21,-0.01,0.01,0.04,-0.49,0.07,0.01,0.02,-0.12,0.01,0.11,0.26,0.39,0.15,0.06,0.05,0.0,0.0,0.1,0.16,0.1,-0.05,0.03,0.07,0.01,0.21,-0.73,-0.01,-0.78,0.19,0.01,0.0,0.35,0.05,0.16,0.11,-0.03,1.78,0.02,0.01,-0.1,0.45,0.34,0.34,0.13,0.01,-0.04,-0.05,0.18,0.04,0.0,0.02,0.07,0.06,-0.67,0.05,-0.01,0.07,-0.12,0.0,-0.14,0.0,0.05,0.09,0.01,-0.02,-0.09,-0.02,-0.29,0.02,0.05,0.0,-0.02,0.02,0.17,0.01,0.28,0.19,0.11,0.02,0.02,0.04,0.04,0.0,0.08,0.06,0.09,0.13,0.0,-0.38,-0.01,0.11,-0.01,1.78,0.03,-0.02,-0.01,0.01,0.0,0.01,0.09,-0.01,0.13,-0.35,0.02,0.0,0.12
1997-07-01,0.01,0.06,0.01,0.06,-0.03,-0.19,0.01,-0.06,0.03,-0.34,0.08,0.01,-0.04,0.01,0.14,0.1,0.06,0.19,-0.04,0.13,0.12,0.0,0.0,0.14,0.15,-0.07,-0.03,-0.05,-0.05,0.02,-0.19,0.11,0.01,-0.4,0.24,0.01,0.0,0.21,0.05,0.04,-0.02,0.0,1.32,0.02,0.0,0.05,0.47,0.52,0.36,0.13,0.02,-0.01,-0.03,0.09,0.05,-0.01,0.0,0.02,-0.01,0.14,0.03,0.01,-0.01,-0.06,0.0,0.05,-0.01,-0.1,0.06,0.01,0.01,-0.05,-0.02,-0.06,0.02,0.06,0.0,0.0,-0.05,-0.11,0.01,0.1,0.17,0.05,0.02,-0.03,-0.01,0.09,0.0,0.1,0.06,0.14,0.1,0.01,-0.23,-0.07,0.11,-0.01,1.46,0.03,0.0,0.0,-0.08,0.0,0.01,0.0,0.0,0.05,-0.24,0.05,0.0,-0.15
1997-10-01,0.06,0.11,0.0,0.03,-0.01,-0.07,0.01,-0.04,0.04,-0.29,0.08,0.0,-0.02,0.05,0.18,-0.07,0.08,0.19,0.15,0.07,0.08,0.0,0.0,0.16,0.22,-0.07,-0.01,-0.03,-0.03,0.02,-0.08,0.04,0.02,-0.19,0.26,0.01,0.0,0.11,0.04,0.0,-0.05,-0.01,1.27,0.02,-0.06,0.08,0.43,0.51,0.33,0.1,0.0,-0.04,-0.06,0.08,0.06,-0.03,0.0,0.0,0.0,0.05,0.02,-0.02,0.04,0.01,0.0,0.07,0.0,-0.13,0.02,0.0,0.02,0.05,-0.03,0.1,0.03,0.05,0.01,-0.05,0.02,0.06,0.0,0.04,0.11,0.05,0.0,0.04,0.01,0.02,0.0,0.06,0.12,0.15,0.05,0.0,-0.22,-0.02,0.1,0.0,1.45,0.04,0.0,-0.01,-0.04,0.0,0.0,0.07,-0.01,0.16,-0.21,0.03,0.0,-0.06
1998-01-01,0.0,-0.03,0.0,0.04,-0.01,-0.19,0.0,-0.02,0.04,-0.38,0.08,0.01,-0.17,-0.24,0.15,0.0,-0.09,0.02,-0.09,0.11,0.11,0.0,0.0,0.13,0.13,-0.08,-0.04,0.02,0.01,0.01,-0.15,-0.87,0.01,-1.13,0.3,0.0,0.0,0.32,0.05,0.12,0.07,0.01,1.01,0.01,0.03,-0.22,0.47,0.25,0.37,0.11,0.0,-0.01,0.03,0.15,0.06,0.0,0.04,0.05,-0.04,-0.82,0.05,-0.01,0.07,-0.13,0.0,-0.07,-0.01,-0.05,0.01,0.0,0.04,-0.11,-0.02,-0.75,0.02,0.05,-0.04,0.0,0.03,0.21,0.01,0.14,0.2,0.06,0.02,0.04,0.05,0.1,0.0,0.07,-0.03,0.13,0.11,0.01,-0.27,0.02,0.1,0.0,1.16,0.04,0.01,0.0,-0.02,0.0,0.01,0.04,0.0,0.05,-0.3,0.02,0.01,-0.1
1998-04-01,0.05,-0.06,0.01,0.02,0.01,-0.08,0.01,0.03,0.04,-0.39,0.08,0.01,-0.03,-0.01,0.16,-0.36,-0.36,-0.27,0.0,0.08,0.07,0.01,0.0,0.1,0.16,0.05,-0.01,0.06,0.05,0.01,-0.08,-0.42,0.04,-0.58,0.36,0.01,0.0,0.36,0.05,0.18,0.11,-0.02,1.14,0.02,0.03,0.01,0.49,0.5,0.38,0.09,0.01,-0.05,-0.02,0.19,0.05,-0.01,0.02,0.05,-0.06,-0.41,0.04,-0.02,0.03,-0.12,0.0,0.01,0.01,0.03,0.02,-0.01,0.03,-0.07,-0.03,-0.19,0.02,0.07,-0.01,-0.05,-0.01,0.24,0.01,0.32,0.18,0.06,0.03,0.01,0.1,0.08,0.0,0.09,-0.05,0.1,0.09,0.03,-0.27,-0.05,0.11,0.01,1.3,0.04,-0.04,-0.01,0.02,-0.01,0.01,0.11,-0.01,-0.03,-0.25,0.02,0.0,-0.03
1998-07-01,0.01,0.04,0.01,0.02,0.0,0.11,0.03,-0.02,0.04,-0.4,0.08,0.0,-0.06,-0.09,0.08,-0.04,-0.06,0.01,-0.02,0.13,0.12,0.0,0.0,0.13,0.14,-0.03,-0.01,-0.04,-0.02,0.02,0.1,-0.04,-0.01,-0.05,0.22,0.0,0.0,0.25,0.04,0.14,0.06,0.0,1.21,0.03,0.01,-0.07,0.51,0.44,0.38,0.07,0.0,-0.04,-0.03,0.14,0.05,-0.02,0.02,0.03,0.04,-0.03,0.05,0.01,0.07,0.09,0.0,-0.03,0.01,-0.06,0.01,0.0,0.02,0.04,0.04,0.36,0.02,0.07,0.02,-0.06,0.01,0.16,0.01,0.17,0.11,0.0,0.02,-0.01,0.08,0.07,0.0,0.08,0.04,0.13,0.09,0.01,-0.39,-0.05,0.13,0.01,1.29,0.04,-0.02,0.01,-0.03,-0.01,0.0,0.1,-0.01,0.11,-0.39,0.02,0.0,0.06
1998-10-01,0.08,-0.06,0.03,0.03,0.02,-0.13,0.04,-0.03,0.04,-0.4,0.09,0.01,-0.03,-0.06,0.01,-0.01,-0.2,-0.06,-0.18,0.19,0.16,0.0,0.0,0.14,0.22,0.11,-0.04,-0.06,-0.02,0.02,-0.09,-0.19,-0.02,-0.26,0.16,-0.02,0.0,0.31,0.03,0.12,0.07,-0.01,1.32,0.03,-0.01,-0.04,0.48,0.44,0.36,0.14,0.0,0.0,-0.04,0.15,0.04,-0.03,0.02,0.05,0.0,-0.16,0.06,0.01,0.08,0.03,0.0,-0.02,0.02,0.07,0.02,0.01,0.07,0.05,-0.03,0.14,0.02,0.06,-0.04,-0.03,0.02,0.27,0.01,0.28,0.19,0.05,0.02,-0.01,0.07,0.09,0.0,0.07,-0.08,0.14,0.11,-0.01,-0.34,-0.08,0.11,0.01,1.32,0.03,-0.03,0.02,-0.03,-0.01,0.01,0.26,-0.01,0.0,-0.31,0.02,0.0,-0.11
1999-01-01,-0.03,0.0,0.02,0.02,-0.01,-0.22,0.02,-0.05,0.05,-0.46,0.1,0.0,0.01,0.02,0.02,-0.07,-0.36,-0.26,-0.3,0.14,0.11,0.0,0.0,0.14,0.11,0.0,-0.03,-0.02,0.0,0.01,-0.19,-0.25,0.0,-0.16,0.22,0.0,0.0,0.34,0.05,0.19,0.16,-0.02,0.93,0.02,0.01,0.04,0.36,0.39,0.27,0.1,0.0,-0.05,0.0,0.2,0.03,-0.03,0.0,0.08,-0.05,-0.22,0.03,-0.01,0.03,-0.06,0.0,0.01,-0.01,-0.01,0.02,0.0,0.05,-0.04,0.0,0.3,0.02,0.03,-0.03,-0.09,0.0,0.64,0.01,0.21,0.15,0.03,0.04,0.03,0.07,0.07,0.02,0.08,-0.01,0.14,0.12,-0.01,-0.29,-0.01,0.09,0.0,0.95,0.02,-0.03,0.02,-0.07,-0.01,0.0,0.55,-0.01,0.03,-0.26,0.02,0.0,-0.13
1999-04-01,0.05,0.06,0.03,0.01,0.0,0.11,0.02,-0.07,0.04,-0.27,0.09,0.01,-0.01,-0.02,0.12,-0.16,-0.16,-0.04,0.01,0.09,0.07,0.0,0.0,0.11,0.16,0.01,0.04,-0.05,-0.01,0.03,0.12,0.98,-0.01,1.05,0.29,0.01,0.0,0.25,0.05,0.14,0.09,-0.02,1.13,0.03,0.03,0.0,0.37,0.37,0.27,0.12,0.0,0.04,-0.08,0.17,0.05,-0.01,0.0,0.09,0.05,0.94,0.05,-0.01,0.06,0.0,0.0,-0.01,-0.01,-0.07,0.03,0.01,0.03,0.02,0.0,1.32,0.02,0.05,-0.02,0.03,0.0,0.14,0.02,0.12,0.11,0.02,0.03,0.04,0.12,0.05,0.0,0.07,0.06,0.11,0.14,0.0,-0.24,-0.01,0.1,0.0,1.25,0.04,-0.02,0.01,-0.07,-0.01,0.01,-0.04,0.0,0.12,-0.22,0.02,0.0,0.08
