Date,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,Energy goods and services,"Entertainment, literary, and artistic originals",Equipment,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Final sales of computers to domestic purchasers,Final sales of domestic product,Final sales to domestic purchasers,Financial services and insurance,Fixed investment,Food,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross domestic product excluding final sales of computers,Gross domestic product excluding food and energy,Gross domestic purchases,Gross domestic purchases excluding final sales of computers to domestic purchasers,Gross domestic purchases excluding food and energy,Gross investment,Gross private domestic investment,Health care,Household consumption expenditures,Housing and utilities,Industrial equipment,Information processing equipment,Intellectual property products,Motor vehicles and parts,National defense,Nondefense,Nondurable goods,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1947-01-01,44.63,,6.453,51.892,,10.943,35.341,9.668,31.784,,11.015,10.881,6.156,14.837,,13.226,7.359,48.665,6.783,22.699,7.184,11.148,,,11.013,,,13.418333333333331,15.866,3.407,6.67,8.041,7.874,628.474,22.342,21.145,9.616,9.134,14.928,19.181,86.431,31.938,9.848,12.334,7.274,11.557,8.593,314.697,13.275,7.186,7.029,,5.186,5.236,14.487,7.292
1947-04-01,45.512,,6.338333333333334,52.369,,11.096,36.836,9.555,32.047,,11.164,10.997,6.202,15.396,,13.261,7.375,49.32,6.975,22.917,7.166,11.3,,,11.132,,,13.450333333333333,16.473,3.48,6.706,8.083,8.228,650.591,22.569,21.162,9.572,8.691,15.074,19.763,89.472,32.307,10.607,12.44,7.319,11.649,8.612,318.534,13.363,7.584,7.068,,5.268,5.303,14.694,7.271
1947-07-01,45.948,,6.378666666666667,52.662,,11.419,37.664,9.169,33.329,,11.328,11.142,6.404,15.781,,13.544,7.524,49.807,7.188,23.267,7.029,11.478,,,11.292,,,14.628666666666666,17.022,3.669,6.863,8.243,8.39,662.84,23.036,21.482,8.825,9.752,15.346,20.284,91.157,31.649,10.998,12.604,7.517,11.866,8.775,317.415,13.54,7.751,7.237,,5.38,5.489,14.911,7.274
1947-10-01,46.862,,6.5,53.348,,11.726,38.013,9.184,34.164,,11.574,11.39,6.507,16.105,,14.033,7.782,50.461,7.513,23.88,7.118,11.714,,,11.528,,,14.419666666666666,17.227,3.749,7.018,8.475,8.639,667.298,23.561,21.792,8.82,9.905,15.81,20.652,91.77,31.852,10.74,12.834,7.62,12.162,8.941,322.419,13.804,7.943,7.401,,5.552,5.673,15.212,7.293
1948-01-01,47.826,,6.441333333333334,53.756,,11.446,37.805,9.259,34.577,,11.702,11.528,6.526,16.265,,14.17,7.841,50.767,7.857,24.223,7.252,11.849,,,11.674,,,14.506,17.448,3.725,7.058,8.551,8.559,659.381,23.622,22.03,9.04,9.304,16.07,20.762,90.681,31.86,10.644,13.024,7.678,12.297,8.844,326.079,14.154,8.085,7.444,,5.757,5.824,15.264,7.359
1948-04-01,48.6,,6.461333333333333,54.461,,11.644,38.916,9.336,35.215,,11.84,11.675,6.608,16.62,,14.234,7.87,51.422,8.066,24.482,7.35,11.989,,,11.823,,,14.707666666666666,17.823,3.764,7.125,8.606,8.723,663.381,24.015,22.297,9.187,9.143,16.23,21.343,91.231,32.194,11.349,13.14,7.767,12.424,8.944,331.949,14.388,8.173,7.518,,5.883,5.984,15.458,7.555
1948-07-01,48.881,,6.530333333333334,56.356,,11.905,40.532,9.433,35.833,,12.05,11.892,6.72,17.124,,14.325,7.925,52.131,8.209,24.859,7.497,12.198,,,12.038,,,15.182333333333334,18.313,3.818,7.232,8.68,9.164,670.144,24.361,24.034,9.327,9.116,16.388,22.074,92.161,32.457,11.829,13.412,7.871,12.614,9.139,341.127,14.508,8.36,7.631,,6.094,6.138,16.134,8.005
1948-10-01,48.886,,6.558333333333334,56.459,,11.791,41.266,9.439,35.842,,12.056,11.9,6.742,17.309,,14.003,7.773,52.28,8.268,24.673,7.543,12.193,,,12.037,,,15.087333333333333,18.418,3.804,7.259,8.756,9.457,673.278,24.254,23.839,9.367,9.025,16.218,22.373,92.592,32.659,11.781,13.428,7.902,12.574,9.268,347.675,14.512,8.405,7.659,,6.188,6.195,16.685,8.328
1949-01-01,47.758,,6.779,56.269,,11.989,41.205,9.735,35.528,,12.021,11.866,6.725,17.278,,13.808,7.697,51.441,8.242,24.368,7.658,12.153,,,11.998,,,15.203333333333333,18.363,3.807,7.256,8.836,9.515,673.35,24.189,23.938,9.538,9.668,15.971,22.22,92.602,32.744,11.707,13.222,7.917,12.475,9.05,350.593,14.213,8.471,7.654,,6.123,6.09,16.622,8.287
1949-04-01,46.78,,6.768000000000001,55.9,,11.986,41.451,9.726,35.53,,11.948,11.801,6.739,17.254,,13.669,7.654,50.43,8.23,24.091,7.608,12.078,,,11.93,,,15.074333333333334,18.33,3.826,7.272,8.867,9.486,669.518,24.111,24.004,9.51,9.717,15.766,22.186,92.075,32.625,11.948,12.989,7.945,12.399,9.178,350.742,14.114,8.461,7.669,,6.027,6.006,16.674,8.288
1949-07-01,45.948,,6.7459999999999996,55.22,,11.949,41.313,9.648,35.679,,11.862,11.723,6.769,17.067,,13.516,7.607,49.979,8.214,23.812,7.563,11.991,,,11.851,,,14.695666666666668,18.139,3.838,7.294,8.907,9.397,668.326,24.064,23.738,9.458,9.573,15.587,22.101,91.911,31.659,12.009,12.872,7.997,12.327,9.278,347.74,14.097,8.264,7.694,,6.013,5.975,16.562,8.323
1949-10-01,45.343,,6.871333333333333,55.154,,11.895,40.855,9.833,35.943,,11.859,11.729,6.82,17.005,,13.439,7.608,49.854,8.191,23.671,7.629,11.988,,,11.856,,,14.716000000000001,18.062,3.851,7.347,8.986,9.229,673.996,24.055,23.749,9.617,9.829,15.469,21.972,92.691,31.51,11.63,12.763,8.054,12.317,9.332,348.534,14.152,8.268,7.749,,5.973,5.987,16.624,8.497
1950-01-01,45.104,,6.894666666666667,54.986,,11.798,40.982,9.891,36.199,,11.828,11.714,6.86,17.002,,13.305,7.584,49.595,8.199,23.544,7.625,11.954,,,11.839,,,14.876333333333333,18.039,3.862,7.377,9.089,9.361,683.718,24.058,23.786,9.654,9.953,15.371,21.998,94.028,31.357,11.517,12.742,8.08,12.297,9.115,344.525,14.278,8.256,7.781,,5.916,5.975,16.685,8.565
1950-04-01,45.182,,6.852666666666667,55.408,,11.879,41.674,9.778,36.404,,11.88,11.773,6.839,17.276,,13.403,7.653,50.191,8.216,23.674,7.594,12.004,,,11.897,,,14.595666666666666,18.306,3.867,7.403,9.127,9.523,676.692,24.322,23.978,9.603,9.69,15.442,22.211,93.062,31.454,11.905,12.769,8.076,12.356,9.226,342.508,14.489,8.468,7.81,,5.956,5.956,16.874,8.584
1950-07-01,46.235,,6.878666666666668,56.176,,12.161,42.544,9.894,37.281,,12.127,12.029,6.889,17.76,,13.848,7.88,51.794,8.363,24.257,7.736,12.254,,,12.155,,,14.788666666666666,18.815,3.922,7.514,9.203,9.915,684.816,24.858,23.938,9.813,9.48,15.885,22.681,94.179,31.739,12.248,13.146,8.193,12.614,9.374,347.445,14.784,8.79,7.93,,6.124,6.084,16.934,8.761
1950-10-01,47.825,,6.705333333333333,57.103,,12.413,43.779,9.841,38.48,,12.312,12.226,6.946,18.093,,14.135,7.986,53.654,8.466,24.768,7.803,12.45,,,12.364,,,15.459666666666669,19.236,3.995,7.606,9.257,10.372,697.838,25.437,23.99,9.846,9.059,16.249,23.428,95.97,32.141,12.695,13.42,8.336,12.839,9.423,350.824,15.162,8.775,8.031,,6.3,6.342,17.168,8.987
1951-01-01,49.573,,7.320333333333334,59.215,,12.254,45.164,10.342,39.624,,12.72,12.644,6.948,18.691,,14.942,8.337,56.111,8.564,25.777,8.146,12.871,,,12.793,,,16.064,19.933,4.06,7.742,9.378,11.026,722.554,25.717,24.736,10.116,10.562,16.935,24.203,99.369,33.435,12.866,13.781,8.474,13.247,9.346,359.624,15.624,9.062,8.178,,6.513,6.598,17.508,9.155
1951-04-01,50.339,,7.1306666666666665,59.609,,12.368,45.736,10.149,40.166,,12.79,12.72,6.929,18.973,,15.085,8.351,56.855,8.544,25.998,8.09,12.945,,,12.875,,,16.343333333333334,20.245,4.085,7.797,9.458,11.065,727.207,26.119,24.908,9.939,10.216,17.088,24.615,100.009,33.469,13.117,13.871,8.541,13.353,9.542,355.37,15.945,9.167,8.238,,6.622,6.759,17.781,9.286
1951-07-01,50.357,,7.1433333333333335,59.632,,12.417,45.943,10.176,40.429,,12.839,12.765,6.941,19.121,,15.043,8.292,56.697,8.486,25.962,8.147,12.987,,,12.913,,,16.635333333333335,20.331,4.08,7.839,9.552,10.996,731.74,26.342,24.988,9.957,10.247,17.052,24.836,100.632,33.94,13.084,13.863,8.604,13.371,9.702,352.147,16.134,9.216,8.282,,6.737,6.871,18.12,9.414
1951-10-01,50.183,,7.274333333333334,60.207,,12.609,46.488,10.326,40.573,,13.011,12.929,7.026,19.316,,15.384,8.461,56.517,8.573,26.273,8.26,13.158,,,13.075,,,16.643666666666668,20.516,4.138,7.961,9.699,11.089,725.539,26.561,25.958,10.105,10.365,17.268,25.101,99.779,33.623,13.224,13.953,8.742,13.548,9.78,346.851,16.189,9.301,8.408,,6.821,6.935,18.545,9.534
1952-01-01,49.821,,7.329000000000001,60.618,,12.569,46.634,10.189,40.453,,13.03,12.942,7.14,19.404,,15.458,8.512,56.432,8.631,26.336,8.184,13.175,,,13.086,,,16.655666666666665,20.585,4.21,8.02,9.781,10.968,730.641,26.453,26.583,9.914,10.708,17.285,25.21,100.481,33.48,13.196,13.917,8.817,13.606,9.663,344.273,16.11,9.348,8.467,,6.829,6.993,18.931,9.477
1952-04-01,48.895,,7.422,59.904,,12.6,46.914,10.315,40.279,,13.083,12.988,7.279,19.491,,15.455,8.525,55.824,8.673,26.184,8.285,13.225,,,13.129,,,16.808333333333334,20.648,4.265,8.086,9.849,11.206,724.009,26.445,26.13,10.042,10.824,17.22,25.269,99.569,33.424,13.076,13.906,8.87,13.603,9.881,341.056,16.076,9.429,8.534,,6.915,6.97,19.139,9.585
1952-07-01,48.412,,7.511666666666667,60.524,,12.727,46.755,10.399,40.314,,13.184,13.08,7.478,19.527,,15.543,8.587,55.964,8.738,26.281,8.382,13.325,,,13.22,,,17.037000000000003,20.667,4.333,8.174,9.905,11.118,705.607,26.555,26.846,10.12,10.951,17.25,25.209,97.038,33.426,13.168,13.932,8.943,13.692,10.113,340.683,16.086,9.519,8.624,,7.059,6.955,19.155,9.796
1952-10-01,49.932,,7.633666666666667,59.103,,12.727,46.727,10.551,40.091,,13.236,13.123,7.657,19.492,,15.461,8.565,55.69,8.746,26.212,8.469,13.372,,,13.258,,,16.946,20.579,4.36,8.24,10.024,11.164,695.185,26.613,25.17,10.27,11.096,17.322,25.224,95.605,33.826,13.247,13.925,8.991,13.715,10.111,338.835,16.142,9.461,8.69,,7.053,6.969,19.03,9.925
1953-01-01,50.004,,7.631333333333333,59.678,,12.918,46.696,10.418,40.645,,13.254,13.134,7.957,19.516,,15.24,8.471,55.738,8.834,26.19,8.414,13.385,,,13.264,,,16.898,20.556,4.452,8.324,10.156,11.246,704.192,26.859,25.905,10.117,11.151,17.247,25.261,96.844,33.719,13.205,14.036,9.142,13.766,9.992,336.527,16.242,9.467,8.78,,7.124,6.99,18.798,9.949
1953-04-01,49.082,,7.690333333333332,59.746,,12.982,46.928,10.458,40.74,,13.288,13.163,8.135,19.627,,15.135,8.438,55.992,8.944,26.114,8.431,13.417,,,13.291,,,16.782,20.646,4.462,8.388,10.252,11.431,710.722,26.969,25.945,10.146,11.266,17.174,25.465,97.742,33.548,13.383,14.181,9.183,13.786,10.286,336.548,16.3,9.478,8.846,,7.102,7.089,18.5,10.079
1953-07-01,48.865,,7.698666666666667,59.363,,13.062,47.151,10.42,41.163,,13.339,13.212,8.312,19.781,,15.166,8.479,56.291,9.129,26.11,8.407,13.467,,,13.34,,,16.887,20.796,4.516,8.498,10.405,11.526,713.638,27.046,25.355,10.085,11.392,17.21,25.656,98.143,33.749,13.506,14.167,9.276,13.861,10.563,338.182,16.318,9.56,8.961,,7.1,7.181,18.451,10.224
1953-10-01,48.644,,7.781,59.479,,13.094,47.059,10.484,41.49,,13.379,13.254,8.414,19.735,,15.172,8.506,56.278,9.209,26.117,8.438,13.507,,,13.382,,,16.536666666666665,20.739,4.554,8.583,10.544,11.514,717.017,27.044,25.545,10.151,11.434,17.205,25.618,98.607,33.753,13.62,14.126,9.337,13.921,10.747,336.254,16.294,9.522,9.05,,7.084,7.17,18.189,10.344
1954-01-01,49.206,,7.802,59.953,,13.406,47.788,10.593,41.915,,13.434,13.317,8.47,19.75,,15.201,8.544,56.081,9.204,26.235,8.491,13.564,,,13.447,,,16.542333333333335,20.774,4.621,8.631,10.605,11.722,706.143,27.198,26.201,10.287,11.335,17.262,25.721,97.112,33.825,13.631,14.125,9.414,13.991,10.57,334.112,16.234,9.471,9.102,,7.059,7.071,18.864,10.368
1954-04-01,49.132,,7.910333333333334,58.447,,13.389,48.512,10.641,41.92,,13.458,13.346,8.472,19.823,,15.297,8.62,56.029,9.207,26.134,8.575,13.589,,,13.476,,,16.470333333333333,20.85,4.639,8.648,10.599,11.7,714.538,27.154,24.761,10.323,11.461,17.319,25.832,98.266,33.277,13.729,14.158,9.359,13.972,10.741,328.847,16.203,9.498,9.119,,7.219,7.0,19.688,10.467
