Date,Clothing and footwear,Computers and peripheral equipment,Consumption expenditures,Durable goods,Energy goods and services,"Entertainment, literary, and artistic originals",Equipment,Federal,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Final sales of computers to domestic purchasers,Final sales of domestic product,Final sales to domestic purchasers,Financial services and insurance,Fixed investment,Food,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross domestic product excluding final sales of computers,Gross domestic product excluding food and energy,Gross domestic purchases,Gross domestic purchases excluding final sales of computers to domestic purchasers,Gross domestic purchases excluding food and energy,Gross investment,Gross private domestic investment,Health care,Household consumption expenditures,Housing and utilities,Industrial equipment,Information processing equipment,Intellectual property products,Motor vehicles and parts,National defense,Nondefense,Nondurable goods,Nonresidential,Other,Other durable goods,Other equipment,Other nondurable goods,Other services,Personal consumption expenditures,Recreation services,Recreational goods and vehicles,Research and development,Residential,Services,Software,State and local,Structures,Transportation equipment,Transportation services
1985-01-01,102.677,4079.923,40.233333333333334,135.215,63.168499999999995,55.903,128.162,48.725,110.218,7310.887,50.115,50.444,43.603,67.618,51.694,49.39,39.015,125.055,44.518,75.494,41.304,50.363,47.934,49.769,50.688,48.009,50.585,59.636,69.286,31.211,37.782,38.147,51.738,610.426,81.323,70.891,49.505,47.008,55.102,82.95,231.942,82.706,54.131,47.505,38.277,49.544,38.794,494.238,51.104,37.962,39.202,205.059,36.593,31.958,56.458,48.137
1985-04-01,103.085,3914.293,40.54266666666667,135.529,64.297,56.351,128.297,48.84,109.314,7017.991,50.417,50.775,43.344,67.746,51.557,49.306,39.545,125.864,45.677,75.864,41.556,50.66,48.244,50.07,51.015,48.339,50.924,59.54366666666667,69.383,31.691,38.2,38.687,52.07,603.332,81.544,71.157,49.551,47.298,55.441,83.095,232.448,83.43,54.421,47.922,38.839,49.945,39.2,489.482,51.362,38.052,39.612,203.514,36.953,32.032,57.114,48.16
1985-07-01,103.379,3778.934,40.78733333333333,135.299,64.43,56.978,128.646,49.101,109.739,6764.33,50.758,51.133,44.387,68.061,51.4065,49.296,39.946,124.909,45.32,75.922,41.84,50.997,48.588,50.445,51.369,48.693,51.349,59.840666666666664,69.666,32.097,38.707,39.169,52.565,596.689,81.871,71.407,49.849,47.467,55.553,83.405,232.435,83.613,54.936,48.421,39.424,50.337,39.498,485.251,51.641,38.333,40.127,202.459,37.259,32.199,57.748,48.385
1985-10-01,103.877,3615.591,41.146,135.649,64.694,57.229,129.294,49.423,111.416,6450.572,51.023,51.495,43.413,68.496,51.6545,49.713,40.375,126.007,45.514,76.386,42.171,51.262,48.867,50.721,51.73,49.059,51.718,59.81433333333333,70.102,32.504,38.993,39.637,53.17,591.142,81.866,71.742,50.269,47.537,55.991,83.768,233.903,83.53,55.259,48.971,39.898,50.688,39.856,481.331,51.751,38.81,40.433,200.58,37.604,32.385,58.893,48.601
1986-01-01,103.127,3367.265,41.235,135.68,64.23400000000001,58.4,129.515,49.298,109.306,5982.132,51.28,51.775,45.232,68.85,51.7775,50.014,40.691,125.907,42.61,76.136,42.206,51.515,49.147,50.984,52.006,49.357,52.102,59.70766666666666,70.423,33.018,39.602,40.167,53.993,581.932,82.061,72.063,49.995,47.797,55.71,83.982,236.113,83.723,55.492,49.576,40.454,51.047,40.429,477.105,51.929,39.299,41.022,197.637,37.76,32.519,59.632,48.435
1986-04-01,102.149,3278.052,41.297,136.305,61.149,58.723,130.709,49.175,106.51,5804.934,51.468,51.823,44.738,69.372,52.013,50.159,41.152,126.502,34.986,75.051,42.248,51.695,49.337,51.191,52.046,49.409,52.392,59.717000000000006,70.884,33.523,39.978,40.652,54.597,580.092,82.183,72.723,49.733,48.037,54.38,84.53,237.843,84.538,56.221,49.869,41.018,50.993,40.688,473.115,52.164,39.708,41.365,195.731,37.927,32.686,61.054,48.684
1986-07-01,102.863,3317.632,41.495000000000005,137.443,60.1735,59.32,131.925,49.245,105.5,5856.281,51.718,52.122,43.93,69.952,52.536,50.927,41.56,127.14,32.646,75.4,42.462,51.941,49.569,51.45,52.342,49.689,52.745,59.821333333333335,71.437,33.987,40.227,40.989,55.148,586.429,82.347,73.767,49.763,48.211,54.521,85.082,240.302,86.004,56.807,50.388,41.423,51.263,40.986,470.078,52.295,40.227,41.603,194.536,38.255,32.832,61.38,48.681
1986-10-01,103.175,3293.538,41.764,138.221,57.846,59.77,132.585,49.3,104.891,5807.31,52.018,52.451,43.718,70.402,53.0135,51.258,41.988,127.572,31.884,75.66,42.758,52.25,49.872,51.835,52.679,50.015,53.144,59.88566666666666,71.95,34.555,40.563,41.236,55.348,584.557,82.553,74.51,49.771,48.391,54.64,85.471,239.958,86.889,57.124,50.666,41.749,51.573,41.325,468.114,52.432,40.678,41.931,194.148,38.741,33.002,62.554,49.418
1987-01-01,104.474,3022.686,41.797666666666665,139.386,59.521,60.13,132.549,49.217,104.736,5367.632,52.316,52.861,42.142,70.668,53.6025,51.749,42.444,128.251,35.413,76.976,43.033,52.554,50.207,52.1,53.095,50.449,53.454,60.01866666666666,72.26,35.057,40.731,41.603,56.418,574.633,82.903,75.004,49.817,47.968,55.859,85.537,243.128,89.052,57.54,51.398,41.714,52.061,41.775,471.108,52.675,41.142,42.098,194.496,39.295,33.011,62.51,50.044
1987-04-01,105.623,2836.338,42.154333333333334,140.478,59.218,60.88,131.901,49.45,104.087,5063.517,52.67,53.291,42.191,70.829,54.102500000000006,52.16,42.799,128.697,36.231,77.738,43.402,52.911,50.578,52.48,53.529,50.892,53.881,60.20000000000001,72.451,35.665,41.137,42.046,56.973,564.486,83.368,76.306,50.042,48.225,56.473,85.511,244.01,90.195,57.825,51.935,41.988,52.564,42.244,467.235,53.003,41.498,42.497,194.25,39.776,33.151,61.942,50.372
1987-07-01,105.763,2711.156,42.58166666666667,141.483,60.7255,61.895,131.275,49.808,104.642,4843.822,53.078,53.737,42.359,71.036,54.161,52.345,43.243,129.206,37.805,78.413,43.821,53.32,50.992,52.889,53.974,51.339,54.307,60.51533333333333,72.651,36.249,41.555,42.408,57.083,555.97,83.941,77.369,50.389,48.613,57.01,85.541,243.741,91.994,57.858,52.453,42.273,53.062,42.67,462.365,53.369,41.889,42.922,194.153,40.252,33.33,61.934,51.151
1987-10-01,107.305,2721.243,42.793000000000006,142.059,61.2055,62.887,132.426,49.912,104.539,4855.585,53.486,54.158,42.783,71.711,54.2975,52.489,43.588,128.98,37.928,78.843,44.0,53.72,51.378,53.282,54.388,51.735,54.776,60.568000000000005,73.264,36.803,42.02,42.849,58.064,560.91,84.834,77.791,50.445,48.853,57.367,86.345,246.531,93.139,58.152,52.788,42.669,53.52,43.074,463.838,54.145,42.299,43.386,193.686,40.491,33.654,62.094,51.926
1988-01-01,107.202,2695.131,43.29233333333334,141.812,61.391999999999996,63.392,133.106,50.593,104.376,4807.947,53.912,54.609,43.389,72.338,54.4035,52.796,44.131,129.488,37.084,78.959,44.407,54.135,51.785,53.711,54.829,52.163,55.291,61.28666666666667,73.816,37.536,42.555,43.288,58.791,562.307,85.784,76.946,51.097,49.623,57.553,87.149,248.565,94.794,58.746,53.512,43.132,53.943,43.405,463.597,55.063,42.608,43.92,193.725,40.699,34.181,61.856,52.329
1988-04-01,109.263,2627.584,43.775,142.597,61.673500000000004,63.487,133.449,51.09,103.797,4683.244,54.455,55.154,44.044,72.802,55.044,53.231,44.661,130.625,36.999,79.626,44.841,54.676,52.326,54.225,55.372,52.697,55.872,61.74633333333333,74.262,38.361,43.126,43.632,59.611,555.491,86.33,77.265,51.57,50.196,58.132,87.617,247.038,96.075,59.296,54.107,43.773,54.539,43.809,463.587,55.728,42.997,44.483,193.082,41.096,34.52,62.34,52.977
1988-07-01,109.435,2592.257,44.073,143.612,63.147999999999996,64.223,133.676,51.382,102.97,4606.315,55.133,55.707,45.124,73.172,56.253,54.258,45.124,130.883,37.48,80.506,45.162,55.345,52.983,54.794,55.916,53.228,56.393,62.08266666666666,74.562,39.149,43.724,44.104,59.678,552.138,86.626,78.251,51.864,50.483,58.899,87.992,246.39,97.715,59.675,54.825,44.137,55.211,44.156,461.759,56.077,43.306,45.069,191.455,41.443,34.859,63.027,53.629
1988-10-01,110.878,2573.274,44.314,144.68,64.034,64.601,135.223,51.796,102.03,4564.082,55.637,56.261,45.495,73.863,56.56,54.683,45.556,131.482,36.913,81.1,45.606,55.854,53.482,55.302,56.475,53.77,56.988,62.698,75.293,39.935,44.276,44.57,60.731,554.307,86.783,78.823,52.448,50.414,59.332,88.814,248.642,99.59,60.492,55.465,44.673,55.769,44.905,463.652,56.437,43.724,45.606,189.342,41.918,35.232,63.98,54.07
1989-01-01,110.764,2549.479,44.905,145.413,63.2185,66.165,135.744,52.18,100.48,4529.451,56.172,56.838,45.846,74.276,57.4695,55.47,46.086,130.901,37.964,81.963,46.083,56.392,54.002,55.875,57.055,54.331,57.544,62.99366666666666,75.725,40.838,44.849,44.954,61.191,554.813,87.16,79.779,52.677,51.234,60.145,89.278,250.049,100.189,61.024,56.452,45.031,56.41,45.568,464.341,56.922,44.012,46.156,185.986,42.469,35.532,63.937,55.3
1989-04-01,111.298,2459.825,45.355333333333334,145.53,66.418,67.009,135.904,52.563,98.068,4378.37,56.783,57.504,46.282,74.756,58.495000000000005,56.464,46.637,130.211,42.862,83.388,46.574,57.002,54.616,56.4,57.72,54.988,58.054,63.44466666666667,76.206,41.695,45.388,45.395,61.429,549.797,87.416,80.178,53.052,51.644,61.731,89.67,251.036,101.223,61.565,57.158,45.445,57.17,45.971,461.545,57.362,44.546,46.658,183.513,43.046,35.952,64.467,55.592
1989-07-01,109.958,2428.773,45.633,145.858,65.929,68.416,136.662,52.825,95.322,4317.289,57.203,57.851,46.236,75.132,58.973,56.972,47.186,131.331,40.887,83.406,46.916,57.425,55.034,56.832,58.07,55.331,58.458,63.913333333333334,76.598,42.593,45.884,45.891,62.079,547.029,87.672,80.072,53.299,51.951,61.679,90.175,250.705,102.429,62.388,57.94,45.768,57.507,46.558,459.946,57.693,44.699,47.11,180.97,43.45,36.232,65.117,55.563
1989-10-01,111.151,2355.762,45.93666666666667,146.336,64.6065,68.742,137.382,53.014,92.302,4170.939,57.596,58.292,46.448,75.547,59.3455,57.399,47.69,131.593,39.925,83.753,47.319,57.817,55.438,57.284,58.508,55.771,58.944,64.02933333333333,76.998,43.482,46.421,46.43,62.788,542.719,87.73,80.453,53.561,51.952,61.965,90.623,251.483,102.38,63.006,58.399,46.086,57.959,46.942,461.834,58.093,45.022,47.595,178.395,44.011,36.512,66.227,55.914
1990-01-01,112.859,2254.457,46.348333333333336,147.115,66.42949999999999,69.371,138.143,53.386,91.763,3979.816,58.226,59.011,46.788,76.005,60.512,58.711,48.273,132.157,42.983,85.291,47.834,58.447,56.082,57.867,59.228,56.487,59.551,64.49966666666667,77.456,44.293,47.002,46.866,63.745,538.29,87.928,80.554,53.983,52.197,63.532,91.133,253.556,105.945,63.799,59.262,46.599,58.799,47.727,460.456,58.437,45.356,48.163,176.769,44.634,36.818,66.913,56.779
1990-04-01,114.617,2225.785,47.25966666666667,147.129,68.582,70.512,138.434,54.303,89.354,3918.215,58.884,59.549,47.117,76.304,60.734,58.87,48.823,132.293,42.213,85.615,48.477,59.101,56.723,58.459,59.762,57.008,60.165,64.946,77.727,45.241,47.652,47.398,64.336,535.555,88.305,80.123,54.816,53.329,63.895,91.49,253.032,108.271,64.006,60.022,47.263,59.333,48.389,458.884,58.796,45.539,48.766,175.593,45.094,37.076,67.236,57.577
1990-07-01,115.018,2220.91,47.39266666666666,147.194,69.548,71.47,139.431,54.376,86.957,3907.431,59.393,60.184,47.361,76.77,61.444500000000005,59.7,49.337,132.591,46.118,86.824,48.865,59.612,57.218,58.984,60.399,57.621,60.702,65.42399999999999,78.207,46.254,48.278,48.014,65.141,536.356,88.709,80.14,54.969,53.201,65.238,92.119,253.744,108.58,64.646,60.852,47.637,60.087,49.242,457.59,59.136,45.714,49.342,175.0,45.707,37.382,67.753,57.867
1990-10-01,115.123,2185.126,48.067,147.491,71.5495,71.638,140.839,55.023,85.668,3830.452,59.86,60.914,47.546,77.181,61.6785,60.078,49.755,132.299,53.784,88.398,49.551,60.067,57.67,59.492,61.118,58.323,61.251,65.79966666666667,78.524,47.21,48.809,48.327,66.127,535.719,88.676,80.698,55.72,53.59,66.928,92.725,255.027,109.03,65.378,61.448,48.197,60.882,49.784,455.745,59.039,45.778,49.843,175.084,46.427,37.61,69.298,58.645
1991-01-01,115.367,2126.624,48.63399999999999,148.753,71.7145,73.497,141.972,55.517,83.405,3709.234,60.437,61.278,47.022,77.824,62.546,60.919,50.394,132.563,47.617,88.344,49.866,60.651,58.248,59.991,61.488,58.694,61.756,66.23033333333333,79.221,48.074,49.308,48.808,67.013,534.181,90.003,81.92,55.93,54.782,66.596,93.634,256.938,110.246,66.054,62.588,48.918,61.202,50.443,456.807,59.752,45.931,50.29,177.555,46.622,37.945,70.589,58.564
1991-04-01,116.077,2058.1,49.071,149.127,70.795,74.721,141.645,55.79,83.045,3575.886,60.877,61.579,46.786,77.964,63.1815,61.526,50.858,132.902,44.877,88.518,50.143,61.088,58.688,60.426,61.786,58.999,62.135,66.35766666666667,79.32,48.841,49.705,49.05,66.837,528.649,90.625,82.331,56.008,55.536,66.706,93.721,256.657,110.848,66.351,63.405,49.405,61.536,51.151,455.087,60.417,46.153,50.675,176.258,46.904,38.009,71.006,58.84
1991-07-01,117.029,1936.068,49.674,149.68,71.53399999999999,75.292,141.239,56.508,81.195,3336.653,61.336,61.987,47.543,78.042,62.867999999999995,61.21,51.264,133.688,44.427,88.68,50.659,61.557,59.179,60.929,62.204,59.435,62.63,66.654,79.456,49.67,50.25,49.305,67.062,520.041,90.99,82.967,56.859,55.928,66.767,93.673,257.134,112.647,66.767,63.976,49.946,61.954,51.675,449.159,61.082,46.429,51.175,174.097,47.29,37.999,71.366,59.753
1991-10-01,117.852,1862.294,50.191,150.001,72.6325,75.379,141.424,57.079,79.47,3210.256,61.694,62.364,47.733,77.792,62.8745,61.157,51.504,133.203,45.077,89.046,51.131,61.915,59.542,61.282,62.581,59.819,63.026,66.774,79.205,50.552,50.762,49.767,67.681,514.304,90.522,83.342,57.608,56.089,67.104,93.395,257.348,114.069,67.112,64.484,50.547,62.404,52.019,448.36,61.082,46.249,51.644,170.737,47.703,37.631,72.135,60.048
1992-01-01,117.326,1822.202,50.37166666666667,149.995,71.89750000000001,75.005,142.024,57.163,76.807,3118.913,61.948,62.66,48.327,77.674,62.941500000000005,61.374,51.651,134.508,44.247,89.15,51.367,62.162,59.796,61.573,62.87,60.114,63.365,66.65733333333333,79.03,51.502,51.311,50.134,68.112,513.402,89.46,83.275,57.795,55.947,67.22,93.318,259.179,114.1,67.511,65.222,51.166,62.795,52.147,444.094,61.16,46.088,52.126,163.528,48.043,37.631,72.96,60.9
1992-04-01,117.233,1737.827,50.72366666666667,150.404,71.425,75.364,141.532,57.371,74.893,2954.976,62.319,63.052,48.833,77.824,63.158,61.497,51.948,134.784,44.714,89.528,51.792,62.533,60.189,61.987,63.262,60.521,63.774,66.97533333333332,79.173,52.35,51.784,50.453,68.395,505.624,89.451,83.924,57.967,56.239,67.555,93.243,258.967,114.361,67.804,65.905,51.61,63.212,52.827,441.703,61.769,46.55,52.548,159.689,48.617,37.78,73.095,60.617
1992-07-01,117.417,1653.732,51.202333333333335,150.528,72.1275,75.838,141.339,57.872,73.744,2801.433,62.618,63.436,49.05,78.011,63.480999999999995,61.881,52.276,134.54,45.58,89.985,52.205,62.833,60.515,62.283,63.647,60.922,64.141,67.24033333333334,79.361,53.146,52.194,50.713,69.135,500.4,89.552,84.535,58.515,56.64,68.041,93.311,260.948,115.563,68.255,66.391,52.123,63.615,53.212,435.551,62.236,46.891,52.922,157.337,48.975,37.961,72.605,60.42
1992-10-01,117.821,1598.708,51.609,150.763,74.062,76.349,140.523,58.235,71.808,2696.458,63.06,63.84,49.925,78.285,63.5215,61.939,52.476,134.833,46.073,90.205,52.549,63.275,60.968,62.697,64.05,61.334,64.558,67.74533333333333,79.634,53.997,52.765,51.126,68.905,493.41,90.072,85.064,58.711,57.366,68.239,93.329,259.581,115.611,68.503,66.514,52.375,64.059,53.474,432.478,63.047,47.509,53.434,155.952,49.31,38.247,72.453,62.005
1993-01-01,117.471,1547.222,51.82866666666666,150.687,73.672,76.36,140.344,58.381,70.705,2604.843,63.44,64.174,50.531,78.549,63.6445,62.049,52.63,134.291,46.045,90.367,52.781,63.652,61.358,63.11,64.382,61.674,64.927,68.16633333333333,79.873,54.682,53.251,51.493,69.092,488.05,89.99,85.756,58.691,57.859,68.442,93.399,259.3,115.366,68.72,67.175,52.846,64.441,53.877,427.601,62.492,48.021,53.883,158.199,49.597,38.524,72.988,62.915
1993-04-01,116.617,1472.454,52.13566666666667,151.481,73.342,76.605,139.895,58.637,70.776,2474.403,63.811,64.553,51.536,78.816,64.0745,62.463,53.052,135.266,44.765,90.446,53.059,64.027,61.749,63.498,64.765,62.075,65.34,68.42899999999999,80.171,55.298,53.808,51.962,69.442,480.534,90.202,86.92,58.867,58.282,68.354,93.472,259.34,115.559,69.182,67.392,53.404,64.874,54.406,423.527,62.694,48.542,54.431,158.261,49.889,38.855,72.958,62.93
1993-07-01,116.646,1412.892,52.52166666666667,152.219,73.99549999999999,76.863,139.436,59.062,69.909,2367.455,64.128,64.814,52.265,78.966,64.3135,62.573,53.272,135.459,43.511,90.344,53.309,64.349,62.086,63.79,65.03,62.359,65.649,68.728,80.359,55.91,54.251,52.262,69.707,473.942,89.998,88.121,59.213,58.869,68.071,93.422,259.016,115.812,69.412,67.038,53.865,65.155,54.829,421.0,62.463,48.965,54.843,157.807,50.031,39.17,73.03,63.207
1993-10-01,116.554,1356.484,52.90733333333333,153.224,76.136,77.489,139.136,59.591,69.986,2267.945,64.511,65.171,52.352,79.212,64.7105,63.057,53.485,136.505,44.517,90.827,53.665,64.727,62.476,64.099,65.383,62.726,65.985,69.22866666666667,80.557,56.383,54.586,52.558,70.061,467.509,90.853,89.266,59.816,59.248,68.391,93.709,258.649,116.434,69.524,66.88,54.352,65.531,55.326,418.775,63.639,49.125,55.172,156.767,50.283,39.515,73.468,63.41
1994-01-01,115.005,1327.666,53.314666666666675,153.578,75.7145,78.347,139.639,59.865,69.759,2223.505,64.838,65.464,52.194,79.65,64.9315,63.101,53.625,136.854,43.946,90.731,54.022,65.058,62.811,64.449,65.68,63.027,66.325,69.42666666666666,81.029,57.004,54.948,52.958,70.267,465.039,90.519,89.789,59.964,59.772,68.197,93.965,259.192,116.951,69.8,67.11,54.91,65.766,55.684,416.462,63.56,49.769,55.521,154.127,50.694,39.821,74.814,63.575
1994-04-01,115.529,1302.23,53.67033333333333,154.494,74.22149999999999,78.635,139.897,60.367,69.851,2183.275,65.153,65.819,52.701,79.91,64.9545,63.292,53.969,137.757,43.326,91.048,54.384,65.369,63.123,64.846,66.03,63.378,66.728,70.03666666666668,81.26,57.532,55.333,53.286,70.72,461.178,90.436,90.785,60.548,60.112,68.344,94.164,258.377,117.212,70.387,67.477,55.299,66.133,55.639,415.728,63.739,50.088,55.899,152.52,50.975,40.066,75.395,63.886
1994-07-01,114.94,1260.016,54.047666666666665,155.583,75.4405,78.97,139.593,60.713,70.267,2116.244,65.509,66.266,52.783,80.257,65.27850000000001,63.936,54.133,138.217,45.742,91.886,54.793,65.717,63.476,65.199,66.469,63.823,67.109,70.403,81.557,58.12,55.665,53.551,71.211,454.974,90.693,92.165,60.896,60.458,69.051,94.366,257.212,118.292,70.678,67.772,55.903,66.607,55.736,413.823,64.27,50.602,56.234,151.314,51.421,40.558,75.463,63.971
1994-10-01,113.951,1201.208,54.50733333333333,155.849,76.861,79.551,138.687,61.212,70.943,2009.318,65.873,66.616,53.186,80.58,65.405,64.001,54.441,137.056,46.267,92.002,55.253,66.083,63.87,65.539,66.822,64.2,67.482,70.98833333333333,81.902,58.649,56.033,53.858,71.775,446.545,91.281,93.575,61.375,60.998,69.123,94.457,255.932,118.113,70.619,68.007,56.388,66.92,56.044,409.664,65.089,51.238,56.611,150.509,51.857,41.13,74.904,63.788
1995-01-01,112.749,1146.948,54.87366666666667,156.472,75.40299999999999,79.987,138.117,61.728,69.853,1915.082,66.246,66.981,53.407,81.085,65.84100000000001,64.369,54.693,137.165,45.848,92.111,55.625,66.46,64.274,65.973,67.19,64.592,67.869,71.74933333333333,82.427,59.385,56.472,54.285,72.257,440.145,92.896,94.623,61.865,61.566,69.101,94.869,256.188,118.836,70.988,68.157,56.82,67.247,56.4,407.058,67.006,51.845,57.011,151.084,52.146,41.622,74.388,63.993
1995-04-01,112.146,1100.572,55.25866666666667,156.301,74.8505,80.614,138.362,62.139,70.064,1831.423,66.572,67.364,53.797,81.385,66.529,64.926,55.211,136.731,45.895,92.3,56.027,66.785,64.621,66.292,67.573,64.997,68.262,72.269,82.725,59.76,56.933,54.649,73.322,434.202,93.23,95.28,62.263,62.007,69.359,95.177,256.29,119.068,71.615,68.467,57.395,67.639,56.839,401.346,67.241,52.11,57.467,151.276,52.542,41.895,74.868,65.204
1995-07-01,111.967,1037.897,55.528,155.798,75.598,81.551,137.964,62.461,70.42,1716.175,66.874,67.633,54.242,81.635,66.94200000000001,65.117,55.541,137.64,45.341,92.325,56.281,67.084,64.967,66.539,67.84,65.308,68.56,72.68,82.957,60.066,57.293,55.028,73.854,424.586,94.0,95.179,62.554,62.388,69.507,95.437,255.517,120.127,72.007,69.064,57.68,67.915,57.142,392.485,68.137,52.326,57.829,150.816,52.758,42.352,75.697,65.803
1995-10-01,111.83,975.281,56.46,155.452,75.1475,82.165,137.267,63.323,70.208,1601.725,67.198,67.92,54.858,81.615,67.4165,65.431,55.822,137.487,44.597,92.347,56.717,67.401,65.328,66.849,68.119,65.636,68.87,72.92866666666667,82.881,60.53,57.702,55.469,74.232,413.538,93.499,95.746,63.006,64.023,69.617,95.223,253.881,120.368,72.675,69.465,57.922,68.214,57.639,385.2,67.502,52.627,58.222,149.952,52.96,42.704,76.22,65.838
1996-01-01,111.834,902.536,56.507666666666665,155.569,76.033,82.499,136.151,63.472,70.359,1478.126,67.517,68.235,55.125,81.501,68.037,65.933,56.082,137.771,46.822,92.962,57.112,67.712,65.697,67.133,68.425,66.002,69.109,73.579,82.705,60.813,57.992,55.9,74.634,401.511,93.906,96.774,63.513,63.499,70.305,94.917,253.188,119.735,73.212,69.787,58.339,68.593,58.101,379.968,68.233,52.837,58.509,148.867,53.489,42.745,76.177,64.917
1996-04-01,111.358,828.238,56.428666666666665,154.543,77.696,83.465,134.898,63.132,71.222,1347.152,67.794,68.492,55.715,81.359,68.9255,66.599,56.596,137.528,49.447,93.372,57.038,67.988,66.037,67.335,68.681,66.331,69.267,72.81566666666667,82.56,61.175,58.449,56.31,74.778,387.789,94.029,96.819,63.151,63.196,71.04,94.545,251.409,118.977,73.445,70.025,58.773,69.052,58.646,371.403,68.474,53.078,58.978,147.532,53.561,42.905,77.054,65.555
1996-07-01,109.813,781.879,56.88433333333333,154.14,76.372,83.625,134.382,63.499,71.594,1267.868,68.121,68.789,56.486,81.582,69.6,67.331,57.023,137.923,47.968,93.196,57.387,68.318,66.413,67.692,68.981,66.677,69.579,72.87766666666666,82.807,61.501,58.912,56.68,75.045,379.48,93.866,97.153,63.469,63.658,70.934,94.563,250.838,118.94,73.935,70.18,59.377,69.346,59.169,364.539,68.557,53.617,59.44,146.175,53.899,43.454,77.771,66.076
1996-10-01,110.285,736.473,57.20166666666666,153.473,76.345,83.583,133.766,63.716,72.233,1186.353,68.418,69.158,57.095,81.549,69.663,67.907,57.53,137.359,49.82,93.61,57.716,68.607,66.76,68.048,69.342,67.089,69.896,72.91333333333333,82.729,61.894,59.392,57.03,75.301,371.319,93.469,97.72,63.727,63.801,71.592,94.369,250.684,117.896,74.4,70.368,59.997,69.819,59.7,357.757,68.355,53.86,59.926,144.914,54.286,43.753,78.265,66.909
1997-01-01,110.561,687.054,57.48499999999999,152.882,77.702,84.303,132.587,63.934,73.201,1095.326,68.728,69.424,57.648,81.563,69.67750000000001,67.97,57.916,137.543,50.68,93.719,58.029,68.915,67.13,68.35,69.607,67.421,70.141,73.202,82.737,62.14,59.751,57.505,75.394,361.592,93.979,98.047,63.882,64.133,71.877,94.246,250.233,117.806,74.558,70.615,60.256,70.127,60.177,349.921,69.404,54.111,60.303,143.063,54.646,44.177,78.346,66.688
1997-04-01,111.886,645.776,57.80100000000001,151.408,77.8215,84.104,131.564,64.354,73.255,1023.432,69.078,69.601,58.412,81.623,69.75800000000001,68.079,58.284,137.914,47.407,93.213,58.29,69.258,67.524,68.671,69.777,67.651,70.428,73.593,82.757,62.525,60.184,57.777,75.385,352.322,94.562,97.475,64.336,64.496,71.658,94.187,249.087,117.347,74.66,71.016,60.779,70.303,60.683,339.501,70.467,54.376,60.728,142.472,54.823,44.58,78.909,67.273
1997-07-01,110.716,604.221,58.035333333333334,150.393,78.7065,84.363,130.698,64.503,74.633,951.408,69.295,69.781,58.777,81.739,69.923,68.337,58.627,137.305,47.901,92.95,58.499,69.464,67.786,68.859,69.946,67.887,70.587,73.716,82.807,62.758,60.505,58.191,75.462,342.927,94.698,97.192,64.363,64.859,71.613,94.114,248.217,117.344,74.619,70.761,60.971,70.488,61.086,333.318,71.162,54.822,61.077,140.698,55.061,45.08,80.047,67.493
1997-10-01,110.263,567.689,58.574333333333335,149.555,79.0835,84.235,129.481,64.954,76.42,890.179,69.548,70.0,59.123,81.637,70.0185,68.485,59.145,137.005,48.063,92.826,58.939,69.713,68.076,69.116,70.161,68.161,70.805,73.773,82.691,62.876,60.816,58.602,75.561,333.211,94.068,97.227,64.818,65.305,71.689,93.733,245.962,116.376,74.852,70.909,61.052,70.71,61.288,327.585,70.847,55.227,61.425,138.955,55.493,45.619,80.187,68.198
1998-01-01,109.077,520.022,58.379999999999995,148.455,76.3655,86.008,127.5,64.682,77.858,811.293,69.633,69.948,59.122,81.336,70.088,68.715,59.467,137.265,44.07,92.105,58.897,69.783,68.215,69.236,70.095,68.183,70.861,73.57266666666666,82.31,63.225,61.063,58.807,75.668,319.508,93.804,96.62,64.673,64.81,71.116,93.186,242.107,116.426,75.224,71.395,61.317,70.715,61.735,320.615,70.73,55.386,61.702,136.82,55.567,46.259,79.751,68.406
1998-04-01,108.559,481.111,58.794000000000004,147.348,75.8995,84.08,125.834,65.099,79.419,745.133,69.819,70.066,58.577,81.168,70.1975,68.886,59.846,137.931,42.132,91.739,59.201,69.964,68.459,69.423,70.209,68.377,71.03,73.73966666666666,82.122,63.628,61.341,59.218,75.787,307.583,93.665,96.049,65.083,65.236,70.976,92.72,238.541,115.557,75.498,71.952,61.909,70.843,62.105,313.906,71.262,55.769,62.014,136.123,55.813,46.753,79.695,68.299
1998-07-01,109.263,445.864,59.38633333333333,146.222,76.2255,83.447,124.43,65.524,80.184,678.343,70.096,70.285,58.583,81.119,70.422,69.149,60.192,137.425,41.954,91.713,59.623,70.235,68.82,69.683,70.422,68.677,71.269,73.91366666666666,82.042,63.905,61.638,59.578,75.961,296.89,93.666,96.457,65.255,66.113,71.262,92.341,235.768,114.393,75.972,72.329,62.23,71.062,62.465,304.759,71.551,56.322,62.324,135.778,56.231,47.134,79.719,68.779
