Date,Capital transfer payments,Capital transfer receipts,Consumption expenditures,Contributions for government social insurance,Current expenditures,Current receipts,Current surplus of government enterprises,Current tax receipts,Current transfer payments,Current transfer receipts,Dividends,From business (net),From persons,From the rest of the world,Government social benefits,Gross government investment,Income receipts on assets,Interest and miscellaneous receipts,Interest payments,Interest receipts,Less: Consumption of fixed capital,Net government saving,Net lending or net borrowing (-),Net purchases of nonproduced assets,Other,Other current transfer payments to the rest of the world,Personal current taxes,Rents and royalties,Social insurance funds,Subsidies,Taxes from the rest of the world,Taxes on corporate income,Taxes on production and imports,To persons,To persons and business,To the rest of the world,Total expenditures,Total receipts
1981-10-01,400.0,9764.0,525741.0,202167.0,1061190.0,932275.0,-3952.0,651787.0,330535.0,11920.0,15180.0,5659.0,103630.0,1168.0,323631.0,151985.0,70353.0,55173.0,191402.0,46859.0,109643.0,-128914.0,-160203.0,-1690.0,-109244.0,6904.0,352663.0,8314.0,-19670.0,13512.0,1456.0,58896.0,238772.0,319167.0,174610.0,10628.0,1102243.0,942039.0
1982-01-01,384.0,11476.0,537870.0,207206.0,1085829.0,929200.0,-3438.0,638876.0,336473.0,13299.0,15268.0,6608.0,106348.5,1200.0,328285.0,150234.0,73257.0,57989.0,197490.0,49295.0,112559.0,-156629.0,-181909.0,-1304.0,-137408.0,8188.0,352515.0,8694.0,-19221.0,13996.0,1336.0,47624.0,237401.0,324265.0,179818.0,10846.0,1122585.0,940676.0
1982-04-01,356.0,10336.0,546706.0,209231.0,1108074.0,943320.0,-3349.0,648329.0,344369.0,13779.0,15860.0,6856.0,107482.5,1190.0,337473.0,156387.0,75330.0,59470.0,203396.0,50744.0,115866.0,-164754.0,-196488.0,1193.0,-139502.0,6896.0,359735.0,8726.0,-25252.0,13604.0,1328.0,49004.0,238262.0,333233.0,186256.0,10690.0,1150143.0,953656.0
1982-07-01,272.0,10004.0,559943.0,211507.0,1144601.0,941558.0,-3497.0,643050.0,361305.0,14227.0,15548.0,7041.0,108752.5,1189.0,353801.0,157401.0,76271.0,60723.0,210314.0,52148.0,118035.0,-203043.0,-234384.0,1707.0,-165232.0,7504.0,350149.0,8575.0,-37811.0,13040.0,1320.0,49804.0,241777.0,349665.0,191798.0,11326.0,1185946.0,951562.0
1982-10-01,236.0,8596.0,573599.0,212400.0,1185632.0,949604.0,-3385.0,649441.0,379145.0,14679.0,14760.0,7218.0,109336.5,1188.0,369169.0,163752.0,76469.0,61709.0,213460.0,53468.0,119825.0,-236027.0,-264088.0,-7507.0,-185579.0,9976.0,356573.0,8241.0,-50448.0,19428.0,1504.0,45072.0,246292.0,365153.0,194824.0,11326.0,1222288.0,958200.0
1983-01-01,172.0,8284.0,583138.0,220176.0,1198543.0,960131.0,-2587.0,649745.0,378142.0,15240.0,14100.0,7521.0,113319.0,1258.0,371662.0,164714.0,77558.0,63458.0,217363.0,55064.0,120010.0,-238412.0,-277224.0,2220.0,-195780.0,6480.0,350873.0,8394.0,-42632.0,19900.0,1152.0,47056.0,250664.0,367954.0,199451.0,10810.0,1245639.0,968415.0
1983-04-01,144.0,8432.0,594009.0,224208.0,1223948.0,1000523.0,-2075.0,683956.0,384898.0,15721.0,14080.0,7733.0,115468.0,1260.0,377374.0,167052.0,78714.0,64634.0,223458.0,56201.0,123060.0,-223425.0,-246688.0,-12441.0,-179166.0,7524.0,359553.0,8433.0,-44259.0,21584.0,1244.0,61920.0,261239.0,373738.0,205614.0,10740.0,1255643.0,1008955.0
1983-07-01,132.0,8884.0,607725.0,228911.0,1242883.0,1009379.0,-1704.0,684850.0,380994.0,16180.0,14464.0,7903.0,117966.0,1256.0,372082.0,174491.0,81143.0,66679.0,231968.0,58053.0,125521.0,-233503.0,-270773.0,-2949.0,-201083.0,8912.0,345432.0,8626.0,-32420.0,22196.0,1220.0,70704.0,267494.0,368510.0,213960.0,10790.0,1289036.0,1018263.0
1983-10-01,108.0,7560.0,596700.0,235538.0,1245491.0,1038377.0,-1170.0,702981.0,388186.0,16919.0,14976.0,8384.0,121413.5,1246.0,375378.0,178399.0,84109.0,69133.0,239070.0,60170.0,126754.0,-207115.0,-253573.0,2266.0,-179662.0,12808.0,355658.0,8963.0,-27452.0,21536.0,1228.0,72368.0,273727.0,371794.0,220594.0,11030.0,1299510.0,1045937.0
1984-01-01,108.0,8708.0,609911.0,250780.0,1266606.0,1082857.0,-1639.0,729026.0,388320.0,17855.0,15620.0,9076.0,129119.0,1321.0,379816.0,184109.0,86835.0,71215.0,247151.0,61723.0,129636.0,-183749.0,-229191.0,-431.0,-170003.0,8504.0,361174.0,9492.0,-13746.0,21224.0,1324.0,84884.0,281644.0,376284.0,228319.0,11182.0,1320756.0,1091565.0
1984-04-01,96.0,8212.0,629661.0,256785.0,1296057.0,1107764.0,-1110.0,743180.0,391444.0,18454.0,15908.0,9399.0,132260.5,1319.0,382696.0,189470.0,90455.0,74547.0,253956.0,64750.0,131947.0,-188293.0,-233970.0,-3730.0,-179288.0,8748.0,370444.0,9797.0,-9005.0,20996.0,1328.0,83660.0,287748.0,379016.0,234596.0,11520.0,1349946.0,1115976.0
1984-07-01,104.0,8192.0,641966.0,261833.0,1324169.0,1121540.0,-772.0,748830.0,395704.0,18878.0,16488.0,9572.0,134901.0,1337.0,384088.0,193754.0,92771.0,76283.0,265619.0,66275.0,136191.0,-202629.0,-250403.0,-1701.0,-198680.0,11616.0,384110.0,10009.0,-3948.0,20880.0,1228.0,71320.0,292172.0,380432.0,244987.0,12144.0,1380135.0,1129732.0
1984-10-01,116.0,8328.0,657373.0,265827.0,1359787.0,1147671.0,54.0,766868.0,407724.0,19209.0,16856.0,9677.0,136996.0,1367.0,391728.0,205396.0,95713.0,78857.0,273530.0,68736.0,141741.0,-212116.0,-267837.0,278.0,-206912.0,15996.0,395936.0,10121.0,-5204.0,21160.0,1336.0,72068.0,297528.0,387904.0,251686.0,12834.0,1423836.0,1155999.0
1985-01-01,136.0,8906.0,667317.0,275738.0,1379812.0,1209364.0,778.0,812448.0,413510.0,20118.0,18336.0,10255.0,142100.5,1400.0,402070.0,208275.0,100282.0,81946.0,277866.0,71941.0,140275.0,-170449.0,-232718.0,3040.0,-167889.0,11440.0,432285.0,10005.0,-2560.0,21119.0,1416.0,77700.0,301047.0,398094.0,255834.0,13004.0,1450988.0,1218270.0
1985-04-01,164.0,8593.0,682132.0,279751.0,1404772.0,1182625.0,2107.0,772033.0,417310.0,26218.0,18316.0,15998.0,144275.0,1421.0,404446.0,218395.0,102515.0,84199.0,284336.0,74235.0,142594.0,-222147.0,-292314.0,2795.0,-223048.0,12864.0,388524.0,9964.0,901.0,20994.0,1848.0,75960.0,305701.0,400474.0,262384.0,12962.0,1483531.0,1191218.0
1985-07-01,152.0,9362.0,701107.0,284618.0,1434337.0,1230418.0,2409.0,817302.0,424542.0,21062.0,17680.0,10455.0,146900.5,1424.0,409670.0,226256.0,105027.0,87347.0,287355.0,77453.0,144458.0,-203919.0,-275113.0,-1394.0,-206282.0,14872.0,421527.0,9895.0,2363.0,21333.0,2176.0,81748.0,311851.0,405606.0,265059.0,13180.0,1514893.0,1239780.0
1985-10-01,136.0,8875.0,712004.0,291073.0,1455823.0,1245736.0,2189.0,824621.0,428266.0,21502.0,17476.0,10492.0,150314.0,1455.0,412374.0,226580.0,106350.0,88874.0,293560.0,79074.0,147583.0,-210087.0,-283348.0,3003.0,-217975.0,15892.0,428916.0,9800.0,7888.0,21994.0,2316.0,79456.0,313933.0,408274.0,271224.0,13218.0,1537959.0,1254611.0
1986-01-01,120.0,9506.0,717806.0,298158.0,1474837.0,1270114.0,2460.0,829659.0,434969.0,30055.0,18892.0,18711.0,154023.5,1454.0,424221.0,228996.0,109782.0,90890.0,298957.0,81076.0,149562.0,-204723.0,-278185.0,3413.0,-211093.0,10748.0,426304.0,9813.0,6370.0,23105.0,1468.0,84392.0,317495.0,419897.0,275493.0,13894.0,1557805.0,1279620.0
1986-04-01,108.0,9958.0,733076.0,301868.0,1504790.0,1272020.0,2518.0,835956.0,445337.0,22780.0,18080.0,11060.0,156071.5,1445.0,429909.0,234443.0,108898.0,90818.0,302191.0,81189.0,152498.0,-232770.0,-301036.0,-3829.0,-239545.0,15428.0,429417.0,9630.0,6775.0,24187.0,1584.0,85480.0,319475.0,425617.0,279091.0,13696.0,1583014.0,1281978.0
1986-07-01,108.0,10482.0,747923.0,306927.0,1530795.0,1296026.0,2534.0,854306.0,453465.0,22296.0,17448.0,10241.0,158766.0,1450.0,437217.0,245674.0,109963.0,92515.0,303957.0,83098.0,154986.0,-234769.0,-318828.0,3745.0,-241090.0,16248.0,439467.0,9417.0,6321.0,25451.0,1748.0,86936.0,326155.0,433069.0,280465.0,13820.0,1625336.0,1306508.0
1986-10-01,108.0,10130.0,753151.0,312607.0,1540655.0,1333265.0,2652.0,886379.0,455041.0,24757.0,17396.0,12039.0,161933.0,1459.0,440673.0,243234.0,106870.0,89474.0,305627.0,80294.0,157846.0,-207390.0,-282027.0,-729.0,-217805.0,14368.0,456036.0,9180.0,10414.0,26837.0,2052.0,97924.0,330367.0,435845.0,282307.0,14074.0,1625422.0,1343395.0
1987-01-01,128.0,10714.0,761027.0,317388.0,1554477.0,1338512.0,3067.0,887341.0,456953.0,25401.0,17320.0,12737.0,164291.5,1467.0,446093.0,247654.0,105315.0,87995.0,308216.0,78925.0,160260.0,-215965.0,-296813.0,4040.0,-227982.0,10860.0,450732.0,9070.0,12017.0,28281.0,1860.0,98714.0,336035.0,441861.0,284152.0,14148.0,1646039.0,1349226.0
1987-04-01,136.0,10571.0,771763.0,321525.0,1576645.0,1426089.0,2845.0,969826.0,463277.0,26703.0,17832.0,13790.0,166469.5,1496.0,451749.0,253456.0,105191.0,87359.0,311162.0,78655.0,162617.0,-150555.0,-234914.0,3955.0,-163292.0,11528.0,511671.0,8704.0,12737.0,30443.0,2000.0,111786.0,344369.0,447533.0,287006.0,14186.0,1671574.0,1436660.0
1987-07-01,144.0,10918.0,777850.0,326326.0,1590202.0,1419210.0,2571.0,959450.0,465157.0,26260.0,18188.0,12751.0,169144.0,1545.0,453773.0,258346.0,104603.0,86415.0,315890.0,78193.0,165362.0,-170993.0,-256592.0,3390.0,-188408.0,11384.0,488976.0,8222.0,17415.0,31306.0,1924.0,116172.0,352378.0,449449.0,292398.0,13908.0,1686720.0,1430128.0
1987-10-01,144.0,10101.0,796931.0,333313.0,1625642.0,1442754.0,2511.0,977471.0,474245.0,26676.0,18264.0,12979.0,172709.0,1591.0,457157.0,259093.0,102783.0,84519.0,323369.0,76902.0,168064.0,-182888.0,-267486.0,3526.0,-207151.0,17088.0,506969.0,7617.0,24263.0,31098.0,2376.0,110728.0,357398.0,452809.0,298665.0,14526.0,1720341.0,1452855.0
1988-01-01,136.0,10584.0,803368.0,352708.0,1648385.0,1468340.0,2215.0,977372.0,486625.0,25669.0,16912.0,11515.0,182615.0,1631.0,474805.0,253525.0,110376.0,93464.0,328028.0,85776.0,171940.0,-180045.0,-255603.0,4420.0,-212044.0,11820.0,502070.0,7688.0,31999.0,30364.0,2124.0,107959.0,365220.0,470329.0,301872.0,15316.0,1734527.0,1478924.0
1988-04-01,132.0,10384.0,812228.0,359980.0,1660085.0,1486296.0,6155.0,988324.0,488541.0,26323.0,16804.0,11564.0,186534.0,1671.0,477965.0,258194.0,105514.0,88710.0,329475.0,81418.0,175061.0,-173789.0,-253388.0,6718.0,-213231.0,10576.0,497805.0,7292.0,39442.0,29842.0,2748.0,115270.0,372500.0,473417.0,301319.0,16352.0,1750068.0,1496680.0
1988-07-01,136.0,11702.0,820091.0,366200.0,1680176.0,1519391.0,6585.0,1011654.0,495701.0,27474.0,17708.0,12403.0,189787.0,1697.0,483457.0,258099.0,107479.0,89771.0,335147.0,82706.0,178079.0,-160785.0,-231224.0,1985.0,-204894.0,12244.0,506668.0,7065.0,44109.0,29237.0,2392.0,125068.0,377526.0,478849.0,305259.0,17248.0,1762317.0,1531093.0
1988-10-01,132.0,11786.0,846130.0,373736.0,1724638.0,1554237.0,7273.0,1032935.0,507685.0,28554.0,18736.0,13153.0,193720.0,1697.0,489549.0,263786.0,111738.0,93002.0,342259.0,86028.0,181253.0,-170401.0,-244898.0,3617.0,-220908.0,18136.0,517213.0,6974.0,50506.0,28565.0,2232.0,130879.0,382612.0,484861.0,311439.0,17754.0,1810921.0,1566023.0
1989-01-01,132.0,11549.0,852752.0,379697.0,1760038.0,1611211.0,7115.0,1079586.0,525371.0,29882.0,21360.0,13961.0,196977.5,1663.0,513031.0,263806.0,114931.0,93571.0,353961.0,86519.0,184041.0,-148827.0,-221899.0,4725.0,-190777.0,12340.0,552879.0,7052.0,41951.0,27952.0,3000.0,132699.0,391008.0,508175.0,320357.0,19230.0,1844660.0,1622760.0
1989-04-01,144.0,12587.0,878573.0,384289.0,1798775.0,1624353.0,7048.0,1085327.0,531195.0,30826.0,22240.0,14533.0,199451.0,1680.0,520555.0,267236.0,116864.0,94624.0,361618.0,87547.0,187001.0,-174422.0,-245437.0,3223.0,-218700.0,10640.0,566694.0,7077.0,44279.0,27389.0,2464.0,118684.0,397485.0,515671.0,327374.0,19564.0,1882377.0,1636940.0
1989-07-01,144.0,12341.0,889537.0,388869.0,1825280.0,1640578.0,7259.0,1092634.0,544003.0,32613.0,21664.0,15936.0,201933.5,1679.0,529991.0,275043.0,119203.0,97539.0,364646.0,90428.0,190122.0,-184703.0,-261670.0,4243.0,-230114.0,14012.0,571581.0,7111.0,45412.0,27096.0,2736.0,114378.0,403939.0,524683.0,329418.0,20268.0,1914589.0,1652919.0
1989-10-01,972.0,13263.0,904853.0,394894.0,1858717.0,1651850.0,7614.0,1099046.0,558427.0,33031.0,22028.0,15950.0,205086.0,1802.0,541231.0,275648.0,117266.0,95238.0,368164.0,88104.0,193393.0,-206867.0,-281232.0,4401.0,-254870.0,17196.0,579785.0,7134.0,48003.0,27275.0,2760.0,113467.0,403033.0,535751.0,333076.0,20284.0,1946345.0,1665113.0
1990-01-01,832.0,13599.0,925608.0,403512.0,1901172.0,1677617.0,5179.0,1117228.0,575472.0,33369.0,22753.0,16094.0,209456.5,1874.0,562164.0,286843.0,118329.0,95576.0,372969.0,88499.0,195719.0,-223555.0,-306985.0,5073.0,-266267.0,13308.0,582523.0,7077.0,42712.0,27125.0,2688.0,112469.0,419548.0,556212.0,337517.0,20702.0,1998201.0,1691216.0
1990-04-01,152.0,18730.0,942405.0,408815.0,1938764.0,1698384.0,3515.0,1133719.0,591328.0,33902.0,23414.0,16026.0,212367.0,1958.0,573740.0,288316.0,118432.0,95018.0,378083.0,87800.0,198424.0,-240381.0,-316026.0,4332.0,-283665.0,17588.0,594611.0,7218.0,43284.0,26950.0,2888.0,116771.0,419450.0,567520.0,342335.0,20984.0,2033140.0,1717114.0
1990-07-01,156.0,15566.0,951010.0,416584.0,1965630.0,1727597.0,3377.0,1150452.0,599992.0,35658.0,24942.0,17000.0,216616.5,2009.0,584444.0,291574.0,121526.0,96584.0,387698.0,88011.0,201865.0,-238033.0,-316719.0,4387.0,-285566.0,15548.0,600726.0,8574.0,47533.0,26930.0,3040.0,119935.0,426751.0,578132.0,351542.0,21234.0,2059882.0,1743163.0
1990-10-01,28352.0,15125.0,973721.0,419388.0,2005906.0,1749686.0,2842.0,1157344.0,610676.0,38423.0,24275.0,18824.0,218480.0,2027.0,603004.0,294746.0,131688.0,107413.0,394541.0,99689.0,204534.0,-256219.0,-365662.0,6003.0,-299854.0,7672.0,600814.0,7725.0,43634.0,26967.0,3504.0,118817.0,434210.0,596832.0,357633.0,21540.0,2130473.0,1764811.0
1991-01-01,4440.0,15527.0,993070.0,423019.0,1975847.0,1735008.0,5871.0,1142726.0,554288.0,41525.0,21783.0,20598.0,220961.5,2023.0,628596.0,291117.0,121867.0,100084.0,401352.0,91946.0,207615.0,-240839.0,-319252.0,5999.0,-268249.0,-74308.0,580772.0,8138.0,27410.0,27137.0,2664.0,115281.0,444009.0,622484.0,364300.0,21582.0,2069787.0,1750535.0
1991-04-01,568.0,14965.0,1000567.0,429703.0,2055137.0,1750010.0,8088.0,1151052.0,619852.0,42790.0,21111.0,20722.0,224865.0,2041.0,649452.0,296010.0,118376.0,97265.0,407506.0,88946.0,209940.0,-305127.0,-382800.0,6001.0,-331264.0,-29600.0,585925.0,8319.0,26137.0,27213.0,2688.0,110888.0,451552.0,643468.0,371310.0,21090.0,2147775.0,1764975.0
1991-07-01,16012.0,16481.0,1010226.0,435558.0,2104266.0,1772637.0,8663.0,1165972.0,656368.0,44567.0,20869.0,21456.0,228302.5,2064.0,659684.0,296039.0,117878.0,97009.0,410168.0,88628.0,212500.0,-331629.0,-420684.0,5985.0,-360924.0,-3316.0,590237.0,8380.0,29295.0,27504.0,2564.0,111900.0,461270.0,653752.0,373940.0,21080.0,2209802.0,1789118.0
1991-10-01,176.0,15415.0,1015565.0,440648.0,2153508.0,1796918.0,10249.0,1185826.0,694108.0,46414.0,20721.0,22236.0,231377.0,2072.0,689384.0,293209.0,113781.0,93060.0,415738.0,84730.0,213691.0,-356590.0,-426871.0,6001.0,-381560.0,4724.0,598671.0,8330.0,24970.0,28098.0,2492.0,113131.0,471532.0,682324.0,380938.0,20930.0,2239204.0,1812333.0
1992-01-01,180.0,15741.0,1026911.0,452493.0,2203527.0,1812591.0,9779.0,1192965.0,732531.0,47358.0,18175.0,22370.0,237681.5,2117.0,716187.0,299510.0,109996.0,91821.0,415512.0,82994.0,214459.0,-390937.0,-466503.0,6076.0,-402966.0,16344.0,588897.0,8828.0,12029.0,28575.0,2652.0,125009.0,476405.0,710499.0,381136.0,20032.0,2294835.0,1828332.0
1992-04-01,388.0,14961.0,1037683.0,458105.0,2239382.0,1841430.0,10454.0,1217761.0,754443.0,47807.0,17828.0,22029.0,240873.5,2135.0,736087.0,297124.0,107302.0,89474.0,418034.0,81460.0,216390.0,-397953.0,-470178.0,6064.0,-406551.0,18356.0,607169.0,8014.0,8598.0,29224.0,2604.0,126767.0,481220.0,729131.0,383662.0,20664.0,2326569.0,1856391.0
1992-07-01,172.0,16033.0,1059862.0,461215.0,2273311.0,1852994.0,11383.0,1226867.0,764535.0,49055.0,16716.0,22671.0,242735.0,2128.0,747643.0,294135.0,104474.0,87758.0,418523.0,79762.0,217927.0,-420317.0,-486687.0,6023.0,-430162.0,16892.0,616201.0,7996.0,9845.0,30392.0,2592.0,122098.0,485976.0,741327.0,384215.0,20312.0,2355714.0,1869027.0
1992-10-01,172.0,16445.0,1069076.0,456539.0,2300626.0,1887541.0,10159.0,1263167.0,782595.0,53972.0,16237.0,27138.0,240602.0,2168.0,751983.0,293700.0,103704.0,87467.0,416795.0,79438.0,220665.0,-413085.0,-475838.0,5992.0,-416345.0,30612.0,638942.0,8029.0,3260.0,32161.0,2704.0,131623.0,489897.0,746043.0,382763.0,19986.0,2379825.0,1903986.0
1993-01-01,2596.0,16538.0,1063331.0,475941.0,2309594.0,1889957.0,9608.0,1245964.0,788750.0,53191.0,16945.0,25149.0,250921.5,2140.0,772154.0,288487.0,105253.0,88308.0,422046.0,80144.0,222815.0,-419637.0,-477426.0,6059.0,-428078.0,16596.0,617005.0,8163.0,8441.0,35468.0,2844.0,136367.0,489749.0,766502.0,388074.0,19812.0,2383921.0,1906495.0
1993-04-01,160.0,17309.0,1065873.0,476416.0,2323095.0,1938341.0,11745.0,1292366.0,796518.0,53477.0,16539.0,25146.0,251279.5,2189.0,778018.0,293193.0,104337.0,87798.0,423147.0,79556.0,224345.0,-384753.0,-442464.0,6011.0,-390096.0,18500.0,643507.0,8242.0,5343.0,37558.0,2640.0,148669.0,497551.0,771682.0,389315.0,20084.0,2398115.0,1955650.0
1993-07-01,400.0,17558.0,1076738.0,481029.0,2352008.0,1958126.0,11867.0,1307459.0,813770.0,54088.0,16337.0,25406.0,253732.0,2248.0,792662.0,290674.0,103681.0,87344.0,423813.0,79023.0,225565.0,-393883.0,-447830.0,5997.0,-400236.0,21108.0,659210.0,8321.0,6353.0,37688.0,2708.0,140650.0,504893.0,786278.0,389157.0,20520.0,2423514.0,1975684.0
1993-10-01,156.0,19143.0,1086217.0,485197.0,2372458.0,2026129.0,12501.0,1370242.0,828266.0,56076.0,16471.0,26855.0,256055.5,2308.0,797702.0,295176.0,102113.0,85642.0,421965.0,77186.0,228429.0,-346328.0,-400181.0,6093.0,-353979.0,30564.0,675296.0,8456.0,7650.0,36010.0,2768.0,171866.0,520314.0,791278.0,387769.0,20310.0,2445454.0,2045272.0
1994-01-01,140.0,20381.0,1089658.0,500407.0,2370035.0,2034424.0,12832.0,1357552.0,826232.0,58811.0,19297.0,28696.0,264081.0,2359.0,811976.0,283691.0,104822.0,85525.0,420578.0,77053.0,229974.0,-335610.0,-375055.0,5969.0,-350273.0,14256.0,673667.0,8472.0,14663.0,33567.0,2956.0,149467.0,531463.0,805336.0,386518.0,20350.0,2429860.0,2054805.0
1994-04-01,3588.0,21305.0,1099099.0,507581.0,2393164.0,2088223.0,12748.0,1403430.0,832964.0,58377.0,20235.0,27679.0,267915.0,2447.0,816792.0,290292.0,106087.0,85852.0,428726.0,77531.0,231925.0,-304942.0,-350792.0,5200.0,-323176.0,16172.0,697839.0,8320.0,18235.0,32376.0,3188.0,158008.0,544395.0,810068.0,393954.0,20748.0,2460320.0,2109528.0
1994-07-01,1048.0,19635.0,1121368.0,513570.0,2431359.0,2117154.0,12739.0,1422887.0,840428.0,59629.0,21663.0,28446.0,271101.5,2549.0,820440.0,302064.0,108330.0,86667.0,437619.0,78631.0,233897.0,-314204.0,-371449.0,7665.0,-336177.0,19988.0,695382.0,8036.0,21973.0,31945.0,3176.0,173818.0,550510.0,813628.0,401375.0,21528.0,2508239.0,2136789.0
1994-10-01,200.0,19591.0,1122279.0,521111.0,2474180.0,2149496.0,12304.0,1446872.0,870300.0,58363.0,23709.0,26787.0,275046.5,2594.0,840928.0,300644.0,110846.0,87137.0,449398.0,79616.0,236612.0,-324685.0,-375617.0,6291.0,-349474.0,29372.0,705402.0,7521.0,24790.0,32204.0,3248.0,183600.0,554622.0,833800.0,409054.0,23736.0,2544703.0,2169087.0
1995-01-01,204.0,19321.0,1130628.0,528188.0,2508193.0,2186448.0,16423.0,1471327.0,880336.0,57758.0,23667.0,25877.0,278702.5,2666.0,864056.0,306968.0,112752.0,89085.0,463265.0,81740.0,239339.0,-321744.0,-376653.0,6396.0,-342239.0,16280.0,724613.0,7344.0,20494.0,33964.0,3600.0,187793.0,555321.0,857940.0,422633.0,23374.0,2582422.0,2205769.0
1995-04-01,208.0,19055.0,1142497.0,532703.0,2537029.0,2210738.0,16159.0,1488532.0,887052.0,57453.0,24591.0,25112.0,281173.5,2699.0,872600.0,310395.0,115891.0,91300.0,472866.0,84059.0,240968.0,-326291.0,-380728.0,3857.0,-344498.0,14452.0,746808.0,7240.0,18207.0,34614.0,3708.0,184424.0,553593.0,865620.0,426898.0,26474.0,2610521.0,2229793.0
1995-07-01,1972.0,20604.0,1148542.0,538068.0,2553980.0,2235238.0,16592.0,1506336.0,893020.0,57452.0,24666.0,24568.0,284121.5,2712.0,877744.0,307118.0,116789.0,92123.0,477271.0,84435.0,242547.0,-318741.0,-342941.0,-21739.0,-338212.0,15276.0,752216.0,7689.0,19470.0,35147.0,4168.0,191007.0,558946.0,870744.0,427323.0,28474.0,2598783.0,2255842.0
1995-10-01,180.0,21176.0,1145305.0,543052.0,2546638.0,2261630.0,16853.0,1525053.0,887188.0,57357.0,24484.0,23879.0,286899.0,2735.0,871680.0,306270.0,119314.0,94830.0,478622.0,87127.0,243758.0,-285008.0,-332590.0,6066.0,-305156.0,15508.0,769990.0,7704.0,20148.0,35523.0,4188.0,187125.0,563750.0,864604.0,426822.0,29438.0,2615396.0,2282806.0
1996-01-01,208.0,21555.0,1154479.0,545944.0,2592964.0,2311174.0,17206.0,1571044.0,923915.0,58745.0,21100.0,24718.0,288611.5,2749.0,900871.0,316816.0,118234.0,97134.0,479068.0,88701.0,245131.0,-281790.0,-337250.0,5122.0,-290923.0,23044.0,801731.0,8433.0,9132.0,35502.0,4604.0,194291.0,570417.0,893239.0,425668.0,30516.0,2669979.0,2332729.0
1996-04-01,196.0,22968.0,1169909.0,554381.0,2617356.0,2378821.0,17385.0,1627539.0,935635.0,60438.0,21318.0,25804.0,293128.5,2756.0,920351.0,317753.0,119079.0,97761.0,476378.0,89224.0,245512.0,-238534.0,-293407.0,5404.0,-251721.0,15284.0,839564.0,8538.0,13187.0,35434.0,4840.0,205452.0,577683.0,912859.0,421346.0,31262.0,2695197.0,2401789.0
1996-07-01,196.0,24135.0,1175713.0,561768.0,2623267.0,2400315.0,18150.0,1636540.0,932207.0,62080.0,21559.0,26844.0,297117.5,2768.0,916143.0,321020.0,121776.0,100217.0,480154.0,91164.0,246967.0,-222952.0,-277351.0,4284.0,-241359.0,16064.0,843542.0,9054.0,18407.0,35193.0,5384.0,205860.0,581754.0,908543.0,423670.0,32042.0,2701800.0,2424450.0
1996-10-01,204.0,23782.0,1191454.0,569371.0,2653466.0,2462291.0,18273.0,1671092.0,945351.0,81365.0,21767.0,45534.0,301160.5,2879.0,918231.0,324248.0,122190.0,100423.0,481854.0,91491.0,247168.0,-191176.0,-234807.0,-9870.0,-212994.0,27120.0,863498.0,8932.0,21818.0,34807.0,5792.0,208645.0,593156.0,910659.0,419714.0,34856.0,2720879.0,2486073.0
1997-01-01,220.0,25679.0,1196670.0,577300.0,2665537.0,2495859.0,17897.0,1712677.0,951848.0,65033.0,21426.0,27792.0,305801.0,2938.0,938292.0,319315.0,122951.0,101525.0,482644.0,92152.0,248872.0,-169679.0,-218994.0,4331.0,-188881.0,13556.0,902112.0,9373.0,19202.0,34375.0,4836.0,210014.0,595715.0,930508.0,416628.0,36900.0,2740531.0,2521538.0
1997-04-01,500.0,26324.0,1218569.0,584877.0,2690396.0,2540004.0,18582.0,1745571.0,952840.0,66544.0,21968.0,28525.0,309955.0,2986.0,939232.0,323973.0,124430.0,102462.0,485340.0,93216.0,251310.0,-150392.0,-175223.0,-22007.0,-174937.0,13608.0,916234.0,9247.0,24545.0,33647.0,4912.0,214030.0,610396.0,931268.0,416380.0,38462.0,2741552.0,2566328.0
1997-07-01,600.0,27515.0,1223761.0,593572.0,2703450.0,2597064.0,18013.0,1788746.0,959408.0,71968.0,22447.0,33385.0,314552.5,3050.0,944996.0,331464.0,124765.0,102318.0,486849.0,92871.0,252309.0,-106386.0,-160386.0,1761.0,-139031.0,14412.0,941108.0,9447.0,32645.0,33432.0,5056.0,226002.0,616580.0,937220.0,415821.0,39402.0,2784966.0,2624579.0
1997-10-01,292.0,28378.0,1243113.0,605270.0,2740111.0,2628967.0,17822.0,1813053.0,976800.0,68575.0,22895.0,29621.0,320571.0,3082.0,950552.0,331669.0,124247.0,101352.0,486412.0,92202.0,253798.0,-111144.0,-165017.0,4088.0,-154799.0,26248.0,967830.0,9150.0,43655.0,33786.0,5580.0,215878.0,623765.0,942676.0,413648.0,40320.0,2822362.0,2657345.0
1998-01-01,228.0,30580.0,1236791.0,613322.0,2728469.0,2672720.0,16851.0,1843404.0,974153.0,70196.0,27938.0,31144.0,324656.5,3061.0,960029.0,331238.0,128947.0,101009.0,483715.0,91908.0,254396.0,-55749.0,-106134.0,3895.0,-100574.0,14124.0,996132.0,9100.0,44825.0,33810.0,4764.0,213455.0,629053.0,951841.0,411355.0,40274.0,2809434.0,2703300.0
