Date,Capital transfer payments,Capital transfer receipts,Consumption expenditures,Contributions for government social insurance,Current expenditures,Current receipts,Current surplus of government enterprises,Current tax receipts,Current transfer payments,Current transfer receipts,Dividends,From business (net),From persons,From the rest of the world,Government social benefits,Gross government investment,Income receipts on assets,Interest and miscellaneous receipts,Interest payments,Interest receipts,Less: Consumption of fixed capital,Net government saving,Net lending or net borrowing (-),Net purchases of nonproduced assets,Other,Other current transfer payments to the rest of the world,Personal current taxes,Rents and royalties,Social insurance funds,Subsidies,Taxes from the rest of the world,Taxes on corporate income,Taxes on production and imports,To persons,To persons and business,To the rest of the world,Total expenditures,Total receipts
2014-04-01,16925.0,23706.0,2548426.0,1149730.0,5858517.0,5054559.0,-8953.0,3428553.0,2549822.0,225277.0,148657.0,85440.0,617869.5,26914.0,2504002.0,605940.0,259951.0,111294.0,701794.0,88307.0,517035.0,-803958.0,-894685.0,8602.0,-518425.0,45820.0,1759499.0,22988.0,-285533.0,58475.0,19927.0,414281.0,1234846.0,2484542.0,598747.0,61253.5,5972949.0,5078265.0
2014-07-01,14115.0,23079.0,2581399.0,1161380.0,5935016.0,5075482.0,-7799.0,3452187.0,2591506.0,237328.0,120713.0,141169.0,624434.5,4335.5,2544195.0,610350.0,232386.0,111672.0,703929.0,89144.0,519883.0,-859535.0,-945323.0,4286.0,-572181.0,47311.0,1799758.0,22528.0,-287354.0,58183.0,20101.0,386704.0,1245624.0,2524600.0,599826.0,61849.0,6043884.0,5098561.0
2014-10-01,19419.0,23519.0,2571889.0,1179092.0,5952060.0,5102601.0,-6831.0,3502187.0,2618101.0,192639.0,124184.0,92861.0,633984.5,5450.0,2571789.0,617364.0,235513.0,111329.0,705068.0,90318.0,521398.0,-849460.0,-951316.0,9990.0,-561546.0,46312.0,1837669.0,21011.0,-287914.0,57002.0,19686.0,390389.0,1254442.0,2552117.0,602732.0,61004.0,6077435.0,5126119.0
2015-01-01,19673.0,24945.0,2574327.0,1194201.0,5987759.0,5183684.0,-4454.0,3589396.0,2664181.0,191520.0,103052.0,86319.0,643231.0,6469.5,2617819.0,613588.0,213021.0,109968.0,693256.0,90480.0,523063.0,-804075.0,-900007.0,10679.0,-504260.0,46362.0,1905569.0,19489.0,-299815.0,55995.0,21978.0,402746.0,1259103.0,2597681.0,594204.0,59595.0,6108636.0,5208629.0
2015-04-01,14150.0,25633.0,2601375.0,1206138.0,6047181.0,5269590.0,-3569.0,3644905.0,2696555.0,205180.0,107287.0,92146.0,649745.0,9841.0,2654185.0,632692.0,216936.0,109649.0,692808.0,91440.0,524566.0,-777590.0,-764411.0,-109823.0,-473732.0,42370.0,1943891.0,18209.0,-303859.0,56442.0,21831.0,408312.0,1270870.0,2633852.0,596470.0,58335.5,6059634.0,5295223.0
2015-07-01,17136.0,25857.0,2615896.0,1216101.0,6086926.0,5272337.0,-2169.0,3627625.0,2715550.0,187590.0,132828.0,86396.0,655107.0,3540.5,2668318.0,637658.0,243190.0,110362.0,697805.0,93186.0,526229.0,-814589.0,-928606.0,11308.0,-506586.0,47232.0,1948277.0,17176.0,-308003.0,57676.0,23278.0,380225.0,1275845.0,2647824.0,601633.0,58332.5,6226800.0,5298194.0
2015-10-01,11928.0,25758.0,2624356.0,1223620.0,6116240.0,5416494.0,-1195.0,3624755.0,2725018.0,274987.0,184156.0,170538.0,659074.0,4960.5,2681870.0,633787.0,294327.0,110172.0,708212.0,93781.0,526437.0,-699746.0,-804971.0,11706.0,-382916.0,43148.0,1965813.0,16390.0,-316830.0,58654.0,21630.0,349316.0,1287997.0,2661228.0,609890.0,59482.0,6247224.0,5442253.0
2016-01-01,14601.0,24925.0,2621296.0,1230846.0,6165098.0,5281461.0,-440.0,3606524.0,2759508.0,208926.0,125329.0,101503.0,663299.0,5835.0,2706689.0,648845.0,235606.0,110277.0,723604.0,94434.0,526640.0,-883637.0,-1007559.0,12041.0,-564715.0,52819.0,1925301.0,15843.0,-318923.0,60689.0,24630.0,364104.0,1292489.0,2686182.0,619887.0,62112.5,6313945.0,5306386.0
2016-04-01,10034.0,25198.0,2642923.0,1237010.0,6212495.0,5296541.0,-2521.0,3632226.0,2772776.0,208677.0,110498.0,105923.0,666469.0,3413.0,2727317.0,646644.0,221149.0,110651.0,734416.0,95125.0,531361.0,-915954.0,-995864.0,-20208.0,-589391.0,45459.0,1943994.0,15526.0,-326563.0,62380.0,23575.0,367137.0,1297521.0,2706534.0,626188.0,64505.0,6317603.0,5321739.0
2016-07-01,11060.0,25075.0,2668281.0,1248092.0,6271248.0,5351950.0,-2655.0,3691676.0,2797835.0,191765.0,111865.0,87602.0,672148.5,3979.5,2747688.0,646890.0,223071.0,111206.0,742134.0,95768.0,533917.0,-919299.0,-1029436.0,11180.0,-590796.0,50147.0,1972517.0,15438.0,-328503.0,62998.0,23517.0,375515.0,1320127.0,2726349.0,631610.0,65932.0,6406460.0,5377025.0
2016-10-01,17526.0,25911.0,2680996.0,1261516.0,6305787.0,5386831.0,-3001.0,3697476.0,2815731.0,218654.0,100192.0,108490.0,679047.0,6792.5,2771166.0,656249.0,212187.0,111995.0,748135.0,96412.0,538195.0,-918955.0,-1041579.0,12956.0,-590266.0,44565.0,1993195.0,15583.0,-328689.0,60924.0,24489.0,353426.0,1326366.0,2750064.0,636906.0,66165.5,6454322.0,5412742.0
2017-01-01,17066.0,27226.0,2689905.0,1282560.0,6346664.0,5397824.0,-4176.0,3632080.0,2845665.0,240229.0,134150.0,110036.0,690225.0,16151.5,2800498.0,663191.0,247131.0,112981.0,751741.0,97054.0,542362.0,-948840.0,-1072482.0,12973.0,-626194.0,45168.0,2004238.0,15927.0,-322646.0,59353.0,24007.0,266907.0,1336928.0,2779052.0,639574.0,66806.0,6497531.0,5425050.0
2017-04-01,15981.0,27939.0,2695724.0,1294889.0,6370216.0,5383586.0,-4525.0,3670155.0,2852943.0,195058.0,113255.0,87160.0,696783.5,4609.5,2811341.0,674720.0,228009.0,114754.0,763507.0,98337.0,546989.0,-986631.0,-1115829.0,13425.0,-663071.0,41603.0,2012301.0,16417.0,-323559.0,58042.0,24787.0,279588.0,1353479.0,2789671.0,647457.0,68859.5,6527353.0,5411525.0
2017-07-01,56841.0,35202.0,2715851.0,1310092.0,6440371.0,5469568.0,-4449.0,3747784.0,2889608.0,198554.0,100272.0,88238.0,704923.0,5281.0,2845320.0,683035.0,217587.0,117315.0,772999.0,100281.0,552396.0,-970803.0,-1130250.0,7168.0,-645874.0,44288.0,2055065.0,17034.0,-324929.0,61912.0,25059.0,295695.0,1371965.0,2823446.0,650479.0,72197.5,6635020.0,5504770.0
2017-10-01,15274.0,962510.0,2761375.0,1329081.0,6516758.0,5576476.0,-3860.0,3840000.0,2912861.0,199716.0,90554.0,90288.0,715103.0,4151.5,2859776.0,704762.0,211538.0,120984.0,782329.0,103202.0,557804.0,-940282.0,-154806.0,14802.0,-616775.0,53086.0,2123711.0,17782.0,-323507.0,60192.0,25853.0,296923.0,1393513.0,2837559.0,653947.0,75299.0,6693791.0,6538986.0
2018-01-01,13845.0,29421.0,2801299.0,1349090.0,6610855.0,5560614.0,-3170.0,3790129.0,2959158.0,215003.0,84295.0,102276.0,726448.5,4460.5,2914566.0,712577.0,209561.0,125267.0,791693.0,106772.0,564900.0,-1050241.0,-1198082.0,15740.0,-711918.0,44592.0,2071599.0,18494.0,-338323.0,58705.0,24881.0,270358.0,1423291.0,2892214.0,657357.0,78344.0,6788117.0,5590035.0
2018-04-01,20304.0,29161.0,2839147.0,1359026.0,6705386.0,5595242.0,-2965.0,3814199.0,2993335.0,219110.0,77169.0,96405.0,732145.5,8719.5,2939990.0,731567.0,205873.0,128704.0,814667.0,109530.0,572906.0,-1110144.0,-1275594.0,15646.0,-764301.0,53345.0,2058107.0,19174.0,-345843.0,58236.0,25658.0,289506.0,1440928.0,2917241.0,675654.0,80881.0,6899997.0,5624403.0
2018-07-01,14974.0,31133.0,2885521.0,1375708.0,6794157.0,5702331.0,-4450.0,3861463.0,3013464.0,246529.0,91296.0,115735.0,741165.5,12085.5,2960896.0,740565.0,223081.0,131785.0,837341.0,112089.0,578650.0,-1091826.0,-1253925.0,16343.0,-741851.0,52569.0,2085264.0,19696.0,-349975.0,57831.0,25465.0,287142.0,1463593.0,2937894.0,693676.0,83333.0,6987389.0,5733464.0
2018-10-01,16588.0,25897.0,2912960.0,1384327.0,6889360.0,5716573.0,-7781.0,3902486.0,3035004.0,216350.0,87354.0,91400.0,746143.5,8494.0,2979528.0,737888.0,221191.0,133838.0,862889.0,113776.0,584753.0,-1172787.0,-1328491.0,11877.0,-806165.0,55476.0,2081643.0,20061.0,-366622.0,78508.0,26949.0,293331.0,1500564.0,2956544.0,715571.0,85151.0,7070960.0,5742470.0
2019-01-01,18463.0,23173.0,2938925.0,1416850.0,7013276.0,5777927.0,-13307.0,3958670.0,3123788.0,210566.0,70497.0,88035.0,762750.5,6939.5,3071611.0,764009.0,205148.0,134651.0,881510.0,114297.0,590268.0,-1235349.0,-1415617.0,11237.0,-843639.0,52176.0,2155386.0,20354.0,-391710.0,69054.0,25777.0,269179.0,1508328.0,3048156.0,729843.0,87560.5,7216717.0,5801100.0
2019-04-01,11055.0,20938.0,2994223.0,1424283.0,7101091.0,5887705.0,-14919.0,4046915.0,3153978.0,214141.0,81534.0,90729.0,766803.5,7043.5,3107668.0,767020.0,217285.0,135750.0,894020.0,115433.0,595808.0,-1213386.0,-1390278.0,15563.0,-807507.0,46310.0,2217737.0,20317.0,-405879.0,58870.0,26551.0,282428.0,1520200.0,3083971.0,741200.0,88259.0,7298921.0,5908642.0
2019-07-01,11399.0,20695.0,3034139.0,1430902.0,7187114.0,5904595.0,-12946.0,4056628.0,3184496.0,233042.0,59953.0,107164.0,770228.0,8162.5,3133620.0,780698.0,196969.0,137016.0,887281.0,117074.0,600571.0,-1282519.0,-1468434.0,15083.0,-864975.0,50876.0,2195306.0,19942.0,-417544.0,81198.0,26757.0,280986.0,1553580.0,3109315.0,736639.0,87473.0,7393724.0,5925290.0
2019-10-01,61485.0,20985.0,3080936.0,1448601.0,7232288.0,5965176.0,-7390.0,4107692.0,3198370.0,209520.0,69345.0,88730.0,778939.5,5756.0,3146087.0,784032.0,206753.0,137408.0,870279.0,118203.0,604601.0,-1267112.0,-1502895.0,15854.0,-852609.0,52282.0,2226222.0,19205.0,-414503.0,82703.0,26838.0,302213.0,1552419.0,3121600.0,727081.0,83842.5,7489057.0,5986161.0
2020-01-01,19900.0,22496.0,3136014.0,1473504.0,7314180.0,5980006.0,-966.0,4089287.0,3254790.0,202160.0,81864.0,91479.0,787814.5,4277.5,3200435.0,806998.0,216022.0,134158.0,842721.0,115824.0,609803.0,-1334175.0,-1544817.0,16044.0,-902887.0,54355.0,2247715.0,18334.0,-431288.0,80655.0,28453.0,255929.0,1557190.0,3175248.0,709252.0,79328.0,7547320.0,6002502.0
2020-04-01,16947.0,28490.0,3209423.0,1402975.0,10609363.0,5633795.0,-1029.0,3817703.0,5559620.0,208009.0,89561.0,94279.0,752926.0,5427.0,5509755.0,816551.0,206136.0,116575.0,807896.0,101111.0,614691.0,-4975568.0,-5182255.0,16370.0,-3526146.0,49866.0,2107358.0,15464.0,-1449422.0,1032423.0,26281.0,266034.0,1418030.0,5465417.0,685359.0,83437.0,10844540.0,5662285.0
2020-07-01,13469.0,26083.0,3182435.0,1452870.0,9594344.0,6036131.0,-5975.0,4154724.0,4450017.0,211477.0,107594.0,100060.0,778565.0,3578.0,4392250.0,819135.0,223035.0,115441.0,797956.0,100225.0,621989.0,-3558213.0,-3747842.0,5097.0,-2291383.0,57767.0,2248232.0,15216.0,-1266831.0,1163936.0,26940.0,340107.0,1539446.0,4355010.0,677776.0,78710.5,9810056.0,6062214.0
2020-10-01,13436.0,28111.0,3195540.0,1490813.0,8328665.0,6228648.0,-1467.0,4310767.0,3810804.0,219597.0,94026.0,103977.0,798798.5,4418.0,3758106.0,832455.0,208939.0,114913.0,805298.0,98560.0,630184.0,-2100017.0,-2303859.0,16248.0,-1331954.0,52698.0,2377804.0,16353.0,-768062.0,517024.0,28946.0,333621.0,1570395.0,3728720.0,680741.0,76971.5,8560619.0,6256760.0
2021-01-01,227932.0,31231.0,3325207.0,1508418.0,10778441.0,6477950.0,-10877.0,4549497.0,6109597.0,229335.0,86137.0,100388.0,810456.5,8225.5,6049283.0,822419.0,201576.0,115440.0,822965.0,96855.0,639487.0,-4300491.0,-4677487.0,-2637.0,-3247464.0,60313.0,2547735.0,18584.0,-1053028.0,520672.0,30361.0,373082.0,1598319.0,6007773.0,690913.0,86781.0,11186668.0,6509180.0
2021-04-01,11220.0,33620.0,3348272.0,1544522.0,9421271.0,6827207.0,-14180.0,4848578.0,4396320.0,221970.0,110189.0,98037.0,830144.0,4083.5,4344284.0,821744.0,226317.0,116128.0,846027.0,94736.0,653444.0,-2594064.0,-2755763.0,15799.0,-1697428.0,52036.0,2675644.0,21392.0,-896636.0,830652.0,30559.0,437594.0,1704781.0,4311607.0,705209.0,86748.0,9616591.0,6860828.0
2021-07-01,28104.0,48687.0,3386910.0,1581597.0,9083800.0,7009017.0,-11713.0,4967776.0,4158627.0,225390.0,129887.0,98990.0,850120.0,3879.0,4077814.0,827060.0,245966.0,116080.0,864180.0,91424.0,668333.0,-2074784.0,-2210669.0,-2259.0,-1420950.0,80813.0,2749991.0,24656.0,-653833.0,674084.0,31782.0,463858.0,1722145.0,4048654.0,711268.0,91035.5,9268372.0,7057703.0
2021-10-01,15865.0,38004.0,3440748.0,1626650.0,8691223.0,7286944.0,-7355.0,5181263.0,3961778.0,231618.0,136022.0,101151.0,873887.0,4671.5,3903072.0,841570.0,254768.0,118746.0,874637.0,90473.0,686622.0,-1404280.0,-1552479.0,15391.0,-953647.0,58706.0,2847021.0,28273.0,-450632.0,414060.0,33131.0,526000.0,1775111.0,3876031.0,713489.0,94094.0,8877427.0,7324948.0
2022-01-01,14473.0,39170.0,3473916.0,1666267.0,8546782.0,7813767.0,-1755.0,5651950.0,4040831.0,234365.0,141610.0,102512.0,894768.5,4291.0,3972696.0,858694.0,262940.0,121331.0,880564.0,89283.0,706623.0,-733016.0,-551166.0,-309222.0,-241047.0,68134.0,3254063.0,32047.0,-491969.0,151471.0,35030.0,550412.0,1812445.0,3944465.0,712397.0,98199.5,8404103.0,7852937.0
2022-04-01,49014.0,143610.0,3560032.0,1689037.0,8706252.0,7951394.0,-3613.0,5759943.0,4096966.0,264563.0,118320.0,127522.0,907065.0,5973.5,4015350.0,877577.0,241464.0,123144.0,919295.0,88597.0,728214.0,-754859.0,-807325.0,-2301.0,-270901.0,81616.0,3297371.0,34547.0,-483958.0,129959.0,34660.0,574710.0,1853202.0,3986750.0,745814.0,101040.0,8902328.0,8095004.0
2022-07-01,68777.0,53177.0,3590272.0,1735848.0,8847086.0,7839300.0,-8613.0,5688401.0,4150552.0,247531.0,49817.0,110327.0,931168.0,5358.0,4032209.0,889778.0,176133.0,126316.0,987155.0,90617.0,744354.0,-1007785.0,-1093166.0,-75642.0,-551347.0,118343.0,3224945.0,35699.0,-456439.0,119107.0,33758.0,561226.0,1868471.0,4002916.0,798124.0,109162.0,8985644.0,7892477.0
2022-10-01,27136.0,95730.0,3641910.0,1751768.0,9078199.0,7846011.0,-17488.0,5672804.0,4255970.0,288468.0,21083.0,117067.0,939697.0,21888.0,4149996.0,922882.0,150459.0,129376.0,1068866.0,93847.0,755237.0,-1232188.0,-1345788.0,14550.0,-757596.0,105974.0,3203250.0,35529.0,-474592.0,111454.0,33596.0,569086.0,1866872.0,4120910.0,865782.0,116084.5,9287529.0,7941742.0
2023-01-01,165495.0,42415.0,3680844.0,1781923.0,9163651.0,7481148.0,-25324.0,5339409.0,4250109.0,248144.0,7214.0,111069.0,955126.5,4372.5,4152927.0,943742.0,136996.0,129782.0,1128213.0,95691.0,766523.0,-1682503.0,-1998348.0,15547.0,-1094499.0,97182.0,2834243.0,34091.0,-588004.0,104485.0,34794.0,592933.0,1877440.0,4121645.0,913012.0,123242.0,9521912.0,7523563.0
2023-04-01,295909.0,44257.0,3674318.0,1810490.0,9240685.0,7511372.0,-31582.0,5341175.0,4289880.0,252290.0,7336.0,111499.0,969798.5,5842.0,4192080.0,971587.0,139001.0,131665.0,1174012.0,98466.0,772624.0,-1729313.0,-2195747.0,15820.0,-1132415.0,97800.0,2828417.0,33200.0,-596898.0,102475.0,35686.0,591863.0,1885208.0,4160221.0,948241.0,128814.5,9751376.0,7555629.0
2023-07-01,250180.0,42351.0,3758931.0,1839272.0,9387389.0,7617415.0,-35943.0,5415301.0,4272291.0,255624.0,6702.0,118404.0,984599.0,3647.0,4179840.0,997517.0,143162.0,136460.0,1251513.0,103643.0,780356.0,-1769974.0,-2207063.0,12100.0,-1174298.0,92451.0,2865999.0,32817.0,-595675.0,104653.0,35329.0,617782.0,1896191.0,4147459.0,1018263.0,132815.5,9866830.0,7659767.0
2023-10-01,73813.0,41923.0,3781725.0,1858912.0,9456567.0,7726452.0,-38185.0,5475487.0,4262755.0,270724.0,6980.0,115748.0,994859.0,12084.5,4188919.0,1033426.0,159515.0,152535.0,1312471.0,119603.0,787857.0,-1730115.0,-2023400.0,15826.0,-1124849.0,73836.0,2894282.0,32932.0,-605266.0,99617.0,35911.0,631690.0,1913603.0,4156514.0,1082863.0,131006.0,9791775.0,7768375.0
2024-01-01,66758.0,39295.0,3840088.0,1889023.0,9692115.0,7892191.0,-40482.0,5570545.0,4414406.0,312865.0,7799.0,169616.0,1010355.5,5780.0,4347517.0,1040872.0,160240.0,152441.0,1340774.0,118870.0,796110.0,-1799924.0,-2087502.0,15352.0,-1157564.0,66889.0,2965619.0,33572.0,-642360.0,96848.0,36724.0,630250.0,1937952.0,4314579.0,1103612.0,135050.0,10018987.0,7931485.0
2024-04-01,71904.0,38835.0,3882139.0,1896094.0,9815248.0,7930141.0,-41758.0,5655157.0,4475539.0,256176.0,12013.0,118134.0,1014423.0,2645.0,4413752.0,1060902.0,164472.0,152459.0,1363170.0,118369.0,804071.0,-1885107.0,-2189284.0,14277.0,-1217174.0,61787.0,3005389.0,34090.0,-667933.0,94400.0,37645.0,657395.0,1954728.0,4380051.0,1125086.0,135892.0,10158260.0,7968976.0
2024-07-01,89722.0,40825.0,3947656.0,1903906.0,10010579.0,8024891.0,-40215.0,5723553.0,4592784.0,273895.0,10368.0,134792.0,1018964.5,2540.5,4472038.0,1087352.0,163752.0,153384.0,1377344.0,118913.0,815053.0,-1985688.0,-2321986.0,15103.0,-1288300.0,120745.0,3054184.0,34471.0,-697388.0,92795.0,37787.0,655696.0,1975885.0,4437770.0,1137304.0,137154.0,10387702.0,8065716.0
2024-10-01,84369.0,52340.0,3996878.0,1924508.0,10097816.0,8166210.0,-39661.0,5823768.0,4626446.0,295026.0,10391.0,152836.0,1029960.5,3388.0,4525544.0,1102851.0,162569.0,152178.0,1380303.0,118135.0,824835.0,-1931606.0,-2256948.0,15297.0,-1211886.0,100901.0,3105411.0,34043.0,-719720.0,94189.0,37959.0,676248.0,2004150.0,4491112.0,1137461.0,138636.5,10475498.0,8218550.0
