Date,Durable goods,Equipment,Exports,Federal,Final sales of domestic product,Final sales to domestic purchasers,Final sales to private domestic purchasers,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross domestic product (GDP),Gross domestic purchases,Gross national product,Gross private domestic investment,Imports,Intellectual property products,National defense,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Services,State and local,Structures
1948-01-01,9.7,8.5,-20.7,-1.8,1.7,3.8,4.4,12.3,-5.033333333333332,0.6,2.6,4.7,2.7,17.9,7.5,-2.5,-3.5,10.3,1.2,5.1,2.5,28.9,4.1000000000000005,5.1,0.8
1948-04-01,8.2,3.5,-27.2,3.0,1.7,4.4,4.4,15.1,-6.633333333333333,4.2,4.6,7.4,4.7,35.6,9.6,-2.9,1.5,8.2,0.4,3.2,2.0,43.6,1.5333333333333332,6.5,4.1
1948-07-01,8.5,5.8,-21.5,6.7,1.3,3.9,3.4,10.4,1.5,6.4,5.4,8.3,5.5,41.2,30.0,-2.7,-1.9,43.9,-0.6,5.4,1.9,20.6,10.499999999999998,5.9,6.5
1948-10-01,0.4,3.2,-14.6,14.0,2.0,3.7,2.3,0.8,3.366666666666667,11.3,3.9,5.7,4.0,12.6,21.4,-1.4,-0.4,91.4,2.0,4.9,2.6,-6.3,2.433333333333334,6.7,9.6
1949-01-01,-0.9,-10.9,0.2,13.2,2.0,2.2,0.2,-7.7,1.5333333333333332,12.5,0.9,1.1,0.9,-13.1,4.4,-4.3,2.9,59.6,2.1,-5.4,2.3,-12.1,4.233333333333333,11.4,5.4
1949-04-01,6.9,-9.3,9.6,12.8,2.7,2.2,0.0,-10.4,2.766666666666667,13.4,-1.0,-1.6,-1.1,-29.0,-1.1,-3.2,6.9,32.7,1.4,-5.8,2.7,-18.3,6.366666666666667,14.5,0.1
1949-07-01,10.2,-13.0,-1.8,8.4,2.4,2.2,0.2,-9.6,-2.2999999999999994,11.7,-0.6,-0.9,-0.6,-23.9,-9.8,-2.5,7.3,11.7,1.1,-10.3,2.7,-8.4,-4.966666666666667,17.2,-7.1
1949-10-01,16.2,-16.6,-11.9,-0.6,2.0,2.4,1.7,-5.2,-3.966666666666667,5.8,-1.5,-1.2,-1.6,-24.1,-6.9,2.5,-2.5,5.4,1.4,-13.4,3.4,10.9,-8.266666666666667,16.6,-10.9
1950-01-01,22.9,-9.4,-22.6,-6.9,3.2,4.5,5.3,6.5,-5.933333333333333,1.2,3.8,5.1,3.7,10.5,-1.4,8.4,-8.0,-3.3,2.3,-6.6,5.0,33.1,-5.2,14.8,-4.9
1950-04-01,14.1,6.0,-21.0,-7.9,4.6,6.1,7.8,19.5,-2.5,-1.3,7.3,8.9,7.3,41.0,5.6,10.5,-8.7,-5.4,3.2,5.0,5.1,48.4,-4.766666666666667,9.6,2.3
1950-07-01,34.7,24.0,-11.6,-9.0,8.5,10.4,13.6,28.3,15.0,-3.4,10.3,12.3,10.4,41.4,35.8,10.1,-2.9,-26.8,5.9,19.2,10.2,44.1,3.2000000000000006,5.4,13.2
1950-10-01,13.5,23.4,10.4,6.6,7.1,7.9,8.4,21.3,17.266666666666666,5.3,13.4,14.2,13.5,67.6,34.1,4.4,17.9,-24.2,1.9,20.5,5.4,22.5,14.533333333333333,3.4,19.4
1951-01-01,12.8,16.2,17.8,32.7,8.6,9.0,6.9,10.1,18.3,18.7,10.6,11.0,10.6,21.6,30.5,-1.8,53.2,-25.8,2.5,14.1,6.1,4.5,17.166666666666668,0.0,14.3
1951-04-01,-4.2,4.6,27.9,55.3,6.4,5.9,0.5,-3.3,15.266666666666666,32.1,9.2,8.7,9.3,12.4,19.5,-4.3,85.5,-24.9,-0.2,6.6,1.5,-17.4,18.133333333333333,0.8,12.6
1951-07-01,-24.0,-3.5,27.8,85.7,6.1,4.5,-4.2,-11.1,-0.20000000000000048,49.0,7.3,5.6,7.3,-4.1,-11.3,-2.8,108.5,0.0,0.2,-0.4,-2.3,-26.6,21.96666666666667,1.2,5.7
1951-10-01,-13.5,-3.0,17.0,77.8,8.7,7.3,-1.2,-10.0,-3.666666666666666,46.5,5.5,4.1,5.6,-21.7,-13.8,2.2,97.5,-2.0,3.7,-1.9,1.3,-22.3,21.8,1.0,-0.9
1952-01-01,-15.7,1.9,17.4,56.2,6.4,5.5,-1.8,-5.2,-0.10000000000000024,36.4,5.2,4.2,5.3,-10.5,-3.8,14.0,62.7,20.9,0.9,1.7,-0.9,-15.9,19.23333333333333,2.3,-1.1
1952-04-01,0.4,3.1,-4.9,35.3,7.6,7.9,3.4,0.9,-3.8333333333333335,24.4,3.6,3.8,3.6,-19.1,-1.0,23.2,40.1,5.6,4.8,2.1,4.0,-1.1,12.033333333333331,2.8,-3.6
1952-07-01,-3.9,-14.0,-14.5,19.4,3.2,4.6,2.0,-3.1,-1.0666666666666664,13.2,2.2,3.6,2.2,-8.0,14.7,28.8,20.2,13.0,4.5,-7.0,3.3,4.5,8.1,-0.5,-2.2
1952-10-01,13.1,-2.2,-13.1,12.5,5.0,6.8,6.1,5.1,6.900000000000001,9.3,5.4,7.2,5.3,7.2,28.4,32.9,12.7,10.6,4.8,3.0,6.3,9.1,7.633333333333334,1.9,5.6
1953-01-01,16.2,4.1,-18.9,11.9,6.3,7.9,7.4,7.7,-0.6333333333333341,9.6,6.2,7.7,6.1,6.7,12.2,27.9,12.3,8.3,6.3,7.5,7.3,8.0,3.766666666666666,3.8,8.6
1953-04-01,13.3,2.6,-8.3,10.7,5.4,6.6,6.0,6.7,4.566666666666667,8.1,6.8,7.9,6.7,16.0,18.6,25.1,7.6,35.2,4.4,6.9,5.9,6.4,7.433333333333334,1.5,9.9
1953-07-01,19.7,24.4,3.6,5.5,6.1,6.5,6.6,13.0,6.0,5.9,5.4,5.7,5.3,7.8,11.4,19.5,4.2,15.3,1.6,18.5,5.1,3.4,8.033333333333333,7.1,9.6
1953-10-01,-0.7,7.4,-0.5,2.6,2.2,2.1,1.5,4.1,-2.766666666666666,3.9,0.5,0.4,0.5,-6.7,-2.8,12.6,0.7,17.6,0.3,7.8,0.9,-2.7,3.5333333333333337,7.2,7.4
1954-01-01,-6.9,-5.4,-3.3,-5.8,-0.5,-0.6,-0.2,-1.3,-4.566666666666666,-1.9,-1.8,-1.9,-1.8,-9.3,-6.1,8.9,-8.1,10.8,0.6,-0.4,0.1,-3.2,-0.46666666666666656,8.6,5.4
1954-04-01,-1.9,-7.3,9.9,-13.0,-0.9,-1.4,0.5,-0.5,2.033333333333333,-7.1,-2.4,-2.9,-2.4,-10.0,-2.7,4.7,-12.5,-16.5,-0.1,-2.3,0.7,2.8,2.033333333333333,9.3,4.1
1954-07-01,-0.8,-6.1,2.2,-14.8,0.3,-0.2,2.5,3.1,-2.6999999999999997,-8.2,-0.8,-1.2,-0.7,-3.7,-8.2,3.7,-15.5,-9.9,2.1,-1.9,2.4,13.3,2.1999999999999997,9.4,3.3
1954-10-01,8.3,-3.6,10.6,-14.7,2.4,1.9,5.4,6.3,4.133333333333334,-8.5,2.7,2.2,2.8,8.4,-2.6,4.1,-16.7,-0.6,3.7,-1.2,5.2,21.4,4.3,7.3,1.1
1955-01-01,21.8,3.1,20.1,-11.9,5.0,4.6,8.1,11.9,13.9,-6.0,6.2,5.8,6.2,20.1,9.5,4.1,-11.5,-14.4,3.8,3.2,7.2,28.9,7.3999999999999995,7.9,3.1
1955-04-01,22.5,14.8,2.5,-9.2,6.0,6.1,9.2,14.8,4.233333333333333,-3.6,7.8,7.9,7.8,27.7,6.1,6.7,-10.8,1.4,6.0,10.4,7.8,22.8,10.566666666666666,8.9,5.0
1955-07-01,25.9,16.5,12.9,-4.1,6.5,6.5,8.8,13.1,11.633333333333333,-0.9,8.0,8.1,8.1,23.7,14.9,9.5,-5.6,6.2,5.3,13.0,7.7,13.2,12.733333333333334,5.8,8.7
1955-10-01,15.5,20.1,8.4,-6.2,5.0,5.4,7.7,11.1,13.066666666666668,-2.3,6.6,6.9,6.6,21.2,17.9,13.4,-5.4,-11.1,5.7,16.5,6.8,2.1,8.266666666666667,6.0,11.9
1956-01-01,1.1,13.1,9.5,-5.0,2.9,3.1,4.8,5.2,9.833333333333334,-2.3,3.2,3.4,3.3,7.1,16.0,17.5,-5.5,-1.7,5.8,13.1,4.6,-7.3,10.799999999999999,2.8,11.9
1956-04-01,-4.0,4.1,19.7,-0.5,2.7,2.3,2.8,2.0,10.966666666666667,0.6,2.4,2.0,2.5,0.1,9.2,18.4,0.2,-4.7,3.6,8.7,3.0,-9.1,9.1,2.8,13.0
1956-07-01,-8.6,-1.0,16.1,-3.2,1.3,1.0,1.5,-0.2,8.799999999999999,-0.9,0.9,0.6,1.0,-2.3,8.4,16.9,-1.2,-15.3,3.0,4.6,2.0,-8.9,7.333333333333333,3.4,10.1
1956-10-01,-3.1,-4.0,20.7,3.6,2.8,1.9,1.4,-1.1,7.633333333333333,3.7,2.0,1.1,2.0,-5.4,-0.2,13.7,4.9,-4.8,1.8,1.6,2.1,-6.3,5.633333333333333,3.9,7.2
1957-01-01,3.4,2.8,22.7,6.3,3.9,3.0,2.2,0.5,8.133333333333335,5.9,3.1,2.2,3.1,-4.1,3.4,7.5,6.3,6.4,1.2,3.4,2.7,-5.2,11.566666666666668,5.3,3.1
1957-04-01,0.8,2.2,11.6,2.4,2.4,2.0,1.7,-1.3,5.733333333333333,3.3,2.0,1.6,2.1,-3.4,4.7,3.7,4.5,-11.2,1.9,1.4,2.5,-6.9,6.666666666666667,4.9,-0.5
1957-07-01,1.9,4.7,5.0,4.7,3.1,2.9,2.3,-0.4,3.366666666666667,5.1,3.1,2.9,3.1,-0.3,1.8,2.6,5.8,-3.4,3.2,2.4,3.1,-6.4,3.5666666666666664,5.8,-1.1
1957-10-01,-2.4,0.8,-2.5,2.4,1.3,1.7,1.0,-1.6,0.3000000000000001,4.2,0.4,0.8,0.3,-7.1,7.0,0.9,1.5,8.9,1.7,0.0,1.7,-5.1,8.933333333333335,7.4,-1.5
1958-01-01,-10.5,-11.5,-17.6,-2.5,-2.1,-1.1,-1.8,-7.1,-7.3,1.1,-2.9,-1.9,-3.0,-12.0,0.6,2.2,-0.2,-17.5,0.2,-6.9,-0.4,-7.6,-1.7333333333333332,7.7,-2.5
1958-04-01,-9.8,-15.7,-14.6,1.8,-1.2,-0.3,-1.6,-8.6,-6.233333333333333,4.2,-2.0,-1.1,-2.2,-13.7,4.1,3.4,0.1,14.7,0.7,-10.1,0.3,-5.0,3.9666666666666663,8.4,-5.7
1958-07-01,-7.3,-19.4,-11.9,0.9,-0.5,0.3,-0.8,-8.1,-3.766666666666667,3.9,-0.7,0.0,-0.9,-9.2,4.6,4.8,-0.8,14.6,1.2,-12.8,1.1,3.2,2.4666666666666663,9.1,-7.8
1958-10-01,-2.7,-11.5,-9.6,1.9,1.5,2.3,1.7,-1.0,-0.2999999999999998,4.2,2.7,3.5,2.6,6.8,9.7,8.0,1.1,7.2,3.2,-7.4,2.5,14.1,3.1666666666666674,8.4,-5.9
1959-01-01,9.9,4.4,7.7,2.9,6.1,6.2,6.8,11.0,5.699999999999999,4.1,7.4,7.5,7.3,20.7,11.0,11.0,-1.3,35.3,5.5,2.0,5.8,32.2,25.100000000000005,6.0,-4.4
1959-04-01,15.8,13.4,6.3,1.7,7.0,7.2,8.6,17.4,8.966666666666667,2.8,9.1,9.3,9.0,32.8,11.6,11.3,-3.7,36.0,5.4,8.9,6.6,36.3,14.299999999999999,4.8,1.9
1959-07-01,15.6,18.3,16.2,3.4,6.9,6.8,8.0,16.9,11.466666666666667,3.1,6.7,6.6,6.7,15.4,14.4,8.0,-2.1,39.6,3.9,13.0,5.9,24.8,21.366666666666664,2.6,7.4
1959-10-01,6.2,12.0,10.9,0.2,4.4,4.2,5.5,9.0,5.0,0.2,4.6,4.4,4.6,9.8,5.9,5.1,-3.6,22.6,3.2,8.6,4.6,9.8,16.73333333333333,0.4,5.0
1960-01-01,3.9,9.8,16.7,-1.7,3.6,3.2,4.3,6.4,11.0,-0.5,4.9,4.5,5.0,14.6,7.1,3.6,-1.9,-0.2,2.1,9.0,3.7,1.7,4.066666666666666,1.4,9.8
1960-04-01,2.5,8.4,21.0,-3.2,2.9,2.2,3.0,1.3,10.166666666666666,-0.6,2.1,1.3,2.1,-3.6,2.9,3.2,-1.3,-12.0,2.4,7.5,3.4,-9.8,5.533333333333334,3.7,7.7
1960-07-01,-0.3,0.5,12.8,-1.5,1.7,1.1,1.2,-1.9,4.433333333333333,1.0,2.5,1.9,2.5,2.8,-1.1,8.0,0.2,-9.5,1.4,2.9,1.9,-10.8,3.766666666666667,5.2,4.8
1960-10-01,2.1,-2.9,19.3,-0.2,2.6,1.6,1.4,-0.9,6.066666666666666,2.5,0.9,-0.1,0.9,-11.5,-3.3,9.6,0.0,-0.9,0.8,2.9,2.0,-8.3,4.633333333333334,7.0,9.6
1961-01-01,-6.5,-9.2,5.0,4.1,1.6,1.1,-0.3,-4.9,-0.9333333333333332,5.9,-0.7,-1.2,-0.5,-17.5,-7.3,11.0,4.1,4.1,1.2,-2.0,0.9,-10.7,-0.8333333333333334,8.6,4.8
1961-04-01,-6.7,-6.4,-2.7,4.8,1.7,1.6,0.6,-1.6,-4.800000000000001,5.0,1.6,1.4,1.6,-2.6,-6.9,13.1,4.4,6.4,1.4,-1.2,1.2,-2.3,1.4333333333333333,5.2,1.8
1961-07-01,-3.7,-0.9,-0.5,4.7,2.7,2.8,2.3,3.0,1.8,4.6,3.0,3.2,3.0,5.2,2.3,10.6,4.4,6.1,2.1,1.5,2.1,6.2,0.3000000000000001,4.6,1.7
1961-10-01,3.6,8.9,0.6,6.2,4.5,4.9,4.5,6.5,5.966666666666666,6.2,6.4,6.8,6.4,20.3,10.0,9.4,7.4,0.5,3.4,4.8,4.0,9.9,2.6999999999999997,6.2,-2.6
1962-01-01,12.0,15.5,0.7,9.8,5.6,6.1,6.0,9.4,7.866666666666666,6.7,7.6,8.2,7.5,23.6,13.9,6.5,8.4,17.1,3.6,8.5,5.1,11.4,5.333333333333333,2.1,-0.3
1962-04-01,12.7,13.0,11.7,9.3,6.1,6.2,6.0,10.7,12.933333333333332,6.9,6.7,6.8,6.8,14.6,14.9,4.3,7.8,16.5,2.7,9.0,4.9,14.4,5.633333333333333,3.5,5.1
1962-07-01,10.8,11.9,6.7,9.3,6.1,6.2,5.9,9.0,7.966666666666666,7.1,6.0,6.1,6.1,8.1,9.1,3.5,6.3,23.7,3.4,9.3,5.2,8.4,4.8999999999999995,3.9,7.8
1962-10-01,10.3,5.9,1.5,7.8,4.6,4.9,4.7,5.3,4.366666666666666,5.5,4.3,4.6,4.5,3.2,7.9,4.7,4.4,24.1,2.6,5.7,4.6,4.6,5.866666666666667,2.2,5.7
1963-01-01,10.1,5.1,3.7,0.4,3.9,3.8,4.3,4.7,3.0666666666666664,2.1,3.6,3.5,3.7,3.1,2.3,8.0,-2.8,16.1,2.3,3.8,4.2,6.5,4.733333333333333,4.9,0.2
1963-04-01,9.6,4.6,5.9,-0.5,3.9,3.8,4.4,6.3,4.366666666666667,1.7,3.8,3.7,3.8,5.6,2.5,10.5,-2.5,8.6,2.2,4.2,3.9,10.7,3.9,5.1,1.2
1963-07-01,10.1,8.7,5.6,2.1,5.0,4.9,5.2,8.1,5.266666666666667,3.8,4.8,4.7,4.8,7.0,3.8,11.2,-0.3,12.0,2.4,5.8,4.5,12.9,2.8000000000000003,6.5,-0.7
1963-10-01,7.1,12.6,13.3,-1.0,5.1,4.6,5.4,11.7,8.566666666666668,2.0,5.2,4.6,5.1,11.6,2.2,10.0,-3.0,7.4,1.7,9.3,3.9,16.6,0.7666666666666667,6.8,3.9
1964-01-01,9.1,13.3,17.3,2.0,6.8,6.2,6.9,14.0,10.866666666666667,3.8,6.2,5.6,6.3,10.0,4.5,6.1,-0.9,13.8,2.9,11.3,5.2,19.6,3.766666666666667,6.5,10.4
1964-04-01,9.6,13.4,8.2,2.4,6.3,6.2,6.6,9.0,7.466666666666666,4.6,6.2,6.0,6.2,7.9,4.4,3.6,-1.6,18.3,4.5,10.5,6.1,6.0,2.7000000000000006,8.0,9.0
1964-07-01,11.9,12.5,12.1,-3.7,5.7,5.3,6.9,8.1,8.666666666666666,0.3,5.5,5.2,5.6,7.1,4.6,3.7,-5.6,3.5,5.5,11.0,6.6,2.4,5.866666666666667,6.3,11.8
1964-10-01,6.7,11.5,10.1,-1.9,5.0,4.9,6.0,5.9,8.6,1.3,5.2,5.0,5.1,6.8,7.7,4.6,-4.3,7.1,5.9,10.1,6.0,-2.5,6.633333333333334,6.0,10.4
1965-01-01,12.3,17.1,-7.4,-2.3,4.5,5.1,6.4,7.0,0.8666666666666663,0.9,5.5,6.1,5.5,12.8,4.0,9.7,-4.5,5.7,5.1,14.7,6.3,-7.7,2.5,5.4,13.1
1965-04-01,9.6,16.8,8.5,-2.1,5.1,5.3,6.5,10.2,10.233333333333333,1.1,5.7,5.8,5.7,13.4,13.7,12.2,-3.8,3.7,4.1,16.3,5.6,-2.0,7.933333333333334,5.7,17.1
1965-07-01,9.8,18.8,2.9,2.1,5.8,6.1,6.7,11.4,7.033333333333334,4.4,6.4,6.7,6.3,14.7,11.1,13.8,-0.6,11.6,3.6,16.7,5.4,0.0,6.066666666666666,7.5,14.5
1965-10-01,18.0,19.9,7.0,5.3,8.2,8.5,9.1,12.9,11.299999999999999,6.4,8.5,8.8,8.4,14.4,13.5,15.2,3.7,10.7,7.3,18.9,8.1,-0.1,6.3999999999999995,7.9,18.9
1966-01-01,13.1,17.5,18.1,8.7,8.3,8.3,8.3,12.1,19.466666666666665,8.5,8.5,8.5,8.3,12.8,20.8,14.1,9.2,7.3,7.0,16.5,7.3,1.9,5.766666666666667,8.2,15.8
1966-04-01,8.4,19.5,4.2,11.5,7.0,7.3,6.7,7.9,6.766666666666667,9.3,7.5,7.8,7.3,10.8,10.7,13.8,12.1,9.9,7.0,14.2,6.4,-6.9,8.766666666666667,6.3,6.1
1966-07-01,8.3,14.0,5.3,11.7,5.9,6.3,5.7,5.2,9.799999999999999,8.6,6.0,6.5,5.9,6.3,16.4,13.1,15.2,1.0,6.2,11.7,5.8,-10.4,8.0,4.6,7.4
1966-10-01,3.8,11.3,1.7,10.5,3.5,4.0,2.6,0.1,4.966666666666666,8.5,4.5,5.0,4.5,6.2,12.3,12.1,14.9,-3.4,2.1,7.3,3.3,-18.2,7.866666666666667,5.8,-0.9
1967-01-01,-2.8,1.3,5.6,14.9,2.8,3.1,0.7,-5.3,3.7999999999999994,11.0,2.9,3.2,2.9,-4.0,11.2,10.3,17.4,6.8,2.5,1.3,2.4,-22.4,13.933333333333332,5.8,-2.1
1967-04-01,5.6,-1.1,1.2,10.6,3.5,3.8,2.3,-2.0,3.4,8.5,2.6,2.9,2.6,-6.1,7.6,7.9,15.1,-3.6,2.3,-0.6,3.5,-6.1,5.566666666666666,5.6,-3.1
1967-07-01,1.5,-2.9,1.5,8.3,3.1,3.2,2.1,-1.0,0.2333333333333333,6.8,2.7,2.8,2.8,-2.7,3.2,6.9,11.1,-1.6,1.5,-2.0,2.9,2.2,8.066666666666666,4.7,-4.2
1967-10-01,1.8,-1.2,0.9,7.1,3.7,4.0,3.5,4.8,2.966666666666667,5.7,2.7,3.0,2.7,-1.1,7.5,6.1,7.3,6.4,2.2,-0.1,3.1,20.8,5.766666666666667,3.9,-0.6
1968-01-01,10.2,6.8,2.5,2.4,4.7,5.2,5.8,9.2,8.0,3.3,3.8,4.3,3.9,3.4,12.0,6.2,3.8,-2.8,3.1,4.6,5.0,24.6,2.9666666666666663,4.5,0.3
1968-04-01,7.9,3.1,5.6,2.9,4.7,5.1,5.4,6.3,10.633333333333333,4.2,5.5,5.9,5.6,11.4,14.7,8.1,3.5,0.6,3.6,3.5,5.1,14.5,3.766666666666667,6.0,2.3
1968-07-01,13.6,7.1,14.1,0.7,5.6,5.8,6.6,6.7,17.133333333333333,3.4,5.3,5.6,5.3,5.2,20.0,8.1,-0.5,5.4,5.3,5.2,6.5,10.9,6.1000000000000005,7.2,0.6
1968-10-01,12.7,7.4,9.5,0.1,5.3,5.4,6.3,6.0,11.033333333333331,2.7,5.0,5.1,5.0,4.1,13.0,7.7,-0.5,2.3,4.9,5.9,6.4,6.3,6.533333333333334,6.2,2.5
1969-01-01,8.1,7.2,-5.9,-1.9,4.2,4.3,5.4,6.6,-3.0666666666666664,1.1,4.5,4.6,4.5,8.1,-3.3,6.5,-3.4,4.0,4.0,5.5,5.0,9.5,3.3333333333333335,5.3,2.1
1969-04-01,5.5,11.0,12.8,-2.6,3.7,3.7,4.8,7.4,11.333333333333334,0.3,3.1,3.1,3.0,3.5,14.0,5.9,-5.2,7.5,3.0,8.0,4.1,5.9,7.266666666666666,4.1,3.8
1969-07-01,0.7,9.8,3.6,-1.9,2.7,2.8,3.7,7.3,3.9333333333333336,0.2,2.9,3.1,2.9,8.6,6.1,4.9,-3.5,4.4,1.7,8.9,2.7,3.0,3.9,2.8,9.4
1969-10-01,0.9,5.2,8.7,-3.6,2.1,1.9,2.9,2.5,5.866666666666667,-1.2,2.0,1.9,2.0,2.2,5.9,4.5,-4.6,-0.2,2.4,5.5,3.1,-5.4,5.133333333333334,1.8,6.4
1970-01-01,-2.5,0.8,24.6,-5.0,1.3,0.9,1.9,-0.8,17.133333333333336,-1.9,0.3,0.0,0.3,-6.3,16.5,3.3,-6.2,-0.5,2.1,2.1,2.6,-8.4,7.2,1.8,4.0
1970-04-01,-1.1,-0.7,6.2,-6.3,0.6,0.2,1.2,-3.3,0.8666666666666667,-2.8,0.2,-0.2,0.2,-5.6,-0.8,0.6,-8.4,1.1,1.8,0.4,2.4,-13.2,6.8,1.5,2.1
1970-07-01,-0.4,-1.4,8.4,-7.6,1.0,0.5,1.5,-3.1,2.533333333333333,-2.6,0.4,0.0,0.4,-6.0,0.3,-0.8,-9.7,-0.5,2.2,-1.5,2.8,-7.5,6.633333333333333,3.6,-2.1
1970-10-01,-6.7,-5.8,5.9,-5.8,0.7,0.6,1.1,-0.9,3.1,-1.2,-0.2,-0.3,-0.2,-6.4,3.0,-3.4,-8.6,3.9,2.7,-4.4,1.7,9.4,3.6999999999999997,4.3,-2.6
1971-01-01,5.0,-3.5,5.5,-7.3,1.7,1.5,2.7,1.6,2.8000000000000003,-2.2,2.7,2.5,2.7,7.7,2.1,-2.9,-10.1,2.2,2.2,-2.9,3.0,15.0,5.866666666666667,3.8,-2.1
1971-04-01,6.1,-0.7,0.8,-5.9,2.6,3.0,4.3,7.7,5.033333333333334,-1.2,3.1,3.5,3.2,10.5,7.7,-1.1,-9.3,4.9,2.5,-1.0,3.5,34.2,1.4666666666666668,4.0,-1.3
1971-07-01,8.5,-0.6,5.4,-5.1,2.6,2.9,4.3,7.7,8.666666666666666,-1.7,3.0,3.3,3.0,10.0,10.3,0.9,-9.8,9.3,1.6,-0.9,3.4,32.7,0.43333333333333357,2.0,-2.0
1971-10-01,21.2,8.5,-4.5,-7.3,4.0,4.3,6.5,10.5,0.23333333333333295,-2.4,4.4,4.7,4.5,13.1,1.3,4.8,-11.5,5.6,1.1,4.7,5.4,25.2,3.0333333333333337,2.8,-1.1
1972-01-01,12.0,10.7,5.3,-3.4,4.2,4.8,6.5,12.9,11.1,-0.5,3.5,4.1,3.5,8.0,17.4,7.0,-8.6,12.0,1.0,7.2,4.8,26.8,3.6,2.6,1.7
1972-04-01,12.3,10.6,3.0,-1.3,5.2,5.3,6.8,10.7,5.7,0.2,5.2,5.4,5.2,10.9,5.3,7.6,-4.6,7.6,3.5,7.5,5.8,17.9,2.2,1.7,2.5
1972-07-01,12.1,12.4,4.0,-5.4,5.1,5.2,7.3,10.1,5.933333333333334,-1.7,5.4,5.4,5.5,11.2,5.2,7.1,-8.7,3.3,5.2,8.6,6.6,13.2,3.6999999999999997,2.2,3.1
1972-10-01,13.3,17.0,19.5,-2.6,6.4,6.3,8.3,12.0,19.633333333333333,-0.2,6.9,6.8,6.9,15.0,17.9,6.2,-5.9,6.1,6.4,11.5,7.3,12.9,3.3000000000000003,2.3,5.1
1973-01-01,17.8,19.0,15.1,-2.2,7.1,6.7,8.7,11.6,13.266666666666667,0.2,7.6,7.2,7.7,14.2,7.6,5.1,-3.6,1.5,6.7,12.6,7.8,9.5,2.6666666666666665,2.5,5.7
1973-04-01,13.5,21.7,24.3,-4.7,5.9,5.0,6.8,10.5,16.133333333333333,-0.9,6.3,5.5,6.5,12.6,8.4,4.8,-6.3,-0.4,3.0,14.9,5.8,1.9,3.1666666666666665,2.8,8.4
1973-07-01,9.7,20.3,17.6,-3.6,5.1,4.2,5.5,9.0,11.133333333333333,-0.2,4.8,3.9,5.0,7.0,3.2,5.1,-5.2,0.3,2.1,15.0,4.5,-2.9,0.36666666666666653,3.1,10.6
1973-10-01,1.7,13.5,18.4,-3.6,2.8,1.7,2.2,3.5,8.766666666666666,-0.3,4.0,2.9,4.3,10.2,-0.5,5.1,-5.0,-0.3,-0.2,10.6,1.8,-10.5,-2.033333333333333,2.9,7.9
1974-01-01,-6.6,7.7,11.8,-2.6,0.6,-0.8,-1.2,-2.4,1.0333333333333332,0.6,0.6,-0.7,1.0,-1.9,-8.1,4.1,-4.7,2.7,-2.1,6.0,-0.9,-19.0,-1.5999999999999996,3.7,3.9
1974-04-01,-5.0,2.8,11.8,-1.3,0.2,-0.7,-1.4,-4.3,3.4333333333333336,1.9,-0.2,-1.1,0.1,-6.3,-0.4,3.0,-1.8,-0.3,-1.9,2.0,-0.5,-18.0,2.1333333333333333,4.8,0.3
1974-07-01,-3.6,2.0,5.5,2.9,-0.2,-0.5,-1.6,-5.6,1.3,3.3,-0.6,-1.0,-0.6,-7.8,0.7,2.9,1.6,6.1,-2.2,-0.5,-0.4,-17.2,2.1,3.6,-6.1
1974-10-01,-10.6,-3.7,3.1,3.7,-1.7,-2.1,-3.5,-9.9,-2.533333333333333,3.0,-1.9,-2.3,-2.1,-10.4,-1.0,1.6,1.2,9.5,-3.5,-3.9,-1.6,-24.6,7.533333333333334,2.4,-6.4
1975-01-01,-6.6,-10.8,2.5,0.2,-0.9,-1.8,-2.9,-13.3,-4.333333333333333,2.3,-2.3,-3.2,-2.7,-20.3,-7.8,0.8,-1.3,3.8,-2.0,-9.3,0.2,-23.9,5.833333333333333,4.1,-10.7
1975-04-01,-5.2,-12.5,-5.1,-0.4,0.0,-1.2,-1.9,-13.2,-10.700000000000001,0.9,-1.8,-3.0,-2.2,-22.4,-19.5,-0.2,-4.3,8.7,0.8,-11.3,1.4,-18.4,3.1999999999999993,2.1,-13.7
1975-07-01,0.1,-11.8,-1.4,1.5,1.2,0.4,-0.2,-9.6,-4.3,2.6,0.8,0.0,0.6,-11.8,-11.2,0.2,1.1,2.3,1.6,-9.4,2.4,-10.1,-0.9,3.6,-9.3
1975-10-01,13.8,-6.7,1.5,0.8,3.9,3.3,3.4,-2.6,0.8999999999999998,3.0,2.6,2.0,2.6,-9.8,-5.6,2.8,0.5,1.4,3.2,-5.9,5.1,7.8,-0.9,4.9,-8.1
1976-01-01,17.0,1.9,0.1,0.9,4.6,5.5,6.5,7.5,8.033333333333333,2.1,6.2,7.1,6.3,17.8,11.5,7.7,0.1,2.6,5.0,2.0,6.3,25.1,-0.13333333333333344,3.0,-0.5
1976-04-01,15.3,6.0,4.2,1.5,3.9,5.5,6.5,10.6,15.366666666666667,1.8,6.2,7.7,6.4,26.3,26.5,11.3,1.6,1.4,4.4,5.9,5.5,24.7,1.3666666666666665,2.0,3.1
1976-07-01,9.8,7.6,9.1,-0.9,3.7,4.5,6.0,9.1,12.666666666666666,-0.4,5.0,5.8,5.1,17.6,21.5,12.5,-1.9,1.4,4.1,7.0,5.1,15.2,9.566666666666668,0.0,3.5
