Date,Accommodations,Accounting and other business services,Admissions to specified spectator amusements,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Amusements parks, campgrounds, and related recreational services",Children's and infants' clothing,"Cleaning, repair, and rental of clothing",Clothing,"Clothing repair, rental, and alterations","Clothing, footwear, and related services",Commercial and vocational schools,Communication,Dental services,Education,Educational books,Electricity,"Electricity, gas, and other fuels",Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,First-class postal service by U.S. Postal Service (USPS),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Footwear,Foreign travel by U.S. residents,Fuel oil and other fuels,Funeral and burial services,"Furnishings, household equipment, and routine household maintenance","Furniture, furnishings, and floor coverings",Gambling,Garments,"Glassware, tableware, and household utensils",Gross output of nonprofit institutions,Ground transportation,Group housing,Health,Higher education,Home health care,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures,Household textiles,Household utilities and fuels,Housing,"Housing, utilities, and fuels",Imputed rental of owner-occupied nonfarm housing,Income loss,Information processing equipment,Insurance,Internet access,Labor organization dues,Laundry and dry cleaning services,Legal services,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,"Live entertainment, excluding sports","Magazines, newspapers, books, and stationery",Maintenance and repair of recreational vehicles and sports equipment,Medical care and hospitalization,Medical laboratories,"Medical products, appliances, and equipment",Membership clubs and participant sports centers,"Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,Motion picture theaters,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle operation,Motor vehicle parts and accessories,Motor vehicles,Museums and libraries,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel and expenditures abroad by U.S. residents,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials,Other delivery services (by non-USPS facilities),Other goods and services,Other household goods and services,Other medical products,Other motor vehicle services,Other professional medical services,Other sporting and recreational goods,Outpatient services,Package tours,Paramedical services,Personal care,Personal consumption expenditures,Personal items,"Pets, pet products, and related services",Pharmaceutical and other medical products,Pharmaceutical products,Photographic goods and services,Physician services,Postal and delivery services,Professional and other services,Professional association dues,Public transportation,Purchased meals and beverages,Recreation,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services related to video and audio goods and computers,Social services and religious activities,Spectator sports,Sports and recreational goods and related services,Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation,Video and audio equipment,"Video and audio equipment, computers, and related services",Water supply and sanitation,Water transportation,Women's and girls' clothing,Workers' compensation
1954-01-01,778.0,,,299.0,5560.0,,,2727.0,20786.0,,24320.0,380.0,3286.0,1428.0,1947.0,204.0,3213.0,8530.0,3231.0,1221.0,3288.0,8292.0,2067.0,,50573.0,43224.0,1478.0,1789.0,15833.0,16611.0,3534.0,1263.0,3484.0,,19919.0,6278.0,444.0,17320.0,1657.0,,2659.0,292.0,11948.0,840.0,,3590.0,3409.0,3830.0,236375.0,2424.0,9368.0,31483.0,40851.0,19724.0,,,5004.0,,,,,735.0,,2208.0,,3295.0,,,,2661.0,,2886.0,,,7844.0,3320.0,12964.0,1318.0,11430.0,,1833.0,981.0,1509.0,1312.0,94.0,1390.0,296.0,11134.0,523.0,181.0,738.0,,15431.0,5241.0,,482.0,,,5696.0,23.0,589.0,3802.0,239608.0,2631.0,522.0,1950.0,,763.0,3680.0,489.0,3012.0,,2958.0,14355.0,14336.0,9756.0,1711.0,,1039.0,,3086.0,499.0,2790.0,7.0,711.0,4946.0,489.0,27352.0,,3316.0,838.0,1.0,,
1955-01-01,827.0,,,350.0,5685.0,,,2778.0,21513.0,,25355.0,423.0,3597.0,1532.0,2136.0,219.0,3496.0,9301.0,3379.0,1409.0,3804.0,9196.0,2395.0,,52047.0,44684.0,1292.0,1678.0,16162.0,16989.0,3843.0,1456.0,3742.0,,22272.0,7192.0,465.0,17997.0,1765.0,,2630.0,311.0,12754.0,919.0,,3943.0,3745.0,4226.0,254907.0,2592.0,10222.0,33553.0,43775.0,21407.0,,,5392.0,,,,,830.0,,2430.0,,3461.0,,,,2849.0,,3121.0,,,8617.0,3643.0,14366.0,1582.0,16075.0,,2063.0,993.0,1619.0,1366.0,101.0,1495.0,1854.0,14221.0,575.0,198.0,738.0,,16310.0,5965.0,,524.0,,,5961.0,24.0,610.0,4162.0,258288.0,2795.0,554.0,2131.0,,864.0,3819.0,527.0,3201.0,,2980.0,14870.0,15436.0,10094.0,1741.0,,1097.0,,3436.0,599.0,3062.0,8.0,718.0,5055.0,531.0,33421.0,,3511.0,921.0,1.0,,
1956-01-01,896.0,,,395.0,5872.0,,,2885.0,22478.0,,26493.0,469.0,3918.0,1654.0,2369.0,241.0,3802.0,9974.0,3795.0,1441.0,4131.0,9954.0,2690.0,,54166.0,46709.0,1198.0,1585.0,16791.0,17687.0,4015.0,1624.0,3876.0,,23587.0,7636.0,508.0,18815.0,1825.0,,2686.0,336.0,14079.0,1020.0,,4367.0,4147.0,4489.0,267331.0,2687.0,10957.0,35817.0,46774.0,23233.0,,,5823.0,,,,,920.0,,2788.0,,3606.0,,,,3198.0,,3337.0,,,9414.0,3951.0,15660.0,1734.0,13977.0,,2296.0,1004.0,1708.0,1348.0,109.0,1578.0,1994.0,11983.0,640.0,220.0,777.0,,17471.0,6383.0,,561.0,,,6514.0,26.0,670.0,4670.0,271128.0,2910.0,589.0,2401.0,,952.0,4190.0,567.0,3350.0,,3082.0,15593.0,16406.0,10514.0,1734.0,,1231.0,,3725.0,675.0,3342.0,8.0,796.0,5310.0,567.0,32719.0,,3663.0,983.0,1.0,,
1957-01-01,987.0,,,446.0,5908.0,,,2956.0,22686.0,,26750.0,510.0,4257.0,1781.0,2618.0,249.0,4097.0,10584.0,4027.0,1519.0,4291.0,10614.0,2772.0,,57135.0,49743.0,1218.0,1484.0,17494.0,18481.0,4065.0,1738.0,4045.0,,23930.0,7658.0,543.0,18945.0,1763.0,,2706.0,370.0,15488.0,1142.0,,4865.0,4620.0,4482.0,282268.0,2706.0,11635.0,38344.0,49979.0,25036.0,,,6323.0,,,,,997.0,,3032.0,,3794.0,,,,3522.0,,3190.0,,,10200.0,4269.0,17040.0,1974.0,15508.0,,2442.0,997.0,1738.0,1526.0,115.0,1649.0,2503.0,13005.0,717.0,245.0,785.0,,18782.0,6732.0,,597.0,,,7101.0,26.0,740.0,5147.0,286296.0,2925.0,632.0,2690.0,,1028.0,4580.0,599.0,3705.0,,3153.0,16276.0,16794.0,11151.0,1787.0,,1310.0,,3944.0,728.0,3649.0,9.0,832.0,5695.0,589.0,35701.0,,3636.0,1051.0,1.0,,
1958-01-01,993.0,,,480.0,5958.0,,,2930.0,22735.0,,27063.0,548.0,4532.0,1897.0,2863.0,259.0,4381.0,11244.0,4333.0,1798.0,4558.0,11152.0,2760.0,,59768.0,52305.0,1244.0,1505.0,17674.0,18667.0,4328.0,1900.0,4138.0,,24058.0,7667.0,575.0,19010.0,1734.0,,2583.0,373.0,17125.0,1262.0,,5534.0,5255.0,4319.0,291273.0,2630.0,12316.0,41009.0,53325.0,26953.0,,,6595.0,,,,,1046.0,,3222.0,,3965.0,,,,3720.0,,3199.0,,,10580.0,4441.0,17766.0,2122.0,12900.0,,2725.0,1001.0,1855.0,1525.0,121.0,1727.0,2812.0,10088.0,794.0,278.0,795.0,,19878.0,7110.0,,623.0,,,7871.0,26.0,844.0,5514.0,295606.0,2961.0,669.0,2886.0,,1090.0,5131.0,630.0,4001.0,,3064.0,16430.0,17257.0,11822.0,1861.0,,1411.0,,4046.0,766.0,3893.0,9.0,834.0,5990.0,598.0,33730.0,,3688.0,1072.0,1.0,,
1959-01-01,1078.0,254.0,1631.0,591.0,6356.0,795.0,288.0,3008.0,24017.0,1349.0,28608.0,572.0,4834.0,1950.0,3108.0,275.0,4714.0,11689.0,4864.0,2156.0,5276.0,12107.0,3120.0,633.0,61597.0,53952.0,1206.0,1289.0,18660.0,19738.0,4591.0,2111.0,4009.0,1411.0,25641.0,8224.0,643.0,20176.0,1780.0,13908.0,2637.0,344.0,18836.0,1374.0,,6179.0,5863.0,4650.0,312267.0,2781.0,12903.0,43954.0,56857.0,29047.0,536.0,104.0,6831.0,,650.0,1659.0,1971.0,1051.0,9044.0,3153.0,277.0,4207.0,53.0,699.0,,4005.0,990.0,3476.0,7435.0,1043.0,11281.0,4814.0,19131.0,2383.0,16406.0,60.0,2967.0,959.0,2019.0,1654.0,142.0,1882.0,2783.0,13623.0,886.0,315.0,832.0,6.0,21393.0,7551.0,106.0,653.0,,3597.0,8653.0,28.0,1170.0,5857.0,317130.0,3090.0,723.0,3167.0,3061.0,1199.0,5533.0,639.0,4322.0,37.0,3229.0,17454.0,18762.0,12532.0,2031.0,1057.0,1570.0,311.0,4491.0,842.0,4186.0,9.0,838.0,6554.0,654.0,38766.0,2835.0,3996.0,1214.0,1.0,12454.0,419.0
1960-01-01,1175.0,277.0,1707.0,678.0,6493.0,892.0,304.0,3074.0,24501.0,1399.0,29263.0,589.0,5206.0,2028.0,3360.0,288.0,5061.0,12174.0,5059.0,2156.0,5659.0,13155.0,3503.0,673.0,62556.0,54929.0,1209.0,1134.0,19310.0,20484.0,4761.0,2313.0,3805.0,1496.0,26179.0,8229.0,700.0,20612.0,1780.0,14834.0,2672.0,326.0,20363.0,1495.0,,6876.0,6303.0,4557.0,326122.0,2830.0,13549.0,46976.0,60525.0,31273.0,531.0,111.0,7496.0,,695.0,1675.0,2024.0,1110.0,9775.0,3553.0,298.0,4357.0,50.0,793.0,,4332.0,1131.0,3799.0,7582.0,1045.0,12004.0,5136.0,20320.0,2487.0,17095.0,69.0,3308.0,918.0,2121.0,1763.0,166.0,2013.0,2628.0,14467.0,989.0,572.0,816.0,7.0,22433.0,8092.0,128.0,693.0,,3837.0,9155.0,28.0,1359.0,6314.0,331180.0,3097.0,838.0,3472.0,3344.0,1240.0,5768.0,680.0,4534.0,43.0,3351.0,18101.0,19711.0,13279.0,2098.0,1173.0,1617.0,364.0,4652.0,766.0,4516.0,10.0,860.0,6871.0,691.0,40765.0,2813.0,4096.0,1375.0,1.0,12725.0,440.0
1961-01-01,1224.0,280.0,1741.0,762.0,6569.0,991.0,318.0,3074.0,25080.0,1420.0,29914.0,545.0,5557.0,2115.0,3608.0,306.0,5327.0,12582.0,5246.0,2680.0,6318.0,14274.0,3638.0,711.0,63747.0,56069.0,1281.0,1109.0,19740.0,20964.0,4835.0,2340.0,3714.0,1528.0,26791.0,8297.0,750.0,21169.0,1800.0,15783.0,2630.0,318.0,21827.0,1639.0,,7503.0,6770.0,4566.0,336229.0,2950.0,14060.0,49956.0,64016.0,33285.0,579.0,122.0,7956.0,,710.0,1654.0,2292.0,1149.0,10537.0,3712.0,285.0,4275.0,43.0,924.0,,4707.0,1262.0,4073.0,7764.0,1044.0,12009.0,5433.0,20747.0,2569.0,15153.0,79.0,3541.0,856.0,2047.0,1963.0,185.0,2095.0,2703.0,12450.0,1118.0,732.0,837.0,7.0,23722.0,8454.0,137.0,736.0,,4086.0,9617.0,32.0,1558.0,6916.0,341475.0,3127.0,906.0,3819.0,3681.0,1269.0,5945.0,718.0,4854.0,44.0,3394.0,18459.0,20468.0,14150.0,2202.0,1262.0,1683.0,412.0,4826.0,697.0,4829.0,10.0,888.0,7141.0,725.0,39294.0,2955.0,4338.0,1478.0,1.0,13087.0,460.0
1962-01-01,1351.0,310.0,1806.0,884.0,7002.0,1096.0,334.0,3140.0,26237.0,1470.0,31271.0,574.0,5907.0,2272.0,3951.0,325.0,5678.0,13199.0,5479.0,2633.0,6385.0,14800.0,3752.0,776.0,64656.0,56661.0,1339.0,993.0,20906.0,22257.0,5035.0,2583.0,3719.0,1618.0,28318.0,8887.0,858.0,22205.0,1906.0,16932.0,2682.0,294.0,24320.0,1811.0,,8423.0,7545.0,4608.0,357078.0,3171.0,14814.0,53381.0,68195.0,35714.0,606.0,134.0,8416.0,,735.0,1670.0,2419.0,1146.0,11453.0,3887.0,304.0,4725.0,47.0,1032.0,,5184.0,1343.0,4333.0,8055.0,1033.0,12597.0,5779.0,21988.0,2825.0,18561.0,88.0,3802.0,905.0,2342.0,2143.0,201.0,2185.0,3002.0,15559.0,1242.0,878.0,891.0,9.0,24858.0,8941.0,150.0,787.0,,4413.0,10713.0,36.0,1911.0,7512.0,362557.0,3319.0,960.0,4127.0,3977.0,1344.0,6529.0,785.0,5131.0,49.0,3568.0,19567.0,22085.0,15115.0,2258.0,1329.0,1676.0,469.0,5243.0,783.0,5111.0,11.0,1057.0,7221.0,804.0,44117.0,3124.0,4587.0,1615.0,1.0,13817.0,505.0
1963-01-01,1491.0,321.0,1865.0,927.0,7285.0,1203.0,377.0,3223.0,27031.0,1520.0,32086.0,634.0,6429.0,2307.0,4347.0,357.0,5950.0,13888.0,5769.0,2859.0,6636.0,15464.0,3777.0,882.0,65870.0,57664.0,1350.0,921.0,21815.0,23306.0,5055.0,2840.0,3970.0,1710.0,29829.0,9675.0,930.0,22919.0,1951.0,18339.0,2670.0,277.0,26405.0,2004.0,,9471.0,8341.0,4799.0,376266.0,3262.0,15709.0,56469.0,72178.0,37787.0,580.0,145.0,8827.0,,757.0,1703.0,2642.0,1204.0,12570.0,4128.0,309.0,5094.0,54.0,1069.0,,5427.0,1402.0,4566.0,8239.0,1029.0,12952.0,6183.0,22987.0,3012.0,21234.0,96.0,3968.0,881.0,2517.0,2171.0,212.0,2317.0,3347.0,17887.0,1352.0,1131.0,889.0,10.0,26166.0,9286.0,107.0,840.0,,4751.0,11506.0,36.0,2245.0,7895.0,382035.0,3491.0,1045.0,4381.0,4274.0,1515.0,6954.0,892.0,5483.0,53.0,3598.0,20465.0,23853.0,16045.0,2360.0,1401.0,1796.0,527.0,5711.0,907.0,5525.0,12.0,1047.0,7500.0,855.0,47819.0,3410.0,4956.0,1821.0,1.0,14303.0,522.0
1964-01-01,1601.0,375.0,1959.0,1084.0,7622.0,1310.0,379.0,3406.0,29284.0,1548.0,34724.0,674.0,6938.0,2685.0,4827.0,407.0,6294.0,14542.0,6433.0,3142.0,7490.0,17183.0,4348.0,961.0,69490.0,61034.0,1374.0,835.0,23277.0,24878.0,5439.0,2988.0,4087.0,1741.0,32703.0,10938.0,1045.0,25040.0,2182.0,20250.0,2749.0,296.0,29801.0,2297.0,,10622.0,9080.0,5176.0,404199.0,3599.0,16471.0,59765.0,76236.0,39991.0,623.0,164.0,9693.0,,809.0,1858.0,2797.0,1403.0,13817.0,4631.0,334.0,5423.0,65.0,1174.0,,5651.0,1432.0,4807.0,9044.0,1038.0,13572.0,6602.0,24325.0,3237.0,22565.0,107.0,4161.0,983.0,2568.0,2372.0,222.0,2467.0,3567.0,18998.0,1449.0,1542.0,839.0,11.0,27833.0,9865.0,129.0,914.0,,5170.0,13528.0,39.0,2650.0,8496.0,410632.0,3889.0,1318.0,4495.0,4366.0,1691.0,8193.0,972.0,5784.0,63.0,3834.0,21903.0,26295.0,17034.0,2443.0,1449.0,2099.0,587.0,6385.0,1150.0,5953.0,13.0,1157.0,7564.0,942.0,50724.0,3975.0,5588.0,1929.0,1.0,15617.0,575.0
1965-01-01,1799.0,447.0,2162.0,1279.0,7947.0,1336.0,455.0,3574.0,30830.0,1519.0,36483.0,756.0,7535.0,2849.0,5465.0,417.0,6607.0,15310.0,6962.0,3536.0,8177.0,18788.0,4641.0,1015.0,74442.0,65684.0,1485.0,811.0,25382.0,27181.0,5653.0,3346.0,4381.0,1809.0,34706.0,11630.0,1102.0,26358.0,2434.0,22079.0,2823.0,322.0,31977.0,2727.0,,11588.0,9996.0,5233.0,436012.0,3871.0,17372.0,63627.0,80999.0,42668.0,687.0,180.0,10611.0,,852.0,2055.0,3039.0,1560.0,15117.0,5145.0,339.0,5743.0,72.0,1306.0,,5939.0,1439.0,5048.0,9604.0,1163.0,14751.0,7041.0,26231.0,3450.0,26195.0,111.0,4322.0,1072.0,2858.0,2620.0,227.0,2619.0,3979.0,22216.0,1565.0,1592.0,898.0,13.0,30157.0,10474.0,140.0,988.0,,5742.0,14449.0,44.0,3042.0,9182.0,442973.0,4304.0,1507.0,4677.0,4537.0,1889.0,8559.0,1028.0,6229.0,83.0,4103.0,23897.0,28891.0,18156.0,2481.0,1478.0,2350.0,660.0,7186.0,1371.0,6493.0,15.0,1263.0,8092.0,1064.0,56529.0,4715.0,6373.0,2062.0,2.0,16299.0,628.0
1966-01-01,1949.0,514.0,2343.0,1475.0,8486.0,1482.0,495.0,3739.0,33552.0,1481.0,39802.0,929.0,8121.0,3002.0,6212.0,466.0,7043.0,16178.0,7455.0,4118.0,9247.0,20596.0,5129.0,1077.0,80610.0,71300.0,1769.0,824.0,27686.0,29635.0,6250.0,3606.0,4624.0,1902.0,37838.0,12543.0,1176.0,28789.0,2808.0,24339.0,2962.0,336.0,34966.0,3124.0,,13283.0,11330.0,5733.0,472464.0,4257.0,18339.0,67510.0,85849.0,45338.0,792.0,208.0,11349.0,,912.0,2258.0,3429.0,1765.0,16884.0,5318.0,380.0,6712.0,91.0,1383.0,,6288.0,1494.0,5442.0,10597.0,1219.0,16032.0,7568.0,28425.0,3765.0,26162.0,124.0,4511.0,1291.0,3132.0,2897.0,227.0,2908.0,4116.0,22046.0,1693.0,1953.0,1024.0,14.0,33314.0,11270.0,157.0,1060.0,,6705.0,15395.0,59.0,3298.0,10238.0,479919.0,5006.0,1724.0,4879.0,4722.0,2151.0,9095.0,1091.0,6856.0,98.0,4439.0,25917.0,33364.0,19238.0,2599.0,1557.0,2685.0,744.0,8517.0,1721.0,7013.0,16.0,1409.0,8529.0,1226.0,59026.0,5818.0,7583.0,2161.0,2.0,17697.0,722.0
1967-01-01,2190.0,581.0,2425.0,1812.0,8853.0,1605.0,543.0,3873.0,35065.0,1469.0,41677.0,1123.0,8873.0,3387.0,6877.0,468.0,7527.0,17029.0,8050.0,4711.0,10363.0,22117.0,5653.0,1166.0,82559.0,72970.0,1944.0,736.0,28767.0,30957.0,6612.0,4249.0,4776.0,1966.0,39692.0,13036.0,1268.0,30193.0,3022.0,26978.0,3109.0,400.0,38408.0,3466.0,,15650.0,13234.0,5992.0,498636.0,4479.0,19254.0,71866.0,91120.0,48329.0,860.0,222.0,11754.0,,989.0,2404.0,3614.0,1840.0,18929.0,5362.0,418.0,6853.0,109.0,1296.0,,6480.0,1546.0,5711.0,11351.0,1227.0,17100.0,8221.0,30453.0,4001.0,25600.0,135.0,4726.0,1379.0,3788.0,2939.0,252.0,3201.0,4519.0,21081.0,1820.0,2416.0,998.0,15.0,35768.0,11852.0,120.0,1130.0,,7179.0,16279.0,87.0,2825.0,11150.0,506685.0,5368.0,1846.0,5210.0,5089.0,2372.0,10067.0,1181.0,7274.0,124.0,4925.0,26823.0,35822.0,20390.0,2747.0,1700.0,3048.0,780.0,9234.0,1945.0,7675.0,17.0,1270.0,8928.0,1311.0,60977.0,6531.0,8452.0,2225.0,3.0,18299.0,783.0
1968-01-01,2466.0,675.0,2779.0,2236.0,9865.0,1836.0,613.0,4051.0,38238.0,1556.0,45583.0,1287.0,9679.0,3719.0,7720.0,509.0,8093.0,17673.0,8793.0,5346.0,11764.0,25198.0,6418.0,1295.0,88832.0,78247.0,1973.0,719.0,32128.0,34594.0,7345.0,4200.0,4657.0,2149.0,43191.0,14292.0,1379.0,33119.0,3337.0,30348.0,3331.0,427.0,43786.0,3931.0,,18763.0,15736.0,6669.0,548060.0,4782.0,20089.0,77316.0,97405.0,51883.0,986.0,257.0,13434.0,,1063.0,2495.0,3804.0,2012.0,21555.0,5885.0,420.0,7356.0,128.0,1953.0,,7210.0,1576.0,6347.0,12437.0,1400.0,18560.0,9055.0,33474.0,4613.0,30801.0,155.0,4923.0,1496.0,3684.0,3821.0,274.0,3453.0,4811.0,25990.0,1993.0,3027.0,1068.0,21.0,38609.0,12669.0,140.0,1246.0,,7898.0,17813.0,104.0,3146.0,12055.0,556852.0,5997.0,2132.0,5744.0,5604.0,2748.0,10948.0,1316.0,7842.0,151.0,5571.0,30155.0,39932.0,22168.0,2838.0,1884.0,3292.0,959.0,10657.0,2631.0,8343.0,19.0,1466.0,9423.0,1442.0,69846.0,7069.0,9209.0,2416.0,4.0,20069.0,882.0
1969-01-01,2725.0,829.0,2993.0,2846.0,11014.0,2163.0,788.0,4199.0,40729.0,1644.0,48810.0,1419.0,10729.0,4326.0,8651.0,583.0,8772.0,18525.0,9444.0,5015.0,13280.0,27654.0,8265.0,1393.0,95371.0,83626.0,2053.0,731.0,34736.0,37461.0,8081.0,4717.0,4508.0,2241.0,45381.0,15000.0,1518.0,35477.0,3505.0,34009.0,3639.0,492.0,50018.0,4457.0,,22113.0,18303.0,7252.0,594195.0,4739.0,21283.0,84207.0,105490.0,56627.0,1181.0,302.0,14374.0,,1177.0,2555.0,4195.0,2327.0,24566.0,6258.0,433.0,8153.0,157.0,1918.0,,7959.0,1585.0,6926.0,13390.0,1507.0,20460.0,10110.0,37350.0,5403.0,32045.0,185.0,5245.0,1654.0,4044.0,4105.0,300.0,3711.0,5203.0,26842.0,2193.0,3810.0,1053.0,31.0,41001.0,13355.0,159.0,1377.0,,8313.0,19946.0,127.0,3189.0,12539.0,603639.0,6445.0,2361.0,6294.0,6135.0,3088.0,12431.0,1424.0,8620.0,178.0,6490.0,32683.0,43699.0,24042.0,3046.0,2061.0,3602.0,1053.0,11728.0,3258.0,9285.0,20.0,1666.0,9794.0,1530.0,75885.0,7435.0,9798.0,2758.0,5.0,21299.0,1006.0
