Date,Accommodations,Accounting and other business services,Admissions to specified spectator amusements,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Amusements parks, campgrounds, and related recreational services",Children's and infants' clothing,"Cleaning, repair, and rental of clothing",Clothing,"Clothing repair, rental, and alterations","Clothing, footwear, and related services",Commercial and vocational schools,Communication,Dental services,Education,Educational books,Electricity,"Electricity, gas, and other fuels",Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,First-class postal service by U.S. Postal Service (USPS),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Footwear,Foreign travel by U.S. residents,Fuel oil and other fuels,Funeral and burial services,"Furnishings, household equipment, and routine household maintenance","Furniture, furnishings, and floor coverings",Gambling,Garments,"Glassware, tableware, and household utensils",Gross output of nonprofit institutions,Ground transportation,Group housing,Health,Higher education,Home health care,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures,Household textiles,Household utilities and fuels,Housing,"Housing, utilities, and fuels",Imputed rental of owner-occupied nonfarm housing,Income loss,Information processing equipment,Insurance,Internet access,Labor organization dues,Laundry and dry cleaning services,Legal services,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,"Live entertainment, excluding sports","Magazines, newspapers, books, and stationery",Maintenance and repair of recreational vehicles and sports equipment,Medical care and hospitalization,Medical laboratories,"Medical products, appliances, and equipment",Membership clubs and participant sports centers,"Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,Motion picture theaters,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle operation,Motor vehicle parts and accessories,Motor vehicles,Museums and libraries,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel and expenditures abroad by U.S. residents,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials,Other delivery services (by non-USPS facilities),Other goods and services,Other household goods and services,Other medical products,Other motor vehicle services,Other professional medical services,Other sporting and recreational goods,Outpatient services,Package tours,Paramedical services,Personal care,Personal consumption expenditures,Personal items,"Pets, pet products, and related services",Pharmaceutical and other medical products,Pharmaceutical products,Photographic goods and services,Physician services,Postal and delivery services,Professional and other services,Professional association dues,Public transportation,Purchased meals and beverages,Recreation,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services related to video and audio goods and computers,Social services and religious activities,Spectator sports,Sports and recreational goods and related services,Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation,Video and audio equipment,"Video and audio equipment, computers, and related services",Water supply and sanitation,Water transportation,Women's and girls' clothing,Workers' compensation
2007-01-01,91902.0,29685.0,53573.0,61977.0,102215.0,36848.0,17629.0,15581.0,278276.0,4099.0,339508.0,35533.0,203039.0,96992.0,205998.0,9422.0,148295.0,235807.0,248780.0,243770.0,474544.0,762695.0,230774.0,9784.0,737332.0,634713.0,14727.0,403.0,509596.0,601498.0,61232.0,103314.0,25627.0,24013.0,454980.0,159619.0,109260.0,258721.0,44806.0,983141.0,33306.0,1207.0,1823249.0,128285.0,64462.0,791895.0,658084.0,52889.0,9497813.0,46761.0,303810.0,1481374.0,1785184.0,1153082.0,2616.0,88177.0,288151.0,27187.0,11887.0,11482.0,90498.0,108929.0,734361.0,87475.0,23647.0,84801.0,5068.0,105039.0,28812.0,345040.0,40722.0,137296.0,85315.0,10885.0,319919.0,143366.0,585655.0,56242.0,344331.0,6153.0,61885.0,7297.0,1682.0,131261.0,7435.0,61979.0,111180.0,233151.0,32758.0,133811.0,3974.0,3912.0,657603.0,130829.0,3767.0,66129.0,130360.0,140179.0,686314.0,8452.0,223634.0,194466.0,9746594.0,90645.0,68865.0,293399.0,289632.0,16884.0,365689.0,13696.0,163632.0,7548.0,98059.0,494869.0,897000.0,308827.0,18257.0,79587.0,124599.0,19041.0,197680.0,52433.0,149042.0,13114.0,51641.0,84261.0,20076.0,1028046.0,105998.0,273762.0,68003.0,2775.0,155776.0,23606.0
2008-01-01,96266.0,30982.0,55283.0,65884.0,102877.0,38712.0,18250.0,15285.0,271938.0,4033.0,333085.0,37378.0,214046.0,101753.0,216429.0,9592.0,155489.0,253735.0,287292.0,257818.0,491339.0,777456.0,233521.0,10763.0,769085.0,665819.0,15014.0,390.0,523886.0,620152.0,61147.0,107940.0,30134.0,24167.0,438742.0,144414.0,110723.0,252760.0,41619.0,1047353.0,34409.0,1280.0,1909291.0,135278.0,68723.0,831380.0,689803.0,52242.0,9762791.0,45881.0,326104.0,1576745.0,1902848.0,1226944.0,2720.0,90369.0,286117.0,32343.0,12516.0,11252.0,90955.0,119083.0,760060.0,86732.0,24598.0,80692.0,4675.0,102946.0,31331.0,353945.0,41447.0,141788.0,83949.0,11113.0,360955.0,140488.0,626017.0,55417.0,287921.0,6346.0,68111.0,7917.0,-3225.0,129052.0,7920.0,62413.0,102703.0,185218.0,34180.0,141578.0,3893.0,4355.0,667936.0,134489.0,3829.0,69158.0,137134.0,140248.0,723966.0,9494.0,237189.0,200088.0,10050083.0,87782.0,72979.0,302723.0,298894.0,16477.0,385023.0,15118.0,165972.0,7352.0,103044.0,508872.0,899965.0,330143.0,18377.0,85674.0,129887.0,19572.0,191262.0,46339.0,152168.0,14417.0,51222.0,84207.0,20098.0,1016981.0,100506.0,276549.0,72369.0,2751.0,150561.0,23386.0
2009-01-01,92668.0,28012.0,56470.0,62315.0,103434.0,38218.0,17671.0,14646.0,260171.0,3750.0,319093.0,37272.0,212837.0,102047.0,226052.0,9516.0,157031.0,238445.0,289180.0,247752.0,452187.0,720512.0,204435.0,10091.0,772930.0,669151.0,15597.0,345.0,520020.0,612688.0,58921.0,103519.0,23238.0,23383.0,405913.0,127392.0,107215.0,241605.0,37432.0,1088289.0,33884.0,1346.0,1999253.0,144297.0,73625.0,884311.0,736321.0,48785.0,9602038.0,43825.0,313470.0,1609778.0,1923247.0,1244066.0,2694.0,88318.0,268326.0,36149.0,12505.0,10895.0,87552.0,112554.0,799109.0,77966.0,25529.0,75503.0,4235.0,98693.0,33440.0,366516.0,40208.0,141185.0,80487.0,11825.0,263790.0,133849.0,515370.0,52859.0,265724.0,6289.0,58176.0,8997.0,-39.0,122436.0,7078.0,60846.0,100101.0,165623.0,34967.0,147990.0,3921.0,4250.0,666376.0,129479.0,3786.0,64872.0,142198.0,134008.0,748426.0,8751.0,249262.0,198174.0,9891218.0,81590.0,73714.0,315869.0,312084.0,15277.0,397117.0,14342.0,158925.0,7473.0,98640.0,504423.0,863442.0,346308.0,18057.0,91125.0,133349.0,19116.0,174623.0,36380.0,146352.0,15994.0,50646.0,94337.0,19000.0,879735.0,87730.0,267173.0,75025.0,2442.0,143447.0,21050.0
2010-01-01,98585.0,27926.0,58654.0,66875.0,107895.0,40059.0,17969.0,14659.0,269499.0,3712.0,331651.0,39944.0,220725.0,104457.0,240315.0,9819.0,166757.0,245982.0,294438.0,253000.0,479033.0,767987.0,226033.0,9842.0,786866.0,678586.0,15305.0,386.0,537086.0,635671.0,62153.0,111891.0,24579.0,23635.0,410668.0,127990.0,109368.0,250828.0,36366.0,1128598.0,34643.0,1385.0,2078090.0,154979.0,77080.0,924979.0,769882.0,50125.0,9965818.0,46316.0,324460.0,1648067.0,1972527.0,1267588.0,2647.0,94986.0,288954.0,40484.0,12349.0,10947.0,87350.0,132328.0,834159.0,78348.0,26693.0,74818.0,4438.0,117703.0,33945.0,378531.0,40901.0,146084.0,83709.0,12281.0,312138.0,136699.0,569722.0,56589.0,287877.0,6471.0,54646.0,8371.0,-12066.0,143019.0,7309.0,60279.0,105588.0,182289.0,35572.0,155097.0,4012.0,4666.0,687207.0,129930.0,3996.0,64296.0,148578.0,137220.0,774580.0,9801.0,259603.0,206749.0,10260256.0,84633.0,76241.0,326131.0,322134.0,15184.0,410519.0,14507.0,158917.0,7657.0,104158.0,521781.0,884420.0,361058.0,18037.0,97293.0,139010.0,19679.0,177449.0,35792.0,147627.0,18107.0,52401.0,97897.0,19940.0,961758.0,83195.0,275474.0,78477.0,2640.0,149150.0,22670.0
2011-01-01,105557.0,28535.0,56980.0,78636.0,110123.0,41372.0,18013.0,14176.0,281040.0,3280.0,347114.0,41495.0,228082.0,105799.0,248206.0,9717.0,166686.0,245882.0,311856.0,273048.0,506145.0,811064.0,233097.0,8760.0,819542.0,709051.0,16779.0,368.0,563908.0,669465.0,66075.0,117004.0,27014.0,23890.0,423666.0,130148.0,111455.0,262804.0,35264.0,1173519.0,37585.0,1520.0,2153221.0,161111.0,81763.0,954884.0,796973.0,51971.0,10387001.0,49518.0,327278.0,1683014.0,2010292.0,1284022.0,2761.0,101839.0,304919.0,45454.0,12129.0,10896.0,91011.0,144298.0,861663.0,82326.0,25129.0,72906.0,4764.0,127244.0,34886.0,396075.0,41715.0,147204.0,88227.0,11362.0,386787.0,144840.0,657214.0,60733.0,304446.0,7137.0,52182.0,9598.0,-17696.0,153301.0,7531.0,61762.0,96590.0,207856.0,35884.0,157911.0,4059.0,4805.0,712096.0,135013.0,4211.0,64855.0,153266.0,141652.0,802262.0,9075.0,269916.0,215391.0,10698857.0,92643.0,80015.0,341783.0,337571.0,14427.0,426547.0,13564.0,163557.0,7992.0,118668.0,547129.0,901621.0,378303.0,19169.0,99478.0,143430.0,20489.0,183736.0,37320.0,149609.0,19454.0,54292.0,97075.0,21752.0,1080327.0,81485.0,282802.0,81395.0,2447.0,156563.0,23295.0
2012-01-01,113443.0,28777.0,58145.0,82102.0,114172.0,44260.0,17448.0,13958.0,289813.0,3117.0,359525.0,41326.0,232460.0,107155.0,250589.0,9549.0,163246.0,231745.0,341546.0,298107.0,534255.0,830923.0,236148.0,7422.0,846198.0,731642.0,17134.0,384.0,591485.0,704928.0,69712.0,124969.0,24126.0,23871.0,438571.0,133641.0,115467.0,271688.0,33463.0,1236513.0,38844.0,1771.0,2230720.0,163218.0,86439.0,991454.0,830321.0,54535.0,10705817.0,52738.0,316443.0,1722422.0,2038866.0,1301743.0,2853.0,107909.0,296669.0,51307.0,12182.0,10842.0,91064.0,156066.0,894967.0,81686.0,24887.0,69956.0,5033.0,119108.0,34977.0,409427.0,43789.0,153667.0,92023.0,12352.0,397808.0,148526.0,678588.0,63306.0,333302.0,7474.0,44373.0,8887.0,-22210.0,145831.0,7427.0,61724.0,96343.0,236959.0,36496.0,161133.0,4167.0,5243.0,725370.0,140567.0,4544.0,68948.0,160089.0,147407.0,829839.0,9723.0,281505.0,222776.0,11047363.0,95164.0,84347.0,354441.0,349897.0,14420.0,441179.0,12665.0,164318.0,8424.0,123576.0,574351.0,934409.0,399470.0,19439.0,107999.0,148112.0,20905.0,193138.0,40698.0,146333.0,22155.0,54986.0,95000.0,23628.0,1135467.0,77784.0,293692.0,84699.0,2631.0,162216.0,23871.0
2013-01-01,119061.0,30601.0,59856.0,88340.0,117369.0,47423.0,18247.0,14709.0,296003.0,3361.0,369429.0,42364.0,243307.0,108743.0,255988.0,9095.0,169103.0,245783.0,347384.0,313261.0,563292.0,870808.0,250031.0,7302.0,870536.0,752677.0,17866.0,489.0,613588.0,732649.0,73426.0,121829.0,25955.0,24643.0,453262.0,136440.0,120262.0,277306.0,33926.0,1272552.0,42073.0,1973.0,2285241.0,166691.0,89193.0,1021628.0,857684.0,58188.0,11040849.0,54368.0,333344.0,1778305.0,2111649.0,1343862.0,2945.0,113522.0,307516.0,55945.0,12352.0,11349.0,90632.0,173230.0,925167.0,82083.0,25048.0,71377.0,5104.0,125423.0,34819.0,421470.0,45752.0,161492.0,95138.0,12632.0,395669.0,150737.0,689705.0,67132.0,354996.0,8461.0,50726.0,8319.0,-43082.0,154088.0,8324.0,63022.0,105233.0,249763.0,37837.0,163944.0,3988.0,5498.0,742575.0,143920.0,4596.0,76167.0,164543.0,153469.0,842144.0,9867.0,288555.0,228564.0,11388233.0,95517.0,88431.0,365379.0,360783.0,13969.0,444846.0,12800.0,166973.0,8745.0,133185.0,595722.0,970601.0,413449.0,19021.0,111756.0,155150.0,22176.0,205189.0,46616.0,151223.0,23339.0,56091.0,96371.0,26420.0,1177886.0,74736.0,300013.0,87561.0,2772.0,163920.0,25720.0
2014-01-01,128215.0,33126.0,63185.0,93192.0,124498.0,51256.0,19304.0,15615.0,307285.0,3712.0,384586.0,44883.0,262756.0,112150.0,261977.0,8861.0,176141.0,259939.0,353257.0,322595.0,586748.0,925569.0,264153.0,7621.0,910421.0,785335.0,19054.0,588.0,648596.0,776811.0,77301.0,129978.0,27808.0,24920.0,473749.0,142470.0,124574.0,287890.0,34513.0,1315247.0,45558.0,2236.0,2395124.0,169282.0,93099.0,1063977.0,894642.0,60778.0,11521194.0,56202.0,350495.0,1823326.0,2173820.0,1372186.0,3012.0,119108.0,338821.0,62099.0,12707.0,11904.0,92716.0,182580.0,961990.0,85844.0,27104.0,73302.0,5304.0,145625.0,35374.0,449664.0,47686.0,171425.0,99625.0,12691.0,383099.0,156627.0,694245.0,70178.0,381414.0,9297.0,55990.0,8374.0,-44228.0,177040.0,9960.0,65978.0,117001.0,264413.0,38951.0,169335.0,3780.0,5897.0,770571.0,150345.0,4642.0,84341.0,174667.0,161047.0,881483.0,10765.0,303140.0,238525.0,11874450.0,96281.0,93753.0,392591.0,387950.0,14168.0,466193.0,13518.0,172445.0,8976.0,141769.0,629542.0,1012609.0,429482.0,19422.0,115621.0,165160.0,23391.0,218079.0,51729.0,160947.0,26192.0,57073.0,98160.0,29442.0,1217428.0,71812.0,306542.0,90555.0,3019.0,168961.0,28402.0
2015-01-01,137649.0,36471.0,66688.0,89988.0,132446.0,56707.0,20444.0,16185.0,316334.0,4127.0,397361.0,47074.0,269072.0,117392.0,269964.0,8561.0,177579.0,246988.0,363787.0,322492.0,622098.0,976831.0,299606.0,7477.0,942006.0,808938.0,20836.0,622.0,695704.0,833353.0,81027.0,137080.0,21392.0,25931.0,495161.0,152518.0,129813.0,296548.0,35906.0,1377510.0,48240.0,2229.0,2536297.0,173152.0,98062.0,1124531.0,949457.0,63531.0,11933651.0,58362.0,338447.0,1879082.0,2217529.0,1411219.0,3174.0,119573.0,354733.0,70319.0,13092.0,12058.0,95600.0,194980.0,1013723.0,88279.0,29910.0,74954.0,5377.0,151671.0,36440.0,476532.0,50494.0,183501.0,103414.0,13412.0,297404.0,159332.0,624326.0,75095.0,415638.0,9613.0,48016.0,7314.0,-50586.0,187121.0,11087.0,68245.0,138701.0,276937.0,41178.0,175074.0,3600.0,6241.0,805678.0,152448.0,4820.0,92495.0,187214.0,171193.0,935234.0,11771.0,321715.0,248027.0,12297438.0,97500.0,99318.0,417865.0,413045.0,13983.0,496126.0,13718.0,180063.0,8970.0,141665.0,674869.0,1059356.0,445511.0,20123.0,123304.0,175876.0,23365.0,234259.0,57689.0,156901.0,28134.0,58668.0,104212.0,32396.0,1181629.0,68881.0,311757.0,91459.0,3436.0,172690.0,32275.0
2016-01-01,141533.0,38836.0,70977.0,89627.0,140161.0,61558.0,21188.0,16809.0,323935.0,4574.0,409317.0,48937.0,278362.0,123800.0,278969.0,8569.0,177025.0,239197.0,388283.0,323175.0,638035.0,996140.0,314861.0,7502.0,969597.0,828938.0,23134.0,498.0,728989.0,870522.0,85381.0,143175.0,18385.0,26333.0,511122.0,159369.0,135164.0,303873.0,36574.0,1454384.0,50793.0,2261.0,2652065.0,177279.0,102110.0,1174891.0,992616.0,66005.0,12338566.0,59916.0,334267.0,1953163.0,2287430.0,1470707.0,3229.0,127365.0,358105.0,77244.0,13488.0,12235.0,97403.0,195261.0,1066101.0,74796.0,32405.0,78827.0,5398.0,164310.0,37219.0,487430.0,53565.0,196124.0,106761.0,13882.0,268630.0,167645.0,614607.0,78836.0,425788.0,10024.0,43788.0,7032.0,-45054.0,200150.0,12073.0,71086.0,152023.0,273765.0,44184.0,182276.0,3253.0,6740.0,833058.0,153653.0,4912.0,99497.0,200096.0,178957.0,989743.0,12931.0,339425.0,254925.0,12726849.0,96365.0,104754.0,427961.0,423049.0,13268.0,526519.0,14241.0,185498.0,9437.0,143908.0,705855.0,1112733.0,460739.0,19457.0,130320.0,186609.0,24690.0,247954.0,63599.0,159979.0,26898.0,59469.0,109661.0,35605.0,1184304.0,66026.0,323711.0,95070.0,3488.0,175924.0,32610.0
2017-01-01,149680.0,39942.0,75330.0,94749.0,147456.0,66815.0,22106.0,17684.0,331704.0,5060.0,419108.0,51065.0,283212.0,129315.0,285644.0,8203.0,177661.0,247387.0,396415.0,333579.0,674648.0,1073212.0,341069.0,6796.0,1010444.0,862555.0,24701.0,433.0,763552.0,913232.0,87404.0,155948.0,21482.0,26514.0,527940.0,165773.0,142270.0,310777.0,37472.0,1501172.0,54974.0,2401.0,2745545.0,180589.0,107391.0,1208331.0,1022690.0,68106.0,12894210.0,61942.0,348399.0,2023254.0,2371652.0,1533227.0,3355.0,143995.0,398564.0,79146.0,13878.0,12624.0,103997.0,199435.0,1104757.0,93061.0,34922.0,82546.0,5587.0,176505.0,38265.0,500239.0,56076.0,209734.0,110012.0,13282.0,302501.0,172315.0,661048.0,82624.0,446790.0,11513.0,48244.0,7007.0,-36480.0,215194.0,12707.0,77603.0,166059.0,280730.0,45787.0,185641.0,3243.0,7253.0,869452.0,155497.0,4921.0,103608.0,210556.0,181076.0,1036975.0,15311.0,356212.0,264274.0,13290626.0,95608.0,110556.0,440018.0,435097.0,13015.0,551448.0,14049.0,194897.0,10566.0,153482.0,738851.0,1169929.0,467076.0,20550.0,130529.0,199709.0,27126.0,257274.0,70612.0,162422.0,27595.0,60221.0,114963.0,39150.0,1261319.0,64699.0,339223.0,101012.0,3759.0,178659.0,35334.0
2018-01-01,156809.0,42556.0,80256.0,104257.0,154838.0,71203.0,21754.0,18188.0,338002.0,5260.0,427920.0,54040.0,290238.0,135713.0,293496.0,7844.0,190685.0,270344.0,420930.0,341580.0,695601.0,1130866.0,354021.0,6762.0,1044381.0,889106.0,25857.0,436.0,803890.0,960699.0,89919.0,168263.0,24979.0,26178.0,556432.0,175239.0,147315.0,316485.0,38947.0,1576713.0,61551.0,2577.0,2867040.0,183459.0,113602.0,1262342.0,1072206.0,69775.0,13513511.0,64732.0,376137.0,2108150.0,2484287.0,1593604.0,3514.0,164308.0,435265.0,78691.0,14364.0,12929.0,104910.0,203247.0,1155783.0,96050.0,36949.0,87005.0,5632.0,207318.0,38073.0,522301.0,58096.0,221129.0,111601.0,14176.0,341696.0,179087.0,713021.0,84715.0,465283.0,11574.0,54680.0,10461.0,-24523.0,248926.0,12670.0,77619.0,178900.0,286383.0,48152.0,190136.0,3329.0,7834.0,902847.0,166425.0,5238.0,107524.0,223404.0,188933.0,1082398.0,17368.0,375080.0,278856.0,13934442.0,98218.0,115423.0,458991.0,453754.0,13114.0,571605.0,14596.0,198619.0,10611.0,169834.0,778033.0,1231691.0,490429.0,21540.0,131275.0,211011.0,29131.0,267782.0,73217.0,168645.0,28306.0,63309.0,116142.0,41313.0,1348138.0,66972.0,362555.0,105792.0,4026.0,183130.0,38094.0
2019-01-01,161692.0,45494.0,84338.0,116539.0,162413.0,75323.0,21602.0,18432.0,341055.0,5565.0,432927.0,56741.0,293551.0,142068.0,300770.0,7552.0,187309.0,265190.0,417691.0,352222.0,712837.0,1134965.0,360614.0,6590.0,1083239.0,920338.0,26632.0,487.0,844700.0,1006392.0,91872.0,179478.0,23796.0,26243.0,575858.0,181058.0,147834.0,319385.0,40670.0,1636851.0,68122.0,2665.0,3028274.0,187047.0,122595.0,1336680.0,1139643.0,70920.0,14019852.0,67044.0,374997.0,2210795.0,2585792.0,1665418.0,3700.0,180780.0,422128.0,80460.0,14769.0,12867.0,108340.0,201496.0,1219160.0,93324.0,39388.0,91720.0,5906.0,189149.0,39060.0,555883.0,60832.0,233140.0,112740.0,13601.0,328716.0,186802.0,712923.0,86910.0,458045.0,12648.0,54085.0,11451.0,-10568.0,231994.0,13767.0,83044.0,172312.0,285733.0,49430.0,197037.0,3238.0,8122.0,938233.0,173681.0,5580.0,110496.0,234929.0,198301.0,1135710.0,18097.0,396584.0,292953.0,14437543.0,100143.0,122220.0,488829.0,483249.0,13626.0,597058.0,14712.0,206003.0,11158.0,188987.0,818069.0,1290464.0,520947.0,21764.0,135128.0,222755.0,31349.0,278627.0,74420.0,170312.0,28067.0,67054.0,116379.0,42485.0,1359955.0,69290.0,385198.0,109807.0,4325.0,185043.0,39144.0
2020-01-01,87927.0,49574.0,36991.0,48533.0,188406.0,46410.0,19343.0,14621.0,300672.0,4460.0,382890.0,52745.0,294384.0,118861.0,296106.0,6376.0,191586.0,262064.0,481951.0,370304.0,726830.0,1152873.0,356526.0,6397.0,1198872.0,1009895.0,23816.0,571.0,736034.0,823961.0,82217.0,49789.0,19998.0,28332.0,622015.0,193405.0,125218.0,282728.0,44641.0,1655222.0,38143.0,2453.0,2943951.0,188051.0,122209.0,1274690.0,1087463.0,77031.0,13743706.0,73541.0,372068.0,2331920.0,2703987.0,1770647.0,3847.0,213475.0,426043.0,84072.0,14722.0,10161.0,108881.0,74294.0,1173271.0,91784.0,19493.0,106520.0,5809.0,198450.0,41117.0,589786.0,43365.0,136065.0,98967.0,3298.0,238409.0,178384.0,604093.0,88771.0,457937.0,9298.0,50481.0,11126.0,-13379.0,238710.0,14336.0,81213.0,165138.0,292800.0,48935.0,187227.0,3324.0,9285.0,913323.0,184057.0,5905.0,98529.0,227166.0,241481.0,1079475.0,8010.0,390493.0,254554.0,14225657.0,98872.0,134717.0,522898.0,516994.0,12168.0,570121.0,15682.0,211606.0,10097.0,89543.0,712218.0,1273150.0,536804.0,22016.0,137061.0,227495.0,14200.0,333960.0,86671.0,169399.0,25231.0,66888.0,120795.0,49341.0,1151573.0,65956.0,416492.0,110003.0,2866.0,164418.0,36413.0
2021-01-01,124721.0,54880.0,52538.0,101042.0,203191.0,60382.0,23869.0,17171.0,382177.0,5453.0,488014.0,60768.0,316450.0,145696.0,313154.0,7808.0,200699.0,284802.0,440817.0,420697.0,811693.0,1266162.0,390996.0,6389.0,1291873.0,1088032.0,25672.0,650.0,923577.0,1048298.0,105837.0,76050.0,24661.0,31939.0,712943.0,235606.0,161320.0,361634.0,50657.0,1754903.0,46763.0,2573.0,3252431.0,190370.0,131131.0,1422786.0,1232782.0,91108.0,15673129.0,85734.0,397340.0,2464446.0,2861786.0,1869405.0,4010.0,254152.0,454469.0,90947.0,15170.0,11718.0,118571.0,73737.0,1314086.0,100023.0,25333.0,122239.0,6583.0,215877.0,48236.0,613125.0,56433.0,182677.0,126402.0,6117.0,361108.0,208628.0,781338.0,104751.0,592581.0,13324.0,59441.0,11087.0,13400.0,245571.0,14430.0,94445.0,241393.0,351188.0,54208.0,190004.0,3372.0,10931.0,1055130.0,194096.0,6851.0,106851.0,257140.0,285694.0,1216519.0,9706.0,436506.0,308170.0,16113945.0,134207.0,157547.0,532947.0,526096.0,13816.0,634317.0,17320.0,231502.0,10941.0,152109.0,897905.0,1527460.0,569562.0,22906.0,147967.0,256749.0,21088.0,397704.0,105428.0,177972.0,30210.0,80178.0,124502.0,55742.0,1526028.0,80331.0,482450.0,112538.0,4304.0,211364.0,25684.0
2022-01-01,173151.0,59612.0,82368.0,153028.0,213952.0,83052.0,24627.0,19925.0,403146.0,6306.0,513018.0,68871.0,329861.0,162025.0,331769.0,8109.0,234797.0,346871.0,536862.0,414712.0,855752.0,1329046.0,441040.0,6486.0,1395800.0,1180967.0,29535.0,881.0,1062299.0,1235449.0,109872.0,174382.0,32922.0,31496.0,758352.0,245368.0,177207.0,379764.0,54413.0,1911709.0,67271.0,2837.0,3476626.0,197367.0,142654.0,1500755.0,1298378.0,96082.0,17153979.0,91777.0,467738.0,2679241.0,3146980.0,2028710.0,5563.0,266842.0,473295.0,96292.0,16094.0,13619.0,126386.0,145368.0,1374847.0,109948.0,39474.0,131134.0,7155.0,210787.0,48372.0,660935.0,65775.0,244992.0,133680.0,10056.0,481699.0,237993.0,941304.0,113862.0,612511.0,13798.0,79152.0,11444.0,40458.0,251890.0,15260.0,96197.0,237661.0,374850.0,57420.0,202377.0,3457.0,11172.0,1142912.0,210685.0,7641.0,107751.0,284804.0,298101.0,1314935.0,18009.0,475830.0,353769.0,17690841.0,141371.0,168803.0,575432.0,567791.0,15338.0,677080.0,17658.0,244353.0,10765.0,225943.0,1032764.0,1673950.0,622397.0,25297.0,157068.0,280972.0,32838.0,411943.0,106686.0,183379.0,32533.0,85503.0,122447.0,60026.0,1779758.0,82613.0,506523.0,120868.0,5644.0,221458.0,35540.0
2023-01-01,192423.0,66680.0,99297.0,168542.0,221807.0,92033.0,24926.0,21675.0,419127.0,6859.0,532172.0,76511.0,336593.0,172698.0,346729.0,8327.0,239400.0,335640.0,554067.0,428085.0,939455.0,1436275.0,511370.0,6433.0,1444011.0,1221338.0,32531.0,866.0,1172015.0,1364438.0,113045.0,237599.0,27857.0,31425.0,774931.0,247688.0,190588.0,393856.0,56938.0,2039891.0,80783.0,3102.0,3783458.0,201945.0,161605.0,1620584.0,1393810.0,96909.0,18268702.0,95338.0,464506.0,2911059.0,3375565.0,2205661.0,5653.0,290300.0,496820.0,104012.0,16943.0,14815.0,130258.0,191668.0,1485825.0,119388.0,50282.0,141498.0,7569.0,216358.0,48500.0,725810.0,72096.0,279200.0,138450.0,12154.0,439298.0,251571.0,922239.0,121604.0,628371.0,15774.0,68383.0,11901.0,57833.0,258892.0,16695.0,101844.0,226264.0,402107.0,59946.0,226773.0,3597.0,10605.0,1220941.0,217987.0,8357.0,109766.0,319422.0,316448.0,1437064.0,21528.0,529526.0,387537.0,18822769.0,143237.0,183052.0,635003.0,626646.0,17893.0,734841.0,17039.0,257579.0,12273.0,255563.0,1139484.0,1789583.0,675645.0,26651.0,156831.0,313003.0,36861.0,422350.0,98332.0,181502.0,34040.0,90807.0,119585.0,60070.0,1806172.0,86343.0,533474.0,128866.0,6237.0,230481.0,36881.0
