Date,Accommodations (104),Air transportation (64),Alcoholic beverages purchased for off-premises consumption (5),"Audio-video, photographic, and information processing equipment services (parts of 77 and 93)",Children's and infants' clothing (12),Clothing and footwear,Commercial and vocational schools (99),Communication,Dental services (45),Durable goods,Education services,Educational books (96),Electricity (27),Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions (108)",Financial services,Financial services and insurance,Financial services furnished without payment (107),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption (4),Food furnished to employees (including military) (103),Food produced and consumed on farms (6),Food services,Food services and accommodations,Foreign travel by U.S. residents (129),Fuel oil and other fuels (29),Furnishings and durable household equipment,Furniture and furnishings (parts of 31 and 32),Gambling (91),Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils (34)",Goods,Gross output of nonprofit institutions (133),Ground transportation (63),Group housing (23),Health care,Higher education (97),Hospital and nursing home services,Hospitals (51),Household appliances (part of 33),Household consumption expenditures (for services),"Household maintenance (parts of 31, 33, and 36)",Household supplies (parts of 32 and 36),Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing (21),Insurance,Internet access (72),Jewelry and watches (part of 119),Less: Expenditures in the United States by nonresidents (130),Less: Receipts from sales of goods and services by nonprofit institutions (134),Life insurance (110),Luggage and similar personal items (part of 119),"Magazines, newspapers, and stationery (part of 90)","Membership clubs, sports centers, parks, theaters, and museums (82)",Men's and boys' clothing (11),"Motor vehicle fuels, lubricants, and fluids (59)",Motor vehicle maintenance and repair (60),Motor vehicle parts and accessories (58),Motor vehicle services,Motor vehicles and parts,Musical instruments (part of 80),Natural gas (28),Net health insurance (112),Net household insurance (111),Net motor vehicle and other transportation insurance (116),Net purchases of used motor vehicles (56),New motor vehicles (55),Nondurable goods,"Nursery, elementary, and secondary schools (98)",Nursing homes (52),Other clothing materials and footwear (13 and 17),Other durable goods,Other motor vehicle services (61),Other nondurable goods,"Other recreational services (81, 94, and part of 92)",Other services,Outpatient services,Paramedical services (46),Personal care and clothing services (14 and parts of 17 and 118),Personal care products (part of 118),Personal consumption expenditures,Pharmaceutical and other medical products (40 and 41),Physician services (44),Postal and delivery services (68),Professional and other services (121),Public transportation,Purchased meals and beverages (102),Recreation services,Recreational books (part of 90),Recreational goods and vehicles,"Recreational items (parts of 80, 92, and 93)",Rental of tenant-occupied nonfarm housing (20),Rental value of farm dwellings (22),Services,Social services and religious activities (120),"Sporting equipment, supplies, guns, and ammunition (part of 80)",Sports and recreational vehicles (79),Telecommunication services (71),Telephone and related communication equipment,Therapeutic appliances and equipment (42),Tobacco (127),Tools and equipment for house and garden (35),Transportation services,"Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",Water supply and sanitation (25),Water transportation (65),Women's and girls' clothing (10)
1989-10-01,38.503,35.707,51.377,56.474,33.738,43.585,66.646,22.155,75.944,23.74,91.813,255.243,75.241,84.741,19.09,21.9,30.525,45.123,41.421,64.479,66.75,55.448,188.403,60.801,57.01,53.252,178.901,29.136,29.17,28.773,44.244,86.05,33.908,40.909,44.158,49.902,58.235,47.983,89.426,55.343,54.491,29.965,53.113,68.879,42.206,85.688,58.145,61.991,54.466,73.876,0.043,51.788,48.846,57.425,109.541,25.802,107.435,47.475,46.783,80.264,91.445,45.544,58.242,47.069,38.517,115.348,55.616,77.066,84.566,31.665,56.881,54.905,128.327,59.003,41.401,32.135,16.669,43.863,36.712,55.808,40.693,28.97,58.754,35.803,47.433,30.338,41.621,135.827,94.91,38.437,60.971,43.406,54.972,6.108,20.403,69.871,91.41,51.161,43.389,21.401,33.659,27.06,0.532,41.422,172.867,24.213,51.006,1.773,87.724,8.943,43.957
1990-01-01,39.234,35.87,52.299,57.203,32.322,43.223,67.232,22.097,75.753,24.742,92.368,253.629,69.429,75.17,19.595,21.68,30.631,45.264,41.932,64.562,66.677,55.576,196.656,62.201,58.298,56.18,142.656,29.529,29.517,30.048,43.751,83.517,35.025,41.457,44.758,50.316,60.23,48.583,89.926,55.821,54.778,29.99,53.351,69.376,42.519,77.92,58.618,61.311,54.804,74.104,0.05,50.955,50.273,57.993,108.62,23.714,109.357,48.138,47.085,79.793,91.776,46.874,58.315,51.211,39.633,92.631,56.159,75.659,85.716,31.704,64.277,54.834,128.994,60.552,41.596,32.372,16.459,44.398,37.126,56.27,41.39,30.199,59.886,36.364,47.832,30.878,42.073,136.239,95.951,38.618,62.414,44.239,54.78,6.168,20.984,70.82,91.567,51.426,43.11,21.864,31.955,26.967,0.548,45.838,169.398,24.711,51.125,1.821,87.543,8.159,43.124
1990-04-01,39.076,35.221,53.171,58.038,31.25,42.563,66.915,22.369,75.829,23.924,92.512,255.159,73.074,80.061,21.043,21.785,30.417,45.314,41.296,65.565,67.715,55.479,180.709,62.803,58.777,56.17,159.882,28.713,28.479,30.325,43.072,83.106,33.851,41.013,45.714,49.861,59.536,49.171,90.199,55.979,54.604,29.67,53.893,70.749,42.55,81.855,58.973,62.166,55.11,74.863,0.061,49.878,50.826,58.38,110.635,22.244,109.486,49.244,46.547,78.279,91.878,46.519,58.946,48.613,38.846,101.833,56.56,74.642,86.059,31.402,59.706,54.894,129.382,62.616,41.006,31.421,17.585,44.191,37.785,56.687,42.352,32.214,60.785,35.77,47.978,31.069,42.46,136.019,96.307,38.013,63.039,45.002,55.316,6.134,20.726,71.361,91.656,52.05,43.554,21.114,30.652,27.339,0.534,44.211,167.834,24.647,51.259,1.845,87.502,7.636,42.414
1990-07-01,38.683,35.133,54.214,58.272,31.106,42.468,66.075,22.844,75.633,23.682,92.779,253.997,74.56,81.384,22.625,21.595,30.455,45.61,41.633,65.607,67.578,55.55,171.735,63.368,59.188,53.772,165.416,28.31,27.894,30.297,42.905,83.853,33.701,40.917,46.635,51.727,58.824,49.623,90.807,55.954,54.358,29.303,54.207,69.878,42.851,82.87,59.319,62.604,55.43,75.773,0.074,50.758,49.907,58.652,113.545,21.809,110.751,49.478,46.495,78.729,90.508,46.335,58.355,47.829,38.778,102.482,56.915,73.706,86.115,31.832,58.044,54.983,130.089,63.897,41.221,31.524,17.889,44.299,38.05,56.732,43.228,34.115,60.418,36.195,48.168,31.611,42.81,135.923,96.284,38.379,63.621,45.165,55.248,6.121,20.726,71.812,91.671,52.467,43.693,21.022,30.336,27.985,0.534,43.976,165.081,24.904,51.051,1.846,87.272,6.967,42.182
1990-10-01,38.672,35.111,54.783,57.98,31.171,41.947,66.07,22.524,75.222,23.03,92.674,252.909,73.649,80.58,23.292,21.659,30.621,46.017,41.934,65.226,67.022,55.357,168.659,62.391,58.368,52.182,130.854,27.977,27.331,30.921,42.374,80.897,34.213,40.271,46.789,54.361,59.419,49.738,91.106,55.544,53.747,29.134,54.02,68.535,42.502,82.176,59.55,62.708,55.674,76.706,0.095,49.459,53.189,58.414,116.897,22.409,111.581,49.616,46.063,77.683,88.198,45.108,57.064,45.156,39.573,102.103,57.193,72.841,85.875,31.823,53.419,54.431,128.491,64.707,40.735,31.258,17.827,44.178,38.89,55.239,43.824,35.469,59.087,35.974,47.802,31.706,43.05,134.673,95.565,38.993,62.618,45.411,55.274,6.107,20.728,72.007,91.606,52.341,43.471,21.139,29.256,27.561,0.533,43.958,163.395,24.479,50.522,1.852,87.043,6.361,41.528
1991-01-01,37.594,34.013,51.232,56.826,31.594,42.405,65.266,22.392,74.131,22.395,92.056,251.276,72.773,79.172,23.751,22.765,31.975,47.935,43.594,65.075,67.5,55.132,172.297,62.036,57.898,45.654,142.26,27.981,27.359,29.761,42.968,80.793,34.164,39.926,46.865,52.961,61.471,49.697,91.05,55.561,53.867,29.12,53.944,64.861,42.395,80.948,59.791,62.744,56.034,79.672,0.12,48.848,47.696,58.225,129.326,22.876,109.565,49.117,46.612,76.879,83.896,44.279,55.116,41.897,39.481,98.811,57.243,72.522,84.728,33.627,46.601,54.457,126.28,64.126,40.613,30.964,18.62,44.074,38.597,54.438,43.735,35.351,56.667,35.911,47.622,31.89,43.12,127.683,93.928,37.829,62.259,44.583,54.813,6.186,21.197,71.832,91.286,52.302,43.781,20.756,30.806,27.543,0.545,42.873,154.928,24.44,48.863,1.884,86.578,5.586,42.165
1991-04-01,39.186,35.063,49.983,56.259,30.951,43.02,65.392,22.951,73.829,22.508,92.034,246.325,78.37,84.686,24.131,24.128,33.166,49.234,44.49,65.354,68.073,55.028,174.075,63.07,59.017,51.354,149.607,28.259,27.507,30.374,43.767,82.217,34.204,40.149,47.326,53.449,63.076,49.989,91.056,56.067,54.494,29.903,54.47,64.229,42.864,85.271,60.139,63.645,56.434,81.009,0.141,50.809,53.834,58.709,134.128,22.442,108.311,48.55,47.156,77.957,81.83,46.24,54.118,41.631,42.208,103.711,57.712,71.475,84.17,31.648,46.714,54.777,125.942,63.898,40.44,31.0,18.874,43.947,38.181,54.192,43.828,35.674,55.38,35.895,48.017,32.045,43.124,124.408,94.038,38.66,63.33,44.365,54.164,6.319,21.088,71.989,91.656,52.822,43.831,21.018,28.645,28.398,0.539,40.981,153.439,24.875,48.587,1.992,86.205,4.746,43.271
1991-07-01,39.553,35.008,49.482,56.174,30.944,42.892,64.279,23.548,73.897,22.854,91.653,246.18,74.519,82.813,25.032,24.075,33.8,49.751,46.078,65.493,68.33,54.96,181.524,62.877,58.915,50.919,161.844,27.875,27.185,30.836,43.674,83.206,33.413,40.391,47.875,53.527,62.669,50.34,90.659,56.353,54.757,29.332,54.647,64.183,43.004,83.714,60.644,63.862,57.029,81.148,0.163,48.242,55.37,58.974,133.81,21.817,107.536,48.645,47.439,78.31,80.626,45.498,53.64,43.645,43.5,109.363,58.314,70.176,83.874,35.091,48.657,54.869,126.643,64.32,40.161,29.884,19.221,43.943,38.187,54.102,44.239,36.58,54.69,35.697,48.256,31.973,43.262,123.029,94.192,38.613,63.133,44.512,54.342,6.469,21.404,72.189,91.929,53.051,44.213,21.412,27.179,29.257,0.531,39.834,153.457,24.987,48.277,2.091,85.886,3.988,42.957
1991-10-01,40.272,35.608,47.446,56.533,30.847,42.002,64.487,23.848,74.24,22.481,91.488,241.151,73.439,80.34,25.952,24.891,34.52,50.26,46.617,64.711,67.802,54.977,182.33,62.777,58.948,52.054,151.461,27.734,27.077,31.298,42.747,82.468,33.205,39.944,48.616,53.22,61.81,50.867,90.514,57.056,55.506,28.996,54.917,64.127,42.867,81.704,61.049,63.93,57.519,81.064,0.182,46.502,57.79,59.537,132.288,22.017,104.383,49.631,46.484,78.125,80.025,44.251,53.864,42.65,40.955,101.762,59.004,68.653,83.824,33.559,48.018,54.397,125.887,64.719,39.414,29.226,20.321,44.129,37.92,54.103,44.596,37.127,54.697,35.746,48.232,32.173,43.492,121.751,95.145,38.922,63.029,45.071,53.765,6.379,21.944,72.325,91.749,53.367,44.423,20.869,28.427,29.699,0.533,39.101,155.817,25.116,48.543,2.042,85.647,3.12,41.952
1992-01-01,41.676,34.634,46.732,57.823,32.049,43.725,65.727,24.461,75.654,23.363,92.264,239.049,72.387,78.817,27.727,27.006,36.896,52.043,49.224,64.94,68.224,54.905,180.795,64.29,60.439,52.3,149.987,28.412,27.352,32.836,44.466,83.8,34.294,40.848,49.343,53.897,57.182,51.296,91.014,56.733,54.873,30.433,55.721,65.508,44.382,80.269,61.426,64.055,57.913,81.175,0.212,49.121,58.923,59.557,130.013,23.46,104.381,51.588,47.854,79.604,82.192,45.288,55.803,45.007,41.472,98.506,60.239,66.625,84.414,35.445,51.019,55.207,126.93,66.334,41.179,30.337,21.839,44.675,38.958,55.148,45.727,38.718,58.064,35.956,49.135,32.42,44.262,122.367,95.639,38.399,64.595,46.657,54.04,6.559,22.025,72.689,91.534,54.241,45.358,21.667,28.286,30.521,0.549,39.37,161.429,26.302,49.519,2.121,84.547,2.73,43.923
1992-04-01,42.04,34.062,46.551,58.497,31.076,44.424,66.438,25.178,76.52,23.526,92.016,241.062,72.686,81.459,29.291,25.755,36.926,52.184,51.147,64.734,68.017,55.118,176.961,62.684,59.155,52.192,170.276,28.583,27.325,32.832,45.355,85.684,35.398,41.057,50.021,54.093,55.05,51.713,90.625,56.825,54.929,30.615,56.065,66.843,44.427,82.295,61.8,64.659,58.352,81.57,0.239,49.902,59.315,59.671,130.027,22.546,103.62,52.468,48.906,80.444,83.321,45.61,57.36,45.532,39.558,109.877,61.024,64.937,84.596,36.805,51.144,55.439,125.892,66.644,41.071,30.503,23.761,44.629,39.201,56.031,46.447,39.835,60.085,35.715,49.468,32.29,44.694,120.613,96.567,38.06,62.928,47.174,54.335,6.561,22.169,72.855,91.553,54.663,46.057,21.664,27.068,31.556,0.548,39.91,162.635,26.415,50.335,2.149,84.272,2.857,44.933
1992-07-01,42.103,37.585,46.642,58.929,31.469,45.326,68.003,25.926,77.109,24.028,92.261,248.548,72.786,81.232,30.588,26.446,37.68,52.737,51.941,64.748,68.02,55.327,172.327,63.136,59.543,51.358,149.073,29.138,27.849,34.434,46.465,85.915,36.533,41.506,50.664,53.903,53.162,52.0,90.167,56.996,55.099,30.785,56.594,67.25,44.991,82.106,62.209,64.984,58.827,81.588,0.263,50.773,58.55,59.914,128.907,23.033,105.36,52.418,50.398,81.874,84.433,46.387,58.836,46.159,40.924,108.422,61.648,63.4,84.705,36.617,52.189,55.77,126.843,66.81,41.106,31.195,25.529,44.857,39.571,56.96,46.843,40.723,61.365,35.891,49.999,32.307,44.753,121.464,97.264,40.432,63.388,47.75,56.36,6.802,22.543,73.059,91.537,55.242,47.05,22.488,27.831,32.562,0.56,41.108,161.549,27.192,52.177,2.232,84.217,2.9,45.91
1992-10-01,41.807,34.444,46.98,59.137,31.393,45.889,67.791,26.124,77.369,24.505,91.313,245.778,76.073,83.725,31.795,27.686,38.687,53.583,52.547,65.196,68.491,55.647,169.5,65.685,61.622,54.336,154.67,29.528,28.107,35.546,47.105,86.412,36.931,42.055,50.957,53.906,52.919,51.949,89.796,56.746,54.722,31.498,57.171,67.45,45.891,84.191,62.635,65.643,59.273,81.958,0.287,51.552,59.58,59.703,129.755,23.205,105.82,53.838,50.723,82.082,84.686,47.763,60.055,47.077,42.987,107.862,62.003,62.076,84.728,36.688,53.471,56.329,122.927,67.392,41.35,31.491,27.72,45.488,40.702,57.276,46.984,41.44,61.402,36.421,50.595,32.447,44.526,124.606,96.998,38.262,66.011,48.757,56.108,7.031,23.664,73.435,91.481,55.857,47.647,22.986,28.807,32.736,0.569,41.372,159.103,27.812,52.068,2.331,84.808,3.048,46.808
1993-01-01,42.117,35.509,47.4,60.324,32.159,45.724,67.052,25.917,76.614,24.743,90.528,251.39,76.19,84.275,31.675,29.084,40.304,55.246,54.384,65.122,68.319,55.612,165.229,64.93,61.043,53.768,157.635,29.941,28.598,36.221,46.88,86.226,37.804,42.218,51.157,54.396,55.956,52.028,88.943,57.054,55.024,31.209,57.405,68.378,46.39,85.06,62.843,65.944,59.583,83.538,0.294,51.548,60.637,60.081,136.268,23.871,106.656,54.219,50.675,81.727,84.568,47.935,59.843,46.468,45.391,109.998,62.122,60.706,84.355,37.647,51.751,56.385,122.362,67.72,41.437,31.694,27.426,45.854,41.363,56.813,46.844,42.194,61.08,37.04,50.789,32.98,43.941,125.008,96.66,39.173,65.232,49.45,57.572,7.379,23.377,73.286,91.297,56.07,48.046,23.629,30.436,32.432,0.587,41.242,158.679,28.527,52.3,2.47,86.812,3.797,46.371
1993-04-01,40.841,37.172,47.537,60.333,33.037,46.589,68.337,26.468,76.56,25.546,90.47,251.947,76.587,82.881,31.79,29.608,41.173,56.151,55.699,65.187,68.372,55.988,159.327,65.634,61.424,53.513,153.801,30.302,29.034,38.043,47.742,87.163,37.599,42.895,51.293,55.224,56.811,51.947,88.549,57.07,54.938,31.748,57.698,68.957,47.174,84.213,63.134,66.075,59.928,84.425,0.329,53.353,61.452,60.236,139.416,24.434,106.885,54.528,51.667,82.925,84.557,49.789,60.379,48.624,46.343,102.13,62.408,60.02,84.273,37.395,55.393,56.833,121.802,68.413,42.328,32.134,28.528,46.236,42.256,57.09,46.67,42.783,61.188,37.397,51.251,33.259,43.305,125.264,96.932,40.622,65.947,50.168,59.087,7.679,23.702,73.401,91.131,56.353,48.614,24.159,31.52,33.175,0.596,40.246,157.827,28.894,53.208,2.598,87.942,5.117,47.157
1993-07-01,41.231,38.532,48.015,60.497,33.329,47.061,69.185,27.125,76.614,25.831,90.95,251.379,79.877,87.083,32.653,30.903,42.498,57.042,57.006,65.549,68.71,56.198,159.553,66.221,61.978,55.71,163.184,30.663,29.172,40.221,48.152,88.688,38.354,43.337,51.72,55.772,57.382,52.002,88.871,57.188,54.976,32.56,58.338,69.645,48.273,87.758,63.582,66.959,60.471,84.24,0.388,56.549,61.652,60.436,138.646,23.989,106.908,55.527,52.463,83.992,84.893,51.696,61.186,48.456,42.028,109.435,62.409,59.733,84.339,36.547,55.123,57.396,122.374,69.048,43.065,33.054,29.799,46.804,43.3,57.902,46.665,43.684,61.345,37.766,51.821,33.513,42.757,125.254,96.752,41.79,66.548,51.293,60.306,7.886,24.366,73.528,91.176,57.006,49.037,24.495,31.935,34.062,0.609,40.682,157.401,29.263,54.167,2.705,89.111,6.564,47.363
1993-10-01,41.03,39.948,48.472,60.771,33.669,47.63,70.312,27.332,76.846,26.452,90.949,255.857,78.061,86.976,33.075,32.851,43.957,58.054,57.73,65.881,69.015,56.432,159.37,65.875,61.656,58.964,165.145,30.699,29.453,42.214,48.727,88.302,38.048,43.889,51.796,57.4,57.414,52.029,88.547,57.172,54.906,32.087,58.703,70.705,48.867,87.902,64.083,67.408,61.063,84.16,0.474,55.533,62.21,60.336,137.953,22.856,108.237,54.056,53.426,83.476,85.677,52.249,62.252,50.457,44.674,115.385,62.484,59.76,84.608,35.825,59.145,57.795,122.143,69.393,43.619,32.871,31.093,47.285,43.874,58.476,46.733,44.365,61.768,38.495,52.276,33.987,42.441,127.373,96.565,43.278,66.182,51.43,62.431,8.156,24.506,73.732,91.201,57.375,49.008,25.09,31.702,34.248,0.624,41.958,157.481,29.243,55.414,2.835,90.168,8.066,47.742
1994-01-01,42.562,41.471,49.328,60.471,34.62,48.749,71.722,27.882,77.388,27.082,90.913,255.503,78.903,87.232,33.921,33.312,45.024,58.524,59.613,66.494,69.578,56.581,159.14,65.547,61.633,58.876,179.513,30.951,29.617,43.857,49.914,89.448,38.965,44.633,52.023,56.662,56.205,52.123,88.242,57.168,54.981,31.827,59.152,72.364,49.682,88.235,64.8,68.069,61.912,83.289,0.595,56.499,61.392,60.245,132.573,22.783,109.243,54.121,55.47,83.875,87.184,54.438,63.803,51.991,45.971,113.54,63.084,60.905,85.094,40.615,58.536,58.569,121.314,68.868,44.467,33.35,32.56,47.853,44.855,59.172,46.921,44.563,62.159,38.797,52.874,34.161,42.57,130.287,96.79,44.238,65.838,51.936,63.818,8.422,24.904,74.01,91.449,57.847,49.443,25.435,31.905,34.876,0.644,42.905,158.83,30.171,56.749,2.973,90.796,9.647,48.472
1994-04-01,42.35,42.905,50.283,60.637,34.667,48.651,71.772,28.186,77.84,27.374,90.881,258.7,82.513,88.956,34.799,31.916,44.94,57.93,61.294,67.263,70.306,56.758,163.597,66.514,62.404,59.934,159.157,31.673,30.397,45.032,49.855,88.919,40.077,45.03,52.409,57.446,55.882,52.293,88.334,57.317,55.094,32.106,59.537,74.122,50.864,89.807,65.298,68.717,62.474,81.638,0.719,56.476,62.562,60.379,126.669,22.58,110.633,55.172,55.574,84.471,88.184,54.733,65.099,51.116,49.696,108.624,62.52,60.814,85.392,38.526,58.144,59.032,120.734,69.239,44.202,33.549,34.072,48.575,45.891,59.412,47.109,44.961,62.909,39.406,53.285,34.599,42.594,131.187,95.83,45.519,66.831,52.802,65.91,8.862,25.437,74.309,91.416,58.259,49.807,25.837,34.805,35.217,0.667,43.745,159.491,30.939,58.053,3.145,91.839,11.162,48.309
1994-07-01,43.055,44.661,51.075,61.071,35.04,49.384,71.466,28.724,78.369,27.662,91.214,264.689,78.213,85.676,35.711,32.626,45.315,57.518,61.242,67.374,70.281,56.844,167.135,66.946,62.88,59.169,169.531,32.297,31.218,46.339,50.454,89.227,40.814,45.448,52.833,58.133,56.06,52.47,88.934,57.484,55.172,32.109,59.894,76.022,51.644,87.53,65.971,68.979,63.163,79.568,0.886,57.236,62.088,60.556,119.108,23.431,112.854,56.222,55.809,84.221,88.998,56.008,66.338,50.77,51.208,109.029,61.934,60.34,85.665,39.068,56.876,59.541,120.862,69.991,45.504,34.011,35.673,49.305,46.982,60.2,47.295,45.286,64.028,40.297,53.691,35.118,42.646,132.485,96.317,47.002,67.274,53.778,68.617,9.131,25.817,74.943,91.697,58.647,50.63,26.378,34.466,35.855,0.691,43.563,160.164,31.448,59.397,3.278,93.007,12.797,49.139
1994-10-01,43.51,47.223,51.506,61.656,34.6,50.698,70.766,29.103,78.916,28.634,91.32,265.625,77.559,83.668,36.081,33.232,46.223,57.868,62.546,67.902,70.827,56.992,165.878,66.946,62.955,57.453,163.151,33.17,32.214,47.357,51.761,88.39,41.444,46.317,53.128,58.545,56.331,52.748,89.373,57.716,55.351,33.105,60.241,77.69,52.675,86.293,66.584,69.337,63.771,78.714,1.106,59.158,63.006,60.811,116.564,24.402,112.223,55.92,57.449,83.684,89.772,57.001,67.403,52.252,53.492,102.214,61.353,59.533,85.995,39.791,58.965,60.173,120.737,70.565,46.868,34.788,36.967,49.863,47.725,60.393,47.615,45.996,65.495,40.801,54.272,35.746,42.697,134.622,95.828,48.961,67.27,54.169,70.248,9.684,26.132,75.596,91.892,58.996,51.582,27.638,37.932,36.228,0.709,43.556,160.808,31.748,60.809,3.48,94.366,14.402,50.459
1995-01-01,43.744,47.416,51.443,63.397,34.846,50.526,72.799,29.052,80.157,28.041,91.74,266.581,76.702,82.763,36.279,33.098,47.146,58.687,64.854,67.775,70.695,57.392,155.469,66.358,62.504,59.058,163.201,32.933,31.752,49.024,51.858,90.567,41.121,46.087,52.984,59.017,57.114,53.086,89.363,57.607,55.036,33.286,60.659,79.034,52.564,85.754,67.139,69.743,64.216,79.266,1.302,58.456,63.097,60.507,119.923,23.053,111.491,56.775,57.294,85.951,90.561,56.41,68.358,49.929,53.19,101.171,60.9,57.355,86.163,40.191,54.454,60.389,120.732,71.823,45.577,34.305,38.019,50.213,48.59,60.753,48.379,47.144,66.137,41.395,54.407,36.306,43.147,130.138,94.968,49.323,66.649,55.471,72.487,9.726,26.323,76.574,91.71,59.403,51.875,26.824,36.108,36.208,0.706,43.473,161.205,32.197,61.544,3.568,95.028,16.401,50.685
1995-04-01,42.822,47.297,51.694,64.235,36.341,51.062,74.471,29.588,80.366,28.326,92.133,262.526,79.989,86.861,36.631,34.755,48.706,59.696,66.244,67.444,70.25,57.475,158.759,66.656,62.599,57.509,176.265,33.226,31.945,50.295,52.208,91.301,42.926,46.398,53.166,59.444,57.959,53.332,89.476,57.766,55.095,33.116,61.263,79.947,52.913,89.069,67.701,70.685,64.761,79.1,1.593,60.736,63.039,60.607,120.991,21.651,111.767,58.585,57.76,86.028,90.874,57.537,69.248,49.889,52.842,108.054,60.071,56.734,86.301,39.03,54.913,60.686,120.581,72.625,46.88,34.632,39.459,50.821,50.659,61.042,48.706,47.836,66.834,41.978,54.884,37.056,43.269,130.06,94.729,49.461,66.954,56.919,73.248,10.022,26.945,77.213,91.71,59.993,52.195,27.577,37.028,36.84,0.728,43.516,161.828,31.984,62.153,3.702,95.692,18.534,50.836
1995-07-01,42.935,48.015,52.206,64.731,36.181,51.978,76.981,30.371,80.165,29.125,92.402,268.461,83.938,90.395,36.8,36.477,50.044,60.25,67.007,67.452,70.166,57.65,150.505,66.724,62.675,57.297,172.258,33.713,32.38,51.778,53.315,90.28,43.352,46.96,53.347,58.929,59.037,53.653,89.186,58.043,55.274,33.874,61.717,80.827,53.122,91.924,68.147,71.462,65.211,78.057,1.882,61.457,67.741,60.794,117.797,21.114,109.584,59.121,59.386,85.17,91.469,58.606,71.003,51.122,55.928,109.747,59.477,56.527,86.414,42.598,54.606,60.901,120.19,73.518,47.025,34.762,42.326,51.029,51.913,60.768,49.067,48.686,67.595,42.438,55.381,37.571,43.417,129.931,94.971,49.925,67.019,57.784,76.102,10.626,27.09,77.663,91.695,60.432,52.196,28.428,38.722,37.823,0.747,43.3,162.471,32.415,63.422,3.99,96.276,20.538,51.788
1995-10-01,43.788,50.795,52.692,65.286,35.88,52.028,79.111,31.108,79.809,29.63,93.003,257.856,80.855,88.209,37.508,36.989,50.792,60.532,68.06,67.746,70.423,57.591,150.892,66.392,62.542,59.415,179.561,34.109,32.89,53.283,53.215,90.476,44.198,47.403,53.704,58.529,60.213,53.906,89.351,58.288,55.421,33.671,62.031,80.645,53.57,90.38,68.533,71.585,65.654,77.408,2.172,63.092,70.223,60.981,116.016,21.097,110.948,59.845,59.588,84.972,92.158,59.548,72.039,51.989,58.58,111.12,59.012,56.669,86.474,40.735,57.277,61.215,120.568,74.384,47.688,35.166,43.653,51.526,52.687,61.215,49.327,49.264,68.449,42.587,55.768,38.262,43.572,131.915,95.031,51.853,66.677,58.691,74.326,10.903,27.261,77.855,91.749,60.768,52.39,28.279,37.489,38.678,0.755,43.664,163.113,32.677,64.812,4.236,96.867,22.443,51.535
1996-01-01,44.204,54.375,53.728,65.342,34.774,52.384,80.153,31.732,80.011,29.952,93.69,254.425,83.182,92.553,38.745,39.401,52.893,61.596,69.636,68.053,70.591,57.658,150.803,66.308,62.542,60.432,180.014,33.833,32.619,53.447,53.464,91.7,43.652,47.783,53.915,57.299,61.913,53.93,90.145,57.865,54.907,33.43,62.598,80.016,53.876,93.912,68.84,72.331,66.106,76.435,2.458,64.9,68.527,60.71,112.068,21.568,107.976,59.851,60.027,86.222,92.819,60.801,73.389,52.526,57.385,122.936,58.846,58.631,86.42,42.386,56.895,61.612,120.424,74.544,48.488,35.86,45.642,51.836,53.628,62.273,49.785,49.46,69.013,43.255,56.282,38.742,44.204,134.158,96.094,54.027,66.589,58.847,75.04,11.174,27.552,77.653,91.627,61.37,52.483,28.405,37.627,39.366,0.746,44.46,163.77,32.649,66.482,4.413,97.739,24.024,51.835
1996-04-01,44.859,55.872,54.248,65.472,35.48,53.677,81.157,32.53,80.524,30.905,94.495,259.573,82.87,91.072,39.175,40.176,53.705,61.739,70.466,68.373,70.873,57.713,148.799,66.541,62.845,59.802,164.026,35.05,33.98,54.133,54.882,92.287,45.366,48.714,54.51,57.203,63.116,54.461,91.12,58.608,55.713,34.178,62.946,80.608,55.033,93.006,69.146,72.472,66.521,75.307,2.696,66.607,71.009,61.379,108.055,22.125,110.977,60.565,61.071,87.73,92.903,61.587,74.357,53.345,58.248,117.023,58.427,58.382,86.596,45.225,56.337,62.403,120.347,74.855,49.281,36.997,47.508,52.751,54.921,62.458,50.105,50.015,69.312,44.514,56.887,39.531,44.353,134.595,96.399,55.091,66.827,59.468,78.856,11.792,27.71,77.57,91.879,61.722,53.07,29.608,38.627,40.375,0.782,46.499,164.305,33.315,67.49,4.719,98.723,25.9,53.558
