Date,Accommodations (104),Air transportation (64),Alcoholic beverages purchased for off-premises consumption (5),"Audio-video, photographic, and information processing equipment services (parts of 77 and 93)",Children's and infants' clothing (12),Clothing and footwear,Commercial and vocational schools (99),Communication,Dental services (45),Durable goods,Education services,Educational books (96),Electricity (27),Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions (108)",Financial services,Financial services and insurance,Financial services furnished without payment (107),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption (4),Food furnished to employees (including military) (103),Food produced and consumed on farms (6),Food services,Food services and accommodations,Foreign travel by U.S. residents (129),Fuel oil and other fuels (29),Furnishings and durable household equipment,Furniture and furnishings (parts of 31 and 32),Gambling (91),Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils (34)",Goods,Gross output of nonprofit institutions (133),Ground transportation (63),Group housing (23),Health care,Higher education (97),Hospital and nursing home services,Hospitals (51),Household appliances (part of 33),Household consumption expenditures (for services),"Household maintenance (parts of 31, 33, and 36)",Household supplies (parts of 32 and 36),Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing (21),Insurance,Internet access (72),Jewelry and watches (part of 119),Less: Expenditures in the United States by nonresidents (130),Less: Receipts from sales of goods and services by nonprofit institutions (134),Life insurance (110),Luggage and similar personal items (part of 119),"Magazines, newspapers, and stationery (part of 90)","Membership clubs, sports centers, parks, theaters, and museums (82)",Men's and boys' clothing (11),"Motor vehicle fuels, lubricants, and fluids (59)",Motor vehicle maintenance and repair (60),Motor vehicle parts and accessories (58),Motor vehicle services,Motor vehicles and parts,Musical instruments (part of 80),Natural gas (28),Net expenditures abroad by U.S. residents (131),Net foreign travel,Net health insurance (112),Net household insurance (111),Net motor vehicle and other transportation insurance (116),Net purchases of used motor vehicles (56),New motor vehicles (55),Nondurable goods,"Nursery, elementary, and secondary schools (98)",Nursing homes (52),Other clothing materials and footwear (13 and 17),Other durable goods,Other motor vehicle services (61),Other nondurable goods,"Other recreational services (81, 94, and part of 92)",Other services,Outpatient services,Paramedical services (46),Personal care and clothing services (14 and parts of 17 and 118),Personal care products (part of 118),Personal consumption expenditures,Pharmaceutical and other medical products (40 and 41),Physician services (44),Postal and delivery services (68),Professional and other services (121),Public transportation,Purchased meals and beverages (102),Recreation services,Recreational books (part of 90),Recreational goods and vehicles,"Recreational items (parts of 80, 92, and 93)",Rental of tenant-occupied nonfarm housing (20),Rental value of farm dwellings (22),Residual,Services,Social services and religious activities (120),"Sporting equipment, supplies, guns, and ammunition (part of 80)",Sports and recreational vehicles (79),Telecommunication services (71),Telephone and related communication equipment,Therapeutic appliances and equipment (42),Tobacco (127),Tools and equipment for house and garden (35),Transportation services,"Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)",Water supply and sanitation (25),Water transportation (65),Women's and girls' clothing (10)
2012-04-01,127767.0,80506.0,119133.0,131146.0,16535.0,338979.0,45341.0,179432.0,122815.0,1013418.0,280384.0,12046.0,180298.0,225819.0,382484.0,377904.0,714868.0,1041047.0,333724.0,870949.0,751313.0,19709.0,358.0,665253.0,793046.0,121612.0,16766.0,220174.0,129848.0,122243.0,263779.0,293245.0,29484.0,3430339.0,1348072.0,42516.0,2091.0,1923667.0,191718.0,1062428.0,886513.0,37898.0,7879944.0,76835.0,106936.0,327841.0,1993446.0,2321415.0,1498554.0,330717.0,50791.0,69643.0,163982.0,966226.0,92365.0,23831.0,55907.0,171886.0,90000.0,276548.0,165092.0,62977.0,233099.0,388563.0,5394.0,45770.0,9056.0,-42369.0,156708.0,8346.0,73953.0,86948.0,240889.0,2423566.0,43402.0,176176.0,75165.0,159562.0,68833.0,919194.0,50988.0,976846.0,861403.0,296710.0,139221.0,112658.0,11667753.0,405823.0,442758.0,14292.0,187802.0,125942.0,645543.0,476151.0,17461.0,246547.0,119785.0,471774.0,20981.0,-73648.0,8262135.0,163862.0,50501.0,40694.0,114176.0,8336.0,55607.0,115141.0,23013.0,359001.0,132665.0,102401.0,2752.0,157303.0
2012-07-01,129070.0,80023.0,117802.0,132187.0,16564.0,344110.0,45807.0,180617.0,120268.0,1026568.0,279109.0,11598.0,178958.0,231912.0,385327.0,374714.0,712179.0,1033119.0,334379.0,872002.0,753688.0,19530.0,358.0,667506.0,796598.0,121144.0,18136.0,220954.0,130283.0,124454.0,267937.0,291425.0,29374.0,3445437.0,1365826.0,42784.0,2128.0,1923896.0,190331.0,1071728.0,894939.0,38336.0,7884373.0,77546.0,108174.0,333476.0,1996176.0,2330004.0,1498711.0,325877.0,51879.0,71397.0,162529.0,981094.0,90292.0,23997.0,55681.0,170231.0,90298.0,273351.0,163162.0,63042.0,232893.0,391986.0,5053.0,53114.0,9314.0,-41386.0,154485.0,8307.0,73472.0,90540.0,240357.0,2424764.0,43009.0,177042.0,76130.0,162813.0,70422.0,916741.0,51448.0,974669.0,852682.0,295673.0,136476.0,112650.0,11691414.0,401954.0,437565.0,14026.0,183652.0,125744.0,647971.0,478262.0,17062.0,251909.0,122368.0,474381.0,20965.0,-67907.0,8269377.0,166365.0,51219.0,41023.0,114595.0,9046.0,55933.0,111155.0,22985.0,358600.0,137147.0,101657.0,2799.0,161144.0
2012-10-01,130826.0,80788.0,118646.0,134757.0,16897.0,341360.0,45316.0,181556.0,118416.0,1049847.0,277479.0,11254.0,175915.0,221639.0,399291.0,371293.0,707241.0,1025725.0,332972.0,873994.0,754835.0,19415.0,365.0,672250.0,803091.0,117410.0,16496.0,223952.0,132289.0,123150.0,266024.0,288329.0,29464.0,3469943.0,1368540.0,42347.0,2138.0,1933068.0,189177.0,1066294.0,890138.0,38613.0,7890953.0,79958.0,109027.0,322764.0,2000514.0,2323179.0,1501145.0,323354.0,53522.0,72190.0,167518.0,970319.0,88414.0,24223.0,56601.0,175995.0,90317.0,271901.0,160674.0,63213.0,232988.0,405522.0,5182.0,46019.0,8337.0,-50108.0,153979.0,8333.0,73291.0,93188.0,251248.0,2424826.0,43039.0,176416.0,75287.0,164468.0,72833.0,922425.0,50676.0,971716.0,866932.0,300021.0,137957.0,113177.0,11738007.0,405147.0,448895.0,13826.0,186708.0,126280.0,652827.0,484393.0,17040.0,257516.0,123037.0,476311.0,20951.0,-66103.0,8289761.0,166369.0,51970.0,41556.0,114314.0,9516.0,55909.0,111810.0,23674.0,359246.0,141111.0,101547.0,2952.0,158859.0
2013-01-01,131724.0,83221.0,118965.0,133387.0,17444.0,346228.0,45550.0,181427.0,116948.0,1076207.0,276525.0,11106.0,180535.0,236584.0,385266.0,374685.0,713701.0,1037244.0,336058.0,879524.0,760012.0,19494.0,391.0,679905.0,811642.0,114980.0,16936.0,228963.0,134810.0,125448.0,269855.0,294867.0,29599.0,3533344.0,1361225.0,43613.0,2172.0,1924413.0,188315.0,1069367.0,891135.0,40069.0,7911106.0,79215.0,110943.0,337913.0,2008056.0,2346458.0,1508975.0,328167.0,53788.0,72437.0,179600.0,976624.0,88318.0,24580.0,55998.0,175719.0,92017.0,278018.0,161071.0,64785.0,234695.0,414683.0,5136.0,55951.0,8201.0,-64620.0,158468.0,8555.0,73363.0,98356.0,253402.0,2461515.0,42692.0,178542.0,76330.0,166171.0,74101.0,941247.0,51455.0,953207.0,855451.0,298594.0,136610.0,115353.0,11814326.0,411732.0,440453.0,13872.0,181227.0,130058.0,660404.0,485936.0,17450.0,267586.0,127078.0,476057.0,20843.0,-59322.0,8296043.0,170949.0,55342.0,44434.0,113945.0,9869.0,56479.0,116632.0,24545.0,364809.0,145015.0,101298.0,3018.0,160434.0
2013-04-01,130954.0,87041.0,118662.0,133349.0,17842.0,348173.0,46635.0,187008.0,119881.0,1081462.0,277480.0,10573.0,176106.0,228388.0,385940.0,368955.0,708712.0,1037745.0,337307.0,880417.0,761167.0,19688.0,424.0,671313.0,802278.0,114508.0,17652.0,231992.0,135536.0,125366.0,271049.0,298425.0,29746.0,3540979.0,1372327.0,44054.0,2233.0,1941554.0,187743.0,1076918.0,900522.0,41327.0,7937045.0,80067.0,109762.0,329401.0,2013651.0,2343092.0,1515306.0,332872.0,54969.0,69960.0,177570.0,986995.0,89005.0,24445.0,55289.0,174548.0,90828.0,280867.0,162153.0,66005.0,238541.0,416650.0,5138.0,52276.0,8621.0,-63062.0,161858.0,8886.0,73585.0,97429.0,255210.0,2463711.0,43101.0,176612.0,77094.0,164269.0,76784.0,935332.0,51194.0,965747.0,864992.0,300779.0,135593.0,114985.0,11848089.0,412390.0,444991.0,13720.0,187298.0,134116.0,651621.0,484396.0,17445.0,269635.0,127746.0,475339.0,20726.0,-53719.0,8322630.0,168761.0,53392.0,46494.0,118238.0,10184.0,56642.0,110617.0,25413.0,372761.0,146978.0,101257.0,2727.0,162446.0
2013-07-01,131662.0,87856.0,120725.0,133523.0,18294.0,347880.0,45918.0,191096.0,120012.0,1091328.0,277293.0,10307.0,171861.0,216945.0,386578.0,361733.0,698241.0,1032389.0,334382.0,889850.0,768509.0,19896.0,451.0,673895.0,805573.0,115181.0,16972.0,237546.0,137895.0,126550.0,269940.0,299299.0,30907.0,3569859.0,1373262.0,44334.0,2301.0,1947776.0,187112.0,1081709.0,904290.0,42569.0,7953688.0,80495.0,111280.0,317403.0,2016742.0,2333588.0,1518176.0,337067.0,56134.0,68375.0,179251.0,987320.0,88229.0,24904.0,55824.0,178870.0,91483.0,282441.0,163712.0,67486.0,241845.0,414554.0,5178.0,45377.0,8359.0,-64071.0,166039.0,9253.0,73945.0,95799.0,253333.0,2482654.0,44308.0,177645.0,77936.0,164758.0,78502.0,944979.0,51621.0,975479.0,866466.0,303421.0,138122.0,115517.0,11896258.0,417837.0,443787.0,13662.0,187201.0,135261.0,653996.0,490505.0,17664.0,274846.0,129210.0,475550.0,20660.0,-49262.0,8339892.0,172136.0,53581.0,48831.0,121110.0,10908.0,56862.0,111044.0,26190.0,377193.0,149580.0,101045.0,2764.0,160210.0
2013-10-01,135238.0,87956.0,122457.0,133044.0,18401.0,349888.0,45715.0,193921.0,119208.0,1102516.0,275238.0,10211.0,183966.0,231884.0,386524.0,361688.0,698273.0,1041311.0,334474.0,898330.0,775240.0,20084.0,467.0,683647.0,818897.0,118090.0,20114.0,239744.0,139524.0,128790.0,270146.0,302574.0,31157.0,3605158.0,1384847.0,45842.0,2377.0,1968746.0,186139.0,1092212.0,912863.0,42530.0,8022703.0,81748.0,112283.0,332897.0,2016587.0,2349746.0,1517007.0,345296.0,56976.0,70889.0,182846.0,998826.0,88877.0,25026.0,55271.0,178991.0,92553.0,282426.0,160289.0,69350.0,240485.0,415054.0,5063.0,48235.0,8368.0,-64756.0,172631.0,9655.0,74417.0,95020.0,252815.0,2506699.0,43409.0,179583.0,79794.0,169793.0,80443.0,955110.0,52061.0,982334.0,876911.0,306765.0,140612.0,116260.0,12001027.0,422181.0,451505.0,13565.0,190243.0,137006.0,663560.0,492903.0,18135.0,278044.0,133048.0,476535.0,20636.0,-43935.0,8408917.0,171509.0,54172.0,48332.0,123108.0,12081.0,57460.0,111302.0,26604.0,377662.0,152084.0,101123.0,2981.0,159230.0
2014-01-01,136552.0,90153.0,123707.0,134739.0,18298.0,350982.0,46212.0,200190.0,118761.0,1120977.0,274291.0,10095.0,190125.0,245079.0,382465.0,351974.0,682279.0,1035358.0,328462.0,904778.0,780452.0,20271.0,458.0,683369.0,819935.0,122353.0,20962.0,241968.0,140823.0,126326.0,270669.0,300362.0,30767.0,3632226.0,1365093.0,46389.0,2454.0,1954171.0,184910.0,1080766.0,901690.0,43392.0,8040878.0,83212.0,112473.0,346543.0,2013139.0,2360831.0,1512088.0,354164.0,58681.0,72336.0,180915.0,983168.0,89713.0,24871.0,55058.0,185493.0,93682.0,279278.0,165399.0,69044.0,247197.0,424101.0,5160.0,55021.0,8229.0,-58562.0,179610.0,10073.0,74945.0,97236.0,259998.0,2514711.0,43171.0,179368.0,80376.0,172070.0,82080.0,959102.0,52823.0,992472.0,873704.0,305024.0,141279.0,115760.0,12044203.0,426901.0,450446.0,13770.0,183654.0,139884.0,663097.0,499239.0,18061.0,283141.0,134348.0,477971.0,20640.0,-36880.0,8423166.0,172702.0,54251.0,50738.0,127372.0,13306.0,56387.0,109942.0,27025.0,387230.0,154778.0,101076.0,3078.0,158725.0
2014-04-01,135953.0,89287.0,126023.0,134490.0,18613.0,359899.0,48152.0,204721.0,119234.0,1162828.0,275107.0,10031.0,174997.0,227872.0,387525.0,350664.0,679464.0,1041321.0,326932.0,906527.0,779914.0,20559.0,458.0,694757.0,830729.0,119985.0,18614.0,253424.0,146032.0,128182.0,278035.0,299133.0,32367.0,3700464.0,1388961.0,47210.0,2503.0,1990080.0,183793.0,1099545.0,919096.0,46138.0,8079254.0,84795.0,114734.0,329045.0,2010262.0,2339398.0,1507974.0,362378.0,59824.0,73223.0,185053.0,1001910.0,90691.0,25302.0,55012.0,180216.0,96366.0,280547.0,164557.0,70079.0,249612.0,443400.0,5482.0,52754.0,8339.0,-65068.0,185917.0,10438.0,75410.0,105097.0,270170.0,2540347.0,43122.0,180676.0,81901.0,176449.0,85234.0,977156.0,54000.0,998183.0,890809.0,313223.0,141071.0,118192.0,12159899.0,433809.0,458840.0,14000.0,185520.0,139707.0,674196.0,496835.0,18385.0,290264.0,139865.0,479187.0,20645.0,-31692.0,8466519.0,176245.0,55784.0,51985.0,130476.0,14677.0,57334.0,110147.0,28898.0,389421.0,158502.0,101423.0,3006.0,163094.0
2014-07-01,137376.0,88484.0,127572.0,136180.0,19135.0,362893.0,48154.0,208372.0,120769.0,1182991.0,274637.0,9930.0,169183.0,218239.0,388138.0,354362.0,687309.0,1054689.0,331097.0,911945.0,783774.0,20866.0,479.0,703250.0,840648.0,119516.0,18185.0,258103.0,149365.0,129742.0,281865.0,300841.0,32340.0,3742319.0,1405638.0,48732.0,2520.0,2026130.0,183239.0,1118698.0,935799.0,46897.0,8156313.0,85103.0,116289.0,318695.0,2007719.0,2325869.0,1504842.0,367859.0,61583.0,73013.0,186906.0,1017814.0,91035.0,25266.0,55594.0,184888.0,97365.0,282728.0,166073.0,70127.0,254088.0,448935.0,5229.0,49127.0,8249.0,-67390.0,190304.0,10738.0,75806.0,110916.0,269440.0,2561827.0,43205.0,183103.0,81010.0,178981.0,88156.0,988884.0,54804.0,1014045.0,907678.0,317690.0,143097.0,118346.0,12280086.0,438023.0,469600.0,13960.0,193620.0,140515.0,682381.0,505538.0,19014.0,297462.0,143276.0,479773.0,20650.0,-29665.0,8544267.0,181101.0,57301.0,53537.0,132470.0,16144.0,57863.0,111860.0,29521.0,394640.0,162268.0,101011.0,3229.0,165405.0
2014-10-01,138094.0,88056.0,129142.0,137266.0,19441.0,369895.0,48691.0,217164.0,121900.0,1205849.0,273959.0,9661.0,182112.0,232918.0,383104.0,348979.0,688936.0,1060185.0,338979.0,917856.0,788105.0,21208.0,500.0,715631.0,853725.0,124393.0,19226.0,263021.0,152384.0,131724.0,288231.0,307515.0,33214.0,3795881.0,1421244.0,49366.0,2502.0,2062272.0,181945.0,1142225.0,957723.0,47737.0,8248087.0,85606.0,118019.0,333342.0,2006259.0,2339843.0,1503275.0,371606.0,63399.0,73585.0,189096.0,1038178.0,92244.0,25869.0,55554.0,188080.0,99937.0,288359.0,165400.0,71528.0,253811.0,457839.0,5044.0,51007.0,8207.0,-64704.0,192276.0,10968.0,76104.0,119148.0,268232.0,2592382.0,43278.0,184642.0,81634.0,182810.0,88541.0,998792.0,56010.0,1028814.0,920360.0,321911.0,146862.0,119936.0,12421595.0,440382.0,476889.0,14080.0,189843.0,140746.0,694419.0,513014.0,19029.0,302700.0,146568.0,479905.0,20647.0,-22158.0,8631179.0,182762.0,58360.0,52950.0,139144.0,17930.0,58100.0,112479.0,29697.0,394607.0,166871.0,100532.0,3298.0,168892.0
2015-01-01,140749.0,88066.0,131962.0,139459.0,19724.0,372491.0,48586.0,215008.0,120636.0,1228897.0,273948.0,9259.0,188390.0,245837.0,375368.0,347264.0,696628.0,1070828.0,349122.0,925033.0,792438.0,21620.0,564.0,721220.0,861985.0,126377.0,23253.0,267539.0,154834.0,132954.0,289930.0,316876.0,33523.0,3844980.0,1426968.0,50361.0,2456.0,2086633.0,181716.0,1158051.0,974140.0,49072.0,8300343.0,84266.0,118917.0,344404.0,2006046.0,2351139.0,1503312.0,374615.0,65730.0,75150.0,195465.0,1051479.0,93761.0,25888.0,55848.0,190507.0,99933.0,293380.0,164297.0,72358.0,254769.0,471500.0,5158.0,57618.0,8372.0,-69088.0,193406.0,11134.0,76260.0,124822.0,275281.0,2618169.0,43613.0,183971.0,82546.0,185283.0,90549.0,1004656.0,55438.0,1019637.0,928912.0,323140.0,144473.0,120478.0,12516902.0,440435.0,485301.0,13962.0,188844.0,141898.0,699598.0,518269.0,18930.0,305375.0,148950.0,479716.0,20628.0,-20255.0,8675782.0,184839.0,59039.0,55987.0,135193.0,18211.0,59177.0,113768.0,30090.0,396731.0,166264.0,98270.0,3484.0,170310.0
2015-04-01,143619.0,87604.0,133549.0,142244.0,19754.0,376402.0,49779.0,220544.0,121523.0,1253678.0,275133.0,9037.0,178445.0,228069.0,376968.0,345993.0,703648.0,1078535.0,358026.0,929224.0,795066.0,21996.0,569.0,729755.0,873397.0,132526.0,19993.0,273292.0,157641.0,134036.0,292845.0,317065.0,34029.0,3886121.0,1428370.0,50527.0,2413.0,2102503.0,181702.0,1160617.0,976211.0,50599.0,8342773.0,83607.0,119259.0,326003.0,2007037.0,2332931.0,1504405.0,375425.0,69120.0,76677.0,200686.0,1051326.0,93130.0,26628.0,55638.0,191524.0,100935.0,297163.0,166223.0,74929.0,259248.0,485448.0,5280.0,49743.0,7878.0,-68160.0,194686.0,11296.0,76248.0,130100.0,281286.0,2633975.0,43615.0,184469.0,83550.0,188388.0,93081.0,1012176.0,55959.0,1034621.0,942109.0,327749.0,146564.0,121822.0,12603053.0,443130.0,492973.0,14003.0,194329.0,141893.0,707758.0,523642.0,18836.0,307631.0,152121.0,479670.0,20611.0,-19170.0,8719803.0,184561.0,61877.0,56466.0,137467.0,19445.0,58580.0,114175.0,30989.0,401159.0,165434.0,98004.0,3798.0,172196.0
2015-07-01,144311.0,88474.0,135830.0,141444.0,19448.0,379530.0,49315.0,220148.0,124095.0,1270069.0,274667.0,9097.0,178589.0,227944.0,386420.0,337120.0,694839.0,1072113.0,358592.0,934230.0,797837.0,22355.0,568.0,730888.0,875223.0,136089.0,20372.0,280596.0,162694.0,133435.0,295109.0,320934.0,34161.0,3930185.0,1433591.0,49805.0,2381.0,2133263.0,181062.0,1161988.0,977505.0,51379.0,8376982.0,83166.0,120857.0,325507.0,2009498.0,2334878.0,1506638.0,377570.0,69654.0,75219.0,201347.0,1047247.0,92761.0,26917.0,55972.0,192558.0,102543.0,300661.0,164519.0,76017.0,260149.0,486565.0,5404.0,49469.0,8467.0,-65258.0,197171.0,11469.0,76076.0,129902.0,281552.0,2661582.0,44267.0,184543.0,84419.0,189716.0,95649.0,1027904.0,56622.0,1038568.0,971298.0,335304.0,146328.0,124186.0,12691790.0,449720.0,511942.0,14168.0,195474.0,141858.0,708540.0,523953.0,19398.0,314011.0,155776.0,479936.0,20601.0,-16265.0,8763402.0,185982.0,62668.0,58872.0,136488.0,20580.0,59335.0,114555.0,32371.0,402014.0,168054.0,97618.0,3550.0,173164.0
2015-10-01,142208.0,90059.0,136417.0,145748.0,19571.0,380941.0,49865.0,224460.0,124422.0,1278273.0,275222.0,9033.0,172584.0,217594.0,396127.0,342965.0,697636.0,1072972.0,355054.0,937031.0,800054.0,22678.0,569.0,738911.0,881102.0,142673.0,18692.0,285799.0,165443.0,136607.0,295217.0,320354.0,34860.0,3948564.0,1448221.0,49669.0,2359.0,2134215.0,181029.0,1164557.0,980402.0,52060.0,8400440.0,82248.0,121655.0,314939.0,2013196.0,2327874.0,1509844.0,375748.0,73295.0,74495.0,201907.0,1052247.0,87707.0,27441.0,56723.0,197306.0,101921.0,301711.0,166142.0,76633.0,263237.0,481596.0,5669.0,44964.0,7990.0,-59234.0,200641.0,11650.0,75713.0,134159.0,271335.0,2671659.0,44308.0,184199.0,85730.0,191023.0,97112.0,1034379.0,57976.0,1043056.0,969708.0,337797.0,145465.0,124468.0,12743411.0,452700.0,507611.0,14407.0,189497.0,143307.0,716241.0,537509.0,19623.0,320354.0,157067.0,480454.0,20592.0,-14139.0,8796523.0,186507.0,62980.0,61696.0,137182.0,21398.0,59755.0,115360.0,33469.0,406548.0,170871.0,97449.0,3528.0,173777.0
2016-01-01,141422.0,89240.0,137630.0,147206.0,20356.0,388148.0,49883.0,231437.0,126007.0,1295286.0,275692.0,9018.0,174477.0,220718.0,394592.0,340308.0,683701.0,1052327.0,343456.0,948001.0,809822.0,22951.0,546.0,743403.0,884790.0,142368.0,20745.0,291066.0,166825.0,138295.0,301093.0,324824.0,35128.0,3990747.0,1463448.0,51308.0,2347.0,2172034.0,180746.0,1182456.0,996915.0,54378.0,8455511.0,81350.0,122372.0,318190.0,2017558.0,2335647.0,1513746.0,368998.0,75400.0,71032.0,199058.0,1068920.0,79399.0,27775.0,57533.0,196751.0,104872.0,304095.0,169734.0,77272.0,267490.0,484958.0,5565.0,46218.0,7936.0,-56690.0,202615.0,11834.0,75234.0,142911.0,264914.0,2696651.0,45052.0,185562.0,87057.0,189615.0,97790.0,1036775.0,57867.0,1059797.0,989608.0,341901.0,147821.0,125258.0,12839618.0,448215.0,521742.0,14897.0,192837.0,144445.0,720459.0,539987.0,20208.0,329880.0,160121.0,480935.0,20578.0,-9080.0,8850083.0,188128.0,65277.0,62754.0,141539.0,22389.0,60001.0,116484.0,34737.0,411930.0,176399.0,97509.0,3891.0,175883.0
