Date,Agriculture,Air,Disability,Economic affairs,Education,Elementary and secondary,Energy,Executive and legislative,Federal,Fire,General economic and labor affairs,General public service,Government,Gross expenditures,Health,Health (net),Higher,Highways,Housing and community services,Income security,Interest payments,Law courts,Less: Sales to other sectors,Libraries,Libraries and other,National defense,Natural resources,Other,Other economic affairs,Police,Postal service,Prisons,Public order and safety,Recreation and culture,Retirement,Space,State and local,Tax collection and financial management,Transit and railroad,Transportation,Unemployment,Water,Welfare and social services
2007-01-01,18286.333333333332,16235.0,108273.33333333333,187037.33333333334,484456.3333333333,364650.6666666667,8834.666666666666,61345.666666666664,2928003.0,27987.333333333332,29931.666666666668,558108.0,4599617.0,544653.0,809534.5,395213.0,83343.33333333333,75859.33333333333,39147.666666666664,670327.3333333334,400011.3333333333,34072.333333333336,149441.0,10564.0,50247.0,528832.5,24715.666666666668,44191.8,81700.33333333333,86823.66666666667,-47.0,53106.666666666664,201990.0,21061.0,497239.0,16913.0,2030711.0,29162.333333333332,1320.0,94061.66666666667,34864.5,9089.0,156986.0
2008-01-01,18677.666666666668,17861.0,115152.66666666667,197895.66666666666,512648.6666666667,381846.3333333333,8638.666666666666,67077.33333333333,3206987.0,29787.333333333332,32317.333333333332,563401.0,4971972.0,575488.0,868315.5,416876.0,92477.0,81081.66666666667,35559.0,783425.0,394869.0,35815.333333333336,158613.0,10792.0,52830.5,584008.5,24226.0,61651.1,83787.66666666667,94248.33333333333,-65.0,56154.333333333336,216006.0,22262.0,520609.0,18899.0,2136154.0,34610.0,1462.6666666666667,101509.33333333333,53682.0,10586.5,177854.33333333334
2009-01-01,18146.0,18017.0,126532.66666666667,207563.33333333334,537072.0,395402.6666666667,9906.333333333334,74655.33333333333,3485240.0,30687.333333333332,38902.333333333336,593744.0,5283993.0,615557.0,956388.0,446617.0,101028.33333333333,81995.0,36388.666666666664,860639.3333333334,414369.0,36631.333333333336,168940.0,10677.0,55504.0,615244.0,24317.666666666668,49354.5,91187.66666666667,97225.33333333333,-64.0,56241.0,220784.66666666666,22549.666666666668,581172.0,19875.0,2256873.0,34887.666666666664,1779.3333333333333,103125.66666666667,143350.0,11010.5,189889.33333333334
2010-01-01,20628.0,19183.0,132295.0,215052.33333333334,564917.0,402941.6666666667,13650.0,75367.66666666667,3764625.0,31305.333333333332,36793.0,615239.3333333334,5559983.0,649406.0,1008809.0,473023.0,112502.66666666667,82337.66666666667,38759.666666666664,929141.3333333334,432305.6666666667,36973.333333333336,176384.0,10636.0,63078.5,652576.5,25969.666666666668,64056.6,96951.0,100003.66666666667,-70.0,55742.333333333336,224024.33333333334,22671.666666666668,590158.0,19006.0,2300603.0,36400.333333333336,2235.3333333333335,105430.33333333333,152359.0,12104.0,201815.66666666666
2011-01-01,17626.333333333332,20000.0,137625.66666666666,209913.33333333334,567986.0,397244.6666666667,10888.666666666666,78270.33333333333,3807750.0,31551.333333333332,35560.0,641956.6666666666,5639475.0,663494.0,1032892.0,480803.0,117150.66666666667,85259.33333333333,39395.333333333336,920857.0,460805.3333333333,36418.0,182691.0,10928.0,66783.5,662705.5,25351.666666666668,65848.4,89340.33333333333,101165.0,-56.0,55272.0,224405.66666666666,21965.666666666668,607975.0,16983.0,2304212.0,32696.666666666668,1967.6666666666667,109250.66666666667,109599.0,13035.5,201792.66666666666
2012-01-01,17634.0,20407.0,146451.0,212424.0,566842.0,393056.0,10809.666666666666,79507.0,3773503.0,31479.666666666668,36232.333333333336,651662.6666666666,5667111.0,680642.0,1057419.5,491916.0,118214.33333333333,87997.0,37670.666666666664,908055.6666666666,469164.6666666667,36036.0,188726.0,10873.0,69106.5,651265.0,25660.0,55804.2,90090.0,102029.0,-51.0,55044.666666666664,224590.0,21883.333333333332,650915.0,15825.0,2338054.0,32676.0,1644.6666666666667,111782.66666666667,86229.0,12804.5,202586.66666666666
2013-01-01,17604.666666666668,19486.0,153656.0,213030.0,586574.0,407725.3333333333,9832.0,78144.0,3770255.0,33178.0,37123.333333333336,641784.6666666666,5729512.0,714032.0,1097987.0,516142.0,121949.66666666667,91250.33333333333,37168.333333333336,928704.3333333334,457694.0,34960.666666666664,197890.0,11149.0,71496.0,611285.0,24375.666666666668,57289.8,88838.66666666667,103285.0,-35.0,56826.0,228249.66666666666,22645.0,685439.0,15194.0,2409390.0,33402.0,1597.3333333333333,114062.0,64735.0,12335.5,205905.66666666666
2014-01-01,16850.666666666668,19802.0,157910.33333333334,213368.0,600647.0,417461.0,9208.333333333334,78481.33333333333,3888437.0,34413.333333333336,35916.333333333336,651541.0,5885690.0,773653.0,1199060.0,564348.0,124609.33333333333,93725.0,36919.0,940958.3333333334,467570.0,35909.333333333336,209305.0,11354.0,73814.5,598238.5,24166.333333333332,58630.2,86037.33333333333,106464.66666666667,-17.0,58892.333333333336,235679.66666666666,23377.333333333332,720597.0,15703.0,2492288.0,32845.333333333336,1551.3333333333333,116862.0,37346.0,12576.5,205877.0
2015-01-01,17849.666666666668,21513.0,163663.66666666666,216936.0,614531.0,429776.0,9976.666666666666,78912.0,4005825.0,35616.666666666664,35343.0,651692.6666666666,6059526.0,829698.0,1293970.5,609280.0,125602.66666666667,94562.33333333333,37647.333333333336,972121.0,465346.6666666667,37448.0,220417.0,11627.0,74411.5,586556.0,24973.333333333332,58935.9,87975.0,109739.66666666667,-18.0,60717.0,243520.66666666666,24148.0,755559.0,15355.0,2586773.0,34624.666666666664,1630.0,118724.0,34035.0,12285.0,209663.0
2016-01-01,18839.666666666668,21573.0,164630.0,220287.33333333334,627813.3333333334,442284.6666666667,9709.333333333334,81828.0,4127974.0,36646.333333333336,36482.666666666664,679798.6666666666,6238657.0,872530.0,1355226.5,642446.0,125885.66666666667,95118.33333333333,39417.333333333336,992488.3333333334,491381.6666666667,38059.0,230083.0,11903.0,75554.0,588547.5,26506.333333333332,58574.0,91253.0,113542.66666666667,-19.0,61207.333333333336,249455.66666666666,25425.333333333332,782642.0,14978.0,2667419.0,36265.0,1707.6666666666667,119049.33333333333,33845.0,11763.0,210046.33333333334
2017-01-01,18807.333333333332,22598.0,168272.0,224486.66666666666,644339.0,455716.3333333333,8735.666666666666,81559.0,4240545.0,37498.0,38196.0,702371.0,6418502.0,896920.0,1400951.5,654889.0,126905.0,97292.66666666667,39391.0,1019712.0,511762.6666666667,38740.0,242031.0,12239.0,78742.5,601670.0,26736.666666666668,60119.3,92147.33333333333,117520.33333333333,-32.0,62115.0,255873.66666666666,26254.333333333332,812970.0,14518.0,2738369.0,36797.666666666664,1916.0,122659.66666666667,32219.0,12578.0,213086.33333333334
2018-01-01,21000.666666666668,24042.0,174148.0,238524.0,668977.3333333334,472944.6666666667,9096.666666666666,85553.66666666667,4489479.0,40225.0,42390.666666666664,751298.0,6749939.0,934847.0,1480928.5,679298.0,131864.66666666666,102450.0,40483.333333333336,1059526.0,551098.0,40478.0,255549.0,12590.0,82858.0,635770.0,26839.0,62672.2,98987.66666666667,124786.0,-29.0,64583.333333333336,270072.3333333333,27703.333333333332,859352.0,15685.0,2843030.0,39529.666666666664,2056.0,129079.33333333333,29740.5,12818.5,214313.0
2019-01-01,27089.333333333332,23723.0,182186.0,251676.33333333334,691208.0,486690.6666666667,8403.0,89076.33333333333,4748122.0,42790.0,44054.666666666664,799513.3333333334,7133442.0,985727.0,1580930.5,717429.0,136031.0,107212.0,41868.666666666664,1117964.3333333333,588848.0,42267.0,268298.0,12976.0,89268.5,677254.0,27364.333333333332,66517.6,106570.0,130331.66666666667,-18.0,66956.0,282345.3333333333,29433.666666666668,917600.0,16591.0,2994264.0,41216.666666666664,1820.0,134046.0,29628.5,13797.5,222445.0
2020-01-01,43773.333333333336,22937.0,188533.66666666666,744057.3333333334,718401.6666666666,505164.0,10271.333333333334,96752.66666666667,6708005.0,44644.666666666664,503278.6666666667,775265.3333333334,8961638.0,1057089.0,1795350.5,786112.0,141457.66666666666,108586.0,44452.666666666664,1741870.0,542312.0,43172.666666666664,270977.0,13115.0,94358.0,698499.0,29208.0,78129.2,586168.3333333334,135444.0,-28.0,65604.66666666667,288866.0,29807.666666666668,967320.0,17614.0,3132330.0,48303.666666666664,13547.333333333334,146146.33333333334,538399.0,13083.0,439682.3333333333
2021-01-01,32181.666666666668,25879.0,191130.33333333334,728025.6666666666,778814.0,555108.3333333334,8871.333333333334,103402.0,7262589.0,46662.0,483267.0,827882.6666666666,9493684.0,1166307.0,1911638.0,865867.0,145535.66666666666,116841.0,48925.666666666664,1939349.3333333333,567968.0,45004.666666666664,300440.0,13289.0,103802.5,720402.5,32527.0,104645.4,556440.0,139976.66666666666,-77.0,70198.66666666667,301842.3333333333,30997.0,1007799.0,19273.0,3341185.0,50196.666666666664,14908.0,158737.33333333334,324918.5,14604.0,686191.6666666666
2022-01-01,25179.333333333332,27244.0,204645.33333333334,317405.0,833635.3333333334,589523.0,-2779.6666666666665,129804.33333333333,6141106.0,48348.0,72872.0,957954.3333333334,8794580.0,1285716.0,2064775.5,957755.0,158687.66666666666,126765.33333333333,48845.0,1486865.3333333333,642646.6666666666,48596.0,327960.0,13916.0,115097.0,730484.0,35686.333333333336,118889.0,130548.0,145820.33333333334,-35.0,75943.33333333333,318707.6666666667,32978.666666666664,1103416.0,20170.0,3601762.0,60248.0,17446.333333333332,173410.0,27142.5,16554.0,333234.6666666667
2023-01-01,24703.666666666668,28040.0,226586.0,326170.6666666667,858825.6666666666,600627.6666666666,11582.333333333334,135152.0,6500405.0,51838.0,70978.66666666667,1133897.0,9312073.0,1366280.0,2170180.0,1022019.0,167307.0,129768.33333333333,52219.333333333336,1472365.6666666667,811035.3333333334,51126.333333333336,344261.0,14373.0,123243.0,784528.0,37176.666666666664,88034.9,143960.33333333334,156149.0,-113.0,78518.33333333333,337631.6666666667,33346.666666666664,1242887.0,21495.0,3762324.0,64177.0,8296.333333333334,167880.0,35638.0,16683.0,304415.3333333333
