Date,Accommodations,Accounting and other business services,Admissions to specified spectator amusements,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Amusements parks, campgrounds, and related recreational services",Children's and infants' clothing,"Cleaning, repair, and rental of clothing",Clothing,"Clothing repair, rental, and alterations","Clothing, footwear, and related services",Commercial and vocational schools,Communication,Dental services,Education,Educational books,Electricity,"Electricity, gas, and other fuels",Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,First-class postal service by U.S. Postal Service (USPS),Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Footwear,Foreign travel by U.S. residents,Fuel oil and other fuels,Funeral and burial services,"Furnishings, household equipment, and routine household maintenance","Furniture, furnishings, and floor coverings",Gambling,Garments,"Glassware, tableware, and household utensils",Gross output of nonprofit institutions,Ground transportation,Group housing,Health,Higher education,Home health care,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures,Household textiles,Household utilities and fuels,Housing,"Housing, utilities, and fuels",Imputed rental of owner-occupied nonfarm housing,Income loss,Information processing equipment,Insurance,Internet access,Labor organization dues,Laundry and dry cleaning services,Legal services,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,"Live entertainment, excluding sports","Magazines, newspapers, books, and stationery",Maintenance and repair of recreational vehicles and sports equipment,Medical care and hospitalization,Medical laboratories,"Medical products, appliances, and equipment",Membership clubs and participant sports centers,"Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,Motion picture theaters,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle operation,Motor vehicle parts and accessories,Motor vehicles,Museums and libraries,Natural gas,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials,Other delivery services (by non-USPS facilities),Other goods and services,Other household goods and services,Other medical products,Other motor vehicle services,Other professional medical services,Other sporting and recreational goods,Outpatient services,Package tours,Paramedical services,Personal care,Personal consumption expenditures,Personal items,"Pets, pet products, and related services",Pharmaceutical and other medical products,Pharmaceutical products,Photographic goods and services,Physician services,Postal and delivery services,Professional and other services,Professional association dues,Public transportation,Purchased meals and beverages,Recreation,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services related to video and audio goods and computers,Social services and religious activities,Spectator sports,Sports and recreational goods and related services,Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation,Video and audio equipment,"Video and audio equipment, computers, and related services",Water supply and sanitation,Water transportation,Women's and girls' clothing,Workers' compensation
1958-01-01,8.241,,,18.03,25.049,,,11.96,51.66,,48.57,7.429,62.931,5.489,3.301,4.534,13.78,10.11,48.393,12.322,13.6,9.448,13.289,,16.096,15.057,9.139,25.868,9.281,9.158,35.646,14.678,5.523,,36.829,49.31,12.759,56.155,37.995,,7.506,11.139,6.313,2.549,,4.091,3.83,76.141,14.862,54.447,8.489,11.837,10.961,12.113,,,5.847,,,,,10.547,,6.643,,15.306,,,,14.398,,10.027,,,10.952,9.577,13.13,35.13,27.695,,9.576,4.643,3.611,6.513,10.491,33.838,3.127,6.227,51.672,,10.424,14.916,,22.237,,,7.402,12.047,8.516,18.919,15.066,34.663,18.103,13.479,,56.353,7.381,6.722,5.199,,13.009,9.29,50.133,11.198,10.848,,10.734,,50.824,25.653,70.628,213.167,20.558,3.261,54.812,17.585,,537.648,4.39,29.482,,
1959-01-01,8.436,4.996,8.117,18.772,25.276,12.466,34.351,9.505,50.122,8.688,46.875,7.607,64.587,5.628,3.416,4.608,13.962,10.213,49.275,12.814,14.536,9.978,14.468,7.843,15.929,14.886,9.404,24.43,9.619,9.485,33.456,15.201,5.6,6.666,36.384,51.822,13.111,56.251,37.985,8.485,7.811,11.403,6.474,2.677,,4.182,3.916,66.708,14.934,72.507,8.598,12.037,11.136,12.278,56.347,12589.382,6.122,,11.301,9.716,4.222,11.274,4.813,6.961,7.352,13.666,29.286,2.759,,14.608,11.982,10.28,46.614,7.348,11.107,9.781,13.314,34.903,29.316,7.355,9.576,4.851,3.775,6.824,11.789,35.308,3.199,6.366,48.322,6.616,10.298,13.182,28.674,22.948,,75.256,7.647,12.464,8.924,16.901,15.29,34.705,13.78,13.681,13.542,54.367,7.626,7.026,5.333,4.223,13.539,9.633,48.935,11.352,11.777,18.73,11.018,10.486,55.183,25.097,72.28,217.816,20.828,3.389,56.368,18.184,1164.548,511.435,4.568,30.527,65.895,11.373
1960-01-01,8.583,5.125,8.587,20.087,25.675,12.82,34.22,9.901,50.779,8.928,47.642,7.684,65.761,5.74,3.488,4.63,14.169,10.391,45.964,13.73,15.394,10.418,15.204,8.112,16.063,15.01,9.654,23.773,9.884,9.741,34.574,14.897,5.518,6.858,37.006,52.307,13.304,56.77,39.177,8.699,8.005,11.578,6.816,2.747,,4.725,4.448,65.938,15.199,74.836,8.76,12.229,11.321,12.467,54.26,12649.097,6.323,,11.362,10.234,4.347,11.411,5.184,7.256,7.828,13.866,30.234,3.047,,14.625,12.764,10.826,47.444,7.828,11.428,9.952,13.549,33.839,28.819,7.828,10.18,4.969,3.744,7.009,11.345,34.852,3.282,6.672,48.599,6.741,10.521,13.642,28.724,23.065,,76.516,7.827,12.816,9.153,17.224,15.541,34.689,13.975,13.652,13.51,54.952,7.812,7.267,5.468,4.348,13.992,9.9,49.922,11.521,12.138,19.017,11.182,10.796,56.175,25.671,73.421,218.851,21.126,3.502,56.753,18.26,1164.479,513.624,4.713,31.744,66.188,11.04
1961-01-01,8.693,5.167,8.963,21.395,25.763,13.091,33.004,10.005,51.063,8.981,47.944,7.683,66.036,5.771,3.552,4.627,14.222,10.569,46.441,14.19,15.758,10.743,15.464,8.189,16.143,15.089,9.863,23.806,10.088,9.937,34.927,15.012,5.723,7.05,37.149,52.726,13.447,57.051,39.664,8.863,8.263,11.658,6.911,2.815,,4.85,4.567,64.736,15.356,76.22,8.918,12.398,11.488,12.621,57.377,12641.782,6.557,,11.416,10.382,4.436,11.552,5.304,7.471,8.225,14.053,29.99,3.441,,14.367,13.4,11.263,48.014,8.229,11.316,10.213,13.514,32.85,29.144,8.232,10.342,5.356,3.794,7.12,12.125,34.859,3.362,6.831,48.772,6.815,10.59,13.683,28.369,23.171,,77.676,7.981,13.092,9.375,17.248,15.702,34.475,14.132,13.316,13.172,55.672,7.995,7.335,5.576,4.434,14.54,10.103,50.559,11.67,12.652,19.125,11.28,10.998,56.85,25.578,73.672,218.719,21.382,3.531,58.382,18.378,1142.045,507.649,4.836,32.437,66.305,11.156
1962-01-01,8.766,5.235,9.298,22.498,25.883,13.277,32.354,10.164,51.19,9.078,48.153,7.788,66.108,5.937,3.628,4.532,14.222,10.573,47.099,15.865,16.724,11.18,15.805,8.263,16.266,15.206,10.124,24.224,10.349,10.184,35.42,15.427,5.729,7.239,37.255,52.917,13.606,57.092,40.685,9.031,8.56,11.786,7.013,2.922,,4.949,4.662,63.35,15.536,76.018,8.945,12.549,11.605,12.768,56.818,12383.42,6.72,,11.53,10.595,4.5,11.672,5.417,7.724,8.591,14.256,30.344,3.633,,14.035,13.977,11.64,48.275,8.588,11.387,10.346,13.614,32.921,29.685,8.585,10.342,5.527,3.866,7.142,13.774,34.718,3.404,6.958,48.711,6.946,10.691,13.834,27.944,23.246,,78.846,8.214,13.276,9.663,17.448,15.886,34.325,14.352,12.928,12.781,56.553,8.227,7.403,5.674,4.501,15.114,10.364,51.072,11.814,12.913,19.155,11.394,11.199,57.662,25.834,73.665,214.266,21.418,3.559,59.366,18.645,1103.665,495.904,4.961,32.893,66.202,11.56
1963-01-01,8.792,5.302,9.617,20.875,26.135,13.545,32.344,10.356,51.688,9.16,48.628,7.89,67.374,6.098,3.708,4.527,14.169,10.612,47.853,17.762,16.895,11.269,14.811,9.496,16.437,15.377,10.362,23.521,10.585,10.404,35.796,15.808,5.838,7.431,37.416,53.033,13.777,57.58,42.047,9.249,8.685,11.955,7.148,3.029,,5.116,4.814,62.223,15.721,76.285,9.005,12.704,11.734,12.91,52.05,12369.678,6.762,,11.696,10.887,4.592,11.802,5.568,7.904,8.91,14.781,30.905,3.605,,13.839,14.511,12.011,48.887,8.904,11.359,10.474,13.668,33.456,29.882,8.922,10.342,5.348,4.112,7.204,14.817,34.51,3.443,7.252,49.061,7.066,10.904,14.002,27.662,23.242,,79.702,8.409,13.541,9.892,17.716,16.077,34.585,14.514,12.704,12.557,57.432,8.414,8.496,5.794,4.59,14.993,10.601,51.908,11.945,13.429,19.212,11.585,11.506,58.312,26.172,73.687,214.001,21.416,3.667,59.648,18.723,1085.275,490.63,5.112,33.726,66.626,11.316
1964-01-01,8.892,5.371,10.218,20.781,26.287,13.772,32.458,10.498,52.241,9.244,49.108,8.065,67.754,6.264,3.791,4.529,14.122,10.559,48.039,17.728,17.698,11.701,16.082,9.805,16.769,15.729,10.536,22.75,10.753,10.566,35.992,16.127,5.731,7.591,37.615,53.312,13.959,58.182,42.822,9.473,8.908,12.065,7.338,3.143,,5.339,5.026,61.628,15.951,76.358,8.98,12.834,11.821,13.035,52.223,12372.41,6.974,,11.924,11.079,4.834,11.987,5.756,8.202,9.647,15.32,31.431,3.699,,13.8,15.002,12.513,49.586,9.626,11.285,10.601,13.665,33.478,30.158,9.63,10.4,5.462,4.527,7.373,15.925,34.42,3.463,7.548,49.361,7.219,11.171,14.187,27.593,23.302,,78.938,8.632,13.773,10.111,17.998,16.309,35.775,14.951,12.641,12.493,61.453,8.646,8.771,6.002,4.846,15.254,10.767,52.828,12.05,13.813,19.209,11.728,11.71,57.929,26.351,73.788,214.067,21.539,3.753,59.229,18.822,1068.504,485.295,5.188,34.105,67.186,11.676
1965-01-01,9.052,5.477,10.822,20.873,26.443,14.096,32.623,10.726,52.695,9.462,49.602,8.27,67.006,6.469,3.926,4.751,14.069,10.606,49.383,16.89,17.75,11.987,16.756,9.881,17.107,16.058,10.773,25.093,10.966,10.774,36.62,16.775,5.856,7.685,37.751,53.364,14.177,58.587,42.805,9.749,9.076,12.243,7.523,3.279,,5.496,5.175,60.372,16.177,76.838,9.042,12.961,11.93,13.16,54.593,12988.187,7.263,,12.205,11.303,5.112,12.164,5.927,8.411,10.369,15.754,31.788,3.905,,13.792,15.001,12.918,50.184,10.385,11.712,10.82,14.102,34.749,29.725,10.381,10.4,5.747,5.226,7.76,16.407,33.651,3.543,7.759,49.76,7.376,11.426,14.487,27.521,23.416,,78.807,8.913,14.098,10.455,18.261,16.544,35.228,15.45,12.595,12.448,60.555,8.924,8.84,6.222,5.112,15.476,10.979,53.177,12.175,13.974,18.888,11.992,11.911,57.896,26.443,72.742,224.646,21.775,3.913,58.171,18.998,1032.536,472.088,5.316,35.166,67.458,12.288
1966-01-01,9.21,5.627,11.423,20.923,26.743,14.586,32.881,11.173,53.948,9.877,51.043,8.588,65.809,6.678,4.104,4.985,14.069,10.701,51.198,18.006,19.069,12.692,18.109,9.957,17.829,16.784,11.276,27.663,11.406,11.19,38.746,17.392,6.011,7.845,38.366,54.378,14.605,59.852,43.714,10.088,9.402,12.422,7.803,3.445,,5.661,5.328,59.607,16.583,77.907,9.152,13.157,12.103,13.345,61.448,13616.639,7.602,,12.435,11.758,5.265,12.521,6.127,8.712,11.19,16.296,32.533,4.031,,13.869,15.24,13.424,51.51,11.183,11.981,10.995,14.386,35.471,29.413,11.17,10.452,6.059,5.864,8.177,16.964,33.03,3.68,8.01,50.697,7.602,11.722,14.946,27.594,23.505,,79.675,9.419,14.601,11.104,18.627,16.962,34.868,16.106,12.622,12.474,59.55,9.486,8.911,6.382,5.267,15.863,11.415,53.742,12.347,14.546,18.598,12.298,12.015,58.591,26.853,71.141,235.607,22.17,4.124,57.087,19.122,987.886,455.675,5.512,36.541,68.748,12.575
1967-01-01,9.626,5.827,12.081,20.95,27.13,15.081,33.24,11.691,56.124,10.381,53.173,8.891,66.802,7.013,4.271,5.148,14.169,10.827,52.85,17.509,19.313,12.966,18.962,10.226,17.852,16.787,11.848,26.582,12.047,11.811,40.653,17.267,6.198,8.07,39.353,56.198,15.008,62.219,44.99,10.551,9.907,12.615,8.211,3.62,,6.018,5.665,59.856,16.998,80.016,9.272,13.41,12.32,13.59,67.91,14067.916,7.824,,12.77,12.268,5.538,12.885,6.446,9.016,12.017,16.896,33.436,3.846,,13.867,15.73,14.022,53.36,12.021,12.377,11.469,14.87,36.34,29.767,12.038,10.452,6.123,6.534,8.429,17.41,33.334,3.78,8.516,52.753,7.811,12.118,15.392,27.489,23.67,,81.853,10.024,15.091,11.852,19.262,17.389,35.641,16.806,12.531,12.383,59.439,10.13,9.152,6.643,5.544,16.418,12.061,54.95,12.561,15.261,18.876,12.61,12.282,60.166,27.526,72.081,243.387,22.768,4.278,56.974,19.587,973.016,452.14,5.64,37.67,71.677,12.754
1968-01-01,10.123,6.095,13.057,21.395,27.743,15.85,34.661,12.132,59.211,10.796,56.08,9.166,67.955,7.394,4.468,5.413,14.275,10.989,54.857,20.088,20.721,13.991,19.238,11.61,18.392,17.307,12.461,28.088,12.676,12.427,42.805,18.026,6.395,8.389,41.059,58.42,15.649,65.779,48.489,11.108,10.433,12.823,8.646,3.84,,6.442,6.059,61.271,17.663,82.919,9.446,13.739,12.607,13.922,65.375,14797.23,8.484,,13.282,12.714,5.752,13.417,6.826,9.537,13.182,17.799,34.707,5.579,,13.913,16.31,14.878,56.413,13.182,12.56,12.076,15.28,37.674,30.782,13.185,10.563,7.338,6.99,8.626,18.521,34.277,3.88,9.147,55.605,8.206,12.643,16.195,27.542,23.85,,86.246,10.583,15.846,12.543,20.08,18.069,36.337,18.051,12.516,12.368,59.978,10.693,10.379,6.906,5.754,17.087,12.691,57.104,12.87,15.668,19.277,13.135,12.892,63.127,28.492,72.085,255.883,23.256,4.548,59.307,20.203,969.771,453.523,5.909,39.398,75.809,13.526
1969-01-01,10.789,6.404,13.93,23.027,28.349,16.893,35.771,12.689,62.275,11.292,59.07,9.546,69.007,7.92,4.739,5.715,14.588,11.209,58.336,21.15,23.384,15.177,22.809,11.954,19.217,18.127,13.228,30.815,13.429,13.171,45.428,18.429,6.53,8.741,42.595,60.834,16.497,69.231,50.509,11.836,11.084,13.346,9.176,4.098,,6.888,6.485,62.856,18.454,85.499,9.69,14.192,13.005,14.362,76.07,15615.014,8.883,,13.96,13.297,6.243,14.13,7.279,10.011,14.268,18.598,36.391,5.134,,14.122,16.798,15.742,60.043,14.259,12.973,12.854,15.899,38.893,31.342,14.284,10.731,7.536,7.387,9.181,19.111,34.813,4.121,9.736,58.47,8.564,13.352,16.844,27.822,24.135,,90.973,11.344,16.895,13.381,21.111,18.883,38.297,18.965,12.657,12.507,59.755,11.48,10.689,7.36,6.244,18.253,13.444,59.13,13.28,16.732,19.275,13.944,13.4,66.348,29.654,73.036,270.058,23.952,4.791,61.666,20.871,968.126,453.64,6.309,42.049,79.283,15.09
1970-01-01,11.602,6.776,14.939,24.791,29.306,18.302,36.452,13.299,64.493,11.947,61.324,9.923,69.776,8.362,5.056,5.931,15.06,11.663,60.88,21.172,24.348,15.934,24.242,12.032,20.289,19.198,14.211,31.228,14.421,14.144,47.758,18.702,6.782,9.088,44.04,62.235,17.465,71.59,52.098,12.614,12.323,13.861,9.793,4.385,,7.443,7.005,64.595,19.317,87.108,10.133,14.799,13.568,14.96,66.529,16195.669,9.397,,14.748,13.852,6.915,14.986,7.82,10.612,15.643,19.734,33.917,5.481,,14.474,17.482,16.836,62.494,15.655,13.089,13.807,16.414,40.751,32.184,15.649,11.334,7.727,7.803,10.02,19.473,35.805,4.477,10.539,60.732,8.88,14.079,17.857,28.471,24.491,,93.789,12.137,18.301,14.41,21.897,19.766,39.079,20.015,12.916,12.762,59.418,12.318,10.766,7.939,6.916,20.01,14.435,60.883,13.838,17.91,18.949,14.467,13.772,67.049,28.616,73.888,280.085,24.962,5.191,61.315,21.616,968.89,452.826,6.809,45.454,81.7,16.987
1971-01-01,12.105,7.06,15.698,26.636,30.145,19.281,37.24,13.745,66.802,12.358,63.493,10.198,74.245,8.902,5.331,6.328,16.057,12.45,64.283,23.964,24.914,16.886,23.669,14.109,20.751,19.621,14.941,31.684,15.201,14.899,49.344,20.461,7.213,9.441,45.299,63.394,18.207,74.176,53.636,13.221,13.352,14.463,10.247,4.659,,7.734,7.272,66.132,20.134,88.762,10.871,15.486,14.269,15.65,81.339,17295.017,10.287,,15.541,14.307,7.499,15.559,8.174,11.079,16.563,20.962,40.318,6.395,,14.747,18.302,17.697,64.27,16.572,13.184,14.803,16.908,42.25,33.818,16.562,12.159,8.952,8.637,11.098,21.384,37.296,4.698,11.003,62.724,9.339,14.663,18.742,28.94,24.869,,96.671,12.942,19.283,15.35,22.594,20.605,39.825,21.056,13.08,12.923,59.536,13.147,12.585,8.46,7.504,21.6,15.219,63.471,14.468,19.0,19.329,15.21,14.278,71.077,32.157,77.515,299.178,26.03,5.411,60.758,22.534,974.087,457.571,7.533,47.872,85.092,18.374
