Date,Agricultural machinery,Aircraft,Autos,Communication equipment,Computers and peripheral equipment,Construction machinery,"Electrical equipment, n.e.c.","Electrical transmission, distribution, and industrial apparatus",Engines and turbines,Fabricated metal products,Furniture and fixtures,"General industrial, including materials handling, equipment",Industrial equipment,Information processing equipment,"Less: Sale of equipment scrap, excluding autos",Light trucks (including utility vehicles),Medical equipment and instruments,Metalworking machinery,Mining and oilfield machinery,Nonmedical instruments,Nonresidential equipment,Office and accounting equipment,Other,Other equipment,"Other trucks, buses, and truck trailers",Photocopy and related equipment,Private fixed investment in equipment,Railroad equipment,Residential equipment,Service industry machinery,Ships and boats,"Special industry machinery, n.e.c.",Transportation equipment,"Trucks, buses, and truck trailers"
1961-01-01,2.3,3.6,-6.2,19.9,,-5.3,4.7,-0.1,-11.9,-4.5,-3.0,-6.0,-5.3,9.1,41.7,,10.7,-10.2,-8.9,-3.8,-2.1,-15.1,8.6,-0.2,,2.1,-2.0,-32.6,0.3,-0.9,-13.1,-4.2,-5.5,3.6
1962-01-01,6.4,-7.2,23.4,14.1,,7.3,10.1,3.1,-6.0,-8.1,5.7,7.5,5.1,10.1,4.0,,7.0,10.3,-2.5,-8.1,11.4,-11.0,11.0,6.6,,24.4,11.3,53.2,6.0,5.8,4.4,9.2,23.3,28.6
1963-01-01,23.7,-40.2,-4.7,-6.2,,32.7,36.2,0.9,0.1,10.0,12.4,13.7,8.0,15.7,33.1,,22.2,20.6,27.6,5.2,7.8,5.2,9.0,16.6,,59.2,7.8,4.7,11.5,-1.3,-13.9,-1.1,-3.2,6.6
1964-01-01,7.8,76.2,5.9,3.0,,19.5,8.7,13.5,-0.1,16.6,8.3,18.5,13.0,13.6,23.1,,15.2,5.2,11.6,5.3,12.6,-0.5,11.6,11.1,,53.1,12.5,43.0,7.2,10.3,15.4,13.4,13.1,4.3
1965-01-01,8.6,49.2,24.8,15.6,,13.6,16.8,11.9,4.4,18.3,9.6,11.6,17.9,18.1,21.7,,8.2,25.9,11.9,14.2,18.2,1.8,7.2,11.5,,18.4,18.1,22.3,11.7,18.7,13.9,27.5,25.3,22.8
1966-01-01,15.6,39.7,-4.7,14.0,,10.3,2.4,19.8,20.3,15.6,11.9,12.4,15.0,30.0,8.4,,12.9,21.3,4.7,8.1,15.4,28.2,13.9,12.3,,27.4,15.3,16.4,2.3,13.7,5.6,8.3,10.0,15.7
1967-01-01,0.9,31.9,-3.8,2.7,0.0,-10.8,-25.5,-2.9,33.6,-2.9,-0.2,-10.2,0.4,6.2,-19.1,,32.6,23.8,-25.6,7.4,-1.0,-4.9,-11.6,-6.0,,-17.3,-1.0,-12.3,2.6,-0.9,2.1,-9.0,-3.3,-12.0
1968-01-01,-6.6,43.2,27.1,4.3,0.0,4.1,14.3,-4.7,17.2,18.3,-2.3,-2.1,-2.0,5.6,3.8,,0.3,-11.4,2.8,-1.6,6.1,-5.9,10.5,1.3,,9.9,6.3,-28.7,19.2,4.8,30.9,-0.4,20.2,18.7
1969-01-01,0.5,-27.5,3.2,16.6,50.0,8.8,11.7,4.9,12.0,20.9,10.2,11.2,6.6,20.1,21.9,,22.0,-1.9,5.3,5.2,8.3,16.9,7.9,7.2,,14.1,8.4,32.4,14.1,11.3,7.9,3.5,4.0,17.6
1970-01-01,12.5,-17.2,-19.8,9.8,33.3,-4.1,10.4,3.9,5.7,16.3,-3.0,-1.2,1.4,10.8,0.0,,12.0,-4.8,33.2,7.9,-1.8,-13.1,5.7,4.1,,16.5,-1.6,-23.5,8.9,-0.1,-1.9,-0.2,-18.0,-17.1
1971-01-01,-6.5,-47.5,35.6,-2.8,50.0,-1.3,0.2,-8.4,6.3,1.9,-6.7,-5.9,-8.2,6.7,-13.2,,16.1,-22.7,12.2,-6.3,0.8,-9.9,8.0,-0.8,,18.2,1.0,5.2,12.2,2.0,-7.5,-7.7,8.0,9.2
1972-01-01,17.0,41.4,7.0,-4.9,50.0,20.1,18.2,8.8,12.2,3.4,25.4,3.2,7.8,14.3,-4.0,,9.5,15.7,-19.1,26.4,12.7,18.5,10.4,12.9,,24.3,12.9,-10.0,19.8,1.0,22.3,8.3,16.2,25.9
1973-01-01,29.3,50.6,14.5,19.7,11.1,19.2,18.5,19.3,-2.9,20.1,7.0,22.2,18.2,18.4,59.2,,16.9,28.2,21.8,11.6,18.5,41.5,20.1,18.1,,21.9,18.4,12.0,12.5,7.4,43.0,10.6,20.3,17.4
1974-01-01,-6.1,-26.3,-12.3,2.2,30.0,6.5,1.0,7.8,2.0,9.3,-10.5,12.8,7.7,14.4,21.4,,13.3,11.6,33.0,26.2,2.1,29.4,6.6,0.0,,13.0,2.1,16.7,1.9,-4.1,-18.1,-2.8,-9.5,-5.8
1975-01-01,7.0,-12.0,-1.2,-6.0,0.0,-20.1,-11.1,-18.6,-19.3,-2.4,-15.4,-15.3,-15.2,-3.4,-15.0,,1.1,-16.7,22.0,-8.5,-10.5,-16.0,-13.7,-7.9,,9.0,-10.4,-9.2,-6.9,-16.9,29.9,-19.9,-13.8,-29.8
1976-01-01,-4.4,-9.1,21.7,8.6,46.2,-5.2,15.6,-1.1,-12.8,8.4,8.7,1.5,0.5,14.8,18.4,,10.9,-0.9,0.9,7.2,6.1,18.5,8.0,1.6,,6.6,6.1,-23.1,5.2,10.1,-5.5,-1.6,11.2,21.4
1977-01-01,-0.9,34.5,25.3,33.1,47.4,28.5,-3.7,16.0,-11.0,-6.6,22.8,18.2,6.0,24.4,-1.6,,3.9,2.0,5.4,58.1,15.5,0.3,16.4,11.8,,-3.2,15.4,11.2,9.4,7.4,2.6,0.6,21.5,21.3
1978-01-01,4.9,17.0,6.1,17.5,96.4,20.5,43.8,0.5,-4.0,1.6,11.8,14.6,11.3,30.8,42.3,,12.5,17.1,-6.5,10.4,15.1,52.5,13.2,11.5,,16.6,15.0,24.5,8.8,13.0,-4.5,22.8,10.5,12.9
1979-01-01,7.9,46.4,-11.2,18.3,61.8,-7.6,18.1,7.4,-3.4,11.5,7.9,6.8,7.1,20.5,54.3,,-0.1,10.1,-3.4,2.4,8.2,26.3,12.8,4.7,,0.7,8.2,35.3,9.6,10.3,13.6,2.7,4.4,0.9
1980-01-01,-20.5,2.1,-18.4,11.8,58.4,-23.0,10.8,-3.3,-15.8,-7.8,5.7,-6.8,-4.3,16.6,-13.4,,-1.7,0.1,-2.0,3.6,-4.4,8.7,-8.7,-10.4,,2.5,-4.3,-12.9,0.1,-1.6,-1.7,-0.2,-18.4,-28.9
1981-01-01,-3.2,-12.0,18.5,3.8,55.3,-6.7,5.5,2.3,10.9,-0.7,3.1,-3.7,-1.6,15.6,-0.9,,11.2,-2.8,45.4,4.6,3.7,5.7,-2.0,2.4,,9.6,3.7,-42.0,-0.1,-0.8,17.4,-2.4,-2.8,-6.4
1982-01-01,-31.0,-16.8,0.6,0.4,21.5,-36.7,-19.3,-3.3,-16.0,-10.0,5.6,-7.4,-8.6,5.5,-49.8,,23.7,-18.5,-32.5,2.7,-6.3,-24.5,5.3,-15.9,,0.9,-6.3,-40.3,-3.9,0.1,-37.2,0.2,-11.4,-7.6
1983-01-01,-14.8,-0.5,33.1,-0.5,51.9,10.3,3.8,2.1,-12.4,-6.2,7.0,-8.3,-7.9,16.2,-22.5,,7.2,-24.3,-40.5,-2.1,4.6,58.3,-2.9,-4.4,,-3.2,4.8,-33.3,11.6,1.2,-40.0,1.0,12.6,14.0
1984-01-01,5.2,-10.6,19.0,11.8,63.4,36.6,8.2,20.6,9.0,-4.7,15.9,19.7,14.4,26.9,12.6,,8.0,19.6,-11.5,22.1,19.4,13.3,7.0,13.2,,23.3,19.3,48.3,10.8,16.4,-15.1,13.5,19.1,30.7
1985-01-01,-20.2,5.4,-1.4,6.7,25.6,7.9,4.6,-1.3,12.4,-1.6,4.4,6.1,4.6,9.8,-4.6,,2.6,7.8,-13.3,3.8,5.5,-1.7,4.8,0.8,,-5.3,5.5,-12.1,7.9,6.0,-26.6,7.4,3.9,11.6
1986-01-01,-10.0,21.4,2.6,5.2,15.0,-4.2,3.4,-5.2,-15.8,-6.7,2.9,4.7,-0.5,7.3,2.8,,2.4,-1.0,-46.7,0.4,1.1,9.4,5.6,-1.7,,-0.1,1.3,-11.6,8.2,0.2,10.1,1.5,-3.8,-15.0
1987-01-01,3.2,6.1,-14.6,-0.2,25.7,-8.7,0.1,6.8,31.1,-10.1,6.8,-7.3,-2.5,4.4,14.7,,6.9,-9.2,-6.1,-0.8,0.4,-38.3,6.3,3.2,,0.3,0.4,-21.8,4.1,8.0,21.2,3.2,-4.9,1.6
1988-01-01,32.0,5.3,11.1,11.4,14.2,-4.3,8.2,2.3,5.4,4.5,-3.4,4.9,5.0,9.2,-16.0,11.7,6.9,6.8,18.9,0.4,6.6,-12.5,5.0,3.9,-6.6,7.2,6.5,56.1,3.4,1.3,-14.3,5.9,5.9,0.1
1989-01-01,17.9,-22.3,-13.1,-0.3,21.6,24.0,-2.3,2.7,10.8,7.2,11.1,0.7,7.0,9.7,-2.8,-13.3,4.8,17.0,16.7,23.4,5.3,7.5,5.0,11.0,-0.8,5.4,5.2,41.0,0.5,5.3,-11.1,10.1,-9.9,-5.9
1990-01-01,9.5,34.6,7.1,3.7,-1.2,-1.0,-10.2,-2.9,-13.6,-0.3,-6.4,-3.3,-5.8,1.3,3.5,-16.4,10.2,-8.3,-9.4,6.0,-2.1,-18.0,-2.6,-3.6,-22.6,-4.2,-2.1,0.5,-3.0,-12.3,0.8,-9.4,-1.3,-20.2
1991-01-01,-19.3,4.7,1.7,-3.8,8.6,-34.8,-16.9,-7.0,18.0,0.3,-12.0,-8.8,-6.4,2.0,-15.9,-5.7,6.2,-5.8,-20.7,0.8,-4.6,-6.7,-2.2,-14.6,-15.4,3.0,-4.6,-8.8,-3.9,-6.6,0.2,-9.7,-2.7,-11.4
1992-01-01,-14.3,-2.0,-3.3,6.7,36.8,-2.4,1.9,1.5,-5.9,1.1,9.7,3.5,1.8,14.6,-1.4,1.7,8.9,5.0,-11.7,3.5,5.9,9.4,1.0,-0.6,27.7,1.4,5.9,-5.9,3.1,-3.7,-27.8,-0.6,2.3,16.1
1993-01-01,13.8,-4.7,11.3,6.5,28.2,26.6,-0.4,3.4,-4.0,-1.8,0.7,15.3,8.5,13.7,87.6,50.3,9.0,8.5,90.6,-0.2,12.7,7.9,15.4,11.7,31.4,19.3,12.5,13.4,2.0,5.5,77.3,9.7,19.1,38.6
1994-01-01,10.3,-34.0,21.6,18.6,24.3,11.8,5.3,9.4,7.2,7.1,2.2,7.4,8.9,13.8,-8.4,63.4,-3.9,16.0,-3.5,4.5,12.3,-0.7,8.8,7.2,10.8,7.3,12.1,30.7,0.7,8.5,-16.8,6.1,17.2,32.4
1995-01-01,1.6,39.7,-6.2,15.2,50.8,10.0,7.4,7.7,-17.7,3.3,5.3,9.5,9.8,20.4,5.6,15.2,0.7,14.4,-0.8,8.6,12.1,0.9,5.6,5.4,10.5,-8.8,12.0,7.4,1.3,4.8,-3.9,13.9,7.5,12.9
1996-01-01,-1.2,-5.9,-1.5,13.6,44.4,11.7,-3.6,3.6,18.8,8.2,2.2,3.3,3.7,20.8,4.6,27.4,8.7,1.8,3.6,3.4,9.5,2.4,5.1,3.8,-11.9,3.1,9.4,-1.0,-0.5,2.5,25.4,2.8,3.3,8.2
1997-01-01,14.2,18.4,-3.2,13.9,45.0,6.3,12.9,6.1,-7.3,-13.3,14.8,4.6,2.2,20.6,-3.4,21.5,12.7,7.5,28.6,-9.0,11.1,-0.8,6.4,9.1,-6.7,0.8,11.0,10.5,-0.8,-1.8,14.7,-0.8,7.2,10.5
1998-01-01,3.7,35.2,-4.2,15.5,45.4,12.4,18.5,4.7,17.8,3.9,12.3,6.6,4.4,23.7,-0.3,0.6,15.6,0.1,-0.5,1.9,13.1,-10.6,7.8,9.8,24.5,13.1,13.1,14.5,7.0,12.6,5.0,3.5,8.1,8.4
1999-01-01,-27.0,45.1,18.8,21.4,42.1,0.5,-3.9,8.3,22.0,6.4,8.4,-3.5,0.6,22.0,-9.6,11.6,7.1,-3.4,45.6,-0.1,12.5,-27.5,5.7,2.3,11.6,-12.9,12.4,12.1,10.5,8.0,1.6,0.7,18.0,11.6
2000-01-01,10.1,3.7,4.5,29.6,21.3,0.9,4.5,12.4,28.9,4.2,7.3,6.0,8.6,20.7,-5.7,-3.1,10.0,1.9,-1.2,6.3,9.7,4.1,6.7,5.3,-14.3,-4.4,9.7,-5.0,6.4,3.3,14.5,13.6,-2.0,-7.4
2001-01-01,6.0,3.8,0.4,-6.4,2.5,-11.5,7.7,-8.6,51.8,-1.6,-6.6,-8.7,-7.4,-1.2,-18.8,-13.0,8.8,-15.2,13.3,4.0,-4.3,25.8,2.9,-1.2,-28.9,-29.4,-4.2,-23.5,1.8,3.4,-9.9,-11.3,-9.4,-18.7
2002-01-01,14.4,-26.8,0.3,-18.3,5.0,-7.7,7.2,-10.4,6.4,-11.4,-4.5,-1.0,-6.7,-4.3,5.7,-10.9,13.8,-9.5,-35.1,1.0,-5.3,8.4,7.1,-0.7,0.3,-26.9,-5.2,-12.6,3.0,-3.2,15.2,-12.3,-9.6,-7.3
2003-01-01,8.1,-29.7,-10.1,15.0,12.2,4.8,4.3,1.1,-11.9,9.2,0.6,6.3,0.4,12.8,-2.2,6.5,12.9,-1.1,22.4,-5.9,4.4,55.2,12.3,6.6,-2.5,15.8,4.4,-9.3,6.2,3.7,6.3,-6.0,-7.5,3.4
2004-01-01,9.5,10.4,-4.6,14.2,13.5,15.2,18.6,10.8,-52.3,0.8,2.8,3.0,-1.8,12.7,25.6,23.5,13.4,0.4,15.0,8.3,8.6,3.1,6.7,7.8,34.5,0.2,8.6,4.9,11.4,5.4,10.2,-4.0,13.9,27.0
2005-01-01,4.9,-8.3,11.4,7.0,13.3,23.2,-5.9,8.0,17.8,7.3,4.7,10.7,8.6,10.7,6.2,18.6,18.1,8.2,32.1,3.9,10.4,2.6,8.5,9.5,18.1,-5.3,10.3,25.4,4.4,7.3,-4.2,4.6,12.2,18.4
2006-01-01,-6.7,-9.1,8.8,18.5,25.1,12.4,-2.2,13.2,24.4,12.9,1.2,6.5,8.4,15.7,16.4,12.9,7.6,4.5,42.2,4.3,9.6,4.3,3.8,4.6,7.4,-12.1,9.5,13.1,2.0,1.1,-9.4,6.4,7.4,11.0
2007-01-01,-0.5,28.3,0.5,18.1,14.2,-5.4,-15.1,3.5,48.3,8.0,-6.3,-1.6,3.2,13.9,7.5,-8.7,14.5,1.9,30.0,11.3,4.0,-50.0,-0.1,-0.8,-24.7,52.3,3.9,3.7,-2.9,0.8,28.0,0.9,-4.2,-14.4
2008-01-01,10.0,5.6,-26.2,6.0,7.8,4.1,1.4,-6.9,2.3,5.3,-6.3,-5.9,-4.1,5.4,52.7,-38.6,2.5,-1.2,2.7,0.1,-4.8,12.7,-4.8,-1.4,-19.3,10.4,-4.8,1.0,-3.2,-6.7,21.8,-8.3,-21.6,-32.4
2009-01-01,0.0,-36.4,-57.7,-5.7,1.8,-44.8,-21.5,-18.9,-17.8,-24.7,-25.8,-20.0,-21.9,-5.0,-13.9,-93.4,-5.4,-27.9,-13.4,-17.8,-21.2,-19.3,-15.1,-19.7,-25.3,-18.8,-21.0,-32.8,-7.2,-7.7,-11.3,-22.9,-53.2,-66.3
2010-01-01,-7.7,45.5,141.1,28.4,16.0,81.6,14.9,6.5,-27.5,-9.5,0.7,5.7,-0.1,16.8,20.7,3281.3,6.6,-1.5,17.3,13.0,20.2,-5.2,2.6,13.3,27.2,15.0,20.1,-3.7,9.8,10.9,-11.1,-0.3,95.2,171.0
2011-01-01,8.6,10.7,12.1,8.8,-0.1,-1.3,1.2,8.2,50.8,11.3,8.1,13.5,19.9,4.9,-16.6,61.9,4.9,27.6,27.8,6.6,13.4,-1.6,6.4,7.3,33.7,16.6,13.4,38.3,8.5,5.1,-6.0,37.0,28.5,49.7
2012-01-01,33.6,1.6,40.6,9.3,10.2,5.0,19.3,4.4,37.4,10.9,3.8,8.6,8.4,9.2,4.8,12.1,8.1,16.0,33.0,13.4,11.0,1.4,-7.8,9.0,14.3,-2.7,10.9,46.4,4.8,4.9,8.3,-5.0,18.4,13.0
2013-01-01,17.2,5.6,8.8,15.2,-0.5,-9.8,17.6,8.3,-15.8,-0.3,0.3,-2.0,-0.3,7.2,2.6,20.9,11.2,-1.5,0.5,0.4,5.5,10.2,9.9,3.0,2.5,-6.7,5.6,10.3,12.7,-5.0,22.2,3.3,11.1,13.7
2014-01-01,1.6,13.5,-0.2,15.7,-0.2,12.3,-2.2,2.3,-5.8,7.5,4.2,4.9,5.0,6.5,-9.7,17.6,2.4,4.0,11.6,8.3,7.9,15.3,8.3,7.2,14.0,-2.6,8.0,23.4,13.2,7.8,-2.3,11.7,11.5,16.4
2015-01-01,-23.5,1.8,2.5,19.4,0.0,-16.4,4.3,-0.9,3.4,0.2,6.8,3.5,1.0,7.6,-44.7,21.3,6.0,1.7,-28.2,-2.0,3.8,6.2,4.4,-8.7,13.0,-0.5,3.9,4.1,12.9,2.0,4.6,-3.0,10.9,18.5
2016-01-01,-21.3,-10.6,-14.1,15.9,-0.7,-4.2,-0.9,5.6,-9.0,-5.8,3.2,0.1,-0.3,5.8,-16.2,13.5,3.3,-6.7,-24.0,-2.0,-0.9,-6.1,-0.4,-5.9,-21.3,8.9,-0.7,-18.6,12.1,1.9,-24.4,4.6,-5.1,2.1
2017-01-01,-2.1,36.1,-28.5,14.0,6.1,1.7,-0.9,6.0,-5.6,-0.7,2.2,7.8,5.5,8.4,16.9,-0.3,8.5,7.4,21.8,-1.5,3.8,-8.5,0.1,1.5,5.6,1.2,3.9,-27.3,10.3,-6.6,9.8,5.4,-0.9,1.2
2018-01-01,8.2,-2.7,-32.0,5.7,13.1,-4.5,10.8,11.3,-8.9,3.6,2.7,7.7,4.8,8.0,16.2,15.9,6.9,3.7,19.4,7.2,5.9,-1.2,2.7,4.0,25.2,-0.3,5.9,2.3,1.0,-0.3,-20.0,-2.2,6.1,18.4
2019-01-01,11.7,-49.0,-3.0,3.1,1.2,18.2,-3.5,5.9,-5.0,1.3,-1.1,0.7,1.8,2.9,-27.3,8.0,6.4,-7.8,-14.2,-0.2,1.0,-2.2,3.4,2.6,3.4,-2.6,1.0,5.7,-0.2,-1.4,-2.9,9.8,-4.2,6.7
2020-01-01,-3.5,41.3,-69.5,-0.3,8.6,-29.7,7.1,-5.2,-6.3,-10.4,-7.4,-8.0,-8.9,0.8,-39.3,-32.9,-1.9,-8.5,-9.3,-9.8,-10.1,-7.1,-2.7,-8.4,-30.5,-4.1,-9.9,-37.3,4.8,-1.9,7.9,-14.6,-27.7,-32.2
