Date,Change in private inventories,Durable goods,Equipment,Exports,Federal,Fixed investment,Goods,Government consumption expenditures and gross investment,Gross domestic product,Gross private domestic investment,Imports,Intellectual property products,National defense,Net exports of goods and services,Nondefense,Nondurable goods,Nonresidential,Personal consumption expenditures,Residential,Residual,Services,State and local,Structures
1947-01-01,6238.0,,,93767.0,,,,560515.0,2182681.0,227242.0,53861.0,,,,,,,1351397.0,,3621.0,,,
1947-04-01,-4326.0,,,92584.0,,,,560091.0,2176892.0,209836.0,54898.0,,,,,,,1373880.0,,-4601.0,,,
1947-07-01,-16874.0,,,87885.0,,,,560034.0,2172432.0,203662.0,48687.0,,,,,,,1378358.0,,-8820.0,,,
1947-10-01,-2822.0,,,77928.0,,,,555556.0,2206452.0,243072.0,51312.0,,,,,,,1378796.0,,2412.0,,,
1948-01-01,14095.0,,,74373.0,,,,563895.0,2239682.0,268012.0,57862.0,,,,,,,1385667.0,,5598.0,,,
1948-04-01,26813.0,,,67420.0,,,,583846.0,2276690.0,284598.0,60156.0,,,,,,,1401789.0,,-807.0,,,
1948-07-01,31333.0,,,69005.0,,,,596087.0,2289770.0,287514.0,63297.0,,,,,,,1403859.0,,-3397.0,,,
1948-10-01,24243.0,,,66573.0,,,,618100.0,2292364.0,273765.0,62270.0,,,,,,,1415063.0,,-18867.0,,,
1949-01-01,-2474.0,,,74540.0,,,,634547.0,2260807.0,232885.0,60402.0,,,,,,,1417353.0,,-38115.0,,,
1949-04-01,-21832.0,,,73902.0,,,,662174.0,2253128.0,201926.0,59521.0,,,,,,,1439077.0,,-64430.0,,,
1949-07-01,-4783.0,,,67729.0,,,,665721.0,2276424.0,218667.0,57095.0,,,,,,,1442341.0,,-60939.0,,,
1949-10-01,-21818.0,,,58631.0,,,,654121.0,2257352.0,207912.0,57955.0,,,,,,,1463488.0,,-68844.0,,,
1950-01-01,9151.0,,,57665.0,,,,642039.0,2346104.0,257271.0,59575.0,,,,,,,1487854.0,,-39150.0,,,
1950-04-01,13359.0,,,58361.0,,,,653806.0,2417682.0,284803.0,62863.0,,,,,,,1512357.0,,-28782.0,,,
1950-07-01,17541.0,,,59875.0,,,,643275.0,2511127.0,309285.0,77573.0,,,,,,,1590019.0,,-13755.0,,,
1950-10-01,56183.0,,,64728.0,,,,688730.0,2559214.0,348585.0,77719.0,,,,,,,1542087.0,,-7196.0,,,
1951-01-01,34908.0,,,67963.0,,,,762013.0,2593967.0,312966.0,77724.0,,,,,,,1579375.0,,-50626.0,,,
1951-04-01,50756.0,,,74651.0,,,,863552.0,2638898.0,320221.0,75148.0,,,,,,,1534744.0,,-79122.0,,,
1951-07-01,33468.0,,,76485.0,,,,958430.0,2693259.0,296643.0,68784.0,,,,,,,1552624.0,,-122138.0,,,
1951-10-01,14383.0,,,75767.0,,,,1009059.0,2699156.0,273007.0,66985.0,,,,,,,1561670.0,,-153362.0,,,
1952-01-01,18048.0,,,79800.0,,,,1039017.0,2727954.0,280130.0,74757.0,,,,,,,1565288.0,,-161523.0,,,
1952-04-01,-4389.0,,,71028.0,,,,1074374.0,2733800.0,259010.0,74371.0,,,,,,,1595941.0,,-192183.0,,,
1952-07-01,19996.0,,,65418.0,,,,1085214.0,2753517.0,272895.0,78921.0,,,,,,,1603596.0,,-194685.0,,,
1952-10-01,20051.0,,,65866.0,,,,1103302.0,2843941.0,292552.0,85997.0,,,,,,,1660168.0,,-191950.0,,,
1953-01-01,16203.0,,,64752.0,,,,1138261.0,2896811.0,298847.0,83877.0,,,,,,,1679665.0,,-200838.0,,,
1953-04-01,15897.0,,,65156.0,,,,1161607.0,2919206.0,300547.0,88227.0,,,,,,,1689777.0,,-209655.0,,,
1953-07-01,9642.0,,,67767.0,,,,1149285.0,2902785.0,294261.0,87891.0,,,,,,,1685752.0,,-206388.0,,,
1953-10-01,-8267.0,,,65534.0,,,,1146434.0,2858845.0,272998.0,83568.0,,,,,,,1674449.0,,-217002.0,,,
1954-01-01,-7346.0,,,62595.0,,,,1116653.0,2845192.0,271041.0,78742.0,,,,,,,1680625.0,,-206980.0,,,
1954-04-01,-11829.0,,,71588.0,,,,1078860.0,2848305.0,270402.0,85824.0,,,,,,,1702449.0,,-189170.0,,,
1954-07-01,-9423.0,,,69288.0,,,,1055542.0,2880482.0,283451.0,80647.0,,,,,,,1725489.0,,-172641.0,,,
1954-10-01,-3480.0,,,72479.0,,,,1049200.0,2936852.0,295882.0,81412.0,,,,,,,1761703.0,,-160999.0,,,
1955-01-01,14027.0,,,75172.0,,,,1049830.0,3020746.0,325442.0,86223.0,,,,,,,1801231.0,,-144706.0,,,
1955-04-01,20699.0,,,73419.0,,,,1039546.0,3069910.0,345235.0,91112.0,,,,,,,1835737.0,,-132916.0,,,
1955-07-01,18889.0,,,78238.0,,,,1046213.0,3111379.0,350533.0,92645.0,,,,,,,1858411.0,,-129370.0,,,
1955-10-01,26017.0,,,78590.0,,,,1025470.0,3130068.0,358661.0,96002.0,,,,,,,1881748.0,,-118400.0,,,
1956-01-01,21944.0,,,82321.0,,,,1025219.0,3117922.0,348420.0,100032.0,,,,,,,1884805.0,,-122812.0,,,
1956-04-01,15246.0,,,87867.0,,,,1045932.0,3143694.0,345678.0,99511.0,,,,,,,1891074.0,,-127347.0,,,
1956-07-01,11829.0,,,90792.0,,,,1036749.0,3140874.0,342583.0,100376.0,,,,,,,1895350.0,,-124224.0,,,
1956-10-01,10471.0,,,94860.0,,,,1063129.0,3192570.0,339406.0,95771.0,,,,,,,1921479.0,,-130534.0,,,
1957-01-01,5663.0,,,101041.0,,,,1085921.0,3213011.0,334137.0,103391.0,,,,,,,1934843.0,,-139540.0,,,
1957-04-01,8145.0,,,98048.0,,,,1080303.0,3205970.0,333798.0,104198.0,,,,,,,1938216.0,,-140197.0,,,
1957-07-01,11901.0,,,95307.0,,,,1089494.0,3237386.0,341451.0,102186.0,,,,,,,1953532.0,,-140212.0,,,
1957-10-01,-11091.0,,,92467.0,,,,1107405.0,3203894.0,315195.0,102531.0,,,,,,,1954346.0,,-162989.0,,,
1958-01-01,-13882.0,,,83302.0,,,,1097821.0,3120724.0,293932.0,104048.0,,,,,,,1927309.0,,-177591.0,,,
1958-04-01,-12101.0,,,83692.0,,,,1125194.0,3141224.0,288010.0,108497.0,,,,,,,1943243.0,,-190418.0,,,
1958-07-01,6134.0,,,83936.0,,,,1131649.0,3213884.0,310114.0,106863.0,,,,,,,1975484.0,,-180435.0,,,
1958-10-01,16137.0,,,83634.0,,,,1154467.0,3289032.0,336555.0,112484.0,,,,,,,2002318.0,,-175458.0,,,
1959-01-01,13080.0,,,89697.0,,,,1142671.0,3352129.0,354894.0,115440.0,,,,,,,2039017.0,,-158711.0,,,
1959-04-01,33118.0,,,88981.0,,,,1156740.0,3427667.0,382500.0,121057.0,,,,,,,2070508.0,,-150005.0,,,
1959-07-01,3920.0,,,97562.0,,,,1166589.0,3430057.0,357798.0,122212.0,,,,,,,2092138.0,,-161818.0,,,
1959-10-01,19404.0,,,92734.0,,,,1157052.0,3439832.0,369442.0,119109.0,,,,,,,2094495.0,,-154783.0,,,
1960-01-01,48436.0,,,104686.0,,,,1137363.0,3517181.0,406581.0,123608.0,,,,,,,2114532.0,,-122372.0,,,
1960-04-01,13840.0,,,107689.0,,,,1150170.0,3498246.0,368686.0,124527.0,,,,,,,2141205.0,,-144977.0,,,
1960-07-01,19572.0,,,110036.0,,,,1178324.0,3515385.0,367749.0,120857.0,,,,,,,2132646.0,,-152513.0,,,
1960-10-01,-22782.0,,,110622.0,,,,1186511.0,3470278.0,327010.0,115156.0,,,,,,,2135408.0,,-174118.0,,,
1961-01-01,-10386.0,,,109861.0,,,,1204136.0,3493703.0,335496.0,114599.0,,,,,,,2134615.0,,-175806.0,,,
1961-04-01,8962.0,,,104748.0,,,,1207172.0,3553021.0,359004.0,115998.0,,,,,,,2166382.0,,-168286.0,,,
1961-07-01,29740.0,,,109482.0,,,,1232997.0,3621252.0,386914.0,123682.0,,,,,,,2176916.0,,-161376.0,,,
1961-10-01,24675.0,,,111267.0,,,,1260059.0,3692289.0,393316.0,126623.0,,,,,,,2220704.0,,-166435.0,,,
1962-01-01,38993.0,,,110613.0,,,,1284377.0,3758147.0,414522.0,130476.0,,,,,,,2244227.0,,-165115.0,,,
1962-04-01,24493.0,,,116970.0,,,,1290924.0,3792149.0,411253.0,133323.0,,,,,,,2271817.0,,-165492.0,,,
1962-07-01,28725.0,,,116765.0,,,,1320783.0,3838776.0,418241.0,135014.0,,,,,,,2290126.0,,-172125.0,,,
1962-10-01,17055.0,,,112988.0,,,,1329937.0,3851421.0,406004.0,136664.0,,,,,,,2322530.0,,-183374.0,,,
1963-01-01,33543.0,,,114704.0,,,,1311923.0,3893482.0,427366.0,133501.0,,,,,,,2338799.0,,-165808.0,,,
1963-04-01,22120.0,,,123873.0,,,,1312902.0,3937183.0,434164.0,136644.0,,,,,,,2360869.0,,-157981.0,,,
1963-07-01,26255.0,,,123253.0,,,,1371177.0,4023755.0,447531.0,140113.0,,,,,,,2392896.0,,-170989.0,,,
1963-10-01,19180.0,,,128070.0,,,,1357005.0,4050147.0,452965.0,139654.0,,,,,,,2412836.0,,-161075.0,,,
1964-01-01,20471.0,,,134547.0,,,,1361263.0,4135553.0,469918.0,139523.0,,,,,,,2460191.0,,-150844.0,,,
1964-04-01,19642.0,,,133998.0,,,,1373511.0,4180592.0,468225.0,142663.0,,,,,,,2503709.0,,-156188.0,,,
1964-07-01,23536.0,,,138193.0,,,,1375153.0,4245918.0,479154.0,146492.0,,,,,,,2549958.0,,-150047.0,,,
1964-10-01,22509.0,,,140975.0,,,,1374590.0,4259046.0,483706.0,150454.0,,,,,,,2557236.0,,-147007.0,,,
1965-01-01,51575.0,,,124567.0,,,,1373018.0,4362111.0,529824.0,145038.0,,,,,,,2614265.0,,-134525.0,,,
1965-04-01,37157.0,,,145419.0,,,,1389271.0,4417225.0,531216.0,162154.0,,,,,,,2643097.0,,-129625.0,,,
1965-07-01,41846.0,,,142188.0,,,,1435360.0,4515427.0,549712.0,162819.0,,,,,,,2688512.0,,-137526.0,,,
1965-10-01,33654.0,,,150878.0,,,,1462544.0,4619458.0,553352.0,170763.0,,,,,,,2764094.0,,-140648.0,,,
1966-01-01,58962.0,,,147160.0,,,,1489775.0,4731888.0,597563.0,175164.0,,,,,,,2804899.0,,-132345.0,,,
1966-04-01,56666.0,,,151583.0,,,,1517912.0,4748046.0,588717.0,179520.0,,,,,,,2812086.0,,-142731.0,,,
1966-07-01,50369.0,,,149771.0,,,,1559275.0,4788254.0,584373.0,189589.0,,,,,,,2844198.0,,-159775.0,,,
1966-10-01,69319.0,,,153495.0,,,,1586198.0,4827537.0,587798.0,191724.0,,,,,,,2856047.0,,-164277.0,,,
1967-01-01,64874.0,,,155380.0,,,,1653233.0,4870299.0,573373.0,194717.0,,,,,,,2872504.0,,-189473.0,,,
1967-04-01,28499.0,,,153314.0,,,,1646377.0,4873287.0,552629.0,193170.0,,,,,,,2911776.0,,-197640.0,,,
1967-07-01,38402.0,,,152084.0,,,,1664669.0,4919392.0,568833.0,195707.0,,,,,,,2926685.0,,-197173.0,,,
1967-10-01,37360.0,,,154952.0,,,,1677307.0,4956477.0,581104.0,206028.0,,,,,,,2944594.0,,-195453.0,,,
1968-01-01,34133.0,,,159305.0,,,,1707281.0,5057553.0,592754.0,218167.0,,,,,,,3015162.0,,-198782.0,,,
1968-04-01,59786.0,,,161970.0,,,,1716107.0,5142033.0,615427.0,221494.0,,,,,,,3061075.0,,-191051.0,,,
1968-07-01,32636.0,,,173487.0,,,,1721216.0,5181859.0,598643.0,234806.0,,,,,,,3118445.0,,-195125.0,,,
1968-10-01,27116.0,,,169631.0,,,,1722739.0,5202212.0,605155.0,232828.0,,,,,,,3132511.0,,-194997.0,,,
1969-01-01,45460.0,,,149913.0,,,,1726594.0,5283597.0,640790.0,210867.0,,,,,,,3167245.0,,-190078.0,,,
1969-04-01,37989.0,,,182766.0,,,,1721163.0,5299625.0,637015.0,252469.0,,,,,,,3187677.0,,-176527.0,,,
1969-07-01,43899.0,,,179708.0,,,,1724612.0,5334600.0,649948.0,249198.0,,,,,,,3203218.0,,-173688.0,,,
1969-10-01,23776.0,,,184409.0,,,,1701376.0,5308556.0,618565.0,246460.0,,,,,,,3228820.0,,-178154.0,,,
1970-01-01,4328.0,,,186842.0,,,144190.5,1693165.0,5300652.0,600116.0,245653.0,,,-58811.0,,,,3248853.0,,-182672.0,77927.5,,
1970-04-01,20148.0,,,194082.0,,,146499.0,1673464.0,5308164.0,601421.0,250508.0,,,-56426.0,,,,3263571.0,,-173866.0,82780.5,,
1970-07-01,20250.0,,,194859.0,,,146344.5,1680531.0,5357077.0,611208.0,249933.0,,,-55074.0,,,,3292183.0,,-171771.0,83187.0,,
1970-10-01,-16829.0,,,195263.0,,,149510.0,1681319.0,5299672.0,578757.0,253809.0,,,-58546.0,,,,3283245.0,,-185104.0,81269.5,,
1971-01-01,47696.0,,,197046.0,,,148112.5,1656742.0,5443619.0,646232.0,250817.0,,,-53771.0,,,,3346268.0,,-151852.0,83242.5,,
1971-04-01,40589.0,,,195588.0,,,156522.5,1652914.0,5473059.0,664569.0,269738.0,,,-74149.0,,,,3377022.0,,-147297.0,82990.0,,
1971-07-01,38579.0,,,205365.0,,,164027.5,1652012.0,5518072.0,672632.0,275701.0,,,-70335.0,,,,3403947.0,,-140184.0,82206.0,,
1971-10-01,-2228.0,,,186407.0,,,146776.5,1640336.0,5531032.0,654519.0,257013.0,,,-70606.0,,,,3460427.0,,-153644.0,82943.5,,
1972-01-01,13935.0,,,207596.0,,,171672.5,1649269.0,5632649.0,697648.0,294575.0,,,-86979.0,,,,3506098.0,,-133387.0,85520.5,,
1972-04-01,45638.0,,,201538.0,,,165217.0,1655872.0,5760470.0,737276.0,284109.0,,,-82571.0,,,,3572842.0,,-122949.0,83523.0,,
1972-07-01,48838.0,,,213689.0,,,173069.5,1624317.0,5814854.0,747745.0,290022.0,,,-76334.0,,,,3627904.0,,-108778.0,84309.0,,
1972-10-01,19615.0,,,222725.0,,,182705.5,1637754.0,5912220.0,752434.0,303087.0,,,-80362.0,,,,3713038.0,,-110645.0,84461.0,,
1973-01-01,32168.0,,,239018.0,,,194820.5,1651865.0,6058544.0,796530.0,317093.0,,,-78075.0,,,,3780829.0,,-92604.0,86554.0,,
1973-04-01,62868.0,,,250533.0,,,196453.0,1640230.0,6124506.0,830483.0,307953.0,,,-57420.0,,,,3779125.0,,-67911.0,85031.5,,
1973-07-01,29975.0,,,251377.0,,,194595.0,1620936.0,6092301.0,800370.0,299446.0,,,-48068.0,,,,3792426.0,,-73363.0,82784.5,,
1973-10-01,69558.0,,,263743.0,,,201796.0,1633097.0,6150131.0,828879.0,301679.0,,,-37936.0,,,,3781115.0,,-55023.0,80427.5,,
1974-01-01,33922.0,,,267163.0,,,196721.5,1662599.0,6097258.0,781544.0,291445.0,,,-24282.0,,,,3747286.0,,-69889.0,83569.5,,
1974-04-01,44484.0,,,280191.0,,,207266.5,1670929.0,6111751.0,778425.0,306886.0,,,-26695.0,,,,3760779.0,,-71688.0,86906.5,,
