Date,Administrative expenses,Benefits paid,Budget outlays,Budget receipts,Budget surplus or deficit (-) (1-19),Capital transfers paid,Capital transfers received,Contributions accrued (employer),Contributions received by federal employee pension and insurance funds,Current surplus of government enterprises,Current transfer payments,Deposit insurance,"Equals: Federal government current expenditures, NIPAs","Equals: Federal government current receipts, NIPAs","Equals: Federal government saving, national income and product accounts (18-47)",Excise taxes,Federal and state unemployment insurance taxes,Federal employee pension and insurance fund transactions,Financial transactions,Financing disbursements from credit programs,Interest accrued,Interest payments,Interest receipts,Less: Coverage differences,Less: Federal employee retirement plans (3-21),Less: Net capital transfers received (4-29),Less: Netting and grossing differences,Less: Other coverage differences (5+6-26-27-30-35-36),Less: Timing differences (42-12),Loan disbursements less loan repayments and sales,Net investment,Net purchases of foreign currency,Net purchases of nonproduced assets,Other,Other differences in funds covered,Plus: Net investment (28),Plus: Timing differences,Purchases (increase in payables net of advances),Supplementary medical insurance premiums,Taxes on corporate income,Withheld personal income tax and social security contributions
2007-10-01,74.0,29661.0,714351.0,606209.0,-108142.0,21009.0,6871.0,-21890.0,1069.0,-825.0,12810.0,1252.0,749263.0,677597.0,-71666.0,24.0,4939.0,-30036.0,8418.5,-7058.0,-37881.0,27.0,-2928.0,4040.5,31105.0,-14138.0,-34605.0,4419.0,-48440.0,9454.0,9423.0,0.0,-1399.0,-6078.857142857143,2085.0,9423.0,22587.0,-10285.0,-12938.0,-20099.0,59894.0
2008-01-01,74.0,30043.0,745776.0,539835.0,-205941.0,18584.0,6500.0,-10960.0,1022.0,-699.0,-24207.0,419.0,761256.0,665670.0,-95586.0,-179.0,4603.0,-18407.0,4881.0,-7058.0,-37563.0,27.0,-2890.0,10076.0,19429.0,-12084.0,-37261.0,73.0,-109236.0,9750.0,8538.0,0.0,-2674.0,-4989.428571428572,1810.0,8538.0,43473.0,8029.0,-13788.0,18936.0,76562.0
2008-04-01,74.0,30242.0,762374.0,787858.0,25484.0,19324.0,8862.0,-11146.0,1040.0,-604.0,6131.0,1783.0,848721.0,662766.0,-185955.0,-852.0,-11916.0,-20538.0,6763.5,-7058.0,-39707.0,27.0,-2916.0,12953.5,21578.0,-10462.0,-88683.0,-1119.0,213281.0,15224.0,11838.0,0.0,-5454.0,-20371.85714285714,2110.0,11838.0,-95102.5,3673.0,-13589.0,-46567.0,-142466.0
2008-07-01,74.0,30219.0,759882.0,589953.0,-169929.0,25790.0,6372.0,-11519.0,1034.0,-670.0,13618.0,19000.0,795219.0,619425.0,-175794.0,-3320.0,1623.0,-20140.0,10468.5,-12133.0,-38913.0,27.0,-3099.0,15415.5,21174.0,-19418.0,-55631.0,-658.0,17222.0,2232.0,12455.0,0.0,-2417.0,-14005.142857142857,2199.0,12455.0,-7810.5,1266.0,-13864.0,-9547.0,-809.0
2008-10-01,45.0,32068.0,1029155.0,547439.0,-481715.0,88356.0,6503.0,-22052.0,1110.0,-625.0,9873.0,7595.0,801794.0,634189.0,-167605.0,1532.0,4671.0,-26509.0,154718.0,-94907.0,-36570.0,-10.0,-4821.0,140645.0,27619.0,-81853.0,-42134.0,-194303.0,-52575.0,314039.0,12999.0,0.0,-9778.0,-8446.142857142857,2260.0,12999.0,28205.5,-13272.0,-13887.0,-18069.0,64826.0
2009-01-01,45.0,32419.0,913857.0,442394.0,-471463.0,71703.0,5501.0,-11013.0,967.0,-535.0,-28577.0,7144.0,828974.0,559143.0,-269832.0,880.0,5095.0,-12529.0,75963.5,-86072.0,-33980.0,-10.0,-7679.0,69289.5,13496.0,-66202.0,-44703.0,-59169.0,-79851.0,109912.0,9906.0,0.0,-6928.0,1914.5714285714287,2101.0,9906.0,40520.0,9468.0,-14175.0,23166.0,49861.0
2009-04-01,45.0,32293.0,729082.0,598839.0,-130242.0,55359.0,6362.0,-12397.0,1084.0,-673.0,12319.0,7208.0,887955.0,563178.0,-324777.0,-252.0,-10893.0,-19366.0,3881.0,-157564.0,-39307.0,-10.0,-9816.0,-45324.5,20450.0,-48997.0,-46165.0,150857.0,85003.0,-102791.0,12779.0,0.0,-1250.0,9341.285714285714,2069.0,12779.0,-29883.5,2483.0,-14341.0,-6378.0,-59632.0
2009-07-01,45.0,32327.0,844557.0,515938.0,-328619.0,39505.0,4888.0,-12660.0,981.0,-793.0,8442.0,11853.0,877357.0,530057.0,-347300.0,1069.0,1477.0,-18236.0,22408.5,-65764.0,-37948.0,-10.0,-9380.0,11108.5,19217.0,-34617.0,-53273.0,22890.0,24693.0,210.0,13502.0,0.0,-445.0,-6307.714285714285,1980.0,13502.0,-18704.5,1025.0,-14552.0,7099.0,-35711.0
2009-10-01,69.0,33015.0,876993.0,487776.0,-389217.0,46064.0,3864.0,-24083.0,1121.0,-461.0,-21163.0,6742.0,890955.0,589687.0,-301268.0,403.0,4513.0,-30011.0,-3376.5,29254.0,-39012.0,28.0,-11449.0,25435.5,31132.0,-42200.0,-98021.0,-12823.0,-51263.0,88123.0,12795.0,0.0,-321.0,-42989.28571428572,2640.0,12795.0,-14649.0,-10200.0,-18507.0,9781.0,43658.0
2010-01-01,69.0,33130.0,794048.0,466119.0,-327929.0,37235.0,5234.0,-13130.0,926.0,-345.0,-13593.0,3113.0,923970.0,589161.0,-334809.0,2918.0,6809.0,-17373.0,10396.5,-133985.0,-37442.0,28.0,-9585.0,-35714.5,18299.0,-32001.0,-52595.0,113454.0,-81382.0,-33563.0,11490.0,0.0,-201.0,378.2857142857143,2098.0,11490.0,38173.0,5862.0,-11394.0,33962.0,28766.0
2010-04-01,69.0,33125.0,931640.0,643099.0,-288540.0,47587.0,5595.0,-13620.0,1068.0,40.0,16342.0,19346.0,939615.0,613670.0,-325946.0,-1159.0,-12634.0,-20192.0,21627.0,-20113.0,-39765.0,28.0,-9898.0,37920.0,21260.0,-41992.0,-56559.0,-22787.0,95144.0,69691.0,14219.0,0.0,-428.0,-14558.0,2328.0,14219.0,-29365.5,2600.0,-15264.0,-21493.0,-46644.0
2010-07-01,69.0,33248.0,853269.0,564750.0,-288519.0,34181.0,3638.0,-13894.0,962.0,370.0,13820.0,295.0,944105.0,594259.0,-349847.0,-2914.0,1616.0,-18162.0,-8380.5,-32595.0,-37584.0,28.0,-10386.0,-7728.5,19124.0,-30543.0,-59765.0,54876.0,32220.0,21272.0,14350.0,0.0,-277.0,-16698.14285714286,2409.0,14350.0,-7321.0,2296.0,-15488.0,-404.0,-22251.0
2010-10-01,59.0,33058.0,901233.0,531795.0,-369438.0,29120.0,613.0,-26178.0,1091.0,796.0,18411.0,-2492.0,956935.0,649174.0,-307761.0,-254.0,3564.0,-33002.0,-4972.0,6694.0,-39942.0,29.0,-10262.0,1435.0,34093.0,-28507.0,-55744.0,12520.0,-66333.0,848.0,13450.0,0.0,-54.0,-10340.857142857143,2482.0,13450.0,32231.5,-15143.0,-15500.0,18148.0,34656.0
2011-01-01,59.0,33462.0,949946.0,488099.0,-461847.0,23609.0,-596.0,-13923.0,925.0,1020.0,-48562.0,764.0,946475.0,645502.0,-300973.0,1781.0,7387.0,-19733.0,18758.0,-24632.0,-39331.0,29.0,-10175.0,15914.0,20658.0,-24205.0,-58722.0,-12761.0,-134376.0,50224.0,10191.0,0.0,-63.0,-10291.42857142857,2131.0,10191.0,34157.0,10398.0,-15950.0,43434.0,47665.0
2011-04-01,59.0,33339.0,855945.0,714138.0,-141807.0,34421.0,6638.0,-14089.0,1057.0,1076.0,14791.0,790.0,966997.0,643921.0,-323076.0,563.0,-15325.0,-24221.0,-12844.5,-33955.0,-43530.0,29.0,-10050.0,-13687.0,25278.0,-27783.0,-59222.0,60443.0,134065.0,-16508.0,10734.0,0.0,-173.0,-12020.714285714286,2296.0,10734.0,-52491.5,6442.0,-15635.0,-24676.0,-80340.0
2011-07-01,59.0,33612.0,895005.0,568464.0,-326541.0,34406.0,596.0,-14269.0,978.0,1275.0,-12360.0,2170.0,946054.0,623918.0,-322136.0,-2738.0,2197.0,-20681.0,-12987.5,-8792.0,-40083.0,29.0,-10124.0,-2248.0,21659.0,-33810.0,-60323.0,34907.0,-16332.0,-20119.0,10829.0,0.0,-378.0,-11310.714285714286,2421.0,10829.0,-9319.5,-1551.0,-16043.0,2415.0,-4245.0
2011-10-01,59.0,34220.0,875541.0,555439.0,-320102.0,38811.0,3004.0,-25337.0,959.0,1366.0,46356.0,908.0,948226.0,660269.0,-287957.0,1572.0,2958.0,-32658.0,18186.0,-24709.0,-41600.0,29.0,-8898.0,14414.5,33617.0,-35807.0,-53397.0,-5137.0,-15844.0,22281.0,8973.0,0.0,-262.0,-6088.571428571428,2520.0,8973.0,49775.5,-3786.0,-16076.0,5033.0,39433.0
2012-01-01,59.0,34904.0,965914.0,508945.0,-456969.0,23747.0,3157.0,-13887.0,925.0,1294.0,-61660.0,2436.0,940733.0,678688.0,-262045.0,2951.0,6616.0,-18747.0,14797.0,-24709.0,-39823.0,29.0,-9265.0,12614.0,19672.0,-20590.0,-46667.0,-4517.0,-183079.0,31476.0,6410.0,0.0,-350.0,-4204.142857142857,2460.0,6410.0,38228.5,-1012.0,-16004.0,35775.0,76226.0
2012-04-01,59.0,34899.0,884458.0,759696.0,-124762.0,22220.0,4322.0,-14252.0,928.0,1455.0,7695.0,1280.0,945236.0,679094.0,-266143.0,-1387.0,-16544.0,-23227.0,5681.0,-24709.0,-43933.0,29.0,-9252.0,1324.0,24155.0,-17898.0,-46525.0,14026.0,128259.0,11688.0,7162.0,0.0,-322.0,-6866.0,2401.0,7162.0,-55112.5,6006.0,-15959.0,-13686.0,-88907.0
2012-07-01,59.0,34593.0,810154.0,625012.0,-185142.0,26598.0,3425.0,-14265.0,927.0,1543.0,46893.0,525.0,945741.0,640065.0,-305676.0,-3781.0,-2102.0,-19380.0,-12193.5,-24709.0,-39767.0,29.0,-9289.0,-12763.5,20307.0,-23173.0,-44603.0,49454.0,81339.0,-13400.0,7393.0,0.0,-344.0,-6811.857142857143,2631.0,7393.0,17953.5,8494.0,-16416.0,1374.0,-17391.0
2012-10-01,59.0,35492.0,908149.0,615544.0,-292605.0,32388.0,3170.0,-22876.0,918.0,1718.0,11079.0,1024.0,941793.0,702970.0,-238822.0,178.0,7227.0,-28291.0,21565.5,-34278.0,-40967.0,54.0,-9487.0,9997.5,29209.0,-29218.0,-45459.0,-2160.0,-46926.0,36581.0,4688.0,0.0,-959.0,-5970.285714285715,2768.0,4688.0,25074.0,-5907.0,-16403.0,5026.0,33694.0
2013-01-01,59.0,35862.0,888244.0,581066.0,-307178.0,18914.0,3249.0,-13837.0,884.0,1578.0,-31363.0,167.0,938461.0,730858.0,-207603.0,2362.0,5539.0,-18316.0,4871.5,-34273.0,-40400.0,54.0,-14715.0,-7660.5,19200.0,-15665.0,-54175.0,28198.0,-128151.0,14200.0,3157.0,0.0,-487.0,-7006.428571428572,2338.0,3157.0,38169.0,2808.0,-17447.0,35095.0,58553.0
2013-04-01,59.0,36078.0,800748.0,890528.0,89780.0,20135.0,8426.0,-13889.0,873.0,1923.0,15342.0,81.0,946530.0,816937.0,-129593.0,1141.0,-14884.0,-22544.0,5251.5,-34273.0,-44793.0,54.0,-70993.0,-6631.5,23417.0,-11709.0,-105084.0,27845.0,182790.0,13946.0,2971.0,0.0,-748.0,-6098.428571428572,2341.0,2971.0,-75620.0,6329.0,-17198.0,-28489.0,-130149.0
2013-07-01,59.0,35521.0,855889.0,686838.0,-169051.0,25448.0,3935.0,-14039.0,889.0,2117.0,15006.0,-1897.0,946758.0,749592.0,-197166.0,-2693.0,3032.0,-21104.0,4842.5,-34273.0,-42645.0,54.0,-19188.0,-5263.0,21993.0,-21513.0,-61069.0,28256.0,3230.0,16702.0,3852.0,0.0,-904.0,-9014.285714285714,2288.0,3852.0,10479.5,1539.0,-17590.0,8600.0,241.0
2013-10-01,58.0,36893.0,839378.0,664602.0,-174776.0,20649.0,5262.0,-21681.0,840.0,2183.0,15327.0,-1743.0,938505.0,838932.0,-99573.0,2826.0,6490.0,-26547.0,15033.5,-27218.0,-41817.0,48.0,-43983.0,1673.5,27387.0,-15387.0,-83550.0,3740.0,-88775.0,44683.0,2168.0,0.0,-338.0,-8247.714285714286,2788.0,2168.0,54852.5,-4727.0,-17740.0,6012.0,76248.0
2014-01-01,58.0,36971.0,897220.0,656191.0,-241029.0,17877.0,3433.0,-13965.0,892.0,1363.0,-37661.0,-817.0,954849.0,835408.0,-119440.0,4881.0,4748.0,-19602.0,2689.5,-27218.0,-42666.0,691.0,-22427.0,-9469.0,20494.0,-14444.0,-64178.0,25527.0,-154086.0,14828.0,-921.0,0.0,-324.0,-8200.285714285714,2333.0,-921.0,44777.0,2374.0,-18138.0,33175.0,79376.0
2014-04-01,58.0,37062.0,890142.0,937770.0,47628.0,20099.0,5154.0,-14292.0,840.0,1214.0,22180.0,-1168.0,970965.0,834494.0,-136471.0,4077.0,-13473.0,-23676.0,13284.5,-27218.0,-46504.0,-172.0,-15055.0,2530.5,24516.0,-14945.0,-58645.0,3412.0,172247.0,38221.0,1132.0,0.0,-443.0,-8966.285714285714,2381.0,1132.0,-67341.5,3502.0,-17968.0,-22865.0,-129098.0
2014-07-01,58.0,36922.0,878511.0,762287.0,-116224.0,25033.0,5330.0,-14376.0,900.0,1061.0,13837.0,-336.0,986420.0,792943.0,-193477.0,-11224.0,2353.0,-20884.0,-7819.5,-27218.0,-43489.0,-1317.0,-10541.0,-14858.5,21784.0,-19703.0,-55589.0,46378.0,30362.0,-6211.0,1568.0,0.0,-1583.0,-9169.714285714286,2409.0,1568.0,-1165.0,3318.0,-18154.0,1172.0,-10918.0
2014-10-01,70.0,37675.0,915784.0,739485.0,-176299.0,20661.0,4877.0,-21630.0,858.0,985.0,6266.0,-47.0,976204.0,831571.0,-144633.0,3966.0,7231.0,-24900.0,12963.0,-21873.0,-41015.0,970.0,-12357.0,2413.0,25758.0,-15784.0,-53945.0,2484.0,-42857.0,28272.0,1268.0,0.0,-269.0,-8634.857142857143,2554.0,1268.0,24720.5,-8521.0,-18333.0,-17470.0,62387.0
2015-01-01,70.0,37755.0,942996.0,680315.0,-262681.0,17084.0,3952.0,-14108.0,946.0,467.0,-38770.0,-594.0,992832.0,848046.0,-144785.0,5370.0,3658.0,-15983.0,7014.5,-21873.0,-39700.0,1374.0,-8311.0,-805.5,16929.0,-13132.0,-53388.0,11976.0,-133978.0,15156.0,-310.0,0.0,-193.0,-6311.0,2244.0,-310.0,54590.0,6710.0,-18812.0,47542.0,71969.0
2015-04-01,70.0,37993.0,902894.0,1027123.0,124229.0,18398.0,6159.0,-14344.0,876.0,362.0,23776.0,-2281.0,996273.0,862224.0,-134049.0,4336.0,-12782.0,-21964.0,14809.5,-21873.0,-45683.0,-90.0,-8189.0,-7593.5,22840.0,-12239.0,-52016.0,24883.0,224277.0,35206.0,1483.0,0.0,-30407.0,-9982.142857142857,2318.0,1483.0,-95369.5,3279.0,-18508.0,-30440.0,-163408.0
2015-07-01,70.0,38952.0,925807.0,801801.0,-124006.0,25334.0,4082.0,-14440.0,971.0,120.0,15639.0,-764.0,1009364.0,821724.0,-187640.0,-13477.0,3257.0,-18658.0,-7006.0,-21873.0,-43239.0,-1349.0,-14027.0,-9579.5,19629.0,-21252.0,-50202.0,38277.0,29636.0,-10619.0,2655.0,0.0,-187.0,-7933.285714285715,2863.0,2655.0,-8042.0,3950.0,-18925.0,-3750.0,-2525.0
2015-10-01,70.0,38503.0,980972.0,765646.0,-215326.0,19321.0,5999.0,-21485.0,978.0,-16.0,-17568.0,-331.0,1007357.0,916392.0,-90965.0,5103.0,6450.0,-24289.0,14390.0,-24652.0,-41376.0,163.0,-8540.0,4034.5,25267.0,-13322.0,-54927.0,1131.0,-134911.0,35398.0,2526.0,0.0,-128.0,-7158.0,2720.0,2526.0,37672.0,-9436.0,-21090.0,-12957.0,93657.0
2016-01-01,70.0,38375.0,954673.0,710576.0,-244097.0,16503.0,4165.0,-14531.0,960.0,-335.0,-11093.0,-1626.0,1019783.0,856066.0,-163717.0,4830.0,3256.0,-16085.0,9385.0,-24652.0,-39998.0,850.0,-11073.0,1766.0,17045.0,-12338.0,-54396.0,8844.0,-92153.0,21599.0,1777.0,0.0,-111.0,-5929.571428571428,2513.0,1777.0,52670.5,6280.0,-18257.0,36155.0,55596.0
2016-04-01,70.0,37882.0,933463.0,992609.0,59146.0,18502.0,6299.0,-15235.0,916.0,55.0,22575.0,-801.0,1024140.0,874009.0,-150131.0,4086.0,-12081.0,-20748.0,8893.5,-24652.0,-43466.0,-30.0,-7497.0,-2020.0,21664.0,-12203.0,-55419.0,16360.0,185906.0,21303.0,2452.0,0.0,-8243.0,-8687.285714285714,2968.0,2452.0,-71401.0,3944.0,-20434.0,-17031.0,-140577.0
2016-07-01,70.0,38533.0,984214.0,797862.0,-186352.0,24308.0,4795.0,-15433.0,1052.0,-106.0,-23972.0,-276.0,1044040.0,854324.0,-189716.0,-12314.0,2699.0,-17978.0,-11853.5,-24652.0,-41147.0,-1157.0,-10433.0,-15322.5,19030.0,-19513.0,-52132.0,50461.0,-43891.0,-19294.0,2722.0,0.0,-467.0,-6376.285714285715,2675.0,2722.0,-9310.5,-2997.0,-20865.0,5388.0,13379.0
2016-10-01,71.0,39537.0,950403.0,740769.0,-209634.0,21255.0,4791.0,-22579.0,1045.0,-304.0,43154.0,-274.0,1040011.0,876273.0,-163739.0,4198.0,5740.0,-24700.0,7362.0,-10249.0,-41729.0,286.0,-12093.0,2595.0,25745.0,-16464.0,-57700.0,4274.0,-57095.0,20957.0,2356.0,0.0,-94.0,-9474.857142857143,2600.0,2356.0,57451.0,-5043.0,-20756.0,-1438.0,72739.0
2017-01-01,71.0,39848.0,1049452.0,732364.0,-317088.0,17363.0,5468.0,-15169.0,1035.0,-701.0,-77259.0,-1335.0,1050365.0,910302.0,-140064.0,3197.0,4455.0,-16211.0,1214.5,-10249.0,-40961.0,46.0,-16547.0,1513.0,17246.0,-11895.0,-66822.0,10959.0,-191518.0,4178.0,1817.0,0.0,-159.0,-7064.285714285715,2627.0,1817.0,24117.0,1816.0,-22441.0,38051.0,71605.0
2017-04-01,71.0,39670.0,1031027.0,1034681.0,3654.0,20585.0,7656.0,-15132.0,1060.0,-810.0,17255.0,2653.0,1048672.0,878039.0,-170633.0,2007.0,-11681.0,-18099.0,34408.5,-10249.0,-42708.0,46.0,-11529.0,37778.0,19159.0,-12929.0,-61899.0,-56211.0,228029.0,69923.0,3761.0,0.0,-147.0,-9223.857142857143,3279.0,3761.0,-93619.5,3969.0,-22132.0,-61151.0,-132839.0
2017-07-01,71.0,39712.0,949509.0,807074.0,-142435.0,33618.0,4788.0,-15024.0,1050.0,-819.0,11774.0,293.0,1065491.0,836545.0,-228946.0,-4338.0,2628.0,-15584.0,-21916.5,-10249.0,-40342.0,46.0,-11606.0,-12476.5,16634.0,-28830.0,-56387.0,57344.0,45578.0,-39800.0,4215.0,0.0,-1841.0,-4984.142857142857,2788.0,4215.0,3863.0,3849.0,-23241.0,-13722.0,-3297.0
2017-10-01,72.0,40348.0,993966.0,769512.0,-224454.0,20260.0,5239.0,-23617.0,1097.0,-750.0,51691.0,-2405.0,1076017.0,878861.0,-197156.0,2949.0,5981.0,-22881.0,14614.5,-20750.0,-39684.0,68.0,-9830.0,6544.0,23978.0,-15021.0,-58134.0,999.0,-31322.0,37631.0,5932.0,0.0,-66.0,-11166.42857142857,2569.0,5932.0,44109.5,-6600.0,-22665.0,-13489.0,62469.0
2018-01-01,72.0,40872.0,1102980.0,727495.0,-375485.0,16061.0,5834.0,-15596.0,1085.0,-773.0,-72011.0,-629.0,1101431.0,909578.0,-191854.0,3841.0,3062.0,-15425.0,9655.5,-20750.0,-40773.0,68.0,-7178.0,6931.0,16510.0,-10227.0,-63310.0,4100.0,-188390.0,19302.0,5625.0,0.0,-28.0,-8156.571428571428,2526.0,5625.0,33887.5,8960.0,-25549.0,38971.0,82618.0
2018-04-01,72.0,40700.0,1051490.0,1043799.0,-7691.0,20617.0,5836.0,-15465.0,1131.0,-919.0,14312.0,-1516.0,1111292.0,894362.0,-216930.0,4292.0,-12172.0,-17842.0,14743.0,-20750.0,-43149.0,68.0,-8282.0,12737.5,18973.0,-14781.0,-64936.0,-4472.0,216046.0,28611.0,6527.0,0.0,-188.0,-9538.857142857143,2724.0,6527.0,-97017.0,228.0,-25577.0,-24166.0,-169817.0
2018-07-01,72.0,40558.0,959738.0,787940.0,-171798.0,26036.0,5979.0,-16198.0,1191.0,-900.0,60322.0,-687.0,1131031.0,865428.0,-265603.0,-5798.0,2203.0,-16430.0,-14581.0,-20750.0,-40861.0,68.0,-13495.0,-11304.5,17621.0,-20057.0,-70204.0,51852.0,52279.0,-24289.0,7890.0,0.0,-104.0,-9819.57142857143,2707.0,7890.0,42882.0,9398.0,-25901.0,14640.0,9699.0
2018-10-01,71.0,41370.0,1089184.0,771237.0,-317948.0,20591.0,5010.0,-24357.0,1227.0,-727.0,10487.0,-1175.0,1145725.0,913727.0,-231998.0,-2844.0,5201.0,-24081.0,12637.5,-17127.0,-41165.0,21.0,-15108.0,8066.5,25308.0,-15581.0,-62599.0,2061.0,-87198.0,32386.0,10540.0,0.0,-1264.0,-7203.714285714285,2747.0,10540.0,44983.0,-5296.0,-25813.0,2753.0,75448.0
2019-01-01,71.0,42348.0,1109146.0,736058.0,-373088.0,17830.0,3240.0,-16456.0,1085.0,-278.0,-30309.0,-87.0,1166430.0,934482.0,-231948.0,3357.0,5074.0,-12889.0,6144.0,-17120.0,-38852.0,21.0,-13032.0,6819.5,13974.0,-14590.0,-66913.0,10234.0,-140948.0,14696.0,9809.0,0.0,-1317.0,-5235.571428571428,2315.0,9809.0,67760.5,9675.0,-27141.0,31484.0,96019.0
2019-04-01,71.0,42109.0,1156629.0,1101565.0,-55063.0,18703.0,4132.0,-16983.0,1231.0,-197.0,9717.0,-410.0,1186062.0,933189.0,-252874.0,1548.0,-11861.0,-18561.0,21391.5,-17120.0,-43758.0,21.0,-12384.0,21145.0,19792.0,-14571.0,-63249.0,-24156.0,224807.0,34773.0,8061.0,0.0,-192.0,-7194.857142857143,3076.0,8061.0,-111575.5,2407.0,-27382.0,-33932.0,-178660.0
2019-07-01,71.0,42111.0,1091246.0,853342.0,-237903.0,25359.0,4223.0,-17266.0,1217.0,-296.0,25193.0,447.0,1197650.0,889161.0,-308489.0,-4924.0,2038.0,-15264.0,-12875.0,-17120.0,-40180.0,21.0,-8735.0,-6472.5,16481.0,-21136.0,-59776.0,44932.0,41679.0,-24731.0,11370.0,0.0,-291.0,-7556.857142857143,2728.0,11370.0,4863.0,6389.0,-27352.0,-9720.0,-4045.0
2019-10-01,77.0,43270.0,1162847.0,806514.0,-356334.0,33310.0,4613.0,-25785.0,1324.0,-596.0,14678.0,725.0,1197979.0,947498.0,-250481.0,1783.0,4892.0,-22369.0,-40475.0,95517.0,-39931.0,40.0,-8524.0,19988.0,23693.0,-28697.0,-54803.0,-4472.0,-82662.0,-73341.0,13715.0,0.0,-100.0,-5509.857142857143,2535.0,13715.0,53243.0,-11549.0,-27540.0,-5484.0,88458.0
2020-01-01,77.0,42865.0,1186842.0,797008.0,-389834.0,19832.0,5143.0,-17623.0,1228.0,-1082.0,-27997.0,-464.0,1212820.0,970259.0,-242562.0,5569.0,4740.0,-13412.0,-43668.0,95517.0,-38732.0,40.0,-8279.0,16569.0,14640.0,-14689.0,-65901.0,-4408.0,-130864.0,-94019.0,11952.0,0.0,-75.0,-6521.714285714285,2605.0,11952.0,50283.0,8941.0,-29636.0,27373.0,78575.0
2020-04-01,77.0,42948.0,2654430.0,656551.0,-1997878.0,21869.0,1354.0,-18507.0,1378.0,-1395.0,-86595.0,135.0,2225906.0,887194.0,-1338713.0,10733.0,-10549.0,-12272.0,6266.0,95517.0,-36790.0,40.0,-4870.0,69817.0,13650.0,-20515.0,-73374.0,-106816.0,-528558.0,5537.0,16927.0,0.0,3.0,-50745.42857142857,3013.0,16927.0,-102497.5,-1808.0,-29311.0,47931.0,121052.0
2020-07-01,77.0,43096.0,1548475.0,1159883.0,-388593.0,28438.0,6424.0,-19091.0,1272.0,-1621.0,14763.0,-709.0,1787914.0,898029.0,-889886.0,-20358.0,2006.0,-15488.0,-37010.5,95517.0,-39570.0,40.0,-5025.0,29557.5,16760.0,-22014.0,-64995.0,-17491.0,541239.0,-69423.0,17200.0,0.0,-2800.0,20753.285714285714,2815.0,17200.0,-46644.5,-1716.0,-30032.0,-47138.0,-246923.0
2020-10-01,83.0,44035.0,1374942.0,803369.0,-571573.0,22379.0,6158.0,-28245.0,1465.0,-1779.0,-6828.0,60.0,1481364.0,1011772.0,-469592.0,4423.0,1773.0,-21068.0,55205.5,-98820.0,-36942.0,42.0,-5146.0,17450.0,22533.0,-16221.0,-68959.0,-2279.0,-86555.0,117598.0,19459.0,0.0,23.0,416.7142857142857,2395.0,19459.0,105903.5,-9444.0,-32835.0,-48.0,145826.0
2021-01-01,83.0,43526.0,2034047.0,900580.0,-1133467.0,71448.0,5229.0,-20022.0,1294.0,-1828.0,57329.0,-535.0,2073369.0,1036380.0,-1036989.0,4152.0,4639.0,-14973.0,67211.5,-98820.0,-38560.0,42.0,-4420.0,54328.5,16267.0,-66219.0,-92719.0,-27255.0,-5603.0,136541.0,13669.0,0.0,-4644.0,-19413.714285714286,2516.0,13669.0,49170.5,9630.0,-28179.0,37111.0,1682.0
2021-04-01,83.0,43812.0,1884358.0,1352129.0,-532229.0,20355.0,9941.0,-20864.0,1492.0,-1831.0,20042.0,-433.0,1943453.0,1101629.0,-841823.0,1793.0,-12895.0,-20455.0,67141.5,-98820.0,-43485.0,42.0,-4071.0,32873.0,21947.0,-10414.0,-95723.0,-33383.0,347568.0,149629.0,16124.0,0.0,20.0,-19993.714285714286,2514.0,16124.0,-158552.5,1209.0,-30672.0,-67293.0,-252967.0
2021-07-01,83.0,43822.0,1528470.0,989905.0,-538565.0,29432.0,5608.0,-21300.0,1379.0,-1781.0,7738.0,301.0,1694597.0,1085595.0,-609002.0,-2487.0,-5456.0,-20531.0,29686.5,-98820.0,-43137.0,42.0,-3831.0,-4947.5,21910.0,-23824.0,-95187.0,45853.0,42046.0,62106.0,15548.0,0.0,-4437.0,-12245.0,2071.0,15548.0,30774.5,4165.0,-30908.0,-16188.0,39565.0
2021-10-01,85.0,47049.0,1428218.0,1051876.0,-376342.0,22207.0,6564.0,-31226.0,1619.0,-1698.0,27888.0,75.0,1551169.0,1200218.0,-350952.0,2428.0,-3362.0,-23807.0,57153.5,-80609.0,-39715.0,11.0,-3730.0,25603.5,25426.0,-15643.0,-92104.0,-22898.0,5079.0,119610.0,17356.0,0.0,33.0,-8823.857142857143,2180.0,17356.0,69146.0,-10704.0,-31289.0,-13195.0,72198.0
2022-01-01,85.0,43859.0,1361059.0,1070139.0,-290920.0,18313.0,7620.0,-21889.0,1408.0,-1632.0,-37022.0,241.0,1497646.0,1287891.0,-209755.0,4711.0,-97.0,-20303.0,38688.5,-80625.0,-42359.0,11.0,-3654.0,-31391.0,21711.0,-10693.0,-91849.0,86941.0,-165906.0,73994.0,13218.0,0.0,-81061.0,-15008.0,1978.0,13218.0,53929.5,11811.0,-35380.0,62974.0,70598.0
2022-04-01,85.0,45955.0,1561933.0,1713404.0,151471.0,117991.0,9721.0,-21925.0,1667.0,-1430.0,27225.0,-265.0,1525343.0,1301943.0,-223400.0,858.0,-16661.0,-22795.0,57670.5,-80625.0,-46911.0,11.0,-3789.0,76234.0,24462.0,-108270.0,-92012.0,-26855.0,501146.0,110027.0,15612.0,0.0,-4305.0,-17242.14285714286,2246.0,15612.0,-239803.0,5634.0,-35043.0,-74719.0,-401567.0
