Date,Durable goods,Final sales,Final sales of computers,Final sales of domestic product,Goods,Gross domestic product,Gross domestic product excluding final sales of computers,Gross domestic product excluding motor vehicle output,Gross domestic product excluding research and development,Gross domestic purchases excluding final sales of computers to domestic purchasers,Motor vehicle output,Nondurable goods,Research and development,Services,Structures
1971-07-01,11.936,20.403333333333332,,28.139,18.229,28.136,,28.286,28.31,,24.422,30.991,22.623,31.381,62.655
1971-10-01,11.7,20.582666666666668,,28.458,18.02,28.202,,28.297,28.373,,25.586,30.878,22.796,31.69,63.784
1972-01-01,12.241,20.755,,28.871,18.394,28.72,,28.751,28.896,,27.357,30.791,23.167,32.094,65.942
1972-04-01,12.761,21.407333333333337,,29.327,19.297,29.372,,29.435,29.561,,27.31,32.497,23.401,32.32,65.971
1972-07-01,13.074,21.682,,29.588,19.579,29.649,,29.824,29.842,,25.292,32.67,23.538,32.547,66.064
1972-10-01,13.897,22.442333333333334,,30.278,20.018,30.146,,30.091,30.346,,30.588,32.154,23.788,32.847,67.942
1973-01-01,14.813,23.06266666666667,,30.92,20.899,30.892,,30.704,31.11,,34.22,32.873,23.982,33.103,69.864
1973-04-01,15.252,23.202333333333332,,31.056,21.435,31.228,,31.16,31.456,,31.978,33.594,24.027,33.32,68.305
1973-07-01,15.238,23.241,,31.092,21.128,31.064,,31.033,31.288,,31.002,32.663,23.957,33.476,67.401
1973-10-01,15.268,23.378666666666664,,31.134,21.669,31.359,,31.391,31.597,,29.887,34.285,23.815,33.587,65.915
1974-01-01,14.996,23.36966666666667,,31.094,21.29,31.089,,31.235,31.329,,27.05,33.69,23.519,33.739,63.918
1974-04-01,15.043,23.236,,31.124,21.329,31.163,,31.353,31.409,,26.114,33.708,23.374,33.952,63.131
1974-07-01,15.203,23.183666666666664,,31.035,20.941,30.869,,30.91,31.109,,29.189,32.156,23.278,34.153,60.432
1974-10-01,15.167,22.518333333333334,,30.596,20.826,30.749,,30.915,30.991,,26.262,31.877,23.09,34.538,56.53
1975-01-01,13.742,22.881333333333334,,30.816,20.06,30.374,,30.741,30.613,,21.374,32.609,22.833,34.911,55.191
1975-04-01,13.975,23.206333333333333,,31.115,20.208,30.591,,30.876,30.838,,23.427,32.555,22.809,35.373,53.873
1975-07-01,14.475,23.461,,31.41,20.917,31.115,,31.265,31.369,,26.984,33.678,23.082,35.341,55.85
1975-10-01,14.657,23.642666666666667,,31.795,21.193,31.534,,31.719,31.789,,26.606,34.146,23.467,35.676,57.768
1976-01-01,15.383,23.930999999999997,,32.235,21.905,32.244,,32.282,32.505,,30.549,34.76,23.979,35.879,61.262
1976-04-01,15.758,24.078000000000003,,32.341,22.244,32.48,,32.467,32.743,,31.929,34.98,24.166,36.058,60.47
1976-07-01,16.079,24.296333333333333,,32.558,22.43,32.658,,32.688,32.919,,31.144,34.833,24.411,36.35,59.368
1976-10-01,16.254,24.54133333333333,,33.007,22.314,32.894,,32.889,33.156,,32.155,34.045,24.596,36.692,62.108
1977-01-01,16.592,24.517,,33.327,22.594,33.284,,33.12,33.55,,36.05,34.153,24.886,37.03,63.428
1977-04-01,16.853,24.842333333333332,,33.85,23.128,33.93,,33.822,34.205,,35.458,35.269,25.264,37.215,67.838
1977-07-01,17.272,25.21066666666667,,34.218,23.874,34.542,,34.431,34.826,,36.113,36.701,25.563,37.647,67.559
1977-10-01,17.388,25.61633333333333,,34.498,23.744,34.543,,34.438,34.818,,35.977,36.004,25.86,37.891,66.994
1978-01-01,17.537,25.32133333333333,0.024,34.536,23.595,34.653,36.894,34.621,34.921,36.6,34.487,35.172,26.203,38.332,67.008
1978-04-01,18.743,26.660666666666668,0.031,35.882,24.962,35.993,38.284,35.858,36.285,37.687,38.025,36.768,26.76,38.788,72.927
1978-07-01,18.653,26.790000000000003,0.036,36.221,25.142,36.355,38.636,36.288,36.647,38.05,36.873,37.554,27.115,39.046,75.363
1978-10-01,19.656,27.305000000000003,0.042,36.694,25.712,36.843,39.128,36.695,37.139,38.461,39.164,37.073,27.492,39.271,76.362
1979-01-01,19.945,27.423333333333332,0.045,36.813,25.82,36.909,39.182,36.732,37.196,38.507,39.891,36.761,27.862,39.623,73.785
1979-04-01,19.503,27.31866666666667,0.048,36.817,25.692,36.949,39.211,36.992,37.227,38.546,35.047,37.358,28.161,39.793,74.413
1979-07-01,19.504,28.207666666666665,0.055,37.353,26.05,37.223,39.474,37.399,37.499,38.64,32.355,38.498,28.53,39.766,75.74
1979-10-01,19.473,28.269333333333332,0.063,37.513,25.956,37.316,39.535,37.596,37.581,38.586,30.101,38.275,28.953,40.132,75.47
1980-01-01,19.599,28.452333333333332,0.068,37.584,26.234,37.434,39.64,37.805,37.694,38.605,28.158,38.88,29.218,40.271,73.791
1980-04-01,18.214,28.143666666666665,0.079,36.842,25.558,36.663,38.777,37.242,36.894,37.42,22.751,39.929,29.367,40.375,66.665
1980-07-01,18.103,28.941000000000003,0.095,37.334,25.281,36.619,38.681,37.125,36.84,37.067,24.347,39.293,29.655,40.602,66.834
1980-10-01,19.148,28.828,0.102,37.682,25.906,37.302,39.384,37.635,37.527,37.967,28.93,38.866,30.201,40.934,69.793
1981-01-01,19.597,29.05966666666667,0.112,37.837,27.209,38.033,40.135,38.417,38.267,38.781,28.472,42.019,30.642,40.924,69.875
1981-04-01,19.384,29.126666666666665,0.114,37.925,26.537,37.751,39.83,38.073,37.97,38.47,29.634,40.342,30.857,41.271,68.84
1981-07-01,19.518,29.448666666666668,0.124,37.973,27.536,38.203,40.283,38.605,38.422,38.943,28.246,43.283,31.313,41.314,66.874
1981-10-01,18.451,29.116333333333333,0.143,37.803,26.618,37.787,39.793,38.283,37.988,38.561,25.67,42.844,31.436,41.475,67.174
1982-01-01,17.806,29.223,0.151,37.716,25.752,37.2,39.153,37.738,37.372,37.99,24.111,41.558,31.777,41.629,64.3
1982-04-01,18.285,29.38633333333333,0.143,37.674,26.205,37.369,39.351,37.761,37.537,38.11,27.672,41.883,32.096,41.717,62.42
1982-07-01,18.03,28.708,0.147,37.431,25.857,37.226,39.192,37.602,37.378,38.261,27.918,41.354,32.477,42.06,60.614
1982-10-01,17.209,29.161999999999995,0.15,37.957,25.312,37.241,39.2,37.755,37.387,38.283,24.695,41.554,32.657,42.57,61.767
1983-01-01,17.233,29.384333333333334,0.179,38.387,25.506,37.732,39.659,38.102,37.88,38.754,28.546,42.12,33.084,43.122,63.825
1983-04-01,19.021,29.619,0.205,38.95,26.508,38.591,40.519,38.917,38.744,39.833,30.412,41.09,33.773,43.621,65.193
1983-07-01,19.826,30.005666666666666,0.235,39.685,27.028,39.362,41.281,39.506,39.523,40.807,35.424,40.864,34.307,44.176,69.038
1983-10-01,21.104,30.811333333333334,0.248,40.221,28.426,40.183,42.126,40.175,40.345,41.748,39.795,42.376,35.084,44.101,70.834
1984-01-01,21.783,30.761666666666667,0.278,40.51,29.399,40.969,42.908,40.957,41.139,42.755,40.654,43.928,35.612,44.296,73.814
1984-04-01,22.227,31.462666666666667,0.314,41.252,30.005,41.677,43.603,41.778,41.839,43.531,38.702,44.845,36.555,44.808,76.279
1984-07-01,22.451,31.756,0.36,41.63,30.331,42.078,43.964,42.172,42.227,43.936,39.282,45.376,37.392,45.167,77.298
1984-10-01,23.273,32.34866666666667,0.399,42.232,30.553,42.424,44.278,42.342,42.548,44.31,43.738,44.123,38.508,45.584,77.815
1985-01-01,22.644,32.952,0.401,42.95,30.505,42.835,44.711,42.833,42.939,44.639,42.262,45.482,39.533,46.301,79.374
1985-04-01,23.237,32.85966666666666,0.436,43.293,30.655,43.212,45.069,43.151,43.301,45.203,44.027,44.553,40.382,46.797,80.4
1985-07-01,23.481,33.445,0.42,43.98,31.196,43.872,45.784,43.721,43.962,45.896,46.785,45.736,41.014,47.558,80.604
1985-10-01,23.699,33.352333333333334,0.454,44.157,31.371,44.198,46.092,44.115,44.279,46.265,45.514,45.786,41.637,47.944,81.434
1986-01-01,23.961,33.79633333333333,0.483,44.598,31.671,44.611,46.496,44.628,44.698,46.555,43.543,46.14,41.841,48.317,82.744
1986-04-01,24.16,33.967666666666666,0.512,44.953,31.647,44.812,46.679,44.793,44.901,46.885,44.598,45.594,41.975,48.854,81.931
1986-07-01,24.685,34.629,0.495,45.575,32.081,45.24,47.146,45.195,45.331,47.392,45.652,45.769,42.378,49.314,81.646
1986-10-01,24.825,34.95933333333333,0.521,45.86,32.28,45.483,47.376,45.497,45.563,47.537,44.517,46.083,42.948,49.64,81.344
1987-01-01,25.122,34.48766666666666,0.57,45.831,32.401,45.821,47.687,45.854,45.893,47.799,44.371,45.788,43.531,50.212,81.266
1987-04-01,25.868,35.236,0.605,46.449,32.971,46.315,48.178,46.396,46.39,48.261,43.742,45.899,43.935,50.576,81.737
1987-07-01,26.068,35.77166666666667,0.649,46.996,33.347,46.716,48.565,46.828,46.793,48.581,43.427,46.639,44.283,50.893,82.678
1987-10-01,27.071,35.562666666666665,0.66,47.224,34.247,47.518,49.4,47.595,47.615,49.375,45.03,47.224,44.467,51.51,83.47
1988-01-01,27.223,36.587666666666664,0.696,47.908,34.449,47.764,49.63,47.881,47.871,49.377,44.289,47.515,44.359,52.081,81.208
1988-04-01,27.981,37.14066666666667,0.734,48.5,35.098,48.392,50.262,48.39,48.51,49.816,47.774,47.868,44.638,52.499,82.843
1988-07-01,28.31,37.21566666666667,0.762,48.777,35.14,48.675,50.539,48.777,48.792,50.127,45.56,47.281,44.969,53.117,82.125
1988-10-01,29.068,37.743,0.797,49.398,35.77,49.324,51.196,49.334,49.451,50.809,48.416,47.591,45.302,53.75,82.495
1989-01-01,29.494,38.035333333333334,0.77,49.679,36.533,49.825,51.74,49.764,49.962,51.195,50.65,49.024,45.477,54.038,82.185
1989-04-01,29.581,38.728,0.862,50.161,37.013,50.205,52.078,50.286,50.352,51.369,47.582,50.314,45.56,54.495,80.774
1989-07-01,30.162,39.410333333333334,0.873,50.768,37.321,50.577,52.462,50.727,50.727,51.682,46.275,50.023,45.825,54.827,81.702
1989-10-01,29.97,39.181000000000004,0.866,50.82,37.057,50.677,52.571,50.888,50.817,51.802,44.87,49.626,46.25,55.354,81.143
1990-01-01,30.615,39.52833333333333,0.906,51.392,37.596,51.231,53.128,51.509,51.369,52.335,43.769,49.911,46.841,55.728,82.881
1990-04-01,30.395,39.391666666666666,0.883,51.403,37.646,51.416,53.336,51.676,51.547,52.47,44.407,50.524,47.284,56.282,80.934
1990-07-01,30.373,39.605,0.875,51.537,37.63,51.451,53.376,51.705,51.576,52.464,44.598,50.525,47.5,56.602,78.922
1990-10-01,29.275,39.456,0.915,51.33,36.874,50.982,52.864,51.452,51.09,51.768,38.767,50.514,47.588,56.734,76.08
1991-01-01,28.364,39.266666666666666,0.918,51.134,36.546,50.744,52.612,51.34,50.835,51.43,35.403,51.393,47.878,56.872,73.536
1991-04-01,28.93,39.431333333333335,0.954,51.555,36.733,51.139,53.008,51.635,51.226,51.724,38.287,50.791,48.418,57.434,73.886
1991-07-01,29.787,39.45433333333333,1.026,51.671,37.074,51.398,53.245,51.792,51.504,51.972,41.064,50.066,48.046,57.672,73.408
1991-10-01,29.345,39.038000000000004,1.127,51.606,37.181,51.577,53.388,52.057,51.668,52.114,39.128,51.28,48.721,57.843,74.099
1992-01-01,29.428,39.757666666666665,1.13,52.463,37.357,52.194,54.032,52.669,52.309,52.673,39.872,51.64,48.593,58.64,76.302
1992-04-01,30.482,40.049,1.249,52.845,38.065,52.76,54.575,53.138,52.899,53.28,42.825,51.614,48.389,59.029,76.804
1992-07-01,30.903,40.53066666666667,1.33,53.397,38.538,53.282,55.089,53.655,53.45,53.738,43.454,52.173,47.94,59.672,76.211
1992-10-01,31.419,40.91866666666667,1.374,53.94,39.004,53.837,55.653,54.121,54.03,54.392,46.232,52.516,47.721,60.144,77.829
1993-01-01,31.959,40.800999999999995,1.487,53.892,39.172,53.927,55.709,54.222,54.12,54.541,46.025,51.933,47.809,60.212,77.419
1993-04-01,32.432,41.36233333333333,1.497,54.309,39.569,54.241,56.032,54.52,54.446,54.888,46.732,52.16,47.738,60.382,78.112
1993-07-01,32.428,41.51766666666666,1.63,54.763,39.284,54.5,56.263,54.848,54.719,55.195,45.309,51.326,47.528,60.964,79.695
1993-10-01,33.505,42.161,1.71,55.4,40.223,55.241,57.012,55.423,55.5,55.987,50.071,51.953,46.985,61.237,82.471
1994-01-01,34.018,42.52533333333333,1.807,55.697,41.1,55.777,57.543,55.842,56.052,56.579,53.416,53.52,46.986,61.592,81.475
1994-04-01,34.478,42.817,1.847,56.174,41.936,56.533,58.318,56.716,56.824,57.36,51.331,55.068,47.247,61.995,84.171
1994-07-01,34.948,43.467666666666666,1.948,56.745,42.096,56.864,58.636,57.009,57.151,57.629,52.546,54.606,47.693,62.504,84.035
1994-10-01,36.069,44.273666666666664,2.159,57.225,43.275,57.515,59.26,57.627,57.815,58.272,53.961,55.854,47.914,62.73,83.859
1995-01-01,36.677,44.58566666666667,2.508,57.526,43.435,57.719,59.39,57.871,58.027,58.442,53.216,55.122,47.896,63.004,83.673
1995-04-01,36.523,44.800666666666665,2.819,57.905,43.208,57.891,59.501,58.112,58.185,58.511,51.767,54.758,48.501,63.587,83.226
1995-07-01,37.253,45.53900000000001,3.111,58.595,43.575,58.384,59.954,58.652,58.683,58.7,51.126,54.403,48.817,64.062,84.511
1995-10-01,38.181,46.074333333333335,3.635,58.938,44.282,58.78,60.269,58.93,59.063,58.991,54.323,54.655,49.729,64.15,84.987
1996-01-01,38.295,46.50566666666666,4.133,59.473,44.554,59.221,60.644,59.612,59.493,59.519,49.068,55.227,50.507,64.578,86.519
1996-04-01,39.423,47.196666666666665,4.504,60.29,45.682,60.208,61.61,60.367,60.493,60.497,55.503,56.321,51.093,65.135,89.599
1996-07-01,40.527,47.61666666666667,4.989,60.586,46.69,60.749,62.101,60.921,61.025,61.148,55.711,57.116,51.884,65.212,90.334
1996-10-01,40.694,48.40133333333333,5.451,61.403,47.096,61.379,62.692,61.683,61.648,61.466,53.253,57.966,52.764,65.858,92.127
1997-01-01,41.917,48.88566666666666,6.151,61.78,47.695,61.775,63.016,62.005,62.032,61.957,55.371,57.355,53.558,66.128,91.893
1997-04-01,43.442,49.272333333333336,6.944,62.335,49.238,62.804,63.99,63.091,63.093,62.873,55.032,58.891,53.574,66.741,92.198
1997-07-01,44.737,50.54,7.883,63.352,50.111,63.588,64.702,63.753,63.891,63.673,58.685,58.947,53.901,67.273,94.11
1997-10-01,45.324,50.791666666666664,8.198,63.807,50.569,64.131,65.23,64.21,64.443,64.345,61.245,59.153,54.168,67.879,94.432
1998-01-01,46.676,51.181666666666665,8.926,64.265,51.454,64.775,65.828,64.933,65.07,65.135,59.997,59.152,55.323,68.28,95.142
1998-04-01,46.362,51.833333333333336,9.824,65.344,51.077,65.375,66.372,65.565,65.668,65.912,59.82,58.664,55.99,69.249,99.116
1998-07-01,47.738,52.526666666666664,10.952,66.081,52.08,66.198,67.136,66.409,66.487,66.802,60.123,58.969,56.918,69.741,101.126
1998-10-01,49.654,54.04666666666666,12.006,67.106,53.765,67.263,68.161,67.184,67.583,67.784,68.182,60.203,57.019,70.292,101.813
1999-01-01,50.399,54.363,13.413,67.602,54.385,67.895,68.727,67.914,68.208,68.555,66.416,60.588,57.868,70.92,102.245
1999-04-01,50.8,55.51233333333334,14.786,68.468,54.902,68.462,69.234,68.485,68.76,69.174,66.882,61.302,58.889,71.527,102.531
1999-07-01,52.575,56.208333333333336,15.84,69.317,55.875,69.369,70.108,69.347,69.647,70.131,68.911,60.848,60.445,72.361,103.234
1999-10-01,53.658,56.983000000000004,15.682,70.166,57.236,70.507,71.276,70.475,70.805,71.341,70.304,62.681,60.975,73.215,104.825
2000-01-01,54.448,57.56133333333333,17.604,70.903,56.941,70.763,71.45,70.699,71.019,71.79,71.344,60.494,62.487,73.749,106.208
2000-04-01,55.836,58.211999999999996,19.417,71.682,58.758,72.052,72.688,72.149,72.342,73.062,68.645,63.035,62.725,74.702,106.432
2000-07-01,55.574,58.47833333333333,19.966,71.958,58.536,72.125,72.741,72.351,72.384,73.274,65.51,62.888,63.766,74.971,106.726
2000-10-01,55.85,58.74533333333333,20.986,72.403,58.763,72.556,73.143,72.883,72.81,73.769,63.357,63.029,64.345,75.543,107.105
2001-01-01,54.513,58.81666666666666,22.893,72.738,57.584,72.318,72.836,72.742,72.551,73.459,60.583,62.137,64.777,76.027,106.775
2001-04-01,54.642,58.809666666666665,22.084,73.008,57.923,72.77,73.324,73.039,72.992,73.826,64.984,62.826,65.54,76.296,109.297
