Date,Auto output,Autos,Change in private inventories,Domestic,Domestic output of new autos,Exports,Final sales of domestic product,Final sales of motor vehicles to domestic purchasers,Foreign,Gross government investment,Imports,Light trucks (including utility vehicles),Motor vehicle output,Net exports,Net purchases of used autos and used light trucks,New,New motor vehicles,Other,Personal consumption expenditures,Private fixed investment,Private fixed investment in new autos and new light trucks,Sales of imported new autos,Truck output,Trucks,Used,Used autos,Used light trucks (including utility vehicles)
2014-10-01,153717.0,60276.333333333336,14245.0,1012.0,122764.0,80248.0,510337.0,620331.0,1054.5,15872.0,190242.0,154859.5,524582.0,-109994.0,26800.5,2066.0,275429.5,48659.0,394609.0,209850.0,235093.0,109864.0,370865.0,62934.6,5056.0,11911.5,14889.0
2015-01-01,141170.0,59515.5,9258.0,-1804.0,115068.0,69641.0,520572.0,642345.0,68.0,15233.0,191414.0,165678.0,529830.0,-121772.0,27767.0,-1735.5,285788.5,52421.0,406244.0,220868.0,245745.0,109427.0,388660.0,62678.6,6364.5,12694.5,15072.5
2015-04-01,141613.0,61494.0,20361.0,826.5,119369.0,73029.0,537512.0,665256.0,2282.0,13985.0,200774.0,173166.0,557872.0,-127745.0,29362.5,3108.5,296273.0,55381.0,421915.0,229357.0,256042.0,108604.0,416259.0,67309.0,7072.0,13436.5,15926.0
2015-07-01,136052.0,62777.333333333336,33698.0,6684.0,122185.0,74943.0,548189.0,680364.0,1064.5,15897.0,207117.0,181699.0,581887.0,-132174.0,27670.5,7748.5,304562.5,55196.0,421548.0,242918.0,272239.0,107882.0,445835.0,73397.6,9101.0,13148.5,14522.0
2015-10-01,118685.0,59223.0,11417.0,-3527.0,108593.0,72294.0,536652.0,671248.0,1398.0,16563.0,206889.0,182303.0,548069.0,-134595.0,28941.0,-2129.0,298401.5,49509.0,412847.0,241838.0,275770.0,106341.0,429384.0,71571.2,7837.0,13454.0,15487.0
2016-01-01,121118.0,59203.833333333336,23214.0,3144.5,110407.0,67940.0,538124.0,675386.0,1221.5,18300.0,205202.0,183974.5,561338.0,-137262.0,32039.0,4366.5,296504.5,48531.0,414344.0,242741.0,279597.0,100523.0,440221.0,72620.8,7241.0,13949.5,18089.5
2016-04-01,118299.0,58949.833333333336,25054.0,3441.0,109780.0,73051.0,538355.0,666684.0,1320.5,18989.0,201379.0,186280.5,563410.0,-128329.0,30120.5,4761.5,293727.5,43556.0,416685.0,231011.0,274236.0,98943.0,445111.0,71502.6,7765.5,12745.0,17375.5
2016-07-01,122002.0,61304.333333333336,18258.0,487.5,113757.0,73758.0,549940.0,680435.0,90.5,18596.0,204253.0,192616.5,568198.0,-130495.0,30169.5,578.5,300749.5,39070.0,432273.0,229565.0,282251.0,104808.0,446196.0,69200.2,8550.5,11894.5,18274.5
2016-10-01,117321.0,59082.333333333336,22070.0,1132.5,105072.0,69814.0,547824.0,684337.0,2493.5,17434.0,206327.0,196071.5,569894.0,-136513.0,33301.5,3626.0,300150.0,38389.0,439850.0,227053.0,281571.0,101242.0,452573.0,71733.2,7409.0,13264.0,20037.5
2017-01-01,101904.0,56254.166666666664,24710.0,4323.5,95367.0,73285.0,532453.0,674293.0,350.5,18056.0,215125.0,197065.5,557163.0,-141840.0,33342.5,4674.0,294775.5,39556.0,435762.0,220476.0,273636.0,97966.0,455259.0,75620.6,7681.0,13545.0,19797.5
2017-04-01,106341.0,56122.166666666664,35352.0,6752.5,94324.0,72242.0,528319.0,669154.0,2999.0,16827.0,213077.0,193176.0,563671.0,-140835.0,34824.5,9752.0,291339.5,44906.0,434108.0,218219.0,266047.0,94974.0,457330.0,76227.8,7924.0,13737.5,21086.5
2017-07-01,96322.0,53922.0,6908.0,-7793.5,80969.0,71783.0,544636.0,683886.0,598.5,16038.0,211032.0,199682.0,551544.0,-139249.0,33776.0,-7195.0,300148.0,46704.0,447251.0,220596.0,274267.0,101338.0,455222.0,74573.4,10649.5,11903.5,21872.5
2017-10-01,98693.0,55902.0,17445.0,-4262.5,83592.0,75626.0,580544.0,717282.0,359.5,16183.0,212364.0,214434.0,597989.0,-136738.0,32914.5,-3903.0,317635.5,50874.0,470038.0,231062.0,288885.0,106220.0,499296.0,79363.8,12625.0,10776.5,22137.5
2018-01-01,83786.0,54261.833333333336,25207.0,1366.0,85064.0,77474.0,567907.0,707987.0,940.0,15649.0,217555.0,213855.5,593114.0,-140080.0,36180.5,2306.0,309988.5,53197.0,459994.0,232344.0,286232.0,91623.0,509328.0,83018.8,10298.0,13158.0,23022.0
2018-04-01,92017.0,52741.5,26661.0,2749.5,82303.0,73644.0,586233.0,721263.0,344.0,15881.0,208673.0,220472.0,612895.0,-135030.0,35820.0,3093.5,316870.0,56847.0,462158.0,243224.0,292956.0,87840.0,520878.0,84708.6,10237.0,12443.0,23377.0
2018-07-01,74821.0,49806.166666666664,29649.0,6621.0,73756.0,69325.0,584882.0,731940.0,-573.0,18303.0,216384.0,223102.5,614531.0,-147059.0,38410.0,6048.0,318409.0,61091.0,468510.0,245128.0,287141.0,83923.0,539709.0,89164.8,8776.0,11842.5,26567.0
2018-10-01,77634.0,53621.0,32092.0,7095.5,82965.0,67704.0,583499.0,738134.0,-2263.5,18816.0,222339.0,227022.5,615591.0,-154635.0,35378.5,4832.5,324280.5,62037.0,470471.0,248847.0,294061.0,81428.0,537957.0,87181.2,11213.5,8376.5,27002.0
2019-01-01,72024.0,54212.5,26847.0,5702.0,81925.0,79636.0,578238.0,727136.0,-1044.0,17997.0,228534.0,222060.5,605085.0,-148898.0,37786.0,4658.0,316784.0,61465.0,449426.0,259713.0,300913.0,83337.0,533061.0,89696.2,8766.0,10252.5,27533.5
2019-04-01,74896.0,54137.666666666664,29853.0,3202.5,80067.0,77846.0,589185.0,743157.0,1758.0,18900.0,231819.0,232721.5,619038.0,-153972.0,34857.0,4960.5,327271.5,62592.0,457350.0,266907.0,308224.0,83454.0,544142.0,92621.8,9966.0,9266.0,25591.5
2019-07-01,69424.0,51009.833333333336,24556.0,-2664.5,79445.0,81719.0,603563.0,741360.0,1137.0,20141.0,219515.0,240354.5,628120.0,-137797.0,28501.0,-1527.5,332108.5,63439.0,460632.0,260587.0,307215.0,77802.0,558696.0,93004.8,13805.5,5731.0,22770.0
2019-10-01,58962.0,49418.0,-11244.0,-16400.0,77916.0,79030.0,594485.0,724211.0,-5807.0,17498.0,208755.0,240429.5,583241.0,-129726.0,25114.0,-22206.5,328242.5,58228.0,464770.0,241943.0,303804.0,75749.0,524279.0,82672.0,16585.0,3304.5,21809.5
2020-01-01,53283.0,49626.5,52049.0,4018.5,76305.0,77409.0,495252.0,624634.0,2028.0,16593.0,206791.0,214470.5,547301.0,-129382.0,16025.0,6046.5,287995.5,47168.0,412153.0,195889.0,269249.0,62721.0,494018.0,83545.8,19978.0,415.5,15609.5
2020-04-01,35321.0,20912.5,-150697.0,-63341.5,27632.0,27585.0,484817.0,547867.0,-5264.5,14979.0,90635.0,175385.5,334120.0,-63051.0,40128.0,-68606.5,226315.5,33671.0,401854.0,131034.0,165543.0,46544.0,298799.0,18876.8,-6742.5,8546.0,31582.0
2020-07-01,68603.0,48146.666666666664,77480.0,17627.5,78684.0,74510.0,564075.0,679782.0,588.0,17790.0,190216.0,238436.0,641555.0,-115707.0,21536.5,18215.5,309459.5,43243.0,503358.0,158633.0,255113.0,61554.0,572953.0,84116.4,20524.5,456.5,21080.5
2020-10-01,37212.0,51969.833333333336,41873.0,-9542.5,72830.0,75124.0,549584.0,697217.0,1692.0,18477.0,222758.0,253684.0,591457.0,-147634.0,9577.5,-7850.5,329792.5,47791.0,514384.0,164357.0,274151.0,66891.0,554245.0,83951.2,28787.5,-3299.5,12877.0
2021-01-01,47038.0,47522.0,-21886.0,-22337.0,67061.0,80414.0,641101.0,763625.0,-6372.5,15579.0,202938.0,269555.5,619215.0,-122524.0,25867.5,-28709.0,348155.5,53728.0,572308.0,175738.0,281224.0,71965.0,572177.0,75639.4,17766.0,1816.0,24052.0
2021-04-01,63816.0,44874.833333333336,-79760.0,-41282.5,62497.0,75334.0,708800.0,822412.0,-10350.0,14268.0,188946.0,282534.0,629040.0,-113612.0,39241.5,-51632.5,364830.5,53709.0,637836.0,170308.0,287602.0,78064.0,565224.0,65765.2,11752.5,4557.0,34685.0
2021-07-01,61845.0,39663.0,-49743.0,-16122.0,53281.0,72496.0,630178.0,727472.0,-7655.5,13024.0,169790.0,234022.0,580436.0,-97293.0,49721.0,-23777.5,307503.0,49651.0,560787.0,153660.0,246267.0,73649.0,518591.0,62896.6,-1094.0,7176.5,42544.5
2021-10-01,63893.0,40808.666666666664,9857.0,13762.5,62032.0,78409.0,644033.0,750465.0,-1697.0,12299.0,184841.0,237987.5,653890.0,-106432.0,61001.0,12065.5,308082.0,53713.0,599392.0,138774.0,226496.0,59754.0,589997.0,73937.2,-7137.0,12706.0,48295.0
2022-01-01,38715.0,51247.166666666664,16076.0,3770.0,73346.0,76130.0,647058.0,778246.0,5.5,13245.0,207318.0,262327.0,663133.0,-131188.0,44717.5,3775.5,337782.5,57079.0,623785.0,141216.0,236707.0,67684.0,624418.0,71104.4,4262.5,10577.5,34140.0
2022-04-01,42314.0,51964.166666666664,13616.0,9019.0,78819.0,83400.0,658553.0,784932.0,140.5,15647.0,209779.0,256212.5,672170.0,-126379.0,51374.5,9159.5,333268.0,61888.0,614015.0,155270.0,234201.0,65545.0,629856.0,72202.6,-2351.5,10994.5,40380.5
2022-07-01,37006.0,52400.833333333336,37385.0,17309.5,83145.0,85506.0,664560.0,796651.0,3603.0,15641.0,217598.0,262933.5,701944.0,-132092.0,50506.5,20912.5,339998.5,64809.0,608654.0,172356.0,244341.0,60218.0,664938.0,80967.2,-2220.5,11310.5,39196.0
2022-10-01,33630.0,54958.5,30402.0,12462.5,87963.0,92504.0,678491.0,815350.0,1980.5,18611.0,229362.0,271398.0,708893.0,-136858.0,45604.5,14443.0,352765.0,67391.0,603590.0,193148.0,261812.0,66545.0,675263.0,85245.6,758.0,9759.5,35845.0
2023-01-01,37930.0,57214.833333333336,32302.0,10767.0,88929.0,88427.0,719762.0,885202.0,2845.0,21028.0,253867.0,297992.5,752064.0,-165440.0,48022.0,13612.5,384064.0,69459.0,645787.0,218386.0,289337.0,71123.0,714134.0,93921.4,2538.5,12206.5,35816.0
2023-04-01,38932.0,59429.0,45233.0,10348.0,92307.0,90683.0,734581.0,906921.0,4055.5,24050.0,263022.0,311420.5,779814.0,-172339.0,41632.5,14404.0,399802.5,70644.0,640537.0,242334.0,320390.0,73167.0,740882.0,103542.6,8212.5,12039.0,29593.5
2023-07-01,32330.0,61018.0,41447.0,12119.5,95735.0,99467.0,718913.0,894892.0,3317.0,24197.0,275446.0,307180.0,760360.0,-175979.0,42610.5,15437.0,392736.5,66873.0,620384.0,250311.0,319814.0,74223.0,728030.0,103765.8,5286.5,11562.0,31048.5
2023-10-01,30716.0,57274.5,36260.0,10930.0,88347.0,89933.0,686200.0,876137.0,2103.5,20271.0,279869.0,305358.0,722460.0,-189937.0,41396.0,13033.5,386537.5,61262.0,606776.0,249090.0,320074.0,70433.0,691744.0,103775.4,5096.5,11456.0,29939.5
2024-01-01,19921.0,55231.333333333336,56895.0,16926.0,82849.0,87101.0,667658.0,866607.0,3970.0,24457.0,286050.0,304669.5,724553.0,-198949.0,37100.0,20896.0,383975.0,62342.0,587275.0,254875.0,324693.0,67619.0,704633.0,112338.0,7551.5,10473.5,26626.5
2024-04-01,29232.0,54690.833333333336,71544.0,24037.0,83003.0,90666.0,677171.0,875096.0,4034.0,26647.0,288591.0,311128.0,748715.0,-197925.0,35580.0,28071.0,388644.5,59566.0,590253.0,258196.0,331908.0,68621.0,719483.0,118058.0,7701.0,9268.5,26311.5
2024-07-01,31730.0,53175.333333333336,21523.0,5309.0,79357.0,88472.0,684132.0,871556.0,-1246.0,27139.0,275896.0,304120.0,705655.0,-187424.0,38047.0,4063.0,384161.5,60206.0,596636.0,247781.0,321157.0,71688.0,673925.0,104966.2,6698.5,8082.5,29964.0
2024-10-01,39587.0,52793.5,-9025.0,-16826.5,75831.0,81398.0,730374.0,917511.0,4159.5,27039.0,268534.0,326276.0,721349.0,-187137.0,39881.5,-12667.0,405354.5,56319.0,635387.0,255086.0,343217.0,74429.0,681762.0,100315.4,8154.5,9106.5,30775.0
