Date,Capital account transactions (net),"Capital consumption adjustment, corporate",Consumption of fixed capital,Disaster losses,Domestic business,Federal,Government,Gross domestic investment,"Gross domestic investment, capital account transactions, and net lending, NIPAs",Gross government investment,Gross government saving,Gross private domestic investment,Gross private saving,Gross saving,Households and institutions,"Inventory valuation adjustment, corporate",Net domestic investment,Net government saving,"Net lending or net borrowing (-), NIPAs",Net private saving,Net saving,Personal saving,Private,State and local,Statistical discrepancy,Undistributed corporate profits
1947-01-01,,-2359.0,28071.0,,8734.5,3900.2,2473.5,40802.0,50207.0,4947.0,14363.0,35854.0,32778.0,47141.0,7654.0,-9652.0,12730.0,2583.0,9405.0,16486.0,19070.0,12595.0,17927.0,1124.1666666666667,3072.0,15902.0
1947-04-01,,-2509.0,28706.0,,10817.5,3714.4,2558.5,39622.0,49495.0,5117.0,13725.0,34505.0,33016.0,46741.0,5690.0,-4676.0,10916.0,2323.0,9873.0,15711.0,18035.0,8476.0,17252.5,1210.1666666666667,2759.0,14420.0
1947-07-01,,-2648.0,29515.0,,11225.5,2983.2,3046.0,41003.0,51084.0,6092.0,10926.0,34911.0,38153.0,49078.0,7851.0,-4048.0,11488.0,-348.0,10081.0,19911.0,19563.0,12635.0,17455.5,1178.6666666666667,2006.0,13972.0
1947-10-01,,-2776.0,30191.0,,11900.5,5425.8,3292.5,49835.0,57632.0,6585.0,16637.0,43250.0,37373.0,54010.0,6786.0,-5220.0,19645.0,5548.0,7797.0,18271.0,23820.0,10372.0,21625.0,1193.1666666666667,3623.0,15895.0
1948-01-01,,-2892.0,30615.0,,13694.5,5419.6,3768.0,54739.0,59655.0,7537.0,15528.0,47202.0,43456.0,58984.0,8033.5,-2876.0,24124.0,4799.0,4916.0,23570.0,28370.0,12763.0,23601.0,1147.6666666666667,672.0,16575.0
1948-04-01,,-2965.0,31086.0,,14732.5,4440.8,4122.5,58581.0,61605.0,8246.0,13163.0,50336.0,49531.0,62694.0,10033.0,-2868.0,27495.0,2651.0,3024.0,28957.0,31608.0,16672.0,25167.5,1444.6666666666667,-1087.0,18117.0
1948-07-01,,-2993.0,31650.0,,14599.0,2996.8,4389.0,61294.0,62226.0,8778.0,9426.0,52516.0,52544.0,61970.0,11673.0,-2796.0,29645.0,-1057.0,932.0,31378.0,30321.0,19876.0,26258.0,1536.3333333333333,256.0,17291.0
1948-10-01,,-2978.0,31959.0,,15639.5,2455.8,4683.0,60700.0,61496.0,9366.0,8084.0,51334.0,54269.0,62353.0,11494.5,-68.0,28741.0,-2213.0,796.0,32608.0,30394.0,19458.0,25667.0,1798.1666666666667,-857.0,16196.0
1949-01-01,,-2919.0,32249.0,,15609.5,1385.2,5126.0,53392.0,55584.0,10252.0,4791.0,43140.0,49939.0,54730.0,9360.5,1404.0,21143.0,-5397.0,2192.0,27879.0,22481.0,15143.0,21570.0,1888.0,854.0,14251.0
1949-04-01,,-2864.0,32256.0,,15274.0,261.0,5647.5,47535.0,49243.0,11295.0,1174.0,36241.0,47380.0,48555.0,8416.5,2836.0,15279.0,-8649.0,1708.0,24948.0,16299.0,13204.0,18120.5,1898.1666666666667,690.0,11772.0
1949-07-01,,-2812.0,32255.0,,15892.5,195.2,5962.5,51473.0,52121.0,11924.0,732.0,39549.0,49364.0,50095.0,8789.0,2984.0,19219.0,-8746.0,648.0,26587.0,17841.0,13895.0,19774.5,2057.8333333333335,2026.0,12520.0
1949-10-01,,-2765.0,32382.0,,14324.0,85.0,5894.5,49257.0,48225.0,11789.0,190.0,37468.0,44641.0,44831.0,7996.0,200.0,16875.0,-9098.0,-1032.0,21547.0,12448.0,12250.0,18734.0,1888.3333333333333,3395.0,11861.0
1950-01-01,,-2721.0,32405.0,,13860.0,-1199.4,5340.0,57429.0,56472.0,10680.0,-2542.0,46749.0,55692.0,53150.0,13986.5,-700.0,25024.0,-11563.0,-957.0,32307.0,20744.0,24168.0,23374.5,1678.3333333333333,3323.0,11561.0
1950-04-01,,-2718.0,32769.0,,14595.5,3274.4,5545.5,63381.0,62136.0,11090.0,8045.0,52291.0,53642.0,61688.0,12225.5,-3316.0,30612.0,-844.0,-1245.0,29763.0,28919.0,20554.0,26145.5,1574.6666666666667,451.0,15243.0
1950-07-01,,-2755.0,33572.0,,14960.0,7484.4,5866.5,70375.0,67694.0,11733.0,19345.0,58641.0,47718.0,67063.0,8898.5,-7304.0,36803.0,10353.0,-2681.0,23139.0,33491.0,13777.0,29321.0,2170.8333333333335,629.0,19421.0
1950-10-01,,-2834.0,34823.0,,15891.5,7806.2,6159.5,80759.0,78270.0,12319.0,20175.0,68441.0,57446.0,77621.0,12831.5,-8540.0,45937.0,10838.0,-2489.0,31961.0,42798.0,21489.0,34220.5,2296.1666666666665,648.0,21845.0
1951-01-01,,-2953.0,36253.0,,14147.5,9844.0,7447.5,79477.0,77767.0,14895.0,24107.0,64582.0,50195.0,74302.0,10950.0,-8724.0,43224.0,14450.0,-1710.0,23599.0,38049.0,17543.0,32291.5,2859.5,3465.0,17733.0
1951-04-01,,-3012.0,37336.0,,16328.5,7909.8,9102.0,85586.0,85936.0,18203.0,16461.0,67383.0,66036.0,82497.0,16689.0,-1012.0,48250.0,6625.0,350.0,38536.0,45160.0,28863.0,33691.5,2890.8333333333335,3441.0,13697.0
1951-07-01,,-3013.0,38267.0,,17972.0,6824.4,10570.0,83121.0,85311.0,21140.0,10965.0,61981.0,69784.0,80749.0,16920.0,3464.0,44854.0,896.0,2190.0,41586.0,42482.0,29193.0,30990.5,2864.5,4562.0,11942.0
1951-10-01,,-2954.0,39045.0,,18045.5,8581.0,12044.5,81173.0,83851.0,24089.0,12784.0,57084.0,68761.0,81545.0,16336.0,1476.0,42129.0,2429.0,2678.0,40071.0,42500.0,27918.0,28542.0,3022.1666666666665,2306.0,13632.0
1952-01-01,,-2836.0,39530.0,,18104.0,8736.0,12038.0,82208.0,85730.0,24076.0,13562.0,58132.0,68400.0,81962.0,16096.0,1272.0,42678.0,3009.0,3522.0,39423.0,42432.0,27357.0,29066.0,3107.0,3767.0,13630.0
1952-04-01,,-2693.0,40176.0,,17583.0,7414.2,12132.0,77268.0,78394.0,24264.0,9723.0,53004.0,66246.0,75968.0,15539.5,1156.0,37093.0,-1136.0,1126.0,36929.0,35793.0,26163.0,26502.0,2865.8333333333335,2426.0,12303.0
1952-07-01,,-2527.0,41003.0,,17789.5,6765.4,12422.5,82065.0,81011.0,24845.0,8650.0,57220.0,70658.0,79307.0,17540.0,700.0,41062.0,-2641.0,-1054.0,40945.0,38304.0,30082.0,28610.0,3332.3333333333335,1702.0,12690.0
1952-10-01,,-2336.0,41709.0,,19105.5,7864.2,12649.5,86035.0,84801.0,25299.0,11345.0,60737.0,70915.0,82260.0,16351.5,796.0,44326.0,-202.0,-1234.0,40753.0,40551.0,27624.0,30368.0,3411.8333333333335,2541.0,14668.0
1953-01-01,,-2121.0,42496.0,,19399.0,8692.4,13273.5,88210.0,86863.0,26547.0,12060.0,61663.0,71895.0,83956.0,16548.5,-432.0,45714.0,231.0,-1347.0,41228.0,41460.0,27936.0,30831.5,3183.5,2907.0,15845.0
1953-04-01,,-1930.0,43266.0,,18754.5,8299.4,13579.0,89273.0,87446.0,27158.0,11654.0,62115.0,72559.0,84213.0,17525.0,-1596.0,46007.0,-472.0,-1827.0,41419.0,40947.0,29810.0,31057.0,3765.0,3234.0,15134.0
1953-07-01,,-1762.0,43817.0,,18650.5,8433.8,13515.0,88465.0,87286.0,27030.0,11965.0,61435.0,71751.0,83716.0,17224.5,-2004.0,44648.0,-269.0,-1179.0,40168.0,39899.0,29134.0,30717.5,3546.3333333333335,3572.0,14801.0
1953-10-01,,-1619.0,44381.0,,17578.0,5191.4,12964.5,82375.0,81444.0,25929.0,5578.0,56446.0,70423.0,76000.0,17633.5,44.0,37994.0,-6809.0,-931.0,38429.0,31620.0,29880.0,28223.0,3667.3333333333335,5446.0,10123.0
1954-01-01,,-1499.0,44940.0,,18793.0,5034.2,13206.5,82130.0,81642.0,26413.0,5229.0,55717.0,73623.0,78852.0,18018.5,-12.0,37190.0,-7336.0,-488.0,41249.0,33913.0,30581.0,27858.5,3732.6666666666665,2787.0,12179.0
1954-04-01,,-1257.0,45691.0,,19642.5,5341.4,12971.5,81392.0,81728.0,25942.0,6655.0,55449.0,72550.0,79205.0,16632.0,-36.0,35700.0,-6276.0,336.0,39790.0,33514.0,27727.0,27725.0,3648.5,2522.0,13357.0
1954-07-01,,-894.0,46300.0,,20093.5,5100.8,12366.5,83704.0,83628.0,24733.0,7376.0,58971.0,72806.0,80182.0,16310.0,-684.0,37404.0,-5774.0,-76.0,39655.0,33881.0,26989.0,29486.0,3553.0,3445.0,14245.0
1954-10-01,,-409.0,46991.0,,21314.0,5546.2,12249.0,86637.0,87545.0,24498.0,9005.0,62139.0,75653.0,84658.0,16512.0,-540.0,39646.0,-4438.0,908.0,42105.0,37667.0,27288.0,31070.0,3601.1666666666665,2888.0,15767.0
1955-01-01,,197.0,47461.0,,22754.0,6648.6,12070.5,92843.0,93326.0,24141.0,12295.0,68702.0,77601.0,89896.0,16046.5,-1108.0,45382.0,-1215.0,483.0,43651.0,42435.0,26238.0,34351.0,3571.1666666666665,3430.0,18323.0
1955-04-01,,546.0,48178.0,,23437.5,7761.6,12378.0,97444.0,97215.0,24756.0,15103.0,72688.0,80318.0,95421.0,16721.5,-884.0,49266.0,1453.0,-229.0,45790.0,47243.0,27459.0,36344.0,3763.0,1795.0,18668.0
1955-07-01,,637.0,49315.0,,23198.0,7477.6,12132.5,99012.0,99819.0,24265.0,15788.0,74747.0,82037.0,97824.0,17820.5,-2192.0,49697.0,1754.0,807.0,46756.0,48509.0,29515.0,37373.5,4087.5,1993.0,18795.0
1955-10-01,,471.0,50603.0,,23770.0,8532.0,12134.5,103151.0,103578.0,24268.0,18855.0,78882.0,83400.0,102255.0,17930.0,-2760.0,52547.0,4460.0,427.0,47191.0,51652.0,29581.0,39441.5,4174.166666666667,1324.0,19899.0
1956-01-01,,47.0,52144.0,,23542.0,8996.6,12786.5,103876.0,104819.0,25573.0,20014.0,78303.0,85592.0,105606.0,19254.5,-2912.0,51733.0,5182.0,943.0,48281.0,53463.0,32065.0,39151.0,4510.666666666667,-787.0,19081.0
1956-04-01,,-256.0,53505.0,,23863.0,8689.0,13292.0,103604.0,105835.0,26584.0,18973.0,77020.0,88529.0,107502.0,20402.0,-3644.0,50099.0,3819.0,2231.0,50178.0,53997.0,34212.0,38510.0,4702.5,-1667.0,19866.0
1956-07-01,,-437.0,54819.0,,24795.5,9347.8,13880.5,106028.0,109051.0,27761.0,19773.0,78267.0,91859.0,111631.0,21133.5,-1192.0,51209.0,4282.0,3023.0,52529.0,56812.0,35544.0,39133.5,4766.833333333333,-2582.0,18615.0
1956-10-01,,-497.0,56032.0,,24866.0,9783.4,14332.5,105810.0,110341.0,28665.0,20073.0,77145.0,93361.0,113434.0,21814.5,-3024.0,49779.0,4285.0,4531.0,53117.0,57402.0,36791.0,38573.0,4718.666666666667,-3091.0,19847.0
1957-01-01,,-435.0,57313.0,,25693.5,9538.8,14878.5,107485.0,113041.0,29757.0,19926.0,77728.0,94413.0,114339.0,21512.5,-2424.0,50172.0,3709.0,5556.0,53317.0,57026.0,36089.0,38864.0,5188.833333333333,-1298.0,20086.0
1957-04-01,,-442.0,58420.0,,25750.0,8741.8,14868.5,107644.0,112450.0,29737.0,17770.0,77907.0,96619.0,114389.0,22559.5,-1508.0,49224.0,1252.0,4806.0,54717.0,55970.0,38092.0,38953.5,4966.0,-1939.0,18575.0
1957-07-01,,-519.0,59488.0,,25783.0,9122.2,15299.5,109938.0,114852.0,30599.0,17742.0,79339.0,96454.0,114197.0,22444.0,-1280.0,50450.0,914.0,4914.0,53795.0,54709.0,37779.0,39669.5,4846.5,655.0,17814.0
1957-10-01,,-664.0,60448.0,,25109.0,6685.8,15413.0,101872.0,105466.0,30826.0,11312.0,71045.0,92990.0,104301.0,21386.0,-944.0,41424.0,-5765.0,3594.0,49619.0,43854.0,35588.0,35522.5,4632.166666666667,1164.0,15638.0
1958-01-01,,-878.0,61092.0,,23889.0,5772.6,15634.0,97997.0,99474.0,31267.0,7879.0,66730.0,92203.0,100082.0,22212.5,-220.0,36906.0,-9178.0,1477.0,48168.0,38991.0,37174.0,33365.0,4299.0,-608.0,12092.0
1958-04-01,,-980.0,62003.0,,24503.0,4126.8,15991.0,97046.0,97867.0,31981.0,3227.0,65065.0,93570.0,96797.0,22282.0,312.0,35043.0,-14125.0,821.0,48919.0,34794.0,37235.0,32532.5,4321.833333333333,1070.0,12352.0
1958-07-01,,-969.0,62943.0,,25758.0,5335.4,16462.0,104923.0,105972.0,32925.0,6155.0,71999.0,98794.0,104950.0,23639.0,-244.0,41980.0,-11569.0,1049.0,53575.0,42006.0,39860.0,35999.5,4451.5,1021.0,14928.0
1958-10-01,,-845.0,63782.0,,27566.5,6512.8,17158.0,114316.0,114173.0,34316.0,9396.0,80001.0,103666.0,113063.0,24266.5,-868.0,50534.0,-8647.0,-143.0,57927.0,49281.0,41014.0,40000.5,5163.333333333333,1110.0,18626.0
1959-01-01,,-608.0,64464.0,,28631.0,9591.4,18108.5,119383.0,117974.0,36217.0,15029.0,83166.0,102763.0,117792.0,22750.5,-628.0,54919.0,-3224.0,-1410.0,56552.0,53328.0,37871.0,41583.0,5000.833333333333,185.0,19918.0
1959-04-01,,-335.0,65122.0,,29891.5,10792.8,18079.5,125539.0,122651.0,36158.0,18582.0,89381.0,106298.0,124881.0,23257.5,-996.0,60417.0,102.0,-2888.0,59656.0,59758.0,38777.0,44690.0,5163.0,-2229.0,22210.0
1959-07-01,,-27.0,65789.0,,28750.5,5892.833333333333,18069.0,119743.0,119777.0,36138.0,16972.0,83606.0,100340.0,117312.0,21419.5,-332.0,53954.0,-1784.0,33.0,53306.0,51522.0,34996.0,41803.0,5563.833333333333,2461.0,18669.0
1959-10-01,,318.0,66397.0,,29220.0,5663.666666666667,17469.5,121463.0,120640.0,34939.0,16651.0,86524.0,103603.0,120254.0,22582.0,848.0,55066.0,-2361.0,-823.0,56218.0,53857.0,37220.0,43262.0,5396.166666666667,391.0,17832.0
1960-01-01,,699.0,66985.0,,29953.428571428572,9336.57142857143,6655.5,131576.0,133441.0,35101.0,26622.0,96476.0,106294.0,132916.0,22644.85714285714,-868.0,64592.0,7333.0,1865.0,58599.0,65931.0,38266.0,26704.75,4331.428571428572,524.0,20502.0
1960-04-01,,972.0,67588.0,,27755.0,7873.714285714285,5818.75,122290.0,124013.0,35194.0,23276.0,87096.0,103051.0,126327.0,21660.571428571428,-604.0,54702.0,3713.0,1723.0,55026.0,58739.0,36543.0,25184.0,4334.428571428572,-2316.0,18116.0
1960-07-01,,1136.0,68204.0,,28124.571428571428,7394.428571428572,5481.75,123217.0,127432.0,36840.0,21926.0,86377.0,105190.0,127116.0,22430.571428571428,516.0,55013.0,2094.0,4214.0,56817.0,58911.0,38570.0,26375.75,4432.142857142857,313.0,16595.0
1960-10-01,,1192.0,68825.0,,25656.285714285714,5509.571428571428,4410.25,112842.0,117726.0,36879.0,17640.0,75963.0,103825.0,121465.0,22194.85714285714,264.0,44017.0,-2446.0,4884.0,55086.0,52640.0,38023.0,25021.0,4449.714285714285,-3741.0,15606.0
1961-01-01,,1139.0,69496.0,,26044.428571428572,5941.857142857143,4438.25,118005.0,123443.0,39627.0,17754.0,78378.0,106892.0,124646.0,23773.714285714286,-76.0,48509.0,-2618.0,5438.0,57768.0,55150.0,41746.0,26422.0,4417.428571428572,-1204.0,14959.0
1961-04-01,,1371.0,70185.0,,28129.714285714286,5228.0,4030.5,122619.0,125831.0,38511.0,16121.0,84108.0,110884.0,127006.0,24162.285714285714,1016.0,52435.0,-4522.0,3211.0,61343.0,56821.0,42594.0,27427.25,4233.428571428572,-1175.0,16363.0
1961-07-01,,1886.0,70961.0,,29814.0,6056.571428571428,4605.5,130767.0,135071.0,39850.0,18423.0,90917.0,116132.0,134555.0,25877.0,324.0,59807.0,-2547.0,4303.0,66141.0,63594.0,46222.0,29162.25,4535.857142857143,516.0,17709.0
1961-10-01,,2685.0,71776.0,,30652.285714285714,7068.857142857143,5212.5,134532.0,138434.0,41602.0,20851.0,92931.0,119378.0,140229.0,26318.85714285714,-180.0,62756.0,-453.0,3901.0,68906.0,68453.0,46979.0,29395.75,4766.714285714285,-1796.0,19423.0
1962-01-01,,3767.0,72702.0,,32855.42857142857,6199.0,4780.75,140026.0,143138.0,41952.0,19123.0,98074.0,122506.0,141630.0,26589.571428571428,444.0,67325.0,-2592.0,3111.0,71520.0,68928.0,47437.0,31003.5,4887.571428571428,1508.0,19872.0
1962-04-01,,4619.0,73529.0,,32429.571428571428,6109.0,4790.5,138559.0,142305.0,41854.0,19162.0,96706.0,122846.0,142009.0,26716.85714285714,-124.0,65030.0,-2853.0,3745.0,71332.0,68479.0,47464.0,30785.0,4937.285714285715,293.0,19374.0
1962-07-01,,5239.0,74549.0,,33328.142857142855,6700.285714285715,5250.0,141273.0,146046.0,43113.0,21000.0,98160.0,123445.0,144445.0,26391.85714285714,-752.0,66724.0,-1493.0,4773.0,71389.0,69896.0,46689.0,31261.5,5245.428571428572,1600.0,20213.0
1962-10-01,,5627.0,75608.0,,33304.71428571428,6551.0,5165.25,138437.0,142004.0,43469.0,20662.0,94968.0,124865.0,145527.0,25756.571428571428,536.0,62829.0,-2334.0,3567.0,72253.0,69919.0,45220.0,30336.0,5228.857142857143,-3521.0,20870.0
1963-01-01,,5784.0,76518.0,,34142.71428571428,7370.714285714285,5713.75,142943.0,146914.0,43254.0,22855.0,99689.0,126238.0,149092.0,26291.85714285714,984.0,66425.0,-482.0,3971.0,73056.0,72574.0,46175.0,31015.0,5269.428571428572,-2178.0,20112.0
1963-04-01,,5949.0,77526.0,,34468.142857142855,8495.57142857143,6431.25,145201.0,149544.0,43552.0,25725.0,101650.0,128114.0,153839.0,26660.714285714286,216.0,67675.0,1999.0,4343.0,74314.0,76313.0,46441.0,30955.75,5361.714285714285,-4291.0,21708.0
1963-07-01,,6120.0,78503.0,,35968.142857142855,8515.142857142857,6483.75,150428.0,155649.0,45816.0,25934.0,104612.0,128721.0,154655.0,26503.428571428572,-232.0,71925.0,1899.0,5221.0,74254.0,76152.0,45932.0,32429.0,5711.0,994.0,22433.0
1963-10-01,,6299.0,79524.0,,36261.42857142857,8128.857142857143,6348.0,152320.0,158572.0,45131.0,25392.0,107189.0,133554.0,158946.0,28352.571428571428,-752.0,72797.0,1051.0,6252.0,78371.0,79423.0,49841.0,33296.0,5723.571428571428,-371.0,22984.0
1964-01-01,,6484.0,80617.0,,38494.857142857145,6905.142857142857,5798.75,156250.0,164441.0,45776.0,23195.0,110474.0,138723.0,161917.0,29107.714285714286,-236.0,75632.0,-1476.0,8191.0,82776.0,81300.0,51083.0,35311.5,6050.428571428572,2524.0,25445.0
1964-04-01,,6667.0,81755.0,,38291.28571428572,4964.571428571428,4668.75,157019.0,162995.0,46501.0,18675.0,110518.0,144372.0,163047.0,31251.428571428572,-144.0,75265.0,-6296.0,5976.0,87588.0,81292.0,56253.0,36079.75,6114.714285714285,-53.0,24813.0
1964-07-01,,6847.0,82945.0,,39006.28571428572,6488.142857142857,5627.5,159198.0,167328.0,46567.0,22510.0,112631.0,143882.0,166392.0,30639.285714285714,-900.0,76253.0,-2742.0,8130.0,86189.0,83447.0,54746.0,36203.25,6203.714285714285,931.0,25496.0
1964-10-01,,7025.0,84239.0,,38663.142857142855,7269.142857142857,6046.5,161706.0,169279.0,46722.0,24187.0,114984.0,148682.0,172869.0,32589.14285714286,-696.0,77468.0,-1376.0,7573.0,90006.0,88630.0,59043.0,36273.25,6119.428571428572,-3589.0,24634.0
1965-01-01,,7200.0,85615.0,,43259.42857142857,8985.285714285714,7101.0,172738.0,178397.0,46196.0,28404.0,126542.0,152359.0,180763.0,31244.14285714286,-400.0,87123.0,2521.0,5659.0,92627.0,95148.0,55548.0,37499.25,6089.714285714285,-2362.0,30279.0
1965-04-01,,7360.0,87146.0,,43743.57142857143,8557.857142857143,6976.75,173961.0,180230.0,46909.0,27907.0,127052.0,154815.0,182723.0,31702.14285714286,-1120.0,86815.0,1649.0,6269.0,93927.0,95577.0,56274.0,38081.25,6352.571428571428,-2491.0,31414.0
1965-07-01,,7504.0,88773.0,,45424.57142857143,5568.142857142857,5221.5,180105.0,186674.0,48868.0,20886.0,131237.0,162372.0,183258.0,34522.142857142855,-1520.0,91331.0,-5743.0,6570.0,100228.0,94485.0,62591.0,41448.0,6559.857142857143,3420.0,31653.0
1965-10-01,,7633.0,90490.0,,47087.857142857145,5562.0,5290.0,183231.0,189364.0,49480.0,21161.0,133752.0,163804.0,184965.0,33778.0,-1940.0,92741.0,-5830.0,6133.0,100304.0,94475.0,60599.0,42050.25,6719.428571428572,4396.0,34013.0
1966-01-01,,7746.0,92310.0,,50131.142857142855,8294.714285714286,6998.25,196120.0,200752.0,51920.0,27994.0,144200.0,166355.0,194349.0,33399.42857142857,-1196.0,103809.0,639.0,4633.0,101399.0,102038.0,59459.0,43190.0,7211.857142857143,6405.0,35390.0
1966-04-01,,7831.0,94338.0,,49914.71428571428,7669.0,6804.75,195443.0,198760.0,51942.0,27219.0,143501.0,167648.0,194866.0,33501.71428571428,-2664.0,101106.0,-695.0,3316.0,101224.0,100529.0,59937.0,42885.75,7428.857142857143,3895.0,36120.0
1966-07-01,,7887.0,96288.0,,50191.57142857143,7087.428571428572,6360.0,197372.0,200574.0,54178.0,25440.0,143194.0,169894.0,195333.0,34124.71428571428,-3612.0,101084.0,-2945.0,3202.0,101990.0,99045.0,61565.0,43783.75,7500.285714285715,5242.0,36149.0
1966-10-01,,7915.0,98300.0,,52102.57142857143,6219.857142857143,5715.0,202085.0,206169.0,56230.0,22860.0,145855.0,178511.0,201371.0,36010.28571428572,-956.0,103785.0,-6044.0,4084.0,109115.0,103072.0,66483.0,45827.25,7481.142857142857,4798.0,35673.0
1967-01-01,,7914.0,100268.0,,51243.0,2547.4285714285716,3673.0,200700.0,204962.0,57889.0,14692.0,142811.0,182896.0,197588.0,38467.28571428572,-372.0,100432.0,-14676.0,4262.0,111996.0,97320.0,72234.0,47567.25,7823.571428571428,7373.0,32220.0
1967-04-01,,7875.0,102350.0,,49249.142857142855,1978.857142857143,3340.25,194058.0,197313.0,56563.0,13361.0,137495.0,180649.0,194009.0,37932.57142857143,-1324.0,91708.0,-16517.0,3255.0,108177.0,91659.0,69908.0,45987.75,7559.285714285715,3302.0,31718.0
1967-07-01,,7796.0,104619.0,,50255.142857142855,3066.8571428571427,3784.0,200755.0,204339.0,57921.0,15137.0,142835.0,186733.0,201870.0,39943.857142857145,-1728.0,96136.0,-15371.0,3583.0,112621.0,97250.0,73961.0,47301.0,7336.428571428572,2470.0,32592.0
1967-10-01,,7679.0,106985.0,,51828.142857142855,2861.5714285714284,3915.0,205954.0,208786.0,58301.0,15661.0,147653.0,192831.0,208492.0,41117.71428571428,-2792.0,98970.0,-15504.0,2832.0,117011.0,101507.0,75875.0,48281.25,7726.571428571428,294.0,36249.0
1968-01-01,,7522.0,109496.0,,51714.57142857143,3925.8571428571427,4603.5,210642.0,212253.0,58354.0,18413.0,152288.0,188581.0,206994.0,40527.0,-4676.0,101146.0,-13487.0,1611.0,110984.0,97498.0,74194.0,48459.5,7744.714285714285,5258.0,33944.0
1968-04-01,,7448.0,111946.0,,54326.57142857143,3314.0,4521.0,218473.0,220498.0,59530.0,18084.0,158943.0,195535.0,213619.0,41805.28571428572,-2924.0,106527.0,-14353.0,2025.0,116026.0,101673.0,76781.0,50604.0,8306.714285714286,6881.0,34722.0
1968-07-01,,7455.0,114534.0,,53428.142857142855,7079.428571428572,6529.0,215230.0,217064.0,59547.0,26117.0,155683.0,189400.0,215517.0,38554.0,-2952.0,100697.0,-6859.0,1834.0,107842.0,100983.0,68831.0,47737.0,7909.285714285715,1549.0,34508.0
1968-10-01,,7543.0,117450.0,,54169.71428571428,7467.0,6801.75,220312.0,220972.0,59552.0,27207.0,160760.0,194923.0,222130.0,40206.28571428572,-4052.0,102862.0,-6499.0,660.0,111179.0,104680.0,71889.0,48442.0,7885.571428571428,-1155.0,35799.0
1969-01-01,4.0,7713.0,120465.0,,56418.28571428572,12789.0,9854.75,233913.0,235585.0,61525.0,39420.0,172388.0,191566.0,230985.0,38670.142857142855,-4932.0,113448.0,5021.0,1669.0,105499.0,110520.0,67448.0,49041.5,7980.571428571428,4601.0,35270.0
1969-04-01,0.0,7750.0,123506.0,,55597.71428571428,10975.57142857143,9145.0,232430.0,232935.0,59709.0,36580.0,172721.0,194732.0,231312.0,40144.57142857143,-5220.0,108924.0,1417.0,505.0,106390.0,107806.0,70609.0,49088.25,8208.142857142857,1622.0,33251.0
1969-07-01,4.0,7652.0,126325.0,,56064.42857142857,8155.714285714285,7662.25,237493.0,239200.0,59929.0,30649.0,177564.0,207052.0,237701.0,45313.71428571428,-4936.0,111168.0,-5105.0,1703.0,116481.0,111376.0,82471.0,52137.5,8433.285714285714,1497.0,31294.0
1969-10-01,0.0,7421.0,129289.0,,53442.0,6318.857142857143,6776.0,228597.0,231127.0,57024.0,27104.0,171573.0,205414.0,232518.0,45654.0,-8392.0,99308.0,-9433.0,2530.0,112662.0,103229.0,83702.0,51005.5,8223.857142857143,-1392.0,29931.0
1970-01-01,0.0,7056.0,132239.0,,52898.0,2553.5714285714284,4517.0,227124.0,231033.0,59012.0,18069.0,168113.0,208830.0,226898.0,47652.42857142857,-8792.0,94885.0,-19284.0,3909.0,113943.0,94660.0,88257.0,53241.5,8284.142857142857,4137.0,27423.0
