Date,Auto output,Autos,Domestic output of new autos,Exports,Final sales of domestic product,Final sales of motor vehicles to domestic purchasers,Gross government investment,Imports,Light trucks (including utility vehicles),Motor vehicle output,Net purchases of used autos and used light trucks,New motor vehicles,Other,Personal consumption expenditures,Private fixed investment,Private fixed investment in new autos and new light trucks,Sales of imported new autos,Truck output,Trucks,Used autos,Used light trucks (including utility vehicles)
1969-10-01,-33.5,-10.86,-42.0,-3.6,-6.4,-8.3,-3.2,-24.4,5.6,-28.3,7.05,-7.35,,-8.8,-7.8,,61.2,-7.3,10.125,6.35,26.549999999999997
1970-01-01,-40.8,-32.44,-45.2,-59.6,-32.6,-30.6,-0.7,-22.9,-43.1,-41.1,-24.7,-32.2,,-29.1,-36.5,,-15.9,-42.2,-12.725,-24.75,-27.35
1970-04-01,70.7,167.73999999999998,89.1,208.4,9.2,7.3,11.7,30.3,-11.9,47.3,47.45,7.05,,12.1,-4.0,,8.0,-12.0,-12.825,48.2,3.9000000000000004
1970-07-01,-23.2,-22.74,-23.9,-27.2,-4.5,-4.9,2.2,-16.9,23.3,-18.1,-20.75,-6.6,,-3.9,-7.9,,-28.6,3.7,34.525000000000006,-21.65,14.0
1970-10-01,-84.8,-50.74,-90.4,-68.0,-67.5,-62.9,-13.1,2.8,-53.3,-81.2,-53.05,-68.9,,-64.3,-63.2,,66.5,-63.0,-29.150000000000002,-51.95,-62.849999999999994
1971-01-01,1499.9,387.84000000000003,2548.5,305.2,280.3,241.1,19.1,54.8,156.2,1031.4,234.2,323.95,,259.2,238.9,,4.6,242.3,20.374999999999996,236.5,84.05000000000001
1971-04-01,-28.0,14.3,-33.2,41.7,13.3,13.7,-14.4,26.3,117.6,-21.6,-2.200000000000003,6.9,,13.0,18.9,,31.9,10.1,16.775,-2.6499999999999986,52.650000000000006
1971-07-01,4.2,29.720000000000006,2.3,9.8,18.4,24.8,-1.8,81.7,108.6,8.4,10.95,28.25,,20.9,38.4,,51.3,25.4,26.275,10.399999999999999,29.049999999999997
1971-10-01,21.1,-9.599999999999998,19.8,-59.3,36.4,31.7,4.2,-27.8,104.4,20.5,0.7000000000000002,33.1,,31.9,34.0,,-25.3,18.4,7.500000000000002,-0.44999999999999996,74.25
1972-01-01,19.9,4.039999999999999,27.8,43.6,1.7,1.7,1.7,11.1,41.8,30.7,-17.15,-0.10000000000000003,,0.6,4.4,,6.6,73.5,26.75,-17.75,8.8
1972-04-01,-9.1,14.5,-11.7,37.9,14.1,12.3,15.1,4.6,39.5,-0.7,22.0,16.55,,12.0,12.8,,24.5,29.5,47.900000000000006,23.1,-10.450000000000001
1972-07-01,-22.7,8.02,-28.5,37.5,5.6,1.6,25.4,-19.2,-17.4,-26.4,23.6,-1.4,,6.5,-11.1,,29.8,-36.5,9.55,24.3,3.8
1972-10-01,112.5,48.56,139.3,59.2,43.8,45.1,46.6,61.1,95.3,113.9,45.099999999999994,53.25,,39.8,58.3,,51.1,118.3,66.125,43.8,92.6
1973-01-01,57.1,19.34,65.5,45.2,48.7,41.6,13.1,-4.3,123.0,56.6,8.25,44.7,,38.4,52.3,,4.4,55.4,35.025,5.95,119.5
1973-04-01,-29.3,-8.3,-34.7,-7.1,-11.6,-12.0,19.0,-12.9,-24.5,-23.7,-7.6,-10.6,,-15.2,-6.2,,13.4,-5.2,12.8,-8.05,12.65
1973-07-01,-18.8,-14.86,-18.2,-14.4,-12.4,-13.1,44.9,-19.2,13.2,-11.7,-3.3,-13.9,,-17.2,-7.7,,-29.3,10.5,7.950000000000003,-3.8000000000000003,30.099999999999998
1973-10-01,-19.1,-2.539999999999998,-23.9,75.1,-25.5,-24.4,53.4,14.4,22.0,-13.6,-36.45,-26.15,,-29.1,-19.2,,27.0,1.2,48.575,-38.05,46.349999999999994
1974-01-01,-46.0,19.68,-53.7,46.2,-26.7,-21.8,-46.6,53.8,-39.6,-32.9,36.1,-14.650000000000002,,-29.1,-0.6,,9.1,7.3,12.549999999999997,36.9,15.5
1974-04-01,-8.5,1.1999999999999997,-0.2,-0.6,0.2,-1.0,73.3,-8.0,19.7,-13.1,24.05,-1.8,,-2.9,-3.0,,-50.9,-21.9,31.15,24.7,12.75
1974-07-01,79.0,12.48,68.8,13.2,17.4,12.1,28.5,-16.2,25.0,56.1,27.400000000000002,15.8,,17.1,1.2,,58.6,16.1,27.549999999999997,28.15,8.85
1974-10-01,-47.6,-34.02,-36.7,20.6,-48.6,-50.4,-14.7,-41.2,-53.7,-34.5,-26.049999999999997,-52.0,,-56.0,-41.2,,-36.0,4.2,-4.574999999999999,-26.6,-0.4500000000000002
1975-01-01,-51.0,-7.8199999999999985,-65.2,4.2,3.9,-7.0,-20.0,-52.6,-29.9,-56.1,-21.45,-0.3999999999999986,,22.3,-46.7,,84.3,-64.7,-23.549999999999997,-21.65,-19.05
1975-04-01,80.7,3.8,108.4,44.6,-1.1,-4.2,-14.5,-1.5,55.8,44.3,43.15,-5.85,,-2.3,-6.7,,-23.8,-12.0,11.974999999999998,45.45,0.7000000000000002
1975-07-01,101.3,75.62,99.7,42.2,66.6,70.5,2.0,79.2,115.8,76.0,42.75,82.45,,78.8,63.7,,53.2,24.0,12.049999999999999,43.1,36.0
1975-10-01,-10.7,11.059999999999999,-13.6,-5.8,14.5,17.8,2.3,25.7,58.3,-5.5,0.40000000000000036,15.4,,22.0,10.1,,-22.0,9.3,13.225,0.34999999999999964,9.9
1976-01-01,80.9,19.64,103.5,-39.1,32.1,43.6,-1.2,61.8,76.3,73.8,22.200000000000003,40.6,,53.6,26.7,,-13.2,57.3,46.475,21.049999999999997,51.5
1976-04-01,6.9,3.6399999999999997,-2.5,20.5,5.9,5.6,32.5,11.0,25.5,19.3,3.05,5.45,,0.6,16.3,,22.7,58.0,38.625,1.6500000000000004,43.6
1976-07-01,-24.1,-5.38,-21.3,-6.7,16.2,10.9,13.4,-25.8,48.0,-9.5,-13.0,13.75,,2.6,34.1,,30.8,34.6,13.975000000000001,-14.850000000000001,43.25
1976-10-01,35.6,14.84,38.4,20.3,2.5,1.4,15.5,2.3,-16.0,13.6,-16.0,2.25,,3.6,-5.4,,13.4,-23.4,-1.2749999999999995,-16.5,-2.6499999999999986
1977-01-01,45.7,45.06,48.5,1.2,60.6,57.6,21.6,9.2,110.3,58.0,21.95,64.65,,44.8,98.1,,37.7,90.3,32.5,22.4,11.15
1977-04-01,-8.1,10.08,-4.4,-17.4,-3.3,1.9,-12.6,37.8,0.2,-6.4,-14.100000000000001,6.85,,-0.4,8.8,,83.6,-2.6,-5.125,-14.649999999999999,-7.250000000000002
1977-07-01,-4.9,-8.82,-5.5,-16.9,-7.2,-2.8,-23.5,25.1,2.8,7.6,24.1,-8.200000000000001,,4.7,-15.4,,-28.8,38.2,2.250000000000001,25.549999999999997,4.65
1977-10-01,-0.7,-1.1799999999999997,-9.8,-14.7,1.3,6.2,16.6,31.5,61.2,-1.5,15.850000000000001,9.299999999999999,,1.4,16.3,,-8.8,-3.0,40.85,15.15,48.6
1978-01-01,-10.7,-2.039999999999999,-13.7,28.9,-12.4,-13.1,-4.9,-5.1,-12.6,-15.6,-12.45,-10.5,,-18.3,-1.9,,-14.4,-24.4,15.549999999999999,-14.2,46.449999999999996
1978-04-01,45.1,53.7,53.2,37.4,75.1,69.9,50.6,30.3,84.2,47.8,32.1,76.1,,74.7,62.6,,53.1,53.3,66.275,28.75,111.94999999999999
1978-07-01,-22.8,-6.06,-22.0,-6.9,-13.7,-15.0,-9.3,-20.0,-16.1,-11.6,-2.0999999999999996,-16.8,,-15.9,-13.8,,3.6,13.9,-23.975,-2.1500000000000004,5.7
1978-10-01,18.1,7.32,23.8,70.9,6.7,4.1,30.8,9.4,-12.0,27.3,9.15,6.9,,-3.9,19.4,,-4.8,45.0,63.65,6.8,55.7
1979-01-01,7.5,-7.459999999999999,10.7,-12.0,-2.3,-6.5,2.0,-29.8,-31.9,7.6,13.15,-4.1,,-8.3,-4.0,,24.2,7.8,-5.3,14.249999999999998,-5.0
1979-04-01,-37.5,-4.780000000000001,-32.3,14.5,-37.2,-31.5,-26.5,42.8,-52.7,-40.4,-21.15,-31.45,,-35.2,-24.6,,10.7,-45.0,-5.675,-19.75,-35.8
1979-07-01,-25.1,17.259999999999998,-34.7,-8.3,20.4,17.4,45.8,-9.0,17.7,-27.4,47.6,15.75,,25.0,1.7,,-7.8,-31.2,-7.449999999999999,44.15,104.39999999999999
1979-10-01,-17.9,-9.239999999999998,-25.2,54.0,-25.5,-24.3,-0.4,15.4,-14.9,-25.1,-19.3,-26.65,,-16.4,-40.1,,9.5,-36.7,36.475,-25.0,88.2
1980-01-01,-8.6,10.14,-6.6,-56.1,-17.6,-7.4,-10.2,18.1,-68.7,-23.4,36.15,-9.2,,0.8,-22.4,,62.6,-46.4,-36.375,43.0,-21.1
1980-04-01,-58.7,-46.08,-60.9,-33.6,-66.9,-62.1,-29.3,-15.6,-56.7,-57.4,-48.95,-61.949999999999996,,-67.0,-53.4,,-59.9,-54.3,-13.175,-50.8,-19.8
1980-07-01,44.9,23.299999999999997,38.1,-35.8,57.4,54.6,37.6,5.4,18.4,31.2,38.95,57.8,,67.0,34.1,,66.9,5.5,21.35,35.6,77.65
1980-10-01,119.7,32.74,109.1,65.0,11.6,3.6,-5.0,-10.2,-28.3,99.3,1.7000000000000002,3.2,,5.0,2.0,,29.8,59.7,-2.05,5.7,-29.599999999999998
1981-01-01,-0.7,28.46,-6.8,-28.3,55.9,45.1,14.8,-19.5,15.6,-6.2,7.8,49.75,,54.4,30.9,,20.3,-17.9,-10.975000000000001,8.450000000000001,0.0
1981-04-01,14.1,-21.76,20.4,-10.8,-35.6,-29.2,-13.5,18.4,33.8,17.4,-13.150000000000002,-29.8,,-38.3,-7.8,,-17.0,25.7,3.7,-15.249999999999998,28.65
1981-07-01,-14.5,25.34,-12.4,19.2,38.6,30.8,-17.5,-2.9,38.9,-17.5,9.85,39.55,,38.7,23.6,,2.1,-24.3,3.2249999999999996,11.299999999999999,-12.049999999999999
1981-10-01,-44.1,-38.8,-61.3,-54.3,-53.1,-44.5,-24.7,5.1,-41.8,-31.8,-40.25,-46.55,,-49.9,-33.9,,3.0,6.8,-9.9,-38.4,-42.85
1982-01-01,-37.7,13.64,-44.8,-55.1,50.4,53.9,22.4,20.8,231.3,-22.2,15.7,58.2,,73.3,24.2,,39.2,18.3,6.4,9.700000000000001,97.55
1982-04-01,118.7,39.24,176.2,58.7,-13.7,-10.2,-21.1,20.2,-24.2,73.5,-5.1,-7.5,,-8.5,-12.1,,-15.2,11.6,-16.375,-1.6000000000000005,-39.55
1982-07-01,30.7,11.459999999999999,49.7,-36.0,-5.5,-1.0,-10.4,5.2,-4.5,3.6,24.799999999999997,-4.3,,4.1,-10.5,,26.6,-38.6,-40.5,32.05,-34.3
1982-10-01,-43.6,-0.17999999999999972,-58.7,-31.2,57.4,32.4,35.9,-43.4,42.0,-38.8,-3.5,33.8,,46.2,3.9,,43.5,-25.7,14.174999999999997,-3.9000000000000004,-3.85
1983-01-01,90.2,31.060000000000002,165.0,9.0,-13.7,-3.7,-49.6,58.2,28.8,78.5,-20.9,3.3499999999999996,,-12.1,30.9,,-19.7,53.9,-10.075,-23.35,205.6
1983-04-01,7.4,45.2,7.0,68.9,75.8,70.1,123.0,49.3,185.5,28.8,6.45,66.85,,83.8,36.1,,43.4,94.4,112.15,-6.25,256.25
1983-07-01,94.5,25.5,93.3,39.8,37.1,27.4,50.4,-4.9,64.1,84.1,25.55,30.5,,15.6,58.0,,-4.5,63.4,37.975,20.2,77.15
1983-10-01,45.5,36.260000000000005,47.2,34.2,37.4,42.5,28.9,65.2,44.6,59.3,32.5,51.45,,32.6,70.7,,71.7,92.9,66.825,30.15,48.45
1984-01-01,3.3,23.660000000000004,14.8,-3.7,10.0,17.2,43.7,45.7,14.6,8.9,62.25,19.25,,19.7,8.9,,-7.4,20.9,18.625,68.1,19.9
1984-04-01,-28.6,9.179999999999998,-26.7,-16.8,14.7,15.1,107.8,9.4,14.6,-17.9,36.3,14.350000000000001,,8.6,20.7,,15.9,6.5,53.974999999999994,40.65,7.1499999999999995
1984-07-01,6.5,2.8200000000000003,6.7,27.9,-9.6,-8.1,-46.7,5.0,-5.8,6.1,50.8,-5.15,,-5.9,-5.5,,-14.2,5.4,-0.8999999999999986,60.099999999999994,-9.6
1984-10-01,61.7,2.9400000000000004,50.3,13.6,16.8,14.4,21.6,5.4,39.0,53.7,-22.6,15.75,,18.6,4.5,,27.7,40.4,21.45,-27.5,38.8
1985-01-01,-14.5,24.080000000000002,-8.4,11.1,29.4,24.4,27.2,3.7,104.4,-12.8,53.9,22.75,,31.4,8.7,,-6.1,-9.7,10.025,48.95,103.05
1985-04-01,7.3,0.24000000000000057,-1.0,14.3,0.8,6.2,10.3,33.8,-2.4,17.8,10.3,6.75,,4.5,10.3,,37.4,38.5,39.525000000000006,11.3,5.35
1985-07-01,27.7,33.5,27.3,47.3,50.2,44.5,-27.3,23.7,78.7,27.5,46.45,51.5,,65.1,13.2,,55.0,27.1,6.574999999999999,38.599999999999994,116.0
1985-10-01,-13.7,-23.020000000000003,-15.3,-1.1,-43.3,-35.6,-20.8,13.2,-20.1,-10.4,-32.2,-39.4,,-41.0,-21.9,,-19.4,-4.7,20.65,-34.7,-3.0999999999999996
1986-01-01,-2.7,29.060000000000002,-2.3,-0.8,6.3,0.9,-22.1,-16.2,-33.2,-16.2,-1.9000000000000001,-0.40000000000000036,,8.9,-13.9,,5.7,-35.2,-34.375,-2.25,-1.0
1986-04-01,2.1,3.8200000000000003,-8.0,42.1,18.9,20.5,58.3,29.5,57.4,10.0,19.95,21.25,,26.6,1.8,,29.7,25.3,84.475,5.700000000000001,141.35
1986-07-01,17.2,23.240000000000002,8.7,-43.8,59.0,56.2,35.2,21.0,89.4,9.8,38.650000000000006,54.150000000000006,,78.2,9.8,,45.8,-2.3,3.875,18.55,181.55
1986-10-01,-7.4,-17.06,-19.8,-3.6,-35.4,-34.4,-64.0,-26.0,-42.5,-9.6,-17.25,-36.1,,-32.9,-33.3,,6.8,-13.5,-27.099999999999998,-12.4,-25.099999999999998
1987-01-01,-4.0,-21.18,27.6,18.0,-43.2,-36.8,4.6,-1.7,-24.5,-1.3,-23.7,-29.75,,-44.3,-14.5,,-57.2,3.7,34.225,-26.349999999999998,-9.05
1987-04-01,-19.5,39.0,-33.2,58.2,48.4,37.8,-1.6,14.4,78.75,-5.6,37.3,42.099999999999994,54.9,40.3,37.0,33.6,33.8,24.8,20.325,26.5,92.80000000000001
1987-07-01,-10.3,-0.9800000000000004,-22.7,-38.2,44.5,31.5,146.6,-15.9,5.6,-2.8,73.85,27.45,4.1,40.1,0.4,23.3,43.1,10.6,60.39999999999999,92.2,15.35
1987-10-01,23.6,28.18,51.0,171.5,-34.0,-30.3,-71.2,10.2,-3.1500000000000004,15.6,34.35,-27.6,-21.8,-25.7,-36.0,-17.5,-19.2,3.5,18.599999999999998,41.650000000000006,5.6499999999999995
1988-01-01,-10.8,50.34,-29.9,-14.1,71.1,46.8,198.4,-21.1,30.8,-6.4,-18.9,41.45,-23.6,38.6,60.4,44.9,45.9,1.3,48.675000000000004,-28.8,42.8
1988-04-01,65.4,-13.959999999999999,60.9,6.3,-6.1,-8.9,-40.8,-15.1,-2.7499999999999996,35.4,-5.05,-5.45,0.3,-9.9,0.0,-0.4,-9.3,-4.0,-11.775,-8.95,10.95
1988-07-01,-29.1,14.5,-19.9,50.0,-14.8,-13.7,44.5,3.7,8.450000000000001,-17.3,1.3499999999999996,-8.35,-10.5,-16.9,-10.2,1.5,-20.6,8.4,18.95,1.5,2.5
1988-10-01,21.5,9.36,36.9,-9.9,13.0,13.3,-38.2,7.9,10.25,27.5,-1.0,13.2,51.5,13.7,21.6,2.4,-9.7,38.1,-0.2499999999999991,-4.449999999999999,12.8
1989-01-01,7.4,2.9399999999999986,10.1,147.5,0.6,-4.7,143.5,3.7,-4.800000000000001,19.8,-11.0,-14.4,-10.8,0.7,-29.5,-33.3,-19.9,41.8,180.55,-13.65,-0.9500000000000002
1989-04-01,-19.0,10.48,-20.5,-67.2,1.2,3.9,16.5,-17.6,0.30000000000000004,-22.1,53.55,12.25,11.9,1.2,11.0,34.6,18.8,-26.6,-24.375,69.4,6.050000000000001
1989-07-01,-24.3,-12.319999999999999,-39.9,4.5,25.8,11.9,100.5,-31.1,16.8,-10.5,-9.0,8.05,-32.1,20.2,-20.8,-10.8,11.9,14.1,58.375,-24.9,76.3
1989-10-01,-1.8,-15.9,9.0,27.7,-39.5,-35.4,-67.3,2.7,-28.35,-11.6,12.799999999999999,-40.150000000000006,-24.9,-32.5,-36.5,-35.4,-36.2,-23.9,-9.299999999999997,20.65,8.55
1990-01-01,2.2,54.54,-22.0,3.9,45.0,41.7,105.7,17.9,50.05,-9.5,14.8,43.65,-27.8,45.1,21.9,43.0,50.0,-24.7,44.074999999999996,-11.9,139.2
1990-04-01,5.9,-0.5600000000000002,39.2,-18.4,-30.5,-19.8,-44.9,36.5,-20.45,6.0,-1.25,-15.75,-27.1,-21.0,-9.1,-0.2,-13.1,6.1,-17.6,-2.8,2.75
1990-07-01,12.3,1.2999999999999994,13.0,-45.9,0.0,0.5,78.6,-12.6,-9.3,1.7,23.95,7.1,1.9,-7.0,17.1,30.5,-3.7,-13.2,8.725000000000001,30.55,9.8
1990-10-01,-42.2,15.379999999999999,-48.8,-28.7,-26.8,-21.6,-7.8,-3.4,-19.5,-42.9,4.55,-20.55,-29.7,-22.1,-22.4,-9.0,-12.9,-44.0,-0.47500000000000053,4.45,4.55
1991-01-01,-23.4,23.78,-8.7,248.6,-12.9,-21.2,88.1,-16.3,-23.1,-30.4,7.1,-26.700000000000003,-33.8,-28.7,-11.7,-6.4,-49.9,-41.0,117.95,17.2,-13.450000000000001
1991-04-01,23.6,-18.88,2.1,-19.0,-5.8,-10.1,-80.2,-25.6,23.0,36.8,-2.1500000000000004,5.45,-12.7,-5.9,6.3,14.3,42.2,62.6,-31.3,-8.350000000000001,16.6
1991-07-01,33.6,31.28,50.4,42.7,16.8,23.0,20.5,53.6,24.75,32.3,50.8,21.85,29.1,26.4,14.1,25.5,10.4,30.2,24.25,51.4,50.900000000000006
1991-10-01,-23.0,-19.880000000000003,-20.5,-28.5,-11.5,-9.6,-36.4,-9.9,-1.4,-17.6,-16.7,-8.2,24.6,-8.5,-7.8,-16.4,-27.9,-7.9,-0.27500000000000036,-22.200000000000003,-0.5
1992-01-01,-3.1,14.76,-14.1,22.4,24.1,19.5,86.3,6.4,15.350000000000001,7.8,16.85,13.149999999999999,11.6,26.6,-6.6,-3.3,24.3,27.0,58.975,10.8,37.1
1992-04-01,42.1,23.7,42.3,29.9,15.7,8.9,27.1,-6.2,31.700000000000003,33.1,34.25,15.7,53.5,5.0,18.7,26.3,12.2,20.7,27.375,36.55,30.65
1992-07-01,-2.2,7.88,3.3,34.8,7.9,1.9,-48.0,-8.9,10.7,6.0,-4.9,3.4000000000000004,59.1,5.4,2.3,-11.3,-15.9,19.7,-10.775000000000002,-12.950000000000001,15.4
1992-10-01,7.3,11.86,8.6,17.9,23.5,22.9,398.8,19.1,20.5,28.1,6.95,20.7,17.4,7.5,43.7,34.6,18.2,64.1,280.2,10.35,0.65
1993-01-01,-4.3,-11.919999999999998,-2.0,-27.9,-21.4,-10.1,-80.8,33.8,0.25,-1.8,-4.45,-9.0,36.9,-6.1,3.6,-13.9,-19.3,1.5,-18.5,-0.9000000000000004,-11.55
1993-04-01,7.5,25.44,8.0,7.8,48.7,36.8,172.4,-4.8,53.15,6.3,20.9,47.8,25.0,20.5,76.6,75.7,47.6,4.6,94.625,29.349999999999998,7.800000000000001
1993-07-01,-24.2,-15.86,-31.7,-26.2,-7.2,-6.6,-38.6,-11.2,-3.55,-11.6,-21.85,-10.2,22.3,-3.9,-8.0,-26.4,11.7,6.9,-19.525,-22.799999999999997,-19.049999999999997
1993-10-01,49.2,24.099999999999998,81.8,101.5,32.8,24.8,-43.7,14.4,43.45,49.1,5.75,36.85,29.1,19.8,54.1,44.6,-18.5,49.0,37.15,3.05,13.4
1994-01-01,34.2,10.940000000000001,49.9,4.6,27.1,19.7,-17.3,-10.4,43.0,29.5,45.75,18.05,-6.1,11.9,47.4,54.5,-19.2,24.2,9.975,76.4,-6.8999999999999995
1994-04-01,-17.1,10.78,-25.1,-3.0,-17.7,-6.1,10.2,58.2,-3.8,-14.7,-13.6,-3.8000000000000003,-2.9,-7.9,-3.3,-5.4,45.7,-11.7,16.825,-15.15,-8.700000000000001
1994-07-01,-0.6,10.179999999999998,-2.0,27.3,5.3,6.1,145.1,15.4,4.449999999999999,9.8,0.1499999999999999,2.8499999999999996,22.8,-4.5,24.3,12.2,-0.7,23.2,85.95,7.5,-16.85
1994-10-01,15.6,0.060000000000001566,26.7,-24.9,9.8,16.1,-56.5,23.9,33.05,11.2,9.399999999999999,21.85,22.3,13.0,36.7,29.6,-8.0,6.3,-9.8,5.8500000000000005,19.5
1995-01-01,-14.1,-1.1600000000000015,3.4,55.0,-15.7,-15.8,-23.5,0.4,-8.649999999999999,-5.4,-3.5,-18.4,36.1,-18.4,-8.5,-18.2,-22.2,5.4,5.399999999999999,-4.05,-2.2
1995-04-01,-21.3,14.26,-37.3,-31.6,-5.3,-4.2,79.2,-10.2,-5.7,-10.5,-11.05,-5.25,-19.5,-1.6,-15.1,-12.4,4.1,2.6,-0.024999999999999467,-18.75,11.85
1995-07-01,-19.5,-7.26,-10.6,25.0,24.3,9.0,-19.9,-28.6,10.100000000000001,-4.9,39.8,7.5,-2.2,10.7,8.6,22.8,3.9,11.9,5.7,43.35,32.2
1995-10-01,38.1,20.82,13.5,-10.1,12.1,9.0,99.4,-8.0,25.45,27.5,-7.3999999999999995,13.0,8.5,7.0,6.9,4.1,13.3,18.2,24.0,-24.25,46.6
1996-01-01,-48.6,-4.82,-31.4,24.4,-3.7,-0.2,-9.4,23.2,30.85,-33.4,25.25,1.05,-34.6,3.5,-7.4,16.7,-22.3,-15.9,27.424999999999997,11.65,59.949999999999996
1996-04-01,126.3,-12.960000000000003,86.0,-20.4,-1.3,5.3,-54.3,22.4,9.5,63.7,32.95,7.8,-1.8,6.6,11.2,24.5,-3.3,21.2,4.275,41.0,18.5
1996-07-01,-5.9,12.4,-4.4,48.5,5.6,4.8,-7.3,13.5,22.65,1.5,14.55,5.550000000000001,-1.9,-1.4,22.0,24.7,12.0,9.4,19.475,13.75,16.1
1996-10-01,-36.5,26.059999999999995,-37.5,-4.4,12.5,5.5,58.6,-19.6,31.6,-16.5,-16.95,5.5,-19.2,2.8,7.8,0.9,-12.8,7.1,4.8,-31.55,19.65
1997-01-01,14.9,5.639999999999998,16.9,-9.3,5.9,16.8,4.7,55.3,5.25,16.9,36.949999999999996,6.6,-22.8,21.5,7.8,16.3,37.8,18.5,24.825,68.2,-3.75
1997-04-01,-3.4,-9.02,0.3,13.3,-14.7,-12.8,8.8,1.5,1.45,-2.4,-8.9,-9.75,-4.3,-14.8,-10.2,-7.1,-12.5,-1.7,9.5,-25.549999999999997,36.55
1997-07-01,20.2,8.139999999999999,6.5,25.6,30.0,23.6,31.0,4.0,32.3,29.3,22.950000000000003,30.4,21.4,32.1,5.8,13.9,45.6,37.3,34.525,5.95,60.1
1997-10-01,3.8,3.46,-1.8,-1.0,14.1,7.6,-47.4,-15.7,21.549999999999997,18.6,15.2,14.65,38.7,12.6,3.6,7.1,1.0,31.7,-12.825000000000001,3.65,45.25
1998-01-01,-6.4,-0.4800000000000004,-4.8,9.9,-18.3,-12.0,14.5,24.3,-9.9,-7.9,4.45,-9.35,22.2,-12.9,-11.7,-6.7,-0.8,-9.0,18.225,0.04999999999999982,11.6
1998-04-01,-13.3,26.2,-19.8,-34.1,38.9,37.1,110.2,5.3,65.4,-1.2,31.1,47.45,11.0,40.3,24.6,39.7,38.7,8.8,31.525,20.0,49.0
1998-07-01,43.8,-23.66,53.4,-36.3,0.1,0.6,-32.5,-9.4,-31.700000000000003,2.0,28.6,-23.55,44.4,7.6,-11.2,-33.1,-24.4,-21.8,-25.1,38.55,16.25
1998-10-01,26.7,52.35999999999999,19.5,45.7,51.9,56.3,52.4,70.7,67.7,65.4,58.1,59.400000000000006,34.0,48.4,77.9,82.5,58.6,103.9,60.8,51.15,70.25
1999-01-01,-26.4,-2.960000000000001,-19.3,-12.1,-27.8,-17.4,-26.0,31.7,10.0,-10.0,-12.899999999999999,-0.75,-3.1,-20.3,-9.2,0.5,12.6,3.7,4.125,-35.0,35.650000000000006
1999-04-01,12.9,9.22,-6.1,11.2,30.2,25.8,-26.9,9.9,4.9,2.8,26.950000000000003,12.85,-3.4,35.3,11.1,5.1,35.2,-3.5,-2.0000000000000004,27.95,26.199999999999996
1999-07-01,-4.1,6.56,5.9,-13.2,5.8,9.8,81.5,17.3,24.400000000000002,12.7,6.549999999999999,14.8,13.2,0.5,29.5,28.1,6.8,25.5,39.95,-3.1999999999999997,21.05
1999-10-01,28.3,18.94,8.0,13.3,-12.7,-9.6,68.7,5.7,-2.0,8.3,-19.15,2.65,5.3,-13.2,-6.4,-4.4,30.9,-3.3,22.925,-26.900000000000002,-8.999999999999998
