Date,Agriculture,Air,Disability,Economic affairs,Education,Elementary and secondary,Energy,Executive and legislative,Federal,Fire,General economic and labor affairs,General public service,Government,Gross expenditures,Health,Health (net),Higher,Highways,Housing and community services,Housing and other,Income security,Law courts,Less: Sales to other sectors,Libraries,Libraries and other,National defense,Natural resources,Other,Other economic affairs,Police,Postal service,Prisons,Public order and safety,Recreation and culture,Retirement,Sanitation,Sewerage,Space,State and local,Tax collection and financial management,Transit and railroad,Transportation,Unemployment,Water,Welfare and social services
2004-01-01,10168.0,17090.0,3646.0,233128.0,428916.0,335126.0,19042.0,39223.333333333336,892123.0,24005.666666666668,21923.333333333332,134900.0,2338123.0,184555.0,120638.5,53475.0,75616.66666666667,104299.33333333333,30088.666666666668,6915.0,54382.666666666664,30818.666666666668,131080.0,10145.0,26266.0,569878.0,23987.333333333332,27350.0,76740.0,75086.66666666667,1884.0,46992.666666666664,176903.33333333334,22259.333333333332,1442.0,10627.0,13156.0,26458.0,1446000.0,28300.666666666668,10195.333333333334,138749.33333333334,0.0,8772.75,46874.666666666664
2005-01-01,10028.666666666666,17098.0,3866.6666666666665,243244.0,451146.6666666667,352809.3333333333,17753.333333333332,40806.666666666664,947787.0,25579.0,22908.666666666668,143180.66666666666,2475313.0,194383.0,128819.5,61923.0,79239.66666666667,112957.33333333333,31865.0,7076.0,58160.666666666664,32379.0,132460.0,10820.0,27594.0,609437.0,25331.333333333332,30115.11111111111,78105.66666666667,79042.33333333333,2485.0,49080.666666666664,186081.0,23718.666666666668,1565.0,11354.0,13886.0,26801.0,1527526.0,29148.666666666668,9440.0,147271.33333333334,0.0,9322.0,48440.666666666664
2006-01-01,11586.0,17955.333333333332,3854.0,259260.0,478883.6666666667,374728.3333333333,19211.333333333332,43292.0,1001189.0,27877.333333333332,23502.0,152895.66666666666,2623846.0,205640.0,133842.0,64473.0,84739.33333333333,122142.0,33432.666666666664,7088.0,63795.333333333336,33750.0,141167.0,11270.0,28077.5,640814.0,27080.0,33790.0,83654.0,83841.33333333333,2724.0,52163.333333333336,197632.0,25403.0,1949.0,11100.0,15565.0,26718.0,1622657.0,29834.0,9300.0,157794.0,0.0,10088.75,49402.666666666664
2007-01-01,10770.333333333334,18465.0,3676.0,278037.6666666667,512995.3333333333,396863.0,20708.0,46889.333333333336,1051025.0,30177.333333333332,25339.666666666668,159016.33333333334,2790556.0,224569.0,145409.0,75128.0,95848.66666666667,132765.33333333334,35704.666666666664,7572.0,60502.666666666664,35440.666666666664,149441.0,12096.0,29270.0,679264.0,31228.0,33079.88888888889,90303.0,90311.66666666667,2612.0,56052.333333333336,211982.0,27307.333333333332,2054.0,10896.0,17354.0,28585.0,1739531.0,30390.666666666668,9404.333333333334,168677.33333333334,0.0,10076.0,50690.0
2008-01-01,10983.333333333334,20469.333333333332,3644.0,291570.0,539539.3333333334,414162.6666666667,23375.666666666668,50062.0,1151960.0,31992.0,27080.0,167314.0,2983035.0,241662.0,159915.0,83049.0,104552.0,137267.66666666666,38408.0,7691.0,61632.0,37374.666666666664,158613.0,12214.0,30062.0,750336.0,30096.0,33201.22222222222,93520.66666666667,98123.66666666667,2026.0,59312.666666666664,226803.33333333334,28907.333333333332,1999.0,11290.0,19346.0,30288.0,1831075.0,35103.666666666664,10767.333333333334,177857.33333333334,0.0,11393.75,52517.333333333336
2009-01-01,10444.666666666666,21328.333333333332,3630.6666666666665,301190.0,547218.3333333334,417478.0,25561.333333333332,52954.666666666664,1220785.0,32728.333333333332,29868.0,174530.0,3076338.0,248987.0,170597.0,80048.0,108550.0,139285.33333333334,39278.666666666664,7451.0,63072.666666666664,38317.666666666664,168940.0,12102.0,30623.5,787565.0,30564.0,34366.444444444445,98258.0,100986.66666666667,1817.0,59103.666666666664,231136.0,29009.0,2472.0,11110.0,20478.0,30886.0,1855553.0,36108.666666666664,12020.666666666666,182342.0,0.0,11777.25,53892.0
2010-01-01,12911.333333333334,22218.0,3556.0,312263.3333333333,551724.6666666666,416814.6666666667,28581.333333333332,54136.666666666664,1300157.0,33122.333333333336,31094.666666666668,177424.33333333334,3155551.0,255258.0,178288.5,78874.0,113260.33333333333,139644.66666666666,39060.666666666664,7796.0,63534.666666666664,38764.0,176384.0,11906.0,31202.0,827971.0,33234.666666666664,34577.11111111111,107276.0,103804.66666666667,1473.0,58271.333333333336,233962.0,28600.0,2351.0,10472.0,20980.0,30860.0,1855394.0,37296.0,12044.0,184414.0,0.0,12171.75,54855.0
2011-01-01,11109.333333333334,21594.0,3395.3333333333335,306206.6666666667,551613.0,412235.6666666667,24651.0,55751.0,1299763.0,33370.333333333336,28666.666666666668,173974.33333333334,3147929.0,261245.0,184903.0,78554.0,117709.33333333333,142917.0,38219.333333333336,7344.0,60832.0,38356.0,182691.0,12130.0,31190.5,833978.0,33054.666666666664,34120.666666666664,98745.33333333333,104919.33333333333,1129.0,58155.333333333336,234800.66666666666,27536.0,1902.0,10480.0,20602.0,29386.0,1848166.0,33694.666666666664,12270.0,187871.33333333334,2.0,12459.25,52426.0
2012-01-01,10991.0,21291.333333333332,3543.6666666666665,310085.3333333333,553728.0,411427.3333333333,25703.333333333332,57022.666666666664,1287010.0,33304.666666666664,28918.666666666668,174179.33333333334,3136471.0,266916.0,188129.0,78190.0,120852.66666666667,146002.66666666666,36184.0,6100.0,60922.666666666664,38048.666666666664,188726.0,12021.0,30892.5,814175.0,32396.666666666668,33780.22222222222,99404.0,105632.0,1247.0,57612.0,234598.0,27018.666666666668,2046.0,10431.0,18868.0,29442.0,1849460.0,33528.0,12739.0,191053.33333333334,0.0,12392.25,52300.666666666664
2013-01-01,10740.0,20439.333333333332,3559.6666666666665,309629.6666666667,574766.0,425817.0,25495.0,55750.666666666664,1227384.0,34873.0,28654.333333333332,175826.33333333334,3132576.0,279260.0,190449.5,81370.0,127356.0,148365.66666666666,35198.0,5347.0,64064.666666666664,37003.333333333336,197890.0,12166.0,31113.5,764319.0,30311.0,34436.11111111111,97032.0,106665.66666666667,2165.0,59158.0,237700.66666666666,27563.333333333332,2104.0,10161.0,17996.0,28977.0,1905193.0,34722.666666666664,13573.333333333334,193280.33333333334,0.0,12430.75,55018.666666666664
2014-01-01,10870.0,20722.666666666668,3382.3333333333335,315606.0,590611.3333333334,438064.3333333333,24772.0,57941.333333333336,1217072.0,36096.0,28374.0,177054.0,3168607.0,289560.0,196076.0,80254.0,130750.66666666667,152232.66666666666,34964.0,5565.0,66340.0,37918.0,209305.0,12430.0,31433.0,744053.0,30392.0,34412.444444444445,95369.0,110432.33333333333,875.0,61304.666666666664,245751.33333333334,28574.0,2359.0,9859.0,17656.0,30242.0,1951535.0,33818.0,15647.333333333334,200075.33333333334,0.0,12897.0,57329.333333333336
2015-01-01,11404.333333333334,22504.666666666668,3533.3333333333335,327713.0,609899.0,453815.3333333333,26186.0,60488.666666666664,1222777.0,37437.333333333336,29034.0,181559.33333333334,3233420.0,301765.0,203077.5,81347.0,134683.66666666666,156800.66666666666,36117.333333333336,5678.0,67180.0,39306.333333333336,220417.0,12855.0,30871.5,730372.0,32602.666666666668,34060.666666666664,100456.66666666667,114166.66666666667,1322.0,62940.0,253850.66666666666,29879.333333333332,2224.0,10121.0,18474.0,31051.0,2010643.0,35791.666666666664,16132.0,206555.33333333334,-4.0,12791.0,58443.333333333336
2016-01-01,10970.666666666666,23330.0,3556.0,333182.6666666667,628764.0,470063.0,25976.666666666668,61568.0,1237353.0,38638.0,30113.666666666668,182502.0,3303031.0,318911.0,212650.5,88827.0,137564.66666666666,159773.33333333334,37153.666666666664,5962.0,70045.33333333333,40152.0,230083.0,13151.0,30429.5,729434.0,34566.0,33367.333333333336,102792.66666666667,118574.0,1503.0,63466.666666666664,260830.0,31877.333333333332,2230.0,10129.0,19250.0,31796.0,2065678.0,38114.0,15462.666666666666,209192.33333333334,0.0,12582.25,60252.333333333336
2017-01-01,11976.0,25240.666666666668,3406.6666666666665,342682.0,648611.0,487314.6666666667,25367.333333333332,64835.333333333336,1266054.0,39452.0,31895.0,189380.0,3397141.0,333483.0,211630.0,91452.0,140070.0,164438.66666666666,38732.0,6495.0,73450.66666666667,41155.0,242031.0,13376.0,30532.5,748294.0,33852.0,34951.444444444445,104199.0,123324.33333333333,1465.0,64492.0,268423.3333333333,33048.0,2356.0,10431.0,20240.0,32245.0,2131087.0,38772.0,16049.666666666666,216986.0,0.0,13188.25,61834.0
2018-01-01,12925.333333333334,27807.666666666668,3662.6666666666665,363675.0,675484.3333333334,508400.0,26894.0,66803.33333333333,1346295.0,42491.333333333336,36276.666666666664,198096.33333333334,3590381.0,355277.0,226311.5,99728.0,144640.33333333334,173689.33333333334,41544.666666666664,7447.0,81566.0,43210.0,255549.0,13807.0,32339.0,795065.0,34562.0,37648.22222222222,111857.66666666667,131354.33333333334,1601.0,67042.66666666667,284098.6666666667,34962.333333333336,2302.0,11561.0,21350.0,34017.0,2244086.0,41776.666666666664,16034.666666666666,229139.0,0.0,13695.5,66312.66666666667
2019-01-01,13122.666666666666,28613.333333333332,3977.0,379094.6666666667,701375.6666666666,528082.0,26680.666666666668,70725.0,1419500.0,45245.333333333336,38101.333333333336,209598.66666666666,3785995.0,382141.0,246448.5,113843.0,149089.33333333334,180877.66666666666,43110.333333333336,8249.0,86851.33333333333,44733.333333333336,268298.0,14278.0,34891.0,849506.0,36222.666666666664,39076.88888888889,115424.0,137447.0,1781.0,70394.66666666667,297820.0,37561.666666666664,2373.0,12693.0,20927.0,35049.0,2366496.0,43734.666666666664,18433.666666666668,240304.0,0.0,14447.75,73996.0
2020-01-01,13694.666666666666,28725.333333333332,3968.0,402732.6666666667,722720.0,542360.6666666666,28868.666666666668,76773.33333333333,1523016.0,47373.666666666664,53782.666666666664,232844.0,3999638.0,410770.0,286689.0,139793.0,155099.33333333334,182178.33333333334,43978.0,7885.0,91168.66666666667,45052.0,270977.0,14548.0,36518.5,884955.0,37574.0,42827.22222222222,135511.33333333334,142890.0,2152.0,72222.0,307537.6666666667,37750.666666666664,2444.0,12936.0,21490.0,36655.0,2476621.0,51727.333333333336,20221.666666666668,242784.66666666666,5.0,14079.5,77147.66666666667
2021-01-01,14331.333333333334,30096.0,4172.666666666667,418621.3333333333,759589.3333333334,573632.6666666666,27095.0,77910.66666666667,1603184.0,49434.0,59708.0,254468.33333333334,4203482.0,443223.0,328450.5,142783.0,159615.0,189193.33333333334,43384.0,7057.0,98057.33333333333,46876.666666666664,300440.0,14718.0,38110.0,908670.0,40374.333333333336,50545.555555555555,144135.33333333334,147557.66666666666,3691.0,73817.33333333333,317685.6666666667,38174.0,2130.0,12254.0,22231.0,37607.0,2600299.0,53124.333333333336,17615.333333333332,249414.66666666666,31.0,14763.0,80936.0
2022-01-01,16511.333333333332,31422.0,4754.666666666667,419330.6666666667,811757.0,609726.6666666666,15596.666666666666,85171.0,1641036.0,51446.333333333336,48093.333333333336,292454.0,4453765.0,487785.0,366158.5,159825.0,173992.66666666666,203812.0,45871.0,7173.0,105915.0,50717.333333333336,327960.0,15475.0,40447.5,930022.0,44096.666666666664,58004.666666666664,126279.33333333333,154572.66666666666,2761.0,78916.0,335652.6666666667,40801.666666666664,2345.0,12946.0,23942.0,39987.0,2812730.0,62872.0,16953.333333333332,266393.3333333333,0.0,16379.75,87857.33333333333
2023-01-01,19000.666666666668,33766.0,4890.0,463169.6666666667,846308.6666666666,633878.0,33754.0,94354.66666666667,1762627.0,55328.0,47061.333333333336,308539.3333333333,4710522.0,506641.0,363105.0,162380.0,183428.0,217619.33333333334,50897.333333333336,8251.0,108938.66666666667,53382.666666666664,344261.0,16151.0,41679.5,1002094.0,47899.333333333336,58512.88888888889,149676.66666666666,165778.0,2663.0,81404.33333333333,355893.3333333333,42342.666666666664,2421.0,11601.0,27547.0,42347.0,2947896.0,67954.66666666667,19283.333333333332,285260.6666666667,0.0,17512.75,91548.0
