Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Recreation services,Recreational goods and vehicles,Services,Transportation services
1976-08-01,-0.02,-0.11,0.09,-0.02,-0.01,0.1,-0.01,0.07,0.0,0.01,0.02,0.03,0.19,0.01,0.1,0.04,,,-0.22,0.12,0.0,0.04,0.04,-0.01,-0.02,0.08,0.06,0.03,0.17,-0.01
1976-09-01,0.01,0.09,0.11,-0.02,0.05,-0.03,0.0,0.01,0.07,0.13,-0.02,0.02,0.26,0.04,0.08,0.0,,,0.14,0.03,-0.02,-0.03,0.04,0.29,0.25,0.17,0.04,-0.03,0.25,0.03
1976-10-01,0.08,-0.15,0.07,0.02,-0.01,0.11,-0.03,0.05,0.01,0.08,0.03,-0.01,0.05,0.02,0.07,0.0,,,-0.27,0.22,0.02,0.02,0.07,-0.03,-0.04,0.0,-0.03,0.07,0.08,0.0
1976-11-01,-0.05,0.17,0.23,0.0,0.04,-0.1,-0.04,0.03,0.09,0.12,0.06,0.12,0.46,0.04,0.18,0.05,,,0.22,-0.06,-0.02,0.01,0.1,0.45,0.41,0.28,0.02,-0.06,0.46,0.04
1976-12-01,0.07,0.71,-0.02,0.0,0.12,0.18,0.07,0.04,0.0,1.0,0.0,-0.01,0.33,0.0,-0.01,0.0,,,0.45,0.3,0.04,0.06,0.06,1.17,1.17,0.34,0.07,0.18,0.32,0.03
1977-01-01,-0.12,-0.47,0.08,0.01,0.01,0.18,0.13,-0.05,0.04,-0.52,0.05,0.05,0.22,0.03,0.07,0.04,,,-0.01,-0.05,-0.21,-0.15,-0.01,-0.55,-0.58,0.16,-0.03,-0.2,0.23,0.0
1977-02-01,0.14,0.52,-0.23,-0.01,-0.03,-0.27,0.22,0.16,-0.19,0.37,-0.01,0.0,0.2,0.02,-0.02,0.01,,,0.13,-0.15,0.09,0.17,-0.01,1.05,1.03,0.2,-0.04,0.14,0.18,0.09
1977-03-01,0.03,0.45,-0.34,-0.01,0.0,-0.15,-0.1,0.09,-0.09,0.3,0.03,0.04,-0.22,0.02,-0.23,0.03,,,0.24,-0.15,0.06,0.05,0.04,0.56,0.54,0.01,0.01,0.05,-0.23,0.03
1977-04-01,0.1,-0.11,0.15,0.01,0.03,-0.03,-0.09,0.01,0.16,0.09,0.06,0.04,0.04,0.03,0.02,0.05,,,-0.23,0.19,0.06,-0.04,0.04,0.01,-0.01,0.03,0.0,0.06,0.05,0.0
1977-05-01,-0.07,-0.07,-0.11,-0.01,0.02,0.24,0.03,-0.05,-0.06,-0.04,0.04,0.21,0.33,0.03,-0.02,0.05,,,-0.01,0.03,0.02,-0.08,-0.01,0.15,0.12,0.34,0.08,-0.03,0.32,0.02
1977-06-01,-0.02,0.09,0.16,0.03,0.02,-0.07,-0.12,0.0,-0.02,-0.09,-0.02,0.0,0.03,0.03,0.21,-0.05,,,0.12,-0.18,0.04,-0.08,-0.03,-0.13,-0.16,-0.15,-0.02,-0.07,0.05,-0.03
1977-07-01,0.13,0.05,0.16,-0.01,0.08,0.04,0.04,0.1,0.07,0.39,-0.01,0.04,0.44,0.04,0.12,0.01,,,-0.13,0.34,0.02,0.1,0.09,0.61,0.57,0.3,0.03,0.05,0.43,0.04
1977-08-01,-0.02,0.15,0.0,0.01,-0.03,-0.15,-0.09,-0.03,0.0,-0.01,-0.01,0.01,-0.06,0.03,0.03,-0.03,,,0.1,-0.15,0.02,0.02,-0.03,0.09,0.07,-0.08,0.01,0.05,-0.05,0.05
1977-09-01,0.07,0.12,0.02,0.01,0.02,-0.01,-0.05,0.0,0.03,0.23,0.02,-0.06,0.07,0.01,0.0,0.01,,,0.04,0.11,0.02,0.02,0.13,0.3,0.29,0.08,0.02,0.06,0.08,0.01
1977-10-01,0.21,0.0,0.09,0.04,0.06,0.2,-0.04,0.07,-0.01,0.48,0.08,0.03,0.32,0.08,0.17,0.04,,,-0.1,0.48,0.06,0.08,0.1,0.55,0.47,0.19,0.01,-0.05,0.36,-0.02
1977-11-01,0.08,0.22,-0.28,0.01,0.06,0.27,0.14,0.05,-0.03,0.58,0.02,0.02,0.01,0.04,-0.21,0.0,,,0.07,0.37,0.03,0.04,-0.03,0.62,0.58,0.24,0.02,0.06,0.03,0.02
1977-12-01,0.0,0.13,0.26,0.0,0.02,-0.29,-0.05,0.03,0.08,-0.06,0.06,0.07,0.26,0.05,0.22,0.06,,,0.1,-0.19,-0.03,0.02,0.02,0.23,0.18,0.04,0.01,0.02,0.26,-0.03
1978-01-01,-0.13,-1.03,-0.05,-0.01,-0.04,-0.05,0.03,-0.18,-0.04,-1.26,0.03,0.06,0.2,0.13,0.12,0.04,,,-0.62,-0.24,-0.11,-0.02,0.08,-0.97,-1.1,0.08,-0.01,-0.12,0.19,-0.04
1978-02-01,0.21,0.51,0.21,0.0,0.01,0.13,0.08,0.09,0.02,0.97,0.02,0.04,0.48,0.05,0.24,0.02,,,0.27,0.46,0.03,0.11,0.07,1.12,1.08,0.25,0.02,0.12,0.49,0.04
1978-03-01,0.1,0.38,-0.07,0.01,0.05,0.0,0.19,0.01,0.05,0.62,0.03,0.05,0.38,0.06,-0.06,0.03,,,0.29,0.24,0.01,0.09,0.06,1.07,1.01,0.44,0.01,0.07,0.38,0.07
1978-04-01,0.05,0.56,-0.03,0.01,0.1,-0.24,0.03,0.12,-0.02,0.34,0.08,0.07,0.25,0.08,0.07,0.07,,,0.46,-0.22,0.03,-0.01,-0.01,0.87,0.79,0.2,-0.02,-0.05,0.26,0.01
1978-05-01,0.05,0.16,0.12,-0.01,0.03,-0.06,-0.04,0.05,0.1,0.37,0.03,0.0,0.04,0.05,0.07,0.04,,,0.05,0.21,0.0,0.12,0.01,0.34,0.29,-0.04,0.01,0.06,0.03,-0.04
1978-06-01,0.06,-0.01,-0.15,0.01,-0.06,0.02,0.08,-0.01,-0.16,0.04,0.06,0.07,0.28,0.1,0.11,0.05,,,0.03,0.05,-0.01,0.12,0.03,0.45,0.35,0.18,0.02,-0.03,0.29,0.03
1978-07-01,-0.05,-0.27,-0.02,-0.02,-0.04,-0.08,0.08,-0.02,0.08,-0.35,-0.04,-0.03,-0.11,0.02,-0.08,-0.03,,,-0.27,-0.08,0.0,-0.03,-0.06,-0.37,-0.39,-0.04,0.03,0.02,-0.12,-0.01
1978-08-01,0.06,0.37,0.02,0.02,0.1,0.1,0.02,0.0,-0.06,0.52,0.01,-0.02,0.36,0.06,0.14,-0.01,,,0.34,0.15,0.02,0.05,0.12,0.78,0.72,0.24,-0.02,0.0,0.38,0.02
1978-09-01,0.13,-0.68,-0.03,-0.02,-0.02,0.19,0.05,0.02,-0.05,-0.3,0.01,0.03,0.16,0.05,0.08,0.03,,,-0.65,0.38,0.03,0.1,0.03,-0.33,-0.38,0.07,0.01,-0.07,0.14,0.0
1978-10-01,-0.06,0.4,-0.01,0.04,-0.01,-0.17,-0.03,-0.01,0.03,0.17,0.05,0.06,-0.03,0.04,0.01,0.02,,,0.35,-0.23,-0.06,-0.03,-0.06,0.35,0.3,-0.01,0.0,0.11,0.0,0.0
1978-11-01,0.07,0.05,0.01,0.01,-0.02,0.17,0.04,0.04,0.02,0.38,-0.05,-0.06,-0.03,0.06,0.06,-0.06,,,-0.05,0.33,0.03,0.07,-0.02,0.17,0.11,-0.07,0.01,0.03,-0.02,-0.03
1978-12-01,0.14,0.06,0.06,0.0,0.03,0.1,0.04,0.07,-0.02,0.39,0.07,0.09,0.22,0.08,0.16,0.07,,,-0.07,0.33,0.02,0.12,-0.09,0.45,0.37,0.06,0.01,0.04,0.21,-0.02
1979-01-01,-0.14,-0.3,0.09,0.04,-0.02,-0.04,-0.07,-0.08,0.03,-0.55,0.02,0.03,0.15,0.02,0.08,-0.01,,,-0.05,-0.25,-0.09,-0.09,0.06,-0.4,-0.42,0.12,0.02,-0.08,0.19,0.05
1979-02-01,-0.05,0.1,0.4,0.02,-0.02,-0.17,0.08,-0.02,0.26,0.17,0.0,-0.04,0.3,0.02,0.17,-0.02,,,0.02,0.07,-0.01,0.03,0.03,0.25,0.23,0.15,0.01,0.12,0.32,0.06
1979-03-01,0.2,0.0,-0.52,0.01,0.05,0.04,0.19,0.06,-0.22,0.05,0.01,0.03,0.04,0.02,-0.28,0.0,,,-0.05,0.04,0.01,0.02,-0.01,0.58,0.56,0.33,0.02,-0.02,0.05,0.05
1979-04-01,-0.11,-0.29,0.07,-0.01,0.13,-0.22,-0.2,-0.01,-0.09,-0.73,0.03,0.06,0.17,0.04,0.2,0.04,,,-0.31,-0.44,0.01,-0.03,-0.02,-0.42,-0.46,-0.03,0.01,0.03,0.16,-0.02
1979-05-01,0.05,0.06,-0.19,0.0,0.03,0.19,-0.11,0.05,-0.07,0.34,0.03,0.07,-0.06,0.07,-0.04,0.03,,,-0.01,0.28,0.04,0.11,-0.01,0.28,0.21,-0.01,0.0,-0.01,-0.06,0.0
1979-06-01,0.01,-0.36,-0.1,-0.02,0.07,0.43,0.03,0.04,-0.1,0.05,0.0,0.05,0.22,0.03,0.03,0.02,,,-0.49,0.42,0.0,0.08,0.03,-0.08,-0.11,0.17,0.0,0.09,0.2,0.01
1979-07-01,0.12,0.37,-0.16,-0.04,-0.03,-0.42,-0.04,0.03,-0.03,-0.02,-0.02,0.08,-0.04,0.06,-0.06,0.02,,,0.47,-0.39,0.0,-0.05,0.01,0.48,0.42,-0.01,0.02,-0.13,-0.07,-0.02
1979-08-01,0.13,0.28,0.18,-0.01,-0.01,0.26,0.09,0.08,0.09,0.84,-0.05,-0.05,0.26,0.02,0.11,-0.04,,,0.07,0.56,0.03,0.08,0.11,0.64,0.62,0.13,0.01,0.09,0.24,-0.01
1979-09-01,-0.06,0.18,-0.03,-0.04,-0.03,0.13,0.07,-0.02,-0.02,0.27,-0.04,-0.01,0.02,0.06,0.05,0.0,,,0.22,0.08,0.0,0.04,-0.06,0.15,0.1,-0.06,0.0,-0.02,-0.02,0.0
1979-10-01,0.02,-0.52,0.02,0.06,-0.04,-0.11,-0.02,-0.03,-0.04,-0.65,0.13,0.12,0.25,0.02,0.08,0.07,,,-0.44,-0.13,-0.02,0.0,0.08,-0.25,-0.28,0.23,0.02,-0.04,0.31,0.0
1979-11-01,0.05,-0.06,-0.14,0.01,-0.05,0.2,0.15,-0.04,-0.16,0.11,0.0,-0.04,0.13,0.04,0.05,-0.01,,,0.01,0.17,-0.02,0.07,0.01,0.19,0.16,0.09,-0.01,-0.01,0.14,0.01
1979-12-01,-0.08,-0.04,0.0,0.03,0.08,-0.1,-0.01,-0.03,0.09,-0.22,0.04,0.03,-0.11,0.07,-0.03,0.01,,,0.11,-0.18,-0.05,-0.09,-0.11,-0.2,-0.26,-0.05,0.0,-0.07,-0.08,-0.07
1980-01-01,0.09,0.43,-0.25,0.0,0.02,0.11,0.06,-0.01,-0.17,0.56,0.02,0.1,0.25,0.05,-0.03,0.02,,,0.36,0.13,0.06,0.1,0.05,0.95,0.9,0.28,0.03,0.01,0.25,0.02
1980-02-01,-0.08,-0.56,0.21,0.01,0.02,0.06,-0.26,-0.02,0.0,-0.54,-0.01,-0.15,-0.3,0.04,0.25,-0.02,,,-0.47,0.01,-0.07,0.03,-0.08,-1.1,-1.15,-0.54,-0.01,0.0,-0.29,-0.08
1980-03-01,-0.11,-0.68,0.22,-0.02,-0.06,-0.01,0.04,-0.13,0.03,-0.94,-0.01,0.01,0.14,0.01,0.2,0.0,,,-0.36,-0.26,-0.08,-0.16,-0.02,-1.02,-1.03,-0.08,0.0,-0.12,0.12,-0.04
1980-04-01,0.03,-0.74,-0.34,0.01,-0.12,-0.07,-0.02,-0.07,-0.12,-0.9,-0.02,-0.04,-0.38,0.07,-0.16,-0.03,,,-0.61,-0.16,-0.04,0.0,-0.01,-0.85,-0.92,-0.21,-0.02,-0.01,-0.37,-0.03
1980-05-01,0.05,-0.29,-0.19,0.0,0.02,0.0,-0.01,0.0,-0.16,-0.39,-0.02,-0.01,-0.09,0.04,0.01,-0.02,,,-0.27,-0.1,-0.01,0.0,0.01,-0.3,-0.34,-0.1,0.0,-0.01,-0.09,-0.1
1980-06-01,0.02,0.29,0.18,0.03,0.04,-0.1,-0.01,-0.05,-0.01,0.13,0.07,0.05,0.31,0.02,0.21,0.04,,,0.35,-0.16,-0.05,-0.07,-0.05,0.39,0.37,0.13,0.01,0.04,0.34,0.07
1980-07-01,0.04,0.65,-0.05,0.05,0.05,-0.1,0.0,0.05,-0.02,0.63,0.09,0.07,0.18,0.04,0.01,0.04,,,0.49,-0.01,0.05,0.06,0.02,1.0,0.96,0.21,0.01,0.05,0.23,0.01
1980-08-01,0.15,-0.28,-0.01,0.03,0.02,0.04,0.03,-0.02,-0.03,-0.06,0.12,0.1,0.15,0.04,0.05,0.09,,,-0.17,0.22,-0.03,0.06,-0.07,0.09,0.06,0.12,0.02,-0.05,0.18,-0.01
1980-09-01,-0.06,-0.03,-0.08,-0.01,0.07,-0.17,0.01,0.0,0.0,-0.25,0.0,0.2,0.28,0.0,-0.07,0.01,,,-0.15,-0.22,0.02,0.01,0.07,0.27,0.27,0.34,0.02,0.1,0.27,-0.03
1980-10-01,0.12,0.58,0.07,0.04,0.08,0.02,0.06,0.11,0.0,0.82,0.03,-0.04,0.39,0.04,0.12,0.0,,,0.32,0.25,0.07,0.11,0.15,1.15,1.11,0.3,0.02,0.07,0.42,0.0
1980-11-01,-0.04,-0.07,-0.05,0.01,0.03,-0.09,0.0,0.06,-0.07,-0.25,0.01,0.05,-0.04,0.04,0.06,0.0,,,-0.14,-0.19,0.01,0.01,-0.14,-0.14,-0.18,-0.08,0.03,0.0,-0.03,-0.06
1980-12-01,0.03,-0.09,0.22,0.0,0.0,0.01,0.09,-0.06,0.18,0.14,0.03,0.13,0.57,0.01,0.06,0.03,,,-0.01,0.23,0.01,0.01,0.15,0.48,0.47,0.51,0.04,-0.02,0.57,0.09
1981-01-01,0.11,0.17,-0.04,0.0,-0.1,0.11,0.05,0.01,0.13,0.55,-0.02,-0.12,-0.52,0.02,-0.14,-0.02,,,0.22,0.38,-0.03,0.03,-0.23,-0.04,-0.07,-0.38,0.01,-0.04,-0.52,0.01
1981-02-01,0.06,0.33,-0.56,0.01,-0.12,-0.02,-0.08,-0.02,-0.3,0.09,0.03,0.14,-0.35,0.04,-0.22,0.02,,,0.37,-0.24,0.04,0.02,0.01,0.33,0.29,-0.12,-0.02,-0.06,-0.34,-0.05
1981-03-01,-0.01,0.16,0.16,-0.01,0.01,-0.07,0.04,-0.02,0.02,0.07,-0.01,0.05,0.23,0.02,0.15,0.01,,,0.13,-0.09,-0.03,-0.03,0.02,0.2,0.18,0.07,0.0,0.08,0.22,-0.05
1981-04-01,0.04,-0.6,-0.09,0.0,0.03,0.15,0.0,-0.01,0.0,-0.4,0.05,0.05,0.03,0.03,-0.06,0.04,,,-0.64,0.2,0.02,0.01,-0.03,-0.42,-0.45,0.1,0.04,0.04,0.04,0.0
1981-05-01,-0.1,-0.21,0.33,-0.03,-0.05,0.07,0.01,-0.04,0.03,-0.22,0.02,0.06,0.29,0.01,0.31,0.05,,,-0.09,-0.01,-0.01,-0.02,-0.04,-0.35,-0.37,-0.04,0.03,-0.07,0.26,-0.02
1981-06-01,0.13,0.02,0.39,0.03,0.02,0.0,-0.05,0.04,0.14,0.3,0.04,0.04,0.34,0.06,0.3,0.0,,,-0.04,0.28,0.01,0.01,0.01,0.28,0.23,0.07,0.06,0.01,0.37,-0.04
1981-07-01,0.01,0.14,-0.36,0.04,-0.01,-0.04,-0.06,-0.04,-0.13,0.03,0.04,-0.01,-0.27,0.0,-0.23,0.0,,,0.07,-0.12,0.03,0.05,-0.02,0.2,0.2,0.0,0.02,0.09,-0.23,0.05
1981-08-01,0.0,0.73,-0.16,0.04,0.02,0.05,0.0,-0.02,-0.01,0.78,-0.02,-0.01,-0.18,0.01,-0.15,-0.06,,,0.75,0.05,-0.03,0.0,0.0,0.75,0.74,0.01,-0.02,0.03,-0.14,-0.02
1981-09-01,0.02,-0.57,0.08,-0.01,-0.04,-0.13,0.04,-0.03,0.08,-0.64,-0.04,-0.02,-0.01,0.01,0.02,-0.03,,,-0.46,-0.06,-0.01,-0.02,-0.02,-0.6,-0.62,-0.03,0.0,-0.08,-0.02,0.02
1981-10-01,-0.02,-0.72,0.08,0.05,0.02,0.19,-0.01,-0.08,-0.08,-0.64,0.03,-0.09,0.05,0.02,0.17,-0.02,,,-0.6,0.08,-0.02,-0.01,0.0,-0.8,-0.82,-0.07,0.0,-0.01,0.1,-0.03
1981-11-01,-0.03,-0.06,-0.21,0.06,0.12,-0.02,-0.09,-0.02,0.02,-0.09,0.1,0.03,-0.16,0.0,-0.23,0.04,,,0.01,-0.03,-0.01,0.01,-0.01,0.05,0.05,0.13,0.02,-0.04,-0.1,-0.01
1981-12-01,0.05,-0.06,0.31,0.0,0.1,0.16,0.01,0.0,0.03,0.2,0.04,-0.03,0.41,0.03,0.31,0.04,,,-0.09,0.27,0.0,0.03,0.05,0.15,0.11,0.1,-0.01,0.03,0.41,-0.02
1982-01-01,-0.03,0.19,0.07,0.03,0.0,-0.12,-0.09,-0.09,0.02,-0.03,-0.06,-0.08,-0.17,-0.01,0.04,-0.09,,,0.35,-0.22,-0.02,-0.08,-0.04,-0.12,-0.12,-0.19,0.02,-0.05,-0.15,-0.03
1982-02-01,0.17,0.39,-0.06,0.04,0.05,0.02,0.2,0.05,0.02,0.63,0.08,0.02,0.24,-0.03,-0.11,0.04,,,0.33,0.24,0.02,0.03,0.05,0.94,0.97,0.38,0.03,-0.01,0.28,0.01
1982-03-01,-0.11,-0.02,-0.03,0.03,0.07,-0.03,-0.08,-0.02,0.01,-0.18,0.06,0.01,0.03,0.01,-0.03,0.02,,,-0.07,-0.15,0.0,-0.02,0.05,-0.05,-0.06,0.1,0.03,0.06,0.06,-0.01
1982-04-01,-0.06,-0.24,0.14,0.03,0.02,0.12,0.06,0.02,0.1,-0.09,0.04,0.02,0.12,-0.03,0.0,0.01,,,-0.28,0.15,0.05,-0.01,0.04,-0.2,-0.17,0.14,-0.02,-0.02,0.15,0.0
1982-05-01,0.02,0.53,-0.33,0.0,0.02,-0.03,0.04,-0.02,-0.08,0.41,0.03,0.04,-0.1,0.03,-0.21,0.03,,,0.53,-0.12,-0.03,-0.02,0.0,0.67,0.64,0.11,0.01,0.04,-0.1,-0.01
1982-06-01,-0.09,-0.56,0.08,0.0,-0.02,-0.09,0.02,0.0,-0.12,-0.85,0.02,0.04,0.3,0.0,0.21,0.02,,,-0.6,-0.29,0.02,0.01,0.04,-0.54,-0.54,0.1,0.01,0.03,0.31,0.01
1982-07-01,0.2,0.06,-0.05,0.03,0.03,0.15,0.05,0.04,0.06,0.53,0.02,0.01,0.02,0.03,-0.08,-0.01,,,0.03,0.47,0.0,0.06,-0.01,0.48,0.46,0.13,0.01,-0.01,0.05,0.01
1982-08-01,-0.06,0.07,-0.08,0.03,0.14,-0.05,0.01,-0.02,-0.06,-0.14,0.0,-0.01,0.18,0.0,-0.02,-0.03,,,0.12,-0.22,0.0,-0.05,0.04,0.2,0.2,0.23,0.02,-0.02,0.21,0.01
1982-09-01,0.0,0.54,0.04,0.02,0.07,0.09,-0.04,0.02,0.02,0.67,0.05,0.04,0.21,0.04,0.06,0.02,,,0.49,0.13,-0.01,0.03,0.06,0.77,0.73,0.17,-0.01,0.03,0.23,0.01
1982-10-01,0.07,-0.33,-0.01,0.04,0.2,0.18,0.09,0.02,-0.01,-0.06,0.06,0.03,0.46,0.02,0.03,0.02,,,-0.33,0.27,0.01,0.03,0.08,0.27,0.25,0.48,0.02,-0.03,0.5,0.02
1982-11-01,0.01,0.67,0.15,0.01,0.06,-0.13,-0.02,0.03,0.08,0.59,-0.01,0.03,0.21,-0.01,0.07,-0.01,,,0.57,-0.08,0.01,-0.05,0.02,0.78,0.78,0.14,0.01,0.07,0.21,0.04
1982-12-01,0.13,0.11,-0.34,0.0,0.03,0.22,-0.01,0.08,-0.15,0.37,0.08,0.13,0.06,0.04,-0.14,0.08,,,-0.03,0.25,0.01,0.05,0.02,0.54,0.5,0.21,0.02,0.05,0.06,0.03
1983-01-01,-0.06,-0.18,0.12,0.06,0.21,-0.23,0.06,0.01,0.18,-0.36,0.04,0.0,0.4,0.03,-0.03,-0.03,,,-0.29,-0.19,0.05,-0.08,0.07,0.21,0.18,0.49,0.07,0.06,0.47,0.03
1983-02-01,-0.03,-0.1,-0.06,0.03,0.07,0.13,0.01,-0.03,-0.17,-0.11,-0.05,-0.07,0.06,-0.02,0.09,-0.07,,,-0.03,-0.01,-0.02,0.05,0.0,-0.1,-0.08,0.0,-0.05,-0.02,0.09,0.01
1983-03-01,0.09,0.19,0.46,0.0,0.01,-0.02,0.04,0.09,0.32,0.62,0.05,0.08,0.42,0.03,0.16,0.04,,,0.05,0.43,0.02,0.05,0.05,0.62,0.59,0.27,0.04,0.04,0.43,0.05
1983-04-01,0.07,0.44,-0.06,0.02,0.03,0.04,-0.03,-0.04,-0.25,0.31,0.02,0.03,0.28,0.0,0.18,0.0,,,0.43,-0.13,0.02,0.01,0.08,0.64,0.64,0.12,0.03,0.03,0.3,-0.04
1983-05-01,0.06,0.32,-0.17,0.02,0.07,-0.05,0.01,0.07,0.07,0.46,0.06,0.09,0.11,0.01,-0.22,0.04,,,0.17,0.14,0.0,0.06,0.07,0.81,0.79,0.35,0.05,0.09,0.13,0.04
1983-06-01,0.08,0.39,0.13,-0.05,0.09,0.12,0.05,0.02,0.07,0.7,-0.05,0.0,0.31,0.04,0.1,0.0,,,0.31,0.31,0.03,0.04,0.03,0.71,0.68,0.17,0.01,0.03,0.26,0.03
1983-07-01,-0.04,0.19,0.11,0.09,0.03,0.1,0.06,0.05,0.02,0.32,0.02,-0.02,0.28,0.07,0.16,-0.07,,,0.05,0.13,0.02,0.05,-0.01,0.47,0.4,0.2,0.02,0.06,0.36,0.02
1983-08-01,0.04,-0.11,0.22,0.03,0.02,-0.03,-0.04,0.05,0.02,-0.07,0.04,0.03,0.31,0.08,0.29,0.01,,,-0.14,0.04,0.0,0.01,-0.02,0.07,-0.01,0.05,0.02,-0.01,0.34,0.02
1983-09-01,0.04,0.03,-0.22,0.0,0.1,0.02,0.06,0.04,-0.03,0.15,-0.01,-0.02,0.12,0.05,-0.13,-0.01,,,-0.09,0.12,0.03,0.09,0.07,0.47,0.41,0.26,0.02,0.05,0.12,0.04
1983-10-01,0.1,0.46,-0.05,0.06,-0.03,-0.02,0.0,0.05,0.05,0.58,0.07,0.05,0.16,0.07,-0.02,0.01,,,0.35,0.13,0.03,0.0,0.1,0.87,0.8,0.24,0.02,0.03,0.22,0.04
1983-11-01,0.09,0.04,-0.08,0.02,-0.1,0.1,0.05,0.03,-0.07,0.2,0.01,0.0,0.01,0.04,0.04,-0.02,,,-0.08,0.15,0.01,0.03,0.01,0.2,0.16,-0.01,0.0,0.09,0.03,0.0
1983-12-01,0.01,0.51,0.69,0.04,-0.01,-0.04,-0.19,-0.01,0.17,0.62,0.02,-0.01,0.44,0.04,0.56,-0.01,,,0.5,0.11,-0.02,-0.04,0.04,0.45,0.41,-0.08,0.01,0.05,0.48,0.05
1984-01-01,0.11,0.37,-0.34,0.0,-0.08,-0.07,0.24,0.12,0.05,0.61,0.07,0.12,0.02,0.04,-0.34,0.07,,,0.13,0.23,0.05,0.14,0.0,1.05,1.01,0.38,0.03,0.07,0.03,0.05
1984-02-01,-0.05,-0.33,-0.76,0.0,-0.01,-0.07,-0.01,-0.07,-0.35,-0.86,-0.05,-0.07,-0.46,0.02,-0.38,-0.05,,,-0.27,-0.53,0.0,-0.05,-0.01,-0.49,-0.51,-0.08,0.0,0.01,-0.46,0.02
1984-03-01,-0.09,-0.01,0.73,0.01,-0.03,0.11,-0.06,0.0,0.2,0.21,0.01,0.0,0.61,0.05,0.58,0.0,,,0.01,0.23,-0.02,0.0,0.09,-0.01,-0.06,0.04,0.01,0.0,0.62,0.02
1984-04-01,0.14,0.23,-0.02,0.05,0.05,0.08,0.01,0.07,0.05,0.61,0.07,0.02,0.02,0.02,-0.05,0.02,,,0.08,0.38,0.05,0.12,-0.05,0.62,0.6,0.13,0.01,0.02,0.07,0.04
1984-05-01,0.09,0.23,-0.01,0.02,0.0,0.07,-0.02,0.02,-0.02,0.42,0.02,0.01,0.12,0.05,0.07,0.01,,,0.16,0.19,0.01,0.05,0.01,0.5,0.44,0.08,0.02,0.03,0.14,0.04
1984-06-01,0.2,0.17,0.0,0.01,-0.04,0.1,0.05,0.1,0.07,0.62,-0.01,-0.01,0.05,0.04,-0.02,-0.02,,,-0.02,0.45,0.03,0.09,0.05,0.57,0.54,0.09,0.0,0.06,0.06,0.02
1984-07-01,-0.25,-0.18,-0.13,0.04,0.07,-0.08,0.03,-0.09,-0.04,-0.64,0.04,0.04,0.2,0.08,-0.01,0.0,,,-0.03,-0.46,-0.02,-0.1,0.05,-0.19,-0.27,0.25,0.01,-0.04,0.24,0.0
1984-08-01,-0.05,-0.09,0.06,0.01,0.13,-0.01,0.05,0.03,0.0,-0.09,0.0,-0.02,0.48,0.06,0.12,-0.01,,,-0.17,0.0,0.0,0.05,0.12,0.35,0.29,0.37,0.03,0.05,0.49,0.04
1984-09-01,0.11,0.18,0.06,0.03,-0.06,0.12,0.04,0.07,0.08,0.54,0.06,0.06,0.14,0.07,0.05,0.03,,,0.05,0.37,0.03,0.05,0.0,0.54,0.47,0.13,0.01,0.02,0.18,0.04
1984-10-01,-0.03,-0.06,-0.12,0.02,-0.06,-0.08,-0.13,-0.02,-0.03,-0.26,0.03,0.01,-0.09,0.07,-0.01,0.01,,,-0.08,-0.19,-0.01,-0.05,0.07,-0.13,-0.2,-0.06,0.0,0.04,-0.07,0.03
1984-11-01,0.13,0.58,0.3,0.04,0.03,0.1,0.12,0.03,0.05,0.92,0.01,-0.03,0.48,0.04,0.29,-0.03,,,0.49,0.34,0.05,0.07,0.0,1.04,1.01,0.23,0.03,0.01,0.52,0.03
1984-12-01,-0.03,0.08,-0.27,0.04,0.15,-0.08,0.02,0.0,-0.05,-0.08,0.08,0.06,0.19,0.04,-0.17,0.04,,,-0.01,-0.16,0.01,-0.01,0.11,0.5,0.46,0.41,0.02,0.07,0.24,0.01
1985-01-01,-0.03,0.2,0.43,-0.06,0.2,0.08,-0.08,-0.02,-0.02,0.28,-0.08,-0.01,0.68,0.03,0.48,-0.02,,,0.24,0.08,-0.03,0.05,0.03,0.38,0.35,0.14,-0.01,0.01,0.62,0.06
1985-02-01,0.08,-0.1,-0.01,0.0,0.08,0.0,0.05,0.05,0.09,0.11,0.07,0.1,0.27,0.04,-0.06,0.08,,,-0.23,0.21,0.01,0.05,0.05,0.39,0.35,0.33,0.04,0.07,0.27,0.02
1985-03-01,-0.02,0.31,-0.39,0.0,-0.03,-0.04,0.05,0.0,-0.07,0.14,-0.02,0.0,-0.24,0.03,-0.29,-0.03,,,0.35,-0.17,-0.01,-0.03,-0.03,0.34,0.31,0.05,0.03,-0.03,-0.24,0.04
1985-04-01,0.08,-0.32,-0.03,0.02,0.03,0.16,0.0,0.0,0.06,0.0,0.04,0.05,0.25,0.08,0.0,0.02,,,-0.35,0.32,0.0,0.03,0.12,0.14,0.06,0.28,0.01,0.03,0.27,0.04
