Date,Clothing and footwear,Durable goods,Energy goods and services,Final consumption expenditures of nonprofit institutions serving households (NPISHs),Financial services and insurance,Food and beverages purchased for off-premises consumption,Food services and accommodations,Furnishings and durable household equipment,Gasoline and other energy goods,Goods,Gross output of nonprofit institutions,Health care,Household consumption expenditures (for services),Housing,Housing and utilities,Less: Receipts from sales of goods and services by nonprofit institutions,Market-based PCE,Market-based PCE excluding food and energy,Motor vehicles and parts,Nondurable goods,Other durable goods,Other nondurable goods,Other services,PCE excluding food and energy,"PCE excluding food, energy, and housing",PCE services excluding energy and housing,Recreation services,Recreational goods and vehicles,Services,Transportation services
1959-12-01,0.12,-0.59,-0.27,0.02,0.0,0.38,0.17,-0.03,-0.28,-0.38,0.02,0.01,0.24,0.01,0.03,0.0,,,-0.6,0.21,0.02,-0.01,0.02,-0.23,-0.24,0.25,0.01,0.01,0.27,0.01
1960-01-01,0.18,0.17,0.1,0.01,-0.02,-0.3,-0.13,-0.04,0.07,0.22,0.05,0.06,0.05,0.06,0.1,0.05,,,0.2,0.06,-0.01,0.1,0.02,0.48,0.42,-0.03,0.02,0.01,0.06,0.0
1960-02-01,-0.28,0.76,0.05,0.02,0.01,-0.14,-0.1,0.05,0.03,0.38,0.01,-0.01,0.03,0.06,0.09,-0.02,,,0.76,-0.38,-0.01,0.01,0.03,0.52,0.46,-0.03,0.01,-0.03,0.05,0.01
1960-03-01,-0.08,0.55,0.36,0.01,0.03,0.35,-0.03,-0.14,0.34,1.24,0.03,0.03,0.16,0.06,0.07,0.01,,,0.76,0.69,-0.03,0.08,0.05,0.71,0.65,0.11,0.01,-0.04,0.18,0.0
1960-04-01,0.55,0.51,-0.03,0.0,0.02,0.06,0.16,0.25,-0.04,1.24,0.01,0.03,0.31,0.05,0.06,0.02,,,0.06,0.74,0.09,0.16,0.04,1.52,1.47,0.25,0.0,0.11,0.3,0.0
1960-05-01,-0.62,-1.0,-0.14,0.01,0.02,-0.2,-0.01,-0.23,-0.15,-2.12,0.02,0.01,0.09,0.0,0.01,0.01,,,-0.64,-1.11,-0.07,-0.14,0.03,-1.67,-1.68,0.09,0.01,-0.07,0.1,0.0
1960-06-01,0.25,-0.35,0.06,0.0,0.01,0.0,-0.05,0.06,0.06,0.04,-0.06,-0.06,-0.06,0.08,0.08,-0.06,,,-0.43,0.39,0.02,0.08,-0.03,-0.08,-0.16,-0.14,-0.01,0.0,-0.06,0.0
1960-07-01,-0.02,0.12,-0.1,0.01,0.0,0.17,-0.01,-0.07,-0.09,0.26,-0.05,-0.07,-0.07,0.04,0.03,-0.06,,,0.22,0.14,-0.01,0.09,-0.04,0.14,0.1,-0.09,0.01,-0.02,-0.06,0.0
1960-08-01,-0.05,0.27,-0.01,0.0,0.0,-0.27,-0.04,-0.04,-0.01,-0.04,-0.06,-0.06,-0.05,0.08,0.08,-0.05,,,0.35,-0.32,-0.01,0.01,-0.03,0.19,0.11,-0.13,0.0,-0.02,-0.05,0.0
1960-09-01,-0.08,0.48,0.1,-0.01,-0.01,-0.09,-0.01,-0.02,0.08,0.37,0.01,0.03,0.12,0.08,0.1,0.02,,,0.48,-0.11,0.02,-0.01,0.0,0.47,0.39,0.01,0.01,0.0,0.11,0.0
1960-10-01,0.22,-0.13,-0.03,0.0,-0.02,0.05,0.02,0.1,-0.06,0.25,0.04,0.06,0.24,0.1,0.13,0.04,,,-0.29,0.37,0.02,0.16,0.04,0.46,0.37,0.11,0.01,0.04,0.24,0.0
1960-11-01,-0.21,-0.57,0.01,-0.01,-0.01,0.31,0.07,-0.14,-0.02,-0.56,0.04,0.05,0.22,0.04,0.06,0.05,,,-0.39,0.01,-0.03,-0.07,0.04,-0.66,-0.7,0.15,0.01,-0.01,0.21,0.0
1960-12-01,-0.12,-0.72,0.07,-0.01,0.05,-0.43,-0.1,-0.02,0.07,-1.25,-0.02,0.01,0.03,0.06,0.05,0.0,,,-0.64,-0.53,-0.02,-0.05,0.02,-0.87,-0.93,-0.03,0.01,-0.03,0.02,-0.01
1961-01-01,0.0,-0.25,-0.09,-0.01,0.09,0.28,0.12,0.0,-0.07,-0.01,-0.02,0.0,0.26,0.05,0.03,-0.01,,,-0.27,0.24,0.02,0.03,0.01,0.06,0.01,0.23,0.01,0.01,0.25,0.0
1961-02-01,0.17,0.09,-0.08,-0.01,0.08,0.06,-0.08,0.03,-0.06,0.36,-0.02,0.0,0.02,0.05,0.02,-0.01,,,0.05,0.27,0.01,0.1,0.0,0.39,0.34,-0.02,0.0,0.0,0.01,0.0
1961-03-01,0.3,0.37,0.06,0.02,0.05,0.06,0.09,0.11,0.01,0.85,0.09,0.05,0.37,0.06,0.12,0.07,,,0.21,0.48,-0.01,0.1,0.06,1.12,1.06,0.28,0.01,0.06,0.39,0.0
1961-04-01,-0.35,-0.17,0.25,0.03,0.04,0.12,-0.06,-0.08,0.18,-0.19,0.11,0.06,0.21,0.01,0.08,0.08,,,-0.05,-0.03,-0.01,0.02,0.07,-0.32,-0.34,0.16,0.01,-0.02,0.24,0.01
1961-05-01,0.24,0.18,-0.04,0.02,0.03,-0.01,-0.03,0.08,-0.1,0.34,0.1,0.05,0.25,0.07,0.13,0.07,,,0.03,0.15,0.04,0.02,0.06,0.66,0.59,0.15,0.0,0.03,0.27,0.0
1961-06-01,0.06,0.07,0.03,0.01,-0.05,0.09,0.01,0.01,0.04,0.21,0.01,0.02,0.03,0.03,0.03,0.01,,,0.03,0.14,0.0,-0.04,0.0,0.12,0.09,0.0,0.01,0.03,0.03,0.01
1961-07-01,-0.06,0.1,-0.08,0.0,-0.06,-0.31,-0.05,0.02,-0.05,-0.22,-0.01,0.0,-0.09,0.05,0.02,-0.02,,,0.06,-0.32,0.0,0.11,0.0,0.09,0.05,-0.1,0.01,0.02,-0.09,0.0
1961-08-01,0.0,0.11,-0.1,0.0,-0.05,0.27,0.06,0.03,-0.08,0.3,-0.01,0.0,0.06,0.07,0.05,-0.01,,,0.07,0.19,0.0,-0.01,-0.01,0.18,0.11,0.01,0.0,0.01,0.06,0.0
1961-09-01,0.01,0.08,0.04,0.01,0.02,0.11,0.0,0.02,0.02,0.31,0.01,0.02,0.24,0.09,0.11,0.0,,,0.03,0.23,0.03,0.09,0.05,0.41,0.32,0.14,0.02,0.0,0.25,0.02
1961-10-01,0.14,0.19,0.0,0.02,0.04,-0.12,0.07,0.02,-0.02,0.25,0.05,0.03,0.36,0.09,0.12,0.02,,,0.15,0.05,0.01,0.05,0.06,0.74,0.65,0.27,0.02,0.0,0.38,0.01
1961-11-01,0.1,0.37,0.12,0.02,0.04,-0.02,0.0,0.06,0.09,0.66,0.04,0.03,0.29,0.09,0.12,0.02,,,0.26,0.29,0.01,0.12,0.06,0.87,0.78,0.19,0.03,0.04,0.31,0.02
1961-12-01,-0.04,0.28,-0.01,0.01,-0.02,0.17,0.04,0.03,-0.04,0.48,0.04,0.05,0.21,0.07,0.11,0.03,,,0.23,0.2,0.01,0.1,0.04,0.53,0.45,0.11,0.0,0.0,0.22,0.01
1962-01-01,0.08,-0.04,0.09,0.0,-0.05,-0.17,0.03,-0.01,0.07,-0.02,0.01,0.04,0.05,0.01,0.04,0.01,,,-0.04,0.02,0.0,0.05,0.0,0.11,0.1,0.02,-0.01,0.0,0.05,0.0
1962-02-01,-0.17,-0.06,0.02,0.01,-0.03,0.09,0.01,-0.08,-0.01,-0.17,0.02,0.03,0.11,0.05,0.08,0.01,,,0.06,-0.1,0.0,-0.02,0.01,-0.16,-0.2,0.04,-0.01,-0.04,0.12,0.0
1962-03-01,0.19,0.21,0.18,-0.01,0.04,-0.03,-0.01,0.11,0.18,0.63,0.01,0.06,0.21,0.07,0.07,0.02,,,0.04,0.42,0.03,0.08,0.01,0.68,0.62,0.14,0.03,0.02,0.2,0.02
1962-04-01,0.11,0.09,-0.11,-0.01,0.05,-0.12,0.06,-0.01,-0.11,0.0,0.0,0.03,0.35,0.13,0.13,0.0,,,0.04,-0.08,0.04,0.03,0.03,0.57,0.44,0.22,0.04,0.01,0.34,0.01
1962-05-01,0.02,0.31,-0.02,-0.01,0.05,0.16,0.04,0.07,-0.01,0.5,0.01,0.06,0.27,0.04,0.04,0.02,,,0.2,0.19,0.0,0.03,0.04,0.62,0.59,0.23,0.04,0.05,0.27,0.02
1962-06-01,-0.31,-0.16,0.04,0.0,-0.02,-0.06,-0.07,-0.08,0.03,-0.55,0.01,0.04,0.05,0.08,0.1,0.01,,,0.01,-0.39,-0.07,-0.05,0.02,-0.48,-0.56,-0.05,-0.02,-0.02,0.04,0.0
1962-07-01,0.11,0.0,0.03,-0.01,-0.03,0.05,0.03,0.06,0.02,0.22,0.01,0.05,0.12,0.06,0.07,0.02,,,-0.13,0.22,0.03,0.04,0.03,0.24,0.18,0.04,-0.03,0.03,0.11,0.0
1962-08-01,0.05,-0.05,-0.02,0.0,-0.02,0.1,0.06,0.05,-0.03,0.14,0.01,0.04,0.14,0.04,0.05,0.01,,,-0.11,0.18,0.01,0.07,0.03,0.2,0.16,0.09,-0.03,0.0,0.14,0.0
1962-09-01,0.28,0.41,-0.04,-0.01,0.01,0.05,0.09,0.17,-0.06,0.86,0.0,0.04,0.27,0.1,0.12,0.01,,,0.14,0.45,0.04,0.18,0.0,1.12,1.02,0.14,0.01,0.06,0.26,0.01
1962-10-01,-0.24,-0.35,0.15,-0.01,0.02,-0.14,-0.07,-0.15,0.12,-0.66,0.01,0.05,0.17,0.1,0.13,0.02,,,-0.17,-0.31,-0.02,-0.05,0.01,-0.5,-0.6,0.03,0.02,-0.01,0.16,0.01
1962-11-01,0.12,0.83,0.06,-0.01,0.0,-0.02,0.12,0.07,0.04,1.02,0.01,0.03,0.31,0.1,0.12,0.01,,,0.72,0.2,0.02,0.06,0.0,1.29,1.19,0.18,0.02,0.02,0.3,0.01
1962-12-01,0.06,0.39,0.07,0.0,-0.01,0.02,-0.06,0.03,0.03,0.51,0.02,0.04,0.06,0.04,0.08,0.02,,,0.33,0.11,0.02,0.0,-0.02,0.48,0.44,-0.02,0.02,0.01,0.06,0.02
1963-01-01,-0.09,-0.1,0.15,0.0,-0.04,0.04,-0.02,0.11,0.11,0.02,0.02,0.02,-0.05,-0.03,0.02,0.02,,,-0.11,0.13,-0.03,0.07,-0.05,-0.22,-0.19,-0.07,0.01,-0.07,-0.06,0.0
1963-02-01,-0.13,-0.2,0.01,0.01,0.0,-0.13,0.02,-0.13,-0.02,-0.47,0.02,0.01,0.09,0.03,0.07,0.01,,,-0.18,-0.27,-0.01,0.02,-0.03,-0.26,-0.29,0.03,0.01,0.11,0.1,0.01
1963-03-01,0.21,-0.05,-0.09,0.02,0.03,0.13,0.04,0.04,-0.04,0.31,0.04,0.02,0.18,0.05,0.01,0.02,,,-0.13,0.36,0.02,0.06,0.08,0.47,0.41,0.19,-0.01,0.03,0.2,0.01
1963-04-01,-0.05,0.24,-0.1,0.02,0.03,0.0,0.07,0.06,-0.04,0.13,0.04,0.02,0.22,0.04,-0.01,0.03,,,0.17,-0.11,0.0,-0.03,0.1,0.47,0.42,0.25,0.0,0.0,0.23,0.01
1963-05-01,-0.12,0.05,0.04,0.01,0.03,0.1,-0.14,-0.04,0.1,0.07,0.03,0.01,-0.02,0.02,-0.03,0.02,,,0.08,0.02,0.0,-0.06,0.1,-0.08,-0.1,0.03,0.0,0.01,0.0,0.01
1963-06-01,0.24,0.37,-0.07,0.02,0.05,-0.03,0.04,0.09,-0.11,0.62,0.04,0.01,0.32,0.07,0.11,0.02,,,0.27,0.25,0.02,0.16,0.06,1.07,1.0,0.24,0.04,0.0,0.34,0.01
1963-07-01,-0.03,0.14,0.01,0.01,0.04,0.13,0.03,0.05,-0.05,0.19,0.03,0.02,0.31,0.06,0.13,0.01,,,0.02,0.06,0.0,0.01,0.03,0.38,0.32,0.2,0.04,0.06,0.32,0.01
1963-08-01,0.12,-0.36,0.13,0.02,0.04,0.1,0.03,0.02,0.07,0.02,0.03,0.0,0.31,0.07,0.13,0.01,,,-0.33,0.37,0.01,0.08,0.04,0.12,0.06,0.21,0.05,-0.06,0.33,0.01
1963-09-01,-0.1,0.05,0.09,0.02,0.06,-0.29,-0.05,0.05,0.1,-0.35,0.04,0.02,0.14,0.08,0.08,0.02,,,0.0,-0.4,-0.01,-0.11,0.05,0.01,-0.07,0.09,-0.03,-0.01,0.16,0.02
1963-10-01,-0.19,-0.11,-0.2,0.02,0.07,0.17,0.07,0.04,-0.16,-0.27,0.04,0.03,0.19,0.03,0.0,0.02,,,-0.16,-0.16,-0.01,0.03,0.06,-0.03,-0.06,0.22,-0.06,0.03,0.21,0.02
1963-11-01,0.11,0.4,0.01,0.01,0.06,0.09,-0.01,-0.06,0.04,0.57,0.03,0.03,0.16,0.08,0.06,0.01,,,0.47,0.18,0.01,-0.06,0.06,0.65,0.56,0.12,-0.04,-0.02,0.17,0.0
1963-12-01,0.24,0.46,0.29,0.02,-0.03,-0.1,0.13,0.1,0.25,0.87,0.04,0.07,0.31,0.06,0.1,0.03,,,0.26,0.4,-0.01,0.01,0.0,1.0,0.95,0.23,0.03,0.11,0.33,0.02
1964-01-01,-0.08,0.11,-0.07,0.05,-0.02,0.07,0.0,0.03,-0.12,0.06,0.09,0.08,0.22,0.05,0.1,0.04,,,0.1,-0.05,0.0,0.08,-0.01,0.32,0.27,0.16,0.04,-0.02,0.26,0.01
1964-02-01,0.26,0.1,0.06,0.02,-0.04,0.02,0.03,0.21,0.01,0.53,0.05,0.08,0.16,0.01,0.06,0.04,,,-0.27,0.43,0.06,0.14,-0.02,0.63,0.62,0.12,0.05,0.1,0.18,0.01
1964-03-01,0.04,-0.19,0.03,0.0,0.02,0.18,0.1,-0.01,0.03,0.04,0.01,0.08,0.31,0.06,0.06,0.01,,,-0.27,0.23,0.05,-0.02,0.04,0.14,0.08,0.25,0.0,0.04,0.32,0.01
1964-04-01,-0.09,0.13,0.05,0.01,0.03,0.0,-0.05,0.04,0.06,0.02,0.02,0.07,0.15,0.07,0.05,0.01,,,0.13,-0.11,-0.07,-0.08,0.06,0.12,0.06,0.1,-0.02,0.03,0.15,0.01
1964-05-01,0.29,0.39,-0.04,0.0,0.04,0.26,0.01,0.04,-0.03,1.16,0.02,0.08,0.21,0.05,0.04,0.01,,,0.26,0.77,0.06,0.26,0.05,1.16,1.12,0.18,-0.01,0.03,0.22,0.02
1964-06-01,-0.05,0.23,0.13,-0.02,0.05,-0.02,0.13,0.1,0.13,0.25,-0.01,0.07,0.34,0.08,0.08,0.0,,,0.1,0.02,0.02,-0.04,0.0,0.46,0.39,0.24,-0.01,0.02,0.32,0.01
1964-07-01,0.03,0.24,0.02,0.0,0.05,0.15,-0.06,-0.04,0.0,0.58,0.02,0.07,0.15,0.07,0.09,0.01,,,0.24,0.34,0.02,0.16,-0.02,0.56,0.49,0.06,0.01,0.03,0.15,0.02
1964-08-01,0.07,0.14,0.12,0.01,0.04,0.1,-0.01,0.07,0.1,0.46,0.01,0.06,0.13,0.02,0.04,0.01,,,0.02,0.32,0.02,0.06,-0.01,0.38,0.36,0.1,0.01,0.03,0.14,0.0
1964-09-01,-0.08,-0.42,-0.02,0.0,0.0,-0.13,0.07,-0.08,-0.03,-0.71,0.01,0.05,0.3,0.09,0.11,0.01,,,-0.3,-0.29,-0.02,-0.05,0.03,-0.27,-0.36,0.19,0.03,-0.02,0.29,0.01
1964-10-01,0.12,0.25,0.14,0.0,-0.01,0.01,-0.07,0.08,0.12,0.48,-0.01,0.03,0.17,0.1,0.11,-0.02,,,0.17,0.23,0.01,-0.02,0.06,0.51,0.41,0.06,0.03,-0.01,0.17,0.01
1964-11-01,-0.17,-0.58,-0.24,0.0,-0.01,-0.12,0.06,-0.04,-0.24,-1.17,-0.01,0.03,0.26,0.09,0.1,0.0,,,-0.59,-0.59,-0.01,-0.05,0.05,-0.55,-0.64,0.16,0.03,0.06,0.26,0.01
1964-12-01,0.3,-0.24,0.03,0.0,0.02,0.57,0.09,0.16,0.04,0.74,0.03,0.04,0.23,0.05,0.05,0.04,,,-0.53,0.98,0.03,0.07,0.02,0.37,0.32,0.18,0.01,0.1,0.23,0.01
1965-01-01,-0.02,0.73,-0.08,0.0,0.02,-0.22,0.06,-0.07,-0.07,0.54,0.03,0.03,0.17,0.06,0.06,0.03,,,0.86,-0.19,0.02,0.12,0.0,1.01,0.95,0.11,0.0,-0.08,0.17,0.0
1965-02-01,-0.02,1.04,0.15,-0.01,0.03,0.22,0.04,0.0,0.15,1.45,0.03,0.04,0.16,0.02,0.03,0.04,,,0.96,0.41,0.04,0.06,0.01,1.22,1.2,0.12,0.0,0.04,0.15,0.01
1965-03-01,-0.3,0.7,0.04,0.02,0.03,-0.22,-0.06,-0.06,0.01,0.16,0.04,0.01,0.13,0.07,0.1,0.03,,,0.75,-0.53,-0.03,-0.03,0.05,0.49,0.42,0.05,0.0,0.03,0.14,0.01
1965-04-01,0.21,-0.22,0.07,0.02,0.02,0.21,0.14,0.05,0.03,0.36,0.04,-0.02,0.32,0.07,0.11,0.02,,,-0.33,0.59,-0.03,0.13,0.05,0.43,0.36,0.24,0.0,0.08,0.35,0.02
1965-05-01,0.1,-0.51,0.03,0.01,0.02,0.03,0.08,0.11,0.0,-0.33,0.03,-0.01,0.22,0.03,0.07,0.01,,,-0.64,0.18,0.04,0.06,0.06,-0.15,-0.19,0.17,0.0,-0.02,0.24,0.02
1965-06-01,-0.25,-0.61,0.08,0.03,0.02,-0.11,0.0,-0.08,0.07,-1.05,0.04,-0.05,0.19,0.08,0.09,0.02,,,-0.54,-0.44,0.0,-0.15,0.1,-0.8,-0.88,0.13,0.0,0.01,0.22,0.02
1965-07-01,0.22,0.36,0.08,0.02,0.01,0.22,0.08,0.13,0.09,1.01,0.04,-0.04,0.22,0.07,0.06,0.02,,,0.16,0.65,0.04,0.12,0.09,0.95,0.88,0.18,0.0,0.02,0.25,0.01
1965-08-01,-0.08,0.55,-0.07,0.02,0.02,0.16,-0.01,-0.03,-0.06,0.55,0.04,-0.05,0.16,0.08,0.07,0.02,,,0.55,0.0,-0.01,-0.02,0.1,0.64,0.56,0.11,0.0,0.04,0.18,0.02
1965-09-01,0.36,1.04,0.04,0.02,0.06,-0.09,-0.04,0.13,0.03,1.45,0.03,-0.01,0.2,0.08,0.09,0.01,,,0.76,0.41,0.02,0.11,0.07,1.72,1.64,0.13,0.01,0.13,0.22,0.01
1965-10-01,0.01,-0.12,0.07,0.02,0.06,0.84,0.08,0.13,0.07,1.06,0.04,0.0,0.32,0.06,0.07,0.02,,,-0.36,1.18,0.05,0.25,0.08,0.48,0.41,0.27,0.02,0.06,0.34,0.01
1965-11-01,0.07,-0.09,0.0,0.01,0.06,-0.28,0.06,0.06,-0.02,-0.33,0.04,0.0,0.27,0.04,0.05,0.02,,,-0.24,-0.24,0.04,-0.02,0.06,0.24,0.2,0.23,0.02,0.05,0.29,0.01
1965-12-01,0.0,-0.16,-0.04,0.01,0.01,0.25,0.08,-0.02,-0.04,0.0,0.03,0.04,0.2,0.06,0.06,0.02,,,-0.22,0.15,0.04,-0.05,0.0,0.0,-0.06,0.15,0.0,0.04,0.21,0.01
1966-01-01,0.11,0.43,0.06,0.01,0.01,-0.16,-0.01,0.07,0.05,0.57,0.03,0.03,0.06,0.02,0.03,0.03,,,0.25,0.14,0.08,0.13,0.0,0.73,0.71,0.04,-0.01,0.03,0.07,0.01
1966-02-01,0.06,0.39,-0.03,0.0,0.0,0.02,0.06,-0.04,-0.04,0.52,0.03,0.02,0.15,0.04,0.05,0.02,,,0.39,0.13,-0.01,0.09,0.02,0.69,0.65,0.1,0.0,0.05,0.15,0.01
1966-03-01,-0.07,0.46,0.06,-0.01,-0.01,-0.01,0.02,0.08,0.04,0.52,0.03,0.09,0.27,0.06,0.08,0.04,,,0.34,0.06,0.0,0.1,0.06,0.73,0.68,0.18,0.02,0.04,0.26,0.02
1966-04-01,0.03,-0.46,0.1,-0.01,-0.01,0.08,0.02,-0.05,0.07,-0.1,0.02,0.06,0.17,0.01,0.04,0.03,,,-0.38,0.36,-0.04,0.17,0.01,-0.13,-0.14,0.12,0.02,0.01,0.16,0.02
1966-05-01,-0.07,-0.79,0.04,-0.01,-0.01,-0.06,-0.06,-0.07,0.01,-1.08,0.02,0.08,0.16,0.06,0.09,0.04,,,-0.72,-0.28,0.0,-0.16,0.01,-0.91,-0.97,0.06,0.02,0.0,0.15,0.03
1966-06-01,0.2,-0.16,0.06,0.0,-0.01,0.0,0.0,0.14,0.05,0.16,0.0,0.06,0.11,0.06,0.07,0.01,,,-0.45,0.32,0.04,0.07,-0.03,0.21,0.15,0.04,0.02,0.11,0.11,0.0
1966-07-01,-0.01,0.29,-0.02,-0.01,-0.01,0.3,0.12,0.08,-0.02,0.65,0.0,0.05,0.23,0.06,0.06,0.01,,,0.22,0.36,-0.01,0.09,0.01,0.58,0.52,0.15,0.01,0.0,0.22,-0.01
1966-08-01,-0.01,0.55,0.06,-0.01,-0.02,-0.38,-0.1,0.02,0.05,0.16,0.0,0.05,0.01,0.07,0.07,0.01,,,0.45,-0.39,0.0,-0.05,0.0,0.47,0.41,-0.08,0.01,0.08,-0.01,-0.01
1966-09-01,0.0,0.58,0.01,0.0,-0.04,0.08,0.01,-0.04,0.01,0.75,0.0,0.04,0.18,0.03,0.04,0.01,,,0.59,0.17,0.0,0.08,0.07,0.83,0.8,0.13,0.02,0.04,0.17,0.02
1966-10-01,0.0,-0.38,0.01,-0.02,-0.04,-0.16,-0.09,0.0,0.0,-0.54,0.0,0.06,0.11,0.03,0.05,0.02,,,-0.36,-0.15,-0.02,0.0,0.07,-0.3,-0.33,0.05,0.02,-0.01,0.1,0.04
1966-11-01,-0.03,-0.24,-0.05,-0.01,-0.03,0.23,0.05,-0.03,-0.06,-0.1,0.02,0.07,0.32,0.08,0.1,0.03,,,-0.25,0.14,0.0,0.0,0.08,0.03,-0.05,0.22,0.03,0.04,0.32,0.04
1966-12-01,-0.13,-0.08,0.12,0.01,0.06,0.0,0.09,0.0,0.13,-0.14,0.03,0.03,0.29,0.05,0.04,0.02,,,-0.13,-0.06,0.01,-0.06,0.05,0.04,-0.01,0.25,0.01,0.05,0.3,0.01
1967-01-01,0.08,0.12,-0.13,0.01,0.07,0.2,0.0,0.02,-0.12,0.35,0.01,-0.01,0.11,0.02,0.01,0.0,,,0.16,0.23,-0.02,0.07,0.02,0.4,0.38,0.11,0.01,-0.05,0.12,0.01
1967-02-01,-0.04,-0.5,0.14,0.01,0.07,0.03,-0.2,0.04,0.15,-0.28,0.03,-0.01,-0.11,0.02,0.01,0.01,,,-0.52,0.23,-0.01,0.09,0.02,-0.55,-0.57,-0.11,0.0,-0.01,-0.09,0.0
1967-03-01,0.14,0.23,-0.13,0.02,0.03,0.09,0.03,-0.05,-0.17,0.3,0.04,0.0,0.2,0.06,0.1,0.02,,,0.19,0.08,0.04,0.01,0.06,0.56,0.5,0.12,-0.02,0.05,0.22,0.0
1967-04-01,-0.01,0.63,0.02,0.01,0.01,0.1,-0.01,0.08,-0.03,0.78,0.05,0.01,0.16,0.05,0.1,0.03,,,0.55,0.15,0.01,0.08,0.09,0.82,0.78,0.07,-0.03,-0.01,0.17,0.0
1967-05-01,-0.06,-0.1,0.27,0.01,0.01,-0.14,-0.02,-0.04,0.21,-0.17,0.04,0.02,0.15,0.06,0.11,0.03,,,-0.1,-0.06,0.01,-0.07,0.05,-0.13,-0.19,0.05,-0.02,0.02,0.16,0.0
1967-06-01,0.06,0.22,-0.06,0.03,0.04,0.04,0.07,0.04,-0.04,0.35,0.05,0.0,0.21,0.04,0.02,0.03,,,0.21,0.13,-0.03,0.06,0.03,0.6,0.57,0.22,0.03,0.0,0.24,0.02
1967-07-01,-0.13,-0.23,0.01,0.02,0.07,-0.23,0.02,-0.05,0.03,-0.62,0.05,0.0,0.24,0.09,0.07,0.02,,,-0.15,-0.39,0.01,-0.06,0.02,-0.13,-0.21,0.2,0.05,-0.05,0.26,0.01
1967-08-01,0.1,-0.21,-0.16,0.02,0.07,0.19,0.01,-0.01,-0.14,0.06,0.03,-0.02,0.22,0.09,0.06,0.01,,,-0.29,0.27,-0.03,0.12,0.03,0.27,0.19,0.18,0.05,0.11,0.24,0.02
1967-09-01,0.21,0.42,0.04,0.02,0.0,0.13,0.01,0.12,0.02,0.74,0.05,0.01,0.07,0.04,0.07,0.03,,,0.18,0.33,0.03,-0.04,0.03,0.66,0.62,0.03,-0.05,0.08,0.09,0.01
