Date,Accommodations,Air transportation,Alcoholic beverages purchased for off-premises consumption,"Audio-video, photographic, and information processing equipment services",Children's and infants' clothing,Clothing and footwear,Commercial and vocational schools,Communication,Dental services,Durable goods,Education services,Educational books,Electricity,Electricity and gas,Final consumption expenditures of nonprofit institutions serving households (NPISHs),"Financial service charges, fees, and commissions",Financial services,Financial services and insurance,Financial services furnished without payment,Food and beverages purchased for off-premises consumption,Food and nonalcoholic beverages purchased for off-premises consumption,Food furnished to employees (including military),Food produced and consumed on farms,Food services,Food services and accommodations,Foreign travel by U.S. residents,Fuel oil and other fuels,Furnishings and durable household equipment,Furniture and furnishings,Gambling,Garments,Gasoline and other energy goods,"Glassware, tableware, and household utensils",Goods,Gross output of nonprofit institutions,Ground transportation,Group housing,Health care,Higher education,Hospital and nursing home services,Hospitals,Household appliances,Household consumption expenditures (for services),Household maintenance,Household supplies,Household utilities,Housing,Housing and utilities,Imputed rental of owner-occupied nonfarm housing,Insurance,Internet access,Jewelry and watches,Less: Expenditures in the United States by nonresidents,Less: Receipts from sales of goods and services by nonprofit institutions,Life insurance,Luggage and similar personal items,"Magazines, newspapers, and stationery","Membership clubs, sports centers, parks, theaters, and museums",Men's and boys' clothing,"Motor vehicle fuels, lubricants, and fluids",Motor vehicle maintenance and repair,Motor vehicle parts and accessories,Motor vehicle services,Motor vehicles and parts,Musical instruments,Natural gas,Net expenditures abroad by U.S. residents,Net foreign travel,Net health insurance,Net household insurance,Net motor vehicle and other transportation insurance,Net purchases of used motor vehicles,New motor vehicles,Nondurable goods,"Nursery, elementary, and secondary schools",Nursing homes,Other clothing materials and footwear,Other durable goods,Other motor vehicle services,Other nondurable goods,Other recreational services,Other services,Outpatient services,Paramedical services,Personal care and clothing services,Personal care products,Pharmaceutical and other medical products,Physician services,Postal and delivery services,Professional and other services,Public transportation,Purchased meals and beverages,Recreation services,Recreational books,Recreational goods and vehicles,Recreational items,Rental of tenant-occupied nonfarm housing,Rental value of farm dwellings,Services,Social services and religious activities,"Sporting equipment, supplies, guns, and ammunition",Sports and recreational vehicles,Telecommunication services,Telephone and related communication equipment,Therapeutic appliances and equipment,Tobacco,Tools and equipment for house and garden,Transportation services,"Video, audio, photographic, and information processing equipment and media",Water supply and sanitation,Water transportation,Women's and girls' clothing
1973-04-01,0.04,0.04,0.11,0.08,0.01,-0.09,0.03,0.22,0.1,-0.75,0.01,0.0,0.02,0.13,0.08,-0.11,0.0,0.15,0.11,-1.3,-1.41,-0.02,-0.01,-0.28,-0.24,-0.11,0.06,0.18,0.09,0.04,-0.04,-0.11,0.03,-1.9,0.28,-0.03,0.0,0.56,0.01,0.2,0.23,0.02,1.64,-0.01,0.07,0.14,0.69,0.83,0.51,0.14,,0.15,0.08,0.2,0.06,-0.02,0.03,0.05,0.01,-0.17,-0.01,0.11,-0.01,-0.83,0.0,0.11,-0.15,-0.04,0.03,0.01,0.05,-0.11,-0.83,-1.15,-0.03,-0.03,-0.06,0.15,0.0,0.35,0.0,0.17,0.35,0.09,-0.17,0.06,0.09,0.16,0.01,0.11,0.01,-0.26,0.17,0.02,-0.25,0.06,0.16,0.02,1.72,0.04,-0.01,-0.31,0.21,0.0,0.02,0.19,0.04,0.0,0.05,0.01,0.0,-0.05
1973-07-01,0.01,0.03,0.11,0.09,0.02,0.05,-0.04,0.14,0.11,-0.55,-0.09,0.02,0.27,0.28,-0.24,0.06,0.13,0.09,0.07,-0.01,-0.07,0.02,-0.04,0.29,0.31,-0.24,-0.05,0.08,-0.02,0.04,0.04,0.07,0.02,0.07,-0.41,0.02,0.01,0.3,-0.06,-0.06,-0.04,0.05,1.58,0.06,0.16,0.3,0.69,0.99,0.57,-0.04,,0.08,-0.06,-0.18,0.04,-0.01,0.06,-0.09,0.05,0.12,-0.05,0.11,-0.05,-0.91,0.01,0.01,-0.17,-0.29,-0.05,0.01,-0.04,0.02,-1.04,0.62,0.01,-0.01,0.0,0.12,-0.01,0.51,0.0,-0.15,0.36,0.08,0.01,0.08,0.04,0.16,-0.01,0.1,0.05,0.27,0.05,0.06,0.16,0.15,0.1,0.01,1.34,-0.07,-0.02,-0.01,0.14,0.0,0.04,0.18,0.02,-0.01,0.12,0.02,0.0,-0.02
1973-10-01,0.04,0.02,0.08,0.08,0.03,0.19,-0.01,0.12,-0.05,-1.41,0.05,0.03,0.03,-0.18,0.04,0.26,0.29,0.18,0.03,-0.88,-1.01,0.02,0.05,-0.09,-0.05,-0.17,-0.22,0.19,0.07,0.02,0.21,-0.26,0.02,-1.95,0.29,0.03,0.0,0.21,0.09,0.27,0.26,0.07,0.72,0.04,0.02,-0.16,0.67,0.51,0.6,-0.11,,0.1,-0.04,0.25,-0.01,0.0,0.07,0.06,0.11,-0.04,-0.07,0.1,-0.07,-1.61,0.0,-0.22,0.03,-0.21,-0.07,0.01,-0.05,-0.24,-1.47,-0.54,-0.03,0.0,-0.02,0.19,0.0,0.42,0.0,-0.25,-0.06,0.05,-0.16,0.04,0.06,-0.05,-0.01,-0.1,0.05,-0.12,0.15,0.07,-0.18,0.09,0.06,0.0,0.76,0.0,-0.04,-0.21,0.13,0.0,0.06,0.12,0.04,-0.02,0.01,0.03,0.0,0.07
1974-01-01,-0.01,0.11,0.12,0.03,0.02,0.09,-0.07,-0.03,0.07,-1.35,-0.08,-0.01,-0.37,-0.44,0.01,-0.22,-0.44,-0.52,-0.21,-0.31,-0.43,0.05,0.0,-0.39,-0.41,-0.06,-0.56,0.23,0.1,-0.02,0.12,-2.0,0.01,-3.18,-0.01,0.1,0.0,0.29,-0.01,0.02,0.0,0.1,-0.35,-0.03,0.0,-0.41,0.91,0.5,0.76,-0.09,,0.06,-0.12,-0.01,-0.03,-0.02,-0.07,0.09,0.01,-1.44,-0.06,-0.08,-0.07,-1.61,0.01,-0.07,0.0,-0.18,0.05,0.02,-0.13,0.06,-1.59,-1.83,-0.01,0.02,-0.03,0.04,-0.01,0.38,-0.01,-0.46,0.26,0.11,-0.12,0.04,0.1,0.09,-0.02,0.01,0.21,-0.45,0.1,-0.02,-0.01,0.19,0.14,0.0,-0.35,-0.04,0.1,-0.23,-0.01,0.0,0.01,0.12,0.02,0.14,0.14,0.03,0.0,0.1
1974-04-01,-0.01,0.11,0.01,0.04,-0.04,-0.33,-0.03,0.01,-0.04,0.31,-0.11,0.0,0.35,0.53,-0.01,-0.08,0.08,0.32,0.17,-0.55,-0.65,0.03,0.09,0.15,0.14,0.05,0.02,-0.04,0.06,0.0,-0.3,0.6,-0.03,-0.62,0.33,-0.04,0.01,0.31,-0.07,0.56,0.5,-0.07,2.08,-0.22,-0.22,0.55,0.73,1.29,0.65,0.24,,0.11,0.06,0.34,-0.02,0.01,-0.2,0.13,-0.16,0.58,-0.07,0.0,-0.09,-0.12,0.0,0.18,-0.1,0.11,0.07,0.01,0.17,0.06,-0.19,-0.92,-0.01,0.07,-0.04,0.14,-0.01,-0.64,0.0,-0.14,-0.25,-0.13,0.04,-0.04,0.07,-0.09,-0.03,0.09,0.08,0.12,0.17,0.02,0.33,0.07,0.07,0.0,2.07,-0.06,0.08,0.13,0.03,0.0,0.02,-0.23,0.01,-0.01,0.1,0.03,0.0,-0.1
1974-07-01,0.01,-0.04,0.08,0.06,-0.06,-0.46,-0.01,0.11,-0.05,0.33,-0.11,-0.01,0.12,0.21,-0.08,0.09,0.38,0.69,0.3,1.33,1.25,0.02,0.0,-0.08,-0.08,-0.04,-0.06,-0.42,-0.2,0.03,-0.31,0.38,-0.09,0.63,-0.07,-0.01,0.0,0.11,-0.08,0.21,0.14,-0.13,1.17,-0.22,-0.33,0.23,0.63,0.86,0.56,0.3,,0.02,-0.05,0.0,0.05,-0.03,-0.22,0.12,-0.05,0.44,-0.02,-0.07,-0.01,0.62,0.0,0.09,-0.05,-0.09,0.1,0.01,0.15,-0.07,0.75,0.3,-0.02,0.07,-0.15,-0.05,0.01,-0.94,0.0,-0.57,-0.09,0.03,-0.11,-0.07,-0.01,-0.07,-0.02,-0.05,-0.05,-0.11,0.22,-0.06,0.18,-0.07,0.07,0.0,1.1,-0.11,0.05,0.07,0.13,0.0,-0.03,-0.18,0.0,-0.05,0.12,0.02,0.0,-0.21
1974-10-01,0.03,-0.06,-0.06,0.05,-0.04,-1.11,0.05,0.18,0.07,-5.43,0.07,-0.03,0.21,0.19,0.05,-0.09,0.28,0.61,0.37,-1.12,-1.08,0.02,0.01,0.17,0.2,0.14,-0.03,-1.16,-0.68,-0.01,-0.84,0.6,-0.1,-7.86,0.17,-0.03,0.0,0.25,0.08,0.12,0.11,-0.35,2.09,-0.11,-0.45,0.21,0.52,0.72,0.44,0.33,,-0.07,-0.04,0.13,0.02,-0.1,-0.08,0.17,-0.38,0.63,0.01,-0.18,0.02,-3.48,-0.02,-0.02,-0.04,0.11,0.18,0.01,0.12,-0.09,-3.21,-2.43,-0.06,0.01,-0.27,-0.21,0.01,-0.8,0.01,0.16,0.13,-0.06,-0.09,-0.14,-0.05,0.12,0.0,-0.01,-0.09,0.15,0.22,-0.09,-0.59,-0.1,0.08,0.0,2.14,0.01,-0.02,-0.24,0.19,0.0,-0.01,0.06,-0.03,-0.06,-0.22,0.01,0.0,-0.42
1975-01-01,-0.03,-0.02,-0.04,0.03,0.01,0.88,0.03,0.16,0.07,1.14,0.04,0.05,-0.08,-0.18,-0.08,0.17,0.83,0.83,0.66,0.08,0.11,0.02,0.01,0.29,0.26,-0.13,-0.08,-0.18,-0.07,0.03,0.78,-0.36,-0.05,1.41,0.33,0.01,0.0,0.87,0.0,0.48,0.41,-0.07,2.07,-0.01,-0.13,-0.18,0.16,-0.01,0.1,-0.01,,0.05,-0.12,0.41,-0.01,0.06,0.03,0.0,0.34,-0.28,0.0,0.02,0.01,0.79,0.0,-0.1,-0.08,-0.24,-0.03,0.0,0.03,-0.29,1.06,0.27,0.02,0.07,0.1,0.22,0.02,-0.33,0.0,0.06,0.39,0.16,-0.05,-0.03,-0.02,0.16,0.02,0.15,-0.01,0.27,0.06,0.12,0.31,0.1,0.06,0.0,1.99,0.01,0.08,0.0,0.14,0.0,0.06,-0.19,0.01,0.01,0.12,0.0,0.0,0.44
1975-04-01,0.07,-0.07,0.15,0.03,0.0,0.9,0.08,0.26,-0.03,1.07,0.1,0.01,0.32,0.62,0.06,0.14,0.39,0.13,0.25,1.74,1.66,0.02,-0.07,0.57,0.64,-0.18,0.16,0.17,0.07,-0.01,0.76,0.17,0.02,4.13,0.41,-0.05,0.0,0.54,-0.01,0.35,0.33,0.06,2.55,0.09,-0.02,0.62,0.29,0.92,0.2,-0.26,,0.08,0.08,0.35,0.04,0.06,0.02,-0.08,0.28,0.01,0.23,0.12,0.25,0.04,0.02,0.3,-0.02,-0.09,-0.03,0.0,-0.28,0.3,-0.37,3.06,0.04,0.02,0.14,0.13,0.02,0.25,0.01,0.24,0.19,0.06,0.02,0.07,0.08,0.16,0.01,-0.2,-0.12,0.54,-0.05,-0.1,0.72,-0.07,0.08,0.01,2.61,0.06,0.08,0.3,0.26,0.0,-0.01,0.18,0.03,0.13,0.42,0.0,0.0,0.47
1975-07-01,0.04,0.07,0.14,0.07,0.03,0.45,0.04,0.2,0.02,3.39,0.04,0.0,0.12,0.01,0.1,-0.22,0.02,0.06,0.24,0.48,0.38,0.0,-0.03,-0.06,-0.02,0.14,0.09,0.32,0.16,0.04,0.38,-0.15,0.06,4.77,-0.08,-0.01,0.0,-0.16,-0.05,-0.17,-0.18,0.06,0.94,-0.02,0.11,0.01,0.42,0.42,0.31,0.03,,0.24,-0.14,-0.18,0.06,0.06,0.05,0.03,0.17,-0.24,0.16,0.07,0.17,2.46,0.0,-0.1,0.01,0.0,0.01,0.0,-0.03,0.09,2.3,1.38,0.04,0.01,0.06,0.31,0.01,0.6,0.01,0.26,0.01,0.08,0.03,0.08,0.02,-0.08,0.0,-0.06,0.06,-0.06,0.15,-0.01,0.3,0.17,0.11,0.0,1.04,0.07,0.06,0.2,0.2,0.0,0.02,0.17,0.03,0.22,0.04,-0.01,0.0,0.19
1975-10-01,0.11,0.05,0.02,0.09,0.02,0.17,0.07,0.15,0.06,1.64,0.19,-0.01,-0.19,-0.4,0.16,-0.07,0.18,0.4,0.25,-0.74,-0.75,0.04,0.0,0.81,0.92,0.07,-0.26,0.28,0.26,0.02,0.16,-0.09,0.01,1.33,0.83,0.04,0.0,0.81,0.08,0.63,0.58,-0.02,2.87,-0.03,0.03,-0.41,0.42,0.01,0.33,0.22,,0.13,0.04,0.67,0.15,0.03,0.03,0.04,0.05,0.16,0.06,-0.03,0.07,0.86,0.01,-0.2,-0.03,0.11,0.06,0.0,0.01,0.08,0.81,-0.31,0.04,0.05,0.02,0.16,0.01,0.35,0.02,0.4,0.18,0.09,0.02,0.03,0.01,0.03,-0.01,-0.09,0.09,0.77,0.17,-0.04,0.34,0.05,0.1,0.0,3.04,0.06,0.04,0.15,0.17,0.0,0.01,0.22,0.03,0.16,0.18,-0.01,0.0,0.08
1976-01-01,0.01,0.11,0.01,0.08,0.02,0.32,0.04,0.0,-0.03,2.92,0.04,-0.01,0.14,0.14,0.2,0.54,0.45,0.36,-0.09,1.55,1.52,0.02,0.03,0.45,0.46,0.08,0.25,0.3,0.13,-0.01,0.23,0.58,0.05,5.69,0.49,0.01,0.0,0.34,0.02,0.37,0.32,0.08,2.36,0.02,0.02,0.14,0.36,0.5,0.27,-0.09,,0.2,-0.09,0.29,0.05,0.03,0.09,0.01,0.0,0.33,0.08,0.08,0.09,2.16,0.01,0.01,-0.01,-0.01,0.03,-0.01,-0.17,0.25,1.83,2.77,-0.02,0.05,0.09,0.19,0.01,0.31,0.02,0.39,-0.03,0.06,0.01,0.01,0.04,-0.05,-0.03,0.28,0.12,0.43,0.1,-0.04,0.26,0.17,0.08,0.0,2.55,0.06,0.16,-0.02,0.03,0.0,-0.03,0.0,0.04,0.21,0.16,-0.01,0.0,0.2
1976-04-01,0.02,0.09,0.15,0.08,0.01,0.06,0.02,0.14,0.13,0.27,-0.05,0.01,0.1,-0.01,0.02,-0.22,-0.08,0.23,0.14,1.33,1.17,0.01,0.01,0.15,0.17,-0.1,0.12,0.08,0.04,0.0,0.07,0.35,0.02,2.32,0.05,-0.03,0.0,0.35,-0.01,0.13,0.11,-0.01,1.39,0.12,-0.1,-0.01,0.45,0.44,0.34,0.31,,0.05,-0.17,0.03,0.16,0.02,-0.01,0.07,0.04,0.23,0.03,0.0,0.03,0.03,0.0,-0.1,-0.02,-0.28,0.07,0.0,0.08,0.09,-0.06,2.05,-0.06,0.02,-0.02,0.12,0.01,0.31,0.02,-0.07,0.22,0.06,-0.07,0.04,0.05,0.04,-0.03,0.02,0.07,0.13,0.17,0.0,0.04,0.12,0.1,0.01,1.41,0.05,0.06,-0.07,0.17,0.0,0.04,0.23,0.02,0.1,0.04,-0.01,0.0,0.02
1976-07-01,0.09,0.04,0.08,0.09,0.02,0.35,0.0,0.13,0.12,0.68,-0.09,-0.01,0.11,0.42,0.02,-0.04,0.09,0.28,0.12,0.3,0.2,0.02,0.02,0.35,0.44,0.1,0.16,0.25,0.19,0.11,0.26,0.25,0.03,1.71,0.29,0.02,-0.01,0.33,-0.04,0.42,0.37,0.0,2.55,0.11,0.05,0.41,0.38,0.79,0.31,0.19,,0.1,-0.09,0.27,0.08,-0.01,0.06,0.1,0.13,0.1,-0.03,0.03,-0.02,0.16,0.0,0.31,-0.03,0.01,0.06,0.0,0.06,-0.06,0.19,1.04,-0.04,0.05,0.08,0.1,0.02,0.14,0.01,0.36,-0.09,0.07,0.03,0.06,0.01,-0.28,-0.01,0.11,0.06,0.33,0.31,-0.03,0.17,0.05,0.07,0.0,2.57,0.06,0.11,-0.01,0.14,0.0,0.0,-0.08,0.03,0.04,0.11,-0.01,0.0,0.11
1976-10-01,-0.04,0.07,0.08,0.07,-0.01,0.28,0.02,0.09,0.03,0.95,0.07,-0.02,0.38,0.81,0.04,0.11,0.25,0.37,0.14,0.5,0.42,0.01,0.0,-0.07,-0.11,0.15,0.27,0.44,0.24,0.1,0.24,0.49,0.06,2.37,0.22,0.0,-0.01,0.34,0.09,0.19,0.15,0.08,2.89,0.03,0.04,0.8,0.31,1.11,0.27,0.11,,0.07,0.13,0.18,0.06,-0.02,0.02,0.0,0.2,0.22,0.12,0.01,0.13,0.19,0.0,0.43,-0.04,0.28,0.05,0.0,0.0,-0.23,0.41,1.42,-0.04,0.04,0.04,0.01,0.01,0.15,0.01,0.79,0.15,0.06,0.01,0.1,0.06,0.06,0.0,0.29,0.07,-0.08,0.18,-0.05,0.3,0.09,0.06,-0.01,2.92,0.02,0.03,0.29,0.08,0.0,-0.02,-0.12,0.04,0.2,0.03,-0.01,0.0,0.05
1977-01-01,0.07,0.06,0.2,-0.03,0.02,0.05,-0.04,0.15,-0.03,2.23,0.04,-0.02,0.25,-0.14,-0.02,0.11,0.44,0.35,0.33,0.17,-0.02,0.03,0.0,1.06,1.13,-0.05,-0.33,0.51,0.47,-0.15,-0.13,-0.35,-0.09,2.18,0.28,0.01,-0.01,0.38,0.0,0.25,0.21,0.07,2.64,-0.02,0.23,-0.13,0.28,0.14,0.2,-0.09,,-0.46,0.06,0.3,-0.11,-0.02,-0.08,0.13,-0.46,-0.02,0.3,0.2,0.32,2.13,-0.01,-0.39,0.01,0.02,-0.07,0.01,0.08,0.25,1.68,-0.06,0.07,0.04,0.18,-0.43,0.02,0.07,0.01,0.27,0.13,-0.02,0.16,0.08,-0.08,0.18,0.03,-0.12,0.07,1.03,-0.04,-0.05,0.03,-0.07,0.05,0.04,2.62,0.06,-0.12,0.28,0.12,0.0,0.07,-0.02,0.06,0.4,-0.06,0.01,0.0,0.31
1977-04-01,-0.04,0.04,0.12,0.02,-0.01,0.48,0.01,0.15,-0.01,1.41,-0.04,0.02,-0.07,-0.64,0.0,-0.03,0.06,0.17,0.09,-0.35,-0.45,-0.09,-0.01,-0.38,-0.42,0.06,-0.21,0.34,0.07,0.07,0.6,-0.03,0.15,1.42,0.4,0.0,-0.01,0.8,-0.02,0.45,0.42,0.1,0.77,0.03,-0.24,-0.64,0.29,-0.35,0.25,0.1,,0.62,-0.08,0.4,-0.02,0.01,0.07,0.08,0.58,0.19,0.16,0.07,0.17,0.05,0.01,-0.58,0.0,-0.02,0.1,0.01,0.02,-0.29,0.27,0.01,-0.04,0.03,-0.13,0.61,0.01,-0.1,0.0,0.18,0.35,0.06,0.03,0.05,-0.01,0.3,0.01,0.01,0.04,-0.29,0.17,0.04,0.41,0.18,0.06,-0.01,0.77,0.03,0.14,-0.02,0.14,0.0,-0.05,-0.14,0.02,0.21,0.25,0.0,0.0,0.03
1977-07-01,0.03,0.07,-0.06,0.04,0.01,0.4,0.04,0.09,0.01,0.9,-0.01,0.06,0.35,0.74,0.06,-0.03,0.08,0.34,0.11,-0.11,-0.03,-0.05,-0.01,-0.48,-0.45,-0.07,0.08,0.24,0.03,0.07,0.36,0.21,0.12,1.56,-0.03,-0.01,0.0,0.38,0.01,-0.05,-0.12,0.07,2.22,0.11,-0.07,0.75,0.35,1.11,0.3,0.26,,0.27,-0.01,-0.09,0.12,0.01,0.19,0.09,0.32,0.13,0.19,-0.12,0.2,0.12,0.01,0.39,-0.06,-0.08,0.14,0.01,0.0,0.36,-0.12,0.66,-0.05,0.07,0.04,0.3,0.01,0.17,0.01,0.35,0.43,0.07,0.06,0.09,0.02,0.36,0.01,0.11,0.06,-0.43,0.22,0.16,0.24,0.01,0.07,-0.01,2.28,0.07,0.12,-0.25,0.09,0.0,-0.04,0.0,0.01,0.26,0.2,0.01,0.0,0.03
1977-10-01,-0.05,0.08,0.13,0.05,0.02,1.24,0.06,0.26,0.13,1.3,0.21,0.04,-0.2,-0.08,0.27,0.03,0.14,0.45,0.11,0.93,0.81,-0.01,-0.01,-0.07,-0.11,0.06,0.08,0.44,0.24,0.05,1.05,0.09,0.09,4.09,0.52,0.0,-0.01,0.12,0.1,0.1,0.03,0.08,1.79,0.02,0.06,-0.07,0.55,0.48,0.42,0.31,,0.25,-0.08,0.25,0.18,0.08,0.2,0.08,0.46,0.01,-0.08,0.13,-0.06,0.21,0.01,0.12,-0.01,-0.02,0.03,0.01,0.09,0.04,0.05,2.79,0.06,0.06,0.19,0.38,0.02,0.53,0.01,0.65,0.02,0.05,-0.01,0.12,0.06,-0.16,0.01,0.09,0.08,-0.06,0.19,0.14,0.27,0.1,0.14,-0.01,2.06,0.1,0.09,-0.19,0.25,0.0,0.01,0.0,0.03,0.02,0.22,0.01,0.0,0.57
1978-01-01,0.04,-0.05,-0.06,-0.02,0.06,0.26,-0.01,0.15,0.04,-1.6,0.07,-0.03,0.32,0.41,0.0,-0.13,-0.14,0.08,-0.01,-0.29,-0.2,0.09,-0.03,0.58,0.62,0.07,0.21,-0.29,-0.19,0.02,0.17,0.15,0.01,-1.04,0.42,-0.01,-0.01,0.65,-0.01,0.51,0.43,-0.13,3.3,0.05,0.19,0.4,0.93,1.33,0.91,0.22,,-0.25,0.02,0.42,0.08,-0.06,0.02,0.04,-0.16,-0.06,0.03,0.02,0.03,-1.01,0.0,0.09,0.03,0.09,0.01,0.02,0.12,-0.16,-0.86,0.57,0.09,0.08,0.09,-0.37,0.0,0.44,0.01,0.61,0.14,0.04,0.0,0.0,0.08,0.07,0.0,0.22,-0.06,0.49,0.04,-0.1,0.06,0.04,0.02,0.01,3.3,0.04,-0.14,0.33,0.15,0.01,-0.03,0.09,0.02,-0.03,-0.03,-0.01,0.0,0.27
1978-04-01,0.04,0.08,0.08,0.01,0.05,0.95,-0.02,0.16,0.01,4.44,0.02,0.0,-0.01,-0.05,0.08,0.42,0.48,0.56,0.06,-0.88,-0.93,0.02,-0.03,0.72,0.76,-0.04,-0.14,0.78,0.59,0.03,0.69,0.15,0.01,5.51,0.63,-0.04,-0.01,0.58,-0.06,0.63,0.58,0.11,3.24,-0.05,0.31,-0.04,0.83,0.79,0.73,0.08,,0.03,-0.09,0.55,-0.02,0.01,0.17,-0.02,0.17,0.28,0.19,0.21,0.19,3.23,0.0,-0.04,0.01,-0.14,0.02,0.01,0.06,0.08,2.94,1.07,0.09,0.05,0.26,0.15,0.0,0.86,0.01,0.29,-0.04,-0.02,0.07,0.14,0.07,-0.04,0.0,0.15,0.04,0.7,0.02,0.01,0.28,0.1,0.1,0.01,3.32,0.09,0.07,0.09,0.16,0.01,0.09,0.06,0.07,0.23,0.11,0.01,0.0,0.48
1978-07-01,-0.02,0.06,0.12,0.02,0.03,0.38,0.01,0.12,-0.08,-0.82,0.04,0.0,0.01,-0.09,-0.02,-0.07,-0.02,-0.06,0.05,0.18,0.06,0.01,-0.01,0.61,0.59,0.14,-0.33,-0.01,-0.04,0.01,0.37,-0.2,0.01,0.16,0.07,-0.01,-0.01,0.07,0.0,0.17,0.14,-0.03,1.56,0.02,0.13,-0.08,0.63,0.55,0.62,-0.04,,0.02,-0.02,0.1,0.01,-0.02,0.1,0.12,-0.02,0.13,-0.04,0.04,-0.04,-0.89,0.0,-0.1,0.01,0.12,0.05,0.01,-0.12,0.08,-1.01,0.98,0.04,0.04,0.0,0.1,0.0,0.62,0.02,0.23,-0.11,0.02,-0.04,0.0,0.12,-0.04,0.01,-0.07,0.05,0.6,0.16,0.0,-0.01,0.24,0.01,0.01,1.53,0.03,0.11,-0.11,0.12,0.01,0.08,0.03,0.04,0.01,-0.01,0.02,0.0,0.36
1978-10-01,0.02,-0.02,0.02,0.05,0.03,0.59,0.02,0.12,0.01,0.48,0.04,0.01,0.18,0.13,0.14,-0.23,-0.2,0.03,0.03,0.57,0.57,0.01,-0.01,0.16,0.18,-0.06,-0.07,0.22,0.09,0.0,0.43,-0.09,0.07,2.11,0.22,-0.01,-0.01,0.23,0.02,0.12,0.09,0.04,1.01,0.01,0.11,0.17,0.65,0.83,0.64,0.23,,-0.09,-0.01,0.08,0.01,-0.02,0.18,-0.05,0.22,-0.03,-0.07,0.11,-0.07,-0.09,0.0,-0.04,0.0,-0.07,0.07,0.01,0.14,0.02,-0.23,1.63,0.0,0.02,0.16,-0.03,0.01,0.56,0.02,-0.19,0.12,0.04,-0.07,0.05,0.12,0.07,0.01,-0.25,-0.03,0.16,0.03,0.02,0.39,0.11,0.02,0.0,1.16,0.04,0.18,0.02,0.11,0.02,0.04,0.0,0.02,-0.09,0.15,0.04,0.0,0.18
1979-01-01,0.08,0.13,0.05,0.05,0.03,0.0,0.0,0.18,0.05,-0.7,0.02,0.0,0.3,0.43,0.22,0.03,0.1,0.0,0.08,-0.08,-0.12,0.03,-0.02,0.27,0.35,-0.06,0.25,-0.06,0.0,0.03,0.04,0.47,-0.05,-0.16,0.23,0.01,0.0,0.21,0.05,-0.01,0.01,-0.02,2.03,-0.03,0.08,0.46,0.44,0.91,0.4,-0.11,,-0.21,-0.1,0.01,0.17,-0.06,0.06,0.08,-0.01,0.22,0.18,-0.03,0.18,-0.47,-0.01,0.13,0.01,-0.17,0.09,0.0,-0.37,-0.05,-0.39,0.54,-0.03,-0.03,-0.04,-0.28,0.0,0.16,0.03,0.06,0.22,0.05,0.0,0.04,0.07,0.12,0.01,-0.07,0.14,0.24,0.19,0.0,0.11,-0.04,0.05,-0.01,2.25,0.12,-0.13,0.28,0.17,0.01,-0.03,-0.06,0.0,0.32,-0.03,0.04,0.0,0.02
1979-04-01,0.02,-0.01,0.05,0.05,0.0,0.15,-0.02,0.17,-0.03,-1.32,-0.07,0.02,-0.31,-0.3,-0.01,0.27,0.22,0.82,-0.05,0.1,0.04,0.01,0.01,-0.44,-0.42,0.0,-0.19,0.26,0.13,0.0,0.15,-0.9,0.02,-1.58,0.26,0.06,0.0,0.53,0.01,0.39,0.35,0.08,1.34,-0.07,0.11,-0.26,0.48,0.22,0.45,0.6,,0.13,0.02,0.27,0.0,-0.04,0.07,0.04,0.02,-0.71,0.08,0.02,0.08,-2.05,0.01,0.01,0.03,0.02,0.08,0.0,0.51,-0.16,-1.92,-0.26,-0.06,0.04,0.0,0.17,-0.01,0.39,0.02,-0.04,0.14,0.06,-0.14,0.06,0.09,0.11,0.01,-0.01,0.06,-0.45,0.1,0.05,0.31,0.04,0.04,0.0,1.33,0.05,-0.01,0.0,0.16,0.01,0.04,-0.01,0.03,0.13,0.25,0.04,0.0,0.13
1979-07-01,-0.06,0.03,0.22,0.03,0.04,0.83,-0.07,0.11,0.02,1.6,-0.02,0.0,-0.25,-0.42,-0.28,0.07,-0.08,0.08,-0.15,0.6,0.36,0.0,0.02,0.16,0.1,-0.04,-0.28,0.48,0.26,0.03,0.71,-0.31,0.06,3.12,-0.2,-0.03,0.0,0.39,0.01,0.08,0.06,0.11,1.12,0.11,0.14,-0.39,0.55,0.16,0.51,0.16,,0.19,0.06,0.08,-0.11,-0.06,0.05,0.03,0.24,-0.03,-0.04,0.02,-0.04,1.06,0.02,-0.17,-0.05,0.02,0.08,0.0,0.18,0.25,0.79,1.52,0.05,0.02,0.12,0.13,0.0,0.4,0.02,0.32,0.31,0.06,-0.06,0.06,0.1,0.22,0.02,0.19,0.0,0.16,0.11,0.0,-0.07,0.11,0.04,0.0,0.83,-0.03,-0.04,-0.37,0.09,0.01,-0.01,0.0,0.05,-0.04,0.33,0.03,0.0,0.42
