Date,Distributive industries,Goods-producing industries,Government,Manufacturing,Private industries,Service industries,Wages and salaries
1965-04-01,86959.0,144859.0,68548.0,114229.0,290329.0,58511.0,358877.0
1965-07-01,88432.0,147128.0,70488.0,116292.0,295727.0,60167.0,366215.0
1965-10-01,90666.0,151366.0,73152.0,119390.0,303969.0,61937.0,377121.0
1966-01-01,92084.0,155903.0,74928.0,123207.0,310835.0,62849.0,385763.0
1966-04-01,94188.0,160608.0,76876.0,127179.0,319027.0,64232.0,395903.0
1966-07-01,96099.0,163854.0,79800.0,130089.0,326332.0,66379.0,406132.0
1966-10-01,97850.0,166071.0,81952.0,132349.0,331533.0,67611.0,413485.0
1967-01-01,99496.0,166630.0,83452.0,132623.0,335389.0,69263.0,418841.0
1967-04-01,100698.0,166728.0,84996.0,132644.0,338608.0,71182.0,423604.0
1967-07-01,102295.0,169779.0,87068.0,134751.0,344941.0,72867.0,432009.0
1967-10-01,103938.0,172720.0,90416.0,137234.0,351167.0,74509.0,441583.0
1968-01-01,106555.0,178015.0,92760.0,141542.0,361450.0,76879.0,454210.0
1968-04-01,109533.0,182306.0,95204.0,144736.0,370719.0,78880.0,465923.0
1968-07-01,112337.0,185608.0,98740.0,147049.0,379590.0,81645.0,478330.0
1968-10-01,114734.0,190519.0,100052.0,150861.0,389371.0,84118.0,489423.0
1969-01-01,116735.0,194106.0,101284.0,153266.0,397784.0,86943.0,499068.0
1969-04-01,120489.0,198896.0,103112.0,156388.0,408270.0,88885.0,511382.0
1969-07-01,123190.0,203264.0,108164.0,160050.0,418267.0,91813.0,526431.0
1969-10-01,126413.0,205379.0,109840.0,161168.0,426611.0,94819.0,536451.0
1970-01-01,128603.0,205460.0,114360.0,160762.0,430738.0,96675.0,545098.0
1970-04-01,129609.0,204277.0,116516.0,159556.0,432550.0,98664.0,549066.0
1970-07-01,132756.0,204425.0,118332.0,158747.0,437390.0,100209.0,555722.0
1970-10-01,133900.0,200742.0,119720.0,154503.0,436634.0,101992.0,556354.0
1971-01-01,136897.0,205318.0,123876.0,158771.0,446637.0,104422.0,570513.0
1971-04-01,139611.0,208594.0,125608.0,160318.0,454841.0,106636.0,580449.0
1971-07-01,142057.0,209981.0,128024.0,160619.0,460766.0,108727.0,588790.0
1971-10-01,143863.0,212991.0,129612.0,162951.0,468830.0,111976.0,598442.0
1972-01-01,149389.0,220899.0,134152.0,169193.0,484319.0,114031.0,618471.0
1972-04-01,150947.0,225499.0,135668.0,173572.0,494705.0,118259.0,630373.0
1972-07-01,153580.0,228879.0,138428.0,176245.0,503897.0,121438.0,642325.0
1972-10-01,158720.0,237060.0,143300.0,182941.0,520670.0,124890.0,663970.0
1973-01-01,163915.0,246035.0,145044.0,189560.0,538307.0,128357.0,683351.0
1973-04-01,168502.0,252548.0,147184.0,194527.0,553004.0,131953.0,700188.0
1973-07-01,172146.0,258628.0,149576.0,198324.0,566588.0,135814.0,716164.0
1973-10-01,176416.0,266217.0,153392.0,203881.0,581951.0,139318.0,735343.0
1974-01-01,180192.0,270224.0,155640.0,205938.0,592541.0,142125.0,748181.0
1974-04-01,184646.0,275421.0,158176.0,210658.0,607121.0,147054.0,765297.0
1974-07-01,189826.0,280922.0,161300.0,215918.0,621831.0,151083.0,783131.0
1974-10-01,192356.0,279237.0,166932.0,214862.0,625587.0,153994.0,792519.0
1975-01-01,192316.0,271140.0,170508.0,205790.0,621412.0,157956.0,791920.0
1975-04-01,194144.0,270684.0,174460.0,206598.0,625907.0,161079.0,800367.0
1975-07-01,200179.0,278291.0,177804.0,213195.0,643489.0,165020.0,821293.0
1975-10-01,205853.0,288333.0,182188.0,220846.0,663584.0,169398.0,845772.0
1976-01-01,212072.0,300099.0,184780.0,230078.0,686438.0,174268.0,871218.0
1976-04-01,217050.0,306163.0,187276.0,235445.0,702106.0,178892.0,889382.0
1976-07-01,222201.0,312778.0,189484.0,240781.0,718968.0,183989.0,908452.0
1976-10-01,226749.0,319772.0,194084.0,245879.0,735844.0,189323.0,929928.0
1977-01-01,231617.0,328107.0,196748.0,253094.0,753295.0,193572.0,950043.0
1977-04-01,239713.0,342751.0,199664.0,263695.0,781244.0,198780.0,980908.0
1977-07-01,246498.0,352480.0,203664.0,271558.0,803842.0,204864.0,1007506.0
1977-10-01,253120.0,360875.0,210276.0,278482.0,827899.0,213904.0,1038175.0
1978-01-01,260913.0,367561.0,213593.0,285410.0,850252.0,221778.0,1063845.0
1978-04-01,270632.0,388016.0,217286.0,295658.0,888756.0,230109.0,1106042.0
1978-07-01,276271.0,399262.0,222381.0,303637.0,915615.0,240082.0,1137996.0
1978-10-01,287424.0,413620.0,226811.0,315275.0,947584.0,246540.0,1174396.0
1979-01-01,296420.0,425948.0,231331.0,325260.0,977234.0,254866.0,1208565.0
1979-04-01,300278.0,436671.0,233495.0,331608.0,1000885.0,263936.0,1234381.0
1979-07-01,310610.0,447039.0,239391.0,338615.0,1029995.0,272346.0,1269386.0
1979-10-01,320400.0,455877.0,244327.0,344601.0,1056597.0,280320.0,1300925.0
1980-01-01,327221.0,464943.0,250174.0,351433.0,1083603.0,291439.0,1333777.0
1980-04-01,329388.0,462725.0,260578.0,349312.0,1093301.0,301188.0,1353879.0
1980-07-01,335233.0,467359.0,264243.0,352968.0,1113059.0,310467.0,1377302.0
1980-10-01,346826.0,489249.0,270849.0,370231.0,1157881.0,321807.0,1428729.0
1981-01-01,357356.0,499820.0,277320.0,377563.0,1190342.0,333166.0,1467662.0
1981-04-01,363897.0,509413.0,282625.0,387648.0,1214059.0,340748.0,1496683.0
1981-07-01,369970.0,520644.0,288644.0,392724.0,1241925.0,351310.0,1530569.0
1981-10-01,372968.0,521918.0,294807.0,391574.0,1255770.0,360884.0,1550577.0
1982-01-01,378227.0,520476.0,300760.0,389918.0,1266778.0,368076.0,1567538.0
1982-04-01,382166.0,517318.0,305394.0,387816.0,1276345.0,376861.0,1581739.0
1982-07-01,386151.0,511740.0,309538.0,384752.0,1286900.0,389009.0,1596438.0
1982-10-01,388028.0,504126.0,314457.0,379526.0,1289897.0,397743.0,1604354.0
1983-01-01,388565.0,507914.0,318701.0,383923.0,1303749.0,407270.0,1622449.0
1983-04-01,397591.0,516544.0,322582.0,393237.0,1332089.0,417953.0,1654672.0
1983-07-01,408604.0,531753.0,326744.0,404982.0,1364660.0,424303.0,1691405.0
1983-10-01,418589.0,549538.0,331153.0,419134.0,1410373.0,442246.0,1741526.0
1984-01-01,427891.0,566304.0,337815.0,431758.0,1446194.0,451999.0,1784009.0
1984-04-01,438286.0,580527.0,344770.0,441470.0,1483372.0,464559.0,1828142.0
1984-07-01,447247.0,591146.0,351877.0,449874.0,1515172.0,476780.0,1867050.0
1984-10-01,454968.0,598461.0,358090.0,456526.0,1542367.0,488938.0,1900457.0
1985-01-01,461580.0,609167.0,363915.0,463452.0,1568233.0,497486.0,1932147.0
1985-04-01,469756.0,612596.0,370431.0,464171.0,1593195.0,510843.0,1963626.0
1985-07-01,475940.0,618178.0,378125.0,468512.0,1619291.0,525173.0,1997416.0
1985-10-01,484946.0,627647.0,382982.0,476072.0,1654029.0,541436.0,2037011.0
1986-01-01,491130.0,630744.0,387941.0,478729.0,1675596.0,553722.0,2063537.0
1986-04-01,493483.0,629567.0,393550.0,477926.0,1688254.0,565204.0,2081804.0
1986-07-01,501696.0,632555.0,399446.0,480492.0,1712022.0,577771.0,2111468.0
1986-10-01,510584.0,639705.0,407943.0,485110.0,1744588.0,594299.0,2152531.0
1987-01-01,518195.0,646333.0,413548.0,490301.0,1779104.0,614576.0,2192652.0
1987-04-01,527876.0,650070.0,419936.0,491848.0,1809954.0,632007.0,2229890.0
1987-07-01,537498.0,659514.0,425088.0,499503.0,1845697.0,648685.0,2270785.0
1987-10-01,545794.0,670989.0,433896.0,507081.0,1897843.0,681060.0,2331739.0
1988-01-01,554452.0,686312.0,441734.0,518733.0,1924448.0,683684.0,2366183.0
1988-04-01,568306.0,698908.0,448505.0,526115.0,1973029.0,705814.0,2421533.0
1988-07-01,578790.0,708037.0,454519.0,532698.0,2008336.0,721509.0,2462854.0
1988-10-01,588983.0,719748.0,463390.0,543376.0,2045168.0,736437.0,2508558.0
1989-01-01,598264.0,725440.0,469462.0,548687.0,2071344.0,747641.0,2540806.0
1989-04-01,600940.0,723892.0,476887.0,545785.0,2086580.0,761748.0,2563467.0
1989-07-01,604639.0,727652.0,485119.0,547116.0,2107132.0,774841.0,2592251.0
1989-10-01,613734.0,736222.0,492956.0,551407.0,2142724.0,792768.0,2635680.0
1990-01-01,619521.0,744773.0,503499.0,555424.0,2180934.0,816639.0,2684433.0
1990-04-01,632276.0,753743.0,518736.0,564647.0,2220096.0,834077.0,2738832.0
1990-07-01,637587.0,754813.0,523852.0,565808.0,2245458.0,853058.0,2769310.0
1990-10-01,639161.0,748359.0,530109.0,562135.0,2242111.0,854591.0,2772219.0
1991-01-01,636315.0,739241.0,539641.0,556355.0,2232087.0,856532.0,2771729.0
1991-04-01,644437.0,739695.0,546042.0,559364.0,2254103.0,869972.0,2800145.0
1991-07-01,649351.0,746641.0,551625.0,567305.0,2276457.0,880465.0,2828083.0
1991-10-01,652098.0,748003.0,557752.0,570705.0,2300203.0,900102.0,2857955.0
1992-01-01,667003.0,750195.0,564195.0,572726.0,2348661.0,931463.0,2912856.0
1992-04-01,674229.0,759527.0,569823.0,580889.0,2382160.0,948403.0,2951982.0
1992-07-01,682510.0,762309.0,575188.0,584234.0,2401365.0,956547.0,2976554.0
1992-10-01,678244.0,781275.0,578798.0,600965.0,2441973.0,982454.0,3020771.0
1993-01-01,679831.0,747081.0,582830.0,567603.0,2433108.0,1006195.0,3015937.0
1993-04-01,695829.0,777223.0,586618.0,593780.0,2479832.0,1006780.0,3066450.0
1993-07-01,701319.0,783885.0,591769.0,598139.0,2501850.0,1016645.0,3093619.0
1993-10-01,714440.0,806072.0,594823.0,616049.0,2546533.0,1026020.0,3141356.0
1994-01-01,715300.0,795193.0,601090.0,602152.0,2551623.0,1041131.0,3152713.0
1994-04-01,737590.0,818480.0,607160.0,620049.0,2616161.0,1060091.0,3223321.0
1994-07-01,746751.0,830489.0,612492.0,628675.0,2646212.0,1068973.0,3258704.0
1994-10-01,760097.0,844254.0,617242.0,638992.0,2694377.0,1090026.0,3311620.0
1995-01-01,771516.0,850087.0,622407.0,642749.0,2735696.0,1114092.0,3358102.0
1995-04-01,779454.0,856434.0,627479.0,646881.0,2767708.0,1131821.0,3395188.0
1995-07-01,788284.0,866054.0,630895.0,653053.0,2808010.0,1153673.0,3438905.0
1995-10-01,794614.0,872778.0,635323.0,656448.0,2844570.0,1177177.0,3479893.0
1996-01-01,805110.0,879857.0,640022.0,658923.0,2884416.0,1199449.0,3524438.0
1996-04-01,818125.0,899697.0,645641.0,673296.0,2944309.0,1226487.0,3589950.0
1996-07-01,830376.0,913924.0,650699.0,681979.0,2996539.0,1252239.0,3647237.0
1996-10-01,841682.0,925888.0,656014.0,689244.0,3048238.0,1280668.0,3704252.0
1997-01-01,857864.0,946860.0,662294.0,703087.0,3114062.0,1309338.0,3776357.0
1997-04-01,869221.0,960590.0,667975.0,712432.0,3167670.0,1337859.0,3835645.0
1997-07-01,888573.0,975771.0,674094.0,723240.0,3228867.0,1364524.0,3902961.0
1997-10-01,910017.0,1000255.0,683185.0,742024.0,3309229.0,1398957.0,3992413.0
1998-01-01,925350.0,1017716.0,689803.0,751808.0,3385090.0,1442023.0,4074893.0
1998-04-01,940984.0,1028785.0,697405.0,757050.0,3448087.0,1478318.0,4145492.0
1998-07-01,960512.0,1037438.0,705599.0,759246.0,3511816.0,1513865.0,4217415.0
1998-10-01,976917.0,1050278.0,712445.0,765108.0,3576219.0,1549023.0,4288664.0
1999-01-01,1001702.0,1066203.0,718079.0,774537.0,3646544.0,1578638.0,4364622.0
1999-04-01,1011976.0,1072559.0,727038.0,776913.0,3682283.0,1597748.0,4409322.0
1999-07-01,1027037.0,1085338.0,738559.0,786477.0,3735118.0,1622743.0,4473677.0
1999-10-01,1053772.0,1109577.0,751388.0,800162.0,3832694.0,1669345.0,4584082.0
2000-01-01,1079992.0,1159454.0,765230.0,838663.0,3986264.0,1746819.0,4751494.0
2000-04-01,1093172.0,1147530.0,778562.0,823644.0,4000493.0,1759791.0,4779055.0
2000-07-01,1108191.0,1168150.0,783814.0,840022.0,4087465.0,1811123.0,4871279.0
2000-10-01,1113425.0,1161933.0,791541.0,828758.0,4106414.0,1831056.0,4897955.0
