Date,Business current transfer payments (net),"Compensation of employees, paid",Consumption of fixed capital,"Corporate profits with inventory valuation and capital consumption adjustments, domestic industries",Current surplus of government enterprises,Government,Gross domestic income,Less: Subsidies,Net dividends,"Net interest and miscellaneous payments, domestic industries",Net operating surplus,Private,Private enterprises,Profits after tax with inventory valuation and capital consumption adjustments,Proprietors' income with inventory valuation and capital consumption adjustments,Rental income of persons with capital consumption adjustment,Statistical discrepancy,Supplements to wages and salaries,Taxes on corporate income,Taxes on production and imports,To persons,To the rest of the world,Undistributed corporate profits with inventory valuation and capital consumption adjustments,Wages and salaries
1947-01-01,524.0,128920.0,28071.0,20571.0,,11780.0,240092.0,511.0,5432.0,1992.0,,16291.0,65933.0,9075.0,36188.0,6657.0,3072.0,10125.0,11496.0,17679.0,,,3643.0,118795.0
1947-04-01,685.0,130718.0,28706.0,23523.0,,11401.0,243209.0,417.0,5680.0,2223.0,,17305.0,66462.0,12643.0,33262.0,6768.0,2759.0,9526.0,10880.0,17740.0,,,6963.0,121191.0
1947-07-01,797.0,132712.0,29515.0,23616.0,,11273.0,247579.0,364.0,5924.0,2404.0,,18242.0,67684.0,12892.0,33893.0,6973.0,2006.0,8793.0,10724.0,18031.0,,,6968.0,123919.0
1947-10-01,854.0,136808.0,30191.0,25003.0,,11088.0,256122.0,302.0,5792.0,2465.0,,19102.0,70451.0,13331.0,34972.0,7157.0,3623.0,8610.0,11672.0,18974.0,,,7539.0,128198.0
1948-01-01,732.0,140319.0,30615.0,28771.0,,10728.0,265070.0,384.0,6376.0,2352.0,,19886.0,75557.0,16763.0,36384.0,7319.0,672.0,8740.0,12008.0,18963.0,,,10387.0,131579.0
1948-04-01,705.0,141984.0,31086.0,30473.0,,10511.0,273654.0,292.0,5972.0,2336.0,,20574.0,81211.0,17825.0,40231.0,7465.0,-1087.0,8692.0,12648.0,19665.0,,,11853.0,133292.0
1948-07-01,700.0,146761.0,31650.0,29898.0,,10484.0,278941.0,615.0,6436.0,2400.0,,21166.0,81138.0,17490.0,40604.0,7536.0,256.0,8790.0,12408.0,20006.0,,,11054.0,137971.0
1948-10-01,692.0,147843.0,31959.0,31385.0,,10298.0,281223.0,869.0,6684.0,2429.0,,21661.0,82021.0,19433.0,39897.0,7617.0,-857.0,8828.0,11952.0,20270.0,,,12749.0,139015.0
1949-01-01,650.0,146209.0,32249.0,29780.0,,10188.0,274180.0,585.0,6564.0,2552.0,,22061.0,75939.0,18944.0,35414.0,7543.0,854.0,9525.0,10836.0,20369.0,,,12380.0,136684.0
1949-04-01,657.0,144622.0,32256.0,27496.0,,9824.0,270661.0,399.0,6540.0,2616.0,,22432.0,73360.0,17976.0,34937.0,7654.0,690.0,9675.0,9520.0,20822.0,,,11436.0,134947.0
1949-07-01,697.0,143550.0,32255.0,28807.0,,9478.0,270863.0,529.0,6440.0,2705.0,,22777.0,74335.0,18871.0,34238.0,7888.0,2026.0,9625.0,9936.0,21253.0,,,12431.0,133925.0
1949-10-01,749.0,142722.0,32382.0,25648.0,,9288.0,267232.0,481.0,6852.0,2760.0,,23094.0,71436.0,15900.0,34171.0,8108.0,3395.0,9578.0,9748.0,21172.0,,,9048.0,133144.0
1950-01-01,710.0,146926.0,32405.0,28928.0,,9021.0,277506.0,690.0,7576.0,2969.0,,23384.0,77311.0,15488.0,36246.0,8458.0,3323.0,10133.0,13440.0,21554.0,,,7912.0,136792.0
1950-04-01,778.0,153538.0,32769.0,32805.0,,8890.0,289932.0,809.0,7752.0,2906.0,,23879.0,81971.0,16697.0,36813.0,8669.0,451.0,10574.0,16108.0,22462.0,,,8945.0,142964.0
1950-07-01,858.0,162225.0,33572.0,37017.0,,8992.0,307524.0,772.0,8216.0,2947.0,,24580.0,88120.0,17293.0,38456.0,8841.0,629.0,11277.0,19724.0,24380.0,,,9077.0,150947.0
1950-10-01,949.0,170072.0,34823.0,40408.0,,9338.0,319297.0,1103.0,8660.0,3054.0,,25485.0,92101.0,18768.0,38543.0,9148.0,648.0,12076.0,21640.0,23404.0,,,10108.0,157996.0
1951-01-01,1079.0,178552.0,36253.0,39232.0,,9658.0,332534.0,1156.0,7592.0,3259.0,,26596.0,93791.0,13184.0,40901.0,9320.0,3465.0,13233.0,26048.0,25094.0,,,5592.0,165319.0
1951-04-01,1151.0,184887.0,37336.0,38876.0,,9837.0,340649.0,1128.0,7748.0,3343.0,,27500.0,95486.0,16872.0,42539.0,9576.0,3441.0,13907.0,22004.0,24069.0,,,9124.0,170979.0
1951-07-01,1187.0,187840.0,38267.0,39313.0,,10069.0,346823.0,872.0,7660.0,3507.0,,28198.0,97106.0,19425.0,43241.0,9858.0,4562.0,14360.0,19888.0,24481.0,,,11765.0,173480.0
1951-10-01,1221.0,191481.0,39045.0,40394.0,,10354.0,353871.0,1037.0,7652.0,3611.0,,28690.0,99047.0,19118.0,43698.0,10124.0,2306.0,14889.0,21276.0,25336.0,,,11466.0,176591.0
1952-01-01,1216.0,196095.0,39530.0,38122.0,,10554.0,356053.0,813.0,7284.0,3723.0,,28976.0,95154.0,18594.0,41693.0,10400.0,3767.0,15091.0,19528.0,26087.0,,,11310.0,181004.0
1952-04-01,1203.0,197424.0,40176.0,36249.0,,10859.0,358604.0,791.0,7916.0,3803.0,,29317.0,94877.0,17877.0,42956.0,10665.0,2426.0,15306.0,18372.0,26918.0,,,9961.0,182118.0
1952-07-01,1188.0,201501.0,41003.0,36156.0,,11291.0,365999.0,798.0,7780.0,3939.0,,29712.0,96958.0,17848.0,44745.0,10931.0,1702.0,15551.0,18308.0,27334.0,,,10068.0,185950.0
1952-10-01,1183.0,209324.0,41709.0,40580.0,,11547.0,378271.0,695.0,8032.0,3995.0,,30162.0,99787.0,20360.0,42762.0,11267.0,2541.0,15860.0,20220.0,28145.0,,,12328.0,193464.0
1953-01-01,1193.0,213130.0,42496.0,41468.0,,11829.0,385073.0,727.0,7636.0,4235.0,,30667.0,101428.0,20184.0,42948.0,11584.0,2907.0,16054.0,21284.0,28746.0,,,12548.0,197076.0
1953-04-01,1196.0,216216.0,43266.0,40609.0,,12126.0,388515.0,451.0,8308.0,4261.0,,31140.0,100306.0,19233.0,42347.0,11894.0,3234.0,16182.0,21376.0,29178.0,,,10925.0,200034.0
1953-07-01,1148.0,216530.0,43817.0,39578.0,,12234.0,387598.0,676.0,8304.0,4504.0,,31583.0,98609.0,18702.0,41218.0,12162.0,3572.0,16377.0,20876.0,29319.0,,,10398.0,200153.0
1953-10-01,1075.0,215136.0,44381.0,32329.0,,12387.0,380524.0,202.0,8128.0,4615.0,,31994.0,92048.0,16089.0,41557.0,12474.0,5446.0,16414.0,16240.0,29161.0,,,7961.0,198722.0
1954-01-01,956.0,213169.0,44940.0,34668.0,,12566.0,382558.0,130.0,8420.0,4797.0,,32374.0,95899.0,18572.0,42681.0,12797.0,2787.0,16711.0,16096.0,28681.0,,,10152.0,196458.0
1954-04-01,881.0,212741.0,45691.0,35991.0,,12932.0,383600.0,692.0,7836.0,5062.0,,32760.0,97048.0,19379.0,42099.0,13015.0,2522.0,16727.0,16612.0,28812.0,,,11543.0,196014.0
1954-07-01,883.0,213281.0,46300.0,37971.0,,13150.0,387551.0,328.0,8184.0,5308.0,,33151.0,99554.0,20311.0,42248.0,13144.0,3445.0,16890.0,17660.0,28744.0,,,12127.0,196391.0
1954-10-01,943.0,217593.0,46991.0,41361.0,,13443.0,396846.0,160.0,8104.0,5519.0,,33548.0,103104.0,22337.0,41992.0,13287.0,2888.0,17176.0,19024.0,29319.0,,,14233.0,200417.0
1955-01-01,1101.0,221965.0,47461.0,46568.0,,13510.0,409644.0,264.0,8692.0,5564.0,,33950.0,110233.0,25436.0,43667.0,13333.0,3430.0,17839.0,21132.0,30248.0,,,16744.0,204126.0
1955-04-01,1245.0,228153.0,48178.0,47867.0,,13650.0,419737.0,327.0,8928.0,5737.0,,34528.0,112505.0,26487.0,44270.0,13386.0,1795.0,18232.0,21380.0,31228.0,,,17559.0,209921.0
1955-07-01,1372.0,233980.0,49315.0,47773.0,,14034.0,428228.0,31.0,9460.0,5802.0,,35281.0,113022.0,25885.0,44635.0,13441.0,1993.0,18664.0,21888.0,31941.0,,,16425.0,215316.0
1955-10-01,1471.0,238461.0,50603.0,49046.0,,14395.0,435768.0,181.0,9524.0,5872.0,,36209.0,114434.0,26290.0,44518.0,13527.0,1324.0,18940.0,22756.0,32451.0,,,16766.0,219521.0
1956-01-01,1574.0,242910.0,52144.0,46700.0,,14832.0,440533.0,300.0,9684.0,6018.0,,37311.0,112749.0,25016.0,44863.0,13595.0,-787.0,19546.0,21684.0,33031.0,,,15332.0,223364.0
1956-04-01,1623.0,247573.0,53505.0,46882.0,,15153.0,447678.0,556.0,9772.0,6199.0,,38352.0,113559.0,24786.0,45251.0,13604.0,-1667.0,19990.0,22096.0,33596.0,,,15014.0,227583.0
1956-07-01,1674.0,250502.0,54819.0,46405.0,,15490.0,453772.0,899.0,9732.0,6584.0,,39329.0,114753.0,25677.0,46408.0,13682.0,-2582.0,20467.0,20728.0,34597.0,,,15945.0,230035.0
1956-10-01,1731.0,256445.0,56032.0,47314.0,,15788.0,463554.0,1213.0,10288.0,6979.0,,40244.0,116567.0,25458.0,46753.0,13790.0,-3091.0,20996.0,21856.0,35724.0,,,15170.0,235449.0
1957-01-01,1798.0,260300.0,57313.0,48647.0,,16217.0,471077.0,1286.0,10324.0,7362.0,,41096.0,118606.0,26303.0,46927.0,13871.0,-1298.0,21956.0,22344.0,36144.0,,,15979.0,238344.0
1957-04-01,1826.0,262135.0,58420.0,47001.0,,16518.0,473964.0,1218.0,10268.0,7556.0,,41901.0,118066.0,25645.0,47713.0,13970.0,-1939.0,22440.0,21356.0,36561.0,,,15377.0,239695.0
1957-07-01,1840.0,264802.0,59488.0,46128.0,,16828.0,478836.0,1061.0,10456.0,7741.0,,42660.0,118594.0,25264.0,48805.0,14080.0,655.0,22895.0,20864.0,37012.0,,,14808.0,241907.0
1957-10-01,1827.0,263379.0,60448.0,42415.0,,17077.0,473699.0,962.0,10548.0,7855.0,,43371.0,114088.0,23459.0,47700.0,14291.0,1164.0,23209.0,18956.0,36746.0,,,12911.0,240170.0
1958-01-01,1794.0,259839.0,61092.0,36886.0,,17057.0,468148.0,1097.0,10524.0,7974.0,,44035.0,111491.0,20558.0,50265.0,14572.0,-608.0,23043.0,16328.0,36823.0,,,10034.0,236796.0
1958-04-01,1741.0,259498.0,62003.0,38060.0,,17352.0,470909.0,1291.0,10504.0,8493.0,,44651.0,113368.0,21384.0,50325.0,14750.0,1070.0,23150.0,16676.0,37331.0,,,10880.0,236348.0
1958-07-01,1673.0,267300.0,62943.0,42255.0,,17724.0,484819.0,1476.0,10340.0,9318.0,,45219.0,118258.0,23347.0,50123.0,14889.0,1021.0,23391.0,18908.0,37795.0,,,13007.0,243909.0
1958-10-01,1607.0,272335.0,63782.0,48133.0,,18043.0,498445.0,1612.0,10056.0,10379.0,,45739.0,125011.0,26285.0,49916.0,14976.0,1110.0,23831.0,21848.0,38929.0,,,16229.0,248504.0
1959-01-01,1600.0,279827.0,64464.0,51765.0,494.0,18253.0,510145.0,1148.0,11004.0,8322.0,127232.0,46211.0,126738.0,28969.0,50080.0,14970.0,185.0,25735.0,22796.0,39770.0,,,17965.0,254092.0
1959-04-01,1661.0,286539.0,65122.0,56527.0,554.0,18480.0,524882.0,928.0,11516.0,9343.0,133856.0,46642.0,133302.0,31575.0,50340.0,15431.0,-2229.0,25902.0,24952.0,40292.0,,,20059.0,260637.0
1959-07-01,1672.0,287007.0,65789.0,51398.0,521.0,18756.0,522572.0,1088.0,11876.0,9412.0,129142.0,47034.0,128621.0,29290.0,50356.0,15783.0,2461.0,26027.0,22108.0,41722.0,,,17414.0,260980.0
1959-10-01,1695.0,290268.0,66397.0,51495.0,610.0,19012.0,528210.0,1068.0,12080.0,9740.0,130189.0,47385.0,129579.0,30087.0,50606.0,16043.0,391.0,26285.0,21408.0,42424.0,,,18007.0,263983.0
1960-01-01,1732.0,298890.0,66985.0,55549.0,546.0,19289.0,542125.0,1024.0,12224.0,9777.0,133578.0,47696.0,133032.0,31385.0,49748.0,16227.0,524.0,27986.0,24164.0,43696.0,,,19161.0,270904.0
1960-04-01,1729.0,301871.0,67588.0,51628.0,547.0,19563.0,543396.0,1280.0,12240.0,9871.0,130869.0,48025.0,130322.0,29512.0,50715.0,16379.0,-2316.0,28318.0,22116.0,44347.0,,,17272.0,273553.0
1960-07-01,1740.0,302728.0,68204.0,50731.0,396.0,19832.0,545291.0,1048.0,12560.0,10265.0,130545.0,48373.0,130149.0,29599.0,50871.0,16542.0,313.0,28609.0,21132.0,44861.0,,,17039.0,274119.0
1960-10-01,1771.0,302259.0,68825.0,48262.0,378.0,20086.0,543938.0,1232.0,12204.0,10667.0,128802.0,48739.0,128424.0,28134.0,51020.0,16703.0,-3741.0,28796.0,20128.0,45284.0,,,15930.0,273463.0
1961-01-01,1851.0,303256.0,69496.0,46854.0,307.0,20372.0,546222.0,1572.0,11892.0,11008.0,129265.0,49124.0,128958.0,26898.0,52327.0,16918.0,-1204.0,29323.0,19956.0,45776.0,,,15006.0,273933.0
1961-04-01,1870.0,307457.0,70185.0,51305.0,236.0,20644.0,556721.0,2008.0,12088.0,11483.0,134624.0,49541.0,134388.0,29881.0,52645.0,17084.0,-1175.0,29680.0,21424.0,46463.0,,,17793.0,277777.0
1961-07-01,1916.0,312464.0,70961.0,53899.0,311.0,20970.0,567148.0,2172.0,12136.0,11903.0,138639.0,49991.0,138328.0,31183.0,53325.0,17286.0,516.0,30068.0,22716.0,47256.0,,,19047.0,282396.0
1961-10-01,1969.0,319083.0,71776.0,58460.0,499.0,21304.0,582407.0,2304.0,12656.0,12542.0,145475.0,50472.0,144977.0,33744.0,54495.0,17512.0,-1796.0,30536.0,24716.0,48377.0,,,21088.0,288547.0
1962-01-01,2034.0,325577.0,72702.0,59179.0,427.0,21716.0,592505.0,2284.0,12968.0,12410.0,147114.0,50986.0,146687.0,36035.0,55324.0,17739.0,1508.0,32206.0,23144.0,49396.0,,,23067.0,293371.0
1962-04-01,2091.0,331522.0,73529.0,58897.0,361.0,22015.0,600073.0,2384.0,13220.0,13234.0,147499.0,51514.0,147138.0,36037.0,54966.0,17950.0,293.0,32680.0,22860.0,49906.0,,,22817.0,298842.0
1962-07-01,2146.0,334336.0,74549.0,60528.0,413.0,22493.0,607427.0,2216.0,13436.0,13745.0,149870.0,52056.0,149457.0,36976.0,54888.0,18150.0,1600.0,33066.0,23552.0,50888.0,,,23540.0,301270.0
1962-10-01,2197.0,337753.0,75608.0,62481.0,391.0,22996.0,615802.0,2208.0,12996.0,14138.0,153310.0,52612.0,152920.0,38853.0,55760.0,18343.0,-3521.0,33424.0,23628.0,51338.0,,,25857.0,304329.0
1963-01-01,2436.0,342717.0,76518.0,63053.0,718.0,23337.0,623850.0,2032.0,13844.0,13920.0,154642.0,53182.0,153925.0,39333.0,55974.0,18542.0,-2178.0,34692.0,23720.0,52005.0,,,25489.0,308025.0
1963-04-01,2518.0,347623.0,77526.0,66273.0,756.0,23726.0,634043.0,2176.0,14404.0,14098.0,158132.0,53800.0,157375.0,40861.0,55800.0,18687.0,-4291.0,35204.0,25412.0,52938.0,,,26457.0,312419.0
1963-07-01,2535.0,352707.0,78503.0,67645.0,844.0,24036.0,643450.0,2296.0,14632.0,14521.0,160617.0,54467.0,159772.0,41529.0,56229.0,18842.0,994.0,35799.0,26116.0,53919.0,,,26897.0,316908.0
1963-10-01,2619.0,358837.0,79524.0,68739.0,938.0,24341.0,654309.0,2432.0,14888.0,14977.0,163698.0,55183.0,162761.0,42023.0,57589.0,18836.0,-371.0,36534.0,26716.0,54682.0,,,27135.0,322303.0
1964-01-01,2721.0,365229.0,80617.0,72493.0,940.0,24671.0,667299.0,2728.0,15716.0,15604.0,168510.0,55947.0,167570.0,46097.0,57913.0,18840.0,2524.0,36953.0,26396.0,55671.0,,,30381.0,328276.0
1964-04-01,2785.0,372676.0,81755.0,72912.0,943.0,24971.0,678727.0,2880.0,16444.0,16191.0,170430.0,56784.0,169487.0,46512.0,58821.0,18779.0,-53.0,37789.0,26400.0,56746.0,,,30068.0,334887.0
1964-07-01,3207.0,380065.0,82945.0,73967.0,704.0,25252.0,691100.0,2648.0,16792.0,16829.0,172856.0,57693.0,172152.0,46987.0,59287.0,18863.0,931.0,38602.0,26980.0,57881.0,,,30195.0,341463.0
1964-10-01,3306.0,386147.0,84239.0,73583.0,875.0,25562.0,700907.0,2660.0,17340.0,17295.0,174403.0,58676.0,173528.0,47067.0,60503.0,18841.0,-3589.0,39406.0,26516.0,58778.0,,,29727.0,346741.0
1965-01-01,3502.0,392925.0,85615.0,81071.0,848.0,25883.0,720152.0,2924.0,16876.0,17898.0,184352.0,59732.0,183503.0,52727.0,61949.0,19083.0,-2362.0,40116.0,28344.0,60184.0,,,35851.0,352809.0
1965-04-01,3504.0,399920.0,87146.0,83101.0,903.0,26258.0,732681.0,2972.0,17588.0,18289.0,188247.0,60888.0,187343.0,53869.0,63177.0,19272.0,-2491.0,41048.0,29232.0,60340.0,,,36281.0,358872.0
1965-07-01,3486.0,408335.0,88773.0,84645.0,765.0,26629.0,745903.0,2988.0,18608.0,18901.0,191267.0,62144.0,190503.0,54885.0,63967.0,19504.0,3420.0,42125.0,29760.0,60516.0,,,36277.0,366210.0
1965-10-01,3444.0,420458.0,90490.0,89513.0,635.0,26990.0,767460.0,3144.0,19612.0,19215.0,197859.0,63500.0,197224.0,57777.0,65560.0,19492.0,4396.0,43342.0,31736.0,61796.0,,,38165.0,377116.0
1966-01-01,3419.0,433085.0,92310.0,93028.0,582.0,27354.0,789329.0,3564.0,19968.0,20045.0,206133.0,64956.0,205551.0,60320.0,69225.0,19834.0,6405.0,47346.0,32708.0,61365.0,,,40352.0,385739.0
1966-04-01,3379.0,444388.0,94338.0,91883.0,453.0,27914.0,801086.0,3928.0,19588.0,20786.0,203462.0,66424.0,203009.0,59255.0,67204.0,19757.0,3895.0,48509.0,32628.0,62827.0,,,39667.0,395879.0
1966-07-01,3365.0,455645.0,96288.0,90280.0,204.0,28384.0,814396.0,4064.0,19452.0,21746.0,202779.0,67904.0,202575.0,58124.0,67161.0,20021.0,5242.0,49537.0,32156.0,63748.0,,,38672.0,406108.0
1966-10-01,3401.0,463780.0,98300.0,91184.0,312.0,28904.0,828503.0,4240.0,18900.0,22690.0,205760.0,69396.0,205448.0,59748.0,68143.0,20029.0,4798.0,50319.0,31436.0,64904.0,,,40848.0,413461.0
1967-01-01,3468.0,469977.0,100268.0,88638.0,263.0,29368.0,836797.0,3992.0,20112.0,23454.0,204980.0,70900.0,204717.0,58006.0,68901.0,20255.0,7373.0,51166.0,30632.0,65564.0,,,37894.0,418811.0
1967-04-01,3567.0,475619.0,102350.0,87701.0,369.0,29878.0,845681.0,3872.0,20868.0,24245.0,204752.0,72472.0,204383.0,57357.0,68497.0,20373.0,3302.0,52045.0,30344.0,66832.0,,,36489.0,423574.0
1967-07-01,3689.0,485242.0,104619.0,88196.0,395.0,30507.0,862763.0,3684.0,20464.0,24605.0,207840.0,74112.0,207445.0,57588.0,70525.0,20430.0,2470.0,53263.0,30608.0,68746.0,,,37124.0,431979.0
1967-10-01,3790.0,496206.0,106985.0,91828.0,84.0,31165.0,881145.0,3696.0,19504.0,25043.0,211045.0,75820.0,210960.0,59444.0,69973.0,20327.0,294.0,54653.0,32384.0,70606.0,,,39940.0,441553.0
1968-01-01,3912.0,510860.0,109496.0,92903.0,459.0,31900.0,904129.0,4036.0,21980.0,25412.0,214443.0,77596.0,213983.0,56447.0,71681.0,20076.0,5258.0,56662.0,36456.0,73367.0,,,34467.0,454198.0
1968-04-01,4127.0,523980.0,111946.0,96622.0,488.0,32437.0,927463.0,4204.0,22100.0,25831.0,220317.0,79509.0,219829.0,59558.0,73177.0,20072.0,6881.0,58069.0,37064.0,75424.0,,,37458.0,465911.0
1968-07-01,4271.0,537809.0,114534.0,96915.0,497.0,32975.0,949276.0,4220.0,23084.0,26617.0,223461.0,81558.0,222964.0,59799.0,74951.0,20212.0,1549.0,59491.0,37116.0,77693.0,,,36715.0,478318.0
1968-10-01,4418.0,550305.0,117450.0,98006.0,368.0,33706.0,969185.0,4236.0,23360.0,28198.0,226522.0,83744.0,226154.0,59986.0,75507.0,20025.0,-1155.0,60894.0,38020.0,79144.0,,,36626.0,489411.0
1969-01-01,4716.0,562744.0,120465.0,97215.0,172.0,34398.0,988736.0,4340.0,23004.0,31326.0,229278.0,86067.0,229106.0,58515.0,75630.0,20219.0,4601.0,63698.0,38700.0,80589.0,,,35511.0,499046.0
1969-04-01,4827.0,576697.0,123506.0,93896.0,158.0,35164.0,1007398.0,4464.0,23388.0,32480.0,228758.0,88342.0,228600.0,56428.0,77111.0,20286.0,1622.0,65337.0,37468.0,82901.0,,,33040.0,511360.0
1969-07-01,4837.0,593413.0,126325.0,90670.0,124.0,35755.0,1028459.0,4668.0,23276.0,34127.0,228171.0,90571.0,228047.0,54602.0,77967.0,20446.0,1497.0,67004.0,36068.0,85217.0,,,31326.0,526409.0
1969-10-01,4812.0,604895.0,129289.0,85504.0,197.0,36537.0,1039539.0,4664.0,24020.0,35040.0,223302.0,92752.0,223105.0,49908.0,77312.0,20437.0,-1392.0,68466.0,35596.0,86717.0,,,25888.0,536429.0
1970-01-01,4617.0,614930.0,132239.0,77463.0,-516.0,37352.0,1047063.0,4736.0,23452.0,37103.0,216165.0,94886.0,216681.0,46387.0,77071.0,20428.0,4137.0,69855.0,31076.0,88466.0,,,22935.0,545075.0
1970-04-01,4463.0,620210.0,135272.0,81090.0,-1128.0,38184.0,1061858.0,4820.0,24024.0,39310.0,220660.0,97089.0,221788.0,49934.0,76710.0,20214.0,5517.0,71167.0,31156.0,90535.0,,,25910.0,549043.0
1970-07-01,4225.0,628171.0,138327.0,81096.0,-1110.0,38968.0,1079478.0,4740.0,23796.0,41660.0,225208.0,99359.0,226318.0,48952.0,78483.0,20854.0,6580.0,72472.0,32144.0,92512.0,,,25156.0,555699.0
1970-10-01,4123.0,629984.0,141511.0,76926.0,-1382.0,39813.0,1083461.0,4812.0,24188.0,42870.0,222639.0,101698.0,224022.0,46250.0,78943.0,21160.0,5147.0,73653.0,30676.0,94139.0,,,22062.0,556331.0
1971-01-01,4132.0,647880.0,144646.0,89146.0,-1772.0,40542.0,1121847.0,4764.0,24688.0,43522.0,236433.0,104104.0,238205.0,54762.0,80316.0,21089.0,13309.0,77388.0,34384.0,97652.0,,,30074.0,570492.0
1971-04-01,4105.0,659773.0,147597.0,90779.0,-1246.0,41118.0,1143994.0,4812.0,22980.0,44330.0,242489.0,106479.0,243735.0,55463.0,82847.0,21674.0,12277.0,79345.0,35316.0,98947.0,,,32483.0,580428.0
1971-07-01,4154.0,670088.0,150361.0,93684.0,-1564.0,41538.0,1165451.0,4512.0,24648.0,44923.0,247841.0,108822.0,249405.0,59132.0,84595.0,22049.0,12224.0,81319.0,34552.0,101674.0,,,34484.0,588769.0
1971-10-01,4241.0,682154.0,153099.0,97558.0,-1480.0,41965.0,1190035.0,4612.0,22460.0,45019.0,255695.0,111134.0,257175.0,62578.0,87859.0,22498.0,262.0,83733.0,34980.0,103699.0,,,40118.0,598421.0
1972-01-01,4540.0,708354.0,155942.0,102653.0,-1388.0,42528.0,1225632.0,6103.0,25452.0,46067.0,262879.0,113414.0,264267.0,65513.0,87906.0,23101.0,4977.0,89882.0,37140.0,104560.0,,,40061.0,618472.0
1972-04-01,4695.0,722473.0,158952.0,104322.0,-1040.0,42996.0,1249073.0,6203.0,25280.0,47610.0,267065.0,115957.0,268104.0,66862.0,91326.0,20152.0,17296.0,92099.0,37460.0,106786.0,,,41582.0,630374.0
1972-07-01,4873.0,735744.0,162705.0,108243.0,-897.0,43943.0,1281679.0,7175.0,25160.0,49914.0,281543.0,118762.0,282439.0,69475.0,95535.0,23875.0,8887.0,93418.0,38768.0,108862.0,,,44315.0,642326.0
1972-10-01,5006.0,758766.0,166434.0,115493.0,-420.0,44603.0,1331426.0,7063.0,24800.0,52341.0,301785.0,121831.0,302205.0,72421.0,105614.0,23750.0,-2522.0,94795.0,43072.0,111504.0,,,47621.0,663971.0
1973-01-01,5576.0,785423.0,170490.0,121012.0,-1356.0,45327.0,1370820.0,5944.0,25700.0,53384.0,306251.0,125163.0,307606.0,74996.0,104144.0,23491.0,6670.0,102059.0,46016.0,114600.0,,,49296.0,683364.0
1973-04-01,5889.0,803227.0,175393.0,117205.0,-1757.0,46367.0,1399511.0,5704.0,27168.0,55786.0,310409.0,129026.0,312166.0,71169.0,109942.0,23343.0,14376.0,103026.0,46036.0,116185.0,,,44001.0,700201.0
1973-07-01,5648.0,820420.0,181240.0,116625.0,-2175.0,47820.0,1431358.0,4717.0,28468.0,59792.0,316018.0,133421.0,318193.0,72641.0,113788.0,22340.0,2480.0,104243.0,43984.0,118397.0,,,44173.0,716177.0
1973-10-01,5849.0,841710.0,187608.0,119124.0,-2544.0,49262.0,1475234.0,4555.0,28456.0,62847.0,330772.0,138346.0,333316.0,72632.0,122206.0,23291.0,1056.0,106354.0,46492.0,119698.0,,,44176.0,735356.0
1974-01-01,6297.0,858356.0,194309.0,111085.0,-2460.0,50506.0,1491146.0,3556.0,27444.0,67058.0,321232.0,143802.0,323691.0,66481.0,115735.0,23517.0,63.0,110153.0,44604.0,120806.0,,,39037.0,748203.0
1974-04-01,6569.0,878511.0,202126.0,110761.0,-1892.0,52398.0,1520365.0,2892.0,30672.0,71558.0,318553.0,149727.0,320445.0,64097.0,108637.0,22920.0,9691.0,113192.0,46664.0,124068.0,,,33425.0,765319.0
1974-07-01,6971.0,900218.0,211181.0,107260.0,-2461.0,55061.0,1556456.0,3172.0,29844.0,75132.0,321175.0,156120.0,323636.0,55748.0,111000.0,23273.0,3570.0,117065.0,51512.0,127054.0,,,25904.0,783153.0
1974-10-01,7311.0,913860.0,219957.0,103837.0,-2971.0,56975.0,1583154.0,3608.0,28056.0,80596.0,325265.0,162982.0,328236.0,57677.0,113481.0,23011.0,16524.0,121319.0,46160.0,127680.0,,,29621.0,792541.0
1975-01-01,8356.0,918423.0,228744.0,103890.0,-3694.0,58433.0,1600724.0,4220.0,32216.0,85007.0,328955.0,170311.0,332650.0,65578.0,112735.0,22662.0,15392.0,126460.0,38312.0,128821.0,,,33362.0,791963.0
1975-04-01,9097.0,931218.0,235778.0,115588.0,-3884.0,59142.0,1637971.0,4264.0,31376.0,84706.0,342228.0,176635.0,346113.0,74168.0,114317.0,22405.0,13882.0,130808.0,41420.0,133011.0,,,42792.0,800410.0
1975-07-01,9276.0,956033.0,242132.0,135395.0,-4272.0,60179.0,1700816.0,4564.0,31044.0,85662.0,369015.0,181953.0,373287.0,83371.0,120708.0,22247.0,9005.0,134697.0,52024.0,138199.0,,,52327.0,821336.0
