Date,Aerospace products and parts manufacturing,All other nonmanufacturing,Books,Business,"Chemical manufacturing, excluding pharmaceutical and medicine",Computer systems design and related services,Custom,"Entertainment, literary, and artistic originals",Financial and real estate services,Long-lived television programs,Manufacturing,"Motor vehicles, bodies and trailers, and parts manufacturing",Music,Nonmanufacturing,Nonprofit institutions serving households,Other,Other computer and electronic product manufacturing,Other manufacturing,Other nonmanufacturing,Other nonprofit institutions,Own account,Pharmaceutical and medicine manufacturing,Prepackaged,Private fixed investment in intellectual property products,Research and development,Scientific research and development services,Semiconductor and other electronic component manufacturing,Software,Software publishers,Theatrical movies,Universities and colleges
1957-01-01,,,36.627,,,,,14.378,,7.271,,,23.21,,,27.956,,,,,,,,2.073,4.854,,,,,18.779,
1958-01-01,,,37.564,,,,,14.697,,7.151,,,22.766,,,28.223,,,,,,,,2.169,5.138,,,,,20.523,
1959-01-01,12.983,,41.24,5.615,34.559,,,16.248,,7.926,8.824,15.81,26.769,0.193,4.303,28.978,7.161,16.106,,5.061,,1.182,,2.359,5.543,,0.561,0.002,,22.452,1.957
1960-01-01,14.0,,44.189,6.197,37.782,,,15.125,,8.162,9.726,16.395,28.182,0.233,4.573,29.436,8.366,18.025,,5.384,,1.227,,2.503,6.108,,0.696,0.016,,15.09,2.059
1961-01-01,15.088,,47.363,6.538,40.919,,,18.256,,8.311,10.177,17.274,32.713,0.387,5.475,29.848,9.911,17.281,,6.531,,1.376,,2.779,6.479,,0.853,0.022,,26.215,2.197
1962-01-01,17.466,,51.264,7.039,43.741,,,17.505,,8.333,11.006,17.548,34.831,0.334,6.638,30.962,10.975,18.764,,8.024,,1.484,,2.91,7.016,,0.94,0.03,,20.91,2.332
1963-01-01,17.438,,55.248,7.525,46.82,,,18.826,,8.687,11.774,19.55,35.202,0.343,7.693,31.865,12.268,19.585,,9.378,,1.613,,3.199,7.533,,1.03,0.06,,24.337,2.455
1964-01-01,17.548,,62.352,8.095,52.166,,,17.827,,8.221,12.674,20.934,29.448,0.356,8.579,33.741,13.34,21.22,,10.375,,1.543,,3.343,8.121,,1.181,0.075,,21.363,2.995
1965-01-01,25.093,,63.361,9.065,55.921,,,19.853,,9.257,14.161,22.21,32.436,0.453,9.694,34.468,15.107,22.782,,11.513,,1.882,,3.769,9.099,,1.417,0.096,,25.373,4.025
1966-01-01,30.865,,69.269,10.104,57.699,,,21.631,,11.068,15.785,24.594,43.784,0.503,10.785,36.229,17.212,25.069,,12.705,,2.246,,4.268,10.141,,1.602,0.148,,22.362,4.795
1967-01-01,43.54,,72.957,11.17,60.4,,,21.469,,9.634,17.393,24.404,53.316,0.653,11.85,37.765,18.566,27.106,,13.937,,2.511,,4.598,11.207,,1.817,0.174,,22.98,5.334
1968-01-01,46.101,,72.005,12.101,62.615,,,22.468,,8.822,18.871,27.083,52.66,0.658,12.505,38.721,20.442,29.59,,14.735,,2.884,,4.944,12.122,,1.916,0.195,,29.898,5.549
1969-01-01,48.881,,73.064,12.952,63.732,,,21.185,,9.057,20.16,29.433,58.305,0.771,12.329,39.772,22.972,31.154,,14.54,,3.105,,5.212,12.916,,2.025,0.263,,22.073,5.432
1970-01-01,42.069,,73.736,12.985,65.866,,,18.568,,8.672,20.179,28.361,52.594,0.826,12.666,39.729,24.053,31.899,,14.975,,3.298,,5.206,12.966,,2.196,0.336,,13.997,5.475
1971-01-01,33.945,,72.322,12.941,63.574,,,18.319,,8.312,20.073,31.242,47.201,0.886,13.09,43.42,24.748,31.813,,15.474,,3.585,,5.227,12.948,,2.204,0.357,,15.456,5.663
1972-01-01,31.564,,70.663,13.549,64.666,,,19.718,,9.565,21.011,35.15,49.716,0.938,13.661,42.622,25.765,33.186,,16.312,,3.877,,5.591,13.554,,2.993,0.419,,16.92,5.449
1973-01-01,35.103,,73.923,14.507,66.838,,,18.871,,8.962,22.523,39.992,51.354,0.959,13.74,44.319,27.581,34.446,,16.553,,4.201,,5.873,14.462,,3.577,0.476,,13.867,5.066
1974-01-01,34.769,,77.209,14.523,69.371,,,19.126,,9.881,22.604,37.162,46.693,0.865,14.522,46.827,27.709,35.254,,17.653,,4.356,,6.043,14.521,,3.754,0.557,,12.537,4.908
1975-01-01,32.179,,75.982,14.201,66.959,,,18.51,,9.532,21.93,33.198,44.68,1.136,15.733,46.767,26.183,35.901,,19.203,,4.9,,6.097,14.286,,3.172,0.653,,11.963,5.092
1976-01-01,35.544,,75.373,15.083,68.511,,,23.519,,12.454,23.014,37.441,46.578,1.675,16.985,48.881,27.016,36.558,,20.775,,5.189,,6.758,15.189,,3.572,0.709,,23.61,5.371
1977-01-01,38.817,,84.328,15.861,69.3,,,26.239,,14.51,23.909,42.298,59.208,2.255,18.365,51.95,27.574,37.186,,22.373,,5.047,,7.203,16.001,,3.716,0.739,,21.966,6.068
1978-01-01,43.257,,86.499,17.042,71.505,,,25.803,,15.369,25.374,46.428,55.884,2.954,20.803,54.85,28.729,38.352,,25.297,,5.592,,7.715,17.252,,4.61,0.876,,17.582,7.011
1979-01-01,48.133,,84.069,18.307,73.63,,,29.603,,16.858,26.918,47.614,59.568,3.745,22.297,57.748,29.892,40.727,,27.074,,5.994,,8.616,18.53,,6.401,1.091,,28.71,7.63
1980-01-01,53.326,,84.644,19.602,75.426,,,26.826,,14.576,28.458,48.572,58.477,4.623,22.59,61.216,30.968,42.683,,27.413,,6.293,,9.044,19.768,,9.355,1.287,,23.377,7.778
1981-01-01,58.683,,85.594,20.87,76.665,,,32.397,,19.342,29.91,44.113,57.259,5.576,23.943,65.091,31.864,48.591,,29.06,,6.785,,10.029,21.041,,8.922,1.496,,33.059,8.23
1982-01-01,63.902,,84.944,22.009,77.005,,,32.652,,20.015,31.133,41.7,55.221,6.572,24.358,65.137,32.434,52.17,,29.426,,7.581,,10.648,22.14,,9.212,1.728,,32.965,8.774
1983-01-01,69.793,,84.927,23.302,77.449,,,34.431,,22.479,32.527,43.997,47.682,7.691,24.754,66.814,33.098,52.681,,29.954,,8.461,,11.489,23.383,,11.843,2.036,,35.478,8.774
1984-01-01,79.663,,88.512,25.805,81.242,,,38.384,,24.45,35.538,47.748,67.333,9.33,25.294,71.958,35.277,56.972,,30.504,,9.296,,13.059,25.775,,14.809,2.575,,39.094,9.266
1985-01-01,89.174,,89.828,28.048,83.377,,4.403,38.2,,25.538,38.101,53.101,61.553,11.026,26.923,75.549,36.845,60.328,,32.368,15.579,9.583,0.409,14.234,27.983,,17.431,3.058,,35.581,10.154
1986-01-01,94.948,,91.578,29.023,81.165,,4.986,42.184,,27.618,38.88,60.821,67.141,12.327,31.116,81.258,36.57,57.407,,37.616,16.536,9.925,0.505,15.226,29.139,,20.412,3.421,,44.059,11.138
1987-01-01,95.285,12.67,96.111,29.424,81.46,,5.48,41.488,,25.114,39.492,59.415,79.153,12.372,34.29,83.445,36.698,53.548,,41.477,19.042,12.983,0.597,15.824,29.696,8.354,25.442,3.9,,43.281,12.204
1988-01-01,89.606,16.051,99.208,30.832,85.993,,6.472,41.908,,25.585,39.862,60.996,77.166,15.523,38.503,85.674,36.334,53.836,,46.813,19.62,14.36,0.873,16.948,31.262,8.418,25.186,4.536,,43.088,13.013
1989-01-01,83.79,19.226,104.02,33.061,88.993,,7.404,43.807,,25.435,41.475,65.865,84.961,18.782,39.611,80.958,35.66,58.88,,48.02,23.82,15.984,1.44,18.932,33.427,12.79,24.632,5.818,,49.035,13.788
1990-01-01,77.5,23.351,104.354,35.26,98.032,,8.094,45.362,,27.333,42.315,62.867,95.146,23.263,40.093,90.645,36.128,61.274,,48.207,24.766,17.55,2.106,20.523,35.529,22.07,25.149,6.752,,45.419,15.081
1991-01-01,75.237,28.228,103.688,37.884,100.11,,8.82,45.84,,26.166,43.388,64.636,93.69,28.49,42.077,90.61,36.081,62.305,,50.313,25.654,20.063,2.37,21.833,38.117,31.992,25.269,7.282,,51.959,16.616
1992-01-01,79.787,28.875,106.177,38.573,95.592,,9.82,48.056,,29.7,44.039,64.584,101.787,29.243,43.22,93.332,37.707,60.397,,51.771,24.889,21.938,3.448,23.103,38.832,34.15,26.575,8.378,,47.193,16.808
1993-01-01,72.827,30.912,110.494,38.379,97.913,,10.704,50.649,,28.773,42.636,73.058,104.068,31.084,43.907,105.167,37.416,48.992,,52.795,28.288,24.157,4.014,24.073,38.687,33.37,26.32,9.467,,58.169,16.507
1994-01-01,67.781,27.803,111.627,38.62,89.693,,12.46,53.333,,30.327,44.667,79.819,123.206,28.311,43.726,106.46,41.161,51.926,,52.425,27.18,25.45,4.72,25.017,38.905,35.109,29.158,10.368,,58.708,16.869
1995-01-01,64.34,27.254,110.735,40.918,87.16,,14.179,57.747,,33.536,48.561,85.81,119.932,27.914,43.433,109.014,46.045,58.065,,51.764,26.001,28.872,5.577,26.799,41.057,36.761,32.828,11.34,,70.176,17.637
1996-01-01,67.827,27.736,105.905,44.88,94.879,,17.835,61.935,,36.804,54.21,91.962,109.507,29.022,46.118,109.534,54.741,63.694,,54.75,24.531,32.356,7.026,29.793,44.947,46.273,39.119,13.25,,84.514,19.345
1997-01-01,67.544,30.212,113.498,48.078,85.3,,22.181,63.753,,38.639,57.562,86.608,118.69,31.949,47.511,110.452,64.646,66.753,,56.491,30.048,35.607,10.13,33.687,48.043,55.256,46.527,17.327,,81.466,19.673
1998-01-01,66.746,32.682,118.174,51.252,103.031,,26.805,66.748,,41.393,60.715,84.553,112.806,35.146,51.979,109.54,69.679,65.444,,62.399,29.874,41.15,13.666,37.397,51.288,68.235,50.17,20.98,,87.817,19.76
1999-01-01,68.104,40.54,122.31,55.507,101.86,,31.179,68.774,,43.391,62.746,90.647,135.403,43.132,53.047,109.35,69.544,65.879,,63.36,45.629,45.017,16.433,42.24,55.365,77.932,52.066,26.188,,81.408,21.127
2000-01-01,62.471,44.933,123.044,60.25,101.479,,36.2,72.849,,43.834,67.181,87.323,134.339,48.379,52.988,112.234,87.786,65.554,,62.727,50.122,50.059,18.267,46.268,59.84,94.647,56.113,29.539,,98.916,22.802
2001-01-01,65.717,42.476,121.17,61.542,99.655,,35.728,70.638,,43.668,70.219,83.973,123.127,46.727,54.16,111.681,101.881,60.323,,63.707,49.146,52.555,19.324,46.747,61.126,103.834,65.352,29.857,,94.07,24.529
2002-01-01,73.86,47.514,122.834,59.619,83.959,,32.421,74.156,,48.914,66.132,84.056,119.616,48.455,58.245,107.096,73.033,62.158,,68.174,45.338,57.699,21.965,46.375,59.539,61.071,59.674,29.709,,96.837,27.384
2003-01-01,72.746,47.915,122.334,59.901,90.263,,32.916,79.726,,53.953,66.606,86.55,124.029,48.411,62.291,105.802,66.093,66.024,,72.882,48.043,58.531,24.415,48.158,60.031,55.037,61.122,31.618,,107.266,29.369
2004-01-01,85.799,44.089,123.174,60.396,90.008,,35.011,80.92,,54.464,69.071,85.776,129.281,45.588,62.643,108.057,65.173,64.715,,72.922,53.239,63.463,28.627,50.528,60.518,65.703,67.529,35.362,,108.638,30.64
2005-01-01,97.256,47.479,126.735,63.859,92.838,,39.282,87.682,,63.959,72.557,85.756,123.038,49.0,63.104,109.615,66.108,70.297,,72.414,54.729,66.918,31.669,54.252,63.813,69.399,70.266,38.701,,114.468,34.001
2006-01-01,101.755,51.356,121.033,68.435,94.836,,43.499,88.612,,65.043,77.534,85.885,119.005,52.887,64.397,107.24,79.435,73.603,,72.778,56.656,73.084,32.783,57.379,68.207,73.425,68.735,41.096,,120.324,38.094
2007-01-01,110.661,53.434,122.845,72.624,99.297,,48.809,86.447,,63.028,82.667,80.844,113.756,55.472,65.762,102.13,81.259,75.455,,73.589,62.712,88.074,35.346,60.991,72.238,82.823,67.901,45.256,,117.949,41.143
2008-01-01,105.696,56.623,117.73,74.412,119.407,110.388,53.16,81.517,16.884,60.727,82.918,64.044,111.642,59.843,73.474,106.16,86.448,69.501,42.553,83.306,64.901,89.273,38.849,63.301,74.356,103.087,78.26,48.944,71.615,103.093,42.637
2009-01-01,112.331,54.281,107.666,71.973,105.754,111.971,53.251,78.307,27.691,61.628,80.273,56.826,109.891,57.76,82.137,100.119,79.767,79.296,38.238,93.435,66.245,81.608,41.385,62.981,72.535,104.499,74.243,50.413,68.519,91.542,46.731
2010-01-01,82.529,55.869,119.382,71.971,108.362,93.299,59.63,85.744,32.433,68.644,80.03,54.664,104.967,58.163,87.029,82.5,78.889,77.295,41.502,98.808,66.079,86.839,40.271,64.709,72.805,88.949,79.437,52.319,74.02,107.619,50.097
2011-01-01,67.413,63.087,112.803,75.056,108.012,95.834,65.115,85.062,46.085,72.196,80.744,61.7,90.75,65.228,89.489,87.402,81.077,86.513,48.584,100.565,68.397,78.869,47.337,68.738,75.854,93.957,86.1,58.057,82.019,102.527,54.678
2012-01-01,62.513,61.093,105.807,75.366,100.31,72.901,70.239,86.622,47.728,80.124,82.442,71.041,86.867,63.199,95.131,90.153,77.634,88.307,49.338,106.656,72.067,80.537,55.76,72.142,76.46,91.466,95.11,64.427,82.077,92.969,58.893
2013-01-01,83.949,68.499,101.876,80.799,103.279,64.871,73.447,86.772,54.355,81.621,87.702,75.195,80.886,68.912,98.428,88.644,75.651,93.34,54.341,107.11,75.536,85.784,62.052,76.685,81.775,74.478,104.935,69.021,99.944,94.361,70.986
2014-01-01,83.714,75.281,100.322,85.672,110.758,78.771,78.433,89.715,51.881,86.285,91.926,80.794,83.973,74.88,94.726,88.753,86.313,91.674,62.943,100.132,81.423,91.452,68.331,81.551,86.172,69.644,106.955,74.716,102.791,95.586,77.498
2015-01-01,90.814,82.622,98.712,88.858,111.45,101.105,79.493,93.1,64.612,91.028,92.293,81.468,90.126,82.911,95.302,88.689,86.027,91.048,74.348,97.26,87.27,94.848,76.388,85.411,89.214,86.756,99.726,79.531,95.675,97.645,89.049
2016-01-01,109.607,93.888,99.164,96.937,99.841,117.6,88.729,96.873,89.985,96.351,99.266,94.81,94.743,92.899,98.523,92.589,96.212,96.46,87.129,99.406,94.075,100.23,86.95,93.534,97.025,80.016,104.437,88.907,98.948,98.719,95.711
2017-01-01,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2018-01-01,88.076,113.952,97.529,105.863,96.926,123.414,112.502,103.358,104.225,104.054,101.808,103.309,108.133,112.967,110.803,104.758,99.059,101.322,123.246,112.399,104.685,110.146,117.705,108.853,106.137,100.275,94.407,113.304,94.264,102.538,105.683
2019-01-01,67.806,133.15,93.863,116.781,96.312,154.593,117.511,104.654,131.442,104.494,108.419,100.515,118.588,131.486,116.574,110.33,94.659,107.562,150.476,117.578,113.3,130.715,129.743,117.742,116.77,110.094,106.951,121.826,90.806,104.475,113.362
2020-01-01,67.655,138.068,87.99,118.956,89.804,142.564,126.436,100.359,158.862,99.297,108.733,93.903,120.892,136.968,120.016,102.452,93.907,104.475,155.878,120.507,123.261,132.475,144.664,123.049,119.014,122.708,118.758,133.408,95.532,101.683,118.49
2021-01-01,65.326,156.294,84.417,129.07,84.636,148.542,147.372,98.93,167.006,97.078,113.792,104.277,127.308,156.145,124.213,100.534,94.112,107.993,179.835,124.403,129.156,141.142,169.125,135.604,128.803,153.738,127.697,153.239,108.855,100.742,123.704
2022-01-01,82.947,176.04,84.721,140.99,85.014,159.148,166.792,105.765,187.563,100.897,121.446,123.475,149.021,175.74,129.091,120.172,95.171,112.768,203.651,130.051,143.427,151.757,198.58,150.851,140.336,171.374,131.87,175.928,123.33,111.349,125.979
2023-01-01,86.292,184.968,83.583,148.214,86.992,164.909,174.623,108.236,171.852,98.869,127.598,128.288,167.302,184.872,134.3,137.956,98.658,120.698,214.498,135.723,158.013,160.658,215.307,159.543,147.449,182.997,136.154,188.58,136.004,119.181,129.631
