Date,Consumption expenditures,Consumption of fixed capital,Contributions for government social insurance,Current expenditures,Current receipts,Current surplus of government enterprises,Current tax receipts,Current transfer payments,Current transfer receipts,Government social benefits,Grants-in-aid to state and local governments,Gross government investment,Income receipts on assets,Interest payments,Net federal government saving,Other current transfer payments,Personal current taxes,Subsidies,Taxes from the rest of the world,Taxes on corporate income,Taxes on production and imports,To persons,To persons and business,To the rest of the world
2001-07-01,126026.0,41188.0,177771.0,501435.0,485197.0,3281.0,283226.0,278070.0,6469.0,213057.0,61042.0,41048.0,14450.0,81707.0,-16239.0,65012.0,225916.0,15633.0,1998.0,33868.0,21444.0,210654.0,67905.0,6725.0
2001-10-01,131920.0,41198.0,174554.0,515573.0,498255.0,505.0,304122.0,292876.0,7079.0,218738.0,68537.0,42628.0,11995.0,79455.0,-17318.0,74138.0,251382.0,11322.0,2123.0,29297.0,21320.0,216081.0,66187.0,7175.333333333333
2002-01-01,132137.0,41369.0,185139.0,522337.0,459404.0,1022.0,255944.0,303782.0,6533.0,228270.0,69688.0,42122.0,10767.0,76233.0,-62933.0,75512.0,206229.0,10186.0,1892.0,26963.0,20861.0,225807.0,63559.0,6986.666666666667
2002-04-01,138885.0,41543.0,196800.0,535303.0,477436.0,1121.0,261579.0,311120.0,6248.0,232121.0,74543.0,45419.0,11688.0,75489.0,-57867.0,78999.0,204043.0,9809.0,1992.0,34044.0,21500.0,229684.0,63051.0,6443.666666666667
2002-07-01,143991.0,41806.0,173131.0,534775.0,455193.0,2362.0,261746.0,305823.0,6160.0,232756.0,68806.0,47121.0,11794.0,75047.0,-79582.0,73068.0,202330.0,9913.0,2017.0,34836.0,22563.0,230321.0,62747.0,6332.0
2002-10-01,145934.0,42098.0,184356.0,546285.0,478853.0,2306.0,273913.0,315279.0,6031.0,234758.0,75665.0,47489.0,12247.0,74502.0,-67433.0,80520.0,219731.0,10570.0,2163.0,30120.0,21900.0,232185.0,61954.0,6659.333333333333
2003-01-01,149742.0,42424.0,189465.0,556203.0,474351.0,1848.0,266679.0,322004.0,6433.0,241415.0,75021.0,46613.0,9926.0,72698.0,-81852.0,80589.0,205168.0,11758.0,1951.0,37350.0,22210.0,238899.0,60391.0,6797.0
2003-04-01,156913.0,42789.0,202484.0,577410.0,485868.0,1668.0,263152.0,333719.0,6542.0,243094.0,84712.0,48807.0,12022.0,72580.0,-91542.0,90624.0,198892.0,14199.0,2690.0,39389.0,22181.0,240529.0,60831.0,6742.0
2003-07-01,163240.0,43262.0,179035.0,575120.0,437064.0,1533.0,239295.0,327235.0,6561.0,245053.0,77055.0,49665.0,10641.0,72915.0,-138056.0,82182.0,170280.0,11730.0,2080.0,43985.0,22950.0,242484.0,60898.0,6571.0
2003-10-01,161713.0,43774.0,192292.0,584764.0,498832.0,1581.0,284738.0,338238.0,6697.0,248267.0,84917.0,50078.0,13524.0,73527.0,-85931.0,89971.0,204290.0,11286.0,2522.0,55059.0,22867.0,245558.0,61413.0,6625.333333333333
2004-01-01,166936.0,44335.0,199341.0,596541.0,485658.0,1376.0,267814.0,344167.0,7111.0,255389.0,82211.0,49466.0,10017.0,74471.0,-110882.0,88778.0,194297.0,10968.0,2404.0,47901.0,23212.0,252686.0,61892.0,7282.666666666667
2004-04-01,166816.0,44847.0,212683.0,600847.0,510106.0,1417.0,278221.0,348293.0,7384.0,255576.0,87146.0,51605.0,10402.0,74915.0,-90741.0,92717.0,191035.0,10823.0,2262.0,61567.0,23357.0,252899.0,60939.0,7408.0
2004-07-01,176649.0,45309.0,189565.0,604610.0,484663.0,1214.0,275110.0,339669.0,7574.0,257823.0,76458.0,53692.0,11200.0,77040.0,-119947.0,81846.0,194181.0,11253.0,2124.0,54277.0,24527.0,255112.0,62401.0,7579.333333333333
2004-10-01,173306.0,45995.0,207390.0,619574.0,547653.0,1116.0,319452.0,353698.0,7497.0,261745.0,86501.0,53656.0,12199.0,79596.0,-71921.0,91953.0,223506.0,12974.0,3319.0,68459.0,24168.0,258807.0,64129.0,7952.666666666667
2005-01-01,178752.0,46677.0,208144.0,638822.0,551292.0,705.0,323804.0,363628.0,7656.0,270609.0,85784.0,53275.0,10983.0,82352.0,-87531.0,93020.0,223403.0,14090.0,2718.0,73724.0,23958.0,267823.0,65581.0,8931.0
2005-04-01,177130.0,47278.0,225412.0,645540.0,578280.0,569.0,333023.0,367433.0,8172.0,271562.0,89886.0,55314.0,11103.0,85895.0,-67260.0,95871.0,225258.0,15081.0,2490.0,80263.0,25012.0,268699.0,68216.0,8842.0
2005-07-01,187035.0,47916.0,204842.0,651726.0,566092.0,330.0,340737.0,361981.0,7938.0,275155.0,79731.0,56843.0,12244.0,87307.0,-85635.0,86827.0,234156.0,15403.0,3280.0,77675.0,25626.0,272192.0,69142.0,9407.666666666666
2005-10-01,182857.0,48664.0,214998.0,662376.0,609043.0,424.0,370260.0,374734.0,8856.0,278630.0,88109.0,56581.0,14505.0,88821.0,-53333.0,96103.0,254400.0,15964.0,3217.0,87828.0,24815.0,275659.0,69611.0,10058.333333333334
2006-01-01,191843.0,49351.0,229211.0,684176.0,621873.0,993.0,369375.0,388942.0,8981.0,297603.0,85107.0,57611.0,13314.0,89552.0,-62303.0,91338.0,262171.0,13839.0,2661.0,80119.0,24424.0,294547.0,69447.0,9797.666666666666
2006-04-01,189752.0,49992.0,239353.0,690465.0,634656.0,817.0,369253.0,396065.0,9328.0,298859.0,89277.0,59406.0,15905.0,91854.0,-55809.0,97206.0,252888.0,12793.0,2748.0,89108.0,24509.0,295774.0,70307.0,10854.0
2006-07-01,192813.0,50665.0,210307.0,689447.0,612681.0,612.0,377250.0,390181.0,9350.0,300891.0,80990.0,58789.0,15162.0,94075.0,-76766.0,89289.0,254625.0,12378.0,2952.0,94084.0,25588.0,297795.0,71952.0,11172.666666666666
2006-10-01,191139.0,51278.0,226811.0,696633.0,669569.0,551.0,418898.0,396680.0,9375.0,304159.0,85642.0,59836.0,13934.0,96731.0,-27064.0,92521.0,286163.0,12083.0,5361.0,102648.0,24726.0,300993.0,73324.0,11150.666666666666
2007-01-01,192586.0,52099.0,241178.0,717262.0,668631.0,416.0,401643.0,413770.0,10031.0,314696.0,89546.0,59628.0,15364.0,99002.0,-48631.0,99074.0,293563.0,11905.0,3036.0,81939.0,23105.0,311415.0,74204.0,12535.666666666666
2007-04-01,196845.0,52811.0,249949.0,728618.0,677489.0,875.0,399464.0,417915.0,10007.0,317305.0,93431.0,63065.0,17193.0,101978.0,-51129.0,100610.0,282010.0,11880.0,3424.0,90991.0,23040.0,313977.0,75832.0,12217.666666666666
2007-07-01,204853.0,53578.0,219436.0,732861.0,644609.0,1309.0,394953.0,412677.0,10856.0,320224.0,84011.0,63605.0,18055.0,103541.0,-88252.0,92453.0,282967.0,11791.0,3249.0,84355.0,24382.0,316875.0,77792.0,12513.333333333334
2007-10-01,206707.0,54316.0,236735.0,749263.0,677597.0,825.0,411596.0,427224.0,10486.0,324404.0,92110.0,63739.0,17955.0,103456.0,-71666.0,102820.0,312360.0,11876.0,4182.0,70955.0,24099.0,321074.0,77211.0,13428.333333333334
2008-01-01,211720.0,55252.0,248756.0,761256.0,665670.0,699.0,388626.0,436678.0,10715.0,335443.0,91546.0,63791.0,16874.0,100868.0,-95586.0,101235.0,307612.0,11989.0,3674.0,54428.0,22912.0,332023.0,74810.0,13056.0
2008-04-01,215338.0,56115.0,257521.0,848721.0,662766.0,604.0,375265.0,524117.0,11140.0,418938.0,95883.0,67953.0,18235.0,97088.0,-185955.0,105179.0,289115.0,12178.0,3625.0,59127.0,23399.0,414074.0,71036.0,13403.666666666666
2008-07-01,226888.0,56927.0,226948.0,795219.0,619425.0,670.0,366767.0,460330.0,10833.0,364016.0,86378.0,69383.0,14207.0,95538.0,-175794.0,96314.0,281857.0,12462.0,3838.0,57086.0,23986.0,360490.0,70612.0,12796.0
2008-10-01,226328.0,57564.0,241273.0,801794.0,634189.0,625.0,358857.0,467605.0,15516.0,360289.0,97362.0,70562.0,17920.0,94903.0,-167605.0,107316.0,298047.0,12958.0,5800.0,31320.0,23690.0,356652.0,69842.0,12884.0
2009-01-01,223087.0,57833.0,239827.0,828974.0,559143.0,535.0,286919.0,502081.0,16454.0,387302.0,104590.0,67738.0,15408.0,90467.0,-269832.0,114779.0,233951.0,13339.0,3387.0,28334.0,21247.0,383474.0,66380.0,12701.666666666666
2009-04-01,235611.0,58133.0,251645.0,887955.0,563178.0,673.0,270132.0,550745.0,19276.0,415724.0,123166.0,70912.0,21453.0,88033.0,-324777.0,135021.0,204831.0,13565.0,3437.0,38734.0,23129.0,411524.0,65930.0,12719.333333333334
2009-07-01,238558.0,58493.0,219591.0,877357.0,530057.0,793.0,267560.0,534755.0,14448.0,411161.0,109339.0,71996.0,27665.0,87579.0,-347300.0,123594.0,198428.0,16465.0,2835.0,42870.0,23428.0,407197.0,66395.0,13134.0
2009-10-01,240909.0,59181.0,239600.0,890955.0,589687.0,461.0,299054.0,548022.0,15506.0,416357.0,121024.0,71976.0,35065.0,88453.0,-301268.0,131665.0,229342.0,13571.0,3109.0,43024.0,23580.0,412354.0,67169.0,11976.0
2010-01-01,240654.0,59829.0,239019.0,923970.0,589161.0,345.0,302798.0,579958.0,16316.0,444769.0,123945.0,71319.0,30682.0,90065.0,-334809.0,135189.0,223864.0,13294.0,3058.0,53058.0,22819.0,440709.0,68030.0,12446.0
2010-04-01,251210.0,60633.0,257043.0,939615.0,613670.0,-40.0,309279.0,580830.0,16491.0,442305.0,127405.0,74852.0,30897.0,94232.0,-325946.0,138525.0,225836.0,13343.0,3401.0,56395.0,23647.0,438194.0,71384.0,12692.666666666666
2010-07-01,255936.0,61226.0,227302.0,944105.0,594259.0,-370.0,314254.0,577251.0,17115.0,442770.0,122324.0,75576.0,35959.0,97312.0,-349847.0,134481.0,228833.0,13606.0,3155.0,56928.0,25337.0,438616.0,72953.0,13556.666666666666
2010-10-01,255108.0,62053.0,247539.0,956935.0,649174.0,-796.0,347266.0,587950.0,16680.0,444131.0,131571.0,75503.0,38486.0,99879.0,-307761.0,143819.0,265036.0,13999.0,4248.0,53005.0,24977.0,439966.0,74500.0,13930.333333333334
2011-01-01,244822.0,62957.0,225495.0,946475.0,645502.0,-1020.0,368781.0,584446.0,16655.0,448198.0,124076.0,73149.0,35589.0,102701.0,-300973.0,136248.0,277994.0,14506.0,3388.0,61692.0,25708.0,443958.0,76960.0,14051.0
2011-04-01,254743.0,63561.0,237957.0,966997.0,643921.0,-1076.0,356819.0,591142.0,16972.0,448257.0,129928.0,74295.0,33249.0,106247.0,-323076.0,142885.0,272869.0,14866.0,3376.0,53767.0,26806.0,443996.0,80079.0,14462.0
2011-07-01,254797.0,64096.0,216028.0,946054.0,623918.0,-1275.0,361886.0,568169.0,16264.0,448999.0,106734.0,74924.0,31015.0,108156.0,-322136.0,119170.0,281305.0,14931.0,4100.0,48521.0,27962.0,444728.0,81562.0,14434.0
2011-10-01,249738.0,64324.0,223726.0,948226.0,660269.0,-1366.0,390917.0,574992.0,15609.0,451049.0,111748.0,73298.0,31384.0,108337.0,-287957.0,123943.0,298594.0,15159.0,4202.0,59973.0,28148.0,446773.0,82096.0,14237.333333333334
2012-01-01,248142.0,64925.0,238412.0,940733.0,678688.0,-1294.0,389600.0,571020.0,14768.0,449324.0,109466.0,71334.0,37202.0,107086.0,-262045.0,121695.0,293768.0,14486.0,3849.0,63989.0,27995.0,444904.0,81667.0,14023.0
2012-04-01,248888.0,65304.0,245077.0,945236.0,679094.0,-1455.0,386108.0,575862.0,13558.0,448498.0,115031.0,72466.0,35805.0,106086.0,-266143.0,127364.0,276981.0,14401.0,4023.0,76967.0,28137.0,444022.0,81241.0,13884.333333333334
2012-07-01,257982.0,65651.0,216636.0,945741.0,640065.0,-1543.0,378735.0,568554.0,11949.0,449561.0,105968.0,73043.0,34287.0,105244.0,-305676.0,118993.0,278337.0,13961.0,4112.0,66977.0,29308.0,445046.0,79655.0,14376.0
2012-10-01,244709.0,65758.0,237833.0,941793.0,702970.0,-1718.0,418507.0,578143.0,14047.0,452402.0,113981.0,70446.0,34301.0,104209.0,-238822.0,125741.0,317299.0,14732.0,4717.0,66767.0,29723.0,447861.0,78062.0,14149.333333333334
2013-01-01,239628.0,65826.0,275700.0,938461.0,730858.0,-1578.0,408172.0,581340.0,15083.0,460335.0,109461.0,67190.0,33481.0,102763.0,-207603.0,121005.0,301714.0,14730.0,4282.0,72091.0,30086.0,455687.0,77305.0,13883.333333333334
2013-04-01,240874.0,66294.0,287280.0,946530.0,816937.0,-1923.0,423501.0,587621.0,14037.0,458350.0,117441.0,67454.0,94043.0,103127.0,-129593.0,129271.0,312539.0,14908.0,4279.0,76036.0,30647.0,453642.0,77932.0,13911.333333333334
2013-07-01,244605.0,66696.0,255352.0,946758.0,749592.0,-2117.0,438632.0,583096.0,13754.0,459933.0,110134.0,68723.0,43972.0,104185.0,-197166.0,123163.0,326017.0,14872.0,4633.0,75764.0,32218.0,455183.0,79595.0,14123.666666666666
2013-10-01,231322.0,67265.0,273448.0,938505.0,838932.0,-2183.0,474581.0,586199.0,20857.0,461772.0,113097.0,67589.0,72229.0,106250.0,-99573.0,124427.0,362580.0,14734.0,4933.0,74541.0,32526.0,457016.0,81540.0,13598.666666666666
2014-01-01,236661.0,67667.0,289405.0,954849.0,835408.0,-1363.0,478894.0,595647.0,17360.0,468187.0,116487.0,64884.0,51113.0,107988.0,-119440.0,127461.0,359038.0,14553.0,5458.0,80776.0,33622.0,463343.0,82904.0,13633.666666666666
2014-04-01,234729.0,67706.0,298890.0,970965.0,834494.0,-1214.0,468565.0,611733.0,22111.0,474181.0,126067.0,66962.0,46143.0,110007.0,-136471.0,137553.0,336241.0,14496.0,4982.0,93920.0,33422.0,469310.0,84880.0,13827.333333333334
2014-07-01,248189.0,67917.0,265484.0,986420.0,792943.0,-1061.0,462488.0,613283.0,28428.0,476996.0,124509.0,67591.0,37603.0,110527.0,-193477.0,136287.0,336272.0,14422.0,5025.0,86197.0,34994.0,472104.0,85124.0,14024.333333333334
2014-10-01,230709.0,67989.0,286276.0,976204.0,831571.0,-985.0,490503.0,620799.0,17906.0,481232.0,127971.0,67349.0,37871.0,110571.0,-144633.0,139567.0,372177.0,14125.0,4922.0,78756.0,34649.0,476327.0,85615.0,13819.0
2015-01-01,237669.0,68216.0,299465.0,992832.0,848046.0,-467.0,504679.0,634118.0,17137.0,491407.0,131127.0,65983.0,27232.0,107172.0,-144785.0,142711.0,382551.0,13872.0,5494.0,81842.0,34791.0,486360.0,83050.0,13584.333333333334
2015-04-01,233878.0,68118.0,311945.0,996273.0,862224.0,-362.0,501182.0,641943.0,19603.0,497047.0,134269.0,67669.0,29856.0,106469.0,-134049.0,144895.0,367946.0,13983.0,5458.0,92127.0,35651.0,491960.0,83004.0,13060.0
2015-07-01,246362.0,68131.0,276598.0,1009364.0,821724.0,-120.0,494026.0,641742.0,15202.0,499572.0,130405.0,68840.0,36017.0,106970.0,-187640.0,142170.0,369204.0,14290.0,5819.0,83846.0,35157.0,494453.0,83553.0,13433.333333333334
2015-10-01,233837.0,67969.0,302772.0,1007357.0,916392.0,16.0,525823.0,650315.0,19675.0,502242.0,137270.0,68539.0,68105.0,108670.0,-90965.0,148073.0,412878.0,14533.0,5407.0,71273.0,36265.0,497093.0,84706.0,13305.666666666666
2016-01-01,235427.0,67874.0,304521.0,1019783.0,856066.0,335.0,496832.0,657760.0,19552.0,507816.0,136737.0,67686.0,34826.0,111556.0,-163717.0,149944.0,383686.0,15041.0,6158.0,72645.0,34344.0,502670.0,86222.0,14561.666666666666
2016-04-01,236496.0,68277.0,322836.0,1024140.0,874009.0,-55.0,497221.0,658858.0,19923.0,509648.0,137815.0,68748.0,34085.0,113323.0,-150131.0,149210.0,373701.0,15462.0,5894.0,84048.0,33579.0,504444.0,86987.0,14312.0
2016-07-01,249959.0,68541.0,294588.0,1044040.0,854324.0,106.0,507281.0,664087.0,15738.0,512175.0,139425.0,69267.0,36612.0,114379.0,-189716.0,151912.0,385411.0,15615.0,5879.0,81196.0,34794.0,506848.0,87492.0,14900.666666666666
2016-10-01,240435.0,69003.0,302462.0,1040011.0,876273.0,304.0,519798.0,669435.0,18549.0,515517.0,142760.0,69337.0,35160.0,115046.0,-163739.0,153919.0,405149.0,15096.0,6122.0,73975.0,34552.0,510261.0,88102.0,14452.333333333334
2017-01-01,242507.0,69308.0,328672.0,1050365.0,910302.0,701.0,511404.0,677990.0,27897.0,525078.0,141587.0,69079.0,41627.0,115167.0,-140064.0,152912.0,411855.0,14702.0,6000.0,62119.0,31430.0,519698.0,87913.0,14653.333333333334
2017-04-01,242780.0,69771.0,336886.0,1048672.0,878039.0,810.0,488629.0,673716.0,16464.0,527335.0,135948.0,71458.0,35251.0,117803.0,-170633.0,146381.0,388719.0,14372.0,6196.0,61399.0,32314.0,521911.0,89549.0,14703.666666666666
2017-07-01,247538.0,70252.0,299503.0,1065491.0,836545.0,819.0,487430.0,682250.0,16804.0,531495.0,139768.0,72368.0,31988.0,120364.0,-228946.0,150755.0,388151.0,15339.0,6265.0,59418.0,33596.0,526034.0,90555.0,15419.0
2017-10-01,245676.0,70843.0,319252.0,1076017.0,878861.0,750.0,512340.0,692073.0,16446.0,535673.0,143110.0,74647.0,30072.0,123360.0,-197156.0,156400.0,424372.0,14907.0,6466.0,47408.0,34094.0,530137.0,92126.0,16687.0
2018-01-01,253184.0,71582.0,344824.0,1101431.0,909578.0,773.0,514547.0,706809.0,18993.0,549306.0,146363.0,75048.0,30442.0,126905.0,-191854.0,157503.0,416487.0,14534.0,6218.0,54875.0,36966.0,543697.0,94201.0,16484.333333333332
2018-04-01,253304.0,72310.0,353494.0,1111292.0,894362.0,919.0,492045.0,710628.0,20059.0,551707.0,145518.0,76641.0,27844.0,132944.0,-216930.0,158921.0,389175.0,14416.0,6414.0,58378.0,38079.0,546013.0,99120.0,17640.333333333332
2018-07-01,264869.0,72883.0,314035.0,1131031.0,865428.0,900.0,492160.0,713877.0,26332.0,555846.0,144978.0,78539.0,32001.0,137973.0,-265603.0,158031.0,387281.0,14313.0,6366.0,57066.0,41447.0,550102.0,103001.0,17923.0
2018-10-01,263061.0,73375.0,334257.0,1145725.0,913727.0,727.0,529687.0,720376.0,17657.0,560766.0,145711.0,81649.0,31400.0,142807.0,-231998.0,159609.0,421348.0,19481.0,6739.0,54637.0,46962.0,555041.0,106898.0,18511.0
2019-01-01,259505.0,74092.0,360292.0,1166430.0,934482.0,278.0,529274.0,744881.0,16700.0,582815.0,148954.0,81588.0,27938.0,144929.0,-231948.0,162066.0,434793.0,17116.0,6442.0,45514.0,42525.0,576929.0,107901.0,18675.333333333332
2019-04-01,271768.0,74415.0,371029.0,1186062.0,933189.0,197.0,514438.0,753124.0,16815.0,586468.0,155002.0,80111.0,30710.0,146602.0,-252874.0,166656.0,409366.0,14568.0,6637.0,56934.0,41501.0,580534.0,109281.0,18303.333333333332
2019-07-01,278521.0,74916.0,328722.0,1197650.0,889161.0,296.0,514352.0,754416.0,21449.0,590034.0,151802.0,83868.0,24343.0,144564.0,-308489.0,164383.0,408660.0,20149.0,6689.0,53534.0,45469.0,583966.0,107884.0,18443.333333333332
2019-10-01,277447.0,75437.0,349459.0,1197979.0,947498.0,596.0,554906.0,758948.0,15536.0,592697.0,153186.0,86692.0,27001.0,141060.0,-250481.0,166251.0,448305.0,20524.0,6712.0,54469.0,45420.0,586599.0,106258.0,17988.333333333332
2020-01-01,272601.0,76184.0,376014.0,1212820.0,970259.0,1082.0,550788.0,784178.0,13619.0,610569.0,159988.0,85631.0,28756.0,136031.0,-242562.0,173610.0,454537.0,20010.0,7111.0,44285.0,44855.0,604244.0,103760.0,17405.666666666668
2020-04-01,301821.0,77205.0,362160.0,2225906.0,887194.0,1395.0,480246.0,1537438.0,14373.0,1174479.0,350403.0,91581.0,29019.0,128697.0,-1338713.0,362959.0,387278.0,257951.0,6570.0,54574.0,31825.0,1163387.0,98911.0,17811.0
2020-07-01,287533.0,77918.0,329430.0,1787914.0,898029.0,1621.0,519253.0,1082513.0,14747.0,885224.0,182968.0,92530.0,32979.0,127041.0,-889886.0,197288.0,410191.0,290827.0,6735.0,63863.0,38464.0,875926.0,97868.0,17597.666666666668
2020-10-01,295334.0,79159.0,367422.0,1481364.0,1011772.0,1779.0,598802.0,927676.0,15844.0,729164.0,185339.0,95986.0,27924.0,129257.0,-469592.0,198512.0,488845.0,129098.0,7239.0,62512.0,40206.0,721840.0,98998.0,16918.333333333332
2021-01-01,303926.0,79984.0,374246.0,2073369.0,1036380.0,1828.0,616740.0,1506404.0,16988.0,1295545.0,195753.0,90996.0,26578.0,133506.0,-1036989.0,210859.0,499297.0,129533.0,7588.0,70458.0,39396.0,1285128.0,101387.0,19214.0
2021-04-01,310655.0,81239.0,399524.0,1943453.0,1101629.0,1831.0,648745.0,1286982.0,15264.0,857880.0,415940.0,94648.0,36265.0,140306.0,-841823.0,429102.0,505601.0,205510.0,7639.0,91023.0,44483.0,849703.0,105926.0,18573.333333333332
2021-07-01,301947.0,82808.0,363212.0,1694597.0,1085595.0,1781.0,666951.0,1077176.0,14951.0,788124.0,269030.0,95578.0,38701.0,147116.0,-609002.0,289053.0,522736.0,168358.0,7945.0,88980.0,47289.0,780851.0,109802.0,21536.0
2021-10-01,306248.0,84689.0,406061.0,1551169.0,1200218.0,1698.0,738615.0,988410.0,15497.0,744368.0,229366.0,99186.0,38347.0,153161.0,-350952.0,244042.0,597312.0,103351.0,8286.0,83608.0,49410.0,737637.0,113803.0,20255.0
2022-01-01,297989.0,86780.0,420363.0,1497646.0,1287891.0,1632.0,809068.0,1002681.0,15312.0,750434.0,235212.0,97074.0,41515.0,159273.0,-209755.0,252247.0,659553.0,37703.0,8755.0,90307.0,50453.0,743349.0,118202.0,21730.333333333332
2022-04-01,305383.0,88900.0,441608.0,1525343.0,1301943.0,1430.0,799647.0,1016398.0,18934.0,751318.0,244513.0,101497.0,40324.0,171238.0,-223400.0,265080.0,636555.0,32323.0,8664.0,102700.0,51728.0,744158.0,128841.0,23375.0
2022-07-01,309263.0,90554.0,406851.0,1541224.0,1258824.0,1104.0,813933.0,1014170.0,15998.0,749527.0,235215.0,101250.0,20938.0,188182.0,-282400.0,264643.0,648185.0,29609.0,8440.0,105699.0,51609.0,742216.0,141848.0,27690.666666666668
2022-10-01,320233.0,91641.0,419154.0,1576892.0,1272161.0,680.0,821105.0,1022817.0,19874.0,762982.0,233348.0,108345.0,11348.0,206148.0,-304731.0,259835.0,662136.0,27695.0,8402.0,102748.0,47820.0,755735.0,156229.0,27884.333333333332
2023-01-01,318925.0,92875.0,463421.0,1601482.0,1239766.0,133.0,749766.0,1040669.0,16501.0,768320.0,248073.0,107259.0,9943.0,215937.0,-361716.0,272348.0,594013.0,25951.0,8696.0,103135.0,43922.0,760473.0,163024.0,28345.666666666668
2023-04-01,323341.0,93891.0,471158.0,1617918.0,1208128.0,-434.0,709983.0,1044963.0,17265.0,770254.0,250077.0,110056.0,10157.0,224165.0,-409790.0,274710.0,546737.0,25448.0,8921.0,110689.0,43637.0,762276.0,168673.0,29368.0
2023-07-01,339745.0,95160.0,421062.0,1630714.0,1159835.0,-1008.0,710825.0,1022882.0,17565.0,777214.0,222718.0,111264.0,11391.0,242096.0,-470879.0,245668.0,541058.0,25991.0,8832.0,116718.0,44217.0,769132.0,184716.0,29470.666666666668
2023-10-01,338168.0,96266.0,445687.0,1650292.0,1226271.0,-1543.0,745646.0,1029708.0,20989.0,781461.0,229789.0,113867.0,15492.0,257685.0,-424020.0,248248.0,579640.0,24730.0,8981.0,114562.0,42463.0,773387.0,201156.0,27687.333333333332
2024-01-01,337169.0,97343.0,484265.0,1690584.0,1280886.0,-2077.0,763479.0,1062552.0,19725.0,809740.0,236078.0,109983.0,15493.0,266827.0,-409698.0,252812.0,592983.0,24036.0,9178.0,117752.0,43565.0,801444.0,208455.0,27800.666666666668
2024-04-01,345244.0,98705.0,489491.0,1716845.0,1257760.0,-2394.0,736965.0,1073980.0,16881.0,819049.0,239322.0,113685.0,16816.0,274198.0,-459085.0,254931.0,551249.0,23423.0,9410.0,133645.0,42662.0,810585.0,215615.0,27552.333333333332
2024-07-01,361376.0,100150.0,433317.0,1762720.0,1206919.0,-2064.0,739809.0,1099083.0,19232.0,830001.0,239049.0,118197.0,16625.0,279240.0,-555800.0,269082.0,552039.0,23021.0,9447.0,131616.0,46707.0,821432.0,220115.0,32575.666666666668
2024-10-01,358766.0,101692.0,470137.0,1770814.0,1299683.0,-1919.0,789660.0,1107579.0,25332.0,841265.0,241106.0,120572.0,16474.0,281101.0,-471131.0,266314.0,610399.0,23368.0,9493.0,123732.0,46035.0,832681.0,221291.0,31200.666666666668
