Date,Change in private inventories,Durable goods,Final sales,Final sales of computers,Final sales of domestic product,Goods,Gross domestic product,Gross domestic product excluding final sales of computers,Gross domestic product excluding motor vehicle output,Gross domestic product excluding research and development,Motor vehicle output,Nondurable goods,Research and development,Residual,Services,Structures
1997-07-01,93072.0,,,,12404000.0,2937124.0,12471010.0,,,12153457.0,,,318004.0,-96378.0,8122559.0,1578020.0
1997-10-01,99287.0,,,,12493119.0,2963993.0,12577495.0,,,12258392.0,,,319584.0,-90276.5,8195714.0,1583429.0
1998-01-01,151744.0,,,,12582641.0,3015875.0,12703742.0,,,12377738.0,,,326397.0,-91136.0,8244168.0,1595328.0
1998-04-01,55301.0,,,,12794069.0,2993764.0,12821339.0,,,12491379.0,,,330332.0,-111760.5,8361100.0,1661965.0
1998-07-01,69982.0,,,,12938275.0,3052563.0,12982752.0,,,12647291.0,,,335803.0,-105744.5,8420502.0,1695673.0
1998-10-01,81947.0,,,,13139036.0,3151287.0,13191670.0,,,12855778.0,,,336400.0,-91631.5,8487143.0,1707189.0
1999-01-01,113307.0,,,,13236142.0,3187666.0,13315597.0,,,12974638.0,,,341410.0,-91638.0,8562919.0,1714437.0
1999-04-01,48463.0,,,,13405726.0,3217980.0,13426748.0,,,13079655.0,,,347433.0,-87074.5,8636254.0,1719220.0
1999-07-01,60068.0,,,,13571967.0,3274983.0,13604771.0,,,13248340.0,,,356613.0,-82672.5,8736860.0,1731007.0
1999-10-01,114340.0,,,,13738097.0,3354754.0,13827980.0,,,13468535.0,,,359739.0,-74487.5,8840059.0,1757685.0
2000-01-01,20031.0,,,,13882454.0,3337454.0,13878147.0,,,13509415.0,,,368664.0,-84515.5,8904505.0,1780881.0
2000-04-01,117982.0,,,,14034874.0,3443952.0,14130908.0,,,13761041.0,,,370066.0,-69577.0,9019522.0,1784640.0
2000-07-01,84692.0,,,,14088986.0,3430961.0,14145312.0,,,13769015.0,,,376209.0,-77795.0,9052017.0,1789559.0
2000-10-01,77396.0,,,,14176100.0,3444248.0,14229765.0,,,13850008.0,,,379621.0,-77626.0,9121117.0,1795921.0
2001-01-01,-41560.0,,,,14241698.0,3375152.0,14183120.0,,,13800651.0,,,382175.0,-89462.5,9179481.0,1790393.0
2001-04-01,135.0,,,,14294476.0,3395024.0,14271694.0,,,13884661.0,,,386677.0,-95450.0,9211975.0,1832678.0
2001-07-01,-43518.0,,,,14275877.0,3345963.0,14214516.0,,,13826663.0,,,387448.0,-100969.0,9238916.0,1813732.0
2001-10-01,-111609.0,,,,14384203.0,3371331.0,14253574.0,,,13865761.0,,,387431.0,-95223.0,9274566.0,1779103.0
2002-01-01,-6151.0,,,,14407429.0,3407275.0,14372785.0,,,13986497.0,,,385975.0,-98283.5,9346781.0,1786803.0
2002-04-01,32416.0,,,,14451463.0,3428011.0,14460848.0,,,14070968.0,,,389548.0,-94571.5,9424167.0,1774783.0
2002-07-01,26563.0,,,,14509876.0,3456833.0,14519633.0,,,14128974.0,,,390331.0,-86624.5,9461958.0,1757285.0
2002-10-01,39749.0,,,,14519749.0,3427015.0,14537580.0,,,14140427.0,,,396804.0,-97706.5,9507625.0,1776435.0
2003-01-01,41275.0,,,,14598458.0,3459669.0,14614141.0,,,14213594.0,,,400198.0,-96847.5,9532795.0,1789780.0
2003-04-01,-9380.0,,,,14772198.0,3484705.0,14743567.0,,,14341401.0,,,401808.0,-95723.0,9618881.0,1812178.0
2003-07-01,3437.0,,,,15008546.0,3609698.0,14988782.0,,,14587134.0,,,401312.0,-88048.0,9653827.0,1878151.0
2003-10-01,45183.0,,,,15140347.0,3681751.0,15162760.0,,,14760548.0,,,401899.0,-83216.5,9719621.0,1905050.0
2004-01-01,55562.0,,,,15214298.0,3689610.0,15248680.0,,,14845556.0,,,402803.0,-84743.0,9800803.0,1906573.0
2004-04-01,92005.0,,,,15296605.0,3721446.0,15366850.0,,,14959328.0,,,407184.0,-86192.5,9853946.0,1942083.0
2004-07-01,80645.0,,,,15456138.0,3783364.0,15512619.0,,,15099397.0,,,412881.0,-82960.0,9923562.0,1947448.0
2004-10-01,87941.0,,,,15605574.0,3840793.0,15670880.0,,,15255368.0,,,415168.0,-79423.0,10009984.0,1956314.0
2005-01-01,121598.0,,,,15746511.0,3907901.0,15844727.0,,,15417572.0,,,426850.0,-77139.0,10078167.0,1989556.0
2005-04-01,30068.0,,,,15915156.0,3915586.0,15922782.0,,,15494155.0,,,428318.0,-78919.5,10137235.0,2005357.0
2005-07-01,15581.0,,,,16052965.0,3967586.0,16047587.0,,,15614757.0,,,432512.0,-75128.0,10197803.0,2011495.0
2005-10-01,101020.0,,,,16057291.0,4011370.0,16136734.0,,,15708114.0,,,428227.0,-72263.0,10236442.0,2011872.0
2006-01-01,94172.0,,,,16285922.0,4132007.0,16353835.0,,,15919726.0,,,433665.0,-66040.0,10298521.0,2029128.0
2006-04-01,95203.0,,,,16330003.0,4154303.0,16396151.0,,,15952678.0,,,443093.0,-65311.5,10355851.0,1987565.0
2006-07-01,95318.0,,,,16346912.0,4190223.0,16420738.0,,,15961694.0,,,458946.0,-57261.0,10394893.0,1928650.0
2006-10-01,54763.0,,,,16525919.0,4277845.0,16561866.0,,,16091170.0,,,470762.0,-49838.0,10488450.0,1876430.0
2007-01-01,22008.75,2386318.0,2843221.0,39241.0,16593466.0,4288924.0,16611690.0,16597033.0,16172222.0,16143637.0,440640.0,1900221.0,468029.0,-47989.0,10547754.0,1856486.0
2007-04-01,41717.0,2417295.0,2868391.0,40152.0,16679565.0,4341861.0,16713314.0,16696724.0,16268495.0,16241984.0,445806.0,1921916.0,471308.0,-55941.0,10591676.0,1855983.0
2007-07-01,27140.25,2456249.0,2904298.0,44614.0,16794256.0,4379264.0,16809587.0,16782533.0,16370789.0,16339863.0,440516.0,1917776.0,469637.0,-52662.5,10675258.0,1829195.0
2007-10-01,23107.0,2527404.0,2954664.3333333335,48060.0,16906110.0,4450443.0,16915191.0,16880647.0,16474469.0,16436485.0,442837.0,1913383.0,478690.0,-47769.0,10752674.0,1778063.0
2008-01-01,-4875.5,2457356.0,2937870.0,48159.0,16870656.0,4391495.0,16843003.0,16807994.0,16432376.0,16361545.0,414244.0,1929902.0,481487.0,-50071.5,10806895.0,1717511.0
2008-04-01,-22034.5,2461889.0,2979660.0,50164.0,16996736.0,4430418.0,16943291.0,16904533.0,16560240.0,16456673.0,387454.0,1966607.0,486661.0,-51726.0,10881469.0,1703145.0
2008-07-01,-11000.25,2453861.0,2938137.6666666665,51096.0,16891262.0,4383352.0,16854295.0,16813460.0,16496100.0,16375437.0,362902.0,1924980.0,478898.0,-52389.0,10877008.0,1669275.0
2008-10-01,-58530.25,2286896.0,2799143.0,52351.0,16607079.0,4096265.0,16485350.0,16440925.0,16191250.0,16005106.0,299068.0,1805636.0,480344.0,-85618.0,10899406.0,1592597.0
2009-01-01,-123816.5,2128423.0,2789461.6666666665,55539.0,16499552.0,4009048.0,16298262.0,16247358.0,16065112.0,15832729.0,238105.0,1888001.0,465516.0,-79566.5,10908481.0,1489107.0
2009-04-01,-162762.5,2125863.0,2823475.0,55027.0,16511831.0,4021692.0,16269145.0,16219249.0,16026559.0,15793331.0,248614.0,1904833.0,475998.0,-65304.5,10933607.0,1417002.0
2009-07-01,-176459.5,2177459.0,2861564.6666666665,51889.0,16582724.0,4066742.0,16326281.0,16282204.0,16025204.0,15847244.0,306580.0,1896641.0,479234.0,-56543.0,10957045.0,1399687.0
2009-10-01,-42696.5,2267054.0,2872452.0,49836.0,16577556.0,4245090.0,16502754.0,16462691.0,16185095.0,16017193.0,322747.0,1986466.0,485757.0,-50470.0,10986508.0,1343684.0
2010-01-01,-5554.0,2369301.0,2902172.3333333335,54408.0,16608693.0,4334282.0,16582710.0,16534961.0,16239817.0,16106458.0,347142.0,1969128.0,476326.0,-45486.0,11024528.0,1282648.0
2010-04-01,26136.25,2420911.0,2916712.3333333335,53793.0,16732915.0,4390022.0,16743162.0,16696764.0,16383127.0,16269776.0,363779.0,1971798.0,473414.0,-52525.0,11077830.0,1334777.0
2010-07-01,89876.0,2480944.0,2937733.6666666665,54202.0,16768718.0,4506426.0,16872266.0,16825452.0,16492874.0,16392351.0,382660.0,2028473.0,479939.0,-40908.5,11122977.0,1287655.0
2010-10-01,51650.25,2505881.0,3007346.6666666665,55210.0,16909754.0,4562929.0,16960864.0,16912598.0,16576598.0,16476038.0,387424.0,2060256.0,484853.0,-38138.0,11143649.0,1294674.0
2011-01-01,21742.5,2550948.0,3029136.6666666665,56780.0,16912069.0,4557189.0,16920632.0,16869784.0,16525496.0,16435126.0,398052.0,2007275.0,485532.0,-36948.0,11151483.0,1249184.0
2011-04-01,49158.25,2586041.0,3050238.6666666665,57530.0,16983971.0,4628288.0,17035114.0,16983347.0,16653788.0,16547237.0,384767.0,2043281.0,487917.0,-30315.0,11165384.0,1274720.0
2011-07-01,-10958.0,2621122.0,3087972.3333333335,59436.0,17072380.0,4600970.0,17031313.0,16976674.0,16637878.0,16540878.0,396541.0,1979265.0,490462.0,-40823.0,11165442.0,1303427.0
2011-10-01,73232.75,2674592.0,3123813.6666666665,62173.0,17134707.0,4772925.0,17222583.0,17164299.0,16802633.0,16727106.0,422372.0,2098917.0,495512.0,-22078.0,11142979.0,1330846.0
2012-01-01,58586.5,2724452.0,3168916.0,66521.0,17300981.0,4820446.0,17367010.0,17302688.0,16917983.0,16877229.0,450609.0,2096026.0,489878.0,-24236.5,11199072.0,1372465.0
2012-04-01,67386.5,2767320.0,3200941.0,66663.0,17370693.0,4875621.0,17444525.0,17380133.0,16992866.0,16956417.0,453283.0,2108147.0,488241.0,-26592.5,11206854.0,1383209.0
2012-07-01,64438.75,2768339.0,3206566.0,69288.0,17392442.0,4887119.0,17469650.0,17401635.0,17021729.0,16981529.0,449703.0,2118724.0,488258.0,-18969.5,11224083.0,1378679.0
2012-10-01,18343.75,2784531.0,3246886.6666666665,71073.0,17485769.0,4880135.0,17489852.0,17419448.0,17034109.0,16996186.0,457328.0,2095599.0,493757.0,-28683.5,11243727.0,1387992.0
2013-01-01,57146.25,2849251.0,3315042.3333333335,72136.0,17601000.0,5035060.0,17662400.0,17590843.0,17187202.0,17157360.0,476328.0,2185839.0,505117.0,-19098.0,11248081.0,1388821.0
2013-04-01,59583.25,2829063.0,3308289.0,72814.0,17639885.0,5032638.0,17709671.0,17637316.0,17228977.0,17203956.0,481667.0,2203757.0,505784.0,-15624.5,11265936.0,1423654.0
2013-07-01,103035.25,2857252.0,3333134.6666666665,72229.0,17724385.0,5131656.0,17860450.0,17789052.0,17401004.0,17350029.0,461215.0,2274864.0,510487.0,-7604.5,11275778.0,1461357.0
2013-10-01,91408.5,2926118.0,3417978.0,74675.0,17898350.0,5241717.0,18016147.0,17941870.0,17527676.0,17507775.0,489428.0,2316022.0,508480.0,-6790.0,11323409.0,1452811.0
2014-01-01,43998.75,2906947.0,3404453.3333333335,74783.0,17902721.0,5158937.0,17953974.0,17879531.0,17462228.0,17447047.0,492549.0,2252172.0,507040.0,-10937.5,11337541.0,1465230.0
2014-04-01,69973.75,2975920.0,3471368.0,78135.0,18097295.0,5294799.0,18185911.0,18107572.0,17674336.0,17669797.0,512084.0,2319116.0,516206.0,-6947.0,11381876.0,1512441.0
2014-07-01,79686.0,3049263.0,3540112.0,77558.0,18308088.0,5407643.0,18406941.0,18329491.0,17876156.0,17883732.0,531014.0,2358683.0,523291.0,-8010.0,11472771.0,1526215.0
2014-10-01,62310.5,3021216.0,3556385.6666666665,73371.0,18434460.0,5400270.0,18500031.0,18427596.0,17972879.0,17962130.0,527552.0,2379326.0,537926.0,-18545.5,11540571.0,1561533.0
2015-01-01,126889.75,3010076.0,3539061.6666666665,74308.0,18500523.0,5470750.0,18666621.0,18593148.0,18134102.0,18136122.0,532919.0,2461380.0,530627.0,-5534.5,11631122.0,1565812.0
2015-04-01,108935.0,3042312.0,3571749.3333333335,77873.0,18637657.0,5499100.0,18782243.0,18704707.0,18226215.0,18250699.0,555842.0,2457245.0,531691.0,-3059.0,11680103.0,1604763.0
2015-07-01,90186.0,3053522.0,3606136.6666666665,78282.0,18741857.0,5522703.0,18857418.0,18779474.0,18276993.0,18316764.0,579581.0,2469644.0,540674.0,-6540.5,11725931.0,1610463.0
2015-10-01,74686.5,3072276.0,3625209.0,78549.0,18796045.0,5532483.0,18892206.0,18814032.0,18345332.0,18339161.0,547038.0,2460509.0,552971.0,-4934.5,11769064.0,1592169.0
2016-01-01,46839.5,3091405.0,3674958.6666666665,85449.0,18943692.0,5569890.0,19001690.0,18916029.0,18441599.0,18437092.0,560003.0,2478781.0,564549.0,-5447.5,11825519.0,1607620.0
2016-04-01,14474.75,3092211.0,3702511.6666666665,85910.0,19042875.0,5573819.0,19062709.0,18976622.0,18501448.0,18487927.0,561187.0,2481922.0,574802.0,-294.0,11873399.0,1617212.0
2016-07-01,-2797.5,3144630.0,3752450.6666666665,83258.0,19200590.0,5626573.0,19197938.0,19114723.0,18632050.0,18618508.0,565768.0,2481955.0,579449.0,718.5,11936578.0,1636075.0
2016-10-01,41564.0,3197559.0,3751020.3333333335,81406.0,19246321.0,5684416.0,19304352.0,19223066.0,18736693.0,18726288.0,567502.0,2486705.0,578050.0,2308.5,11964617.0,1655981.0
2017-01-01,5260.5,3187179.0,3801366.3333333335,81667.0,19392587.0,5707979.0,19398343.0,19316738.0,18845491.0,18811244.0,552869.0,2520859.0,587106.0,-1338.0,12022094.0,1668612.0
2017-04-01,19568.25,3234585.0,3839623.0,83853.0,19481592.0,5784819.0,19506949.0,19423089.0,18944825.0,18922600.0,562018.0,2550293.0,584337.0,-675.5,12046726.0,1675266.0
2017-07-01,41584.5,3338342.0,3911268.0,83567.0,19604137.0,5923515.0,19660766.0,19577160.0,19105569.0,19069439.0,555046.0,2585199.0,591321.0,1301.5,12073338.0,1663723.0
2017-10-01,31607.75,3382803.0,3990683.0,87800.0,19839399.0,6028793.0,19882352.0,19794536.0,19282158.0,19285200.0,600433.0,2645845.0,597161.0,712.0,12154001.0,1699544.0
2018-01-01,25639.25,3479171.0,4037391.0,94124.0,20007845.0,6091828.0,20044077.0,19950074.0,19449556.0,19439873.0,594644.0,2613123.0,604214.0,1467.5,12237701.0,1714901.0
2018-04-01,399.75,3496050.0,4086043.3333333335,97898.0,20151579.0,6126999.0,20150476.0,20052820.0,19536795.0,19533755.0,614136.0,2631288.0,616647.0,-2540.0,12291852.0,1732211.0
2018-07-01,69695.5,3540553.0,4061200.3333333335,92995.0,20177804.0,6190897.0,20276154.0,20183181.0,19662858.0,19655041.0,613626.0,2650791.0,621063.0,4897.5,12360496.0,1726303.0
2018-10-01,67419.5,3595375.0,4108406.3333333335,101653.0,20213299.0,6255002.0,20304874.0,20203674.0,19691096.0,19668317.0,614046.0,2660337.0,636448.0,-33.5,12373515.0,1680330.0
2019-01-01,85738.75,3588878.0,4153370.3333333335,107635.0,20319738.0,6343642.0,20431641.0,20324777.0,19833623.0,19784391.0,597777.0,2755093.0,647135.0,-4685.0,12407254.0,1686776.0
2019-04-01,61922.25,3637013.0,4190598.0,109342.0,20523237.0,6365793.0,20602275.0,20493758.0,19991859.0,19939459.0,610394.0,2729186.0,662574.0,-5429.0,12511791.0,1729122.0
2019-07-01,50636.0,3693794.0,4259868.0,108491.0,20773818.0,6459702.0,20843322.0,20735503.0,20221386.0,20168054.0,622187.0,2766260.0,674896.0,-218.5,12627057.0,1761189.0
2019-10-01,18968.75,3656771.0,4314487.333333333,106648.0,20954391.0,6501357.0,20985448.0,20879259.0,20405034.0,20296487.0,579291.0,2844261.0,688385.0,2681.0,12741294.0,1747238.0
2020-01-01,-32792.5,3612565.0,4295133.666666667,104761.0,20729411.0,6402169.0,20693238.0,20588844.0,20150428.0,19995616.0,540947.0,2789286.0,696727.0,5020.5,12512521.0,1779958.0
2020-04-01,-195274.25,3155081.0,4116339.6666666665,96940.0,19310512.0,5905863.0,19056617.0,18960022.0,18714846.0,18376578.0,333636.0,2751525.0,678313.0,-2510.0,11504654.0,1647093.0
2020-07-01,80318.25,3762242.0,4437455.0,114060.0,20445008.0,6763298.0,20548793.0,20436002.0,19920066.0,19850424.0,630024.0,3000828.0,697531.0,-15466.5,12087398.0,1725923.0
2020-10-01,59198.5,3778285.0,4467773.666666667,117878.0,20689358.0,6786111.0,20771691.0,20655397.0,20198599.0,20062990.0,571661.0,3008371.0,707711.0,-7097.0,12219502.0,1789434.0
2021-01-01,-16485.0,3885559.0,4603484.666666667,124247.0,21083935.0,6875725.0,21058379.0,20936346.0,20458089.0,20334683.0,598452.0,2992563.0,722527.0,-17709.5,12396395.0,1809730.0
2021-04-01,-105533.0,3918592.0,4744837.333333333,123640.0,21526672.0,6969281.0,21389005.0,21267328.0,20804722.0,20646397.0,581208.0,3053004.0,741229.0,-15240.0,12656166.0,1788303.0
2021-07-01,7263.75,3878241.0,4639668.333333333,119014.0,21546820.0,6983186.0,21571421.0,21453738.0,21061595.0,20818136.0,507598.0,3105386.0,751814.0,2439.0,12844136.0,1767852.0
2021-10-01,150004.75,4032648.0,4688257.666666667,125730.0,21716551.0,7287160.0,21960388.0,21836486.0,21412397.0,21189050.0,544713.0,3253685.0,769772.0,30270.5,12961960.0,1749995.0
2022-01-01,146433.75,4020409.0,4635888.0,124272.0,21665499.0,7201374.0,21903850.0,21781155.0,21364639.0,21120775.0,537242.0,3180574.0,781448.0,30826.0,12985607.0,1750917.0
2022-04-01,65174.75,4061722.0,4669659.666666667,123830.0,21791574.0,7135826.0,21919222.0,21796840.0,21376955.0,21119323.0,540727.0,3078873.0,798381.0,25292.5,13090586.0,1726717.0
2022-07-01,45027.25,4174516.0,4776585.0,138479.0,21980339.0,7253271.0,22066784.0,21931758.0,21508765.0,21255289.0,556167.0,3086956.0,810075.0,3086.5,13185918.0,1674389.0
2022-10-01,101712.25,4258373.0,4804492.0,150334.0,22086426.0,7372875.0,22249459.0,22104380.0,21691864.0,21425890.0,556159.0,3123832.0,822281.0,-2060.0,13296614.0,1638359.0
2023-01-01,15161.25,4188976.0,4894988.333333333,151631.0,22364094.0,7377648.0,22403435.0,22257175.0,21812622.0,21565256.0,587613.0,3193027.0,837191.0,-12097.5,13424855.0,1656041.0
2023-04-01,105.0,4303491.0,4918748.666666667,149240.0,22505915.0,7406110.0,22539418.0,22395048.0,21929031.0,21692877.0,606230.0,3113951.0,845680.0,3593.5,13482080.0,1700420.0
2023-07-01,50570.25,4346197.0,4953308.666666667,150674.0,22674467.0,7534903.0,22780933.0,22635173.0,22184266.0,21931680.0,593396.0,3198089.0,848187.0,10086.5,13565779.0,1731467.0
2023-10-01,33626.75,4357916.0,5002926.0,157502.0,22881871.0,7581157.0,22960600.0,22809081.0,22395778.0,22104537.0,563014.0,3231680.0,854999.0,7261.5,13659469.0,1767487.0
2024-01-01,13374.25,4332462.0,4976888.666666667,153974.0,23003176.0,7511359.0,23053545.0,22904819.0,22483878.0,22188723.0,567766.0,3188165.0,863928.0,11366.0,13767103.0,1809572.0
2024-04-01,53821.0,4391654.0,4997752.0,144955.0,23113092.0,7607045.0,23223906.0,23082353.0,22627147.0,22358783.0,594441.0,3225013.0,864014.0,16400.5,13850461.0,1806872.0
2024-07-01,43413.0,4419393.0,5065578.666666667,141614.0,23302413.0,7694498.0,23400294.0,23261229.0,22832913.0,22527512.0,565083.0,3283549.0,871702.0,13272.0,13959046.0,1793725.0
2024-10-01,6627.5,4417034.0,5110191.666666667,152340.0,23493422.0,7707948.0,23542349.0,23394751.0,22968820.0,22673967.0,571224.0,3298859.0,866998.0,13328.0,14062379.0,1814598.0
