Date,Average of GDP and GDI,Equals: Gross national product,Equals: Net national product,General government,Government,Government enterprises,Gross domestic income (GDI),Gross domestic product (GDP),Gross national income,Less: Consumption of fixed capital,Less: Income payments to the rest of the world,Net domestic income,Net domestic product,Net domestic purchases,Plus: Income receipts from the rest of the world,Private
1947-01-01,2168894.0,2196821.0,2016021.0,101359.0,107616.0,4639.0,2155107.0,2182681.0,2169189.0,210941.0,4412.0,1973185.0,2001773.0,1923559.0,15303.0,117949.0
1947-04-01,2164684.0,2191585.0,2012114.0,97024.0,103184.0,4664.0,2152475.0,2176892.0,2167121.0,209711.0,4294.0,1971927.0,1997290.0,1922503.0,15837.0,120218.0
1947-07-01,2163701.0,2187057.0,2008331.0,93070.0,99144.0,4693.0,2154969.0,2172432.0,2169565.0,208966.0,4147.0,1975401.0,1993576.0,1918968.0,15619.0,122595.0
1947-10-01,2191064.0,2221790.0,2044854.0,89490.0,95494.0,4726.0,2175676.0,2206452.0,2190947.0,208662.0,4879.0,1997326.0,2029354.0,1978978.0,17141.0,125089.0
1948-01-01,2236850.0,2256235.0,2080502.0,86287.0,92237.0,4762.0,2234019.0,2239682.0,2250560.0,208818.0,4583.0,2057837.0,2063734.0,2030146.0,18102.0,127708.0
1948-04-01,2281230.0,2294013.0,2119498.0,83435.0,89345.0,4801.0,2285769.0,2276690.0,2303119.0,209100.0,4608.0,2111389.0,2101928.0,2085888.0,18900.0,130146.0
1948-07-01,2288721.0,2307190.0,2132775.0,80909.0,86792.0,4844.0,2287672.0,2289770.0,2305087.0,209449.0,5438.0,2112918.0,2115104.0,2100444.0,19902.0,132397.0
1948-10-01,2295869.0,2309778.0,2134959.0,78691.0,84558.0,4890.0,2299374.0,2292364.0,2316804.0,209844.0,4782.0,2124602.0,2117295.0,2105855.0,19161.0,134453.0
1949-01-01,2257298.0,2277553.0,2100747.0,76785.0,82644.0,4940.0,2253788.0,2260807.0,2270508.0,210296.0,5545.0,2076454.0,2083783.0,2054399.0,19346.0,136309.0
1949-04-01,2250266.0,2269468.0,2091609.0,74991.0,80846.0,4993.0,2247403.0,2253128.0,2263729.0,210838.0,5383.0,2069086.0,2075070.0,2045623.0,18721.0,138163.0
1949-07-01,2267973.0,2292396.0,2114711.0,73310.0,79169.0,5049.0,2259522.0,2276424.0,2275446.0,211493.0,5548.0,2080886.0,2098556.0,2077352.0,18428.0,140016.0
1949-10-01,2243195.0,2272116.0,2092520.0,71739.0,77607.0,5110.0,2229038.0,2257352.0,2243735.0,212241.0,5602.0,2048030.0,2077632.0,2073805.0,17169.0,141869.0
1950-01-01,2332225.0,2361759.0,2185086.0,70274.0,76158.0,5174.0,2318346.0,2346104.0,2333937.0,213075.0,5846.0,2140251.0,2169265.0,2170172.0,18232.0,143725.0
1950-04-01,2415802.0,2434182.0,2259296.0,69132.0,75039.0,5240.0,2413923.0,2417682.0,2430423.0,214208.0,5996.0,2238661.0,2242591.0,2247531.0,19173.0,145606.0
1950-07-01,2508563.0,2530169.0,2357746.0,68331.0,74272.0,5307.0,2505999.0,2511127.0,2525028.0,215644.0,6158.0,2333024.0,2338383.0,2362615.0,21984.0,147512.0
1950-10-01,2556623.0,2578279.0,2405794.0,67869.0,73852.0,5374.0,2554032.0,2559214.0,2573084.0,217370.0,6241.0,2380989.0,2386411.0,2402853.0,21970.0,149440.0
1951-01-01,2580591.0,2612438.0,2438864.0,67749.0,73783.0,5442.0,2567214.0,2593967.0,2585617.0,219392.0,6672.0,2392127.0,2420106.0,2431341.0,21680.0,151389.0
1951-04-01,2625704.0,2659989.0,2485638.0,68129.0,74230.0,5514.0,2612511.0,2638898.0,2633536.0,221651.0,6716.0,2436502.0,2464140.0,2459564.0,24631.0,153176.0
1951-07-01,2675776.0,2715158.0,2540127.0,68998.0,75179.0,5588.0,2658293.0,2693259.0,2680107.0,224130.0,6595.0,2481105.0,2517788.0,2499695.0,25268.0,154797.0
1951-10-01,2690417.0,2722073.0,2543690.0,70350.0,76627.0,5665.0,2681678.0,2699156.0,2704545.0,226820.0,6554.0,2501962.0,2520291.0,2500691.0,26377.0,156250.0
1952-01-01,2713673.0,2749856.0,2568864.0,72182.0,78569.0,5745.0,2699392.0,2727954.0,2721217.0,229710.0,6305.0,2516584.0,2546537.0,2532174.0,24845.0,157529.0
1952-04-01,2724616.0,2755812.0,2570880.0,74038.0,80534.0,5825.0,2715431.0,2733800.0,2737398.0,232787.0,6774.0,2529180.0,2548448.0,2549871.0,25493.0,158971.0
1952-07-01,2747146.0,2775246.0,2586761.0,75918.0,82524.0,5904.0,2740774.0,2753517.0,2762472.0,236062.0,6844.0,2551278.0,2564636.0,2583643.0,25190.0,160581.0
1952-10-01,2834453.0,2865493.0,2676633.0,77827.0,84541.0,5981.0,2824964.0,2843941.0,2846469.0,239542.0,7103.0,2634809.0,2654702.0,2684306.0,25018.0,162361.0
1953-01-01,2885957.0,2918168.0,2726822.0,79766.0,86587.0,6056.0,2875103.0,2896811.0,2896407.0,243230.0,6985.0,2682340.0,2705105.0,2733917.0,24508.0,164318.0
1953-04-01,2907155.0,2941622.0,2746519.0,81594.0,88518.0,6130.0,2895104.0,2919206.0,2917470.0,246799.0,6938.0,2698423.0,2723702.0,2758293.0,25617.0,166248.0
1953-07-01,2889530.0,2923279.0,2722534.0,83329.0,90351.0,6199.0,2876276.0,2902785.0,2896706.0,250261.0,7170.0,2673960.0,2701745.0,2730788.0,23705.0,168151.0
1953-10-01,2838677.0,2879321.0,2671874.0,84980.0,92095.0,6266.0,2818509.0,2858845.0,2838895.0,253621.0,7538.0,2608851.0,2651117.0,2677436.0,24224.0,170027.0
1954-01-01,2834902.0,2866883.0,2654422.0,86540.0,93742.0,6329.0,2824612.0,2845192.0,2846253.0,256877.0,7279.0,2610849.0,2632404.0,2656791.0,25376.0,171874.0
1954-04-01,2839005.0,2869911.0,2653302.0,87905.0,95193.0,6394.0,2829704.0,2848305.0,2851266.0,260040.0,7241.0,2611891.0,2631382.0,2650028.0,25224.0,173776.0
1954-07-01,2867793.0,2902364.0,2683107.0,89094.0,96464.0,6462.0,2855104.0,2880482.0,2876925.0,263124.0,7138.0,2634315.0,2660908.0,2676300.0,25336.0,175733.0
1954-10-01,2926241.0,2960994.0,2740448.0,90112.0,97563.0,6531.0,2915631.0,2936852.0,2939723.0,266132.0,7156.0,2693647.0,2715887.0,2727156.0,27806.0,177744.0
1955-01-01,3008204.0,3045443.0,2824959.0,90942.0,98471.0,6602.0,2995663.0,3020746.0,3020303.0,269050.0,7370.0,2773556.0,2799822.0,2814025.0,28452.0,179810.0
1955-04-01,3063375.0,3094362.0,2872170.0,91755.0,99361.0,6674.0,3056840.0,3069910.0,3081263.0,272021.0,7992.0,2833611.0,2847298.0,2872093.0,28731.0,181939.0
1955-07-01,3104172.0,3136110.0,2911789.0,92566.0,100252.0,6747.0,3096965.0,3111379.0,3121664.0,275058.0,8149.0,2871529.0,2886633.0,2905429.0,29116.0,184129.0
1955-10-01,3125326.0,3155271.0,2927649.0,93375.0,101141.0,6822.0,3120584.0,3130068.0,3145765.0,278157.0,8114.0,2892063.0,2902008.0,2925117.0,29567.0,186380.0
1956-01-01,3120711.0,3145314.0,2912853.0,94168.0,102014.0,6898.0,3123499.0,3117922.0,3150904.0,281308.0,8200.0,2890777.0,2884923.0,2906995.0,32180.0,188690.0
1956-04-01,3149569.0,3170906.0,2935406.0,95030.0,102960.0,6976.0,3155445.0,3143694.0,3182684.0,284425.0,7971.0,2920024.0,2907673.0,2919336.0,31660.0,190916.0
1956-07-01,3149860.0,3168598.0,2928662.0,95966.0,103983.0,7055.0,3158846.0,3140874.0,3186605.0,287513.0,8350.0,2919294.0,2900402.0,2908015.0,32672.0,193058.0
1956-10-01,3203287.0,3217670.0,2975994.0,96976.0,105082.0,7136.0,3214005.0,3192570.0,3239154.0,290568.0,8386.0,2973057.0,2950503.0,2944747.0,29586.0,195113.0
1957-01-01,3217450.0,3241645.0,2996978.0,98055.0,106254.0,7218.0,3221889.0,3213011.0,3250543.0,293585.0,8410.0,2977118.0,2967778.0,2961915.0,33593.0,197080.0
1957-04-01,3212554.0,3236337.0,2986811.0,99135.0,107428.0,7302.0,3219137.0,3205970.0,3249541.0,296828.0,8350.0,2969654.0,2955800.0,2956334.0,35522.0,199257.0
1957-07-01,3235175.0,3266749.0,3013891.0,100221.0,108610.0,7388.0,3232965.0,3237386.0,3262318.0,300311.0,8551.0,2979296.0,2983947.0,2986871.0,34512.0,201653.0
1957-10-01,3199965.0,3228322.0,2968195.0,101313.0,109800.0,7476.0,3196037.0,3203894.0,3220447.0,304043.0,8602.0,2935184.0,2943455.0,2951481.0,29012.0,204275.0
1958-01-01,3122753.0,3145497.0,2875551.0,102420.0,111007.0,7567.0,3124782.0,3120724.0,3149571.0,308040.0,8800.0,2854725.0,2850461.0,2875653.0,29839.0,207133.0
1958-04-01,3137664.0,3166350.0,2892524.0,103544.0,112233.0,7660.0,3134104.0,3141224.0,3159206.0,311604.0,8200.0,2859593.0,2867075.0,2897638.0,29531.0,209572.0
1958-07-01,3210507.0,3238459.0,2963956.0,104677.0,113472.0,7756.0,3207129.0,3213884.0,3231689.0,314717.0,8600.0,2931997.0,2939093.0,2967953.0,29149.0,211580.0
1958-10-01,3285377.0,3313510.0,3039130.0,105818.0,114721.0,7856.0,3281723.0,3289032.0,3306185.0,317367.0,9007.0,3006698.0,3014376.0,3051939.0,29294.0,213147.0
1959-01-01,3351520.0,3376580.0,3102053.0,107252.0,116272.0,7958.0,3350911.0,3352129.0,3375359.0,319768.0,9402.0,3076055.0,3077335.0,3109016.0,29540.0,214263.0
1959-04-01,3434975.0,3452233.0,3178267.0,108618.0,117759.0,8066.0,3442283.0,3427667.0,3466887.0,322110.0,9836.0,3168797.0,3153436.0,3194486.0,29962.0,215372.0
1959-07-01,3422017.0,3456078.0,3178989.0,110032.0,119296.0,8178.0,3413976.0,3430057.0,3439962.0,324486.0,10408.0,3135739.0,3152637.0,3180547.0,32224.0,216476.0
1959-10-01,3438560.0,3467137.0,3187243.0,111492.0,120886.0,8294.0,3437288.0,3439832.0,3464595.0,326896.0,11040.0,3156877.0,3159548.0,3191797.0,34341.0,217575.0
1960-01-01,3515484.0,3543786.0,3264320.0,113014.0,122540.0,8413.0,3513787.0,3517181.0,3540385.0,329353.0,12242.0,3233804.0,3237368.0,3255822.0,34678.0,218670.0
1960-04-01,3505732.0,3525305.0,3241195.0,114523.0,124187.0,8538.0,3513218.0,3498246.0,3540310.0,332027.0,11884.0,3229493.0,3213774.0,3227995.0,34837.0,219975.0
1960-07-01,3514376.0,3543401.0,3256172.0,116028.0,125833.0,8668.0,3513367.0,3515385.0,3541373.0,334931.0,11719.0,3225637.0,3227755.0,3233381.0,35686.0,221495.0
1960-10-01,3482293.0,3499492.0,3205800.0,117533.0,127482.0,8802.0,3494307.0,3470278.0,3523574.0,338070.0,11316.0,3201341.0,3176137.0,3172826.0,36700.0,223233.0
1961-01-01,3497562.0,3524336.0,3227243.0,119039.0,129140.0,8946.0,3501421.0,3493703.0,3532071.0,341455.0,11498.0,3204195.0,3196103.0,3193625.0,38440.0,225192.0
1961-04-01,3556780.0,3582462.0,3283454.0,120629.0,130881.0,9086.0,3560538.0,3553021.0,3589995.0,344923.0,11552.0,3261452.0,3253573.0,3262373.0,37012.0,227168.0
1961-07-01,3619607.0,3651335.0,3350788.0,122309.0,132712.0,9223.0,3617962.0,3621252.0,3648038.0,348479.0,11980.0,3316797.0,3320244.0,3331559.0,38035.0,229161.0
1961-10-01,3697999.0,3723033.0,3420940.0,124079.0,134634.0,9358.0,3703710.0,3692289.0,3734478.0,352124.0,12322.0,3401676.0,3389712.0,3402581.0,38982.0,231171.0
1962-01-01,3753376.0,3788824.0,3484754.0,125944.0,136651.0,9491.0,3748605.0,3758147.0,3779262.0,355862.0,11740.0,3443614.0,3453606.0,3473301.0,38129.0,233197.0
1962-04-01,3791223.0,3825291.0,3517620.0,127793.0,138651.0,9622.0,3790298.0,3792149.0,3823435.0,359774.0,11948.0,3481963.0,3483902.0,3496681.0,41021.0,235398.0
1962-07-01,3833733.0,3872259.0,3561245.0,129628.0,140636.0,9753.0,3828689.0,3838776.0,3862152.0,363864.0,12036.0,3516619.0,3527180.0,3542959.0,41391.0,237778.0
1962-10-01,3862496.0,3889003.0,3573000.0,131438.0,142594.0,9881.0,3873571.0,3851421.0,3911197.0,368130.0,12169.0,3557848.0,3534657.0,3558962.0,46047.0,240339.0
1963-01-01,3900303.0,3929649.0,3609552.0,133222.0,144525.0,10009.0,3907124.0,3893482.0,3943318.0,372571.0,12348.0,3586978.0,3572703.0,3590642.0,44576.0,243082.0
1963-04-01,3950596.0,3972307.0,3648222.0,134958.0,146408.0,10140.0,3964010.0,3937183.0,3999188.0,377002.0,12980.0,3640546.0,3612476.0,3619405.0,44000.0,245850.0
1963-07-01,4020651.0,4059559.0,3733561.0,136644.0,148244.0,10276.0,4017546.0,4023755.0,4053338.0,381420.0,13544.0,3690618.0,3697114.0,3710441.0,45164.0,248642.0
1963-10-01,4051297.0,4086938.0,3756273.0,138287.0,150040.0,10415.0,4052446.0,4050147.0,4089247.0,385829.0,13993.0,3721210.0,3718807.0,3723767.0,46676.0,251456.0
1964-01-01,4127763.0,4175187.0,3842634.0,139889.0,151796.0,10559.0,4119972.0,4135553.0,4159575.0,390229.0,14218.0,3785921.0,3802206.0,3797183.0,49871.0,254291.0
1964-04-01,4180756.0,4219011.0,3882230.0,141430.0,153489.0,10703.0,4180920.0,4180592.0,4219339.0,394873.0,14538.0,3843427.0,3843085.0,3843384.0,48773.0,257401.0
1964-07-01,4243061.0,4285406.0,3945086.0,142906.0,155118.0,10850.0,4240203.0,4245918.0,4279673.0,399764.0,14553.0,3898864.0,3904836.0,3903697.0,49823.0,260790.0
1964-10-01,4270005.0,4296243.0,3949572.0,144315.0,156681.0,10998.0,4280964.0,4259046.0,4318205.0,404906.0,15367.0,3934624.0,3911727.0,3911013.0,48143.0,264463.0
1965-01-01,4369288.0,4403621.0,4054567.0,145656.0,158174.0,11147.0,4376464.0,4362111.0,4418008.0,410303.0,15472.0,4027220.0,4012230.0,4033576.0,52765.0,268426.0
1965-04-01,4424758.0,4459951.0,4105898.0,147028.0,159700.0,11298.0,4432292.0,4417225.0,4475046.0,415958.0,15775.0,4078039.0,4062306.0,4070434.0,54302.0,272606.0
1965-07-01,4505123.0,4555817.0,4198171.0,148431.0,161259.0,11450.0,4494819.0,4515427.0,4535170.0,421875.0,16197.0,4135511.0,4157033.0,4172625.0,51997.0,277009.0
1965-10-01,4606302.0,4657017.0,4295647.0,149864.0,162850.0,11604.0,4593146.0,4619458.0,4630655.0,428058.0,16660.0,4230008.0,4257479.0,4269713.0,49190.0,281637.0
1966-01-01,4712845.0,4770661.0,4405728.0,151330.0,164477.0,11759.0,4693801.0,4731888.0,4732502.0,434514.0,16881.0,4326552.0,4366308.0,4391590.0,50518.0,286494.0
1966-04-01,4736559.0,4786897.0,4414069.0,152957.0,166269.0,11915.0,4725072.0,4748046.0,4763886.0,441019.0,17209.0,4350605.0,4374582.0,4398024.0,50924.0,291275.0
1966-07-01,4772942.0,4826455.0,4446709.0,154742.0,168224.0,12072.0,4757629.0,4788254.0,4795772.0,447569.0,18362.0,4375972.0,4407917.0,4447402.0,51375.0,295980.0
1966-10-01,4813638.0,4867186.0,4480532.0,156687.0,170344.0,12230.0,4799739.0,4827537.0,4839336.0,454164.0,18827.0,4411258.0,4440245.0,4476483.0,53366.0,300604.0
1967-01-01,4849031.0,4909616.0,4516057.0,158813.0,172650.0,12389.0,4827763.0,4870299.0,4867000.0,460817.0,18835.0,4431771.0,4476133.0,4513310.0,52926.0,305146.0
1967-04-01,4863810.0,4911708.0,4509630.0,160881.0,174902.0,12556.0,4854332.0,4873287.0,4892718.0,467378.0,18815.0,4450885.0,4470656.0,4509371.0,51926.0,309641.0
1967-07-01,4912369.0,4961099.0,4552659.0,162899.0,177109.0,12729.0,4905347.0,4919392.0,4947028.0,473852.0,18667.0,4495625.0,4510273.0,4554730.0,55239.0,314089.0
1967-10-01,4955649.0,4997252.0,4582006.0,164860.0,179263.0,12910.0,4954821.0,4956477.0,4995594.0,480234.0,19578.0,4538881.0,4540608.0,4593121.0,55132.0,318487.0
1968-01-01,5042933.0,5099329.0,4680212.0,166764.0,181365.0,13098.0,5028313.0,5057553.0,5070035.0,486522.0,20739.0,4607300.0,4637784.0,4698952.0,57258.0,322837.0
1968-04-01,5123098.0,5184632.0,4760804.0,168515.0,183313.0,13288.0,5104163.0,5142033.0,5146691.0,492895.0,22079.0,4678061.0,4717534.0,4779382.0,59416.0,327378.0
1968-07-01,5177639.0,5225566.0,4795037.0,170107.0,185099.0,13480.0,5173418.0,5181859.0,5217109.0,499352.0,22621.0,4741829.0,4750628.0,4809512.0,61114.0,332114.0
1968-10-01,5205315.0,5245681.0,4807473.0,171538.0,186722.0,13674.0,5208418.0,5202212.0,5251899.0,505895.0,22878.0,4769793.0,4763325.0,4826462.0,61093.0,337048.0
1969-01-01,5271361.0,5327335.0,4883935.0,172809.0,188185.0,13871.0,5259126.0,5283597.0,5302813.0,512526.0,25277.0,4814015.0,4839523.0,4910605.0,63807.0,342183.0
1969-04-01,5295366.0,5342059.0,4890951.0,173990.0,189551.0,14063.0,5291107.0,5299625.0,5333525.0,518906.0,28164.0,4839035.0,4847914.0,4913575.0,65489.0,347153.0
1969-07-01,5330722.0,5375530.0,4917839.0,175082.0,190825.0,14252.0,5326845.0,5334600.0,5367759.0,525032.0,31546.0,4868304.0,4876384.0,4943726.0,67456.0,351956.0
